u,v,key,osmid,highway,oneway,reversed,length,geometry,bridge
8959211587,4553246055,0,968395981,service,False,True,41.544,"LINESTRING (121.4126734 31.2054261, 121.4122408 31.2053743)",
8959211588,8959211590,0,968395982,service,False,True,19.728,"LINESTRING (121.4117662 31.2080557, 121.4117966 31.2078802)",
8959211589,4198271803,0,968395983,service,False,True,19.784,"LINESTRING (121.4118433 31.2076032, 121.4118091 31.2077787)",
8959211590,4198271803,0,419827350,service,False,True,11.349,"LINESTRING (121.4117966 31.2078802, 121.4118091 31.2077787)",
8959211590,8959211588,0,968395982,service,False,False,19.728,"LINESTRING (121.4117966 31.2078802, 121.4117662 31.2080557)",
8959211595,4171203490,0,419827353,service,False,False,71.714,"LINESTRING (121.410468 31.2048137, 121.409727 31.2046943)",
8959211595,4553246056,0,419827353,service,False,True,103.445,"LINESTRING (121.410468 31.2048137, 121.4104757 31.2048146, 121.4111406 31.2048913, 121.4110889 31.2052383)",
8959211595,4553246052,0,"[968395984, 968395985, 459480096]",service,False,False,73.53300000000002,"LINESTRING (121.410468 31.2048137, 121.4103899 31.2052187, 121.4103572 31.2054396, 121.4103527 31.2054675)",
8959211595,5535959413,0,968395985,service,False,True,148.96800000000002,"LINESTRING (121.410468 31.2048137, 121.4105539 31.2043605, 121.410597 31.2041227, 121.4098663 31.2039852)",
8959211596,4553246019,0,459480086,service,False,False,44.033,"LINESTRING (121.4093207 31.2081045, 121.4092576 31.2084968)",
8959211596,4553246018,0,459480086,service,False,True,40.465,"LINESTRING (121.4093207 31.2081045, 121.4093716 31.2077432)",
8959211596,4553246023,0,459480087,service,False,False,46.977,"LINESTRING (121.4093207 31.2081045, 121.4088325 31.2080402)",
8959211596,4553246022,0,459480087,service,False,True,54.946,"LINESTRING (121.4093207 31.2081045, 121.4098928 31.2081734)",
