u,v,key,osmid,highway,oneway,reversed,length,geometry,name,bridge,lanes,tunnel,service,access
5726340981,3646557422,0,347829655,residential,False,False,85.43,"LINESTRING (113.3387106 23.15464, 113.3384883 23.1538994)",,,,,,
5726340981,3540772399,0,347829655,residential,False,True,33.846,"LINESTRING (113.3387106 23.15464, 113.3388218 23.1549267)",,,,,,
5726340981,5726340980,0,603106044,residential,False,True,67.031,"LINESTRING (113.3387106 23.15464, 113.3381534 23.1543223)",,,,,,
5726340982,3646557363,0,360052991,residential,False,False,5.991,"LINESTRING (113.3399746 23.1546852, 113.3399371 23.1547266)",,,,,,
5726340982,3646557361,0,360052991,residential,False,True,12.651,"LINESTRING (113.3399746 23.1546852, 113.3399833 23.1546756, 113.3400881 23.1546444)",,,,,,
5726340982,5726340986,0,603106045,residential,False,False,71.243,"LINESTRING (113.3399746 23.1546852, 113.3398433 23.1546057, 113.3398291 23.1544446, 113.3400061 23.1543632, 113.3401718 23.1543712)",,,,,,
5726340986,3646557361,0,360052991,residential,False,False,31.613,"LINESTRING (113.3401718 23.1543712, 113.3401405 23.1544461, 113.3400881 23.1546444)",,,,,,
5726340986,3646557356,0,360052991,residential,False,True,76.09800000000001,"LINESTRING (113.3401718 23.1543712, 113.3401867 23.1543356, 113.3403068 23.1542422, 113.3405194 23.1541345, 113.3408152 23.154075)",,,,,,
5726340986,5726340990,0,603106045,residential,False,False,67.57,"LINESTRING (113.3401718 23.1543712, 113.3403476 23.1544186, 113.3404131 23.1545552, 113.3403918 23.1546577, 113.3402043 23.1547264)",,,,,,
5726340986,5726340982,0,603106045,residential,False,True,71.243,"LINESTRING (113.3401718 23.1543712, 113.3400061 23.1543632, 113.3398291 23.1544446, 113.3398433 23.1546057, 113.3399746 23.1546852)",,,,,,
5726340990,3646557361,0,360052991,residential,False,False,15.336,"LINESTRING (113.3402043 23.1547264, 113.3401836 23.1546954, 113.3400881 23.1546444)",,,,,,
5726340990,3646557363,0,360052991,residential,False,True,62.373,"LINESTRING (113.3402043 23.1547264, 113.3402329 23.1547691, 113.3402206 23.1548427, 113.3401158 23.1549079, 113.3400049 23.1549107, 113.3399279 23.1548512, 113.3399279 23.1548172, 113.3399279 23.1547662, 113.3399371 23.1547266)",,,,,,
5726340990,5726340986,0,603106045,residential,False,True,67.57,"LINESTRING (113.3402043 23.1547264, 113.3403918 23.1546577, 113.3404131 23.1545552, 113.3403476 23.1544186, 113.3401718 23.1543712)",,,,,,
5726340991,5726340993,0,603106046,residential,False,False,51.097,"LINESTRING (113.3358965 23.1560922, 113.3357621 23.1565348)",,,,,,
5726340991,1988787330,0,188255496,residential,False,False,162.611,"LINESTRING (113.3358965 23.1560922, 113.336498 23.1561568, 113.3372931 23.1563868, 113.3374381 23.1564269)",漓江路,,,,,
5726340991,5572506766,0,188255496,residential,False,True,66.58,"LINESTRING (113.3358965 23.1560922, 113.3358308 23.1560852, 113.3354861 23.1560903, 113.3353331 23.156029, 113.3352809 23.1559815)",漓江路,,,,,
5726340992,5726340997,0,582746743,residential,False,False,53.825,"LINESTRING (113.3355718 23.1571614, 113.3360842 23.1572726)",,,,,,
5726340992,5726340996,0,603106046,residential,False,True,58.257,"LINESTRING (113.3355718 23.1571614, 113.3357251 23.1566568)",,,,,,
5726340992,5726340995,0,582746743,residential,False,True,101.665,"LINESTRING (113.3355718 23.1571614, 113.3353582 23.157115, 113.3350954 23.1567944, 113.3351649 23.15649)",,,,,,
5726340993,5726340996,0,603106046,residential,False,False,14.083,"LINESTRING (113.3357621 23.1565348, 113.3357251 23.1566568)",,,,,,
5726340993,5726340991,0,603106046,residential,False,True,51.097,"LINESTRING (113.3357621 23.1565348, 113.3358965 23.1560922)",,,,,,
5726340993,5726340998,0,603106047,residential,False,False,51.924,"LINESTRING (113.3357621 23.1565348, 113.336256 23.1566436)",,,,,,
5726340994,5726340998,0,603106047,residential,False,True,99.095,"LINESTRING (113.3371975 23.1568554, 113.336256 23.1566436)",,,,,,
5726340994,5572506769,0,360055038,footway,False,False,75.521,"LINESTRING (113.3371975 23.1568554, 113.3371589 23.156978, 113.3370267 23.1573496, 113.3371033 23.1574939)",,,,,,
5726340994,1988787330,0,360055038,footway,False,True,53.716,"LINESTRING (113.3371975 23.1568554, 113.3374161 23.1564871, 113.3374381 23.1564269)",,,,,,
5726340995,5572506766,0,582746743,residential,False,True,57.773,"LINESTRING (113.3351649 23.15649, 113.3352809 23.1559815)",,,,,,
5726340995,5726340996,0,603106048,living_street,False,False,60.201,"LINESTRING (113.3351649 23.15649, 113.3357251 23.1566568)",,,,,,
5726340995,5726340992,0,582746743,residential,False,False,101.66499999999999,"LINESTRING (113.3351649 23.15649, 113.3350954 23.1567944, 113.3353582 23.157115, 113.3355718 23.1571614)",,,,,,
5726340996,5726340992,0,603106046,residential,False,False,58.257,"LINESTRING (113.3357251 23.1566568, 113.3355718 23.1571614)",,,,,,
5726340996,5726340993,0,603106046,residential,False,True,14.083,"LINESTRING (113.3357251 23.1566568, 113.3357621 23.1565348)",,,,,,
5726340996,5726340995,0,603106048,living_street,False,True,60.201,"LINESTRING (113.3357251 23.1566568, 113.3351649 23.15649)",,,,,,
5726340997,5726341000,0,582746743,residential,False,False,47.324,"LINESTRING (113.3360842 23.1572726, 113.3365347 23.1573704)",,,,,,
5726340997,5726340992,0,582746743,residential,False,True,53.825,"LINESTRING (113.3360842 23.1572726, 113.3355718 23.1571614)",,,,,,
5726340997,5726340998,0,603106049,living_street,False,False,72.113,"LINESTRING (113.3360842 23.1572726, 113.336256 23.1566436)",,,,,,
5726340998,5726340994,0,603106047,residential,False,False,99.095,"LINESTRING (113.336256 23.1566436, 113.3371975 23.1568554)",,,,,,
5726340998,5726340993,0,603106047,residential,False,True,51.924,"LINESTRING (113.336256 23.1566436, 113.3357621 23.1565348)",,,,,,
5726340998,5726340997,0,603106049,living_street,False,True,72.113,"LINESTRING (113.336256 23.1566436, 113.3360842 23.1572726)",,,,,,
5726340999,5726341002,0,603106050,living_street,False,False,34.124,"LINESTRING (113.3363012 23.1581556, 113.3363893 23.1578596)",,,,,,
5726341000,5572506769,0,582746743,residential,False,False,59.731,"LINESTRING (113.3365347 23.1573704, 113.3371033 23.1574939)",,,,,,
5726341000,5726340997,0,582746743,residential,False,True,47.324,"LINESTRING (113.3365347 23.1573704, 113.3360842 23.1572726)",,,,,,
5726341000,5726341002,0,603106050,living_street,False,True,56.391,"LINESTRING (113.3365347 23.1573704, 113.3363893 23.1578596)",,,,,,
5726341001,5726341002,0,603106051,living_street,False,False,59.312,"LINESTRING (113.3358319 23.1577117, 113.3363893 23.1578596)",,,,,,
5726341002,5726341000,0,603106050,living_street,False,False,56.391,"LINESTRING (113.3363893 23.1578596, 113.3365347 23.1573704)",,,,,,
5726341002,5726340999,0,603106050,living_street,False,True,34.124,"LINESTRING (113.3363893 23.1578596, 113.3363012 23.1581556)",,,,,,
5726341002,5726341001,0,603106051,living_street,False,True,59.312,"LINESTRING (113.3363893 23.1578596, 113.3358319 23.1577117)",,,,,,
5726341003,5726341006,0,360207111,footway,False,True,35.546,"LINESTRING (113.3354236 23.1595958, 113.3355574 23.1594953, 113.3356385 23.1593528)",东莞庄南街,,,,,
5726341003,5726341007,0,603106052,living_street,False,False,79.57,"LINESTRING (113.3354236 23.1595958, 113.3358171 23.1598136, 113.3360322 23.159597)",,,,,,
5726341005,5726341010,0,275861514,residential,False,False,15.066,"LINESTRING (113.3365949 23.1590303, 113.3366426 23.1591585)",长江南路,,,,,
5726341005,5468506379,0,275861514,residential,False,True,22.031,"LINESTRING (113.3365949 23.1590303, 113.3365075 23.1588492)",长江南路,,,,,
5726341005,5726341009,0,603106052,living_street,False,True,31.594,"LINESTRING (113.3365949 23.1590303, 113.3363865 23.1592401)",,,,,,
5726341006,5726341008,0,360207111,footway,False,True,52.849,"LINESTRING (113.3356385 23.1593528, 113.3358782 23.1589317)",东莞庄南街,,,,,
5726341006,5726341007,0,603106053,living_street,False,False,48.553,"LINESTRING (113.3356385 23.1593528, 113.3360322 23.159597)",,,,,,
5726341006,5726341003,0,360207111,footway,False,False,35.546,"LINESTRING (113.3356385 23.1593528, 113.3355574 23.1594953, 113.3354236 23.1595958)",东莞庄南街,,,,,
5726341007,5726341009,0,603106052,living_street,False,False,53.73,"LINESTRING (113.3360322 23.159597, 113.3363865 23.1592401)",,,,,,
5726341007,5726341006,0,603106053,living_street,False,True,48.553,"LINESTRING (113.3360322 23.159597, 113.3356385 23.1593528)",,,,,,
5726341007,5726341003,0,603106052,living_street,False,True,79.57,"LINESTRING (113.3360322 23.159597, 113.3358171 23.1598136, 113.3354236 23.1595958)",,,,,,
5726341008,5726341006,0,360207111,footway,False,False,52.849,"LINESTRING (113.3358782 23.1589317, 113.3356385 23.1593528)",东莞庄南街,,,,,
5726341008,5726341009,0,603106054,living_street,False,False,62.261,"LINESTRING (113.3358782 23.1589317, 113.3363865 23.1592401)",,,,,,
5726341008,2805236228,0,360207111,footway,False,True,86.928,"LINESTRING (113.3358782 23.1589317, 113.3361462 23.1584608, 113.3363811 23.1585873)",东莞庄南街,,,,,
5726341009,5726341005,0,603106052,living_street,False,False,31.594,"LINESTRING (113.3363865 23.1592401, 113.3365949 23.1590303)",,,,,,
5726341009,5726341007,0,603106052,living_street,False,True,53.73,"LINESTRING (113.3363865 23.1592401, 113.3360322 23.159597)",,,,,,
5726341009,5726341008,0,603106054,living_street,False,True,62.261,"LINESTRING (113.3363865 23.1592401, 113.3358782 23.1589317)",,,,,,
5726341010,5726341005,0,275861514,residential,False,True,15.066,"LINESTRING (113.3366426 23.1591585, 113.3365949 23.1590303)",长江南路,,,,,
5726341010,5726341018,0,275861514,residential,False,False,105.564,"LINESTRING (113.3366426 23.1591585, 113.3368856 23.1599578, 113.3369225 23.1600723)",长江南路,,,,,
5726341010,5726341017,0,603106055,residential,False,False,150.189,"LINESTRING (113.3366426 23.1591585, 113.3365869 23.1591873, 113.3367624 23.1597056, 113.3362758 23.1599764, 113.3362409 23.1601391, 113.3362794 23.1601879)",,,,,,
5726341016,5726341122,0,275861514,residential,False,False,31.246,"LINESTRING (113.3370077 23.1604567, 113.3370877 23.1607279)",长江南路,,,,,
5726341016,5726341121,0,275861514,residential,False,True,22.757,"LINESTRING (113.3370077 23.1604567, 113.3369636 23.1602561)",长江南路,,,,,
5726341016,5726341020,0,603106055,residential,False,True,74.936,"LINESTRING (113.3370077 23.1604567, 113.336611 23.1606077, 113.3364326 23.1603818)",,,,,,
5726341017,5726341020,0,603106055,residential,False,False,26.649,"LINESTRING (113.3362794 23.1601879, 113.3364326 23.1603818)",,,,,,
5726341017,5726341018,0,603106056,residential,False,False,66.991,"LINESTRING (113.3362794 23.1601879, 113.3369225 23.1600723)",,,,,,
5726341017,5726341010,0,603106055,residential,False,True,150.189,"LINESTRING (113.3362794 23.1601879, 113.3362409 23.1601391, 113.3362758 23.1599764, 113.3367624 23.1597056, 113.3365869 23.1591873, 113.3366426 23.1591585)",,,,,,
5726341018,5726341121,0,275861514,residential,False,False,20.865,"LINESTRING (113.3369225 23.1600723, 113.3369636 23.1602561)",长江南路,,,,,
5726341018,5726341019,0,603106056,residential,False,False,51.096,"LINESTRING (113.3369225 23.1600723, 113.3374211 23.1600405)",,,,,,
5726341018,5726341017,0,603106056,residential,False,True,66.991,"LINESTRING (113.3369225 23.1600723, 113.3362794 23.1601879)",,,,,,
5726341018,5726341010,0,275861514,residential,False,True,105.564,"LINESTRING (113.3369225 23.1600723, 113.3368856 23.1599578, 113.3366426 23.1591585)",长江南路,,,,,
5726341019,5726341018,0,603106056,residential,False,True,51.096,"LINESTRING (113.3374211 23.1600405, 113.3369225 23.1600723)",,,,,,
5726341020,5726341017,0,603106055,residential,False,True,26.649,"LINESTRING (113.3364326 23.1603818, 113.3362794 23.1601879)",,,,,,
5726341020,5726341121,0,603106057,residential,False,False,56.057,"LINESTRING (113.3364326 23.1603818, 113.3369636 23.1602561)",,,,,,
5726341020,5726341016,0,603106055,residential,False,False,74.936,"LINESTRING (113.3364326 23.1603818, 113.336611 23.1606077, 113.3370077 23.1604567)",,,,,,
5726341121,5726341016,0,275861514,residential,False,False,22.757,"LINESTRING (113.3369636 23.1602561, 113.3370077 23.1604567)",长江南路,,,,,
5726341121,5726341018,0,275861514,residential,False,True,20.865,"LINESTRING (113.3369636 23.1602561, 113.3369225 23.1600723)",长江南路,,,,,
5726341121,5726341020,0,603106057,residential,False,True,56.057,"LINESTRING (113.3369636 23.1602561, 113.3364326 23.1603818)",,,,,,
5726341122,5726341016,0,275861514,residential,False,True,31.246,"LINESTRING (113.3370877 23.1607279, 113.3370077 23.1604567)",长江南路,,,,,
5726341122,3646568803,0,275861514,residential,False,False,159.204,"LINESTRING (113.3370877 23.1607279, 113.337249 23.1610269, 113.3374883 23.1612702, 113.3380465 23.1618442)",长江南路,,,,,
5726341122,5726341129,0,603106058,residential,False,False,506.07399999999996,"LINESTRING (113.3370877 23.1607279, 113.3368988 23.1610097, 113.3368798 23.1623761, 113.3375336 23.1630116, 113.3379142 23.1627583, 113.338115 23.1621722, 113.3379656 23.162009, 113.3371834 23.1620026)",,,,,,
5726341129,5726341122,0,603106058,residential,False,True,506.074,"LINESTRING (113.3371834 23.1620026, 113.3379656 23.162009, 113.338115 23.1621722, 113.3379142 23.1627583, 113.3375336 23.1630116, 113.3368798 23.1623761, 113.3368988 23.1610097, 113.3370877 23.1607279)",,,,,,
5938621869,5687249158,0,360054038,residential,False,False,61.352,"LINESTRING (113.3438944 23.1528492, 113.3443512 23.153207)",,,,,,
5938621869,6370290561,0,360054038,residential,False,True,86.79,"LINESTRING (113.3438944 23.1528492, 113.3433509 23.1524839, 113.3431955 23.1524086)",,,,,,
5938621869,2153604663,0,628997873,steps,False,True,43.578,"LINESTRING (113.3438944 23.1528492, 113.3439671 23.1527355, 113.3439218 23.1527057, 113.3437895 23.1528754)",,,,yes,,
5938621872,3388063519,0,628997872,path,False,False,113.80499999999999,"LINESTRING (113.3436396 23.1529987, 113.34312 23.1526724, 113.3426436 23.1525944)",,,,,,
5938621872,4398466866,0,628997874,steps,False,True,18.654,"LINESTRING (113.3436396 23.1529987, 113.3435939 23.1530473, 113.3435677 23.1530265, 113.3436186 23.1529722)",,,,yes,,
5938621872,3646568754,0,914308013,path,False,True,62.105,"LINESTRING (113.3436396 23.1529987, 113.3436699 23.1530177, 113.3441438 23.1533102)",,,,,,
6194037592,6194037593,0,661630127,service,False,True,59.328,"LINESTRING (113.3434212 23.1585391, 113.3428424 23.1585006)",,,,,,
6194037593,6194037592,0,661630127,service,False,False,59.328,"LINESTRING (113.3428424 23.1585006, 113.3434212 23.1585391)",,,,,,
6194037593,3666609341,0,661630127,service,False,True,24.006,"LINESTRING (113.3428424 23.1585006, 113.3426082 23.158485)",,,,,,
6194037593,6194037594,0,661630128,service,False,False,33.673,"LINESTRING (113.3428424 23.1585006, 113.3428104 23.158802)",,,,,,
6194037593,6194037595,0,661630129,service,False,False,36.61,"LINESTRING (113.3428424 23.1585006, 113.342885 23.1581737)",,,,,,
6194037594,6194037593,0,661630128,service,False,True,33.673,"LINESTRING (113.3428104 23.158802, 113.3428424 23.1585006)",,,,,,
6194037595,6194037593,0,661630129,service,False,True,36.61,"LINESTRING (113.342885 23.1581737, 113.3428424 23.1585006)",,,,,,
6194037596,6194037601,0,661630130,footway,False,False,31.417,"LINESTRING (113.3408886 23.1582307, 113.3407723 23.1582236, 113.3407334 23.1582204, 113.3407427 23.1580812)",,,,,,
6194037599,3646568816,0,275861159,residential,False,False,89.075,"LINESTRING (113.3407659 23.1577351, 113.341634 23.1578034)",湖滨北路,,6,,,
6194037599,2805230022,0,275861159,residential,False,True,50.699,"LINESTRING (113.3407659 23.1577351, 113.3402718 23.1576963)",湖滨北路,,6,,,
6194037599,6194037602,0,661630130,footway,False,True,18.271,"LINESTRING (113.3407659 23.1577351, 113.3407549 23.1578991)",,,,,,
6194037600,6194037606,0,275861068,residential,False,False,29.881,"LINESTRING (113.3402377 23.1580375, 113.340211 23.1583051)",黄山路,,,,,
6194037600,3646582662,0,275861068,residential,False,True,19.441,"LINESTRING (113.3402377 23.1580375, 113.3402551 23.1578634)",黄山路,,,,,
6194037600,6194037601,0,661630131,footway,False,False,51.857,"LINESTRING (113.3402377 23.1580375, 113.3407427 23.1580812)",,,,,,
6194037601,6194037602,0,661630130,footway,False,False,20.287,"LINESTRING (113.3407427 23.1580812, 113.3407549 23.1578991)",,,,,,
6194037601,6194037600,0,661630131,footway,False,True,51.857,"LINESTRING (113.3407427 23.1580812, 113.3402377 23.1580375)",,,,,,
6194037601,6194037596,0,661630130,footway,False,True,31.416999999999998,"LINESTRING (113.3407427 23.1580812, 113.3407334 23.1582204, 113.3407723 23.1582236, 113.3408886 23.1582307)",,,,,,
6194037602,6194037599,0,661630130,footway,False,False,18.271,"LINESTRING (113.3407549 23.1578991, 113.3407659 23.1577351)",,,,,,
6194037602,6194037601,0,661630130,footway,False,True,20.287,"LINESTRING (113.3407549 23.1578991, 113.3407427 23.1580812)",,,,,,
6194037602,3646582662,0,661630132,footway,False,True,51.251,"LINESTRING (113.3407549 23.1578991, 113.3402551 23.1578634)",,,,,,
6194037603,6194037605,0,661630133,footway,False,True,25.061,"LINESTRING (113.3407584 23.1584188, 113.3407425 23.1586437)",,,,,,
6194037604,6194037605,0,661630134,footway,False,False,57.569,"LINESTRING (113.3401806 23.1586099, 113.3407425 23.1586437)",,,,,,
6194037604,6194037608,0,661630136,footway,False,False,146.273,"LINESTRING (113.3401806 23.1586099, 113.3387512 23.1585526)",,,,,,
6194037604,2805230023,0,275861068,residential,False,False,47.993,"LINESTRING (113.3401806 23.1586099, 113.3401703 23.1587127, 113.3401376 23.1590397)",黄山路,,,,,
6194037604,6194037606,0,275861068,residential,False,True,34.034,"LINESTRING (113.3401806 23.1586099, 113.3402042 23.1583734, 113.340211 23.1583051)",黄山路,,,,,
6194037605,6194037603,0,661630133,footway,False,False,25.061,"LINESTRING (113.3407425 23.1586437, 113.3407584 23.1584188)",,,,,,
6194037605,3646582648,0,661630133,footway,False,True,46.177,"LINESTRING (113.3407425 23.1586437, 113.3407131 23.1590581)",,,,,,
6194037605,6194037604,0,661630134,footway,False,True,57.569,"LINESTRING (113.3407425 23.1586437, 113.3401806 23.1586099)",,,,,,
6194037606,6194037600,0,275861068,residential,False,True,29.881,"LINESTRING (113.340211 23.1583051, 113.3402377 23.1580375)",黄山路,,,,,
6194037606,6194037607,0,661630135,service,False,False,151.609,"LINESTRING (113.340211 23.1583051, 113.3387297 23.1582409)",,,,,,
6194037606,6194037604,0,275861068,residential,False,False,34.034,"LINESTRING (113.340211 23.1583051, 113.3402042 23.1583734, 113.3401806 23.1586099)",黄山路,,,,,
6194037607,5468506384,0,568400216,service,False,False,45.827,"LINESTRING (113.3387297 23.1582409, 113.338698 23.1578298)",,,,,,
6194037607,6194037606,0,661630135,service,False,True,151.609,"LINESTRING (113.3387297 23.1582409, 113.340211 23.1583051)",,,,,,
6194037607,6194037608,0,568400216,service,False,True,34.733,"LINESTRING (113.3387297 23.1582409, 113.3387495 23.1584985, 113.3387512 23.1585526)",,,,,,
6194037608,6194037604,0,661630136,footway,False,True,146.273,"LINESTRING (113.3387512 23.1585526, 113.3401806 23.1586099)",,,,,,
6194037608,6194037607,0,568400216,service,False,False,34.733,"LINESTRING (113.3387512 23.1585526, 113.3387495 23.1584985, 113.3387297 23.1582409)",,,,,,
6194037608,5468506385,0,568400216,service,False,True,89.664,"LINESTRING (113.3387512 23.1585526, 113.3387636 23.1589505, 113.3385699 23.1589896, 113.3383251 23.1589696)",,,,,,
6370290546,4804640896,0,488110307,service,True,False,1.483,"LINESTRING (113.3421218 23.1510471, 113.3421363 23.1510475)",,,,,,no
6370290546,3646598338,0,680345357,footway,False,False,2.93,"LINESTRING (113.3421218 23.1510471, 113.3421095 23.1510233)",,,,,,
6370290561,3388063527,0,680345363,path,False,False,47.328,"LINESTRING (113.3431955 23.1524086, 113.3427474 23.1525154)",,,,,,
6370290561,5938621869,0,360054038,residential,False,False,86.79,"LINESTRING (113.3431955 23.1524086, 113.3433509 23.1524839, 113.3438944 23.1528492)",,,,,,
6370290561,3388063528,0,360054038,residential,False,True,47.004999999999995,"LINESTRING (113.3431955 23.1524086, 113.3429963 23.152312, 113.3427704 23.152254)",,,,,,
9081852764,9081852765,0,981962379,footway,False,False,57.44,"LINESTRING (113.3394137 23.1532759, 113.3388816 23.1534417)",,,,,,
9081852764,3646557423,0,360053002,residential,False,False,37.409,"LINESTRING (113.3394137 23.1532759, 113.3394459 23.1533481, 113.3394807 23.1536045)",独秀峰路,,,,,
9081852764,5726340949,0,360053002,residential,False,True,80.049,"LINESTRING (113.3394137 23.1532759, 113.3392832 23.1530125, 113.3390807 23.1526244)",独秀峰路,,,,,
9081852765,9081852764,0,981962379,footway,False,True,57.44,"LINESTRING (113.3388816 23.1534417, 113.3394137 23.1532759)",,,,,,
9088568562,5726340976,0,316797584,residential,False,True,11.547,"LINESTRING (113.3383276 23.1554507, 113.3382517 23.1555276)",,,,,,
9088568562,5726340979,0,316797584,residential,False,False,61.396,"LINESTRING (113.3383276 23.1554507, 113.3386587 23.15509, 113.3387177 23.155031)",,,,,,
9088568562,9088568565,0,982874776,living_street,False,False,262.664,"LINESTRING (113.3383276 23.1554507, 113.339626 23.1562907, 113.340121 23.1563184, 113.3401174 23.1567649)",,,2,,,
9088568565,9088568562,0,982874776,living_street,False,True,262.664,"LINESTRING (113.3401174 23.1567649, 113.340121 23.1563184, 113.339626 23.1562907, 113.3383276 23.1554507)",,,2,,,
9088568565,3646582848,0,1001438677,residential,False,False,23.82,"LINESTRING (113.3401174 23.1567649, 113.3402557 23.1568371, 113.340287 23.1568987)",湖滨南路,,,,,
9088568565,3646582827,0,1001438677,residential,False,True,84.86500000000001,"LINESTRING (113.3401174 23.1567649, 113.3399925 23.1567012, 113.3393488 23.1567233, 113.3393083 23.1567097)",湖滨南路,,,,,
9243378570,2805236228,0,275861514,residential,False,False,143.84799999999998,"LINESTRING (113.3372075 23.1575694, 113.3371116 23.1575888, 113.3363811 23.1585873)",长江南路,,,,,
9243378570,5468506384,0,"[275861450, 275861514, 275861449]",residential,False,True,156.85399999999998,"LINESTRING (113.3372075 23.1575694, 113.3372886 23.1575531, 113.3376545 23.1575905, 113.3377965 23.1576293, 113.3384286 23.1578018, 113.3385639 23.1578387, 113.338698 23.1578298)","['长江南路', '嵩山路']",,,,,
9243378570,5572506769,0,582746743,residential,False,True,14.158000000000001,"LINESTRING (113.3372075 23.1575694, 113.3371761 23.1575237, 113.3371033 23.1574939)",,,,,,
9272821924,3646568739,0,360054033,service,False,False,10.997,"LINESTRING (113.3421984 23.1516924, 113.3422712 23.1516196)",,,,,,
9272821924,3646568739,1,1005027669,unclassified,True,False,10.997,"LINESTRING (113.3421984 23.1516924, 113.3422712 23.1516196)",华南理工大学正门路,,,,,
9272821924,4408346945,0,360054033,service,False,True,10.988,"LINESTRING (113.3421984 23.1516924, 113.3421545 23.1517826)",,,,,,
9272821925,3540772393,0,360054033,service,False,False,12.594,"LINESTRING (113.3422906 23.1526421, 113.3421825 23.1525878)",,,,,,
9272821925,3540772393,1,443215599,unclassified,True,False,12.594,"LINESTRING (113.3422906 23.1526421, 113.3421825 23.1525878)",华南理工大学正门路,,,,,
9272821925,3388063520,0,360054033,service,False,True,12.599,"LINESTRING (113.3422906 23.1526421, 113.3424119 23.1526621)",,,,,,
9272821929,3388063527,0,331709496,unclassified,True,False,20.862,"LINESTRING (113.3427639 23.1523284, 113.3427474 23.1525154)",华南理工大学正门路,,,,,
9272821929,3388063527,1,360054033,service,False,False,20.862,"LINESTRING (113.3427639 23.1523284, 113.3427474 23.1525154)",,,,,,
9272821929,3388063528,0,360054033,service,False,True,8.3,"LINESTRING (113.3427639 23.1523284, 113.3427704 23.152254)",,,,,,
9285048297,9285048300,0,1006372324,footway,False,False,33.596000000000004,"LINESTRING (113.3450258 23.1570468, 113.345042 23.1569393, 113.3450817 23.1568552, 113.3451081 23.1567562)",,,,,,
9285048297,3646572409,0,1006372324,footway,False,True,74.715,"LINESTRING (113.3450258 23.1570468, 113.3450278 23.1571047, 113.3450908 23.157157, 113.3452451 23.1572021, 113.3456661 23.1571992)",,,,,,
9285048297,9285078620,0,"[1006372328, 1006372327]","['steps', 'footway']",False,True,37.302,"LINESTRING (113.3450258 23.1570468, 113.3448672 23.1570505, 113.344665 23.1570877)",,,,,,
9285048300,9285048297,0,1006372324,footway,False,True,33.596,"LINESTRING (113.3451081 23.1567562, 113.3450817 23.1568552, 113.345042 23.1569393, 113.3450258 23.1570468)",,,,,,
9285048301,1988787369,0,188255495,residential,False,False,90.82000000000001,"LINESTRING (113.3445527 23.1577559, 113.3445032 23.1578555, 113.3442713 23.1579965, 113.3439957 23.1579828, 113.3437808 23.1579721)",湖滨南路,,,,,
9285048301,3646572403,0,188255495,residential,False,True,35.134,"LINESTRING (113.3445527 23.1577559, 113.3445661 23.157729, 113.3445465 23.1574976, 113.3445243 23.1574473)",湖滨南路,,,,,
9285048301,3646572405,0,1006372325,residential,False,False,60.462999999999994,"LINESTRING (113.3445527 23.1577559, 113.3446385 23.1577822, 113.3447229 23.1577859, 113.344789 23.1577579, 113.3448469 23.157686, 113.3448967 23.1576121, 113.3449373 23.1575701, 113.3449749 23.1575607, 113.3450255 23.1575507)",,,,,,
9285078620,9285078624,0,"[1006372329, 1006372326]","['residential', 'footway']",False,False,163.854,"LINESTRING (113.344665 23.1570877, 113.344603 23.1570141, 113.3444566 23.1569543, 113.3442167 23.1569197, 113.3440399 23.1568926, 113.3438895 23.1568683, 113.3438305 23.1568178, 113.3438041 23.1567692, 113.3435724 23.1567263, 113.3433599 23.1566898, 113.343299 23.1566627, 113.3432725 23.1566197, 113.3432254 23.1565977)",,,,,,
9285078620,3646572404,0,1006372326,residential,False,True,43.118,"LINESTRING (113.344665 23.1570877, 113.3446975 23.1571262, 113.3448032 23.1573178, 113.3448273 23.15744)",,,,,,
9285078620,9285048297,0,"[1006372328, 1006372327]","['steps', 'footway']",False,False,37.302,"LINESTRING (113.344665 23.1570877, 113.3448672 23.1570505, 113.3450258 23.1570468)",,,,,,
9285078624,3540772404,0,347829653,residential,False,False,58.69,"LINESTRING (113.3432254 23.1565977, 113.3431834 23.1571241)",半山东路,,,,,
9285078624,3646555948,0,347829653,residential,False,True,137.731,"LINESTRING (113.3432254 23.1565977, 113.3432819 23.1558903, 113.3433107 23.155529, 113.3433131 23.1554911, 113.3433211 23.1553622)",半山东路,,,,,
9285078624,9285078620,0,"[1006372329, 1006372326]","['residential', 'footway']",False,True,163.854,"LINESTRING (113.3432254 23.1565977, 113.3432725 23.1566197, 113.343299 23.1566627, 113.3433599 23.1566898, 113.3435724 23.1567263, 113.3438041 23.1567692, 113.3438305 23.1568178, 113.3438895 23.1568683, 113.3440399 23.1568926, 113.3442167 23.1569197, 113.3444566 23.1569543, 113.344603 23.1570141, 113.344665 23.1570877)",,,,,,
9285078633,3646582849,0,188255491,residential,False,True,17.213,"LINESTRING (113.341023 23.1567944, 113.3410126 23.1569489)",半山西路,,,,,
9285078633,3646557379,0,188255491,residential,False,False,214.78599999999997,"LINESTRING (113.341023 23.1567944, 113.3410837 23.1560715, 113.3410912 23.1557812, 113.3411622 23.1549049, 113.3411526 23.1548685)",半山西路,,,,,
