element_type,osmid,building,historic,name,name:zh-Hans,geometry,nodes,addr:housenumber,addr:place,alt_name,name:zh,name:en,addr:city,addr:district,addr:postcode,addr:province,building:levels,wheelchair,amenity,layer,level,opening_hours,operator,ref,start_date,subway,wikidata,wikimedia_commons,wikipedia,smoking,name:alt,old_name,alt_name:en,alt_name:zh,height,tourism,office,leisure,construction,ways,type
way,694564808,dormitory,,,,"POLYGON ((113.3407488 23.16274, 113.3407417 23.1627278, 113.3407444 23.1627148, 113.3407629 23.1627099, 113.3407815 23.1627099, 113.3408284 23.162666, 113.340878 23.1627026, 113.340954 23.1627384, 113.3409647 23.1627213, 113.3410275 23.1627473, 113.3410885 23.1627676, 113.3411248 23.1627717, 113.3412345 23.1627855, 113.3412726 23.1627888, 113.3412752 23.1628165, 113.3414203 23.1628075, 113.3414265 23.1628823, 113.3414478 23.1628848, 113.3414531 23.1629027, 113.3414487 23.1629157, 113.3414363 23.162923, 113.3412522 23.162932, 113.3412451 23.16291, 113.3411531 23.1629002, 113.3410655 23.1628872, 113.3409753 23.1628531, 113.3409284 23.1628303, 113.340916 23.1628449, 113.3408346 23.1628026, 113.3407727 23.1627652, 113.3407488 23.16274))","[6521887862, 6521887863, 6521887864, 6521887865, 6521887866, 6521887867, 6521887868, 6521887869, 6521887870, 6521887871, 6521887872, 6521887873, 6521887874, 6521887875, 6521887876, 6521887877, 6521887878, 6521887879, 6521887880, 6521887881, 6521887882, 6521887883, 6521887884, 6521899085, 6521899086, 6521899087, 6521899088, 6521899089, 6521899090, 6521899091, 6521887862]",2,华南农业大学华山学生公寓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,694564809,dormitory,,,,"POLYGON ((113.3416949 23.1629397, 113.3416856 23.1629376, 113.3416786 23.1629268, 113.3416821 23.1629129, 113.3416973 23.1629054, 113.3417159 23.1628442, 113.3418759 23.1628367, 113.3419845 23.1628206, 113.3420942 23.1627873, 113.3421584 23.1627583, 113.3422308 23.1627154, 113.3423254 23.1626606, 113.3423861 23.1626166, 113.3424316 23.1626864, 113.3423616 23.1627293, 113.3423907 23.162769, 113.342309 23.1628259, 113.3422378 23.1628667, 113.3422215 23.162842, 113.3421572 23.1628818, 113.342079 23.1629064, 113.3419903 23.1629236, 113.3418981 23.1629301, 113.3418957 23.1629515, 113.3418163 23.162958, 113.3417498 23.1629537, 113.3416949 23.1629397))","[6521899092, 6521899093, 6521899094, 6521899095, 6521899096, 6521899097, 6521899098, 6521899099, 6521899100, 6521899101, 6521899102, 6521899103, 6521899104, 6521899105, 6521899106, 6521899107, 6521899108, 6521899109, 6521899110, 6521899111, 6521899112, 6521899113, 6521899114, 6521899115, 6521899116, 6521899117, 6521899092]",3,华南农业大学华山学生公寓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,694564811,yes,,,,"POLYGON ((113.3488786 23.1623044, 113.3490006 23.1623119, 113.3490006 23.1622997, 113.3490422 23.1623025, 113.3490443 23.1622829, 113.3490666 23.1622829, 113.3490677 23.1622306, 113.3489853 23.1622278, 113.3489884 23.16221, 113.348905 23.1622044, 113.348903 23.1622184, 113.3488186 23.1622128, 113.3488156 23.1622539, 113.348839 23.1622549, 113.348838 23.1622848, 113.3488786 23.1622866, 113.3488786 23.1623044))","[6521899137, 6521899138, 6521899139, 6521899140, 6521899141, 6521899142, 6521899143, 6521899144, 6521899145, 6521899146, 6521899147, 6521899148, 6521899149, 6521899150, 6521899151, 6521899152, 6521899137]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,754556855,residential,,,,"POLYGON ((113.34907 23.161577, 113.3494589 23.1616565, 113.3494826 23.1615586, 113.3490937 23.1614792, 113.34907 23.161577))","[7049150990, 7049150991, 7049150992, 7049150993, 7049150990]",44,华南农业大学嵩山区,,,,广州市,天河区,510642,广东省,7,,,,,,,,,,,,,,,,,,20,,,,,,
way,854396412,residential,,,,"POLYGON ((113.3511429 23.1592768, 113.3511628 23.1591983, 113.3514593 23.1592618, 113.3514394 23.1593402, 113.3511429 23.1592768))","[7967862888, 7967862889, 7967862890, 7967862891, 7967862888]",4,华南农业大学嵩山区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,854396413,residential,,,,"POLYGON ((113.3508106 23.1591981, 113.3508279 23.1591293, 113.3511245 23.1591921, 113.3511072 23.159261, 113.3508106 23.1591981))","[7967862892, 7967862893, 7967862894, 7967862895, 7967862892]",3,华南农业大学嵩山区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,854849151,residential,,,,"POLYGON ((113.3504017 23.1612447, 113.3504233 23.1611374, 113.3504862 23.1611482, 113.3504789 23.1611847, 113.3505895 23.1612036, 113.350598 23.1611619, 113.350682 23.1611762, 113.3506594 23.1612886, 113.3504017 23.1612447))","[7972736807, 7972736808, 7972736809, 7972736810, 7972736811, 7972736812, 7972736813, 7972736814, 7972736807]",36,华南农业大学嵩山区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,856284166,residential,,,,"POLYGON ((113.3515467 23.1596479, 113.3515683 23.1595518, 113.3518867 23.1596125, 113.3518651 23.1597084, 113.3515467 23.1596479))","[7984201997, 7984201998, 7984201999, 7984202000, 7984201997]",17,华南农业大学嵩山区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,856284167,residential,,,,"POLYGON ((113.3504485 23.1616796, 113.3504758 23.1615833, 113.3508796 23.1616801, 113.3508523 23.1617765, 113.3504485 23.1616796))","[7984202001, 7984202002, 7984202003, 7984202004, 7984202001]",39,华南农业大学嵩山区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,856284169,residential,,,,"POLYGON ((113.3496445 23.1614397, 113.3496767 23.1613189, 113.3500961 23.1614134, 113.350064 23.1615341, 113.3496445 23.1614397))","[7984202009, 7984202010, 7984202011, 7984202012, 7984202009]",40,华南农业大学嵩山区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,856284170,residential,,,,"POLYGON ((113.3490894 23.1613221, 113.3491215 23.1612013, 113.349541 23.1612958, 113.3495089 23.1614165, 113.3490894 23.1613221))","[7984202013, 7984202014, 7984202015, 7984202016, 7984202013]",41,华南农业大学嵩山区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,857432470,university,,,,"POLYGON ((113.346181 23.1625477, 113.3461821 23.1624629, 113.3462387 23.1624635, 113.3462364 23.162274, 113.3460537 23.1622744, 113.3460535 23.1621935, 113.3462043 23.1621931, 113.3462161 23.1621543, 113.3462588 23.1621364, 113.346286 23.162165, 113.3465743 23.1621644, 113.3465746 23.1622732, 113.3462808 23.1622739, 113.3462831 23.1624639, 113.3465713 23.1624669, 113.3465702 23.1625518, 113.346181 23.1625477))","[7994162430, 7994162433, 7994162434, 7994162435, 7994162428, 7994162427, 7994162429, 7994162426, 7994162425, 7994162424, 7994162423, 7994162422, 7994162436, 7994162437, 7994162432, 7994162431, 7994162430]",24-1,华南农业大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,857432476,yes,,,,"POLYGON ((113.346465 23.1586153, 113.3464637 23.1585244, 113.346724 23.1585215, 113.3467252 23.1586123, 113.346465 23.1586153))","[7994162455, 7994162456, 7994162457, 7994162458, 7994162455]",13,华南农业大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,859509432,dormitory,,,,"POLYGON ((113.3650777 23.156335, 113.3650783 23.1562798, 113.3650064 23.1562791, 113.3650078 23.1561635, 113.365295 23.1561664, 113.3652942 23.1562335, 113.365378 23.1562343, 113.3653775 23.1562763, 113.3654259 23.1562768, 113.3654251 23.1563386, 113.3650777 23.156335))","[8011658768, 8011658769, 8011658770, 8011658771, 8011658772, 8011658773, 8011658774, 8011658775, 8011658776, 8011658777, 8011658768]",22,华南农业大学泰山宿舍区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,859509433,dormitory,,,,"POLYGON ((113.364583 23.1561076, 113.3645836 23.1560524, 113.3645117 23.1560517, 113.3645131 23.1559361, 113.3648003 23.155939, 113.3647995 23.1560061, 113.3648833 23.1560069, 113.3648828 23.1560489, 113.3649312 23.1560494, 113.3649304 23.1561112, 113.364583 23.1561076))","[8011658778, 8011658779, 8011658780, 8011658781, 8011658782, 8011658783, 8011658784, 8011659085, 8011659086, 8011659087, 8011658778]",21,华南农业大学泰山宿舍区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,859509434,dormitory,,,,"POLYGON ((113.3640652 23.1559542, 113.3640658 23.155899, 113.3639939 23.1558983, 113.3639953 23.1557827, 113.3642825 23.1557856, 113.3642817 23.1558527, 113.3643655 23.1558535, 113.364365 23.1558955, 113.3644134 23.155896, 113.3644126 23.1559578, 113.3640652 23.1559542))","[8011659088, 8011659089, 8011659090, 8011659091, 8011659092, 8011659093, 8011659094, 8011659095, 8011659096, 8011659097, 8011659088]",20,华南农业大学泰山宿舍区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,865561494,hospital,,华南农业大学校医院 门诊楼,,"POLYGON ((113.34989 23.1588449, 113.3498778 23.1587675, 113.3502812 23.1587135, 113.3502931 23.1588039, 113.3501391 23.1588244, 113.3501447 23.1588596, 113.3500625 23.1588706, 113.3500549 23.1588227, 113.34989 23.1588449))","[8067848299, 8067848300, 8067848301, 8067848302, 8067848303, 8067848304, 8067848305, 8067848306, 8067848299]",52,华南农业大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,865561495,hospital,,华南农业大学校医院 敬师疗养楼,,"POLYGON ((113.3502931 23.1588039, 113.3502812 23.1587135, 113.3502755 23.1586701, 113.3505551 23.1586395, 113.3505695 23.1587476, 113.3503697 23.1587707, 113.3503757 23.1588163, 113.3503247 23.158822, 113.3503219 23.1588007, 113.3502931 23.1588039))","[8067848302, 8067848301, 8067848313, 8067848307, 8067848308, 8067848309, 8067848310, 8067848311, 8067848312, 8067848302]",52,华南农业大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,865561496,hospital,,华南农业大学校医院 诊疗楼,,"POLYGON ((113.3505695 23.1587476, 113.3508535 23.1587155, 113.3508434 23.1586393, 113.3507126 23.158654, 113.3507083 23.1586223, 113.3505551 23.1586395, 113.3505695 23.1587476))","[8067848308, 8067848314, 8067848315, 8067848316, 8067848317, 8067848307, 8067848308]",52,华南农业大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,865561497,hospital,,华南农业大学校医院 行政楼,,"POLYGON ((113.3509255 23.1587601, 113.3509315 23.1586507, 113.3513078 23.1586682, 113.3513017 23.1587777, 113.3509255 23.1587601))","[8067848318, 8067848319, 8067848320, 8067848321, 8067848318]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,865860587,university,,华南农业大学 农业工程楼,,"POLYGON ((113.3397406 23.1603264, 113.3401568 23.1603354, 113.3401777 23.159524, 113.3396826 23.1595133, 113.3396776 23.1597088, 113.3397563 23.1597105, 113.3397406 23.1603264))","[8070808089, 8070808090, 8070808091, 8070808092, 8070808093, 8070808094, 8070808089]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,875393848,university,,,,"POLYGON ((113.3421106 23.1655633, 113.3421316 23.1654709, 113.3421675 23.1654778, 113.3422083 23.165298, 113.3426613 23.165385, 113.342669 23.1653512, 113.342874 23.1653906, 113.3428044 23.1656967, 113.3421106 23.1655633))","[8148183240, 8148183241, 8148183242, 8148183243, 8148183247, 8148183246, 8148183244, 8148183245, 8148183240]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,875393862,university,,農業工程實驗樓,农业工程实验楼,"POLYGON ((113.3407146 23.1608183, 113.3407232 23.1607055, 113.341098 23.1607295, 113.3410895 23.1608424, 113.3407146 23.1608183))","[8148205725, 8148205726, 8148205727, 8148205728, 8148205725]",,,,,,,,,,,,,,,,,,1985-12,,,,,,,,,,,,,,,,
way,875393863,university,,,,"POLYGON ((113.3409256 23.1598758, 113.3409389 23.1597287, 113.3413899 23.1597632, 113.3413766 23.1599104, 113.3409256 23.1598758))","[8148205729, 8148205730, 8148205731, 8148205732, 8148205729]",1,华南农业大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,875393865,university,,,,"POLYGON ((113.3467339 23.1600452, 113.3467315 23.15997, 113.3470218 23.1599621, 113.3470151 23.159752, 113.3466364 23.1597623, 113.3466326 23.1596443, 113.3471057 23.1596314, 113.3471187 23.1600347, 113.3467339 23.1600452))","[8148205748, 8148205749, 8148205750, 8148205751, 8148205752, 8148205753, 8148205754, 8148205755, 8148205748]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,902721290,dormitory,,Staff Dormitory,,"POLYGON ((113.344367 23.1606149, 113.3443795 23.1605343, 113.3445682 23.1605591, 113.3445556 23.1606397, 113.344367 23.1606149))","[8384452199, 8384452200, 8384452201, 8384452202, 8384452199]",5-12,华南农业大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,902721297,residential,,,,"POLYGON ((113.3529409 23.1566992, 113.3529983 23.1568411, 113.3526562 23.1569581, 113.3525988 23.1568162, 113.3529409 23.1566992))","[8384493619, 8384493620, 8384493621, 8384493622, 8384493619]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,902721298,residential,,,,"POLYGON ((113.3530203 23.1569636, 113.3530595 23.1571106, 113.3527049 23.1571905, 113.3526658 23.1570434, 113.3530203 23.1569636))","[8384493623, 8384493624, 8384493625, 8384493626, 8384493623]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,914297532,university,,,,"POLYGON ((113.3528314 23.164506, 113.3528308 23.1640586, 113.3535758 23.1640578, 113.3535761 23.1642938, 113.3538653 23.1642935, 113.3538649 23.1640533, 113.3539123 23.163973, 113.3540518 23.1640426, 113.3542212 23.1640784, 113.3543984 23.1640891, 113.3545581 23.1640712, 113.3546126 23.1641321, 113.3546127 23.1643122, 113.3549818 23.1643119, 113.354982 23.1645039, 113.3528314 23.164506))","[8493451169, 8493451170, 8493451171, 8493451172, 8493451173, 8493451174, 8493451175, 8493451176, 8493451183, 8493451182, 8493451177, 8493451178, 8493451179, 8493451180, 8493451181, 8493451169]",78,华南农业大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,918104236,university,,伟南楼,,"POLYGON ((113.3443999 23.1636526, 113.3444179 23.1635798, 113.3446789 23.1636347, 113.344648 23.163759, 113.3447018 23.1637703, 113.3446847 23.1638391, 113.3445422 23.1638092, 113.3445603 23.1637363, 113.3446006 23.1637448, 113.3446124 23.1636972, 113.3443999 23.1636526))","[8526973955, 8526973956, 8526973957, 8526973958, 8526973964, 8526973959, 8526973960, 8526973961, 8526973962, 8526973963, 8526973955]",22-1,华南农业大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,918104239,university,,兽医科技楼,,"POLYGON ((113.3412636 23.1654764, 113.3413749 23.1655189, 113.3415453 23.1651419, 113.3414341 23.1650994, 113.3412636 23.1654764))","[8526973974, 8526973975, 8526973976, 8526973977, 8526973974]",,华南农业大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,918104240,university,,,,"POLYGON ((113.3415768 23.1656194, 113.3416162 23.165487, 113.3419202 23.1655635, 113.3418808 23.1656959, 113.3415768 23.1656194))","[8526973978, 8526973979, 8526973980, 8526973981, 8526973978]",,华南农业大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,921932536,yes,,,,"POLYGON ((113.3394332 23.161704, 113.3394356 23.1615417, 113.339566 23.1615433, 113.3395635 23.1617057, 113.3394332 23.161704))","[8559113829, 8559113830, 8559113831, 8559113832, 8559113829]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,939233109,dormitory,,,,"POLYGON ((113.3472134 23.1560164, 113.3472136 23.1559215, 113.3471557 23.1559214, 113.3471558 23.1558316, 113.3472436 23.1558317, 113.3472435 23.155876, 113.3476567 23.1558767, 113.3476565 23.1560172, 113.3472134 23.1560164))","[8700617976, 8700617977, 8700617978, 8700617979, 8700617980, 8700617981, 8700617982, 8700617983, 8700617976]",,华南农业大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,957193796,university,,华南农业大学 第五教学大楼,,"POLYGON ((113.3596664 23.1642158, 113.3596664 23.1640426, 113.3597153 23.1640426, 113.3597188 23.1637368, 113.3596686 23.1637373, 113.3596673 23.1636261, 113.3597223 23.1636256, 113.3597217 23.1635741, 113.3597215 23.1633962, 113.3596673 23.1633964, 113.359667 23.1633021, 113.3597272 23.163302, 113.3597271 23.1632518, 113.3597298 23.1626283, 113.3597139 23.1625198, 113.3597097 23.1624482, 113.3597231 23.1623496, 113.3597475 23.1622976, 113.3599687 23.162358, 113.3599551 23.1624643, 113.3599619 23.1625566, 113.3600061 23.162648, 113.360053 23.1627146, 113.3601181 23.1627641, 113.3601979 23.1627984, 113.3602917 23.1628218, 113.3603994 23.162818, 113.3604427 23.1630299, 113.3602931 23.1630265, 113.3601892 23.1630154, 113.3600825 23.1629698, 113.3600637 23.1630105, 113.3599689 23.1629678, 113.359848 23.1628934, 113.3597822 23.1628932, 113.3597806 23.1632509, 113.360474 23.1632521, 113.3604739 23.1633963, 113.3603473 23.1633948, 113.3597828 23.1633961, 113.3597821 23.1635736, 113.3603452 23.1635681, 113.3604724 23.1635669, 113.3604742 23.1635669, 113.3604768 23.1637294, 113.3597851 23.1637378, 113.3597805 23.1640432, 113.3605979 23.1640426, 113.3605979 23.1641048, 113.3606548 23.1641048, 113.3606549 23.1642156, 113.3596664 23.1642158))","[4801878542, 8857415246, 8857415249, 8857415250, 8661957689, 8661957688, 8857415248, 8857415253, 8857415254, 8661957676, 8661957675, 8661957672, 8661957671, 4801878563, 3604841013, 4801878561, 4801878562, 3604841012, 3604841011, 4801878560, 3604841010, 4801878559, 4801878558, 3604841009, 4801878557, 4801878556, 3604841008, 3604841007, 4801878570, 3604841016, 4801878569, 4801878568, 3604841015, 4801878567, 8857415257, 8857415258, 8661957670, 8661957687, 8857415272, 8857415255, 8857415256, 8857415273, 8857415247, 8857415271, 8661957686, 8857415251, 8857415252, 8661957690, 8661957691, 8661957692, 4801878541, 4801878542]",,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
way,962341679,university,,,,"POLYGON ((113.3433338 23.164126, 113.3433656 23.1639725, 113.3434851 23.1639934, 113.3434533 23.1641469, 113.3433338 23.164126))","[8901684683, 8901684684, 8901684685, 8901684686, 8901684683]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,966503332,residential,,,,"POLYGON ((113.3511689 23.159117, 113.3511899 23.159026, 113.3514929 23.1590851, 113.3514719 23.1591761, 113.3511689 23.159117))","[8941899262, 8941899263, 8941899264, 8941899265, 8941899262]",2,华南农业大学嵩山区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,966503333,residential,,,,"POLYGON ((113.3508209 23.159049, 113.3508432 23.1589586, 113.3511463 23.1590218, 113.351124 23.1591122, 113.3508209 23.159049))","[8941899266, 8941899267, 8941899268, 8941899269, 8941899266]",1,华南农业大学嵩山区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,966503334,residential,,,,"POLYGON ((113.351649 23.1591924, 113.35167 23.1591014, 113.351973 23.1591605, 113.351952 23.1592515, 113.351649 23.1591924))","[8941899270, 8941899271, 8941899272, 8941899273, 8941899270]",14,华南农业大学嵩山区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,966503335,residential,,,,"POLYGON ((113.351601 23.1594093, 113.351622 23.1593183, 113.351925 23.1593774, 113.351904 23.1594684, 113.351601 23.1594093))","[8941899274, 8941899275, 8941899276, 8941899277, 8941899274]",15,华南农业大学嵩山区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,966503336,residential,,,,"POLYGON ((113.3519129 23.1597034, 113.3519339 23.1596124, 113.3522369 23.1596715, 113.3522158 23.1597625, 113.3519129 23.1597034))","[8941899278, 8941899279, 8941899280, 8941899281, 8941899278]",18,华南农业大学嵩山区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,966503337,residential,,,,"POLYGON ((113.3515131 23.1598321, 113.3515341 23.1597411, 113.351837 23.1598001, 113.351816 23.1598912, 113.3515131 23.1598321))","[8941899282, 8941899283, 8941899284, 8941899285, 8941899282]",19,华南农业大学嵩山区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,966503338,residential,,,,"POLYGON ((113.3518609 23.1599056, 113.3518819 23.1598146, 113.3521849 23.1598737, 113.3521639 23.1599647, 113.3518609 23.1599056))","[8941899286, 8941899287, 8941899288, 8941899289, 8941899286]",20,华南农业大学嵩山区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,966503339,residential,,,,"POLYGON ((113.3514491 23.1600747, 113.3514701 23.1599837, 113.3517731 23.1600428, 113.351752 23.1601338, 113.3514491 23.1600747))","[8941899290, 8941899291, 8941899292, 8941899293, 8941899290]",22,华南农业大学嵩山区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,966503340,residential,,,,"POLYGON ((113.3517969 23.1601372, 113.351818 23.1600462, 113.3521209 23.1601053, 113.3520999 23.1601963, 113.3517969 23.1601372))","[8941899294, 8941899295, 8941899296, 8941899297, 8941899294]",23,华南农业大学嵩山区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,966503341,residential,,,,"POLYGON ((113.350729 23.1594257, 113.35075 23.1593347, 113.3510529 23.1593938, 113.3510319 23.1594848, 113.350729 23.1594257))","[8941899298, 8941899299, 8941899300, 8941899301, 8941899298]",5,华南农业大学嵩山区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,966503342,residential,,,,"POLYGON ((113.3510673 23.1594981, 113.3510883 23.1594071, 113.3513913 23.1594662, 113.3513703 23.1595572, 113.3510673 23.1594981))","[8941899302, 8941899303, 8941899304, 8941899305, 8941899302]",6,华南农业大学嵩山区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,966503343,residential,,,,"POLYGON ((113.3505742 23.1596012, 113.3505952 23.1595102, 113.3508982 23.1595693, 113.3508772 23.1596603, 113.3505742 23.1596012))","[8941899306, 8941899307, 8941899308, 8941899309, 8941899306]",7,华南农业大学嵩山区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,966503344,residential,,,,"POLYGON ((113.3510009 23.1596681, 113.3510219 23.1595771, 113.3513248 23.1596362, 113.3513038 23.1597273, 113.3510009 23.1596681))","[8941899310, 8941899311, 8941899312, 8941899313, 8941899310]",8,华南农业大学嵩山区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,966503345,residential,,,,"POLYGON ((113.3504223 23.1597958, 113.3504433 23.1597048, 113.3507463 23.1597639, 113.3507252 23.1598549, 113.3504223 23.1597958))","[8941899314, 8941899315, 8941899316, 8941906217, 8941899314]",9,华南农业大学嵩山区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,966503346,residential,,,,"POLYGON ((113.35098 23.1599011, 113.351001 23.1598101, 113.3513039 23.1598691, 113.3512829 23.1599602, 113.35098 23.1599011))","[8941906218, 8941906219, 8941906220, 8941906221, 8941906218]",10,华南农业大学嵩山区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,966503347,residential,,,,"POLYGON ((113.3522248 23.1602364, 113.3522458 23.1601454, 113.3525487 23.1602045, 113.3525277 23.1602956, 113.3522248 23.1602364))","[8941906222, 8941906223, 8941906224, 8941906225, 8941906222]",24,华南农业大学嵩山区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,966503348,residential,,,,"POLYGON ((113.3507859 23.1604356, 113.3508162 23.1603155, 113.3511654 23.16039, 113.3511351 23.16051, 113.3507859 23.1604356))","[8941906226, 8941906227, 8941906228, 8941906229, 8941906226]",11,华南农业大学嵩山区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,966503349,residential,,,,"POLYGON ((113.350722 23.1606625, 113.3507523 23.1605425, 113.3511015 23.160617, 113.3510712 23.160737, 113.350722 23.1606625))","[8941906230, 8941906231, 8941906232, 8941906233, 8941906230]",12,华南农业大学嵩山区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,966503350,residential,,,,"POLYGON ((113.3506907 23.1609025, 113.350721 23.1607825, 113.3510702 23.1608569, 113.3510399 23.160977, 113.3506907 23.1609025))","[8941906234, 8941906235, 8941906236, 8941906237, 8941906234]",13,华南农业大学嵩山区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,966503351,residential,,,,"POLYGON ((113.3500135 23.160081, 113.3500384 23.1599813, 113.3501922 23.1600138, 113.3502083 23.1599495, 113.3507539 23.1600647, 113.3507266 23.1601738, 113.3502162 23.160066, 113.3502025 23.1601209, 113.3500135 23.160081))","[8941906238, 8941906239, 8941906240, 8941906241, 8941906242, 8941906244, 8941906245, 8941906243, 8941906238]",45,华南农业大学嵩山区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,966503352,residential,,,,"POLYGON ((113.3498659 23.1602822, 113.3498971 23.1601824, 113.3501516 23.1602497, 113.3501204 23.1603495, 113.3498659 23.1602822))","[8941906246, 8941906247, 8941906248, 8941906249, 8941906246]",47,华南农业大学嵩山区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,966503353,residential,,,,"POLYGON ((113.3502289 23.1603325, 113.3502582 23.1602166, 113.350703 23.1603115, 113.3506738 23.1604273, 113.3502289 23.1603325))","[8941906250, 8941906251, 8941906252, 8941906253, 8941906250]",46,华南农业大学嵩山区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,966503354,residential,,,,"POLYGON ((113.3497477 23.16059, 113.3497705 23.1604808, 113.3502227 23.1605732, 113.3501907 23.1606782, 113.3497477 23.16059))","[8941906254, 8941906255, 8941906256, 8941906257, 8941906254]",48,华南农业大学嵩山区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,966503355,university,,,,"POLYGON ((113.3491078 23.1610115, 113.3491422 23.1608723, 113.3502755 23.1611095, 113.3502373 23.1612638, 113.3501306 23.1612415, 113.3501516 23.1611564, 113.349746 23.1610714, 113.3497328 23.1611245, 113.3496181 23.1611005, 113.3496328 23.1610414, 113.3492258 23.1609562, 113.3492069 23.1610323, 113.3491078 23.1610115))","[8941906258, 8941906259, 8941906260, 8941906261, 8941906262, 8941906263, 8941906264, 8941906265, 8941906266, 8941906267, 8941906268, 8941906269, 8941906258]",,华南农业大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,966503356,residential,,,,"POLYGON ((113.349521 23.161673, 113.3498962 23.161796, 113.3499329 23.1617016, 113.3495576 23.1615786, 113.349521 23.161673))","[8941906270, 8941906271, 8941906272, 8941906273, 8941906270]",43A,华南农业大学嵩山区,,,,广州市,天河区,510642,广东省,7,,,,,,,,,,,,,,,,,,20,,,,,,
way,966503357,residential,,,,"POLYGON ((113.3503894 23.1619344, 113.3507783 23.1620139, 113.350802 23.161916, 113.3504131 23.1618366, 113.3503894 23.1619344))","[8941906274, 8941906275, 8941906276, 8941906277, 8941906274]",42,华南农业大学嵩山区,,,,广州市,天河区,510642,广东省,7,,,,,,,,,,,,,,,,,,20,,,,,,
way,966503358,residential,,,,"POLYGON ((113.3500384 23.1618715, 113.3500624 23.1617732, 113.35032 23.1618264, 113.3502961 23.1619246, 113.3500384 23.1618715))","[8941906278, 8941906279, 8941906280, 8941906281, 8941906278]",43B,华南农业大学嵩山区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
