element_type,osmid,building,historic,name,name:zh-Hans,geometry,nodes,addr:housenumber,addr:place,alt_name,name:zh,name:en,addr:city,addr:district,addr:postcode,addr:province,building:levels,wheelchair,amenity,layer,level,opening_hours,operator,ref,start_date,subway,wikidata,wikimedia_commons,wikipedia,smoking,name:alt,old_name,alt_name:en,alt_name:zh,height,tourism,office,leisure,construction,ways,type
way,1159609633,dormitory,,,,"POLYGON ((113.3616277 23.162501, 113.3616277 23.1623822, 113.3620367 23.1623822, 113.3620367 23.162501, 113.3616277 23.162501))","[10783952858, 10783952859, 10783952860, 10783952861, 10783952858]",38,启林区学生公寓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1159609634,dormitory,,,,"POLYGON ((113.3610435 23.1625077, 113.3610435 23.1623889, 113.3614525 23.1623888, 113.3614525 23.1625077, 113.3610435 23.1625077))","[10783952862, 10783952863, 10783952864, 10783952865, 10783952862]",37,启林区学生公寓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1159609635,dormitory,,,,"POLYGON ((113.3621347 23.1618306, 113.3621351 23.1617282, 113.3626052 23.1617296, 113.3626048 23.1618321, 113.3621347 23.1618306))","[10783952866, 10783952867, 10783952868, 10783952869, 10783952866]",35,启林区学生公寓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1159609636,dormitory,,,,"POLYGON ((113.3623067 23.160947, 113.3623063 23.1608563, 113.3626152 23.1608549, 113.3626157 23.1609456, 113.3623067 23.160947))","[10783952870, 10783952871, 10783952872, 10783952873, 10783952870]",31,启林区学生公寓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1159609637,dormitory,,,,"POLYGON ((113.3619027 23.1611825, 113.3619033 23.1610779, 113.3626 23.1610808, 113.3625995 23.1611855, 113.3619027 23.1611825))","[10783952874, 10783952875, 10783952876, 10783952877, 10783952874]",32,启林区学生公寓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1159609638,dormitory,,,,"POLYGON ((113.3610285 23.1627789, 113.3610276 23.1626702, 113.362587 23.1626593, 113.3625879 23.1627683, 113.3610285 23.1627789))","[10783952878, 10783952879, 10783952880, 10783952881, 10783952878]",40,启林区学生公寓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1159609639,dormitory,,,,"POLYGON ((113.3615583 23.1618244, 113.3615586 23.1617219, 113.3620288 23.1617234, 113.3620284 23.1618259, 113.3615583 23.1618244))","[10783952882, 10783952883, 10783952884, 10783952885, 10783952882]",34,启林区学生公寓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1159609640,dormitory,,,,"POLYGON ((113.3614659 23.1620448, 113.3614657 23.161952, 113.3625947 23.1619492, 113.362595 23.1620422, 113.3614659 23.1620448))","[10783952886, 10783952887, 10783952888, 10783952889, 10783952886]",36,启林区学生公寓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1159609641,dormitory,,,,"POLYGON ((113.361702 23.1614309, 113.361702 23.161319, 113.3626105 23.161319, 113.3626105 23.1614308, 113.361702 23.1614309))","[10783952890, 10783952891, 10783952892, 10783952893, 10783952890]",33,启林区学生公寓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1207094783,yes,,SCAU College of Engineering Laboratory,,"POLYGON ((113.3418648 23.1597239, 113.3423446 23.1597364, 113.3423419 23.1596093, 113.3418811 23.1595869, 113.3418648 23.1597239))","[11185170824, 11185170825, 11185170826, 11185170827, 11185170824]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,research,,,,
way,1207094784,yes,,Training Center,,"POLYGON ((113.3445114 23.1587583, 113.3449441 23.1587961, 113.344962 23.1586909, 113.3448243 23.158686, 113.3448279 23.1585972, 113.3449584 23.1586005, 113.344962 23.1585018, 113.3448404 23.1584903, 113.3448476 23.1584147, 113.3445007 23.1583736, 113.3444971 23.1585117, 113.34476 23.1585265, 113.3447421 23.158635, 113.3445007 23.1586054, 113.3445114 23.1587583))","[11185170828, 11185170829, 11185170830, 11185170831, 11185170832, 11185170833, 11185170834, 11185170835, 11185170836, 11185197737, 11185197738, 11185197739, 11185197740, 11185197741, 11185170828]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,educational_institution,,,,
way,1207094785,yes,,Training Center,,"POLYGON ((113.3439324 23.158522, 113.3443186 23.1585379, 113.3443272 23.158352, 113.344218 23.1583529, 113.3441959 23.1584339, 113.3439679 23.158433, 113.3439324 23.158522))","[11185197742, 11185197743, 11185197744, 11185197745, 11185197746, 11185197747, 11185197742]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,educational_institution,,,,
way,1207103156,yes,,Training Center,,"POLYGON ((113.3445417 23.1590843, 113.3445323 23.1588891, 113.3447399 23.1589249, 113.3449594 23.1590518, 113.3448331 23.1590963, 113.3445417 23.1590843))","[11185209628, 11185209629, 11185209630, 11185209631, 11185209632, 11185209628]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,educational_institution,,,,
way,1207105385,dormitory,,,,"POLYGON ((113.3390246 23.1605204, 113.3390103 23.1602536, 113.3391069 23.1602524, 113.3391077 23.1605198, 113.3390246 23.1605204))","[6509105147, 6509105150, 11185261012, 11185261011, 6509105147]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,8503651,university,,,,"POLYGON ((113.3462695 23.1638596, 113.3462707 23.1636687, 113.3462093 23.1636684, 113.3462096 23.163624, 113.3462808 23.1636244, 113.3462822 23.1634183, 113.3462321 23.1634181, 113.3462324 23.1633715, 113.3462677 23.1633717, 113.3462688 23.1632087, 113.3462604 23.1631921, 113.346243 23.1631813, 113.3456746 23.1631782, 113.3456745 23.1631952, 113.3456722 23.1635512, 113.3456702 23.1638564, 113.3462695 23.1638596), (113.3457291 23.1636658, 113.3457311 23.1633712, 113.3461302 23.1633733, 113.3461283 23.163668, 113.3457291 23.1636658))","[[[5808417304, 5808417302, 5808417277, 5808417278, 5808417275, 5808417276, 5808417274, 5808417273, 5808417272, 5808417271, 5808417270, 5808417268, 5808417269, 5808417303, 5808417266, 5808417301, 5808417304], [5808417257, 5808417255, 5808417254, 5808417256, 5808417257]]]",58,华南农业大学,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,"[613986256, 613986254]",multipolygon
relation,8503652,university,,,,"POLYGON ((113.3439996 23.1646994, 113.3439453 23.1646894, 113.3439919 23.1644755, 113.3436068 23.1644047, 113.343542 23.1647029, 113.3436608 23.1647247, 113.343635 23.1648434, 113.343794 23.1648726, 113.3438183 23.1647608, 113.3439798 23.1647905, 113.3439996 23.1646994), (113.3439082 23.1645364, 113.3438733 23.1647015, 113.3436379 23.1646594, 113.3436729 23.1644943, 113.3439082 23.1645364))","[[[5808417668, 8115369392, 8115369391, 5808417670, 5808417671, 5808417669, 5808417667, 5808417665, 5808417664, 5808417666, 5808417668], [5808417663, 5808417661, 5808417660, 5808417662, 5808417663]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[614119139, 613986276]",multipolygon
relation,8503653,university,,,,"POLYGON ((113.343315 23.1651457, 113.3433406 23.1651498, 113.3433507 23.1650959, 113.3433253 23.1650919, 113.343477 23.1642856, 113.3431938 23.1642406, 113.3431459 23.1642326, 113.343109 23.1642369, 113.3430809 23.1642505, 113.3430453 23.1642826, 113.3430037 23.164338, 113.3429846 23.1643783, 113.3429534 23.1645439, 113.34291 23.164537, 113.3428248 23.1649895, 113.3428129 23.1649876, 113.3427956 23.1650795, 113.343312 23.1651617, 113.343315 23.1651457), (113.343275 23.1646835, 113.3432185 23.1649841, 113.3430133 23.1649514, 113.3430698 23.1646509, 113.343275 23.1646835), (113.3431398 23.16439, 113.343345 23.1644226, 113.3433233 23.164538, 113.3431181 23.1645054, 113.3431398 23.16439))","[[[5808417697, 5808417688, 5808417689, 5808417687, 5808417686, 5808417685, 5808417680, 5808417695, 5808417683, 5808417682, 5808417681, 5808417684, 5808417694, 5808417693, 5808417692, 5808417691, 5808417690, 5808417696, 5808417697], [5808417679, 5808417677, 5808417676, 5808417678, 5808417679], [5808417675, 5808417674, 5808417673, 5808417672, 5808417675]]]",47,华南农业大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[613986280, 613986279, 613986278]",multipolygon
relation,8503654,university,,,,"POLYGON ((113.3440954 23.1652861, 113.3441596 23.1649437, 113.3444166 23.1649844, 113.3444804 23.1646438, 113.3446653 23.1646731, 113.3446914 23.1645339, 113.3443022 23.1644723, 113.3443112 23.1644242, 113.3441326 23.1643959, 113.344125 23.1644363, 113.3441048 23.1644331, 113.3440932 23.1644952, 113.3441134 23.1644984, 113.3439985 23.1651121, 113.3436822 23.1650621, 113.3436688 23.1651333, 113.3436953 23.1651375, 113.3436836 23.1652004, 113.343747 23.1652105, 113.3437433 23.1652304, 113.3440954 23.1652861), (113.3441966 23.1645365, 113.3443708 23.164564, 113.3443345 23.1647575, 113.3441604 23.1647299, 113.3441966 23.1645365))","[[[5808417721, 5808417717, 5808417716, 5808417715, 5808417714, 5808417719, 5808417713, 5808417707, 5808417705, 5808417704, 5808417706, 5808417712, 5808417718, 5808417710, 5808417709, 5808417703, 5808417702, 5808417708, 5808417711, 5808417720, 5808417721], [5808417701, 5808417699, 5808417698, 5808417700, 5808417701]]]",48,华南农业大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[613986282, 613986281]",multipolygon
relation,8504759,yes,,,,"POLYGON ((113.3460411 23.1614986, 113.3460454 23.1616713, 113.3460211 23.1616718, 113.3460239 23.161783, 113.3463305 23.1617765, 113.3463314 23.1618122, 113.346554 23.1618075, 113.3465531 23.1617718, 113.3468562 23.1617654, 113.3468534 23.1616543, 113.3468123 23.1616551, 113.3468114 23.1616205, 113.3468287 23.1616033, 113.3468336 23.1615855, 113.3468346 23.1615699, 113.3468316 23.1615521, 113.3468208 23.1615317, 113.3468089 23.1615206, 113.3468078 23.1614765, 113.3468948 23.1614496, 113.3468435 23.1613406, 113.3467525 23.1613688, 113.346654 23.1613917, 113.3465538 23.1614075, 113.3464526 23.1614162, 113.3463509 23.1614176, 113.3462491 23.1614117, 113.3461621 23.1614009, 113.3461177 23.1613925, 113.3460758 23.1613846, 113.346038 23.161375, 113.3459932 23.1613636, 113.3459524 23.161476, 113.3460411 23.1614986), (113.3462364 23.1615296, 113.3463194 23.1615344, 113.3463221 23.1616423, 113.3462757 23.1616432, 113.3462763 23.1616664, 113.3461246 23.1616696, 113.346123 23.1616085, 113.3461356 23.1616091, 113.3461471 23.161607, 113.3461556 23.1616018, 113.3461612 23.1615884, 113.3461522 23.161572, 113.3461387 23.1615667, 113.346122 23.1615657, 113.3461207 23.1615139, 113.3461405 23.1615176, 113.3462364 23.1615296), (113.3465707 23.161525, 113.3466807 23.1615076, 113.3467382 23.1614942, 113.3467397 23.1615542, 113.3467271 23.1615532, 113.3467159 23.1615583, 113.3467102 23.1615639, 113.346706 23.1615732, 113.3467122 23.1615855, 113.3467231 23.1615909, 113.3467407 23.1615922, 113.3467423 23.1616566, 113.3466113 23.1616594, 113.3466107 23.1616362, 113.3465564 23.1616373, 113.3465536 23.1615264, 113.3465707 23.161525))","[[[5809451009, 5809451024, 5809451002, 5809451028, 5809451030, 5809451032, 5809450994, 5809450992, 5809450991, 5809450993, 5809451031, 5809451029, 5809451025, 5809450974, 5809450972, 5809450971, 5809450970, 5809450969, 5809450968, 5809450973, 5809450997, 5809451022, 5809451010, 5809451011, 5809451012, 5809451013, 5809451014, 5809451015, 5809451016, 5809451017, 5809450995, 5809451018, 5809450996, 5809451009], [5809451001, 5809451019, 5809451023, 5809451000, 5809451004, 5809451006, 5809451008, 5809451027, 5809450982, 5809450979, 5809450975, 5809450978, 5809450980, 5809450977, 5809450976, 5809450981, 5809451001], [5809450999, 5809451020, 5809451021, 5809450998, 5809450989, 5809450983, 5809450984, 5809450985, 5809450988, 5809450986, 5809450987, 5809450990, 5809451026, 5809451007, 5809451005, 5809451003, 5809450999]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[614119193, 614119195, 614119194]",multipolygon
