u,v,key,osmid,name,highway,oneway,reversed,length,geometry,service,bridge,lanes
3823819536,3823819657,0,379036007,,service,False,False,26.423,"LINESTRING (121.4955855 31.2821945, 121.4955295 31.2821816, 121.4954865 31.2821816, 121.4953954 31.2821977, 121.4953149 31.2822183)",,,
3823819536,265972458,0,379036007,,service,False,True,39.323,"LINESTRING (121.4955855 31.2821945, 121.4957294 31.2824694, 121.4957545 31.2825173)",,,
3823819657,3838585002,0,380537321,,service,False,False,111.462,"LINESTRING (121.4953149 31.2822183, 121.494241 31.2826214)",,,
3823819657,3838585037,0,379036007,,service,False,False,25.855,"LINESTRING (121.4953149 31.2822183, 121.4952827 31.2822068, 121.4952639 31.2821747, 121.4952264 31.2821037, 121.4951971 31.2820184)",,,
3823819657,3823819536,0,379036007,,service,False,True,26.423000000000002,"LINESTRING (121.4953149 31.2822183, 121.4953954 31.2821977, 121.4954865 31.2821816, 121.4955295 31.2821816, 121.4955855 31.2821945)",,,
3823819666,3838585043,0,379036007,,service,False,True,92.45500000000001,"LINESTRING (121.4946192 31.280526, 121.4946653 31.2807704, 121.4947068 31.2809188, 121.4947544 31.2810108, 121.494839 31.2811395, 121.4948743 31.2812012, 121.4949289 31.2813057)",,,
3823819666,3838585164,0,380537316,,service,False,False,49.369,"LINESTRING (121.4946192 31.280526, 121.4948291 31.280511, 121.4951362 31.2804828)",,,
3823819666,3838585181,0,380537316,,service,False,True,53.718999999999994,"LINESTRING (121.4946192 31.280526, 121.4940755 31.2805737, 121.4940758 31.2805897)",,,
3823836092,3838585043,0,379036007,,service,False,False,20.235,"LINESTRING (121.4949935 31.2814791, 121.4949289 31.2813057)",,,
3823836092,3838584981,0,379036007,,service,False,True,35.36,"LINESTRING (121.4949935 31.2814791, 121.4950972 31.2817845)",,,
3823836092,3838584984,0,380537311,,service,False,True,61.112,"LINESTRING (121.4949935 31.2814791, 121.4952852 31.2814035, 121.4954269 31.281666)",,,
3838584964,3838584983,0,380537305,,service,False,True,52.069,"LINESTRING (121.4961703 31.2819789, 121.4956672 31.2821644)",,,
3838584981,3823836092,0,379036007,,service,False,False,35.36,"LINESTRING (121.4950972 31.2817845, 121.4949935 31.2814791)",,,
3838584981,3838584984,0,380537310,,service,False,False,33.989,"LINESTRING (121.4950972 31.2817845, 121.4954269 31.281666)",,,
3838584981,3838585037,0,379036007,,service,False,True,27.701,"LINESTRING (121.4950972 31.2817845, 121.4951141 31.2818331, 121.4951971 31.2820184)",,,
3838584982,3838584984,0,380537310,,service,False,True,54.052,"LINESTRING (121.4959584 31.2814929, 121.4954269 31.281666)",,,
3838584983,3838584964,0,380537305,,service,False,False,52.069,"LINESTRING (121.4956672 31.2821644, 121.4961703 31.2819789)",,,
3838584983,3823819536,0,380537305,,service,False,True,8.455,"LINESTRING (121.4956672 31.2821644, 121.4955855 31.2821945)",,,
3838584983,3838584986,0,380537311,,service,False,False,34.638,"LINESTRING (121.4956672 31.2821644, 121.4955283 31.2818764)",,,
3838584984,3838584982,0,380537310,,service,False,False,54.052,"LINESTRING (121.4954269 31.281666, 121.4959584 31.2814929)",,,
3838584984,3838584981,0,380537310,,service,False,True,33.989,"LINESTRING (121.4954269 31.281666, 121.4950972 31.2817845)",,,
3838584984,3838584986,0,380537311,,service,False,True,25.302,"LINESTRING (121.4954269 31.281666, 121.4955283 31.2818764)",,,
3838584984,3823836092,0,380537311,,service,False,False,61.112,"LINESTRING (121.4954269 31.281666, 121.4952852 31.2814035, 121.4949935 31.2814791)",,,
3838584986,3838584984,0,380537311,,service,False,False,25.302,"LINESTRING (121.4955283 31.2818764, 121.4954269 31.281666)",,,
3838584986,3838584983,0,380537311,,service,False,True,34.638,"LINESTRING (121.4955283 31.2818764, 121.4956672 31.2821644)",,,
3838584986,3838584987,0,380537312,,service,False,False,53.743,"LINESTRING (121.4955283 31.2818764, 121.4960523 31.2816946)",,,
3838584987,3838584986,0,380537312,,service,False,True,53.743,"LINESTRING (121.4960523 31.2816946, 121.4955283 31.2818764)",,,
3838585002,3823819657,0,380537321,,service,False,True,111.462,"LINESTRING (121.494241 31.2826214, 121.4953149 31.2822183)",,,
3838585037,3838584981,0,379036007,,service,False,False,27.701,"LINESTRING (121.4951971 31.2820184, 121.4951141 31.2818331, 121.4950972 31.2817845)",,,
3838585037,3823819657,0,379036007,,service,False,True,25.855,"LINESTRING (121.4951971 31.2820184, 121.4952264 31.2821037, 121.4952639 31.2821747, 121.4952827 31.2822068, 121.4953149 31.2822183)",,,
3838585037,3838585039,0,380537316,,service,False,False,152.17,"LINESTRING (121.4951971 31.2820184, 121.4945515 31.2822299, 121.4944839 31.2822233, 121.4944209 31.2821826, 121.4941949 31.2815599)",,,
3838585039,3838585043,0,380537317,,service,False,False,75.262,"LINESTRING (121.4941949 31.2815599, 121.4949289 31.2813057)",,,
3838585039,3838585181,0,380537316,,service,False,False,109.049,"LINESTRING (121.4941949 31.2815599, 121.494158 31.2814535, 121.4941242 31.2813497, 121.4941027 31.2812393, 121.4940916 31.2810391, 121.4940782 31.280733, 121.4940758 31.2805897)",,,
3838585039,3838585037,0,380537316,,service,False,True,152.17,"LINESTRING (121.4941949 31.2815599, 121.4944209 31.2821826, 121.4944839 31.2822233, 121.4945515 31.2822299, 121.4951971 31.2820184)",,,
3838585043,3823836092,0,379036007,,service,False,True,20.235,"LINESTRING (121.4949289 31.2813057, 121.4949935 31.2814791)",,,
3838585043,3838585157,0,380537317,,service,False,False,82.538,"LINESTRING (121.4949289 31.2813057, 121.4957165 31.2809928)",,,
3838585043,3838585039,0,380537317,,service,False,True,75.262,"LINESTRING (121.4949289 31.2813057, 121.4941949 31.2815599)",,,
3838585043,3823819666,0,379036007,,service,False,False,92.455,"LINESTRING (121.4949289 31.2813057, 121.4948743 31.2812012, 121.494839 31.2811395, 121.4947544 31.2810108, 121.4947068 31.2809188, 121.4946653 31.2807704, 121.4946192 31.280526)",,,
3838585044,3838585157,0,380537317,,service,False,True,8.416,"LINESTRING (121.4957975 31.2809622, 121.4957165 31.2809928)",,,
3838585157,3838585044,0,380537317,,service,False,False,8.416,"LINESTRING (121.4957165 31.2809928, 121.4957975 31.2809622)",,,
3838585157,3838585043,0,380537317,,service,False,True,82.538,"LINESTRING (121.4957165 31.2809928, 121.4949289 31.2813057)",,,
3838585157,3838585158,0,380537316,,service,False,True,38.945,"LINESTRING (121.4957165 31.2809928, 121.4957304 31.2809462, 121.4957304 31.2809187, 121.4955928 31.2806705)",,,
3838585158,3838585157,0,380537316,,service,False,False,38.945,"LINESTRING (121.4955928 31.2806705, 121.4957304 31.2809187, 121.4957304 31.2809462, 121.4957165 31.2809928)",,,
3838585158,3838585164,0,380537316,,service,False,True,61.003,"LINESTRING (121.4955928 31.2806705, 121.4954864 31.2804786, 121.4954649 31.2804419, 121.4954327 31.2804212, 121.4951362 31.2804828)",,,
3838585158,3838585164,1,380537319,,service,False,False,67.126,"LINESTRING (121.4955928 31.2806705, 121.4953147 31.2807605, 121.4952852 31.2807628, 121.4952557 31.2807605, 121.4952316 31.2807399, 121.4952155 31.2807032, 121.4951362 31.2804828)",,,
3838585164,3838585158,0,380537316,,service,False,False,61.003,"LINESTRING (121.4951362 31.2804828, 121.4954327 31.2804212, 121.4954649 31.2804419, 121.4954864 31.2804786, 121.4955928 31.2806705)",,,
3838585164,3838585158,1,380537319,,service,False,True,67.126,"LINESTRING (121.4951362 31.2804828, 121.4952155 31.2807032, 121.4952316 31.2807399, 121.4952557 31.2807605, 121.4952852 31.2807628, 121.4953147 31.2807605, 121.4955928 31.2806705)",,,
3838585164,3823819666,0,380537316,,service,False,True,49.369,"LINESTRING (121.4951362 31.2804828, 121.4948291 31.280511, 121.4946192 31.280526)",,,
3838585181,3823819666,0,380537316,,service,False,False,53.718999999999994,"LINESTRING (121.4940758 31.2805897, 121.4940755 31.2805737, 121.4946192 31.280526)",,,
3838585181,3838585039,0,380537316,,service,False,True,109.049,"LINESTRING (121.4940758 31.2805897, 121.4940782 31.280733, 121.4940916 31.2810391, 121.4941027 31.2812393, 121.4941242 31.2813497, 121.494158 31.2814535, 121.4941949 31.2815599)",,,
3838585181,3838585192,0,380537324,,service,False,False,59.89,"LINESTRING (121.4940758 31.2805897, 121.4939991 31.280592, 121.4939562 31.2805932, 121.4938837 31.2805989, 121.4938294 31.2805995, 121.4937329 31.2806, 121.4936249 31.2805978, 121.4936008 31.2805874, 121.49359 31.2805594, 121.49359 31.2805267, 121.493588 31.28049, 121.493588 31.2804591)",,,
3838585192,3838585181,0,380537324,,service,False,True,59.89,"LINESTRING (121.493588 31.2804591, 121.493588 31.28049, 121.49359 31.2805267, 121.49359 31.2805594, 121.4936008 31.2805874, 121.4936249 31.2805978, 121.4937329 31.2806, 121.4938294 31.2805995, 121.4938837 31.2805989, 121.4939562 31.2805932, 121.4939991 31.280592, 121.4940758 31.2805897)",,,
3907534270,1919676912,0,181555252,,service,False,False,31.778,"LINESTRING (121.500454 31.286768, 121.500591 31.2870287)",,,
3907534270,1919676919,0,181555252,,service,False,True,41.968,"LINESTRING (121.500454 31.286768, 121.5002687 31.2864254)",,,
3907534270,3907534271,0,387456857,,service,False,False,97.774,"LINESTRING (121.500454 31.286768, 121.5013902 31.2864032)",,,
3907534271,1937554451,0,37695072,,service,False,False,40.1,"LINESTRING (121.5013902 31.2864032, 121.5012257 31.2860711)",,,
3907534271,1393527022,0,37695072,,service,False,True,38.808,"LINESTRING (121.5013902 31.2864032, 121.5015494 31.2867246)",,,
3907534271,3907534270,0,387456857,,service,False,True,97.774,"LINESTRING (121.5013902 31.2864032, 121.500454 31.286768)",,,
3907534272,3907534273,0,387456858,,service,False,False,87.269,"LINESTRING (121.4926156 31.2864758, 121.4934288 31.2861111)",,,
3907534273,625196979,0,49247579,,service,False,False,14.124,"LINESTRING (121.4934288 31.2861111, 121.4935331 31.2862016)",,,
3907534273,3907534288,0,49247579,,service,False,True,70.79,"LINESTRING (121.4934288 31.2861111, 121.4931352 31.285526)",,,
3907534273,3907534272,0,387456858,,service,False,True,87.269,"LINESTRING (121.4934288 31.2861111, 121.4926156 31.2864758)",,,
3907534288,3907534273,0,49247579,,service,False,False,70.79,"LINESTRING (121.4931352 31.285526, 121.4934288 31.2861111)",,,
3907534288,625196971,0,49247579,,service,False,True,66.526,"LINESTRING (121.4931352 31.285526, 121.4928532 31.2849784)",,,
3907534288,1937554351,0,387456862,,service,False,False,106.169,"LINESTRING (121.4931352 31.285526, 121.4941561 31.2851381)",,,
3907534289,1393503444,0,183383507,,service,False,False,91.868,"LINESTRING (121.49452 31.2857979, 121.494935 31.2865441)",,,
3907534289,1937554351,0,183383507,,service,False,True,81.107,"LINESTRING (121.49452 31.2857979, 121.4941561 31.2851381)",,,
3907534289,625196979,0,387456863,,service,False,True,103.971,"LINESTRING (121.49452 31.2857979, 121.4935331 31.2862016)",,,
4756333588,558631487,0,1131988411,四平路,primary,True,False,89.637,"LINESTRING (121.5017742 31.283638, 121.5018937 31.2838492, 121.5019763 31.2840088, 121.5021631 31.2843723)",,,4
8985086440,8985086445,0,189248351,,footway,False,False,34.714000000000006,"LINESTRING (121.4957005 31.2854197, 121.4957219 31.285407, 121.4957372 31.2853888, 121.4957445 31.2853674, 121.495743 31.2853452, 121.4957329 31.2853246, 121.4957154 31.2853081, 121.4956925 31.2852975, 121.4956667 31.285294, 121.4956411 31.285298, 121.4956185 31.2853091, 121.4956015 31.2853261, 121.495592 31.2853468, 121.4955912 31.2853691, 121.4955992 31.2853904)",,,
8985086440,8985086445,1,189248351,,footway,False,True,11.184,"LINESTRING (121.4957005 31.2854197, 121.4956779 31.2854254, 121.4956544 31.285425, 121.4956321 31.2854185, 121.4956131 31.2854066, 121.4955992 31.2853904)",,,
8985086440,1998919445,0,189248352,,footway,False,False,56.44500000000001,"LINESTRING (121.4957005 31.2854197, 121.4957836 31.2854972, 121.495867 31.2854661, 121.4959312 31.2855959, 121.4958692 31.2856233, 121.4959284 31.2857367)",,,
8985086445,1998919440,0,189248348,,footway,False,False,13.744,"LINESTRING (121.4955992 31.2853904, 121.4954723 31.2854497)",,,
8985086445,8985086440,0,189248351,,footway,False,False,11.184000000000001,"LINESTRING (121.4955992 31.2853904, 121.4956131 31.2854066, 121.4956321 31.2854185, 121.4956544 31.285425, 121.4956779 31.2854254, 121.4957005 31.2854197)",,,
8985086445,8985086440,1,189248351,,footway,False,True,34.71399999999999,"LINESTRING (121.4955992 31.2853904, 121.4955912 31.2853691, 121.495592 31.2853468, 121.4956015 31.2853261, 121.4956185 31.2853091, 121.4956411 31.285298, 121.4956667 31.285294, 121.4956925 31.2852975, 121.4957154 31.2853081, 121.4957329 31.2853246, 121.495743 31.2853452, 121.4957445 31.2853674, 121.4957372 31.2853888, 121.4957219 31.285407, 121.4957005 31.2854197)",,,
10881813993,1998919446,0,1170983557,,footway,False,True,2.216,"LINESTRING (121.4961855 31.2861541, 121.4961643 31.2861624)",,,
