element_type,osmid,building,name,geometry,addr:city,nodes,addr:housename,addr:housenumber,addr:postcode,addr:street,building:levels,alt_name,layer,note,amenity,library,operator,fast_food,leisure,shop,atm,tourism,addr:district,addr:province,cuisine,diet:local,delivery,opening_hours,smoking,min_height,sport
way,692669577,university,,"POLYGON ((114.3986447 30.5183227, 114.3986499 30.5181575, 114.3977988 30.5181375, 114.3977946 30.5182707, 114.3978718 30.5182726, 114.3978858 30.5183047, 114.3986447 30.5183227))",,"[6502982878, 6502982879, 6502982880, 6502982881, 6502982882, 6502982883, 6502982878]",,,,,,,,,,,,,,,,,,,,,,,,,
way,693240541,university,,"POLYGON ((114.3922948 30.5266276, 114.3928584 30.5266295, 114.392859 30.5264925, 114.3927665 30.5264922, 114.392767 30.5263779, 114.3925081 30.526377, 114.3925075 30.5265025, 114.3922954 30.5265018, 114.3922948 30.5266276))",,"[6508233837, 6508233838, 6508233839, 6508233840, 6508233841, 6508233842, 6508233843, 6508233844, 6508233837]",,,,,,,,,,,,,,,,,,,,,,,,,
way,772916016,yes,,"POLYGON ((114.3967702 30.5254128, 114.3967005 30.5254871, 114.3968157 30.5255673, 114.3967888 30.5255959, 114.3970785 30.5257977, 114.3971751 30.5256948, 114.3967702 30.5254128))",,"[7216532404, 7216532403, 7216532402, 7216532401, 7216532400, 7216532399, 7216532404]",,,,,,,,,,,,,,,,,,,,,,,,,
way,848480901,yes,学三食堂,"POLYGON ((114.3915249 30.5225571, 114.3911894 30.5225571, 114.3911894 30.5234001, 114.3915249 30.5234001, 114.3915249 30.5231697, 114.3915249 30.5225571))",,"[7917287983, 7917287977, 7917287976, 7917287975, 7917293686, 7917287983]",,,,,,,,,restaurant,,,,,,,,,,,,,,,,
way,848480902,yes,弘毅堂,"POLYGON ((114.3915249 30.5231697, 114.391766 30.5231642, 114.3918478 30.5231644, 114.3918488 30.5229634, 114.3919109 30.5229634, 114.3919109 30.5228433, 114.3918494 30.5228433, 114.3918507 30.5225583, 114.3915249 30.5225571, 114.3915249 30.5231697))",,"[7917293686, 7917287980, 7917293685, 7917287979, 7917287982, 7917287981, 7917287978, 7917287984, 7917287983, 7917293686]",,,,,,,,,,,,,,,,,,,,,,,,,
way,848480903,yes,西苑食堂,"POLYGON ((114.3904767 30.5233619, 114.3904805 30.5238002, 114.3909993 30.5237969, 114.3909847 30.5233636, 114.3904767 30.5233619))",,"[7917293688, 7917293687, 7917293692, 7917293691, 7917293688]",,,,,,,,,restaurant,,,,,,,,,,chinese,,,,,,
way,848480905,yes,,"POLYGON ((114.3930535 30.5203051, 114.393252 30.5203028, 114.3932512 30.520253, 114.3930527 30.5202553, 114.3930535 30.5203051))",,"[7917293703, 7917293702, 7917293701, 7917293700, 7917293703]",,,,,,,,,,,,,,,,,,,,,,,,,
way,848480908,dormitory,新峰公寓,"POLYGON ((114.3933365 30.5204022, 114.3938139 30.5204137, 114.3938165 30.5203335, 114.3938641 30.5203293, 114.3938729 30.5203976, 114.3944791 30.5203398, 114.3944602 30.5201925, 114.393854 30.5202502, 114.3938071 30.5202544, 114.3938072 30.5202555, 114.3933416 30.5202442, 114.3933365 30.5204022))",,"[7917293726, 7917293725, 7917293723, 7917293720, 7917293730, 7917293729, 7917293728, 7917293727, 7917293722, 7917293721, 7917293724, 7917293726]",,,,,,,,,,,,,,,,,,,,,,,,,
way,848480912,yes,,"POLYGON ((114.3956485 30.5223985, 114.3957786 30.5223835, 114.3957295 30.5220676, 114.3955994 30.5220826, 114.3956485 30.5223985))",,"[7917293746, 7917293745, 7917293744, 7917293743, 7917293746]",,,,,,,,,,,,,,,,,,,,,,,,,
way,848480913,yes,,"POLYGON ((114.3920705 30.5230316, 114.3921812 30.523032, 114.3921831 30.5226781, 114.3920724 30.5226776, 114.3920705 30.5230316))",,"[7917293750, 7917293749, 7917293748, 7917293747, 7917293750]",,,,,,,,,,,,,,,,,,,,,,,,,
way,908411930,dormitory,新峰公寓,"POLYGON ((114.3933552 30.5200879, 114.3933563 30.5199586, 114.3938981 30.5199658, 114.3938974 30.5200004, 114.3943107 30.5199526, 114.3943289 30.5200695, 114.393889 30.5201203, 114.3938731 30.5200183, 114.3937501 30.5200164, 114.3937495 30.5200903, 114.3933552 30.5200879))",,"[7917293719, 7917293716, 7917293714, 7917293704, 7917293710, 7917293711, 7917293712, 7917293705, 7917293715, 7917293718, 7917293719]",,,,,,,,,,,,,,,,,,,,,,,,,
way,912270603,university,中国地质大学智慧物流中心,"POLYGON ((114.3909206 30.5248863, 114.3909191 30.5246864, 114.3910675 30.5246857, 114.3910689 30.5248855, 114.3909206 30.5248863))",,"[8474631023, 8474631024, 8474631025, 8474631026, 8474631023]",,,,,,,,,,,,,,,,,,,,,,,,,
way,1228766351,yes,胡馨园餐厅,"POLYGON ((114.3993373 30.5213494, 114.3995899 30.5213494, 114.3995899 30.5212549, 114.3993373 30.5212549, 114.3993373 30.5213494))",武汉,"[11395238413, 11395238414, 11395238415, 11395238416, 11395238413]",,338,430074,鲁磨路,,,,,restaurant,,,,,,,,洪山区,湖北省,coffee_shop;burger;chinese,,,,,,
