element_type,osmid,geometry,amenity,maxheight,parking,name,access,description,lit,addr:housenumber,addr:street,nodes,operator,fee,surface,building,addr:city,addr:postcode,addr:state,capacity,payment:credit_cards,charge,maxstay,ref,fee:conditional,park_ride,payment:coins,payment:debit_cards,access:conditional,supervised,website,opening_hours,operational_status,operator:type,capacity:disabled,note,old_name,area,ways,type
way,993303265,"POLYGON ((-83.701229 42.2980298, -83.7013723 42.2980022, -83.7012748 42.2977258, -83.7011316 42.2977534, -83.701229 42.2980298))",parking,,surface,NC9,private,Yellow permit required 6 AM-5 PM Monday-Friday.,yes,,,"[9176766070, 9176766069, 9176766068, 9176766067, 9176766070]",University of Michigan,,asphalt,,,,,,,,,NC9,,,,,,,,Mo-Fr 06:00-17:00,,,,,,,,
way,993468113,"POLYGON ((-83.7022835 42.3016685, -83.7022272 42.3016685, -83.7022273 42.3015671, -83.7032218 42.3015676, -83.7032221 42.3012816, -83.7036028 42.3012817, -83.7036029 42.3012263, -83.703791 42.3012264, -83.7037905 42.3018034, -83.7036647 42.3018034, -83.7036644 42.3020229, -83.7030541 42.3020225, -83.7030545 42.3016695, -83.7029258 42.3016695, -83.7029254 42.3020227, -83.7022831 42.3020223, -83.7022835 42.3016685))",parking,,surface,NCRC Vaccine Clinic Parking,private,Parking for NCRC Vaccine clinic in building 200.,yes,,,"[9168516850, 9168516849, 2498715343, 2498715345, 2498715346, 9168516839, 9168516840, 2498715347, 9168516838, 9168516837, 2498715333, 9168516856, 9168516854, 9168516853, 9168516855, 9168516852, 9168516850]",University of Michigan,,asphalt,,,,,210,,,,NC83,,,,,,,,,,,,,NC83,,,
way,995423516,"POLYGON ((-83.7367708 42.2771296, -83.73677 42.2771067, -83.7366749 42.2771085, -83.736666 42.2768466, -83.7365055 42.2768496, -83.7365088 42.2769454, -83.7363764 42.2769478, -83.7363822 42.2771197, -83.7364282 42.2771188, -83.7364288 42.277136, -83.7367708 42.2771296))",parking,,surface,,private,,,,,"[9191854776, 9191854775, 9191854774, 9191854773, 9191854772, 9191854771, 9191854770, 9191854769, 9191854768, 9191854767, 9191854776]",,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,
way,1021335891,"POLYGON ((-83.7291335 42.2813229, -83.7291388 42.2813085, -83.7291563 42.2813016, -83.7292307 42.2812976, -83.7292217 42.2812049, -83.7291636 42.281208, -83.7291015 42.2811857, -83.7290997 42.2811667, -83.7290623 42.2811684, -83.7290272 42.2811701, -83.7290337 42.2812457, -83.728964 42.281249, -83.7289679 42.2812934, -83.7290148 42.281324, -83.7291335 42.2813229))",parking,,surface,,private,,,,,"[9419797711, 9419797710, 9419797709, 9419797708, 9419797707, 9419797706, 9419797705, 9419797704, 9419797697, 9419797703, 9419797702, 9419797701, 9419797700, 9419797699, 9419797711]",University of Michigan,,concrete,,,,,,,,,,,,,,,,,,,,,,,,,
way,1021550950,"POLYGON ((-83.7087742 42.3000626, -83.7087782 42.2997313, -83.7084033 42.2997294, -83.7081908 42.2997283, -83.7081921 42.2999287, -83.7082189 42.2999961, -83.70829 42.3000428, -83.7083517 42.3000646, -83.7087742 42.3000626))",parking,,surface,,,,,,,"[9421776790, 9421776789, 9421776765, 9421776788, 9421776787, 9421776786, 9421776785, 9421776784, 9421776790]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1021555991,"POLYGON ((-83.7089083 42.3005209, -83.708927 42.3005665, -83.708919 42.300634, -83.7088144 42.300746, -83.7086333 42.3008155, -83.7085321 42.3008566, -83.7084872 42.3008874, -83.7083416 42.300879, -83.7084409 42.3007961, -83.7085669 42.3007421, -83.7087071 42.300688, -83.7087842 42.3006335, -83.708809 42.3006002, -83.7088043 42.3005759, -83.7089083 42.3005209))",parking,,surface,,,,,,,"[9421817155, 9421817154, 9421817153, 9421817152, 9421817151, 9421817150, 9421817149, 9421817148, 9421817147, 9421817146, 9421817145, 9421817144, 9421817143, 9421817142, 9421817155]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1021817970,"POLYGON ((-83.7406529 42.2477703, -83.7397666 42.2477776, -83.7397742 42.2482849, -83.7399916 42.2482831, -83.7399872 42.2479889, -83.7404898 42.2479847, -83.7404873 42.2478197, -83.7406536 42.2478187, -83.7406529 42.2477703))",parking,,,U-M Lot SC34,private,,,,,"[9424328676, 9424328675, 9424328674, 9424328673, 2758637919, 9424328672, 2758637918, 2758637916, 9424328676]",University of Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1021822132,"POLYGON ((-83.7404986 42.2523986, -83.7405 42.2522383, -83.7410188 42.2522407, -83.7410175 42.252401, -83.7404986 42.2523986))",parking,,surface,,,,,,,"[9424356382, 9424356381, 9424356380, 9424356379, 9424356382]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1021822153,"POLYGON ((-83.7432783 42.2519462, -83.7426319 42.2519536, -83.7426101 42.2508954, -83.742837 42.2508928, -83.7428556 42.2517887, -83.743275 42.2517839, -83.7432783 42.2519462))",parking,,surface,,,,,,,"[9424361073, 9424361072, 9424361071, 9424361070, 9424361069, 9424361068, 9424361073]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1021822154,"POLYGON ((-83.7439341 42.2524176, -83.7434848 42.2524203, -83.743479 42.2518942, -83.7439283 42.2518915, -83.7439341 42.2524176))",parking,,surface,,,,,,,"[9424361077, 9424361076, 9424361075, 9424361074, 9424361077]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1024310717,"POLYGON ((-83.7389066 42.2794117, -83.7389089 42.2795047, -83.7392429 42.2795003, -83.7392403 42.2793945, -83.7389063 42.2793989, -83.7389066 42.2794117))",parking,,surface,,private,,,,,"[4966594101, 4966594102, 4966594097, 9445427718, 9445427717, 4966594101]",University of Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1071788727,"POLYGON ((-83.7096805 42.2948439, -83.7090383 42.2949233, -83.7090534 42.2950029, -83.7090591 42.2950329, -83.7097125 42.2949713, -83.7097015 42.2949259, -83.7096805 42.2948439))",parking,,surface,U of M Lot NC 106,private,U of M Service Center permit required 24 hours 7 days.,,,,"[9834810102, 8406231690, 7933287965, 9834810101, 9834810103, 9834810094, 9834810102]",University of Michigan,,asphalt,,,,,,,,,NC106,,,,,,,,,,,,,,,,
way,1072140421,"POLYGON ((-83.7100284 42.2929686, -83.7100274 42.2928902, -83.709845 42.2928915, -83.709846 42.2929698, -83.7100284 42.2929686))",parking,,surface,U of M Lot NC 56,private,U of M Service Center permit required 24 Hours 7 days.,yes,,,"[9837539990, 9837539989, 9837539988, 9837539987, 9837539990]",University of Michigan,,asphalt,,,,,6,,,,NC56,,,,,,,,,,,,,,,,
way,1074056798,"POLYGON ((-83.7105102 42.293351, -83.7101318 42.2933518, -83.7101317 42.2933112, -83.7101315 42.2932697, -83.7101311 42.2931513, -83.7104056 42.2931508, -83.7104056 42.2931294, -83.7104147 42.2931293, -83.7104599 42.2931292, -83.7105095 42.293129, -83.7105095 42.293146, -83.7105096 42.2931738, -83.71051 42.2933023, -83.7105102 42.2933365, -83.7105102 42.293351))",parking,,surface,U of M Lot NC 23,private,U of M Service Center permit required 24 hours 7 days. A part of this lot is reserved for Wilson Cenrter vehicles.,yes,,,"[9851949626, 9851949625, 9837539941, 62548183, 9851949624, 9851949623, 9851949622, 9861606823, 9861606822, 6190364477, 9851897308, 9851897309, 9851897310, 9851897311, 9851949626]",University of Michigan,,asphalt,,,,,,,,,NC23,,,,,,,,,,,,,,,,
way,1074359322,"POLYGON ((-83.7105381 42.2937187, -83.7106081 42.2937304, -83.7107791 42.2937289, -83.7107791 42.2937229, -83.7107791 42.2937001, -83.7107791 42.2936752, -83.710539 42.2936753, -83.7105385 42.2936976, -83.7105381 42.2937187))",parking,,surface,U of M Wind Tunnel Lab Parking,private,U of M Wind Tunnel Lab permit required 24 hours 7 days.,yes,,,"[3062460258, 9849260335, 9854538628, 9861190934, 9861190933, 6190366189, 9854538629, 9861190932, 3062460258]",University of Michigan,,gravel,,,,,,,,,,,,,,,,,,,,,,,,,
way,1075934292,"POLYGON ((-83.7113171 42.2944934, -83.7111934 42.2944931, -83.7111937 42.2944435, -83.7113173 42.2944438, -83.7113171 42.2944934))",parking,,surface,U of M Lot NC 29,private,U of M Service Center permit required 24 hours 7 days.,yes,,,"[9867238967, 9867238966, 9867238965, 9867238964, 9867238967]",University of Michigan,,asphalt,,,,,,,,,NC29,,,,,,,,,,,,,,,,
way,1086260028,"POLYGON ((-83.7122382 42.292971, -83.7122677 42.2928281, -83.712202 42.2928231, -83.7120384 42.2927021, -83.7120008 42.2926882, -83.7119512 42.2926793, -83.7118915 42.2926783, -83.7118919 42.2927152, -83.7118928 42.2928024, -83.7118934 42.2928911, -83.7119244 42.2928916, -83.7119244 42.2929174, -83.7120344 42.2929263, -83.7120352 42.2929522, -83.7122382 42.292971))",parking,,surface,,private,U of M Blue permit required 6 AM - 5 PM Monday-Friday.,,,,"[9953255311, 9953255310, 9953255309, 9953255308, 9953255307, 9953255306, 9953255305, 3099825310, 3062460250, 3062460251, 9953255303, 9953255315, 9953255314, 9953255304, 9953255311]",,,asphalt,,,,,7,,,,,,,,,,,,,,,,,,,,
way,1122685381,"POLYGON ((-83.7104308 42.2928985, -83.7103708 42.2928471, -83.7105531 42.2927408, -83.7105779 42.2927327, -83.7106001 42.2927298, -83.7118919 42.2927152, -83.7118928 42.2928024, -83.7115603 42.2928036, -83.7112991 42.2928045, -83.711299 42.2927905, -83.7112324 42.2927907, -83.711172 42.2927909, -83.7109172 42.2927918, -83.7108904 42.2927919, -83.7106416 42.2927928, -83.7106036 42.2927929, -83.7104308 42.2928985))",parking,,surface,,private,,,,,"[10267881605, 10267881604, 9861589915, 3099825309, 9861589912, 3099825310, 3062460250, 9849260340, 9849260342, 9849260341, 9861589906, 10256362352, 9861589909, 9861589908, 10256362353, 3062460249, 10267881605]",University of Michigan,,asphalt,,,,,,,,,,,,,,,,,,,,,Additional tags to be added later.,,,,
way,1161121830,"POLYGON ((-83.7139106 42.2885672, -83.7140442 42.2885662, -83.7141131 42.2885657, -83.7141258 42.2887368, -83.7141278 42.288845, -83.7141513 42.288845, -83.714154 42.2889744, -83.7141292 42.2889863, -83.7141073 42.2889615, -83.7139944 42.2889625, -83.713975 42.2889159, -83.7139294 42.2889233, -83.7139239 42.2889055, -83.7139159 42.2888797, -83.7139622 42.2888722, -83.7139776 42.2887378, -83.7139139 42.2887373, -83.7139106 42.2885672))",parking,,surface,U of M Service Center Lot NC 6,private,"U of M Service Center parking permit required. Enforced 24 hours, 7days.",yes,,,"[10799598166, 10796935099, 10799598165, 10799598164, 10799598163, 10799598162, 10799598161, 10799598160, 10799598159, 10799598158, 10799598156, 10799598155, 2954336968, 10799598154, 10799598153, 10799598152, 10799598151, 10799598166]",University of Michigan,,asphalt,,,,,,,,,NC6,,,,,,,,,,,,,,,,
way,1163722019,"POLYGON ((-83.7139001 42.2882477, -83.7138946 42.2877532, -83.7132014 42.2877574, -83.7132069 42.2882519, -83.7139001 42.2882477))",parking,,surface,U of M Lot NC 8,private,"U of M Blue permit required 6 AM - 5 PM, Monday-Friday. Other valid permits: Gold.",yes,,,"[957704362, 2954336944, 2954336945, 957704364, 957704362]",University of Michigan,,asphalt,,,,,,,,,NC8,,,,,,,,,,,,,,,,
way,1165291571,"POLYGON ((-83.7094674 42.2925504, -83.7096351 42.2925493, -83.7097304 42.2924452, -83.7096829 42.2924276, -83.7096486 42.2924149, -83.7096237 42.2924278, -83.709466 42.2924293, -83.7094662 42.2924422, -83.7094669 42.2925017, -83.7094671 42.2925221, -83.7094674 42.2925504))",parking,,surface,U of M Service Center NC 71,private,"U of M Service Center parking permit required. Enforcement24 hours, 7 days.",yes,,,"[10838691512, 10838691511, 10838691510, 10838691507, 10838691509, 10838691508, 10838691513, 10838666104, 10838691505, 10838691506, 10838691512]",University of Michigan,,concrete,,,,,,,,,NC71,,,,,,,,,,,,,,yes,,
way,1186536867,"POLYGON ((-83.7213648 42.2900449, -83.7212209 42.2900452, -83.721222 42.290127, -83.7213654 42.2901267, -83.721365 42.2900971, -83.7213648 42.2900449))",parking,,surface,U of M Lot NC 57,private,"U of M Service Center parking permit required. Enforcement 24 hours, 7 days.",yes,,,"[11020511522, 11020511521, 11020511520, 11020511519, 11035869836, 11020511522]",University of Michigan,,asphalt,,,,,4,,,48 hours,NC57,,,,,,,,,,,,,,,,
relation,3999761,"POLYGON ((-83.7287489 42.282333, -83.7287047 42.2823316, -83.7287028 42.2820525, -83.728703 42.2820173, -83.7286846 42.2816788, -83.728746 42.2816769, -83.7287409 42.2816013, -83.7292964 42.2815933, -83.7296812 42.2815881, -83.729683 42.2817701, -83.7296841 42.2818812, -83.7296888 42.2823556, -83.7287513 42.2823751, -83.7287489 42.282333), (-83.7289357 42.2820726, -83.7289381 42.2821888, -83.7291936 42.2821859, -83.7291912 42.2820696, -83.7289357 42.2820726), (-83.729188 42.2817733, -83.728935 42.281779, -83.7289402 42.2818924, -83.7291906 42.2818906, -83.729188 42.2817733))",parking,,multi-storey,U-M P4 M22 Simpson Circle Parking Structure,,,,,,"[[[3049411075, 3049411076, 3049411077, 3049411078, 4939335082, 4939335085, 3049411079, 3049411080, 3049411081, 4393371138, 3049411082, 5208251819, 5208251820, 3049411075], [3049411083, 3049411084, 3049411085, 3049411086, 3049411083], [3049411087, 3049411088, 3049411089, 3049411090, 3049411087]]]",,,,yes,,,,,,,,,,,,,,,,,,,,,,,"[300848285, 300848286, 300848287]",multipolygon
