element_type,osmid,nodes,amenity,building,emergency,healthcare,name,name:en,name:zh,name:zh-Hans,name:zh-Hant,operator,operator:type,wheelchair,geometry,building:levels,smoking,ref,leisure,air_conditioning,outdoor_seating,layer,note,access,sport,description,internet_access,internet_access:fee,addr:city,addr:housenumber,addr:postcode,addr:street,foot,start_date,addr:province,bicycle_parking,man_made
way,1135310359,"[10582890721, 10582890722, 10582890723, 10582890724, 10582890725, 10582890726, 10582890727, 10582890728, 10582890729, 10582890730, 10582890731, 10582890732, 10582890721]",,school,,,38#,38#,38#,,,中国科学技术大学,,yes,"POLYGON ((117.2668448 31.8405157, 117.2669646 31.8405183, 117.2669657 31.8404794, 117.2670457 31.8404812, 117.2670438 31.8405462, 117.2672422 31.8405505, 117.2672435 31.8405068, 117.2672754 31.8405075, 117.2672784 31.8404118, 117.2671677 31.8404094, 117.2671553 31.8404305, 117.2668475 31.8404239, 117.2668448 31.8405157))",,no,,,,,,,,,,,,,,,,,,,,
way,1135310360,"[10582890733, 10582890734, 10582890735, 10582890736, 10582890737, 10582890738, 10582890739, 10582890740, 10582890741, 10582890742, 10582890733]",,school,,,39#,39#,39#,,,中国科学技术大学,,yes,"POLYGON ((117.2668587 31.8403777, 117.2669966 31.8403842, 117.2669987 31.8403526, 117.2671101 31.8403579, 117.2671083 31.8403848, 117.2672651 31.8403922, 117.2672712 31.8402992, 117.2670048 31.8402866, 117.2670068 31.8402566, 117.2668671 31.84025, 117.2668587 31.8403777))",,no,,,,,,,,,,,,,,,,,,,,
way,1135310364,"[10582890749, 10582890750, 10582890751, 10582890752, 10582890749]",,university,,,固态量子芯片实验室,,固态量子芯片实验室,固态量子芯片实验室,固態量子芯片實驗室,中国科学技术大学,,yes,"POLYGON ((117.2666712 31.8426672, 117.2673915 31.8426839, 117.2674008 31.8426194, 117.2666851 31.8426029, 117.2666712 31.8426672))",,no,,,,,,,,,,,,,,,,,,,,
way,1135310365,"[10582890753, 10582890754, 10582890755, 10582890756, 10582890753]",,residential,,,23#,23#,23#,,,中国科学技术大学,,yes,"POLYGON ((117.2666883 31.8425011, 117.267118 31.8425084, 117.267118 31.8424242, 117.266692 31.8424169, 117.2666883 31.8425011))",,no,,,,,,,,,,,,,,,,,,,,
way,1135310366,"[10582890757, 10582890758, 10582890759, 10582890760, 10582890757]",,residential,,,24#,24#,24#,,,中国科学技术大学,,yes,"POLYGON ((117.2671499 31.8425406, 117.2671526 31.8424409, 117.2673144 31.8424491, 117.2673066 31.842551, 117.2671499 31.8425406))",,no,,,,,,,,,,,,,,,,,,,,
way,1135360036,"[10583324158, 10583324159, 10583324160, 10583324161, 10583324158]",,residential,,,12#,12#,12#,,,中国科学技术大学,,yes,"POLYGON ((117.2655184 31.8415256, 117.2659634 31.841555, 117.2659739 31.8414388, 117.2655334 31.8414094, 117.2655184 31.8415256))",,no,,,,,,,,,,,,,,,,,,,,
way,1135360037,"[10583324162, 10583324163, 10583324164, 10583324165, 10583324162]",,residential,,,19#,19#,19#,,,中国科学技术大学,,yes,"POLYGON ((117.2660882 31.8415512, 117.2665858 31.8415831, 117.2665978 31.8414631, 117.2660987 31.8414324, 117.2660882 31.8415512))",,no,,,,,,,,,,,,,,,,,,,,
way,1135360038,"[10583324166, 10583324167, 10583324168, 10583324169, 10583324166]",,residential,,,13#,13#,13#,,,中国科学技术大学,,yes,"POLYGON ((117.2655514 31.841329, 117.2659784 31.8413609, 117.265995 31.8412523, 117.265568 31.8412217, 117.2655514 31.841329))",,no,,,,,,,,,,,,,,,,,,,,
way,1135360039,"[10583324170, 10583324171, 10583324172, 10583324173, 10583324170]",,residential,,,20#,20#,20#,,,中国科学技术大学,,yes,"POLYGON ((117.2661408 31.8413341, 117.2666009 31.8413673, 117.2666159 31.8412536, 117.2661528 31.8412268, 117.2661408 31.8413341))",,no,,,,,,,,,,,,,,,,,,,,
way,1135360044,"[10583324210, 10583324211, 10583324212, 10583324213, 10583324210]",,residential,,,14#,14#,14#,,,中国科学技术大学,,yes,"POLYGON ((117.2655954 31.841077, 117.2659924 31.8411089, 117.2660044 31.8410093, 117.2656105 31.8409812, 117.2655954 31.841077))",,no,,,,,,,,,,,,,,,,,,,,
way,1135360045,"[10583324214, 10583324215, 10582890680, 10583324216, 10583324214]",,residential,,,21#,21#,21#,,,中国科学技术大学,,yes,"POLYGON ((117.2661683 31.8411408, 117.266764 31.8411683, 117.2667718 31.8410276, 117.2661803 31.8410131, 117.2661683 31.8411408))",,no,,,,,,,,,,,,,,,,,,,,
way,1135360046,"[10583324217, 10583324218, 10583324219, 10583324220, 10583324221, 10583324217]",,residential,,,退休教职工活动中心,,退休教职工活动中心,退休教职工活动中心,退休教職工活動中心,中国科学技术大学,,yes,"POLYGON ((117.2657413 31.840796, 117.265833 31.8408049, 117.2658811 31.8407615, 117.2658886 31.8406593, 117.2657533 31.8406504, 117.2657413 31.840796))",,no,,,,,,,,,,,,,,,,,,,,
way,1135360047,"[10583324222, 10583324223, 10583324224, 10583324225, 10583324222]",,residential,,,41#,41#,41#,,,中国科学技术大学,,yes,"POLYGON ((117.2659472 31.8408075, 117.2663321 31.8408254, 117.2663412 31.8407181, 117.2659563 31.8407091, 117.2659472 31.8408075))",,no,,,,,,,,,,,,,,,,,,,,
way,1135360048,"[10583324226, 10583324227, 10583324228, 10583324229, 10583324226]",,residential,,,42#,42#,42#,,,中国科学技术大学,,yes,"POLYGON ((117.2657831 31.840524, 117.2663388 31.840537, 117.2663388 31.8404315, 117.2657888 31.840404, 117.2657831 31.840524))",,no,,,,,,,,,,,,,,,,,,,,
way,1135360049,"[10583324230, 10583324231, 10583324232, 10583324233, 10583324230]",,university,,,43#,43#,43#,,,中国科学技术大学,,yes,"POLYGON ((117.2658098 31.8403099, 117.2661631 31.8403293, 117.2661669 31.8402482, 117.2658174 31.8402304, 117.2658098 31.8403099))",,no,,,,,,,,,,,,,,,,,,,,
way,1135360050,"[10583324235, 10583324236, 10583324237, 10583324238, 10583324235]",,residential,,,44#,44#,44#,,,中国科学技术大学,,yes,"POLYGON ((117.2658327 31.8401914, 117.2664381 31.8402271, 117.2664381 31.8401103, 117.2658442 31.8400844, 117.2658327 31.8401914))",,no,,,,,,,,,,,,,,,,,,,,
way,1135360051,"[10583324239, 10583324240, 10583324241, 10716322445, 10583324242, 10583324239]",,residential,,,45#,45#,45#,,,中国科学技术大学,,yes,"POLYGON ((117.2658385 31.8399157, 117.26644 31.839953, 117.2664457 31.8398313, 117.2662946 31.8398243, 117.2658537 31.8398037, 117.2658385 31.8399157))",,no,,,,,,,,,,,,,,,,,,,,
way,1135360053,"[10583324247, 10583324248, 10583324249, 10583324250, 10583324247]",,university,,,裙楼,,裙楼,裙楼,裙樓,中国科学技术大学,,yes,"POLYGON ((117.2652549 31.8364266, 117.2652862 31.8360728, 117.2654637 31.8360836, 117.2654239 31.8364354, 117.2652549 31.8364266))",,no,,,,,,,,,,,,,,,,,,,,
way,1135360055,"[10583324254, 10583324255, 10583324256, 10583324257, 10583324254]",,residential,,,27#,27#,27#,,,中国科学技术大学,,yes,"POLYGON ((117.2667104 31.8422628, 117.2671373 31.8422875, 117.2671373 31.8421948, 117.2667104 31.8421742, 117.2667104 31.8422628))",,no,,,,,,,,,,,,,,,,,,,,
way,1135360056,"[10583324258, 10583324259, 10583324260, 10583324261, 10583324262, 10583324263, 10583324264, 10583324265, 10583324258]",,residential,,,25#,24#,24#,,,中国科学技术大学,,yes,"POLYGON ((117.2671726 31.8423253, 117.2673041 31.8423293, 117.2673005 31.8424142, 117.2674525 31.8424188, 117.2674578 31.842291, 117.2673386 31.8422874, 117.2673415 31.8422151, 117.2671773 31.8422102, 117.2671726 31.8423253))",,no,,,,,,,,,,,,,,,,,,,,
way,1135360057,"[10583324266, 10583324267, 10583324268, 10583324269, 10583324266]",,residential,,,28#,28#,28#,,,中国科学技术大学,,yes,"POLYGON ((117.2667347 31.8420279, 117.267113 31.8420588, 117.2671276 31.841929, 117.2667468 31.8419002, 117.2667347 31.8420279))",,no,,,,,,,,,,,,,,,,,,,,
way,1135360058,"[10583324270, 10583324271, 10583324272, 10583324273, 10583324274, 10583324275, 10583324276, 10583324277, 10583324270]",,residential,,,26#,26#,26#,,,中国科学技术大学,,yes,"POLYGON ((117.267164 31.8420506, 117.2673265 31.842065, 117.2673265 31.8421289, 117.2674769 31.8421371, 117.2674817 31.8420032, 117.2673338 31.8420053, 117.2673362 31.8419393, 117.2671688 31.841929, 117.267164 31.8420506))",,no,,,,,,,,,,,,,,,,,,,,
way,1135360059,"[10583324279, 10583324280, 10583324281, 10583324282, 10583324279]",,residential,,,29#,29#,29#,,,中国科学技术大学,,yes,"POLYGON ((117.2667666 31.84179, 117.2671304 31.8418127, 117.2671352 31.8416911, 117.2667763 31.8416746, 117.2667666 31.84179))",,no,,,,,,,,,,,,,,,,,,,,
way,1135360060,"[10583324283, 10583324284, 10583324285, 10583324286, 10583324287, 10583324288, 10583324289, 10583324290, 10583324283]",,residential,,,33#,33#,33#,,,中国科学技术大学,,yes,"POLYGON ((117.2671789 31.8417982, 117.2673293 31.8418024, 117.2673269 31.8419013, 117.2674894 31.8419095, 117.2675015 31.8417385, 117.2673341 31.8417385, 117.267339 31.8416787, 117.2671813 31.8416787, 117.2671789 31.8417982))",,no,,,,,,,,,,,,,,,,,,,,
way,1135360061,"[10583324291, 10583324292, 10583324293, 10583324294, 10583324291]",,residential,,,30#,30#,30#,,,中国科学技术大学,,yes,"POLYGON ((117.2667399 31.8415386, 117.2672856 31.841553, 117.2672978 31.8414191, 117.266752 31.8414109, 117.2667399 31.8415386))",,no,,,,,,,,,,,,,,,,,,,,
way,1135360062,"[10583324295, 10583324296, 10583324297, 10583324298, 10583324295]",,residential,,,34#,34#,34#,,,中国科学技术大学,,yes,"POLYGON ((117.2673244 31.8416004, 117.267339 31.8414789, 117.2675088 31.841485, 117.2674942 31.8416066, 117.2673244 31.8416004))",,no,,,,,,,,,,,,,,,,,,,,
way,1135360065,"[10583324301, 10583324302, 10583324303, 10583324304, 10583324301]",,residential,,,67#,67#,67#,,,中国科学技术大学,,yes,"POLYGON ((117.2658813 31.8390227, 117.2664197 31.8390536, 117.2664391 31.8389011, 117.2659031 31.8388702, 117.2658813 31.8390227))",,no,,,,,,,,,,,,,,,,,,,,
way,1135360066,"[10583324305, 10583324306, 10583324307, 10583324308, 10583324305]",,residential,,,68#,68#,68#,,,中国科学技术大学,,yes,"POLYGON ((117.2659201 31.8387548, 117.2660899 31.8387672, 117.2661044 31.8386312, 117.2659346 31.8386188, 117.2659201 31.8387548))",,no,,,,,,,,,,,,,,,,,,,,
way,1135360067,"[10583324309, 10583324310, 10583324311, 10583324312, 10583324309]",,residential,,,69#,69#,69#,,,中国科学技术大学,,yes,"POLYGON ((117.2659128 31.8385117, 117.2663057 31.8385385, 117.2663203 31.8384025, 117.2659298 31.8383736, 117.2659128 31.8385117))",,no,,,,,,,,,,,,,,,,,,,,
way,1135360068,"[10583324316, 10583324317, 10583324318, 10583324319, 10583324320, 10583324321, 10583324322, 10583324323, 10583324324, 10583324325, 10583324316]",,university,,,体育教学部,,体育教学部,体育教学部,體育教學部,中国科学技术大学,,yes,"POLYGON ((117.2605061 31.8379661, 117.2605653 31.8379742, 117.2605729 31.8379223, 117.2607754 31.8379353, 117.260762 31.8380635, 117.2608575 31.8380732, 117.2608842 31.8377812, 117.2604908 31.8377617, 117.2604775 31.8378931, 117.2605061 31.837898, 117.2605061 31.8379661))",,no,,,,,,,,,,,,,,,,,,,,
way,1135360069,"[10583324329, 10583324330, 10583324331, 10583324332, 10583324329]",,residential,,,48#,,,,,中国科学技术大学,,yes,"POLYGON ((117.2665428 31.8403556, 117.2667635 31.8403762, 117.2667732 31.8402526, 117.2665549 31.8402402, 117.2665428 31.8403556))",,no,,,,,,,,,,,,,,,,,,,,
way,1135360070,"[10583324333, 10583324334, 10583324335, 10583324336, 10583324333]",,residential,,,49#,49#,49#,,,中国科学技术大学,,yes,"POLYGON ((117.2665719 31.8401083, 117.2670085 31.8401351, 117.267023 31.8400362, 117.2665743 31.8400053, 117.2665719 31.8401083))",,no,,,,,,,,,,,,,,,,,,,,
way,1135360071,"[10583324337, 10583324338, 10583324339, 10583324340, 10583324337]",,residential,,,50#,50#,50#,,,中国科学技术大学,,yes,"POLYGON ((117.2671249 31.8401475, 117.2675518 31.8401722, 117.2675615 31.8400486, 117.2671322 31.8400342, 117.2671249 31.8401475))",,no,,,,,,,,,,,,,,,,,,,,
way,1135360072,"[10583324341, 10583324342, 10583324343, 10583324344, 10583324341]",,residential,,,53#,53#,53#,,,中国科学技术大学,,yes,"POLYGON ((117.266601 31.8399043, 117.2672607 31.8399497, 117.2672728 31.8398343, 117.2666131 31.839789, 117.266601 31.8399043))",,no,,,,,,,,,,,,,,,,,,,,
way,1135360073,"[10583324347, 10583324348, 10583324349, 10583324350, 10583324347]",,residential,,,51#,51#,51#,,,中国科学技术大学,,yes,"POLYGON ((117.2673002 31.8399116, 117.267551 31.8399301, 117.267555 31.839821, 117.2673002 31.8398009, 117.2673002 31.8399116))",,no,,,,,,,,,,,,,,,,,,,,
way,1135360074,"[10583324351, 10583324352, 10583324353, 10583324354, 10583324351]",,residential,,,71#,71#,71#,,,中国科学技术大学,,yes,"POLYGON ((117.2659291 31.838244, 117.2664562 31.838277, 117.2664718 31.8381568, 117.2659462 31.8381185, 117.2659291 31.838244))",,no,,,,,,,,,,,,,,,,,,,,
way,1135360075,"[10583324355, 10583324356, 10583324357, 10583324358, 10583324355]",,residential,,,72#,72#,72#,,,中国科学技术大学,,yes,"POLYGON ((117.2659385 31.8379825, 117.2664656 31.8380049, 117.266478 31.8379072, 117.2659462 31.8378821, 117.2659385 31.8379825))",,no,,,,,,,,,,,,,,,,,,,,
way,1135360076,"[10583324359, 10583324360, 10583324361, 10583324362, 10583324359]",,residential,,,73#,73#,73#,,,中国科学技术大学,,yes,"POLYGON ((117.2659167 31.8377117, 117.2664578 31.8377486, 117.2664671 31.8376509, 117.2659245 31.8376152, 117.2659167 31.8377117))",,no,,,,,,,,,,,,,,,,,,,,
way,1135360077,"[10583324363, 10583324364, 10583324365, 10583324366, 10583324363]",,residential,,,74#,74#,74#,,,中国科学技术大学,,yes,"POLYGON ((117.2659167 31.8374567, 117.2664314 31.8374818, 117.2664438 31.8373682, 117.2659276 31.8373431, 117.2659167 31.8374567))",,no,,,,,,,,,,,,,,,,,,,,
way,1135360078,"[10583324367, 10583324368, 10583324369, 10583324370, 10583324367]",,residential,,,75#,75#,75#,,,中国科学技术大学,,yes,"POLYGON ((117.2658887 31.8371912, 117.2664516 31.8372203, 117.2664671 31.8370763, 117.2658996 31.8370485, 117.2658887 31.8371912))",,no,,,,,,,,,,,,,,,,,,,,
way,1135360079,"[10583324371, 10583324372, 10583324373, 10583324374, 10583324371]",,residential,,,77#,77#,77#,,,中国科学技术大学,,yes,"POLYGON ((117.2665589 31.8377737, 117.2666988 31.837779, 117.2667081 31.8376615, 117.2665697 31.8376562, 117.2665589 31.8377737))",,no,,,,,,,,,,,,,,,,,,,,
way,1135360080,"[10583324375, 10583324376, 10583324377, 10583324378, 10583324375]",,residential,,,76#,76#,76#,,,中国科学技术大学,,yes,"POLYGON ((117.2665639 31.8379953, 117.2667193 31.8380067, 117.2667328 31.8378819, 117.2665773 31.8378674, 117.2665639 31.8379953))",,no,,,,,,,,,,,,,,,,,,,,
way,1135360081,"[10583324379, 10583324380, 10583324381, 10583324382, 10583324379]",,residential,,,80#,80#,80#,,,中国科学技术大学,,yes,"POLYGON ((117.2667965 31.8376687, 117.2674245 31.8377155, 117.2674318 31.8375782, 117.2668099 31.8375387, 117.2667965 31.8376687))",,no,,,,,,,,,,,,,,,,,,,,
way,1135360082,"[10583324383, 10583324384, 10583324385, 10583324386, 10583324383]",,residential,,,79#,79#,79#,,,中国科学技术大学,,yes,"POLYGON ((117.2667793 31.8379682, 117.2674122 31.8380182, 117.2674245 31.8378913, 117.2667903 31.8378403, 117.2667793 31.8379682))",,no,,,,,,,,,,,,,,,,,,,,
way,1135360083,"[10583324388, 10583324389, 10583324390, 10583324391, 10583324388]",,residential,,,78#,78#,78#,,,中国科学技术大学,,yes,"POLYGON ((117.2668091 31.8382798, 117.2673985 31.8383366, 117.2674218 31.8381688, 117.2668263 31.8381133, 117.2668091 31.8382798))",,no,,,,,,,,,,,,,,,,,,,,
way,1135360084,"[10583324392, 10583324393, 10583324394, 10583324395, 10583324392]",,residential,,,62#,62#,62#,,,中国科学技术大学,,yes,"POLYGON ((117.2665728 31.8382824, 117.2667625 31.8382969, 117.2667765 31.8381714, 117.2665915 31.8381556, 117.2665728 31.8382824))",,no,,,,,,,,,,,,,,,,,,,,
way,1135360085,"[10583324396, 10583324397, 10583324398, 10583324399, 10583324396]",,residential,,,59#,59#,59#,,,中国科学技术大学,,yes,"POLYGON ((117.2665681 31.8391053, 117.2669646 31.8391357, 117.2669802 31.8390036, 117.2665868 31.8389733, 117.2665681 31.8391053))",,no,,,,,,,,,,,,,,,,,,,,
way,1135360086,"[10583324400, 10583324401, 10583324402, 10583324403, 10583324400]",,residential,,,60#,60#,60#,,,中国科学技术大学,,yes,"POLYGON ((117.2665759 31.8388425, 117.2670704 31.83889, 117.2670875 31.8387645, 117.2665884 31.838721, 117.2665759 31.8388425))",,no,,,,,,,,,,,,,,,,,,,,
way,1135360087,"[10583324404, 10583324405, 10583324406, 10583324407, 10583324404]",,residential,,,61#,61#,61#,,,中国科学技术大学,,yes,"POLYGON ((117.266579 31.8385809, 117.266946 31.8386047, 117.2669615 31.8384871, 117.2665884 31.8384647, 117.266579 31.8385809))",,no,,,,,,,,,,,,,,,,,,,,
way,1135360088,"[10583324408, 10583324409, 10583324410, 10583324411, 10583324412, 10583324413, 10583324414, 10583324415, 10583324408]",,residential,,,65#,65#,65#,,,中国科学技术大学,,yes,"POLYGON ((117.2672312 31.8386795, 117.2674501 31.838684, 117.2674499 31.8387144, 117.2676435 31.8387173, 117.2676386 31.8385717, 117.2674611 31.838567, 117.2674575 31.8385966, 117.2672334 31.8385904, 117.2672312 31.8386795))",,no,,,,,,,,,,,,,,,,,,,,
way,1135360089,"[10583324416, 10583324417, 10583324418, 10583324419, 10583324420, 10583324421, 10583324422, 10583324423, 10583324416]",,residential,,,64#,64#,64#,,,中国科学技术大学,,yes,"POLYGON ((117.2671882 31.8389053, 117.2674253 31.8389135, 117.2674244 31.8389512, 117.2676113 31.8389577, 117.2676162 31.8388136, 117.2674282 31.8388087, 117.2674244 31.8388308, 117.2671892 31.8388243, 117.2671882 31.8389053))",,no,,,,,,,,,,,,,,,,,,,,
way,1135360090,"[10583324424, 10583324425, 10583324426, 10712205337, 10583324427, 10583324424]",,residential,,,52#,52#,52#,,,中国科学技术大学,,yes,"POLYGON ((117.2673034 31.8396787, 117.2675424 31.839691, 117.2675443 31.839578, 117.2674196 31.8395728, 117.2673092 31.8395682, 117.2673034 31.8396787))",,no,,,,,,,,,,,,,,,,,,,,
way,1135360091,"[10583324428, 10583324429, 10583324430, 10583324431, 10583324432, 10583324433, 10583324434, 10583324435, 10583324428]",,residential,,,57#,57#,57#,,,中国科学技术大学,,yes,"POLYGON ((117.2671347 31.8395092, 117.2673477 31.839515, 117.2673516 31.8394634, 117.267552 31.8394708, 117.2675549 31.8393643, 117.2673207 31.8393561, 117.2673178 31.8394077, 117.2671376 31.8393979, 117.2671347 31.8395092))",,no,,,,,,,,,,,,,,,,,,,,
way,1135360092,"[10583324436, 10583324437, 10583324438, 10583324439, 10583324436]",,residential,,,58#,58#,58#,,,中国科学技术大学,,yes,"POLYGON ((117.2671694 31.839212, 117.2673764 31.8392218, 117.2673868 31.8390956, 117.2671829 31.8390818, 117.2671694 31.839212))",,no,,,,,,,,,,,,,,,,,,,,
way,1135360093,"[10583324440, 10583324441, 10583324442, 10583324443, 10583324440]",,residential,,,63#,63#,63#,,,中国科学技术大学,,yes,"POLYGON ((117.2674104 31.8391776, 117.2676041 31.839185, 117.2676118 31.8390614, 117.2674171 31.8390528, 117.2674104 31.8391776))",,no,,,,,,,,,,,,,,,,,,,,
way,1135725449,"[10582890612, 10582867699, 10582867700, 10582867701, 10586834704, 10582890609, 10586834703, 10582890611, 10582890612]",,yes,,,天文学系天文台,,天文学系天文台,天文学系天文台,天文學系天文台,中国科学技术大学,,,"POLYGON ((117.2638301 31.8351111, 117.2645113 31.8351594, 117.2645168 31.8350927, 117.2644893 31.8350911, 117.264494 31.8350336, 117.2639054 31.8349846, 117.2639005 31.8350451, 117.2638358 31.8350413, 117.2638301 31.8351111))",,,,,,,,,private,,,,,,,,,,,,,observatory
way,1135842417,"[10588133340, 10588133341, 10588133342, 10588133343, 10588133344, 10588133345, 10588133340]",,university,,,Cu放射源,,Cu放射源,Cu放射源,Cu放射源,中国科学技术大学,,yes,"POLYGON ((117.2620538 31.8396703, 117.2620583 31.839625, 117.2619564 31.8396176, 117.2619611 31.8395705, 117.2620896 31.8395798, 117.2620804 31.8396722, 117.2620538 31.8396703))",,no,,,,,,,,,,,,,,,,,,,,
