u,v,key,osmid,highway,oneway,reversed,length,name,geometry,bridge
2506945195,4770839128,0,484339154,residential,False,False,84.744,,"LINESTRING (103.9977551 30.5583734, 103.9986109 30.5585677)",
2506945195,5735383245,0,604437740,footway,False,False,4.868,,"LINESTRING (103.9977551 30.5583734, 103.9977439 30.5584161)",
2506945195,5735383247,0,604437740,footway,False,True,11.457,,"LINESTRING (103.9977551 30.5583734, 103.9977815 30.5582729)",
2506945293,4770960558,0,484351225,pedestrian,False,False,47.197,,"LINESTRING (103.9934668 30.5574245, 103.9929878 30.5573244)",
2506945293,5735383244,0,487495695,tertiary,False,True,8.262,环形大道,"LINESTRING (103.9934668 30.5574245, 103.9934189 30.5574863)",
2506945293,5735383246,0,487495695,tertiary,False,False,10.363,环形大道,"LINESTRING (103.9934668 30.5574245, 103.9934806 30.5574068, 103.9935188 30.5573429)",
3450087246,4770839223,0,484339174,residential,False,True,117.468,,"LINESTRING (103.9962029 30.5624295, 103.9954711 30.5632774)",
3450087246,4770839225,0,337931382,tertiary,False,False,127.64599999999999,环形大道,"LINESTRING (103.9962029 30.5624295, 103.9955656 30.5623907, 103.9950097 30.5623709, 103.9948733 30.5623535)",
3450087246,4770839169,0,"[681334497, 487495731, 337931382]",tertiary,False,True,167.182,环形大道,"LINESTRING (103.9962029 30.5624295, 103.9967157 30.5625029, 103.9972142 30.5626383, 103.9974432 30.5627084, 103.9978728 30.5628512)",yes
4770839104,4770839175,0,484339151,residential,False,False,90.457,,"LINESTRING (104.0011393 30.5622559, 104.0016851 30.5615919)",
4770839104,8855606941,0,484339151,residential,False,True,86.323,,"LINESTRING (104.0011393 30.5622559, 104.0018383 30.5627462)",
4770839104,5508577656,0,573626553,residential,False,False,163.62199999999999,,"LINESTRING (104.0011393 30.5622559, 104.000665 30.56281, 104.0007071 30.5628995, 104.0013366 30.5633209)",
4770839104,5735414151,0,1054966236,living_street,False,False,88.88900000000001,,"LINESTRING (104.0011393 30.5622559, 104.0006086 30.5619342, 104.0003802 30.5617957)",
4770839105,4770839106,0,484339152,residential,False,False,38.428,,"LINESTRING (104.004764 30.5631363, 104.004524 30.5634133)",
4770839105,4770839148,0,484339161,residential,False,False,233.642,,"LINESTRING (104.004764 30.5631363, 104.0050102 30.5628486, 104.0034483 30.5617386)",
4770839106,4770839175,0,484339152,residential,False,False,338.974,,"LINESTRING (104.004524 30.5634133, 104.0016851 30.5615919)",
4770839106,4770839105,0,484339152,residential,False,True,38.428,,"LINESTRING (104.004524 30.5634133, 104.004764 30.5631363)",
4770839106,8855606940,0,956998271,residential,False,True,109.013,,"LINESTRING (104.004524 30.5634133, 104.00444 30.5635683, 104.00444 30.5637073, 104.0043458 30.5638231, 104.0039745 30.5642445)",
4770839107,5735414146,0,484339152,residential,False,False,259.858,,"LINESTRING (104.0011117 30.5611776, 103.9989557 30.5597582)",
4770839107,4770839175,0,484339152,residential,False,True,71.669,,"LINESTRING (104.0011117 30.5611776, 104.0016851 30.5615919)",
4770839107,5735414151,0,681334497,tertiary,False,False,100.495,环形大道,"LINESTRING (104.0011117 30.5611776, 104.0007526 30.5613508, 104.0005418 30.5615753, 104.0003802 30.5617957)",
4770839107,4770839150,0,"[681334497, 681334498, 487495732]",tertiary,False,True,94.25800000000001,环形大道,"LINESTRING (104.0011117 30.5611776, 104.00124 30.5611205, 104.001833 30.5608403, 104.0019764 30.5607725)",yes
4770839108,5735414146,0,484339152,residential,False,True,56.212,,"LINESTRING (103.9985181 30.5594212, 103.9989557 30.5597582)",
4770839108,4770839120,0,484339153,residential,False,False,108.352,,"LINESTRING (103.9985181 30.5594212, 103.9984164 30.5593366, 103.9983538 30.5592274, 103.9983376 30.5591064, 103.9983696 30.5589877, 103.9984462 30.5588853, 103.9985584 30.5588112, 103.9986931 30.5587739, 103.9988345 30.5587778)",
4770839108,4770839152,0,484339153,residential,False,True,107.008,,"LINESTRING (103.9985181 30.5594212, 103.9986302 30.5594674, 103.998753 30.5594828, 103.9988757 30.5594661, 103.998987 30.5594188, 103.9990771 30.5593452, 103.9991377 30.5592519, 103.9991635 30.5591473, 103.999152 30.5590408, 103.9991043 30.5589421)",
4770839108,5735414148,0,834209297,unclassified,False,False,47.251,,"LINESTRING (103.9985181 30.5594212, 103.9983755 30.5597968, 103.9983569 30.5598219)",
4770839120,4770839128,0,484339154,residential,False,True,31.689,,"LINESTRING (103.9988345 30.5587778, 103.9986109 30.5585677)",
4770839120,4770839152,0,484339153,residential,False,False,32.446999999999996,,"LINESTRING (103.9988345 30.5587778, 103.9989409 30.5588104, 103.9990332 30.5588666, 103.9991043 30.5589421)",
4770839120,4770839108,0,484339153,residential,False,True,108.352,,"LINESTRING (103.9988345 30.5587778, 103.9986931 30.5587739, 103.9985584 30.5588112, 103.9984462 30.5588853, 103.9983696 30.5589877, 103.9983376 30.5591064, 103.9983538 30.5592274, 103.9984164 30.5593366, 103.9985181 30.5594212)",
4770839128,4770839120,0,484339154,residential,False,False,31.689,,"LINESTRING (103.9986109 30.5585677, 103.9988345 30.5587778)",
4770839128,2506945195,0,484339154,residential,False,True,84.744,,"LINESTRING (103.9986109 30.5585677, 103.9977551 30.5583734)",
4770839128,4770839157,0,484339155,residential,False,False,111.243,,"LINESTRING (103.9986109 30.5585677, 103.9988934 30.5575973)",
4770839129,5735530193,0,484339155,residential,False,True,45.808,,"LINESTRING (103.9990162 30.5571753, 103.9988999 30.5575749)",
4770839129,4770839138,0,484339157,residential,False,True,19.58,,"LINESTRING (103.9990162 30.5571753, 103.9991818 30.5572786)",
4770839129,4770839133,0,484339157,residential,False,False,52.461,,"LINESTRING (103.9990162 30.5571753, 103.998877 30.5570802, 103.9989546 30.5567685)",
4770839132,4770839136,0,484339156,residential,False,False,42.346,,"LINESTRING (103.9993488 30.5560275, 103.999778 30.5561193)",
4770839132,4770839133,0,484339156,residential,False,True,151.601,,"LINESTRING (103.9993488 30.5560275, 103.9989468 30.5559415, 103.9987227 30.5567188, 103.9989546 30.5567685)",
4770839133,4770839139,0,484339156,residential,False,True,33.98,,"LINESTRING (103.9989546 30.5567685, 103.999299 30.5568422)",
4770839133,4770839132,0,484339156,residential,False,False,151.601,,"LINESTRING (103.9989546 30.5567685, 103.9987227 30.5567188, 103.9989468 30.5559415, 103.9993488 30.5560275)",
4770839133,4770839129,0,484339157,residential,False,True,52.461,,"LINESTRING (103.9989546 30.5567685, 103.998877 30.5570802, 103.9990162 30.5571753)",
4770839136,4770839137,0,484339156,residential,False,False,89.058,,"LINESTRING (103.999778 30.5561193, 103.9995538 30.5568966)",
4770839136,4770839132,0,484339156,residential,False,True,42.346,,"LINESTRING (103.999778 30.5561193, 103.9993488 30.5560275)",
4770839136,5735552838,0,484339160,residential,False,False,62.889,,"LINESTRING (103.999778 30.5561193, 104.0004314 30.5561766)",
4770839137,4770839139,0,484339156,residential,False,False,25.137,,"LINESTRING (103.9995538 30.5568966, 103.999299 30.5568422)",
4770839137,4770839136,0,484339156,residential,False,True,89.058,,"LINESTRING (103.9995538 30.5568966, 103.999778 30.5561193)",
4770839137,5735552839,0,604463303,residential,False,False,34.822,,"LINESTRING (103.9995538 30.5568966, 103.9998967 30.5570009)",
4770839138,4770839129,0,484339157,residential,False,False,19.58,,"LINESTRING (103.9991818 30.5572786, 103.9990162 30.5571753)",
4770839138,4770839139,0,484339157,residential,False,True,49.806,,"LINESTRING (103.9991818 30.5572786, 103.999299 30.5568422)",
4770839138,4770839140,0,484339158,residential,False,False,51.131,,"LINESTRING (103.9991818 30.5572786, 103.9992443 30.557309, 103.9997018 30.5572523)",
4770839139,4770839133,0,484339156,residential,False,False,33.98,,"LINESTRING (103.999299 30.5568422, 103.9989546 30.5567685)",
4770839139,4770839137,0,484339156,residential,False,True,25.137,,"LINESTRING (103.999299 30.5568422, 103.9995538 30.5568966)",
4770839139,4770839138,0,484339157,residential,False,False,49.806,,"LINESTRING (103.999299 30.5568422, 103.9991818 30.5572786)",
4770839140,5735552834,0,484339158,residential,False,False,129.703,,"LINESTRING (103.9997018 30.5572523, 104.0007901 30.5579468)",
4770839140,4770839138,0,484339158,residential,False,True,51.131,,"LINESTRING (103.9997018 30.5572523, 103.9992443 30.557309, 103.9991818 30.5572786)",
4770839140,5735552839,0,604463300,residential,False,False,33.756,,"LINESTRING (103.9997018 30.5572523, 103.999721 30.5572095, 103.9998967 30.5570009)",
4770839141,5735552834,0,484339158,residential,False,True,309.548,,"LINESTRING (104.0033488 30.5596483, 104.0007901 30.5579468)",
4770839141,5508585646,0,487495732,tertiary,False,False,7.987,环形大道,"LINESTRING (104.0033488 30.5596483, 104.0032996 30.5597063)",
4770839141,4770839142,0,487495732,tertiary,False,True,117.693,环形大道,"LINESTRING (104.0033488 30.5596483, 104.0040942 30.5588067)",
4770839142,4770839143,0,484339159,residential,False,False,306.297,,"LINESTRING (104.0040942 30.5588067, 104.0015417 30.5571464)",
4770839142,4770839141,0,487495732,tertiary,False,False,117.693,环形大道,"LINESTRING (104.0040942 30.5588067, 104.0033488 30.5596483)",
4770839142,8855604859,0,487495732,tertiary,False,True,75.215,环形大道,"LINESTRING (104.0040942 30.5588067, 104.0045665 30.5582662)",
4770839143,4770839142,0,484339159,residential,False,True,306.297,,"LINESTRING (104.0015417 30.5571464, 104.0040942 30.5588067)",
4770839143,5735552834,0,604463297,residential,False,True,114.457,,"LINESTRING (104.0015417 30.5571464, 104.0007901 30.5579468)",
4770839143,5735552853,0,604463299,residential,False,False,51.006,,"LINESTRING (104.0015417 30.5571464, 104.0018746 30.5567883)",
4770839145,8855604859,0,484339160,residential,False,False,304.135,,"LINESTRING (104.0020139 30.5566385, 104.0045665 30.5582662)",
4770839145,5735552853,0,604463299,residential,False,True,21.339,,"LINESTRING (104.0020139 30.5566385, 104.0018746 30.5567883)",
4770839145,5735552838,0,484339160,residential,False,True,161.14,,"LINESTRING (104.0020139 30.5566385, 104.0013481 30.5563884, 104.000533 30.5561679, 104.0004314 30.5561766)",
4770839148,5735557008,0,484339160,residential,False,True,174.496,,"LINESTRING (104.0034483 30.5617386, 104.0045228 30.5604711)",
4770839148,4770839150,0,484339161,residential,False,False,177.207,,"LINESTRING (104.0034483 30.5617386, 104.0019764 30.5607725)",
4770839148,4770839105,0,484339161,residential,False,True,233.642,,"LINESTRING (104.0034483 30.5617386, 104.0050102 30.5628486, 104.004764 30.5631363)",
4770839150,4770839148,0,484339161,residential,False,True,177.207,,"LINESTRING (104.0019764 30.5607725, 104.0034483 30.5617386)",
4770839150,4770839151,0,484339161,residential,False,False,334.956,,"LINESTRING (104.0019764 30.5607725, 104.0001135 30.5595317, 103.9992093 30.5589295)",
4770839150,4770839107,0,"[681334497, 681334498, 487495732]",tertiary,False,False,94.25800000000001,环形大道,"LINESTRING (104.0019764 30.5607725, 104.001833 30.5608403, 104.00124 30.5611205, 104.0011117 30.5611776)",yes
4770839150,4770839158,0,487495732,tertiary,False,True,108.52700000000002,环形大道,"LINESTRING (104.0019764 30.5607725, 104.0020868 30.5607203, 104.0025929 30.56041, 104.0028693 30.5601777)",
4770839151,4770839152,0,484339161,residential,False,False,10.151,,"LINESTRING (103.9992093 30.5589295, 103.9991043 30.5589421)",
4770839151,4770839150,0,484339161,residential,False,True,334.956,,"LINESTRING (103.9992093 30.5589295, 104.0001135 30.5595317, 104.0019764 30.5607725)",
4770839151,4770839156,0,484339162,residential,False,False,109.83099999999999,,"LINESTRING (103.9992093 30.5589295, 103.9993991 30.5586775, 103.9994465 30.5582791, 103.9995573 30.5580884, 103.9996047 30.5580271)",
4770839152,4770839151,0,484339161,residential,False,True,10.151,,"LINESTRING (103.9991043 30.5589421, 103.9992093 30.5589295)",
4770839152,4770839108,0,484339153,residential,False,False,107.00800000000001,,"LINESTRING (103.9991043 30.5589421, 103.999152 30.5590408, 103.9991635 30.5591473, 103.9991377 30.5592519, 103.9990771 30.5593452, 103.998987 30.5594188, 103.9988757 30.5594661, 103.998753 30.5594828, 103.9986302 30.5594674, 103.9985181 30.5594212)",
4770839152,4770839120,0,484339153,residential,False,True,32.447,,"LINESTRING (103.9991043 30.5589421, 103.9990332 30.5588666, 103.9989409 30.5588104, 103.9988345 30.5587778)",
4770839156,4770839158,0,484339163,residential,False,False,393.57,,"LINESTRING (103.9996047 30.5580271, 104.0028693 30.5601777)",
4770839156,4770839157,0,484339163,residential,False,True,83.203,,"LINESTRING (103.9996047 30.5580271, 103.9988934 30.5575973)",
4770839156,4770839151,0,484339162,residential,False,True,109.83099999999999,,"LINESTRING (103.9996047 30.5580271, 103.9995573 30.5580884, 103.9994465 30.5582791, 103.9993991 30.5586775, 103.9992093 30.5589295)",
4770839157,5735530193,0,484339155,residential,False,False,2.567,,"LINESTRING (103.9988934 30.5575973, 103.9988999 30.5575749)",
4770839157,4770839128,0,484339155,residential,False,True,111.243,,"LINESTRING (103.9988934 30.5575973, 103.9986109 30.5585677)",
4770839157,4770839156,0,484339163,residential,False,False,83.203,,"LINESTRING (103.9988934 30.5575973, 103.9996047 30.5580271)",
4770839158,4770839156,0,484339163,residential,False,True,393.57,,"LINESTRING (104.0028693 30.5601777, 103.9996047 30.5580271)",
4770839158,4770839150,0,487495732,tertiary,False,False,108.527,环形大道,"LINESTRING (104.0028693 30.5601777, 104.0025929 30.56041, 104.0020868 30.5607203, 104.0019764 30.5607725)",
4770839158,5508585646,0,487495732,tertiary,False,True,66.724,环形大道,"LINESTRING (104.0028693 30.5601777, 104.0029111 30.5601426, 104.0032996 30.5597063)",
4770839160,5735414150,0,834209297,unclassified,False,False,9.268,,"LINESTRING (103.9980889 30.5601838, 103.998014 30.5602366)",
4770839160,5735414148,0,834209297,unclassified,False,True,47.727,,"LINESTRING (103.9980889 30.5601838, 103.9983569 30.5598219)",
4770839160,5735383245,0,604437740,footway,False,True,314.45000000000005,,"LINESTRING (103.9980889 30.5601838, 103.9978316 30.5599812, 103.9977598 30.5599995, 103.9976961 30.5600056, 103.9976006 30.5600148, 103.9974944 30.5600148, 103.9974236 30.5600117, 103.9973245 30.5599965, 103.9972573 30.5599752, 103.9971617 30.5599447, 103.997098 30.5598959, 103.9970484 30.5598654, 103.9969847 30.5597923, 103.9969529 30.5597496, 103.9969246 30.5596978, 103.9969033 30.5596399, 103.9968927 30.5595759, 103.9968786 30.5595119, 103.9968856 30.5594357, 103.9968927 30.5593687, 103.9969175 30.5593077, 103.9969493 30.5592437, 103.9970026 30.559179, 103.9970365 30.5591445, 103.9970858 30.559102, 103.9971413 30.5590676, 103.9972152 30.5590251, 103.9973046 30.5589906, 103.9973785 30.5589482, 103.9974525 30.558911, 103.9975203 30.5588739, 103.9976065 30.5588235, 103.997662 30.5587518, 103.9976774 30.5586961, 103.997702 30.5586139, 103.9977439 30.5584161)",
4770839163,5704428059,0,599650297,residential,False,False,112.321,,"LINESTRING (103.9976004 30.5609241, 103.9985342 30.5615355)",
4770839163,5704428058,0,484339164,unclassified,False,False,217.347,,"LINESTRING (103.9976004 30.5609241, 103.9973789 30.5610587, 103.9969751 30.561485, 103.9969686 30.5616981, 103.9977437 30.5622197, 103.9978096 30.5623149)",
4770839163,5735414150,0,"[834209296, 834209297, 484339164]",unclassified,False,True,92.1,,"LINESTRING (103.9976004 30.5609241, 103.9976004 30.5606885, 103.997722 30.5604814, 103.9978224 30.5603395, 103.998014 30.5602366)",yes
4770839169,4770839173,0,"[484339164, 834209294, 834209295]",unclassified,False,False,121.937,,"LINESTRING (103.9978728 30.5628512, 103.9978071 30.5630191, 103.9977897 30.5630745, 103.9977762 30.5632629, 103.9973349 30.5638187)",yes
4770839169,5704428058,0,484339164,unclassified,False,True,63.016000000000005,,"LINESTRING (103.9978728 30.5628512, 103.997926 30.5624833, 103.9978096 30.5623149)",
4770839169,3450087246,0,"[681334497, 487495731, 337931382]",tertiary,False,False,167.18200000000002,环形大道,"LINESTRING (103.9978728 30.5628512, 103.9974432 30.5627084, 103.9972142 30.5626383, 103.9967157 30.5625029, 103.9962029 30.5624295)",yes
4770839169,5704428057,0,681334497,tertiary,False,True,219.157,环形大道,"LINESTRING (103.9978728 30.5628512, 103.9980038 30.5629024, 103.9985597 30.5630014, 103.9989891 30.5629882, 103.999453 30.5628165, 103.9998134 30.562569, 103.9999104 30.5624366)",
4770839173,5704436572,0,"[599652562, 484339165]","['unclassified', 'residential']",False,False,235.94799999999998,,"LINESTRING (103.9973349 30.5638187, 103.996495 30.5640141, 103.9963833 30.564072, 103.9961607 30.5641505, 103.9959381 30.5642336, 103.9955974 30.5643445, 103.9953641 30.5644323, 103.9953265 30.5644531, 103.9954204 30.564714)",
4770839173,4770839169,0,"[484339164, 834209294, 834209295]",unclassified,False,True,121.93700000000001,,"LINESTRING (103.9973349 30.5638187, 103.9977762 30.5632629, 103.9977897 30.5630745, 103.9978071 30.5630191, 103.9978728 30.5628512)",yes
4770839175,4770839104,0,484339151,residential,False,True,90.457,,"LINESTRING (104.0016851 30.5615919, 104.0011393 30.5622559)",
4770839175,4770839107,0,484339152,residential,False,False,71.669,,"LINESTRING (104.0016851 30.5615919, 104.0011117 30.5611776)",
4770839175,4770839106,0,484339152,residential,False,True,338.974,,"LINESTRING (104.0016851 30.5615919, 104.004524 30.5634133)",
4770839220,4770839221,0,484339172,residential,False,True,46.809,,"LINESTRING (103.9940382 30.5640632, 103.9941391 30.5640714, 103.994395 30.564322)",
4770839221,4770839220,0,484339172,residential,False,False,46.809,,"LINESTRING (103.994395 30.564322, 103.9941391 30.5640714, 103.9940382 30.5640632)",
4770839221,4770839223,0,"[484339173, 484339174]",residential,False,False,156.076,,"LINESTRING (103.994395 30.564322, 103.9949073 30.5639309, 103.9954711 30.5632774)",yes
4770839223,3450087246,0,484339174,residential,False,False,117.468,,"LINESTRING (103.9954711 30.5632774, 103.9962029 30.5624295)",
4770839223,4770839224,0,484339175,residential,False,False,100.371,,"LINESTRING (103.9954711 30.5632774, 103.9946432 30.5627237)",
4770839223,4770839221,0,"[484339173, 484339174]",residential,False,True,156.076,,"LINESTRING (103.9954711 30.5632774, 103.9949073 30.5639309, 103.994395 30.564322)",yes
4770839224,4770839223,0,484339175,residential,False,True,100.371,,"LINESTRING (103.9946432 30.5627237, 103.9954711 30.5632774)",
4770839224,4770839228,0,484339176,residential,False,False,40.967,,"LINESTRING (103.9946432 30.5627237, 103.9943787 30.5630133)",
4770839224,4770839225,0,484339176,residential,False,True,47.554,,"LINESTRING (103.9946432 30.5627237, 103.9948352 30.5624963, 103.9948733 30.5623535)",
4770839225,4770839252,0,"[487495696, 337931382, 487495695]",tertiary,False,False,387.3310000000001,环形大道,"LINESTRING (103.9948733 30.5623535, 103.9946224 30.5623214, 103.994078 30.5621464, 103.9936295 30.5619384, 103.993273 30.5616281, 103.9929739 30.5612254, 103.9927976 30.5609085, 103.992718 30.5606339, 103.9924957 30.5599877, 103.9924444 30.5598946)",yes
4770839225,3450087246,0,337931382,tertiary,False,True,127.646,环形大道,"LINESTRING (103.9948733 30.5623535, 103.9950097 30.5623709, 103.9955656 30.5623907, 103.9962029 30.5624295)",
4770839225,4770839224,0,484339176,residential,False,False,47.554,,"LINESTRING (103.9948733 30.5623535, 103.9948352 30.5624963, 103.9946432 30.5627237)",
4770839227,4770839228,0,484339176,residential,False,True,19.267,,"LINESTRING (103.9942543 30.5631495, 103.9943787 30.5630133)",
4770839228,4770839227,0,484339176,residential,False,False,19.267,,"LINESTRING (103.9943787 30.5630133, 103.9942543 30.5631495)",
4770839228,4770839224,0,484339176,residential,False,True,40.967,,"LINESTRING (103.9943787 30.5630133, 103.9946432 30.5627237)",
4770839228,4770839229,0,484339177,residential,False,False,81.315,,"LINESTRING (103.9943787 30.5630133, 103.9937045 30.5625686)",
4770839229,4770839228,0,484339177,residential,False,True,81.315,,"LINESTRING (103.9937045 30.5625686, 103.9943787 30.5630133)",
4770839242,4770839253,0,484339182,residential,False,True,130.844,,"LINESTRING (103.9907803 30.5632418, 103.9905068 30.5643947)",
4770839242,4770839246,0,484339182,residential,False,False,241.85,,"LINESTRING (103.9907803 30.5632418, 103.9901585 30.5629689, 103.9896808 30.5625741, 103.9894167 30.5621628, 103.9892919 30.5616398)",
4770839242,5430897289,0,563576797,unclassified,False,True,88.58699999999999,,"LINESTRING (103.9907803 30.5632418, 103.9909252 30.5631802, 103.9911407 30.5632047, 103.9916721 30.5633137)",
4770839246,4770839247,0,484339182,residential,False,False,50.527,,"LINESTRING (103.9892919 30.5616398, 103.9893375 30.5611871)",
4770839246,5735557009,0,604464169,residential,False,False,10.617,,"LINESTRING (103.9892919 30.5616398, 103.9891816 30.5616496)",
4770839246,4770839242,0,484339182,residential,False,True,241.84999999999997,,"LINESTRING (103.9892919 30.5616398, 103.9894167 30.5621628, 103.9896808 30.5625741, 103.9901585 30.5629689, 103.9907803 30.5632418)",
4770839247,4770839246,0,484339182,residential,False,True,50.527,,"LINESTRING (103.9893375 30.5611871, 103.9892919 30.5616398)",
4770839247,5703974094,0,599562716,residential,False,False,222.331,,"LINESTRING (103.9893375 30.5611871, 103.9897618 30.5592213)",
4770839247,5703974120,0,484339182,residential,False,False,182.2,,"LINESTRING (103.9893375 30.5611871, 103.9895608 30.5607323, 103.9898152 30.560476, 103.9902666 30.5602403, 103.990664 30.5601535)",
4770839252,5703974119,0,484339182,residential,False,True,128.327,,"LINESTRING (103.9924444 30.5598946, 103.9911207 30.5600753)",
4770839252,5735565829,0,487495695,tertiary,False,False,141.75100000000003,环形大道,"LINESTRING (103.9924444 30.5598946, 103.9923759 30.5596045, 103.9923644 30.5591753, 103.9924794 30.5587395, 103.9925379 30.5586502)",
4770839252,4770839225,0,"[487495696, 337931382, 487495695]",tertiary,False,True,387.33099999999996,环形大道,"LINESTRING (103.9924444 30.5598946, 103.9924957 30.5599877, 103.992718 30.5606339, 103.9927976 30.5609085, 103.9929739 30.5612254, 103.993273 30.5616281, 103.9936295 30.5619384, 103.994078 30.5621464, 103.9946224 30.5623214, 103.9948733 30.5623535)",yes
4770839253,4770839242,0,484339182,residential,False,False,130.844,,"LINESTRING (103.9905068 30.5643947, 103.9907803 30.5632418)",
4770839253,5430897289,0,"[563576795, 484339183]",unclassified,False,False,280.538,,"LINESTRING (103.9905068 30.5643947, 103.9906501 30.5644247, 103.9906165 30.5646397, 103.9906813 30.5647141, 103.9912934 30.5648133, 103.9913463 30.5647802, 103.9915123 30.5641025, 103.9916399 30.5634477, 103.9916721 30.5633137)",
4770960507,8012043925,0,599567591,residential,False,False,104.441,,"LINESTRING (103.9898104 30.5567702, 103.988744 30.5565729)",
4770960507,5704044576,0,599573409,pedestrian,False,False,69.939,,"LINESTRING (103.9898104 30.5567702, 103.9900056 30.5561641)",
4770960507,4770960553,0,599567591,residential,False,True,86.844,,"LINESTRING (103.9898104 30.5567702, 103.9900571 30.5568338, 103.9902265 30.5569235, 103.9905904 30.5571523)",
4770960507,5703864657,0,599573409,pedestrian,False,True,156.225,,"LINESTRING (103.9898104 30.5567702, 103.9895633 30.5573961, 103.9893375 30.5579915, 103.9893233 30.5581084)",
4770960509,4770960510,0,599567591,residential,False,True,78.146,,"LINESTRING (103.9914657 30.5575852, 103.9922573 30.5577562)",
4770960509,5703950649,0,599571307,pedestrian,False,True,83.288,,"LINESTRING (103.9914657 30.5575852, 103.9912215 30.5583041)",
4770960509,4770960553,0,599567591,residential,False,False,97.673,,"LINESTRING (103.9914657 30.5575852, 103.991335 30.5575444, 103.9911289 30.5574783, 103.9909291 30.5573768, 103.9907204 30.557259, 103.9905904 30.5571523)",
4770960509,5704032072,0,599571307,pedestrian,False,False,168.156,,"LINESTRING (103.9914657 30.5575852, 103.9917378 30.5569188, 103.9917409 30.5568773, 103.9917279 30.5568174, 103.9916267 30.5567761, 103.9909618 30.5565748)",
4770960510,4770960509,0,599567591,residential,False,False,78.146,,"LINESTRING (103.9922573 30.5577562, 103.9914657 30.5575852)",
4770960510,8012043959,0,859542694,pedestrian,False,True,6.397,,"LINESTRING (103.9922573 30.5577562, 103.9922749 30.5577007)",
4770960510,5703950644,0,599567591,residential,False,True,86.16300000000001,,"LINESTRING (103.9922573 30.5577562, 103.9922996 30.5577797, 103.9923122 30.5578346, 103.9921257 30.5584908)",
4770960516,5735558325,0,604464547,residential,False,False,130.91,,"LINESTRING (103.9928487 30.5556988, 103.9941805 30.5559648)",
4770960516,4770960543,0,859542692,residential,False,False,11.014,,"LINESTRING (103.9928487 30.5556988, 103.992738 30.5556719)",
4770960516,4770960537,0,859542692,residential,False,True,83.484,,"LINESTRING (103.9928487 30.5556988, 103.9926179 30.5564228)",
4770960519,4770960539,0,484351215,residential,False,False,47.256,,"LINESTRING (103.9917376 30.5551029, 103.9918808 30.5546962)",
4770960519,4770960530,0,859542692,residential,False,False,83.148,,"LINESTRING (103.9917376 30.5551029, 103.9915248 30.5548173, 103.9913657 30.5546888, 103.9911308 30.5546008)",
4770960519,4770960535,0,859542692,residential,False,True,39.910000000000004,,"LINESTRING (103.9917376 30.5551029, 103.9919234 30.555331, 103.9920011 30.5553754)",
4770960524,4770960525,0,484351209,residential,False,False,96.216,,"LINESTRING (103.9891306 30.5549427, 103.9900965 30.5551812)",
4770960524,4770960529,0,859542692,residential,False,False,71.759,,"LINESTRING (103.9891306 30.5549427, 103.9889807 30.555575)",
