element_type,osmid,geometry,nodes,building,name,height,roof:colour,roof:shape,tourism,amenity,building:levels,leisure,sport,alt_name,historic,wikipedia,cuisine,fast_food,smoking,alt_name:en,loc_name,name:en,official_name,short_name,healthcare,power,voltage,atm,opening_hours,shop,layer,ways,type
way,187808012,"POLYGON ((118.7754768 32.0571934, 118.775598 32.0572103, 118.7756093 32.0571521, 118.7754881 32.0571352, 118.7754768 32.0571934))","[1984452101, 1984452102, 1984452099, 1984452098, 1984452101]",university,小礼堂,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,187808013,"POLYGON ((118.775436 32.0575755, 118.7755631 32.0575957, 118.7755489 32.0576598, 118.7754219 32.0576397, 118.775436 32.0575755))","[1984452107, 1984452108, 1984452112, 1984452110, 1984452107]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,187815902,"POLYGON ((118.7776727 32.0542606, 118.7777877 32.0542766, 118.7777744 32.0543448, 118.7777386 32.0545292, 118.7776236 32.0545132, 118.7776727 32.0542606))","[1984584635, 1984584638, 5875308848, 1984584644, 1984584641, 1984584635]",dormitory,东苑宿舍,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,187815915,"POLYGON ((118.7751371 32.0545864, 118.7754613 32.0546296, 118.7754755 32.054553, 118.7751514 32.0545098, 118.7751371 32.0545864))","[1984584657, 1984584664, 1984584652, 1984584647, 1984584657]",yes,南园快餐厅,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,
way,187815917,"POLYGON ((118.7749602 32.0553695, 118.7749771 32.0552439, 118.775204 32.0552658, 118.7751871 32.0553915, 118.775011 32.0553744, 118.7749602 32.0553695))","[1984584697, 1984584691, 1984584694, 1984584700, 4578530606, 1984584697]",university,荟萃楼,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,187821052,"POLYGON ((118.7762998 32.0556422, 118.7762805 32.0557551, 118.7765643 32.0557899, 118.7765836 32.055677, 118.7762998 32.0556422))","[1984690797, 1984690802, 1984690803, 1984690800, 1984690797]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,187954202,"POLYGON ((118.7761823 32.0547261, 118.7767601 32.0548026, 118.7767206 32.054995, 118.776157 32.0549185, 118.7761823 32.0547261))","[1985873501, 1985873502, 1985873505, 1985873504, 1985873501]",dormitory,南园2舍,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,187954203,"POLYGON ((118.7765599 32.0550941, 118.7766924 32.0551089, 118.7767003 32.0550579, 118.7765678 32.0550431, 118.7765599 32.0550941))","[1985873512, 1985873515, 1985873510, 1985873509, 1985873512]",university,售电处,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,191930714,"POLYGON ((118.7730088 32.0566657, 118.7730857 32.0566679, 118.7730799 32.0568124, 118.773003 32.0568102, 118.7730088 32.0566657))","[2024911702, 2024911704, 2024911710, 2024911706, 2024911702]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,191930715,"POLYGON ((118.7729742 32.0564378, 118.7730498 32.0564409, 118.7730613 32.0562419, 118.7731505 32.0562456, 118.7731326 32.0565571, 118.7729677 32.0565503, 118.7729742 32.0564378))","[2024911693, 2024911696, 2024911689, 2024911691, 2024911700, 2024911698, 2024911693]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,191938459,"POLYGON ((118.7738314 32.0545616, 118.7738454 32.0544798, 118.7741838 32.0545142, 118.7742089 32.0543234, 118.7745138 32.0543495, 118.7745308 32.0541571, 118.774515 32.0541571, 118.7745229 32.0540867, 118.7745615 32.0540859, 118.7745645 32.0540582, 118.7746703 32.0540641, 118.7746228 32.0543591, 118.7745417 32.0544421, 118.7743281 32.0544211, 118.7743268 32.054441, 118.7742448 32.0544332, 118.7742169 32.054613, 118.7738314 32.0545616))","[2024977789, 2024977783, 2024977786, 2024977769, 2024977771, 2024977754, 2024977753, 2024977745, 2024977743, 2024977740, 2024977741, 2024977772, 2024977779, 2024977776, 2024977778, 1030365907, 2024977795, 2024977789]",school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,191939409,"POLYGON ((118.7718003 32.0592646, 118.7718016 32.0592075, 118.7718675 32.0592086, 118.7718688 32.0591553, 118.7719623 32.0591568, 118.7719599 32.0592659, 118.7718003 32.0592646))","[2024986336, 2024986334, 2024986335, 2024986332, 2024986333, 2024986337, 2024986336]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,191942633,"POLYGON ((118.7740458 32.0578778, 118.774205 32.0578995, 118.7741771 32.058047, 118.7740178 32.0580253, 118.7740458 32.0578778))","[2025018358, 2025018359, 2025018361, 2025018360, 2025018358]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,316474426,"POLYGON ((118.7751952 32.0538942, 118.7751585 32.0541097, 118.7749925 32.0540894, 118.7750292 32.0538739, 118.7751952 32.0538942))","[1166233557, 1983333692, 3225966817, 3225966816, 1166233557]",retail,教育超市,,,,,,,,,,,,,,,,,,,,,,,,Mo-Su 07:00-23:00,convenience,,,
way,462455227,"POLYGON ((118.7749907 32.0555369, 118.775011 32.0553744, 118.7749602 32.0553695, 118.7749524 32.0554262, 118.7745649 32.0553951, 118.774561 32.0554278, 118.7745573 32.0554592, 118.7745542 32.0554854, 118.7745525 32.0554996, 118.7749907 32.0555369))","[1166185730, 4578530606, 1984584697, 4578530607, 4578530608, 4578530610, 4578530611, 4578530612, 4578530609, 1166185730]",dormitory,南园20舍,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1191601260,"POLYGON ((118.7753389 32.0538085, 118.7754298 32.0532991, 118.7761497 32.0533914, 118.7760588 32.0539008, 118.7753389 32.0538085))","[11063289163, 11063289164, 11063289165, 11063289166, 11063289163]",university,南园教学楼,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
relation,2587877,"POLYGON ((118.7765778 32.0571043, 118.7765774 32.0571724, 118.7769954 32.057225, 118.7770616 32.0568204, 118.7771033 32.0565657, 118.7768742 32.0565487, 118.7766477 32.0565627, 118.7766341 32.0566367, 118.7766579 32.0566541, 118.7766027 32.0568998, 118.7765508 32.0568998, 118.7765266 32.0570966, 118.7765778 32.0571043), (118.7767137 32.0568675, 118.7768629 32.056883, 118.776837 32.0570618, 118.7766877 32.0570462, 118.7767137 32.0568675))","[[[2024932754, 2024932750, 2024932751, 2024932755, 2024932754], [1167602815, 2024932752, 2024932753, 2024932747, 2024932746, 1167602817, 2024932744, 1167602816, 2024932748, 1167602814, 1167602813, 1167602818, 1167602815]]]",university,科技馆,,,,,,,,,,,,,,,,,,,,,,,,,,,"[191934381, 101135423]",multipolygon
