element_type,osmid,geometry,nodes,building,building:levels,name,name:en,sport,tourism,wheelchair,leisure,amenity,roof:levels,addr:housenumber,addr:street,addr:city,addr:postcode,name:zh,operator,opening_hours,source,library,ways,type
way,729110418,"POLYGON ((121.4973305 31.2947242, 121.4973511 31.2946238, 121.4974251 31.2946348, 121.497421 31.294655, 121.497497 31.2946664, 121.4974933 31.2946844, 121.4975555 31.2946937, 121.4975521 31.2947104, 121.497621 31.2947207, 121.4976177 31.294737, 121.497688 31.2947475, 121.4976834 31.2947699, 121.4977473 31.2947794, 121.497743 31.2948004, 121.4978028 31.2948094, 121.4978004 31.294821, 121.4978775 31.2948326, 121.4978735 31.2948519, 121.4979426 31.2948623, 121.4979285 31.2949311, 121.4978842 31.2949245, 121.4978709 31.2949627, 121.497708 31.2949108, 121.4977301 31.2948686, 121.4976792 31.2948503, 121.4976622 31.2948815, 121.4975162 31.2948371, 121.4975392 31.2947935, 121.4974886 31.2947757, 121.4974718 31.2948002, 121.4973638 31.2947668, 121.4973744 31.2947388, 121.4973305 31.2947242))","[6830956720, 6830956719, 6830956718, 6830956717, 6830956716, 6830956715, 6830956714, 6830956713, 6830956712, 6830956711, 6830956710, 6830956709, 6830956708, 6830956707, 6830956706, 6830956705, 6830956704, 6830956703, 6830956702, 6830956701, 6830956700, 6830956699, 6830956698, 6830956697, 6830956696, 6830956695, 6830956694, 6830956693, 6830956692, 6830956691, 6830956690, 6830956689, 6830956720]",apartments,,,,,,,,,,,,,,,,,,,,
way,729110419,"POLYGON ((121.4980141 31.2953779, 121.4980424 31.295261, 121.4981162 31.295274, 121.4981134 31.2952853, 121.4981919 31.2952991, 121.4981858 31.2953241, 121.4982603 31.2953372, 121.4982565 31.295353, 121.4983156 31.2953634, 121.4983124 31.2953764, 121.4983964 31.2953912, 121.4983916 31.2954111, 121.4984456 31.2954206, 121.4984292 31.2954886, 121.4983852 31.2954809, 121.498378 31.2955106, 121.4982231 31.2954833, 121.4982378 31.2954222, 121.4981733 31.2954108, 121.4981689 31.2954293, 121.4980619 31.2954105, 121.4980675 31.2953873, 121.4980141 31.2953779))","[6830956742, 6830956741, 6830956740, 6830956739, 6830956738, 6830956737, 6830956736, 6830956735, 6830956734, 6830956733, 6830956732, 6830956731, 6830956730, 6830956729, 6830956728, 6830956727, 6830956726, 6830956725, 6830956724, 6830956723, 6830956722, 6830956721, 6830956742]",apartments,,,,,,,,,,,,,,,,,,,,
way,729110420,"POLYGON ((121.4979798 31.2951083, 121.4980294 31.2949914, 121.4980991 31.2950109, 121.4981662 31.295028, 121.4981662 31.295051, 121.4982225 31.295059, 121.4982654 31.2950762, 121.4982855 31.2950659, 121.4983606 31.2950762, 121.498429 31.2950819, 121.498417 31.2951587, 121.4984035 31.2951999, 121.4982212 31.2951816, 121.4982305 31.2951449, 121.4981528 31.2951243, 121.4981367 31.295161, 121.4979798 31.2951083))","[6830956758, 6830956757, 6830956756, 6830956755, 6830956754, 6830956753, 6830956752, 6830956751, 6830956750, 6830956749, 6830956748, 6830956747, 6830956746, 6830956745, 6830956744, 6830956743, 6830956758]",apartments,,,,,,,,,,,,,,,,,,,,
way,729110421,"POLYGON ((121.4976125 31.295241, 121.4975332 31.2952229, 121.497561 31.2951212, 121.4976454 31.2951362, 121.4976409 31.2951548, 121.497712 31.2951673, 121.4977083 31.2951826, 121.4977748 31.2951943, 121.4977706 31.2952114, 121.4978341 31.2952227, 121.4978298 31.2952404, 121.4979028 31.2952534, 121.4978995 31.2952669, 121.497965 31.2952785, 121.4979478 31.2953493, 121.4978961 31.2953402, 121.4978907 31.2953623, 121.497756 31.2953384, 121.497769 31.2952847, 121.4977134 31.2952748, 121.4977099 31.2952893, 121.4976056 31.295271, 121.4976125 31.295241))","[6830956778, 6830956688, 6830956777, 6830956776, 6830956775, 6830956774, 6830956773, 6830956772, 6830956771, 6830956770, 6830956769, 6830956768, 6830956767, 6830956766, 6830956765, 6830956764, 6830956763, 6830956762, 6830956761, 6830956760, 6830956759, 6830956687, 6830956778]",apartments,,,,,,,,,,,,,,,,,,,,
way,729110422,"POLYGON ((121.4973251 31.2950397, 121.4973557 31.2949245, 121.4974345 31.2949398, 121.4974319 31.2949497, 121.4975046 31.2949638, 121.4975005 31.2949793, 121.4975726 31.2949933, 121.4975527 31.2950684, 121.4974942 31.295057, 121.4974848 31.2950923, 121.4973816 31.2950723, 121.497387 31.2950518, 121.4973251 31.2950397))","[6830956790, 6830956789, 6830956788, 6830956787, 6830956786, 6830956785, 6830956784, 6830956783, 6830956782, 6830956781, 6830956780, 6830956779, 6830956790]",apartments,,,,,,,,,,,,,,,,,,,,
way,729110423,"POLYGON ((121.4984035 31.2952905, 121.4984626 31.2951919, 121.4988863 31.2953753, 121.4988273 31.295483, 121.4984035 31.2952905))","[6830956794, 6830956793, 6830956792, 6830956791, 6830956794]",yes,,,,,,,,,,,,,,,,,,,,
way,729110424,"POLYGON ((121.4989105 31.2958749, 121.49905 31.2956388, 121.4988729 31.2955655, 121.4989668 31.2954074, 121.4991626 31.295499, 121.4992511 31.2955609, 121.499286 31.2956205, 121.4992806 31.2956847, 121.4991224 31.2959551, 121.4989105 31.2958749))","[6830956803, 6830956802, 6830956801, 6830956800, 6830956799, 6830956798, 6830956797, 6830956796, 6830956795, 6830956803]",yes,,,,,,,,,,,,,,,,,,,,
way,729110438,"POLYGON ((121.5004329 31.2972588, 121.5004764 31.2971513, 121.5006416 31.2972001, 121.5005981 31.2973076, 121.5004329 31.2972588))","[6830956892, 6830956891, 6830956890, 6830956889, 6830956892]",yes,,,,,,,,,,,,,,,,,,,,
way,729110439,"POLYGON ((121.4995803 31.2970683, 121.4996792 31.2968267, 121.499709 31.2968356, 121.4997379 31.2967649, 121.5001722 31.2968948, 121.5001665 31.2969087, 121.5003981 31.2969779, 121.5002877 31.2972476, 121.5001714 31.2972128, 121.5001801 31.2971915, 121.5001203 31.2971737, 121.500164 31.2970669, 121.5000225 31.2970246, 121.4998534 31.296974, 121.4998097 31.2970807, 121.4997779 31.2970712, 121.4997574 31.2971212, 121.4995803 31.2970683))","[6830956908, 6830956907, 6830956906, 6830956905, 6830956904, 6830956903, 6830956902, 6830956901, 6830956900, 6830956899, 6830956898, 6830956897, 9284753856, 6830956896, 6830956895, 6830956894, 6830956893, 6830956908]",university,,第六教学楼,,,,,,,,,,,,,,,,,,
way,729110440,"POLYGON ((121.4992191 31.2962539, 121.4992551 31.296196, 121.4994508 31.2962849, 121.4994148 31.2963429, 121.4992191 31.2962539))","[6830956912, 6830956911, 6830956910, 6830956909, 6830956912]",yes,,,,,,,,,,,,,,,,,,,,
way,729110441,"POLYGON ((121.4991796 31.296298, 121.4993838 31.2963901, 121.4993327 31.2964729, 121.4991285 31.2963808, 121.4991796 31.296298))","[6830956916, 6830956915, 6830956914, 6830956913, 6830956916]",yes,,,,,,,,,,,,,,,,,,,,
way,729110442,"POLYGON ((121.4993638 31.2964765, 121.4994452 31.2963467, 121.4995258 31.2963837, 121.4995046 31.2964176, 121.4995756 31.2964501, 121.4995377 31.2965104, 121.4994667 31.2964779, 121.4994444 31.2965134, 121.4993638 31.2964765))","[6830956924, 6830956923, 6830956922, 6830956921, 6830956920, 6830956919, 6830956918, 6830956917, 6830956924]",yes,,,,,,,,,,,,,,,,,,,,
way,729110443,"POLYGON ((121.5001454 31.2967515, 121.5003628 31.2968169, 121.5004143 31.2966918, 121.5005763 31.2967405, 121.5006247 31.2966229, 121.500384 31.2965505, 121.5003634 31.2966006, 121.5001979 31.2965509, 121.5001748 31.2966072, 121.5003284 31.2966534, 121.5003006 31.2967209, 121.5001737 31.2966828, 121.5001454 31.2967515))","[6830956936, 6830956935, 6830956934, 6830956933, 6830956932, 6830956931, 6830956930, 6830956929, 6830956928, 6830956927, 6830956926, 6830956925, 6830956936]",yes,,,,,,,,,,,,,,,,,,,,
way,729110444,"POLYGON ((121.4995859 31.2964265, 121.4996244 31.2963388, 121.499737 31.296375, 121.4997421 31.2963634, 121.5000533 31.2964632, 121.5000912 31.2963769, 121.5002288 31.296421, 121.5001883 31.2965132, 121.5001625 31.2965049, 121.5001266 31.2965867, 121.5000598 31.2965653, 121.5000818 31.2965152, 121.5000469 31.296504, 121.5000338 31.2965338, 121.5000022 31.2965237, 121.499992 31.2965471, 121.4998939 31.2965156, 121.4999021 31.2964969, 121.4997499 31.2964481, 121.4997308 31.2964917, 121.4996883 31.2964781, 121.4996955 31.2964617, 121.4995859 31.2964265))","[6830956958, 6830956957, 6830956956, 6830956955, 6830956954, 6830956953, 6830956952, 6830956951, 6830956950, 6830956949, 6830956948, 6830956947, 6830956946, 6830956945, 6830956944, 6830956943, 6830956942, 6830956941, 6830956940, 6830956939, 6830956938, 6830956937, 6830956958]",yes,,,,,,,,,,,,,,,,,,,,
way,729110445,"POLYGON ((121.5004499 31.2969018, 121.5004953 31.2967935, 121.5005997 31.2968255, 121.5006738 31.2966489, 121.5008303 31.2966969, 121.5007556 31.2968748, 121.5009075 31.2969213, 121.5008626 31.2970283, 121.5004499 31.2969018))","[6830956966, 6830956965, 6830956964, 6830956963, 6830956962, 6830956961, 6830956960, 6830956959, 6830956966]",yes,,,,,,,,,,,,,,,,,,,,
way,729110446,"POLYGON ((121.500225 31.2963477, 121.5010186 31.2967146, 121.5010761 31.2966237, 121.5002826 31.2962569, 121.500225 31.2963477))","[6830956970, 6830956969, 6830956968, 6830956967, 6830956970]",yes,,,,,,,,,,,,,,,,,,,,
way,729110447,"POLYGON ((121.4995054 31.2962608, 121.4995961 31.2963042, 121.4997197 31.2961159, 121.499629 31.2960724, 121.4995054 31.2962608))","[6830956974, 6830956973, 6830956972, 6830956971, 6830956974]",yes,,,,,,,,,,,,,,,,,,,,
way,729116299,"POLYGON ((121.5004621 31.2983339, 121.5006619 31.2978304, 121.5012329 31.2979959, 121.5011864 31.2981129, 121.5009339 31.2980397, 121.5008331 31.2982938, 121.5011005 31.2983713, 121.5010322 31.2985432, 121.5007532 31.2984624, 121.5007689 31.2984228, 121.5004621 31.2983339))","[6831009036, 6831009035, 6831009034, 6831009033, 6831009032, 6831009031, 6831009030, 6831009029, 6831009028, 6831009027, 6831009036]",yes,,,Library of Liberal Arts,,,,,library,,,,,,,,,,文科图书馆,,
way,1112726275,"LINESTRING (121.4996925 31.2974203, 121.4996781 31.2974544, 121.4996256 31.2974382, 121.4995798 31.2975466, 121.4996574 31.2975713, 121.4996449 31.2976022)","[10180894265, 3072109179, 3072109176, 3072109188, 3072109189, 10964030381]",university,,,,,,,,,,,,,,,,,,,,
way,1169365211,"POLYGON ((121.4953783 31.2980273, 121.4956539 31.2981646, 121.495761 31.2980119, 121.4961856 31.298231, 121.496406 31.2979191, 121.4959576 31.2978293, 121.4958224 31.2976789, 121.4955713 31.2978439, 121.49561 31.2978806, 121.4954812 31.2979374, 121.4954561 31.2979743, 121.4954241 31.2979587, 121.4953783 31.2980273))","[10873696781, 10873696782, 10873696783, 10873696784, 10873696785, 10873696786, 10873696787, 10873696788, 10873696789, 10873696790, 10873696791, 10873696792, 10873696781]",yes,,,,,,,,,,,,,,,,,,,,
way,1169365212,"POLYGON ((121.4944607 31.299108, 121.4947811 31.2986561, 121.4947613 31.2986468, 121.4948515 31.2985158, 121.4948764 31.2985276, 121.4949608 31.2983972, 121.4949382 31.2983846, 121.4949774 31.2983334, 121.4950284 31.2983607, 121.4952046 31.2981087, 121.4951363 31.2980679, 121.4951075 31.2981074, 121.4950817 31.2980944, 121.4949944 31.2982118, 121.4948973 31.2981645, 121.4948343 31.2982546, 121.4948761 31.2982753, 121.4948419 31.29832, 121.4946925 31.2982487, 121.4946568 31.2982973, 121.494631 31.2982818, 121.4946007 31.2983252, 121.4945787 31.2983161, 121.4941962 31.2989698, 121.4944607 31.299108))","[10873696793, 10873696794, 10873696795, 10873696796, 10873696797, 10873696798, 10873696799, 10873696800, 10873696801, 10873696802, 10873696803, 10873696804, 10873702205, 10873702206, 10873702207, 10873702208, 10873702209, 10873702210, 10873702211, 10873702212, 10873702213, 10873702214, 10873702215, 10873702216, 10873696793]",yes,,,,,,,,,,,,,,,,,,,,
relation,14884525,"POLYGON ((121.4996449 31.2976022, 121.4996827 31.2976138, 121.4997311 31.297503, 121.4996982 31.2974928, 121.4997245 31.2974306, 121.4996925 31.2974203, 121.4996781 31.2974544, 121.4996256 31.2974382, 121.4995798 31.2975466, 121.4996574 31.2975713, 121.4996449 31.2976022))","[[[10180894265, 3072109179, 3072109176, 3072109188, 3072109189, 10964030381], [3072109175, 10180894265], [10964030380, 3072109183, 3072109181, 3072109175], [10964030380, 10964030381]]]",university,,,,,,,,,,,,,,,,,,,"[1112726275, 1112726278, 1112726274, 1112726276]",multipolygon
relation,14884526,"POLYGON ((121.4996324 31.2975983, 121.4996128 31.2976447, 121.4995692 31.2976312, 121.4995588 31.2976558, 121.4994679 31.2976278, 121.4994765 31.2976074, 121.4994126 31.2975876, 121.4993652 31.2976996, 121.4993916 31.2977077, 121.49938 31.2977351, 121.4995085 31.2977748, 121.4994992 31.2977967, 121.4995294 31.2978061, 121.4995397 31.2977815, 121.4995719 31.2977914, 121.4995812 31.2977696, 121.4996141 31.2977797, 121.4996239 31.2977565, 121.4996595 31.2977675, 121.4996687 31.2977458, 121.4999204 31.2978235, 121.4999112 31.2978452, 121.4999445 31.2978555, 121.4999347 31.2978788, 121.4999664 31.2978886, 121.499956 31.297913, 121.4999929 31.2979244, 121.4999836 31.2979464, 121.5000192 31.2979574, 121.5000285 31.2979354, 121.5001598 31.2979759, 121.5001714 31.2979486, 121.500205 31.297959, 121.500255 31.2978409, 121.5001854 31.2978195, 121.5001742 31.2978459, 121.5000788 31.2978164, 121.5000893 31.2977918, 121.5000696 31.2977857, 121.5000892 31.2977394, 121.4996827 31.2976138, 121.4996449 31.2976022, 121.4996324 31.2975983))","[[[3072109192, 3072109199, 3072109198, 3072109200, 3072109197, 3072109194, 3072109190, 3072109202, 3072109203, 3072109205, 3072109212, 3072109218, 3072109219, 3072109214, 3072109216, 3072109211, 3072109213, 3072109208, 3072109210, 3072109207, 3072109223, 3072109225, 3072109227, 3072109228, 3072109229, 3072109231, 3072109232, 3072109234, 3072109236, 3072109233, 3072109238, 3072109235, 3072109237, 3072109224, 3072109222, 3072109226, 3072109221, 3072109217, 3072109215, 3072109206, 10964030380, 10964030381, 3072109192]]]",university,,文科楼,,,,,,,,,,,,,,,,,[302928386],multipolygon
relation,14884527,"POLYGON ((121.4997245 31.2974306, 121.4999825 31.2975102, 121.4999721 31.2975347, 121.5001572 31.2975919, 121.5001443 31.2976226, 121.5003885 31.297698, 121.500475 31.2974935, 121.5002986 31.297439, 121.5002784 31.2974869, 121.5000254 31.2974087, 121.500032 31.2973931, 121.4997741 31.2973134, 121.4997821 31.2972945, 121.4995132 31.2972115, 121.4994618 31.2973331, 121.4996985 31.2974062, 121.4996925 31.2974203, 121.4997245 31.2974306))","[[[3072109175, 3072109184, 3072109186, 3072109191, 3072109196, 3072109201, 3072109182, 3072109177, 3072109180, 3072109174, 3072109172, 3072109168, 3072109167, 3072109164, 3072109170, 3072109173, 10180894265, 3072109175]]]",university,,第五教学楼,,,,,,,,,,,,,,,,,[1112726277],multipolygon
