u,v,key,osmid,oneway,name,highway,reversed,length,bridge,geometry
2784759596,8602624215,0,"[927170629, 273640735]",False,学苑西路,"['service', 'unclassified']",False,344.94599999999997,,"LINESTRING (117.1343202 34.2166777, 117.1340662 34.2168307, 117.1332121 34.2173931, 117.1330504 34.2176164, 117.1331151 34.2177795, 117.1338392 34.2185158, 117.1343075 34.2189183)"
2784759596,4535620339,0,273640735,False,学苑西路,unclassified,True,66.051,,"LINESTRING (117.1343202 34.2166777, 117.1347622 34.216386, 117.1348832 34.2163088)"
2784759991,4535621041,0,1182220181,False,,service,True,113.432,,"LINESTRING (117.1368424 34.2191632, 117.1377907 34.2185107)"
2784759991,4535620584,0,273640722,False,学苑北路,unclassified,False,73.81400000000001,,"LINESTRING (117.1368424 34.2191632, 117.1371729 34.21924, 117.1375791 34.2192713, 117.1376292 34.2192613)"
2784759991,4535621029,0,273640722,False,学苑北路,unclassified,True,122.738,,"LINESTRING (117.1368424 34.2191632, 117.1365529 34.2189846, 117.1359379 34.2183604)"
2784759997,4535620620,0,273640484,False,行健西路,unclassified,False,119.01,,"LINESTRING (117.1393814 34.2183303, 117.1385807 34.2174894)"
2784759997,4535621044,0,273640722,False,学苑北路,unclassified,True,73.214,,"LINESTRING (117.1393814 34.2183303, 117.1387458 34.2187269)"
2784759997,8647719840,0,273640484,False,行健西路,unclassified,True,16.723,,"LINESTRING (117.1393814 34.2183303, 117.1394243 34.2183793, 117.1394913 34.2184501)"
2784761228,10978707321,0,1182220183,False,,path,False,10.89,,"LINESTRING (117.1371624 34.2126679, 117.1372807 34.2126633)"
2784782122,2784782349,0,273640273,False,行健北路,unclassified,False,20.036,,"LINESTRING (117.1440786 34.2201972, 117.1438669 34.2202399)"
2784782122,4535620529,0,273640273,False,行健北路,unclassified,True,51.092,,"LINESTRING (117.1440786 34.2201972, 117.1446188 34.2200895)"
2784782349,2784782122,0,273640273,False,行健北路,unclassified,True,20.036,,"LINESTRING (117.1438669 34.2202399, 117.1440786 34.2201972)"
2784782349,4535621136,0,273640273,False,行健北路,unclassified,False,46.774,,"LINESTRING (117.1438669 34.2202399, 117.1437169 34.2202672, 117.1433659 34.2203118)"
2784783141,4535620377,0,273643452,True,,service,False,145.485,,"LINESTRING (117.1422692 34.2142079, 117.1435283 34.2134156)"
2784783141,8647719846,0,932901069,False,,footway,True,46.764,,"LINESTRING (117.1422692 34.2142079, 117.1418568 34.214454)"
2784783141,8602624170,0,273640238,False,行健东路,unclassified,False,77.358,,"LINESTRING (117.1422692 34.2142079, 117.1420462 34.214003, 117.1418622 34.2137405, 117.1418034 34.2136345)"
2784783141,8647719845,0,273640238,False,行健东路,unclassified,True,24.526,,"LINESTRING (117.1422692 34.2142079, 117.1423745 34.2143288, 117.1424281 34.214385)"
2784783215,8647719845,0,273640238,False,行健东路,unclassified,False,4.291,,"LINESTRING (117.142457 34.2144153, 117.1424281 34.214385)"
2784783215,4535620463,0,273640238,False,行健东路,unclassified,True,72.815,,"LINESTRING (117.142457 34.2144153, 117.1427526 34.2147255, 117.1429865 34.2148991)"
4535620338,10978707313,0,457409351,False,,footway,True,36.772,,"LINESTRING (117.133808 34.2151518, 117.1340517 34.215414)"
4535620338,4535620341,0,713484479,False,,footway,True,16.441,,"LINESTRING (117.133808 34.2151518, 117.1339397 34.2150518)"
4535620338,10978707305,0,1182220176,False,,footway,False,64.09,,"LINESTRING (117.133808 34.2151518, 117.1332606 34.2155086)"
4535620339,8602650566,0,273640735,False,学苑西路,unclassified,True,9.286,,"LINESTRING (117.1348832 34.2163088, 117.134964 34.2162587)"
4535620339,10978707311,0,457409351,False,,footway,False,54.101,,"LINESTRING (117.1348832 34.2163088, 117.1345247 34.215923)"
4535620339,2784759596,0,273640735,False,学苑西路,unclassified,False,66.051,,"LINESTRING (117.1348832 34.2163088, 117.1347622 34.216386, 117.1343202 34.2166777)"
4535620340,8602650566,0,273640735,False,学苑西路,unclassified,False,10.202,,"LINESTRING (117.1350528 34.2162037, 117.134964 34.2162587)"
4535620340,10978707310,0,457409352,False,,footway,True,54.174,,"LINESTRING (117.1350528 34.2162037, 117.134685 34.2158231)"
4535620340,2784758225,0,273640735,False,学苑西路,unclassified,True,80.924,,"LINESTRING (117.1350528 34.2162037, 117.1354818 34.2159347, 117.1357722 34.2157858)"
4535620341,10978707312,0,457409352,False,,footway,False,38.488,,"LINESTRING (117.1339397 34.2150518, 117.134201 34.2153222)"
4535620341,4535620338,0,713484479,False,,footway,False,16.441,,"LINESTRING (117.1339397 34.2150518, 117.133808 34.2151518)"
4535620341,6708415273,0,713484479,False,,footway,True,70.099,,"LINESTRING (117.1339397 34.2150518, 117.1340686 34.2149252, 117.1340954 34.2146945, 117.1339935 34.2144771)"
4535620375,2784783215,0,273643454,True,,service,False,146.406,,"LINESTRING (117.1437131 34.2136062, 117.142457 34.2144153)"
4535620375,4535620376,0,457409357,False,,service,False,78.217,,"LINESTRING (117.1437131 34.2136062, 117.1442452 34.214155)"
4535620375,4535620377,0,457409357,False,,service,True,27.165,,"LINESTRING (117.1437131 34.2136062, 117.1435283 34.2134156)"
4535620376,4535620375,0,457409357,False,,service,True,78.217,,"LINESTRING (117.1442452 34.214155, 117.1437131 34.2136062)"
4535620377,4535620375,0,457409357,False,,service,False,27.165,,"LINESTRING (117.1435283 34.2134156, 117.1437131 34.2136062)"
4535620389,10978666787,0,457409360,False,,service,True,126.703,,"LINESTRING (117.1432533 34.2171609, 117.1446312 34.2171726)"
4535620389,4535620483,0,457409370,False,,service,False,52.136,,"LINESTRING (117.1432533 34.2171609, 117.1429115 34.2167868)"
4535620389,10978666784,0,"[457409370, 1182220170]",False,,service,True,168.215,,"LINESTRING (117.1432533 34.2171609, 117.1436552 34.2176006, 117.1438534 34.2174614, 117.144404 34.2180531)"
4535620390,10978666787,0,457409360,False,,service,False,79.393,,"LINESTRING (117.1454946 34.2171799, 117.1446312 34.2171726)"
4535620390,10978666786,0,273640238,False,行健东路,unclassified,False,132.341,,"LINESTRING (117.1454946 34.2171799, 117.1454681 34.2171425, 117.145228 34.2168725, 117.1448585 34.2164435, 117.1446348 34.2162267)"
4535620390,4535620394,0,273640238,False,行健东路,unclassified,True,90.299,,"LINESTRING (117.1454946 34.2171799, 117.1457322 34.2175157, 117.1458866 34.217919)"
4535620391,4535620392,0,457409361,False,,footway,True,49.595,,"LINESTRING (117.1429745 34.2189822, 117.1434017 34.2187099)"
4535620391,4535621141,0,457409432,False,,pedestrian,False,41.35,,"LINESTRING (117.1429745 34.2189822, 117.1432519 34.2192749)"
4535620391,8602624192,0,457409432,False,,pedestrian,True,82.15,,"LINESTRING (117.1429745 34.2189822, 117.1424234 34.2184007)"
4535620392,4535620391,0,457409361,False,,footway,False,49.595,,"LINESTRING (117.1434017 34.2187099, 117.1429745 34.2189822)"
4535620392,10978666784,0,457409361,False,,footway,True,117.588,,"LINESTRING (117.1434017 34.2187099, 117.144404 34.2180531)"
4535620392,4535621139,0,457409431,False,,pedestrian,False,40.432,,"LINESTRING (117.1434017 34.2187099, 117.1436717 34.2189969)"
4535620392,4535620482,0,457409431,False,,pedestrian,True,197.861,,"LINESTRING (117.1434017 34.2187099, 117.1420803 34.2173055)"
4535620394,4535620390,0,273640238,False,行健东路,unclassified,False,90.299,,"LINESTRING (117.1458866 34.217919, 117.1457322 34.2175157, 117.1454946 34.2171799)"
4535620394,4535620529,0,"[273640273, 273640238]",False,"['行健东路', '行健北路']",unclassified,"[False, True]",328.19,,"LINESTRING (117.1458866 34.217919, 117.1459146 34.2179921, 117.1460618 34.2187592, 117.1460488 34.2194055, 117.1456189 34.2198902, 117.1446188 34.2200895)"
4535620394,10978666784,0,457409361,False,,footway,False,141.391,,"LINESTRING (117.1458866 34.217919, 117.1446037 34.2179222, 117.144404 34.2180531)"
4535620420,10573859835,0,"[457409363, 1134179631]",False,,footway,False,75.721,yes,"LINESTRING (117.1432338 34.2168143, 117.1428616 34.2170601, 117.1427741 34.2171169, 117.1426957 34.217026, 117.142633 34.2169606)"
4535620463,8647719843,0,457409366,False,,service,True,50.574,,"LINESTRING (117.1429865 34.2148991, 117.1425544 34.2151805)"
4535620463,2784783215,0,273640238,False,行健东路,unclassified,False,72.815,,"LINESTRING (117.1429865 34.2148991, 117.1427526 34.2147255, 117.142457 34.2144153)"
4535620463,8602624183,0,273640238,False,行健东路,unclassified,True,53.885000000000005,,"LINESTRING (117.1429865 34.2148991, 117.1431876 34.2150483, 117.1434337 34.215212)"
4535620464,8647719843,0,457409366,False,,service,False,73.636,,"LINESTRING (117.1419317 34.2155959, 117.1419687 34.2155618, 117.1425544 34.2151805)"
4535620464,4535621104,0,457409366,False,,service,True,41.873000000000005,,"LINESTRING (117.1419317 34.2155959, 117.1419106 34.2156383, 117.1419076 34.2156841, 117.1419231 34.2157281, 117.1420985 34.2159181)"
4535620464,8602624169,0,927170622,False,,service,True,217.64,,"LINESTRING (117.1419317 34.2155959, 117.1417125 34.2157216, 117.141637 34.2157369, 117.1415769 34.2157139, 117.1415291 34.2156706, 117.1406271 34.2147757, 117.1406731 34.2143835)"
4535620480,4535620481,0,457409368,False,,footway,True,96.227,,"LINESTRING (117.1426855 34.2165395, 117.1418681 34.2170799)"
4535620480,4535621104,0,457409370,False,,service,False,87.679,,"LINESTRING (117.1426855 34.2165395, 117.1420985 34.2159181)"
4535620480,4535620483,0,457409370,False,,service,True,34.467,,"LINESTRING (117.1426855 34.2165395, 117.1429115 34.2167868)"
4535620481,4535620480,0,457409368,False,,footway,False,96.227,,"LINESTRING (117.1418681 34.2170799, 117.1426855 34.2165395)"
4535620481,4535620482,0,457409431,False,,pedestrian,False,31.78,,"LINESTRING (117.1418681 34.2170799, 117.1420803 34.2173055)"
4535620481,4535621140,0,457409431,False,,pedestrian,True,89.413,,"LINESTRING (117.1418681 34.2170799, 117.1412709 34.2164453)"
4535620482,10573859835,0,457409369,False,,footway,True,63.667,,"LINESTRING (117.1420803 34.2173055, 117.142633 34.2169606)"
4535620482,4535620392,0,457409431,False,,pedestrian,False,197.861,,"LINESTRING (117.1420803 34.2173055, 117.1434017 34.2187099)"
4535620482,4535620481,0,457409431,False,,pedestrian,True,31.78,,"LINESTRING (117.1420803 34.2173055, 117.1418681 34.2170799)"
4535620483,10573859835,0,457409369,False,,footway,False,32.082,,"LINESTRING (117.1429115 34.2167868, 117.142633 34.2169606)"
4535620483,4535620480,0,457409370,False,,service,False,34.467,,"LINESTRING (117.1429115 34.2167868, 117.1426855 34.2165395)"
4535620483,4535620389,0,457409370,False,,service,True,52.136,,"LINESTRING (117.1429115 34.2167868, 117.1432533 34.2171609)"
4535620483,8602624182,0,927170623,False,,service,False,112.007,,"LINESTRING (117.1429115 34.2167868, 117.1430338 34.2166459, 117.1430151 34.2161786, 117.1430548 34.2161342, 117.1434308 34.216124)"
4535620525,4535621138,0,457409375,False,,service,True,197.76600000000002,,"LINESTRING (117.1457296 34.2181751, 117.1447854 34.2181263, 117.1439539 34.2186142, 117.1440791 34.2187271)"
4535620529,2784782122,0,273640273,False,行健北路,unclassified,False,51.092,,"LINESTRING (117.1446188 34.2200895, 117.1440786 34.2201972)"
4535620529,4535620394,0,"[273640273, 273640238]",False,"['行健东路', '行健北路']",unclassified,"[False, True]",328.19,,"LINESTRING (117.1446188 34.2200895, 117.1456189 34.2198902, 117.1460488 34.2194055, 117.1460618 34.2187592, 117.1459146 34.2179921, 117.1458866 34.217919)"
4535620529,4535621138,0,457409375,False,,service,False,169.251,,"LINESTRING (117.1446188 34.2200895, 117.1446513 34.2193505, 117.1440791 34.2187271)"
4535620584,10978666800,0,273640722,False,学苑北路,unclassified,False,94.104,,"LINESTRING (117.1376292 34.2192613, 117.1378648 34.2192144, 117.1382228 34.2190749, 117.1385238 34.2188759)"
4535620584,2784759991,0,273640722,False,学苑北路,unclassified,True,73.814,,"LINESTRING (117.1376292 34.2192613, 117.1375791 34.2192713, 117.1371729 34.21924, 117.1368424 34.2191632)"
4535620584,8602624211,0,457409379,False,,service,True,29.653,,"LINESTRING (117.1376292 34.2192613, 117.1376573 34.2194327, 117.1377285 34.2195056)"
4535620587,8647719838,0,273640484,False,行健西路,unclassified,False,83.002,,"LINESTRING (117.1401383 34.2191342, 117.1395822 34.2185462)"
4535620587,2784758217,0,273640484,False,行健西路,unclassified,True,53.339,,"LINESTRING (117.1401383 34.2191342, 117.1404956 34.2195121)"
4535620587,10978666799,0,457409379,False,,service,False,97.752,,"LINESTRING (117.1401383 34.2191342, 117.139299 34.2196738)"
4535620590,8602624193,0,927170625,False,,service,False,25.083,,"LINESTRING (117.1411129 34.219116, 117.1409447 34.2189384)"
4535620590,8602624191,0,927170625,False,,service,True,11.562,,"LINESTRING (117.1411129 34.219116, 117.1411896 34.2191984)"
4535620590,2784758217,0,"[457409380, 457409381, 457409382]",False,,pedestrian,True,71.843,yes,"LINESTRING (117.1411129 34.219116, 117.1410133 34.2191799, 117.1405854 34.2194544, 117.1404956 34.2195121)"
4535620620,4535621039,0,273640484,False,行健西路,unclassified,False,11.199,,"LINESTRING (117.1385807 34.2174894, 117.1385053 34.2174103)"
4535620620,2784759997,0,273640484,False,行健西路,unclassified,True,119.01,,"LINESTRING (117.1385807 34.2174894, 117.1393814 34.2183303)"
4535620620,4535620626,0,457409387,False,,footway,False,103.974,,"LINESTRING (117.1385807 34.2174894, 117.1392764 34.217064, 117.1395242 34.2169851)"
4535620621,4535620622,0,457409391,False,,footway,True,33.41,yes,"LINESTRING (117.1401273 34.217211, 117.139801 34.2170788)"
4535620621,4535621142,0,927170625,False,,service,False,84.615,,"LINESTRING (117.1401273 34.217211, 117.140834 34.2167236)"
4535620621,4535620624,0,927170625,False,,service,True,28.493,,"LINESTRING (117.1401273 34.217211, 117.1398883 34.2173741)"
4535620622,4535620625,0,457409389,False,,footway,False,8.957,yes,"LINESTRING (117.139801 34.2170788, 117.1397252 34.2171294)"
4535620622,4535620621,0,457409391,False,,footway,False,33.41,yes,"LINESTRING (117.139801 34.2170788, 117.1401273 34.217211)"
4535620622,4535620623,0,457409391,False,,footway,True,24.007,yes,"LINESTRING (117.139801 34.2170788, 117.1397252 34.2168722)"
4535620623,4535620626,0,457409387,False,,footway,True,22.342,,"LINESTRING (117.1397252 34.2168722, 117.1395242 34.2169851)"
4535620623,4535620622,0,457409391,False,,footway,False,24.007,yes,"LINESTRING (117.1397252 34.2168722, 117.139801 34.2170788)"
4535620623,8602624135,0,"[457409387, 968464094]",False,,"['service', 'footway']","[False, True]",213.118,,"LINESTRING (117.1397252 34.2168722, 117.1398498 34.2167479, 117.1399326 34.2166017, 117.1399684 34.216443, 117.1399622 34.2162679, 117.139898 34.2161009, 117.1397807 34.215955, 117.1395849 34.2158137, 117.1393462 34.2157288, 117.1389814 34.215711, 117.1387706 34.2157226)"
4535620624,4535620625,0,457409392,False,,footway,True,31.069,yes,"LINESTRING (117.1398883 34.2173741, 117.1397252 34.2171294)"
4535620624,4535620621,0,927170625,False,,service,False,28.493,,"LINESTRING (117.1398883 34.2173741, 117.1401273 34.217211)"
4535620624,8647719841,0,927170625,False,,service,True,101.388,,"LINESTRING (117.1398883 34.2173741, 117.1396919 34.217461, 117.1396611 34.2174865, 117.1396473 34.2175158, 117.1396488 34.217554, 117.139675 34.2176241, 117.1400985 34.2180463)"
4535620625,4535620622,0,457409389,False,,footway,True,8.957,yes,"LINESTRING (117.1397252 34.2171294, 117.139801 34.2170788)"
4535620625,4535620624,0,457409392,False,,footway,False,31.069,yes,"LINESTRING (117.1397252 34.2171294, 117.1398883 34.2173741)"
4535620625,4535620626,0,457409392,False,,footway,True,24.475,yes,"LINESTRING (117.1397252 34.2171294, 117.1395242 34.2169851)"
4535620626,4535620623,0,457409387,False,,footway,False,22.342,,"LINESTRING (117.1395242 34.2169851, 117.1397252 34.2168722)"
4535620626,4535620625,0,457409392,False,,footway,False,24.475,yes,"LINESTRING (117.1395242 34.2169851, 117.1397252 34.2171294)"
4535620626,4535620620,0,457409387,False,,footway,True,103.974,,"LINESTRING (117.1395242 34.2169851, 117.1392764 34.217064, 117.1385807 34.2174894)"
4535620928,10978707315,0,1182220182,False,,path,True,93.55,,"LINESTRING (117.1368616 34.2126969, 117.1366823 34.2127706, 117.1365823 34.2128333, 117.1365228 34.2130323, 117.1364119 34.2131106, 117.1362253 34.2131889, 117.1362036 34.21326)"
4535621021,4535621040,0,457409402,False,,service,True,58.579,,"LINESTRING (117.1378253 34.2171742, 117.138211 34.2175935)"
4535621021,4535621047,0,457409411,False,,service,False,91.941,,"LINESTRING (117.1378253 34.2171742, 117.137028 34.2176732)"
4535621021,2784758219,0,457409411,False,,service,True,32.867,,"LINESTRING (117.1378253 34.2171742, 117.1381103 34.2169958)"
4535621029,4535621047,0,457409405,False,,pedestrian,True,126.038,,"LINESTRING (117.1359379 34.2183604, 117.137028 34.2176732)"
4535621029,2784759991,0,273640722,False,学苑北路,unclassified,False,122.738,,"LINESTRING (117.1359379 34.2183604, 117.1365529 34.2189846, 117.1368424 34.2191632)"
4535621029,8602650577,0,273640722,False,学苑北路,unclassified,True,120.767,,"LINESTRING (117.1359379 34.2183604, 117.135669 34.2180875, 117.135119 34.2175113)"
4535621039,2784758219,0,273640484,False,行健西路,unclassified,False,58.681,,"LINESTRING (117.1385053 34.2174103, 117.1381103 34.2169958)"
4535621039,4535620620,0,273640484,False,行健西路,unclassified,True,11.199,,"LINESTRING (117.1385053 34.2174103, 117.1385807 34.2174894)"
4535621039,4535621040,0,457409408,False,,service,False,33.871,,"LINESTRING (117.1385053 34.2174103, 117.138211 34.2175935)"
4535621040,4535621021,0,457409402,False,,service,False,58.579,,"LINESTRING (117.138211 34.2175935, 117.1378253 34.2171742)"
4535621040,4535621039,0,457409408,False,,service,True,33.871,,"LINESTRING (117.138211 34.2175935, 117.1385053 34.2174103)"
4535621040,4535621043,0,457409408,False,,service,False,95.398,,"LINESTRING (117.138211 34.2175935, 117.1385919 34.2180117, 117.1382689 34.2182129)"
4535621041,4535621047,0,457409408,False,,service,False,116.578,,"LINESTRING (117.1377907 34.2185107, 117.137028 34.2176732)"
4535621041,4535621043,0,457409408,False,,service,True,55.044,,"LINESTRING (117.1377907 34.2185107, 117.1382689 34.2182129)"
4535621041,2784759991,0,1182220181,False,,service,False,113.432,,"LINESTRING (117.1377907 34.2185107, 117.1368424 34.2191632)"
4535621043,4535621041,0,457409408,False,,service,False,55.044,,"LINESTRING (117.1382689 34.2182129, 117.1377907 34.2185107)"
4535621043,4535621044,0,457409409,False,,service,True,72.037,,"LINESTRING (117.1382689 34.2182129, 117.1387458 34.2187269)"
4535621043,4535621040,0,457409408,False,,service,True,95.398,,"LINESTRING (117.1382689 34.2182129, 117.1385919 34.2180117, 117.138211 34.2175935)"
4535621044,2784759997,0,273640722,False,学苑北路,unclassified,False,73.214,,"LINESTRING (117.1387458 34.2187269, 117.1393814 34.2183303)"
4535621044,4535621043,0,457409409,False,,service,False,72.037,,"LINESTRING (117.1387458 34.2187269, 117.1382689 34.2182129)"
4535621044,10978666800,0,273640722,False,学苑北路,unclassified,True,26.295,,"LINESTRING (117.1387458 34.2187269, 117.1386944 34.218759, 117.1385238 34.2188759)"
4535621045,8602650575,0,457409410,False,,footway,True,74.201,,"LINESTRING (117.1364972 34.2171168, 117.1371238 34.2166963)"
4535621045,4535621047,0,927170630,False,,service,True,78.802,,"LINESTRING (117.1364972 34.2171168, 117.137028 34.2176732)"
4535621045,8602650571,0,927170646,False,,footway,True,44.842,,"LINESTRING (117.1364972 34.2171168, 117.1361639 34.2168224)"
4535621046,8602650575,0,457409410,False,,footway,False,53.36,,"LINESTRING (117.1375744 34.2163939, 117.1371238 34.2166963)"
4535621046,8602624151,0,273640484,False,行健西路,unclassified,False,98.77499999999999,,"LINESTRING (117.1375744 34.2163939, 117.1373727 34.2162343, 117.1371249 34.2161623, 117.136703 34.2161346, 117.1365942 34.2161271)"
4535621046,8602650565,0,273640484,False,行健西路,unclassified,True,33.536,,"LINESTRING (117.1375744 34.2163939, 117.1376397 34.2164456, 117.1377981 34.2166308)"
4535621047,4535621029,0,457409405,False,,pedestrian,False,126.038,,"LINESTRING (117.137028 34.2176732, 117.1359379 34.2183604)"
4535621047,4535621041,0,457409408,False,,service,True,116.578,,"LINESTRING (117.137028 34.2176732, 117.1377907 34.2185107)"
4535621047,4535621021,0,457409411,False,,service,True,91.941,,"LINESTRING (117.137028 34.2176732, 117.1378253 34.2171742)"
4535621047,4535621045,0,927170630,False,,service,False,78.802,,"LINESTRING (117.137028 34.2176732, 117.1364972 34.2171168)"
4535621063,10978707305,0,273640666,False,学苑南路,unclassified,False,24.033,,"LINESTRING (117.1331017 34.215337, 117.1332606 34.2155086)"
4535621063,6708415272,0,273640666,False,学苑南路,unclassified,True,39.923,,"LINESTRING (117.1331017 34.215337, 117.1328378 34.2150519)"
4535621063,4535621066,0,457409415,False,,footway,False,112.235,,"LINESTRING (117.1331017 34.215337, 117.132133 34.2159511)"
4535621064,10978707305,0,273640666,False,学苑南路,unclassified,True,52.658,,"LINESTRING (117.1336086 34.2158847, 117.1332606 34.2155086)"
4535621064,2784759596,0,273640666,False,学苑南路,unclassified,False,109.83,,"LINESTRING (117.1336086 34.2158847, 117.1337203 34.2160054, 117.1340417 34.216382, 117.1343202 34.2166777)"
4535621064,4535621066,0,457409416,False,,footway,True,186.20100000000002,,"LINESTRING (117.1336086 34.2158847, 117.1326399 34.2164812, 117.132133 34.2159511)"
4535621066,4535621063,0,457409415,False,,footway,True,112.235,,"LINESTRING (117.132133 34.2159511, 117.1331017 34.215337)"
4535621066,4535621064,0,457409416,False,,footway,False,186.20100000000002,,"LINESTRING (117.132133 34.2159511, 117.1326399 34.2164812, 117.1336086 34.2158847)"
