u,v,key,osmid,lanes,name,highway,access,oneway,reversed,length,geometry,service,bridge,tunnel
6563915330,1925517874,0,698990268,,,footway,,False,False,4.264,"LINESTRING (114.1395914 22.2838391, 114.1395501 22.2838423)",,,
6563915331,1925517874,0,182208618,,,steps,,False,False,6.68,"LINESTRING (114.1395296 22.2837853, 114.1395501 22.2838423)",,,
6563915333,6563915336,0,182208618,,,steps,,False,True,15.167,"LINESTRING (114.1395715 22.2841252, 114.1395617 22.2839891)",,,
6563915333,6563915327,0,698990269,,,footway,,False,False,25.11,"LINESTRING (114.1395715 22.2841252, 114.1393668 22.2840663, 114.1393441 22.2840486)",,,
6563915333,6563915335,0,698990269,,,footway,,False,True,61.358999999999995,"LINESTRING (114.1395715 22.2841252, 114.1398208 22.2841303, 114.1401419 22.2840086)",,,
6563915335,1925517827,0,182208636,,,steps,,False,True,44.900999999999996,"LINESTRING (114.1401419 22.2840086, 114.1401339 22.2838547, 114.1401205 22.2837976, 114.140099 22.2837728, 114.1400722 22.2837654, 114.1400312 22.2837809, 114.1399913 22.2838153, 114.1399542 22.2838398)",,,
6563915335,6563915333,0,698990269,,,footway,,False,False,61.358999999999995,"LINESTRING (114.1401419 22.2840086, 114.1398208 22.2841303, 114.1395715 22.2841252)",,,
6563915336,6563915333,0,182208618,,,steps,,False,False,15.167,"LINESTRING (114.1395617 22.2839891, 114.1395715 22.2841252)",,,
6563915336,1925517874,0,182208618,,,steps,,False,True,16.367,"LINESTRING (114.1395617 22.2839891, 114.1395501 22.2838423)",,,
6563915336,1925517827,0,182208624,,,footway,,False,False,46.638000000000005,"LINESTRING (114.1395617 22.2839891, 114.1398275 22.2839651, 114.139922 22.2838622, 114.1399542 22.2838398)",,,
6563915337,356625550,0,"[31853938, 698990270]",,,service,permissive,False,True,67.09700000000001,"LINESTRING (114.1398372 22.282867, 114.139883 22.2828636, 114.1402131 22.2828421, 114.1403205 22.282798, 114.140442 22.2827049)",driveway,,
6563915340,6563915341,0,"[698990249, 698990273]",,,steps,,False,True,23.418,"LINESTRING (114.1395911 22.2835546, 114.1395177 22.2835538, 114.1395194 22.2835898, 114.1395462 22.283592, 114.1395428 22.28356, 114.1394892 22.2835604)",,yes,
6563915341,6327465409,0,732556275,,,pedestrian,,False,True,3.733,"LINESTRING (114.1394892 22.2835604, 114.1394547 22.2835708)",,,
6563915341,6563915340,0,"[698990273, 698990249]",,,steps,,False,False,23.418,"LINESTRING (114.1394892 22.2835604, 114.1395428 22.28356, 114.1395462 22.283592, 114.1395194 22.2835898, 114.1395177 22.2835538, 114.1395911 22.2835546)",,yes,
6563915341,6563915343,0,732556275,,,pedestrian,,False,False,40.161,"LINESTRING (114.1394892 22.2835604, 114.1394898 22.2835383, 114.1396028 22.2835305, 114.1397056 22.2835234, 114.139817 22.2835157, 114.139855 22.2835203)",,,
6563915343,6563915341,0,732556275,,,pedestrian,,False,True,40.160999999999994,"LINESTRING (114.139855 22.2835203, 114.139817 22.2835157, 114.1397056 22.2835234, 114.1396028 22.2835305, 114.1394898 22.2835383, 114.1394892 22.2835604)",,,
6563915346,6563915347,0,698990276,,,footway,,False,True,4.61,"LINESTRING (114.1390856 22.2823662, 114.1390408 22.2823669)",,,
6563915347,1925480949,0,182203585,2,,service,permissive,False,False,2.358,"LINESTRING (114.1390408 22.2823669, 114.1390234 22.2823531)",,,
6563915347,6563915346,0,698990276,,,footway,,False,False,4.61,"LINESTRING (114.1390408 22.2823669, 114.1390856 22.2823662)",,,
6563915347,356626261,0,"[182203585, 182208612, 182208620, 182203634, 31854002]",2,,service,permissive,False,True,202.37099999999998,"LINESTRING (114.1390408 22.2823669, 114.1390508 22.2823747, 114.1391023 22.2824319, 114.1391801 22.2825162, 114.1392061 22.2825692, 114.1392218 22.2826818, 114.1392359 22.2829117, 114.1392475 22.2829782, 114.1393018 22.2830511, 114.1394572 22.2831574, 114.1395402 22.2831821, 114.1396439 22.2831815, 114.1400533 22.2831645, 114.1401504 22.283158, 114.1404055 22.2831152)",,,building_passage
6563915348,6563915349,0,698990277,2,,service,permissive,False,True,4.663,"LINESTRING (114.1391765 22.282391, 114.1391717 22.2823493)",,,
6563915349,6563915348,0,698990277,2,,service,permissive,False,False,4.663,"LINESTRING (114.1391717 22.2823493, 114.1391765 22.282391)",,,
6563915349,6563915350,0,"[698990274, 698990278]",2,,service,permissive,False,False,23.419,"LINESTRING (114.1391717 22.2823493, 114.1392408 22.2823492, 114.1393993 22.2823478)",,,
6563915349,1925480949,0,"[698990275, 698990278]",2,,service,permissive,False,True,15.267999999999999,"LINESTRING (114.1391717 22.2823493, 114.1390853 22.2823529, 114.1390234 22.2823531)",,,
6563915350,1925517877,0,202152691,,,footway,,False,False,44.256,"LINESTRING (114.1393993 22.2823478, 114.1393759 22.2824073, 114.1393606 22.2824233, 114.1395053 22.2825788, 114.1396144 22.2826175)",,,
6563915350,2121283331,0,202152691,,,footway,,False,True,4.104,"LINESTRING (114.1393993 22.2823478, 114.1394044 22.2823347, 114.1394217 22.2823182)",,,
6563915350,6563915349,0,"[698990274, 698990278]",2,,service,permissive,False,True,23.419,"LINESTRING (114.1393993 22.2823478, 114.1392408 22.2823492, 114.1391717 22.2823493)",,,
6563915354,6563915356,0,698990283,,,footway,,False,True,12.221,"LINESTRING (114.1386085 22.2835213, 114.1384904 22.283533)",,,
6563915354,9036874346,0,"[700710043, 675660167]",2,,service,permissive,False,False,22.491,"LINESTRING (114.1386085 22.2835213, 114.1386043 22.2834583, 114.1385954 22.2833194)",driveway,,building_passage
6563915354,356626267,0,675660167,2,,service,permissive,False,True,2.3049999999999997,"LINESTRING (114.1386085 22.2835213, 114.1386091 22.2835337, 114.1386052 22.2835412)",driveway,,
6563915355,6563915356,0,698990284,,,footway,,False,False,12.891,"LINESTRING (114.1383898 22.2836021, 114.1384904 22.283533)",,,
6563915355,356626384,0,698990286,1,仲賢路 Lee Chung Yin Road,service,permissive,True,False,6.555,"LINESTRING (114.1383898 22.2836021, 114.1384535 22.2836028)",,,
6563915356,6563915354,0,698990283,,,footway,,False,False,12.221,"LINESTRING (114.1384904 22.283533, 114.1386085 22.2835213)",,,
6563915356,6563915355,0,698990284,,,footway,,False,True,12.891,"LINESTRING (114.1384904 22.283533, 114.1383898 22.2836021)",,,
6563915356,6563915357,0,698990285,,,footway,,False,True,7.94,"LINESTRING (114.1384904 22.283533, 114.1384917 22.2834616)",,,
6563915357,6563915356,0,698990285,,,footway,,False,False,7.94,"LINESTRING (114.1384917 22.2834616, 114.1384904 22.283533)",,,
6580248383,6580279791,0,700710030,,,footway,,False,True,2.514,"LINESTRING (114.1373084 22.2834557, 114.1373328 22.2834545)",,,
6580248383,4525548837,0,702067357,,,service,permissive,False,True,6.484,"LINESTRING (114.1373084 22.2834557, 114.1373097 22.283514)",driveway,yes,
6580248383,6593054194,0,702067358,,,footway,permissive,False,False,24.203,"LINESTRING (114.1373084 22.2834557, 114.1372965 22.2832627, 114.1373227 22.2832605)",,yes,
6580279785,1926490121,0,456279017,,,footway,,False,False,6.521,"LINESTRING (114.1371458 22.2831776, 114.1370979 22.2831392)",,,
6580279786,4525548837,0,"[692913411, 692913412]",,,"['steps', 'footway']",,False,False,23.967,"LINESTRING (114.1375424 22.2835043, 114.1373358 22.283513, 114.1373097 22.283514)",,,
6580279786,6505344809,0,692913411,,,steps,,False,True,32.007999999999996,"LINESTRING (114.1375424 22.2835043, 114.1375872 22.2835073, 114.1378528 22.2834913)",,,
6580279786,6580279787,0,700710026,,,steps,,False,False,12.027000000000001,"LINESTRING (114.1375424 22.2835043, 114.1375461 22.2835628, 114.1375487 22.2836123)",,,
6580279787,1923658030,0,"[675660162, 675660163, 675660164]",2,仲賢路 Lee Chung Yin Road,service,permissive,True,False,62.808,"LINESTRING (114.1375487 22.2836123, 114.137587 22.2836109, 114.1380815 22.2835877, 114.1381529 22.2836143)",,,
6580279787,6580279786,0,700710026,,,steps,,False,True,12.027000000000001,"LINESTRING (114.1375487 22.2836123, 114.1375461 22.2835628, 114.1375424 22.2835043)",,,
6580279790,1926490160,0,182298782,,,steps,,False,False,31.837999999999997,"LINESTRING (114.1372443 22.2830637, 114.1372939 22.2830012, 114.1373415 22.2829344, 114.1374173 22.2828945, 114.1374677 22.2828828)",,,
6580279790,1926490121,0,182298782,,,steps,,False,True,18.597,"LINESTRING (114.1372443 22.2830637, 114.1372054 22.2831129, 114.1371491 22.2831129, 114.1370979 22.2831392)",,,
6580279790,5566729018,0,"[700710028, 700710031]",2,,service,permissive,False,True,69.765,"LINESTRING (114.1372443 22.2830637, 114.1372877 22.2835754, 114.1373159 22.2836257, 114.1373343 22.2836806)",parking_aisle,,
6580279791,6580248383,0,700710030,,,footway,,False,False,2.514,"LINESTRING (114.1373328 22.2834545, 114.1373084 22.2834557)",,,
6580279794,1925517682,0,947838271,,,steps,,False,True,6.9670000000000005,"LINESTRING (114.1395336 22.2827024, 114.1395535 22.2826798, 114.1395889 22.2826868)",,,
6580279802,6580279804,0,"[700710034, 700710035]",,,service,,False,False,37.745,"LINESTRING (114.1355645 22.2828676, 114.1355664 22.2829048, 114.1355685 22.283207)",driveway,,
6580279802,7131204335,0,700710036,2,大學道 University Drive,service,permissive,False,False,40.8,"LINESTRING (114.1355645 22.2828676, 114.1351899 22.2828789, 114.1351713 22.2828893)",,,
6580279802,6580279807,0,"[182203596, 700710036, 700710037]",2,大學道 University Drive,service,permissive,False,True,50.383,"LINESTRING (114.1355645 22.2828676, 114.1356647 22.2828646, 114.135711 22.2828632, 114.1359739 22.2828453, 114.1359942 22.2828439, 114.136052 22.2828323)",,yes,
6580279804,6580279802,0,"[700710034, 700710035]",,,service,,False,True,37.745,"LINESTRING (114.1355685 22.283207, 114.1355664 22.2829048, 114.1355645 22.2828676)",driveway,,
6580279807,6580279802,0,"[700710036, 182203596, 700710037]",2,大學道 University Drive,service,permissive,False,False,50.382999999999996,"LINESTRING (114.136052 22.2828323, 114.1359942 22.2828439, 114.1359739 22.2828453, 114.135711 22.2828632, 114.1356647 22.2828646, 114.1355645 22.2828676)",,yes,
6580279807,6505344804,0,182203596,2,大學道 University Drive,service,permissive,False,True,54.576,"LINESTRING (114.136052 22.2828323, 114.136133 22.2828128, 114.136224 22.2828006, 114.1364914 22.2827566, 114.1365687 22.2827282)",,,
6580279807,6580279809,0,700710038,,,service,,False,False,11.335,"LINESTRING (114.136052 22.2828323, 114.1360344 22.2828887, 114.1359926 22.282908)",driveway,,
6580279809,6580279807,0,700710038,,,service,,False,True,11.335,"LINESTRING (114.1359926 22.282908, 114.1360344 22.2828887, 114.136052 22.2828323)",driveway,,
6580279813,1923658011,0,698990272,2,,service,permissive,False,False,6.435,"LINESTRING (114.139077 22.2834771, 114.1390145 22.2834791)",,,
6580279813,6327465406,0,698990272,2,,service,permissive,False,True,3.986,"LINESTRING (114.139077 22.2834771, 114.1391157 22.2834787)",,,
6580279813,6580279821,0,"[700710044, 700710045]",,,service,,True,False,12.374,"LINESTRING (114.139077 22.2834771, 114.1390758 22.2834466, 114.1390739 22.2834239, 114.1390113 22.2834267)",driveway,,
6580279814,1923658011,0,182208611,,,footway,,False,True,2.235,"LINESTRING (114.1390123 22.2834991, 114.1390145 22.2834791)",,,
6580279814,356626267,0,700710041,,,footway,,False,True,42.7,"LINESTRING (114.1390123 22.2834991, 114.1386294 22.2835535, 114.1386052 22.2835412)",,yes,
6580279814,1925517552,0,700710042,,,footway,,False,False,42.952,"LINESTRING (114.1390123 22.2834991, 114.1390777 22.2834951, 114.1391147 22.2835072, 114.1391945 22.2835389, 114.1394084 22.2836059)",,,
6580279820,356626267,0,543057658,2,,service,permissive,False,False,35.825,"LINESTRING (114.1389486 22.283488, 114.1386052 22.2835412)",,yes,
6580279820,1923658011,0,"[698990272, 543057658]",2,,service,permissive,False,True,6.853,"LINESTRING (114.1389486 22.283488, 114.1389725 22.2834843, 114.1390145 22.2834791)",,yes,
6580279821,1923658011,0,182208611,,,footway,,False,False,5.839,"LINESTRING (114.1390113 22.2834267, 114.1390135 22.2834489, 114.1390145 22.2834791)",,,
6580279821,6853676605,0,"[182208611, 731906324]",,,footway,,False,"[False, True]",9.188,"LINESTRING (114.1390113 22.2834267, 114.1390102 22.2834083, 114.1390102 22.2833441)",,,
6580279821,6580279820,0,"[700710045, 700710046]",,,service,,True,False,13.592,"LINESTRING (114.1390113 22.2834267, 114.1389425 22.2834298, 114.1389434 22.2834473, 114.1389486 22.283488)",driveway,,
6593054194,6580248383,0,702067358,,,footway,permissive,False,True,24.203,"LINESTRING (114.1373227 22.2832605, 114.1372965 22.2832627, 114.1373084 22.2834557)",,yes,
6593054195,9049733599,0,"[702067360, 700710043, 702067359, 976551695]",2,,"['service', 'footway']",permissive,False,"[False, True]",38.538000000000004,"LINESTRING (114.1382316 22.2833107, 114.1382383 22.2833106, 114.138326 22.2833081, 114.1383134 22.2831263, 114.1383965 22.283122)",driveway,,building_passage
6827328240,4525548838,0,728733449,,,footway,,False,True,7.01,"LINESTRING (114.1367258 22.2831529, 114.1367284 22.2832159)",,,
6827328240,5180133886,0,"[182670424, 692913408, 707832737]",,大學街 University Street,footway,,False,False,37.81399999999999,"LINESTRING (114.1367258 22.2831529, 114.1367884 22.283151, 114.1367841 22.2830028, 114.1367805 22.282892, 114.1367798 22.282869)",,yes,
6827328240,5180139201,0,"[182670424, 534044198]",,大學街 University Street,footway,,False,"[False, True]",272.31399999999996,"LINESTRING (114.1367258 22.2831529, 114.1361704 22.2831701, 114.1361196 22.2831717, 114.1360408 22.2832766, 114.1357373 22.2832839, 114.1356787 22.283221, 114.1352252 22.2832302, 114.1351196 22.2832343, 114.1348694 22.2832526, 114.1343282 22.2832826, 114.1341963 22.2832973, 114.1341731 22.2832999)",,yes,building_passage
6853676605,4525548860,0,456279024,,,footway,,False,False,32.04,"LINESTRING (114.1390102 22.2833441, 114.1390689 22.2833431, 114.1390684 22.2831601, 114.1390135 22.2831611)",,,
6853676605,4525548855,0,456279024,,,footway,,False,True,8.292,"LINESTRING (114.1390102 22.2833441, 114.1389521 22.283345, 114.1389525 22.2833242)",,,
6853676605,6580279821,0,"[182208611, 731906324]",,,footway,,False,"[False, True]",9.188,"LINESTRING (114.1390102 22.2833441, 114.1390102 22.2834083, 114.1390113 22.2834267)",,,
6859765713,6327465409,0,732556275,,,pedestrian,,False,False,4.725,"LINESTRING (114.1394591 22.2836131, 114.1394547 22.2835708)",,,
7131204335,3537633560,0,700710036,2,大學道 University Drive,service,permissive,False,False,102.08099999999999,"LINESTRING (114.1351713 22.2828893, 114.1350768 22.2829423, 114.1349834 22.2829715, 114.1348908 22.2830004, 114.1347907 22.2830259, 114.134681 22.2830444, 114.1342558 22.2830512, 114.1342111 22.2830519)",,,
7131204335,6580279802,0,700710036,2,大學道 University Drive,service,permissive,False,True,40.8,"LINESTRING (114.1351713 22.2828893, 114.1351899 22.2828789, 114.1355645 22.2828676)",,,
9036874346,5264333217,0,544609611,,,footway,,False,False,19.514,"LINESTRING (114.1385954 22.2833194, 114.1384059 22.2833265)",,,
9036874346,1923658182,0,"[182023186, 544609611]",,,footway,,False,True,15.674,"LINESTRING (114.1385954 22.2833194, 114.1386804 22.283378, 114.1387267 22.2833763)",,yes,
9036874346,9049733599,0,700710043,2,,service,permissive,False,False,43.019000000000005,"LINESTRING (114.1385954 22.2833194, 114.1385923 22.2831139, 114.1383965 22.283122)",driveway,,building_passage
9036874346,6563915354,0,"[700710043, 675660167]",2,,service,permissive,False,True,22.491,"LINESTRING (114.1385954 22.2833194, 114.1386043 22.2834583, 114.1386085 22.2835213)",driveway,,building_passage
9049733599,5264333217,0,544609613,,,footway,,False,True,22.76,"LINESTRING (114.1383965 22.283122, 114.1384059 22.2833265)",,,building_passage
9049733599,5264333180,0,"[700710040, 544609613]",,,footway,,False,False,21.023,"LINESTRING (114.1383965 22.283122, 114.1383914 22.2829435, 114.1383911 22.282933)",,,building_passage
9049733599,6593054195,0,"[702067360, 700710043, 976551695, 702067359]",2,,"['service', 'footway']",permissive,False,"[False, True]",38.538000000000004,"LINESTRING (114.1383965 22.283122, 114.1383134 22.2831263, 114.138326 22.2833081, 114.1382383 22.2833106, 114.1382316 22.2833107)",driveway,,building_passage
9049733599,9036874346,0,700710043,2,,service,permissive,False,True,43.019000000000005,"LINESTRING (114.1383965 22.283122, 114.1385923 22.2831139, 114.1385954 22.2833194)",driveway,,building_passage
9223062115,1923668805,0,675660166,2,仲賢路 Lee Chung Yin Road,service,permissive,False,False,3.175,"LINESTRING (114.1368884 22.2835224, 114.1368916 22.2835508)",,,
9223062115,6499569774,0,"[946521280, 675660165, 675660166, 85320831]",2,仲賢路 Lee Chung Yin Road,service,permissive,False,True,90.528,"LINESTRING (114.1368884 22.2835224, 114.1368784 22.2834339, 114.1368705 22.2834055, 114.1368587 22.2833761, 114.1368428 22.2833511, 114.1368234 22.2833289, 114.1367853 22.2833068, 114.1367449 22.2833046, 114.1367117 22.283304, 114.1365456 22.2833008, 114.1361751 22.2833204)",,yes,
9223062115,6499717135,0,692419848,,薄扶林道 Pok Fu Lam Road,footway,,False,True,20.378999999999998,"LINESTRING (114.1368884 22.2835224, 114.1368231 22.2835305, 114.1366916 22.2835429)",,,
9312391711,9312391716,0,1009303029,,,service,permissive,False,False,39.97299999999999,"LINESTRING (114.1382976 22.2845358, 114.1383461 22.2844869, 114.138384 22.2844175, 114.138417 22.2843314, 114.1384144 22.2842602, 114.138399 22.2842094)",parking_aisle,,
9312391716,9312391711,0,1009303029,,,service,permissive,False,True,39.973000000000006,"LINESTRING (114.138399 22.2842094, 114.1384144 22.2842602, 114.138417 22.2843314, 114.138384 22.2844175, 114.1383461 22.2844869, 114.1382976 22.2845358)",parking_aisle,,
9312391716,1834170476,0,1009303030,,仲賢路 Lee Chung Yin Road,service,permissive,False,True,16.955,"LINESTRING (114.138399 22.2842094, 114.1383637 22.2842453, 114.138288 22.2843221)",,,
10617295053,356626657,0,31854027,2,大學道 University Drive,service,permissive,False,False,25.172,"LINESTRING (114.139649 22.2812927, 114.1396481 22.281475, 114.1396257 22.2815139)",,,
10617295053,10617295054,0,1139101496,,,footway,,False,True,42.591,"LINESTRING (114.139649 22.2812927, 114.1395373 22.2813058, 114.1393686 22.2814149, 114.1392732 22.2814104)",,,
10617295054,10617295053,0,1139101496,,,footway,,False,False,42.591,"LINESTRING (114.1392732 22.2814104, 114.1393686 22.2814149, 114.1395373 22.2813058, 114.139649 22.2812927)",,,
10617295054,10617295057,0,1139101497,,,steps,,False,False,20.031,"LINESTRING (114.1392732 22.2814104, 114.1392771 22.2814788, 114.1392059 22.2814882, 114.1392063 22.2815333)",,,
10617295057,1925481028,0,31854027,2,大學道 University Drive,service,permissive,False,False,81.374,"LINESTRING (114.1392063 22.2815333, 114.1384451 22.2815965, 114.1384185 22.2815971)",,,
10617295057,356626657,0,31854027,2,大學道 University Drive,service,permissive,False,True,43.302,"LINESTRING (114.1392063 22.2815333, 114.1395163 22.2815076, 114.1396257 22.2815139)",,,
10617295057,10617295054,0,1139101497,,,steps,,False,True,20.031,"LINESTRING (114.1392063 22.2815333, 114.1392059 22.2814882, 114.1392771 22.2814788, 114.1392732 22.2814104)",,,
