element_type,osmid,geometry,image,name,wikidata,wikimedia_commons,nodes,addr:city,addr:country,addr:housename,addr:postcode,building,building:levels,source,architect,building:colour,roof:levels,roof:shape,addr:street,layer,wheelchair,amenity,nohousenumber,name:fr,bridge,foot,lit,surface,building:min_level,noaddress,description,opening_hours,phone,service:bicycle:pump,shop,website,capacity,leisure,check_date,opening_date,shelter_type,ways,type,ref,alt_name,building:part
way,35468402,"POLYGON ((6.5675866 46.5207483, 6.567404 46.5207471, 6.5674031 46.5208095, 6.5673025 46.5208088, 6.5673008 46.5209366, 6.5674027 46.5209373, 6.5674018 46.521, 6.5675889 46.5210012, 6.5675896 46.5209433, 6.5677717 46.5209445, 6.5677734 46.5208162, 6.5675857 46.5208151, 6.5675866 46.5207483))",,GR B,,,"[415957467, 415957468, 415957469, 415957470, 415957471, 415957472, 415957473, 415957474, 415957475, 415957462, 415957476, 415957477, 415957467]",Lausanne,CH,GRB,1015,university,4,EPFL plan,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,35468403,"POLYGON ((6.5677717 46.5209445, 6.5679599 46.5209457, 6.5680521 46.5209462, 6.5680538 46.5208138, 6.5679636 46.5208132, 6.5679662 46.5206212, 6.5678928 46.5206208, 6.567776 46.52062, 6.5677734 46.5208162, 6.5677717 46.5209445))",,GR A,,,"[415957462, 415957461, 415957478, 415957479, 415957480, 415957481, 938409948, 415957482, 415957476, 415957462]",Lausanne,CH,GRA,1015,university,4,EPFL plan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,35468404,"POLYGON ((6.5655266 46.520604, 6.565524 46.5207944, 6.5654292 46.5207938, 6.5654274 46.5209267, 6.5655263 46.5209274, 6.5655255 46.5209913, 6.5657066 46.5209925, 6.5657074 46.5209286, 6.5658951 46.5209298, 6.5658968 46.5208022, 6.5657083 46.520801, 6.5657108 46.5206051, 6.5655266 46.520604))",,GC D,,,"[415957483, 415957484, 415957485, 415957486, 415957487, 415957488, 415957489, 415957490, 415957491, 415957492, 415957493, 415957494, 415957483]",Lausanne,CH,GCD,1015,university,4,EPFL plan,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
way,35468405,"POLYGON ((6.5658943 46.5209935, 6.5660895 46.5209947, 6.5660904 46.5209276, 6.5662729 46.5209288, 6.5662745 46.5208043, 6.5660884 46.5208032, 6.566091 46.5206075, 6.5658994 46.5206063, 6.5658968 46.5208022, 6.5658951 46.5209298, 6.5658943 46.5209935))",,GC C,,,"[415957495, 415957496, 415957497, 415957498, 415957499, 415957500, 415957501, 415957502, 415957492, 415957491, 415957495]",Lausanne,CH,GCC,1015,university,4,EPFL plan,,,0,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
way,35468406,"POLYGON ((6.566272 46.5209935, 6.5664558 46.5209947, 6.5664566 46.5209319, 6.5666537 46.5209331, 6.5666553 46.5208087, 6.5664574 46.5208075, 6.5664583 46.5207384, 6.5662754 46.5207372, 6.5662745 46.5208043, 6.5662729 46.5209288, 6.566272 46.5209935))",,GC B,,,"[415957503, 415957504, 415957505, 415957506, 415957507, 415957508, 415957509, 415957510, 415957499, 415957498, 415957503]",Lausanne,CH,GCB,1015,university,4,EPFL plan,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
way,35468407,"POLYGON ((6.5666533 46.5209979, 6.5667474 46.5209985, 6.5668392 46.5209991, 6.56684 46.5209343, 6.5669315 46.5209349, 6.5669332 46.5208019, 6.5668478 46.5208013, 6.5668503 46.5206083, 6.5667636 46.5206077, 6.5666584 46.5206071, 6.5666533 46.5209979))",,GC A,,,"[415957511, 2117525827, 415957512, 415957513, 415957514, 415957515, 415957516, 415957517, 938410573, 415957518, 415957511]",Lausanne,CH,GCA,1015,university,4,EPFL plan,,,0,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
way,35468408,"POLYGON ((6.5654304 46.5206034, 6.5655266 46.520604, 6.5657108 46.5206051, 6.5658994 46.5206063, 6.566091 46.5206075, 6.5660919 46.5205361, 6.5662791 46.5205372, 6.5662782 46.5206047, 6.5667636 46.5206077, 6.56703 46.5206094, 6.5670291 46.5206758, 6.5672213 46.520677, 6.5672221 46.5206119, 6.5674057 46.520613, 6.567404 46.5207471, 6.5675866 46.5207483, 6.5675883 46.5206189, 6.567776 46.52062, 6.5678928 46.5206208, 6.5679662 46.5206212, 6.5680604 46.5206218, 6.5680611 46.5205684, 6.5680639 46.5203527, 6.5679698 46.5203521, 6.567885 46.5203516, 6.5677806 46.5203509, 6.5677798 46.5204124, 6.5676409 46.5204115, 6.5676417 46.520345, 6.5675732 46.5203445, 6.5675735 46.5203252, 6.5675738 46.5203013, 6.5670541 46.5202981, 6.5670538 46.5203198, 6.5670526 46.5204122, 6.5668486 46.5204109, 6.5668498 46.5203185, 6.5668501 46.5202968, 6.5668503 46.520276, 6.5666624 46.5202748, 6.5666614 46.5203475, 6.5662168 46.5203447, 6.5662154 46.5204538, 6.5661591 46.5204535, 6.5657675 46.520451, 6.5654325 46.5204489, 6.5654313 46.5205374, 6.5654304 46.5206034))",File:Centre Midi-L1002031.JPG,CM,Q124089767,Category:EPFL Centre Midi,"[415957519, 415957483, 415957494, 415957502, 415957501, 415957520, 415957521, 415957522, 938410573, 415957523, 415957524, 415957525, 415957526, 415957527, 415957468, 415957467, 415957528, 415957482, 938409948, 415957481, 415957529, 938409939, 415957530, 415957586, 938409951, 415957531, 415957532, 1973868407, 415957533, 1973868400, 2024461478, 415957534, 415957535, 2024461487, 415957536, 415957537, 2024461486, 2024461485, 415957538, 415957539, 415957540, 415957541, 415957542, 938409930, 938410194, 415957544, 1593575104, 415957519]",Lausanne,CH,,1015,university,2,EPFL plan,,,0,flat,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
way,35468409,"POLYGON ((6.5662165 46.5201353, 6.5662869 46.5201357, 6.5662859 46.5202149, 6.5664715 46.5202161, 6.5664723 46.5201554, 6.566664 46.5201566, 6.5666657 46.5200242, 6.5664981 46.5200232, 6.566499 46.5199573, 6.5662748 46.5199559, 6.5662739 46.5200207, 6.566218 46.5200204, 6.5662165 46.5201353))",File:MEC-P1010165.JPG,ME C,Q124100392,Category:EPFL MEC,"[415957549, 415957551, 415957552, 415957554, 415957555, 415957557, 415957558, 2117745195, 2117745198, 2117745196, 2117745197, 265744948, 415957549]",Lausanne,CH,MEC,1015,university,3,EPFL plan,,,0,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,35468412,"POLYGON ((6.566669 46.5197732, 6.5666688 46.5197889, 6.5666674 46.5198973, 6.5668553 46.5198985, 6.5668561 46.5198421, 6.566857 46.5197744, 6.566669 46.5197732))",,,,,"[415957564, 4095578129, 415957566, 415957567, 4095578136, 415957573, 415957564]",Lausanne,CH,,1015,university,4,EPFL plan,,,0,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,
way,35468413,"POLYGON ((6.5670446 46.5199016, 6.5672249 46.5199028, 6.5672263 46.5197934, 6.5672265 46.5197801, 6.5670462 46.519779, 6.5670453 46.5198433, 6.5670446 46.5199016))",,,,,"[415957574, 415957575, 4095578134, 415957580, 415957581, 4095578135, 415957574]",Lausanne,CH,,1015,university,4,EPFL plan,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,
way,35468414,"POLYGON ((6.5676995 46.5197732, 6.5680915 46.5197756, 6.568174 46.5197762, 6.5681723 46.5199053, 6.5680922 46.5199048, 6.5680905 46.5200362, 6.5681738 46.5200368, 6.568172 46.5201716, 6.5680702 46.5201709, 6.5679722 46.5201703, 6.5679719 46.5201945, 6.5679698 46.5203521, 6.567885 46.5203516, 6.5677806 46.5203509, 6.5677809 46.5203265, 6.5677813 46.5203026, 6.5677827 46.5201934, 6.5677831 46.5201633, 6.5676943 46.5201628, 6.5676995 46.5197732))",File:EPFL MAA-P1010153.JPG,MA A,Q124096728,Category:EPFL MAA,"[415957582, 415957583, 2024463303, 2024463301, 2024463307, 2024463299, 2024463305, 2024463300, 415957584, 415957585, 938409956, 415957586, 938409951, 415957531, 2024461483, 2024461480, 2117504371, 415957587, 415957588, 415957582]",Lausanne,CH,MAA,1015,university,4,EPFL plan,Jakob Zweifel,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,35468415,"POLYGON ((6.5676995 46.5197732, 6.5680915 46.5197756, 6.5680916 46.5197623, 6.5680931 46.5196549, 6.5681777 46.5196554, 6.5681794 46.5195233, 6.5681053 46.5195229, 6.5677965 46.5195209, 6.5677028 46.5195203, 6.5676995 46.5197732))",,MA B,,,"[415957582, 415957583, 4456239827, 4456239828, 2024463302, 2024463306, 415957589, 415957595, 415957590, 415957582]",Lausanne,CH,MAB,1015,university,4,EPFL plan,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,35468416,"POLYGON ((6.5681053 46.5195229, 6.5681086 46.5192702, 6.5681088 46.5192584, 6.5677377 46.5192561, 6.5677369 46.5193173, 6.567736 46.519384, 6.5677983 46.5193844, 6.5677965 46.5195209, 6.5681053 46.5195229))",,MA B,,,"[415957589, 4456239852, 415957591, 415957592, 2024462794, 415957593, 415957594, 415957595, 415957589]",Lausanne,CH,MAC,1015,university,4,EPFL plan,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,35468418,"POLYGON ((6.5688523 46.521605, 6.5688221 46.5215579, 6.5688059 46.5215173, 6.5688017 46.5215044, 6.5687975 46.5214915, 6.5687878 46.5214037, 6.5687979 46.5213912, 6.5688953 46.5213618, 6.5689876 46.5213478, 6.5691025 46.5213455, 6.5691252 46.521356, 6.5691589 46.5214197, 6.5691735 46.5214625, 6.5691806 46.5214986, 6.5691822 46.5215601, 6.5691725 46.5215744, 6.5690669 46.521598, 6.568986 46.5216105, 6.5688739 46.5216149, 6.5688523 46.521605))",,PO,,,"[415957598, 9103401564, 9103401576, 9103401562, 9103401575, 9103401571, 415957599, 9103401570, 9103401569, 415957600, 9103401572, 9103401568, 9103401563, 9103401567, 9103401573, 415957601, 9103401566, 9103401565, 9103401574, 415957598]",Lausanne,CH,,1015,university,1,EPFL plan,,,0,dome,,,,,yes,Polydôme,,,,,,,,,,,,,,,,,,,,,,
way,35468436,"POLYGON ((6.5713387 46.5210346, 6.5713396 46.5209684, 6.5712479 46.5209679, 6.5712521 46.5206506, 6.5709747 46.5206489, 6.5709753 46.5206081, 6.570977 46.520478, 6.5709774 46.5204424, 6.5712566 46.5204442, 6.5712616 46.5200627, 6.5713514 46.5200632, 6.5713522 46.5200019, 6.5715439 46.5200031, 6.5715431 46.5200638, 6.5716355 46.5200644, 6.5716338 46.5201974, 6.5715368 46.5201968, 6.5715381 46.5203734, 6.5717702 46.5203762, 6.5717679 46.5205173, 6.5717675 46.5205441, 6.5717659 46.5205589, 6.5717678 46.5206544, 6.5715569 46.5206521, 6.5715538 46.5208381, 6.5716241 46.5208369, 6.5716197 46.520975, 6.5715235 46.5209744, 6.5715227 46.5210358, 6.5713387 46.5210346))",,BS,,,"[415957717, 415957718, 415957719, 415957720, 415957652, 1341404013, 1642345877, 415957721, 415957723, 415957725, 415957726, 415957728, 415957729, 415957731, 415957732, 415957733, 415957734, 6915842600, 6915842599, 8675401681, 6915842598, 1341404002, 6915842597, 6915842596, 415957735, 415957736, 415957737, 415957738, 415957739, 415957717]",Lausanne,CH,BS,1015,university,4,EPFL plan,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,35538125,"POLYGON ((6.5714897 46.5184237, 6.5715178 46.5181787, 6.5715818 46.5181845, 6.5716121 46.5181155, 6.5716446 46.5181161, 6.57164 46.5181632, 6.5716732 46.5181642, 6.5716782 46.5181162, 6.5717092 46.5181173, 6.5717261 46.5181815, 6.5717993 46.5181848, 6.5717993 46.5181986, 6.571822 46.5181976, 6.5718184 46.5182494, 6.57181 46.5182997, 6.5717941 46.5183635, 6.5717748 46.5183615, 6.5717672 46.5183883, 6.571747 46.5184301, 6.5717288 46.518459, 6.5716918 46.5184557, 6.5716969 46.5184222, 6.5716751 46.5184207, 6.571673 46.5184653, 6.57163 46.5184653, 6.5716274 46.5184138, 6.5715939 46.518411, 6.5715905 46.5184515, 6.5715341 46.5184365, 6.5714897 46.5184237))",,ODY,,,"[416361766, 416361768, 416361770, 416361772, 8100314289, 8100314291, 8100314292, 8100314290, 416361774, 416361776, 416361778, 8100314283, 8100314282, 416361780, 8100314287, 8100314288, 416361782, 938410552, 416361783, 8100314286, 8100314285, 8100314284, 416361785, 416361787, 416361789, 416361791, 8100314294, 8100314293, 8100314295, 416361766]",Lausanne,CH,Odyssea,1015,university,5,EPFL ortho,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,35543929,"POLYGON ((6.5626895 46.5195267, 6.5624444 46.5195242, 6.5624454 46.5194757, 6.5624562 46.5194758, 6.562457 46.5194361, 6.5624461 46.519436, 6.5624472 46.5193869, 6.5626924 46.5193894, 6.5626913 46.5194383, 6.5626831 46.5194382, 6.5626822 46.5194784, 6.5626905 46.5194785, 6.5626895 46.5195267))",,,,,"[416444769, 416444771, 416444774, 416444775, 416444776, 416444773, 416444772, 416444770, 861310699, 861310590, 861310520, 861310493, 416444769]",Lausanne,CH,,1015,university,2,EPFL ortho,,,0,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,
way,36334128,"POLYGON ((6.5685506 46.5216016, 6.5687367 46.5216027, 6.5687375 46.5215289, 6.5688059 46.5215173, 6.5688017 46.5215044, 6.5687975 46.5214915, 6.5687379 46.5215017, 6.5687389 46.5214097, 6.5686517 46.5214092, 6.5685919 46.5214088, 6.5685528 46.5214086, 6.5685506 46.5216016))",,,,,"[423801200, 423801201, 9103401577, 9103401576, 9103401562, 9103401575, 9103401578, 423801202, 9379387570, 938410221, 423801203, 423801200]",Lausanne,CH,,1015,university,1,EPFL plan,,,0,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,
way,45542224,"POLYGON ((6.5624922 46.5164244, 6.562885 46.5164266, 6.5628819 46.5166973, 6.5627596 46.5166966, 6.562489 46.5166952, 6.5624899 46.516621, 6.5624426 46.5166207, 6.5624434 46.516549, 6.5624907 46.5165492, 6.5624922 46.5164244))",,QI K,,,"[580654792, 580654793, 580654794, 2117767834, 580654797, 861357986, 861358003, 861358387, 861358107, 580654792]",,CH,,,office,5,plan.epfl.ch,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,45542226,"POLYGON ((6.5614536 46.5166438, 6.5618465 46.5166464, 6.5618427 46.5169176, 6.5618207 46.5169175, 6.5614499 46.516915, 6.5614536 46.5166438))",,QI F,,,"[580654791, 580654799, 580654804, 2117767865, 580654790, 580654791]",,CH,,,office,5,plan.epfl.ch,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,45542227,"POLYGON ((6.5620522 46.5168107, 6.5621587 46.5168116, 6.5624553 46.5168131, 6.5624525 46.5170837, 6.5620588 46.5170817, 6.5620522 46.5168107))",,QI E,,,"[580654808, 2117767839, 580654813, 580654811, 580654806, 580654808]",,CH,,,office,5,plan.epfl.ch,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,45542228,"POLYGON ((6.5617744 46.5172001, 6.5621721 46.5172023, 6.5621689 46.5174747, 6.5620895 46.5174743, 6.5617712 46.5174725, 6.5617744 46.5172001))",,PSE D,,,"[580654810, 580654809, 580654819, 3813954227, 580654817, 580654810]",,CH,,,office,5,plan.epfl.ch,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,51739569,"POLYGON ((6.5612404 46.5178557, 6.5612486 46.5172587, 6.5615535 46.5172607, 6.5615452 46.5178577, 6.5612404 46.5178557))",,QI G,,,"[660388433, 660388391, 660388403, 660388441, 660388433]",Lausanne,CH,,1015,office,5,plan.epfl.ch,,,0,,,,,science_park,,,,,,,,,,,,,,,,,,,,,,,,
way,51739571,"POLYGON ((6.5607018 46.5171038, 6.5607113 46.5165082, 6.5610113 46.5165104, 6.5610018 46.5171061, 6.5607018 46.5171038))",,QI H,,,"[660388426, 660388364, 660388377, 660388411, 660388426]",Lausanne,CH,,1015,office,5,plan.epfl.ch,,,0,,,,,science_park,,,,,,,,,,,,,,,,,,,,,,,,
way,51739573,"POLYGON ((6.5611307 46.5161862, 6.5615235 46.5161895, 6.5615187 46.51646, 6.5614694 46.5164596, 6.561126 46.5164567, 6.5611307 46.5161862))",,QI I,,,"[660388343, 660388352, 660388336, 2117770988, 660388338, 660388343]",,CH,,,office,5,plan.epfl.ch,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,51739574,"POLYGON ((6.5618361 46.5162568, 6.5622293 46.5162593, 6.5622258 46.5165298, 6.5621869 46.5165296, 6.5618325 46.5165274, 6.5618361 46.5162568))",,QI J,,,"[660388455, 660388462, 660388469, 2117770992, 660388475, 660388455]",,CH,,,office,4,plan.epfl.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
