u,v,key,osmid,highway,oneway,reversed,length,geometry,tunnel,maxspeed,lanes,name,width,access,service
314502410,314502412,0,28616470,footway,False,True,38.951,"LINESTRING (-71.1147663 42.3742401, -71.1152264 42.3743248)",,,,,,,
314502410,688404528,0,54678864,footway,False,False,20.378,"LINESTRING (-71.1147663 42.3742401, -71.1149972 42.3741731)",,,,,,,
314502410,688404586,0,942010942,footway,False,True,29.594,"LINESTRING (-71.1147663 42.3742401, -71.1150183 42.3744303)",,,,,,,
314502411,314502412,0,28616469,footway,False,False,24.567,"LINESTRING (-71.1151581 42.3745399, -71.1152264 42.3743248)",,,,,,,
314502411,688404586,0,942010942,footway,False,False,16.745,"LINESTRING (-71.1151581 42.3745399, -71.1150183 42.3744303)",,,,,,,
314502411,688404582,0,942010942,footway,False,True,12.845,"LINESTRING (-71.1151581 42.3745399, -71.1152634 42.3746253)",,,,,,,
314502412,314502409,0,28616469,footway,False,False,26.005,"LINESTRING (-71.1152264 42.3743248, -71.115302 42.3740977)",,,,,,,
314502412,314502411,0,28616469,footway,False,True,24.567,"LINESTRING (-71.1152264 42.3743248, -71.1151581 42.3745399)",,,,,,,
314502412,314502410,0,28616470,footway,False,False,38.951,"LINESTRING (-71.1152264 42.3743248, -71.1147663 42.3742401)",,,,,,,
314502412,688404579,0,28616470,footway,False,True,11.1,"LINESTRING (-71.1152264 42.3743248, -71.1153575 42.374349)",,,,,,,
314502415,688404582,0,28616471,footway,False,False,21.834,"LINESTRING (-71.115517 42.3746841, -71.1152634 42.3746253)",,,,,,,
314502415,688404580,0,28616471,footway,False,True,10.857,"LINESTRING (-71.115517 42.3746841, -71.1156432 42.3747131)",,,,,,,
314502415,688404584,0,54678895,footway,False,False,19.348,"LINESTRING (-71.115517 42.3746841, -71.1153046 42.3747593)",,,,,,,
314502415,688404578,0,54678895,footway,False,True,13.96,"LINESTRING (-71.115517 42.3746841, -71.1156701 42.3746296)",,,,,,,
314502416,314502419,0,817122394,cycleway,False,True,30.555,"LINESTRING (-71.116352 42.3755981, -71.1167103 42.3756719)",,,,,,,
314502416,314502287,0,942673946,footway,False,False,11.091000000000001,"LINESTRING (-71.116352 42.3755981, -71.1163585 42.3755762, -71.1163811 42.3755007)",,,,,,,
314502416,314502421,0,"[28616472, 972973999]",cycleway,False,"[False, True]",29.658,"LINESTRING (-71.116352 42.3755981, -71.1163448 42.3756221, -71.1163188 42.3758304, -71.1163144 42.3758632)",,,,,,,
7883982097,11238726048,0,845052223,footway,False,False,5.704,"LINESTRING (-71.11239 42.3796112, -71.1124092 42.3796605)",,,,,,,
7883982097,7899717369,0,845052223,footway,False,True,9.036,"LINESTRING (-71.11239 42.3796112, -71.1123685 42.3795315)",,,,,,,
7883982097,2791796198,0,1032053812,service,False,True,13.453,"LINESTRING (-71.11239 42.3796112, -71.1125487 42.3795813)",,5 mph,,,,,parking_aisle
314502418,314502421,0,28616477,cycleway,False,False,26.317,"LINESTRING (-71.1166248 42.3759218, -71.1163144 42.3758632)",,,,,,,
314502418,8699829115,0,28616477,cycleway,False,True,64.995,"LINESTRING (-71.1166248 42.3759218, -71.1173887 42.3760741)",,,,,,,
314502418,8677913397,0,864828786,footway,False,False,13.931,"LINESTRING (-71.1166248 42.3759218, -71.1165645 42.3760389)",,,,,,,
314502418,314502419,0,864828786,footway,False,True,28.660999999999998,"LINESTRING (-71.1166248 42.3759218, -71.1166348 42.3758926, -71.116704 42.3756904, -71.1167103 42.3756719)",,,,,,,
314502419,314502416,0,817122394,cycleway,False,False,30.555,"LINESTRING (-71.1167103 42.3756719, -71.116352 42.3755981)",,,,,,,
314502419,314502735,0,817122394,cycleway,False,True,64.666,"LINESTRING (-71.1167103 42.3756719, -71.1174715 42.3758202)",,,,,,,
314502419,11721110489,0,28616454,footway,False,True,11.943000000000001,"LINESTRING (-71.1167103 42.3756719, -71.1167317 42.3756032, -71.1167433 42.3755673)",,,,,,,
314502419,314502418,0,864828786,footway,False,False,28.660999999999998,"LINESTRING (-71.1167103 42.3756719, -71.116704 42.3756904, -71.1166348 42.3758926, -71.1166248 42.3759218)",,,,,,,
8723387666,314502387,0,54678864,footway,False,False,2.487,"LINESTRING (-71.115454 42.3740603, -71.1154832 42.3740544)",,,,,,,
8723387666,314502409,0,54678864,footway,False,True,13.161,"LINESTRING (-71.115454 42.3740603, -71.115302 42.3740977)",,,,,,,
8723387666,8723325401,0,942010938,footway,False,True,25.757,"LINESTRING (-71.115454 42.3740603, -71.1151479 42.3740101)",,,,,,,
314502421,314502418,0,28616477,cycleway,False,True,26.317,"LINESTRING (-71.1163144 42.3758632, -71.1166248 42.3759218)",,,,,,,
314502421,314502422,0,846654213,cycleway,False,False,61.824,"LINESTRING (-71.1163144 42.3758632, -71.1157327 42.376216)",,,,,,,
314502421,314502416,0,"[28616472, 972973999]",cycleway,False,"[False, True]",29.658,"LINESTRING (-71.1163144 42.3758632, -71.1163188 42.3758304, -71.1163448 42.3756221, -71.116352 42.3755981)",,,,,,,
314502421,314502426,0,"[28616477, 846652878]",cycleway,False,False,37.81,"LINESTRING (-71.1163144 42.3758632, -71.1161525 42.3758347, -71.1158659 42.3757868)",,,,,,,
314502422,314502421,0,846654213,cycleway,False,True,61.824,"LINESTRING (-71.1157327 42.376216, -71.1163144 42.3758632)",,,,,,,
314502422,7631495212,0,879325644,cycleway,False,False,3.732,"LINESTRING (-71.1157327 42.376216, -71.1157394 42.3762492)",,,,,,,
314502422,8677913397,0,936540250,footway,False,False,71.108,"LINESTRING (-71.1157327 42.376216, -71.1165645 42.3760389)",,,,,,,
314502422,314502424,0,879325644,cycleway,False,True,39.782,"LINESTRING (-71.1157327 42.376216, -71.1157175 42.3761655, -71.1156947 42.3760553, -71.1157052 42.3758609)",,,,,,,
8723387671,8723387672,0,34145318,footway,False,True,5.829,"LINESTRING (-71.1160478 42.3738625, -71.1161017 42.3738966)",,,,,,,
8723387671,314502328,0,34197340,footway,False,False,10.436,"LINESTRING (-71.1160478 42.3738625, -71.1159242 42.3738408)",,,,,,,
8723387671,314502329,0,34145318,footway,False,False,16.047,"LINESTRING (-71.1160478 42.3738625, -71.1159887 42.3738074, -71.1159521 42.3737385)",,,,,,,
314502424,314502426,0,879325644,cycleway,False,True,15.561,"LINESTRING (-71.1157052 42.3758609, -71.1158659 42.3757868)",,,,,,,
314502424,314502422,0,879325644,cycleway,False,False,39.782000000000004,"LINESTRING (-71.1157052 42.3758609, -71.1156947 42.3760553, -71.1157175 42.3761655, -71.1157327 42.376216)",,,,,,,
314502424,8677913399,0,936540251,footway,False,False,16.465,"LINESTRING (-71.1157052 42.3758609, -71.1156278 42.3758514, -71.1156441 42.3757621)",,,,,,,
8723387672,8723387671,0,34145318,footway,False,False,5.829,"LINESTRING (-71.1161017 42.3738966, -71.1160478 42.3738625)",,,,,,,
8723387672,391540194,0,34145318,footway,False,True,20.192,"LINESTRING (-71.1161017 42.3738966, -71.1163397 42.373942)",,,,,,,
8723387672,314502292,0,1231126555,footway,False,True,5.915,"LINESTRING (-71.1161017 42.3738966, -71.1161464 42.3739383)",,,,,,,
314502426,8677913399,0,846652878,cycleway,False,False,18.425,"LINESTRING (-71.1158659 42.3757868, -71.1156441 42.3757621)",,,,,,,
314502426,314502424,0,879325644,cycleway,False,False,15.561,"LINESTRING (-71.1158659 42.3757868, -71.1157052 42.3758609)",,,,,,,
314502426,314502421,0,"[28616477, 846652878]",cycleway,False,True,37.81,"LINESTRING (-71.1158659 42.3757868, -71.1161525 42.3758347, -71.1163144 42.3758632)",,,,,,,
8723387673,391540194,0,"[54678853, 942010941]","['steps', 'footway']",False,False,15.429,"LINESTRING (-71.1163873 42.3738078, -71.1163463 42.3739197, -71.1163397 42.373942)",,,,,,,
8723387675,8723325401,0,54678868,footway,False,True,4.691,"LINESTRING (-71.1151574 42.3739685, -71.1151479 42.3740101)",,,,,,,
8723387668,391540195,0,54678866,footway,False,False,4.127,"LINESTRING (-71.1153453 42.3731696, -71.115315 42.37314)",,,,,,,
8723387668,389964714,0,54678866,footway,False,True,33.29,"LINESTRING (-71.1153453 42.3731696, -71.1155872 42.3734098)",,,,,,,
8723387668,391540232,0,34145331,footway,False,False,31.868000000000002,"LINESTRING (-71.1153453 42.3731696, -71.1152887 42.3731979, -71.1152187 42.3732635, -71.1152015 42.373289, -71.1151919 42.373306, -71.1151882 42.3733616, -71.1151786 42.3734111)",,,,,,,
8723387678,389963837,0,34028061,footway,False,True,11.537,"LINESTRING (-71.1157813 42.3728618, -71.1159211 42.3728519)",,,,,,,
5147915565,6298024752,0,9429431,tertiary,False,True,105.625,"LINESTRING (-71.1162146 42.3776714, -71.1158731 42.3767556)",,20 mph,2,Oxford Street,15.2,,
5147915565,6297995271,0,817122332,footway,False,False,6.464,"LINESTRING (-71.1162146 42.3776714, -71.1161638 42.3777158)",,,,,,,
5147915565,6297995277,0,817122332,footway,False,True,8.271,"LINESTRING (-71.1162146 42.3776714, -71.1162914 42.3776233)",,,,,,,
5147915565,4470898296,0,9429431,tertiary,False,False,117.219,"LINESTRING (-71.1162146 42.3776714, -71.1163424 42.378006, -71.1164219 42.378226, -71.1165941 42.3786876)",,20 mph,2,Oxford Street,15.2,,
5147915569,3809869808,0,377607817,footway,False,False,4.28,"LINESTRING (-71.1145277 42.3780844, -71.1145046 42.3781189)",,,,,,,
5147915569,7631487112,0,672541018,pedestrian,False,False,3.633,"LINESTRING (-71.1145277 42.3780844, -71.114485 42.3780929)",,,,,,,
5147915569,11540374510,0,672541018,pedestrian,False,True,86.709,"LINESTRING (-71.1145277 42.3780844, -71.1155464 42.37788)",,,,,,,
5147915569,5147915573,0,377607817,footway,False,True,54.989000000000004,"LINESTRING (-71.1145277 42.3780844, -71.1147222 42.3778501, -71.1147685 42.377771, -71.1147588 42.3776377)",,,,,,,
5147915572,61317519,0,1189178505,footway,False,False,20.653,"LINESTRING (-71.1147835 42.3772675, -71.1146783 42.3770988)",,,,,,,
5147915572,5147915573,0,377607817,footway,False,False,43.282,"LINESTRING (-71.1147835 42.3772675, -71.1147329 42.377296, -71.1147588 42.3776377)",,,,,,,
5147915572,5147915573,1,"[1241978396, 1241978397]",footway,False,True,48.962,"LINESTRING (-71.1147835 42.3772675, -71.1149243 42.3775083, -71.1147588 42.3776377)",,,,,,,
5147915573,5147915569,0,377607817,footway,False,False,54.989000000000004,"LINESTRING (-71.1147588 42.3776377, -71.1147685 42.377771, -71.1147222 42.3778501, -71.1145277 42.3780844)",,,,,,,
5147915573,5147915572,0,377607817,footway,False,True,43.282,"LINESTRING (-71.1147588 42.3776377, -71.1147329 42.377296, -71.1147835 42.3772675)",,,,,,,
5147915573,5147915572,1,"[1241978396, 1241978397]",footway,False,False,48.962,"LINESTRING (-71.1147588 42.3776377, -71.1149243 42.3775083, -71.1147835 42.3772675)",,,,,,,
5147915575,3809869808,0,377607817,footway,False,True,7.063,"LINESTRING (-71.1144556 42.3781711, -71.1145046 42.3781189)",,,,,,,
5147915575,3809869814,0,530032156,footway,False,False,77.649,"LINESTRING (-71.1144556 42.3781711, -71.1147141 42.3788428)",,,,,,,
5147915575,7631487113,0,530032157,footway,False,False,10.412,"LINESTRING (-71.1144556 42.3781711, -71.1143492 42.3781202)",,,,,,,
5147915576,7631487113,0,530032157,footway,False,True,11.125,"LINESTRING (-71.1142312 42.3780711, -71.1143492 42.3781202)",,,,,,,
5147915576,5147915579,0,530032159,footway,False,False,62.396,"LINESTRING (-71.1142312 42.3780711, -71.1141514 42.3778777, -71.114025 42.3775311)",,,,,,,
5147915576,7600173241,0,"[377607820, 530032158, 530032159]",footway,False,True,37.04600000000001,"LINESTRING (-71.1142312 42.3780711, -71.114252 42.3781328, -71.1143084 42.3782293, -71.1143688 42.3783876)",,,,,,,
7883982138,11238726049,0,1213090657,footway,False,True,8.383,"LINESTRING (-71.1122468 42.3797105, -71.112341 42.3796815)",,,,,,,
7883982138,7899717364,0,845052219,footway,False,True,90.32,"LINESTRING (-71.1122468 42.3797105, -71.1122773 42.3797393, -71.1123018 42.3797706, -71.1125782 42.3804814)",,,,,,,
7883982138,7883982141,0,845052234,footway,False,True,72.695,"LINESTRING (-71.1122468 42.3797105, -71.1114308 42.3796764, -71.1114071 42.3796809, -71.111389 42.3796904, -71.111375 42.379702)",,,,,,,
5147915579,8699605008,0,939105801,footway,False,False,10.268,"LINESTRING (-71.114025 42.3775311, -71.1139055 42.3775582)",,,,,,,
5147915579,5252990671,0,"[530032160, 530032159]",footway,False,False,30.306,"LINESTRING (-71.114025 42.3775311, -71.1139402 42.3773011, -71.1139277 42.3772682)",,,,,,,
5147915579,5147915576,0,530032159,footway,False,True,62.396,"LINESTRING (-71.114025 42.3775311, -71.1141514 42.3778777, -71.1142312 42.3780711)",,,,,,,
3252968763,1096311844,0,181027572,footway,False,False,15.153,"LINESTRING (-71.1180869 42.3770022, -71.1179059 42.3770285)",,,,,,,
3252968763,3252968767,0,181027572,footway,False,True,18.417,"LINESTRING (-71.1180869 42.3770022, -71.1183088 42.3769785)",,,,,,,
3252968763,3252964831,0,318900034,service,False,False,12.488,"LINESTRING (-71.1180869 42.3770022, -71.1180952 42.3769503, -71.1181231 42.3768939)",,,,,,destination,driveway
3252968763,3252968770,0,318900034,service,False,True,17.135,"LINESTRING (-71.1180869 42.3770022, -71.1180911 42.3770578, -71.1180869 42.3771226, -71.1180781 42.3771555)",,,,,,destination,driveway
7883982141,7883982142,0,845052234,footway,False,True,2.028,"LINESTRING (-71.111375 42.379702, -71.1113622 42.3797176)",,,,,,,
7883982141,7883982138,0,845052234,footway,False,False,72.695,"LINESTRING (-71.111375 42.379702, -71.111389 42.3796904, -71.1114071 42.3796809, -71.1114308 42.3796764, -71.1122468 42.3797105)",,,,,,,
3252968765,3252964831,0,318900040,footway,False,False,36.037,"LINESTRING (-71.1182035 42.3765753, -71.1181231 42.3768939)",,,,,,,
3252968765,3252964831,1,318900037,service,True,False,96.326,"LINESTRING (-71.1182035 42.3765753, -71.1177629 42.3765173, -71.1178888 42.3768413, -71.117928 42.3768771, -71.1179806 42.3768985, -71.118024 42.3769084, -71.1181231 42.3768939)",,,,,,destination,parking_aisle
5147915582,6297995280,0,530032161,footway,False,False,8.073,"LINESTRING (-71.1137448 42.3767855, -71.113839 42.3767648)",,,,,,,
5147915582,5252990671,0,"[530032160, 817122337]",footway,False,True,55.736999999999995,"LINESTRING (-71.1137448 42.3767855, -71.1139113 42.3772248, -71.1139277 42.3772682)",,,,,,,
5147915582,7631495208,0,817122344,footway,False,False,87.534,"LINESTRING (-71.1137448 42.3767855, -71.113741 42.3767832, -71.1137355 42.3767826, -71.1137047 42.3767871, -71.1129098 42.3769605, -71.112776 42.3769897, -71.1127236 42.377003)",,,,,,,
3252968767,3252968766,0,38414689,footway,False,True,25.922,"LINESTRING (-71.1183088 42.3769785, -71.1181878 42.3771938)",,,,,,,
3252968767,3252968763,0,181027572,footway,False,False,18.417,"LINESTRING (-71.1183088 42.3769785, -71.1180869 42.3770022)",,,,,,,
3252968767,3444788163,0,181027572,footway,False,True,41.87,"LINESTRING (-71.1183088 42.3769785, -71.1188125 42.3769208)",,,,,,,
3252968768,1096311844,0,94357798,footway,False,False,7.866,"LINESTRING (-71.1179318 42.3770966, -71.1179059 42.3770285)",,,,,,,
3252968768,454072883,0,94357798,footway,False,True,24.49,"LINESTRING (-71.1179318 42.3770966, -71.1180126 42.3773086)",,,,,,,
3252968768,3252968770,0,318900041,footway,False,False,13.71,"LINESTRING (-71.1179318 42.3770966, -71.1179755 42.377118, -71.1180781 42.3771555)",,,,,,,
3252968766,3252968767,0,38414689,footway,False,False,25.922,"LINESTRING (-71.1181878 42.3771938, -71.1183088 42.3769785)",,,,,,,
3252968766,1096311857,0,38414689,footway,False,True,27.891,"LINESTRING (-71.1181878 42.3771938, -71.1180539 42.3774243)",,,,,,,
3252968766,3252968770,0,318900041,footway,False,True,9.967,"LINESTRING (-71.1181878 42.3771938, -71.1180781 42.3771555)",,,,,,,
3252968766,3252968773,0,318900041,footway,False,False,27.163,"LINESTRING (-71.1181878 42.3771938, -71.1183532 42.377253, -71.1184161 42.3772682, -71.1184895 42.377293)",,,,,,,
3252968770,3252968766,0,318900041,footway,False,False,9.967,"LINESTRING (-71.1180781 42.3771555, -71.1181878 42.3771938)",,,,,,,
3252968770,3252968763,0,318900034,service,False,False,17.135,"LINESTRING (-71.1180781 42.3771555, -71.1180869 42.3771226, -71.1180911 42.3770578, -71.1180869 42.3770022)",,,,,,destination,driveway
3252968770,454072883,0,318900034,service,False,True,17.897,"LINESTRING (-71.1180781 42.3771555, -71.1180663 42.3771996, -71.1180126 42.3773086)",,,,,,destination,driveway
3252968770,3252968768,0,318900041,footway,False,True,13.71,"LINESTRING (-71.1180781 42.3771555, -71.1179755 42.377118, -71.1179318 42.3770966)",,,,,,,
11732131131,1096311799,0,94357790,footway,False,False,18.319,"LINESTRING (-71.1184604 42.3787958, -71.1186783 42.3787607)",,,,,,,
11732131131,1096311816,0,94357790,footway,False,True,1.564,"LINESTRING (-71.1184604 42.3787958, -71.1184418 42.3787988)",,,,,,,
11732131131,3303477663,0,1262701441,footway,False,True,20.632,"LINESTRING (-71.1184604 42.3787958, -71.1185366 42.3789726)",,,,,,,
11732131133,3303477653,0,323562097,footway,False,True,28.132,"LINESTRING (-71.1185786 42.3794788, -71.1186239 42.3795031, -71.1186136 42.3797146)",,,,,,,
11732131133,3303477663,0,"[1262701440, 1262701439]",footway,False,False,56.79,"LINESTRING (-71.1185786 42.3794788, -71.1185803 42.3794148, -71.1185855 42.3793258, -71.1185907 42.3792278, -71.118582 42.3791131, -71.118568 42.3790525, -71.1185366 42.3789726)",,,,,,,
11732131133,3303477666,0,"[846668283, 1262701439]",footway,False,True,27.313000000000002,"LINESTRING (-71.1185786 42.3794788, -71.1185771 42.3794924, -71.1185673 42.3795052, -71.1183168 42.3796191)",,,,,,,
3252968773,1914702733,0,318900041,footway,False,False,14.186,"LINESTRING (-71.1184895 42.377293, -71.1185413 42.3774147)",,,,,,,
3252968773,3252968766,0,318900041,footway,False,True,27.162999999999997,"LINESTRING (-71.1184895 42.377293, -71.1184161 42.3772682, -71.1183532 42.377253, -71.1181878 42.3771938)",,,,,,,
3252968773,1914702731,0,817138203,footway,False,True,18.647,"LINESTRING (-71.1184895 42.377293, -71.118595 42.3773146, -71.1187036 42.3773478)",,,,,,,
3252968774,1096311844,0,94357798,footway,False,True,6.34,"LINESTRING (-71.1178651 42.3769801, -71.1179059 42.3770285)",,,,,,,
3252968774,3444788185,0,94357798,footway,False,False,78.737,"LINESTRING (-71.1178651 42.3769801, -71.1176721 42.3764754, -71.1176073 42.3762981)",,,,,,,
3252968774,3252968777,0,318900042,footway,False,False,17.992,"LINESTRING (-71.1178651 42.3769801, -71.1178217 42.3769335, -71.1177639 42.3769053, -71.1176958 42.3768855)",,,,,,,
7883982143,7883982142,0,845052233,footway,False,False,5.797,"LINESTRING (-71.1112933 42.3797289, -71.1113622 42.3797176)",,,,,,,
7883982143,6822980729,0,845052233,footway,False,True,6.028,"LINESTRING (-71.1112933 42.3797289, -71.1112223 42.3797426)",,,,,,,
3252968777,1914703443,0,672543009,footway,False,True,23.709,"LINESTRING (-71.1176958 42.3768855, -71.1176038 42.3770876)",,,,,,,
3252968777,3252968779,0,318900042,footway,False,False,11.963000000000001,"LINESTRING (-71.1176958 42.3768855, -71.1176205 42.3768672, -71.1175555 42.3768573)",,,,,,,
3252968777,3252968774,0,318900042,footway,False,True,17.992,"LINESTRING (-71.1176958 42.3768855, -71.1177639 42.3769053, -71.1178217 42.3769335, -71.1178651 42.3769801)",,,,,,,
3252968779,6298024722,0,672543010,footway,False,True,33.15,"LINESTRING (-71.1175555 42.3768573, -71.1173121 42.3770951)",,,,,,,
3252968779,6298024722,1,318900042,footway,False,False,53.01299999999999,"LINESTRING (-71.1175555 42.3768573, -71.1174533 42.3768451, -71.1173645 42.3768512, -71.1172933 42.3768588, -71.1172263 42.3768748, -71.1173121 42.3770951)",,,,,,,
3252968779,3252968777,0,318900042,footway,False,True,11.963000000000001,"LINESTRING (-71.1175555 42.3768573, -71.1176205 42.3768672, -71.1176958 42.3768855)",,,,,,,
3252968784,1914703443,0,181027665,footway,False,True,23.262,"LINESTRING (-71.1173305 42.3771424, -71.1176038 42.3770876)",,,,,,,
3252968784,6298024722,0,318900042,footway,False,True,5.472,"LINESTRING (-71.1173305 42.3771424, -71.1173121 42.3770951)",,,,,,,
3252968784,1914704555,0,181027665,footway,False,False,43.477000000000004,"LINESTRING (-71.1173305 42.3771424, -71.1171984 42.3771697, -71.117114 42.3772033, -71.1170274 42.3772287, -71.1168315 42.3772682)",,,,,,,
314502504,8677913399,0,846652878,cycleway,False,True,69.379,"LINESTRING (-71.1148089 42.3756693, -71.1156441 42.3757621)",,,,,,,
314502504,314502509,0,28616478,footway,False,True,40.166,"LINESTRING (-71.1148089 42.3756693, -71.114723 42.3756874, -71.1146527 42.3756935, -71.1145922 42.3757112, -71.1145393 42.3757314, -71.1144954 42.3757552, -71.1144623 42.3757852, -71.1144424 42.3758176, -71.1144281 42.3758524)",,,,,,,
314502504,11013342165,0,846652878,cycleway,False,False,25.168999999999997,"LINESTRING (-71.1148089 42.3756693, -71.1145967 42.3756511, -71.1145093 42.3756741)",,,,,,,
314502506,365950921,0,817122358,footway,False,False,5.272,"LINESTRING (-71.1144814 42.3756815, -71.1144411 42.3756446)",,,,,,,
314502506,11013342165,0,846652878,cycleway,False,True,2.435,"LINESTRING (-71.1144814 42.3756815, -71.1145093 42.3756741)",,,,,,,
314502506,688404601,0,54678900,footway,False,False,21.496,"LINESTRING (-71.1144814 42.3756815, -71.1144291 42.3757214, -71.1143819 42.3757731, -71.1143389 42.3758415)",,,,,,,
314502508,365950921,0,32540976,tertiary_link,True,False,28.585,"LINESTRING (-71.114256 42.3758594, -71.1142744 42.3758249, -71.1142943 42.3757934, -71.1143164 42.3757635, -71.1143431 42.3757312, -71.1143597 42.3757125, -71.1143743 42.3756973, -71.1143896 42.3756828, -71.1144061 42.3756696, -71.1144233 42.3756566, -71.1144411 42.3756446)",,25 mph,1,,,,
314502508,61324773,0,"[426671787, 50446846]",tertiary,False,False,54.157,"LINESTRING (-71.114256 42.3758594, -71.1142121 42.3760634, -71.1141525 42.3763404)",,,3,Quincy Street,14.0,,
314502509,3442432400,0,54678901,footway,False,False,5.867,"LINESTRING (-71.1144281 42.3758524, -71.1144978 42.3758639)",,,,,,,
314502509,688404601,0,54678901,footway,False,True,7.427,"LINESTRING (-71.1144281 42.3758524, -71.1143389 42.3758415)",,,,,,,
314502509,314502504,0,28616478,footway,False,False,40.166000000000004,"LINESTRING (-71.1144281 42.3758524, -71.1144424 42.3758176, -71.1144623 42.3757852, -71.1144954 42.3757552, -71.1145393 42.3757314, -71.1145922 42.3757112, -71.1146527 42.3756935, -71.114723 42.3756874, -71.1148089 42.3756693)",,,,,,,
314502509,314502517,0,28616478,footway,False,True,44.051,"LINESTRING (-71.1144281 42.3758524, -71.1144308 42.3758867, -71.1144407 42.375921, -71.1144614 42.3759571, -71.1144871 42.3759895, -71.1145235 42.3760176, -71.1145633 42.3760396, -71.1146171 42.3760653, -71.1146541 42.3760796, -71.114716 42.3760895, -71.1147057 42.3761383)",,,,,,,
314502517,314502509,0,28616478,footway,False,False,44.050999999999995,"LINESTRING (-71.1147057 42.3761383, -71.114716 42.3760895, -71.1146541 42.3760796, -71.1146171 42.3760653, -71.1145633 42.3760396, -71.1145235 42.3760176, -71.1144871 42.3759895, -71.1144614 42.3759571, -71.1144407 42.375921, -71.1144308 42.3758867, -71.1144281 42.3758524)",,,,,,,
314502517,7631495228,0,28616480,service,True,False,55.701,"LINESTRING (-71.1147057 42.3761383, -71.1146147 42.3761374, -71.1145549 42.3761542, -71.1145095 42.3761789, -71.1144652 42.3762213, -71.1144378 42.376269, -71.1144246 42.376329, -71.1144198 42.3763961, -71.1144294 42.3764509, -71.1144503 42.3765049)",,,,,,,
7625819510,8681483103,0,844953959,footway,False,True,25.98,"LINESTRING (-71.1163151 42.380802, -71.1162876 42.380807, -71.116 42.380796)",,,,,,,
7625819520,7625817772,0,844953959,footway,False,False,3.225,"LINESTRING (-71.114639 42.3807382, -71.1146782 42.3807399)",,,,,,,
7625819520,7625819525,0,844953959,footway,False,True,4.1739999999999995,"LINESTRING (-71.114639 42.3807382, -71.1146113 42.380737, -71.1145958 42.3807324, -71.1145914 42.380729)",,,,,,,
7625819525,6298024745,0,728098196,footway,False,True,20.084000000000003,"LINESTRING (-71.1145914 42.380729, -71.1145804 42.3807203, -71.1144577 42.380578)",,,,,,,
7625819525,7625819520,0,844953959,footway,False,False,4.1739999999999995,"LINESTRING (-71.1145914 42.380729, -71.1145958 42.3807324, -71.1146113 42.380737, -71.114639 42.3807382)",,,,,,,
10223930790,11013342165,0,"[1185634628, 1185635870]",cycleway,False,False,6.15,"LINESTRING (-71.1144697 42.3756273, -71.1144943 42.375653, -71.1145093 42.3756741)",,,,,,,
454071727,1731270996,0,38414635,footway,False,False,40.217,"LINESTRING (-71.1158948 42.3786512, -71.1159156 42.3786265, -71.116213 42.3783768)",,,,,,,
454071727,1833767629,0,38414635,footway,False,True,19.3,"LINESTRING (-71.1158948 42.3786512, -71.115945 42.3787086, -71.1160693 42.37876)",,,,,,,
454071727,3809858781,0,161131495,footway,False,False,25.941,"LINESTRING (-71.1158948 42.3786512, -71.1157857 42.3784986, -71.1157965 42.3784384)",,,,,,,
454071727,1731270994,0,161131495,footway,False,True,28.04,"LINESTRING (-71.1158948 42.3786512, -71.1159894 42.3787955, -71.1160588 42.3788717)",,,,,,,
61324740,7631495245,0,591295038,secondary,False,False,9.55,"LINESTRING (-71.1134133 42.375365, -71.1132988 42.3753501)",,,2,Cambridge Street,21.3,,
61324740,7631495242,0,"[8616003, 426465733]",secondary,False,True,64.542,"LINESTRING (-71.1134133 42.375365, -71.113626 42.3753925, -71.114092 42.375453, -71.1141397 42.3754592, -71.1141872 42.3754653)",,,"['3', '2']",Cambridge Street,21.3,,
3252964813,454072879,0,318900034,service,False,False,19.842,"LINESTRING (-71.1172686 42.3778157, -71.1174436 42.3776927)",,,,,,destination,driveway
3252964813,11540383561,0,318900034,service,False,True,8.12,"LINESTRING (-71.1172686 42.3778157, -71.1172765 42.3778393, -71.1172923 42.3778866)",,,,,,destination,driveway
3252964813,3299692772,0,"[323174928, 318900035, 672697764, 672697765]","['service', 'footway']",False,False,44.188,"LINESTRING (-71.1172686 42.3778157, -71.1170417 42.3778606, -71.116951 42.3778794, -71.1168914 42.3778914, -71.1167488 42.377918)",building_passage,,,,,destination,driveway
11016097244,1096311801,0,300351707,cycleway,False,True,5.312,"LINESTRING (-71.1193258 42.3778995, -71.1193061 42.377945)",,,,,,,
11016097244,1096311761,0,300351707,cycleway,False,False,10.980999999999998,"LINESTRING (-71.1193258 42.3778995, -71.1193361 42.3778758, -71.1193612 42.3778043)",,,,,,,
11016097244,1096311814,0,1185998990,footway,False,False,14.835,"LINESTRING (-71.1193258 42.3778995, -71.1193758 42.3778756, -71.1194194 42.3778553, -71.1194763 42.3778258)",,,,,,,
3252964831,3252968765,0,318900040,footway,False,True,36.037,"LINESTRING (-71.1181231 42.3768939, -71.1182035 42.3765753)",,,,,,,
3252964831,3252968763,0,318900034,service,False,True,12.488,"LINESTRING (-71.1181231 42.3768939, -71.1180952 42.3769503, -71.1180869 42.3770022)",,,,,,destination,driveway
3252964831,3252964835,0,318900037,service,True,False,62.132,"LINESTRING (-71.1181231 42.3768939, -71.1187288 42.3767658, -71.1187794 42.3767491, -71.1188083 42.3767285, -71.1188155 42.3767064)",,,,,,destination,parking_aisle
