u,v,key,osmid,highway,oneway,reversed,length,name,geometry,service,tunnel,lanes,maxspeed,access,ref,bridge,width
5221847769,5221847769,0,539685172,service,False,False,61.90500000000001,,"LINESTRING (-76.4706219 42.4526952, -76.4706065 42.4526575, -76.4705441 42.4525832, -76.470522 42.4525209, -76.4705421 42.4524749, -76.4705937 42.4524734, -76.4706742 42.4524897, -76.470693 42.4525659, -76.4706554 42.45265, -76.4706219 42.4526952)",driveway,,,,,,,
5221847769,5221847769,1,539685172,service,False,True,61.905,,"LINESTRING (-76.4706219 42.4526952, -76.4706554 42.45265, -76.470693 42.4525659, -76.4706742 42.4524897, -76.4705937 42.4524734, -76.4705421 42.4524749, -76.470522 42.4525209, -76.4705441 42.4525832, -76.4706065 42.4526575, -76.4706219 42.4526952)",driveway,,,,,,,
5221847769,213487509,0,539685172,service,False,True,42.004000000000005,,"LINESTRING (-76.4706219 42.4526952, -76.470644 42.4527495, -76.4707506 42.4528702, -76.4708392 42.4529415, -76.4708989 42.4530086)",driveway,,,,,,,
5224108656,8774832560,0,947990651,service,False,True,118.545,,"LINESTRING (-76.4681496 42.4458814, -76.4695942 42.4458967)",parking_aisle,,,,,,,
5224108656,8774832562,0,107869152,service,False,False,18.296,,"LINESTRING (-76.4681496 42.4458814, -76.4681562 42.4457396, -76.4681583 42.445717)",,,,,,,,
5224108656,1319459448,0,107869152,service,False,True,66.434,,"LINESTRING (-76.4681496 42.4458814, -76.4681454 42.4460031, -76.4683333 42.4460031, -76.46879 42.4460089)",,,,,,,,
5224108659,213484956,0,677178506,tertiary,False,True,6.907,Judd Falls Road,"LINESTRING (-76.4698711 42.4474869, -76.469869 42.447549)",,,2,30 mph,,,,
5224108659,7847900768,0,841089815,footway,False,False,8.771,,"LINESTRING (-76.4698711 42.4474869, -76.4697642 42.4474872)",,,,,,,,
5224108659,7847900762,0,841089815,footway,False,True,6.219,,"LINESTRING (-76.4698711 42.4474869, -76.4699469 42.4474867)",,,,,,,,
5224108659,8800983158,0,677178506,tertiary,False,False,74.401,Judd Falls Road,"LINESTRING (-76.4698711 42.4474869, -76.469881 42.447202, -76.4698842 42.4468179)",,,2,30 mph,,,,
5224108660,213484956,0,347340044,tertiary,False,False,7.525,Tower Road,"LINESTRING (-76.4699607 42.4475477, -76.469869 42.447549)",,,,25 mph,,,,
5224108660,7847900762,0,841089816,footway,False,False,6.877,,"LINESTRING (-76.4699607 42.4475477, -76.4699469 42.4474867)",,,,,,,,
5224108660,7847900767,0,841089816,footway,False,True,8.681,,"LINESTRING (-76.4699607 42.4475477, -76.4699651 42.4476257)",,,,,,,,
5224108660,7847876978,0,347340044,tertiary,False,True,66.604,Tower Road,"LINESTRING (-76.4699607 42.4475477, -76.470006 42.447547, -76.4707723 42.4475573)",,,,25 mph,,,,
5224108661,213484956,0,625489684,tertiary,False,True,8.408,Judd Falls Road,"LINESTRING (-76.4698712 42.4476246, -76.469869 42.447549)",,,,30 mph,,,,
5224108661,7847900769,0,841089819,footway,False,False,6.048,,"LINESTRING (-76.4698712 42.4476246, -76.4697975 42.4476238)",,,,,,,,
5224108661,7847900767,0,841089819,footway,False,True,7.705,,"LINESTRING (-76.4698712 42.4476246, -76.4699651 42.4476257)",,,,,,,,
5224108661,213482163,0,625489684,tertiary,False,False,190.39999999999998,Judd Falls Road,"LINESTRING (-76.4698712 42.4476246, -76.469873 42.447689, -76.469895 42.447828, -76.469938 42.447967, -76.47 42.448101, -76.470062 42.448199, -76.4705535 42.4488557, -76.4707064 42.4490698, -76.470779 42.449181)",,,,30 mph,,,,
5224108662,213484956,0,677164995,tertiary,False,False,7.057,Tower Road,"LINESTRING (-76.469783 42.4475481, -76.469869 42.447549)",,,,25 mph,,,,
5224108662,213530351,0,677164995,tertiary,False,True,39.142,Tower Road,"LINESTRING (-76.469783 42.4475481, -76.469306 42.447543)",,,,25 mph,,,,
5224108662,7847900769,0,841089817,footway,False,False,8.501,,"LINESTRING (-76.469783 42.4475481, -76.4697975 42.4476238)",,,,,,,,
5224108662,7847900768,0,841089817,footway,False,True,6.945,,"LINESTRING (-76.469783 42.4475481, -76.4697642 42.4474872)",,,,,,,,
5224108663,213467710,0,117268242,residential,False,True,6.105,Program House Drive,"LINESTRING (-76.4750149 42.4566978, -76.4750322 42.4567512)",,,,,,,,
5224108663,5257125086,0,543830348,footway,False,True,11.797,,"LINESTRING (-76.4750149 42.4566978, -76.4751569 42.4566811)",,,,,,,,
5224108663,2095805647,0,117268242,residential,False,False,109.983,Program House Drive,"LINESTRING (-76.4750149 42.4566978, -76.4749614 42.4565361, -76.4749307 42.456337, -76.4749016 42.4561764, -76.4749338 42.4560157, -76.4750227 42.4558234, -76.4750825 42.4557397)",,,,,,,,
5224108663,5224108680,0,"[543830348, 543830349]",footway,False,False,65.12899999999999,Jessup Road,"LINESTRING (-76.4750149 42.4566978, -76.4749114 42.4567089, -76.4748806 42.4567173, -76.4747934 42.4566995, -76.4745346 42.4567247, -76.4744521 42.4567406, -76.4743636 42.4567509, -76.4742351 42.456736)",,,,,,,,
5224108674,213413128,0,436250922,service,False,False,10.633,,"LINESTRING (-76.4748654 42.4583028, -76.474993 42.458286)",,,,,,,,
5224108674,4341271541,0,436250922,service,False,True,8.433,,"LINESTRING (-76.4748654 42.4583028, -76.4747648 42.4583184)",,,,,,,,
5224108674,1319459207,0,"[539940018, 539940019, 539940020]",footway,False,False,171.35999999999999,Pleasant Grove Road,"LINESTRING (-76.4748654 42.4583028, -76.4748504 42.4582648, -76.4748236 42.4580793, -76.4747445 42.4578754, -76.4746097 42.4576286, -76.474493 42.4573501, -76.474385 42.4571235, -76.4742891 42.4568949, -76.4742654 42.4568315)",,,,,,,,
5224108674,5753756390,0,"[539940016, 539940017, 539940019]",footway,False,True,82.313,Pleasant Grove Road,"LINESTRING (-76.4748654 42.4583028, -76.474898 42.4583855, -76.4749698 42.4585201, -76.4750227 42.4586625, -76.4751716 42.4589732, -76.4751806 42.4590048)",,,,,,,,
5224108680,1319459207,0,539940020,footway,False,True,10.906,,"LINESTRING (-76.4742351 42.456736, -76.4742654 42.4568315)",,,,,,,,
5224108680,1319459466,0,117133745,footway,False,True,139.80999999999997,Pleasant Grove Road,"LINESTRING (-76.4742351 42.456736, -76.4741528 42.4565582, -76.4741033 42.4564474, -76.4740891 42.4563731, -76.4741139 42.4562766, -76.474151 42.4561723, -76.4741722 42.456081, -76.4741757 42.4559767, -76.4741598 42.4559467, -76.4740891 42.4558724, -76.4739902 42.4558607, -76.4739159 42.4558254, -76.4738894 42.4557876, -76.4738788 42.4557498, -76.4738841 42.4556912, -76.4739 42.4556194)",,,,,,,,
5224108680,8798324019,0,543830349,footway,False,False,10.896,Jessup Road,"LINESTRING (-76.4742351 42.456736, -76.4741312 42.4567188, -76.474105 42.4567169)",,,,,,,,
5224108680,5224108663,0,"[543830348, 543830349]",footway,False,True,65.129,Jessup Road,"LINESTRING (-76.4742351 42.456736, -76.4743636 42.4567509, -76.4744521 42.4567406, -76.4745346 42.4567247, -76.4747934 42.4566995, -76.4748806 42.4567173, -76.4749114 42.4567089, -76.4750149 42.4566978)",,,,,,,,
5224108692,5753756390,0,539940017,footway,False,False,6.671,,"LINESTRING (-76.4751974 42.4590635, -76.4751806 42.4590048)",,,,,,,,
5224108692,8800966378,0,950744621,footway,False,False,151.341,,"LINESTRING (-76.4751974 42.4590635, -76.475222 42.4590503, -76.475237 42.4590471, -76.4754972 42.4590151, -76.4756175 42.4590014, -76.4756582 42.4590014, -76.4757352 42.4590183, -76.4757741 42.4590412, -76.4757998 42.459064, -76.4758219 42.4590973, -76.4758343 42.4591117, -76.4758458 42.4591195, -76.4758608 42.4591195, -76.4760802 42.4590901, -76.4768739 42.4589935, -76.4768943 42.4589746, -76.4769164 42.4589517)",,,,,,,,
5224155352,5224155355,0,539944056,footway,False,False,7.111,,"LINESTRING (-76.4807298 42.4551342, -76.4807358 42.455198)",,,,,,,,
5224155352,2095800472,0,931491815,residential,False,False,30.28,Sisson Place,"LINESTRING (-76.4807298 42.4551342, -76.480361 42.4551449)",,,,30 mph,,,,
5224155352,213441295,0,931491815,residential,False,True,5.817,Sisson Place,"LINESTRING (-76.4807298 42.4551342, -76.4808007 42.4551344)",,,,30 mph,,,,
5224155352,5224155362,0,"[539944056, 539944057]",footway,False,True,52.022,Triphammer Road,"LINESTRING (-76.4807298 42.4551342, -76.4807258 42.4550916, -76.480772 42.4549971, -76.4807915 42.4549694, -76.480819 42.4549382, -76.480878 42.4548912, -76.4809457 42.4548551, -76.4810994 42.4547904)",,,,,,,,
5224155355,5224155352,0,539944056,footway,False,True,7.111,,"LINESTRING (-76.4807358 42.455198, -76.4807298 42.4551342)",,,,,,,,
5224155362,2095800405,0,199584310,footway,False,True,7.371,,"LINESTRING (-76.4810994 42.4547904, -76.4811848 42.454811)",,,,,,,,
5224155362,2095800352,0,199584310,footway,False,False,87.379,,"LINESTRING (-76.4810994 42.4547904, -76.4810425 42.4547767, -76.4809621 42.4547688, -76.4808601 42.4547728, -76.4807689 42.4547728, -76.4806616 42.454753, -76.4805705 42.4547134, -76.4804739 42.4546501, -76.4802647 42.4545076, -76.4801936 42.4544552)",,,,,,,,
5224155362,5224155352,0,"[539944056, 539944057]",footway,False,False,52.022000000000006,Triphammer Road,"LINESTRING (-76.4810994 42.4547904, -76.4809457 42.4548551, -76.480878 42.4548912, -76.480819 42.4549382, -76.4807915 42.4549694, -76.480772 42.4549971, -76.4807258 42.4550916, -76.4807298 42.4551342)",,,,,,,,
5224155362,5102112355,0,539944057,footway,False,True,36.284,Triphammer Road,"LINESTRING (-76.4810994 42.4547904, -76.4812334 42.4547403, -76.4812931 42.4547126, -76.4813253 42.454681, -76.4813527 42.4546107, -76.4813561 42.45456)",,,,,,,,
5224155383,1319459828,0,"[199584325, 802039118, 199584311]","['steps', 'footway']",False,True,19.705,,"LINESTRING (-76.4799828 42.4531006, -76.4800268 42.4530665, -76.4800873 42.4530213, -76.4801536 42.4529761)",,,,,,,,
5224155383,5224155393,0,539944061,footway,False,True,46.164,,"LINESTRING (-76.4799828 42.4531006, -76.4802128 42.4531735, -76.4803161 42.4532091, -76.4804354 42.4532898, -76.4804697 42.453299)",,,,,,,,
5224155383,5224155387,0,539944062,footway,False,True,44.6,,"LINESTRING (-76.4799828 42.4531006, -76.4798386 42.4528841, -76.4798299 42.4528549, -76.4798393 42.4527737, -76.4798762 42.4527336)",,,,,,,,
5224155383,6901601312,0,"[737190589, 737190590]",footway,False,False,37.3,,"LINESTRING (-76.4799828 42.4531006, -76.4798546 42.4532052, -76.4796749 42.4533474)",,yes,,,,,,
5224155387,5224155466,0,610828143,footway,False,False,62.939,,"LINESTRING (-76.4798762 42.4527336, -76.4791808 42.4529726)",,,,,,,,
5224155387,5224155383,0,539944062,footway,False,False,44.599999999999994,,"LINESTRING (-76.4798762 42.4527336, -76.4798393 42.4527737, -76.4798299 42.4528549, -76.4798386 42.4528841, -76.4799828 42.4531006)",,,,,,,,
5224155387,3167891767,0,539944063,footway,False,True,31.276000000000003,Cradit Farm Road,"LINESTRING (-76.4798762 42.4527336, -76.48008 42.4526619, -76.4802184 42.4526097)",,,,,,,,
5224155392,1319459346,0,539944063,footway,False,False,23.236,Cradit Farm Road,"LINESTRING (-76.4809229 42.4526129, -76.4806428 42.452582)",,,,,,,,
5224155392,1320832474,0,539944064,footway,False,False,6.2,,"LINESTRING (-76.4809229 42.4526129, -76.4809301 42.4525574)",,,,,,,,
5224155392,7502039434,0,802039117,footway,False,True,18.387,,"LINESTRING (-76.4809229 42.4526129, -76.4807341 42.452702)",,,,,,,,
5224155392,1319459670,0,539944065,footway,False,True,44.86300000000001,Thurston Avenue,"LINESTRING (-76.4809229 42.4526129, -76.4809136 42.4526735, -76.4809139 42.4526917, -76.4809191 42.4527082, -76.4809292 42.4527204, -76.4809491 42.4527374, -76.480959 42.4527456, -76.4809663 42.4527584, -76.4809662 42.4527702, -76.4809655 42.4528424, -76.4809638 42.4530041)",,,,,,,,
5224155393,1319459711,0,199584302,footway,False,False,7.228,,"LINESTRING (-76.4804697 42.453299, -76.4804879 42.4533626)",,,,,,,,
5224155393,7502039433,0,199584302,footway,False,True,46.957,,"LINESTRING (-76.4804697 42.453299, -76.480458 42.4532577, -76.4804424 42.4532031, -76.4803596 42.4529464, -76.4803413 42.4528875)",,,,,,,,
5224155393,5224155383,0,539944061,footway,False,False,46.164,,"LINESTRING (-76.4804697 42.453299, -76.4804354 42.4532898, -76.4803161 42.4532091, -76.4802128 42.4531735, -76.4799828 42.4531006)",,,,,,,,
5224155393,5224155399,0,539944067,footway,False,True,35.966,Balch Drive,"LINESTRING (-76.4804697 42.453299, -76.4805441 42.4532566, -76.4806259 42.4532205, -76.4806949 42.4531987, -76.4807872 42.4531787, -76.480864 42.4531695)",,,,,,,,
5224155399,1319459670,0,117133866,footway,False,True,20.132,,"LINESTRING (-76.480864 42.4531695, -76.4809638 42.4530041)",,,,,,,,
5224155399,1319460075,0,539944058,footway,False,False,6.671,,"LINESTRING (-76.480864 42.4531695, -76.4808272 42.453223)",,,,,,,,
5224155399,5224155402,0,539944066,footway,False,True,14.556999999999999,Wait Avenue,"LINESTRING (-76.480864 42.4531695, -76.4809028 42.4531641, -76.480939 42.4531507, -76.4809975 42.4530932)",,,,,,,,
5224155399,5224155393,0,539944067,footway,False,False,35.966,Balch Drive,"LINESTRING (-76.480864 42.4531695, -76.4807872 42.4531787, -76.4806949 42.4531987, -76.4806259 42.4532205, -76.4805441 42.4532566, -76.4804697 42.453299)",,,,,,,,
5224155402,1319459670,0,539944068,footway,False,True,10.286,Thurston Avenue,"LINESTRING (-76.4809975 42.4530932, -76.4809638 42.4530041)",,,,,,,,
5224155402,5224155399,0,539944066,footway,False,False,14.556999999999999,Wait Avenue,"LINESTRING (-76.4809975 42.4530932, -76.480939 42.4531507, -76.4809028 42.4531641, -76.480864 42.4531695)",,,,,,,,
5224155402,213495833,0,"[539944059, 539944068]",footway,False,False,7.849,Thurston Avenue,"LINESTRING (-76.4809975 42.4530932, -76.4810007 42.4531017, -76.4810339 42.4531584)",,,,,,,,
5224155404,6157662827,0,657444823,footway,False,True,7.122,,"LINESTRING (-76.4837185 42.4545494, -76.4837912 42.4545144)",,,,,,,,
5224155404,6157662828,0,657444824,footway,False,False,5.282,,"LINESTRING (-76.4837185 42.4545494, -76.4837194 42.4545969)",,,,,,,,
5224155404,5224155410,0,539944069,footway,False,True,64.10799999999999,Wait Avenue,"LINESTRING (-76.4837185 42.4545494, -76.4835595 42.4545909, -76.4834838 42.4546063, -76.4833691 42.4546211, -76.4831646 42.4546389, -76.4829849 42.4546434, -76.4829529 42.4546419)",,,,,,,,
5224155404,6157662799,0,657444816,footway,False,False,91.519,,"LINESTRING (-76.4837185 42.4545494, -76.4836815 42.454153, -76.4836314 42.4537289)",,,,,,,,
5224155410,2095822827,0,199586129,service,False,False,6.639,,"LINESTRING (-76.4829529 42.4546419, -76.4829521 42.4547016)",,,,,,,,
5224155410,2095822745,0,199586129,service,False,True,65.91799999999999,,"LINESTRING (-76.4829529 42.4546419, -76.4829576 42.4543087, -76.4829563 42.4541771, -76.4829536 42.4541345, -76.4828382 42.4541404)",,,,,,,,
5224155410,5224155404,0,539944069,footway,False,False,64.10799999999999,Wait Avenue,"LINESTRING (-76.4829529 42.4546419, -76.4829849 42.4546434, -76.4831646 42.4546389, -76.4833691 42.4546211, -76.4834838 42.4546063, -76.4835595 42.4545909, -76.4837185 42.4545494)",,,,,,,,
5224155410,5224155414,0,539944069,footway,False,True,53.301,Wait Avenue,"LINESTRING (-76.4829529 42.4546419, -76.4829111 42.4546419, -76.4825577 42.45463, -76.4823646 42.4546231, -76.482304 42.4546195)",,,,,,,,
5224155414,213495881,0,20189744,service,False,False,5.734,Kelvin Place,"LINESTRING (-76.482304 42.4546195, -76.4822946 42.4546706)",,,,,,,,
5224155414,2095822853,0,20189744,service,False,True,10.156,Kelvin Place,"LINESTRING (-76.482304 42.4546195, -76.4823207 42.454529)",,,,,,,,
5224155414,5224155410,0,539944069,footway,False,False,53.301,Wait Avenue,"LINESTRING (-76.482304 42.4546195, -76.4823646 42.4546231, -76.4825577 42.45463, -76.4829111 42.4546419, -76.4829529 42.4546419)",,,,,,,,
5224155414,4064540595,0,539944069,footway,False,True,68.38300000000001,Wait Avenue,"LINESTRING (-76.482304 42.4546195, -76.4822734 42.4546167, -76.481918 42.454581, -76.4818034 42.4545613, -76.4817048 42.45454, -76.4816304 42.4545167, -76.4815351 42.4544826, -76.4815051 42.4544668)",,,,,,,,
5224155440,213495833,0,539944059,footway,False,True,7.382,,"LINESTRING (-76.4810691 42.4532195, -76.4810339 42.4531584)",,,,,,,,
5224155440,4064540595,0,539944069,footway,False,False,164.814,Wait Avenue,"LINESTRING (-76.4810691 42.4532195, -76.4810148 42.4532531, -76.480941 42.453312, -76.4808914 42.4533689, -76.4808599 42.4534199, -76.4808297 42.4534802, -76.4808089 42.4535421, -76.4807928 42.4536024, -76.4807928 42.4536262, -76.4807922 42.4536494, -76.4808029 42.4536925, -76.4808277 42.453735, -76.4808586 42.453783, -76.4810993 42.4541239, -76.4811858 42.4542387, -76.4812314 42.4542877, -76.4813045 42.454348, -76.481344 42.4543737, -76.4813983 42.4544074, -76.4814802 42.4544569, -76.4815051 42.4544668)",,,,,,,,
5224155440,5285957615,0,547054888,footway,False,True,62.44200000000001,Thurston Avenue,"LINESTRING (-76.4810691 42.4532195, -76.4811067 42.4532813, -76.4811462 42.4533313, -76.4812039 42.4533892, -76.4812495 42.4534248, -76.4813058 42.4534674, -76.4813742 42.4535134, -76.4814332 42.453549, -76.481513 42.4535901, -76.4815801 42.4536227)",,,,,,,,
5224155441,1320832030,0,117268283,footway,False,False,95.533,,"LINESTRING (-76.4806768 42.4537702, -76.4804951 42.453834, -76.4804538 42.4538799, -76.4803715 42.4540017, -76.4802846 42.4540898, -76.4801841 42.454168, -76.4798676 42.4543607)",,,,,,,,
5224155441,5102112355,0,539944060,footway,False,False,104.82600000000001,Wait Avenue,"LINESTRING (-76.4806768 42.4537702, -76.4807593 42.4538862, -76.4808891 42.4540734, -76.4810487 42.4542864, -76.4811046 42.4543525, -76.4812139 42.4544351, -76.4813038 42.4544964, -76.4813561 42.45456)",,,,,,,,
5224155441,1319460075,0,"[539944058, 539944060]",footway,False,True,63.36,Wait Avenue,"LINESTRING (-76.4806768 42.4537702, -76.4806688 42.4537385, -76.4806705 42.4537004, -76.4806674 42.4536217, -76.4806731 42.453529, -76.4806902 42.4534659, -76.4807083 42.4534209, -76.4807812 42.4532897, -76.4808272 42.453223)",,,,,,,,
5224155441,1319459711,0,657444833,footway,False,False,48.001,,"LINESTRING (-76.4806768 42.4537702, -76.4806149 42.4536697, -76.4805676 42.4535666, -76.4805075 42.4534255, -76.4804879 42.4533626)",,,,,,,,
5224155450,2095822801,0,199586120,service,False,True,7.005,,"LINESTRING (-76.4811272 42.4520952, -76.4812091 42.452113)",,,,,,,,
5224155450,5224155455,0,539944074,footway,False,True,4.394,,"LINESTRING (-76.4811272 42.4520952, -76.481114 42.4521335)",,,,,,,,
5224155450,2095822831,0,199586120,service,False,False,52.205000000000005,,"LINESTRING (-76.4811272 42.4520952, -76.4810893 42.452087, -76.4805168 42.4519626)",,,,,,,,
5224155450,5285957788,0,"[539944074, 539944076]",footway,False,False,10.133,,"LINESTRING (-76.4811272 42.4520952, -76.4811422 42.4520519, -76.4811606 42.4520075)",,,,,,,,
5224155455,5224155450,0,539944074,footway,False,False,4.394,,"LINESTRING (-76.481114 42.4521335, -76.4811272 42.4520952)",,,,,,,,
5224155455,1320832508,0,539944075,footway,False,True,8.999,,"LINESTRING (-76.481114 42.4521335, -76.4810974 42.4522135)",,,,,,,,
5224155455,1320832023,0,539944073,footway,False,True,15.237,,"LINESTRING (-76.481114 42.4521335, -76.4810852 42.452135, -76.4809478 42.4521908)",,,,,,,,
5224155462,5224155463,0,539944078,footway,False,True,8.06,,"LINESTRING (-76.4788803 42.4531024, -76.4788538 42.4530326)",,,,,,,,
5224155462,5224155477,0,539944080,footway,False,False,2.628,,"LINESTRING (-76.4788803 42.4531024, -76.4789079 42.4530904)",,,,,,,,
5224155462,5224155474,0,539944080,footway,False,True,18.932000000000002,,"LINESTRING (-76.4788803 42.4531024, -76.4788523 42.4531146, -76.4787859 42.4531735, -76.4787188 42.4532225)",,,,,,,,
5224155463,6901601324,0,20185625,tertiary,False,False,25.944,Cradit Farm Drive,"LINESTRING (-76.4788538 42.4530326, -76.4791138 42.4528998)",,,,25 mph,,,,
5224155463,213441870,0,20185625,tertiary,False,True,2.761,Cradit Farm Drive,"LINESTRING (-76.4788538 42.4530326, -76.4788261 42.4530467)",,,,25 mph,,,,
5224155463,5224155462,0,539944078,footway,False,False,8.06,,"LINESTRING (-76.4788538 42.4530326, -76.4788803 42.4531024)",,,,,,,,
5224155463,5224155479,0,539944078,footway,False,True,7.566,,"LINESTRING (-76.4788538 42.4530326, -76.4788261 42.4529677)",,,,,,,,
5224155464,5224155477,0,539944079,footway,False,True,26.094,,"LINESTRING (-76.4791478 42.4532408, -76.4789595 42.4531062, -76.4789079 42.4530904)",,,,,,,,
5224155466,5224155387,0,610828143,footway,False,True,62.939,,"LINESTRING (-76.4791808 42.4529726, -76.4798762 42.4527336)",,,,,,,,
5224155466,6901601325,0,737190597,service,False,False,21.22,,"LINESTRING (-76.4791808 42.4529726, -76.4793699 42.4531028)",,,,,,,,
5224155466,6901601324,0,737190597,service,False,True,9.785,,"LINESTRING (-76.4791808 42.4529726, -76.4791138 42.4528998)",,,,,,,,
5224155466,5224155477,0,539944080,footway,False,True,26.143,,"LINESTRING (-76.4791808 42.4529726, -76.479095 42.4529949, -76.4789964 42.4530493, -76.4789079 42.4530904)",,,,,,,,
5224155474,4816338491,0,489396774,footway,False,True,28.425,,"LINESTRING (-76.4787188 42.4532225, -76.4785449 42.4534436)",,,,,,,,
5224155474,5224155462,0,539944080,footway,False,False,18.932,,"LINESTRING (-76.4787188 42.4532225, -76.4787859 42.4531735, -76.4788523 42.4531146, -76.4788803 42.4531024)",,,,,,,,
5224155474,1320831938,0,539944080,footway,False,True,32.658,,"LINESTRING (-76.4787188 42.4532225, -76.4786746 42.4532457, -76.47857 42.4532883, -76.4784506 42.45331, -76.4783493 42.4533128)",,,,,,,,
5224155475,1319459200,0,117133771,footway,False,False,25.042,,"LINESTRING (-76.4783558 42.4536732, -76.478351 42.453709, -76.4781854 42.4538535)",,,,,,,,
5224155475,1320831938,0,117133771,footway,False,True,40.692,,"LINESTRING (-76.4783558 42.4536732, -76.4783626 42.4536222, -76.4783515 42.4535342, -76.4783317 42.4534788, -76.478323 42.45342, -76.4783277 42.4533611, -76.4783378 42.453336, -76.4783493 42.4533128)",,,,,,,,
5224155475,4816338491,0,489396774,footway,False,False,29.881999999999998,,"LINESTRING (-76.4783558 42.4536732, -76.4783775 42.453643, -76.4785449 42.4534436)",,,,,,,,
5224155477,2095791403,0,199582666,footway,False,True,61.412,,"LINESTRING (-76.4789079 42.4530904, -76.4788383 42.4536403)",,,,,,,,
5224155477,5224155462,0,539944080,footway,False,True,2.628,,"LINESTRING (-76.4789079 42.4530904, -76.4788803 42.4531024)",,,,,,,,
5224155477,5224155464,0,539944079,footway,False,False,26.094,,"LINESTRING (-76.4789079 42.4530904, -76.4789595 42.4531062, -76.4791478 42.4532408)",,,,,,,,
5224155477,5224155466,0,539944080,footway,False,False,26.143,,"LINESTRING (-76.4789079 42.4530904, -76.4789964 42.4530493, -76.479095 42.4529949, -76.4791808 42.4529726)",,,,,,,,
5224155479,5224155463,0,539944078,footway,False,False,7.566,,"LINESTRING (-76.4788261 42.4529677, -76.4788538 42.4530326)",,,,,,,,
5224155479,5224155480,0,539944081,footway,False,True,6.274,,"LINESTRING (-76.4788261 42.4529677, -76.4787707 42.4530066)",,,,,,,,
5224155479,2095791430,0,539944077,footway,False,False,123.755,Cradit Farm Road,"LINESTRING (-76.4788261 42.4529677, -76.4788771 42.4529528, -76.4789441 42.4529246, -76.4790152 42.4528905, -76.479093 42.4528514, -76.4791828 42.4528247, -76.4799178 42.4525946, -76.480163 42.4524642)",,,,,,,,
5224155480,213441870,0,199584318,service,False,True,6.367,,"LINESTRING (-76.4787707 42.4530066, -76.4788261 42.4530467)",,,,,,,,
5224155480,5224155479,0,539944081,footway,False,False,6.274,,"LINESTRING (-76.4787707 42.4530066, -76.4788261 42.4529677)",,,,,,,,
5224155480,2095800316,0,199584318,service,False,False,56.122,,"LINESTRING (-76.4787707 42.4530066, -76.4787411 42.4529852, -76.4786131 42.4529854, -76.4783347 42.4529859, -76.4780985 42.4529864)",,,,,,,,
5224155480,7137504897,0,"[539944081, 763993139]",footway,False,"[False, True]",53.007000000000005,,"LINESTRING (-76.4787707 42.4530066, -76.4787262 42.4530394, -76.478638 42.4531119, -76.4784955 42.453172, -76.4782104 42.4531964)",,,,,,,,
5238750613,5285957560,0,547054867,footway,False,True,7.836,,"LINESTRING (-76.4865502 42.4538283, -76.4864596 42.453806)",,,,,,,,
5238750613,5238753539,0,"[541798816, 541798815]",footway,False,True,232.744,Highland Avenue,"LINESTRING (-76.4865502 42.4538283, -76.4865539 42.4538493, -76.4865633 42.453875, -76.4865743 42.4538976, -76.4865854 42.4539107, -76.4866162 42.4539525, -76.4866548 42.454019, -76.486688 42.4540957, -76.4867128 42.4541726, -76.4867259 42.454235, -76.4867249 42.4543037, -76.4867229 42.4543352, -76.4867048 42.4543856, -76.4866612 42.4544445, -76.4866176 42.454494, -76.4863584 42.4547161, -76.4860265 42.4549808, -76.485944 42.4550471, -76.4859105 42.4550802, -76.4858884 42.4551282, -76.485881 42.4551772, -76.4858756 42.4552247, -76.4858796 42.4552865, -76.4858864 42.4553499, -76.4859024 42.4554068, -76.4859672 42.4556431, -76.4859747 42.4556699)",,,,,,,,
5238750613,5285957579,0,547054873,footway,False,False,123.37299999999999,Thurston Avenue,"LINESTRING (-76.4865502 42.4538283, -76.4866957 42.4538523, -76.486862 42.45388, -76.4869431 42.4538924, -76.4870048 42.4538938, -76.4870679 42.4538978, -76.4871356 42.4538938, -76.4872254 42.4538854, -76.4873059 42.4538691, -76.4873904 42.4538518, -76.4875554 42.4538181, -76.4876492 42.4538063, -76.4877518 42.4538063, -76.4879657 42.4538226, -76.4880281 42.4538271)",,,,,,,,
5238753539,213523222,0,20193507,residential,False,True,6.87,Westbourne Lane,"LINESTRING (-76.4859747 42.4556699, -76.485891 42.455668)",,,,,,,,
5238753539,213442475,0,20193507,residential,False,False,162.17000000000002,Westbourne Lane,"LINESTRING (-76.4859747 42.4556699, -76.486335 42.455676, -76.486545 42.455687, -76.486617 42.455695, -76.486754 42.455729, -76.486818 42.45576, -76.486872 42.455795, -76.486915 42.45584, -76.486949 42.455907, -76.486989 42.456023, -76.487016 42.456144, -76.487034 42.456288, -76.487045 42.456405, -76.487043 42.45645, -76.487027 42.456495, -76.487002 42.456536)",,,,,,,,
