element_type,osmid,building,name,geometry,nodes,int_name,name:en,alt_name,amenity,building:colour,height,min_height,roof:colour,roof:shape,building:levels,source,website,emergency,healthcare,roof:levels,roof:direction,roof:height,layer,roof:material,note,roof:orientation,shop,addr:postcode,addr:province,description,ways,type,location
way,116940038,residential,第三宿舍,"POLYGON ((121.3980804 31.2304188, 121.3979839 31.2303999, 121.3980259 31.2302429, 121.3980467 31.2302469, 121.3980621 31.2301896, 121.3980793 31.230193, 121.3980943 31.2301371, 121.3981096 31.2301401, 121.3981256 31.2300801, 121.3981429 31.2300835, 121.3981574 31.2300292, 121.3981735 31.2300323, 121.3982023 31.2299247, 121.3983571 31.229955, 121.3983514 31.2299763, 121.3983662 31.2299792, 121.3983349 31.2300962, 121.3983065 31.2300906, 121.3982744 31.2302104, 121.398251 31.2302059, 121.3982355 31.2302636, 121.3982163 31.2302598, 121.3981926 31.2303486, 121.3981729 31.2303447, 121.3981552 31.2304108, 121.3980862 31.2303973, 121.3980804 31.2304188))","[1317204286, 3793898291, 3793898281, 3793898282, 3793898277, 3793898278, 3793898274, 3793898275, 3793898265, 3793898266, 3793898262, 3793898263, 1317204296, 1317204349, 3793895056, 3793898257, 3793898270, 3793898268, 3793898280, 3793898279, 3793898284, 3793898283, 3793898290, 3793898289, 3793898292, 1317204331, 1317204286]",,,,,,,,bfc6ca,flat,6,,,,,,,,,,,,,,,,,,
way,116940040,yes,,"POLYGON ((121.3984511 31.2246137, 121.398451 31.2246081, 121.3985153 31.2246071, 121.3985146 31.2245699, 121.3984495 31.2245709, 121.3983943 31.2245717, 121.3983937 31.2245415, 121.3983396 31.2245423, 121.3983382 31.2244731, 121.3982815 31.2244739, 121.3982829 31.2245449, 121.3982408 31.2245455, 121.3982422 31.2246168, 121.3984511 31.2246137))","[1317204743, 3861000916, 3861000917, 3861000915, 1317204731, 3861000914, 3861000912, 3861000911, 3861000910, 3861000909, 1317204217, 3861000913, 1317204755, 1317204743]",,,,public_building,,,,,,,,,,,,,,,,,,,,,,,,
way,116940042,residential,第四宿舍,"POLYGON ((121.3979926 31.2307669, 121.3982858 31.2308295, 121.3983363 31.2306568, 121.3980411 31.2305937, 121.3980748 31.2304782, 121.3983701 31.2305413, 121.398417 31.2305513, 121.3985112 31.2305715, 121.3984521 31.2307738, 121.3983935 31.2309744, 121.3983097 31.2309565, 121.3982523 31.2309442, 121.397959 31.2308816, 121.3979926 31.2307669))","[1317204496, 1317204711, 1317204590, 1317204510, 1317204440, 3787619204, 3787619205, 1317204450, 3860762567, 1317204517, 3787619209, 3787619208, 1317204430, 1317204496]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,116940044,residential,第六宿舍,"POLYGON ((121.3990315 31.2305242, 121.3990639 31.2304091, 121.3988738 31.2303699, 121.3988596 31.230367, 121.398845 31.230364, 121.3986252 31.2303187, 121.3986636 31.2301873, 121.3986672 31.2301749, 121.398671 31.2301613, 121.3987071 31.23003, 121.3989379 31.2300776, 121.3989485 31.2300798, 121.3989591 31.230082, 121.3991253 31.2301162, 121.3991561 31.2300066, 121.3984328 31.2298573, 121.3984018 31.229967, 121.3985752 31.2300028, 121.39854 31.2301271, 121.398499 31.2301186, 121.3984877 31.2301584, 121.3985287 31.2301669, 121.3984933 31.2302914, 121.3983148 31.2302545, 121.3982823 31.2303697, 121.3990315 31.2305242))","[1317204752, 1317204209, 3789195190, 3789195189, 3789195188, 1317204760, 3789194642, 3789194634, 3789194628, 1317204764, 3789194618, 3789194619, 3789194620, 1317204190, 1317204191, 1317204211, 1317204542, 1317204392, 3789194622, 3789194621, 3789194626, 3789194632, 1317204276, 1317204274, 1317204281, 1317204752]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,116940046,residential,,"POLYGON ((121.4025208 31.2308891, 121.4025669 31.2307843, 121.4033053 31.2310218, 121.4032592 31.2311266, 121.4025208 31.2308891))","[1317204715, 1317204638, 1317204656, 1317204644, 1317204715]",,,,,,,,8c9293,,6,,,,,,,,,,,,,,,,,,
way,116940051,residential,,"POLYGON ((121.3991461 31.2319005, 121.3991811 31.231804, 121.3992658 31.2318265, 121.3992738 31.2318046, 121.3996277 31.2318984, 121.39962 31.2319197, 121.3997048 31.2319422, 121.3996696 31.2320393, 121.3995848 31.2320168, 121.399333 31.2319499, 121.3993272 31.2319658, 121.3992977 31.2319579, 121.3993034 31.2319421, 121.3992308 31.231923, 121.3991461 31.2319005))","[1317204718, 1317204719, 3793898374, 3793898373, 3793898375, 3793898376, 1317204720, 1317204737, 3826322288, 3826322285, 3826322287, 3826322286, 3826322284, 3826322283, 1317204718]",,,,,,,,,,5,,,,,,,,,,,,,,,,,,
way,116940052,school,,"POLYGON ((121.3995734 31.2241819, 121.3995698 31.2240052, 121.3999246 31.224, 121.3999282 31.2241766, 121.3995734 31.2241819))","[1317204629, 1317204593, 1317204607, 1317204599, 1317204629]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,116940055,yes,,"POLYGON ((121.4024298 31.2297366, 121.4025125 31.2295202, 121.4025197 31.2295222, 121.4026031 31.2295455, 121.4026103 31.2295268, 121.402637 31.2295344, 121.4026298 31.229553, 121.4027189 31.2295779, 121.4026884 31.2296577, 121.4025876 31.2296296, 121.4025655 31.2296874, 121.4026666 31.2297156, 121.4026365 31.2297943, 121.4025354 31.2297661, 121.4024366 31.2297385, 121.4024298 31.2297366))","[1317204523, 1317204526, 3805449486, 3806502548, 3806502538, 3806502544, 3806502549, 1317204461, 1317204489, 1317204591, 1317204661, 1317204640, 1317204663, 3788890055, 3788890054, 1317204523]",,,,public_building,,,,,,,,,,,,,,,,,,,,,,,,
way,116940056,school,,"POLYGON ((121.3982624 31.2243569, 121.3982593 31.2241512, 121.3986763 31.2241466, 121.3986795 31.2243523, 121.3982624 31.2243569))","[1317204465, 1317204467, 1317204503, 1317204528, 1317204465]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,116940058,public,国际教育中心,"POLYGON ((121.4009773 31.2258705, 121.4009754 31.2256349, 121.4008303 31.2256357, 121.4008322 31.2258712, 121.4009773 31.2258705))","[1317204568, 1317204434, 1317204484, 1317204589, 1317204568]",Global Education Center,,,,#d5c8b7,,,#8c9293,flat,5,,,,,,,,,,,,,,,,,,
way,116940062,public,,"POLYGON ((121.3984178 31.2255373, 121.3984995 31.2255359, 121.3985003 31.2255688, 121.3987459 31.2255647, 121.3987451 31.2255318, 121.3987993 31.2255309, 121.398798 31.2254768, 121.3988483 31.2254759, 121.3988446 31.2253122, 121.3987943 31.225313, 121.398793 31.225257, 121.3987335 31.225258, 121.3987325 31.2252149, 121.3984856 31.225219, 121.3984865 31.2252622, 121.3984115 31.2252634, 121.3984178 31.2255373))","[1317204762, 1317204195, 1317204267, 1317204298, 1317204356, 3861000921, 3861000920, 1317204293, 1317204370, 1317204299, 3861000919, 1317204301, 3861000918, 1317204336, 1317204332, 1317204317, 1317204762]",,Student Activities Facilities,,,,,,,,,,,,,,,,,,,,,,,,,,
way,116940064,yes,办公楼,"POLYGON ((121.4022372 31.2295662, 121.4021974 31.2296783, 121.402086 31.2296491, 121.4021258 31.2295372, 121.4019516 31.2294919, 121.401992 31.2293785, 121.4021621 31.2294227, 121.4021627 31.229421, 121.4021803 31.2294256, 121.4021846 31.2294135, 121.4022658 31.2294346, 121.4022615 31.2294467, 121.402279 31.2294513, 121.4022784 31.229453, 121.4024673 31.2295022, 121.4024269 31.2296156, 121.4022372 31.2295662))","[1317204609, 1317204625, 1317204262, 1317204394, 1317204295, 1317204380, 3805651373, 3806432035, 3806432037, 3805651374, 3805651377, 3806432044, 3806432047, 3805651379, 1317204292, 1317204378, 1317204609]",Administrative Office Building,,,public_building,#cdaa9d,,,,,,,,,,,,,,,,,,,,,,,
way,116940065,school,,"POLYGON ((121.3992639 31.2241687, 121.3992598 31.224027, 121.3995179 31.2240215, 121.399522 31.2241633, 121.3992639 31.2241687))","[1317204623, 1317204606, 1317204635, 1317204284, 1317204623]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,116940066,residential,留学生公寓,"POLYGON ((121.3982353 31.2248036, 121.3982315 31.2246835, 121.398257 31.2246829, 121.3982551 31.2246243, 121.3983034 31.2246232, 121.3983052 31.2246818, 121.3988227 31.22467, 121.3988265 31.2247901, 121.3982353 31.2248036))","[1317204215, 1317204414, 3925427723, 3925427721, 3925427720, 3925427722, 1317204549, 1317204442, 1317204215]",Foreign Students Dormitory,International Student Residence Hall,,,,,,,,,,,,,,,,,,,,,,,,,,
way,116941136,school,,"POLYGON ((121.4022215 31.2286492, 121.4022526 31.2285517, 121.4022961 31.2285618, 121.402342 31.2284179, 121.4024131 31.2284345, 121.4023663 31.2285815, 121.402459 31.2286031, 121.4024907 31.2285034, 121.4025477 31.2285167, 121.4025202 31.2286033, 121.402516 31.2286164, 121.4028982 31.2287054, 121.4028721 31.2287872, 121.402841 31.22878, 121.4028298 31.2288152, 121.4023282 31.2286984, 121.4022182 31.2286728, 121.4022255 31.2286501, 121.4022215 31.2286492))","[3816754934, 1317216528, 3816754932, 3788622829, 3788622830, 3788622832, 3818495989, 3818495986, 3818495988, 3818495990, 3818495991, 1317216524, 3787910841, 3787910840, 1317216560, 3788622845, 3802562792, 3816754935, 3816754934]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,116941138,school,小教楼,"POLYGON ((121.4025132 31.2284327, 121.4025328 31.2283712, 121.4025512 31.2283134, 121.4028407 31.2283808, 121.4028318 31.2284088, 121.4029308 31.2284318, 121.4029017 31.2285231, 121.4027988 31.2284992, 121.402783 31.228549, 121.4027753 31.2285732, 121.4026843 31.2285521, 121.4027079 31.228478, 121.4025132 31.2284327))","[1317216527, 3787910829, 1317216547, 1317216531, 1317216559, 1317216551, 1317216493, 3787910834, 3790106792, 3787910837, 3787910836, 3787910833, 1317216527]",Xiaojiao Building,,,,,,,7d827e,flat,5,,,,,,,,,,,,,,,,,,
way,116941139,school,科学会堂,"POLYGON ((121.4018409 31.2286888, 121.4018097 31.2286815, 121.4018707 31.2284915, 121.4019018 31.2284988, 121.4019129 31.2284644, 121.4021537 31.2285209, 121.4021496 31.2285337, 121.4021734 31.2285393, 121.4021381 31.2286494, 121.4021555 31.2286535, 121.4021412 31.2286982, 121.4021348 31.2287198, 121.4021137 31.2287146, 121.4021114 31.2287139, 121.4021067 31.2287284, 121.4021073 31.2287286, 121.4021004 31.22875, 121.4020793 31.2287449, 121.4020694 31.2287424, 121.4018409 31.2286888))","[1317216503, 3787910838, 3834278972, 3834278975, 1317216509, 3787910835, 3802562789, 1317216522, 3802562790, 3802562791, 3802562794, 3802562817, 3802562815, 3802562811, 3822514621, 3822514622, 1317216496, 3822514628, 3822514626, 1317216503]",Science Auditorium,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,116941140,school,,"POLYGON ((121.3979151 31.2322121, 121.3978674 31.2323686, 121.397543 31.2322963, 121.3977279 31.2316898, 121.3979262 31.231734, 121.397789 31.232184, 121.3979151 31.2322121))","[1317216561, 1317216552, 1317216489, 1317216523, 1317216502, 1317216490, 1317216561]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,116941142,school,计算机楼,"POLYGON ((121.4003296 31.22768, 121.4007116 31.2277689, 121.4006721 31.2278929, 121.4004194 31.2278342, 121.4003853 31.2279415, 121.400607 31.2279934, 121.4006396 31.2278915, 121.4006609 31.2278964, 121.4006496 31.2279315, 121.4007243 31.227949, 121.4006875 31.2280641, 121.4005916 31.2280417, 121.4005757 31.2280911, 121.400354 31.2280392, 121.400365 31.2280049, 121.4002968 31.227989, 121.4003071 31.2279566, 121.4002801 31.2279503, 121.4002695 31.2279479, 121.4002676 31.2279474, 121.4003061 31.2278263, 121.4002912 31.2278228, 121.4002664 31.2278171, 121.4002836 31.2277631, 121.4002978 31.2277665, 121.4002989 31.227763, 121.4003026 31.2277639, 121.4003091 31.2277435, 121.4003051 31.2277425, 121.4003062 31.2277392, 121.4003105 31.2277402, 121.4003296 31.22768))","[1317216492, 3787741870, 3787741874, 3822810471, 3787741876, 3787741877, 3787741875, 3822810473, 3822810475, 3822810476, 1317216519, 1317216498, 1317216491, 3787741881, 3787741880, 3822940942, 3822940941, 3822810479, 3822810478, 1317216525, 3790337625, 3822810469, 3790337612, 3790337239, 3791127210, 3791158244, 3822553086, 3822553085, 3822553084, 3791158242, 3790337243, 1317216492]",Computer House,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,116941144,residential,,"POLYGON ((121.4025184 31.2275565, 121.4025204 31.2275509, 121.4024992 31.2275455, 121.402508 31.2275205, 121.4025215 31.227524, 121.4025341 31.2274881, 121.4025206 31.2274846, 121.4025343 31.2274458, 121.4025671 31.2274543, 121.4025794 31.2274195, 121.4026036 31.2274258, 121.4026225 31.2273719, 121.4026922 31.2273899, 121.4027323 31.2274002, 121.4028033 31.2274185, 121.4028406 31.227428, 121.4029139 31.2274469, 121.4029533 31.227457, 121.4030226 31.2274749, 121.4030036 31.2275288, 121.4030303 31.2275357, 121.4030182 31.2275703, 121.4030539 31.2275795, 121.4030328 31.2276393, 121.4030192 31.2276357, 121.4030151 31.2276473, 121.4030288 31.2276508, 121.4030188 31.2276791, 121.402995 31.227673, 121.402993 31.2276786, 121.4029387 31.2276647, 121.4029005 31.2276548, 121.4028294 31.2276365, 121.4027911 31.2276267, 121.4027195 31.2276082, 121.4026814 31.2275985, 121.4026117 31.2275805, 121.4025732 31.2275706, 121.4025184 31.2275565))","[1317216554, 3817255191, 3817255187, 3817255176, 3817255179, 3817255166, 3817255165, 3790337160, 3790337161, 3790337158, 3790337159, 1317216550, 3817255159, 3817255160, 3817255161, 3817255162, 3817255163, 3817255164, 3790337162, 3790337163, 3790337164, 3790337165, 1317216518, 3817255222, 3817255220, 3817255223, 3817255224, 3817255230, 3817255229, 1317216543, 3817255228, 3817255226, 3817255221, 3817255218, 3817255216, 3817255212, 3817255206, 3817255200, 1317216554]",,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,
way,116941145,school,软件学院,"POLYGON ((121.4003111 31.2281137, 121.4002751 31.2282224, 121.4004481 31.2282643, 121.4004392 31.2282912, 121.4007626 31.2283695, 121.4007555 31.2283908, 121.400893 31.2284241, 121.4009076 31.2283801, 121.4010341 31.2284107, 121.4011044 31.2284277, 121.4011765 31.2284452, 121.4012663 31.2281742, 121.4011239 31.2281397, 121.4010725 31.2282949, 121.400946 31.2282642, 121.4009487 31.2282561, 121.4008112 31.2282228, 121.4008094 31.2282283, 121.400486 31.2281499, 121.4004841 31.2281556, 121.4003111 31.2281137))","[1317216510, 1317216533, 1317216514, 1317216535, 3788661729, 3788661731, 1317216536, 1317216487, 3788661732, 3788661733, 1317216497, 1317216545, 1317216506, 1317216500, 3788661724, 1317216538, 3788661721, 3788661722, 3788661719, 1317216511, 1317216510]",School of Software Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,116941146,yes,,"POLYGON ((121.4021285 31.2276632, 121.4021722 31.2276744, 121.4021669 31.2276893, 121.4021882 31.2276947, 121.4021935 31.2276798, 121.4022372 31.227691, 121.402232 31.2277058, 121.4022583 31.2277124, 121.4022634 31.2276977, 121.4023071 31.2277088, 121.402302 31.2277235, 121.4023324 31.2277311, 121.4023375 31.2277166, 121.4023812 31.2277278, 121.4023761 31.2277422, 121.4024077 31.2277502, 121.4024127 31.2277358, 121.4024564 31.227747, 121.4024495 31.2277668, 121.4024366 31.2277635, 121.4024136 31.2278301, 121.4023488 31.2278138, 121.4023433 31.2278298, 121.4023355 31.227852, 121.4022496 31.22783, 121.4022573 31.227808, 121.402201 31.2277938, 121.4021885 31.2278299, 121.4021051 31.2278088, 121.4021235 31.2277555, 121.4020627 31.2277401, 121.4020797 31.227691, 121.4020872 31.2276692, 121.4021233 31.2276783, 121.4021285 31.2276632))","[1317216540, 3790337222, 3790337226, 3790337228, 3790337224, 3790337227, 3790337231, 3790337233, 3790337229, 3790337232, 3790337235, 3790337238, 3790337234, 3790337237, 3790337245, 3790337250, 3790337241, 1317216494, 3790337563, 3790337561, 1317216542, 3790337609, 3790337614, 3790337633, 3790337615, 3790337606, 3790337575, 3790337613, 3790337607, 3790337253, 3790337244, 3805333330, 3790337220, 3790337223, 1317216540]",,,,public_building,,,,8c9293,,4,,,,,,,,,,,,,,,,,,
way,116941148,school,教育部中学校长培训中心,"POLYGON ((121.4019228 31.2278989, 121.4019157 31.2279109, 121.4019148 31.2279218, 121.401919 31.2279334, 121.4019282 31.2279428, 121.401917 31.2279752, 121.4019468 31.2279828, 121.4019421 31.2279963, 121.4019711 31.2280036, 121.4019692 31.2280092, 121.402068 31.2280341, 121.4020661 31.2280396, 121.4021014 31.2280484, 121.4021325 31.2280562, 121.4021598 31.228063, 121.4021694 31.2280654, 121.4021714 31.2280659, 121.4021862 31.2280696, 121.4022006 31.2280732, 121.4022026 31.2280737, 121.4022131 31.2280763, 121.4022337 31.2280815, 121.4022358 31.228082, 121.4022529 31.2280862, 121.4022557 31.228078, 121.4022693 31.2280798, 121.4022827 31.2280797, 121.4022955 31.228077, 121.4023077 31.228073, 121.4023187 31.2280665, 121.4023279 31.2280582, 121.402335 31.2280485, 121.4023404 31.2280369, 121.4023464 31.2280384, 121.4023497 31.228029, 121.402357 31.2280075, 121.4023685 31.227974, 121.4023575 31.2279712, 121.4023309 31.2279646, 121.4023362 31.227949, 121.4023026 31.2279406, 121.4023048 31.2279343, 121.4022375 31.2279173, 121.4020204 31.2278624, 121.4019948 31.2278559, 121.4019889 31.2278727, 121.4019553 31.2278642, 121.4019472 31.2278877, 121.4019337 31.2278912, 121.4019228 31.2278989))","[1317216501, 3790429961, 3790429963, 3790429964, 3790337753, 3791266757, 3791266759, 3790429965, 3791266761, 3790429966, 3791266762, 3791266763, 3804696704, 3804696706, 3804696707, 3804696708, 3804696709, 3804696710, 3816656011, 3816656012, 3804806101, 3804696713, 3787819718, 1317216546, 3790337867, 3790337868, 1317216495, 3791558895, 3791558894, 3791558889, 3790337864, 3790337862, 3790337859, 3790337861, 3804773986, 3804773984, 3790337748, 3790337743, 3790337745, 1317216549, 3790337741, 3791558884, 3790337739, 3808223674, 3808214318, 3808214323, 3808214320, 3790429958, 3790429959, 1317216501]","National Training Center for Secondary School Principals, Ministry of Education",,,,,,,,,,,http://www.ntcssp.ecnu.edu.cn/,,,,,,,,,,,,,,,,
way,116941149,yes,,"POLYGON ((121.397543 31.2325548, 121.397605 31.2323695, 121.3977258 31.232399, 121.3976638 31.2325843, 121.397543 31.2325548))","[1317216556, 1317216555, 1317216529, 1317216544, 1317216556]",,,,public_building,,,,,,,,,,,,,,,,,,,,,,,,
way,116941150,yes,河西餐厅,"POLYGON ((121.3980561 31.2320365, 121.3986477 31.2321684, 121.3984747 31.2327357, 121.3978832 31.2326038, 121.3980561 31.2320365))","[1317216488, 1317216553, 1317216505, 1317216558, 1317216488]",Dining Hall West,,,public_building,,,,,,,,,,,,,,,,,,,,,,,,
way,116945145,yes,校医院,"POLYGON ((121.4016341 31.2315336, 121.4016055 31.2315245, 121.4016286 31.2314717, 121.4019978 31.2315895, 121.4020702 31.2314219, 121.4021254 31.2314394, 121.401986 31.2317624, 121.4019308 31.2317449, 121.4019559 31.2316859, 121.4019621 31.2316713, 121.4016757 31.23158, 121.4016688 31.2315957, 121.4016146 31.2315784, 121.4016341 31.2315336))","[1317247921, 3834278993, 1317247968, 1317247960, 1317248044, 1317247924, 1317247977, 1317248032, 3846953144, 1317247979, 3834278998, 3834279001, 3834278997, 1317247921]",Campus Hospital,,,hospital,,,,,,,,,no,hospital,,,,,,,,,,,,,,
way,116945148,school,,"POLYGON ((121.402543 31.2323203, 121.4024821 31.2322984, 121.4024502 31.2323036, 121.4024318 31.232223, 121.4024641 31.2322177, 121.4025681 31.2320078, 121.4026129 31.2320227, 121.4026201 31.2320077, 121.402726 31.2320447, 121.4027035 31.2320919, 121.4026591 31.2321872, 121.402679 31.2321959, 121.4026893 31.2322085, 121.4026938 31.2322243, 121.4026925 31.2322379, 121.4026894 31.2322476, 121.402695 31.2322499, 121.4027968 31.2322875, 121.4027789 31.2323228, 121.402768 31.2323443, 121.4027428 31.2323942, 121.4026504 31.23236, 121.4025898 31.2323376, 121.402543 31.2323203))","[1317248031, 3834004241, 3834004242, 3834004239, 1317248029, 1317247962, 3846674507, 1317247953, 1317247935, 3834004235, 1317247952, 3846674510, 1317248059, 3846674511, 3834004238, 3834004240, 1317248049, 1317248000, 3846674516, 3846674518, 1317247956, 3846674519, 3846674517, 1317248031]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,116945151,school,,"POLYGON ((121.4018346 31.2322606, 121.4023702 31.2321781, 121.4024211 31.2324195, 121.4022001 31.2324535, 121.4021805 31.2323606, 121.4018658 31.232409, 121.4018346 31.2322606))","[1317247958, 1317248058, 1317248018, 1317247933, 1317247950, 1317248043, 1317247958]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,116950296,school,外语学院,"POLYGON ((121.4003917 31.2304644, 121.4003939 31.2304649, 121.4004253 31.230472, 121.4004178 31.2304962, 121.4003981 31.2304917, 121.4003936 31.2305062, 121.4003254 31.2305061, 121.4003219 31.2305061, 121.4002921 31.2306038, 121.4002946 31.2306051, 121.4003533 31.2306351, 121.4003487 31.2306499, 121.4003688 31.2306546, 121.4003614 31.2306784, 121.4003354 31.2306724, 121.4003332 31.2306719, 121.4003107 31.2307443, 121.4003129 31.2307448, 121.4004589 31.2307781, 121.4004819 31.2307046, 121.40045 31.2306974, 121.4004349 31.2306939, 121.400442 31.2306713, 121.4004514 31.2306412, 121.4004538 31.2306335, 121.4004799 31.2306395, 121.4004851 31.2306228, 121.4004948 31.2306251, 121.4005112 31.2305725, 121.4005016 31.2305703, 121.4005064 31.2305548, 121.4004803 31.2305488, 121.4004824 31.2305421, 121.4004915 31.230513, 121.400499 31.2304889, 121.4005677 31.2305046, 121.4006073 31.2305137, 121.4006301 31.2304408, 121.4004166 31.230392, 121.4004144 31.2303915, 121.4003917 31.2304644))","[3810229266, 1317305039, 3786049514, 3786049517, 3786049516, 3786062519, 3809810516, 3786049519, 3786049524, 3809810529, 3786062521, 3786049527, 3786049529, 3786049532, 3786049530, 3810229267, 3810229268, 3786049536, 3786049537, 3786049535, 3809810538, 3786049534, 3786049531, 3809810537, 3809810535, 3809810536, 3809897059, 3809897060, 3809897058, 3809897057, 3809810524, 3862561188, 3786049522, 3786049518, 3786049515, 3809810514, 1317305042, 1317305043, 1317305040, 3810229265, 3810229266]",School of Foreign Languages,,,,,,,,,4,,,,,1,,,,,,,,,,,,,
way,296131133,school,,"POLYGON ((121.4052874 31.2281801, 121.4052698 31.2282301, 121.4052915 31.2282357, 121.4053542 31.2282517, 121.4053577 31.2282416, 121.4053618 31.2282299, 121.4053949 31.2282384, 121.4054048 31.2282102, 121.4054381 31.2282187, 121.4056016 31.2282606, 121.4056727 31.2282788, 121.405681 31.2282809, 121.4057105 31.2282885, 121.4057078 31.2282964, 121.4057582 31.2283093, 121.4057725 31.2282684, 121.4057624 31.2282659, 121.405774 31.2282329, 121.4057041 31.228215, 121.4057106 31.2281964, 121.4052781 31.2280856, 121.4052485 31.2281701, 121.4052874 31.2281801))","[2999172015, 3834278328, 3834278330, 2999172016, 3834278333, 3834278326, 3834278331, 3834278322, 3834278324, 3834689448, 3834278341, 3834278342, 3834278345, 3797912931, 2999172017, 3834278339, 3797912923, 3834278329, 3797912920, 3797912914, 2999172018, 3834278314, 2999172015]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,375219023,yes,,"POLYGON ((121.4004948 31.2302041, 121.4005202 31.2301222, 121.4004659 31.2301098, 121.4004405 31.2301917, 121.4004948 31.2302041))","[3786049502, 3786049499, 3786049498, 3786049500, 3786049502]",,,,,#d5c8b7,4,,#d5c8b7,skillion,,,,,,,255.1,2.9,,,,,,,,,,,
way,375219025,yes,,"POLYGON ((121.4004387 31.230382, 121.4004641 31.2303001, 121.4004097 31.2302878, 121.4003844 31.2303696, 121.4004387 31.230382))","[3786049509, 3786049507, 3786049505, 3786049508, 3786049509]",,,,,#d5c8b7,4,,#d5c8b7,skillion,,,,,,,255.1,2.9,,,,,,,,,,,
way,375219026,yes,,"POLYGON ((121.4004667 31.2302934, 121.4004921 31.2302115, 121.4004377 31.2301993, 121.4004123 31.2302811, 121.4004667 31.2302934))","[3786049506, 3786049503, 3786049501, 3786049504, 3786049506]",,,,,#d5c8b7,4,,#d5c8b7,skillion,,,,,,,255.1,2.9,,,,,,,,,,,
way,375220467,yes,,"POLYGON ((121.4003062 31.2308413, 121.4003316 31.2307594, 121.4002772 31.230747, 121.4002518 31.2308289, 121.4003062 31.2308413))","[3786062531, 3786062527, 3786062526, 3786062529, 3786062531]",,,,,#d5c8b7,4,,#d5c8b7,skillion,,,,,,,255.1,2.9,,,,,,,,,,,
way,375220469,yes,,"POLYGON ((121.400278 31.2309306, 121.4003034 31.2308487, 121.400249 31.2308364, 121.4002236 31.2309183, 121.400278 31.2309306))","[3786062535, 3786062532, 3786062530, 3786062533, 3786062535]",,,,,#d5c8b7,4,,#d5c8b7,skillion,,,,,,,255.1,2.9,,,,,,,,,,,
way,375220470,yes,,"POLYGON ((121.4002502 31.2310192, 121.4002756 31.2309372, 121.4002211 31.230925, 121.4001958 31.2310068, 121.4002502 31.2310192))","[3786062540, 3786062536, 3786062534, 3786062538, 3786062540]",,,,,#d5c8b7,4,,#d5c8b7,skillion,,,,,,,255.1,2.9,,,,,,,,,,,
way,375220471,yes,,"POLYGON ((121.4003107 31.2307443, 121.4003332 31.2306719, 121.4003028 31.230665, 121.4002803 31.2307374, 121.4003107 31.2307443))","[3810229268, 3810229267, 3786062522, 3786062524, 3810229268]",,,,,#d5c1b9,2.5,,#d5c8b7,skillion,,,,,,,255.1,1.4,,,,,,,,,,,
way,375221623,yes,,"POLYGON ((121.3997768 31.229548, 121.3996328 31.2295162, 121.3996169 31.2295689, 121.3997609 31.2296007, 121.3997768 31.229548))","[3786069676, 3786069675, 3786069677, 3786069678, 3786069676]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,375346947,yes,,"POLYGON ((121.3998981 31.2286161, 121.3999334 31.2284993, 121.3997911 31.2284679, 121.3997559 31.2285847, 121.3998981 31.2286161))","[3787160208, 3787160202, 3787160201, 3787160207, 3787160208]",,,,,#d5c8b7,0.8,,#d5c8b7,,,,,,,,,,,,,,,,,,,,
way,375365803,yes,,"POLYGON ((121.4012517 31.2301804, 121.401305 31.2301945, 121.4013605 31.2300411, 121.4013072 31.230027, 121.4012517 31.2301804))","[3787375083, 3787375084, 3787375072, 3787375070, 3787375083]",,,,,,,,7d827e,flat,2,,,,,,,,,,,,,,,,,,
way,375365804,yes,,"POLYGON ((121.4013072 31.230027, 121.4013605 31.2300411, 121.4014205 31.2300569, 121.4014401 31.2300026, 121.4013932 31.2299902, 121.4013473 31.2299781, 121.4013268 31.2299727, 121.4013072 31.230027))","[3787375070, 3787375072, 3787375073, 3792673119, 3792673113, 3787721591, 3787375068, 3787375070]",,,,,,,,8c9293,flat,2,,,,,,,,,,,,,,,,,,
way,375402053,yes,,"POLYGON ((121.4015401 31.2299339, 121.4016577 31.2299649, 121.4017606 31.2296791, 121.4017123 31.2296658, 121.4016431 31.2296482, 121.4015401 31.2299339))","[3787721587, 3787721589, 3787721578, 3807157862, 3787721577, 3787721587]",,,,,#cdaa9d,,,#7d827e,hipped,2,,,,,,,,,,,,,,,,,,
