element_type,osmid,building,name,geometry,nodes,int_name,name:en,alt_name,amenity,building:colour,height,min_height,roof:colour,roof:shape,building:levels,source,website,emergency,healthcare,roof:levels,roof:direction,roof:height,layer,roof:material,note,roof:orientation,shop,addr:postcode,addr:province,description,ways,type,location
way,377863656,yes,,"POLYGON ((121.4000133 31.2291397, 121.4000024 31.2291732, 121.3999975 31.2291884, 121.4006892 31.2293519, 121.4006801 31.22938, 121.4007459 31.2293956, 121.4007549 31.2293678, 121.4007597 31.229353, 121.4007705 31.2293193, 121.4007395 31.2293121, 121.4007403 31.2293095, 121.4007419 31.2293047, 121.4007445 31.2292964, 121.4007393 31.2292952, 121.4007367 31.2293034, 121.4007351 31.2293083, 121.4007343 31.2293109, 121.4007068 31.2293044, 121.4007077 31.2293017, 121.4007092 31.2292969, 121.4007119 31.2292886, 121.4007067 31.2292873, 121.4007039 31.2292957, 121.4007024 31.2293004, 121.4007015 31.2293031, 121.4006743 31.2292967, 121.4006752 31.229294, 121.4006768 31.2292891, 121.4006794 31.2292809, 121.4006742 31.2292797, 121.4006716 31.2292879, 121.40067 31.2292927, 121.4006691 31.2292954, 121.4006416 31.2292889, 121.4006424 31.2292862, 121.400644 31.2292813, 121.4006467 31.2292731, 121.4006415 31.2292718, 121.4006388 31.2292801, 121.4006372 31.2292849, 121.4006363 31.2292876, 121.4006089 31.2292811, 121.4006098 31.2292784, 121.4006114 31.2292735, 121.4006141 31.2292652, 121.4006088 31.229264, 121.4006062 31.2292723, 121.4006046 31.2292772, 121.4006037 31.2292799, 121.4005871 31.2292759, 121.4005765 31.2292734, 121.4005773 31.2292707, 121.4005789 31.2292659, 121.4005816 31.2292576, 121.4005764 31.2292564, 121.4005737 31.2292646, 121.4005721 31.2292695, 121.4005713 31.2292722, 121.4005439 31.2292657, 121.4005448 31.229263, 121.4005463 31.2292582, 121.400549 31.2292499, 121.4005438 31.2292487, 121.4005411 31.2292569, 121.4005395 31.2292618, 121.4005387 31.2292644, 121.4005114 31.229258, 121.4005123 31.2292552, 121.4005138 31.2292504, 121.4005165 31.2292421, 121.4005113 31.2292409, 121.4005086 31.2292492, 121.4005071 31.229254, 121.4005062 31.2292567, 121.4004788 31.2292502, 121.4004797 31.2292475, 121.4004813 31.2292426, 121.4004839 31.2292343, 121.4004787 31.2292331, 121.400476 31.2292414, 121.4004744 31.2292462, 121.4004736 31.229249, 121.4004462 31.2292425, 121.400447 31.2292399, 121.4004486 31.2292351, 121.4004513 31.2292267, 121.400446 31.2292255, 121.4004433 31.2292338, 121.4004418 31.2292386, 121.400441 31.2292412, 121.4004136 31.2292347, 121.4004145 31.229232, 121.400416 31.2292273, 121.4004188 31.2292188, 121.4004135 31.2292176, 121.4004108 31.229226, 121.4004093 31.2292308, 121.4004084 31.2292335, 121.4003811 31.229227, 121.4003819 31.2292244, 121.4003835 31.2292195, 121.4003862 31.2292112, 121.400381 31.22921, 121.4003783 31.2292183, 121.4003767 31.2292231, 121.4003759 31.2292258, 121.4003484 31.2292193, 121.4003493 31.2292166, 121.4003508 31.2292117, 121.4003535 31.2292034, 121.4003483 31.2292022, 121.4003456 31.2292105, 121.400344 31.2292153, 121.4003432 31.229218, 121.4003159 31.2292115, 121.4003168 31.2292089, 121.4003184 31.229204, 121.400321 31.2291958, 121.4003158 31.2291945, 121.4003132 31.2292027, 121.4003116 31.2292076, 121.4003107 31.2292102, 121.4002072 31.2291858, 121.4002081 31.229183, 121.4002096 31.2291781, 121.4002123 31.2291699, 121.4002071 31.2291686, 121.4002044 31.2291769, 121.4002028 31.2291817, 121.400202 31.2291844, 121.4001951 31.2291828, 121.4000833 31.2291563, 121.4000841 31.2291538, 121.4000856 31.229149, 121.4000883 31.2291407, 121.4000831 31.2291394, 121.4000804 31.2291477, 121.4000789 31.2291525, 121.4000781 31.229155, 121.4000769 31.2291547, 121.4000416 31.2291464, 121.4000424 31.2291439, 121.4000439 31.2291391, 121.4000466 31.2291308, 121.4000413 31.2291296, 121.4000387 31.2291378, 121.4000371 31.2291427, 121.4000363 31.2291451, 121.4000133 31.2291397))","[3812688206, 3812688211, 3812688214, 3812688222, 3812688224, 3812688226, 3812688225, 3812688223, 3812688220, 3815620656, 3815620661, 3814263289, 3815620630, 3815620628, 3814263283, 3815620659, 3815685547, 3815685546, 3815620653, 3814263268, 3815620623, 3815620622, 3815620633, 3815620647, 3815685545, 3815685544, 3815620632, 3815620627, 3815620618, 3815620617, 3815620626, 3815620631, 3815685543, 3815685542, 3815620625, 3815620621, 3815620614, 3815620613, 3814263011, 3815620624, 3815685541, 3815685540, 3815620620, 3814262993, 3815620609, 3815620608, 3814262987, 3815620619, 3815685539, 3812688217, 3815685538, 3815620616, 3815620612, 3815620604, 3815620603, 3814262963, 3815620615, 3815685537, 3815685536, 3815620611, 3814262748, 3815620599, 3815620598, 3815620607, 3815620610, 3815685535, 3815685534, 3815620606, 3814262722, 3815620594, 3815620593, 3814262715, 3815620605, 3815685533, 3815685532, 3815620601, 3815620597, 3815620588, 3815620587, 3814262691, 3815620600, 3815685531, 3815685530, 3815620596, 3815620592, 3815620584, 3815620583, 3815620591, 3815620595, 3815685529, 3815685528, 3815620590, 3814262450, 3815620579, 3815620578, 3814262443, 3815620589, 3815685527, 3815685526, 3815620586, 3815620582, 3815620575, 3815620574, 3814262420, 3815620585, 3815685525, 3815685524, 3815620581, 3814262405, 3815620573, 3815620572, 3814262403, 3815620580, 3815685523, 3815685522, 3815620577, 3814262401, 3815620571, 3815620570, 3814262400, 3815620576, 3815685521, 3815685520, 3815620569, 3815620567, 3815620566, 3815620565, 3814262376, 3815620568, 3815685519, 3812688212, 3815685518, 3815620564, 3814260353, 3815620560, 3815620559, 3814260352, 3815620563, 3815685517, 3812688208, 3815685516, 3815620562, 3814256058, 3815620557, 3815619156, 3814256057, 3815620561, 3815685515, 3812688206]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,377885304,yes,,"POLYGON ((121.3999471 31.2293138, 121.3999869 31.2293234, 121.3999849 31.2293295, 121.3999833 31.2293343, 121.3999813 31.2293386, 121.3999866 31.2293399, 121.3999886 31.2293356, 121.3999902 31.2293308, 121.3999922 31.2293247, 121.4000593 31.2293409, 121.4000574 31.2293467, 121.4000558 31.2293515, 121.4000538 31.2293557, 121.400059 31.229357, 121.4000611 31.2293528, 121.4000627 31.2293479, 121.4000646 31.2293422, 121.4000875 31.2293477, 121.4000987 31.2293142, 121.3999726 31.2292837, 121.3999657 31.2293041, 121.3999514 31.2293007, 121.3999471 31.2293138))","[3812926644, 3815620660, 3815620671, 3815620684, 3815620691, 3815620693, 3815620686, 3815620675, 3815620662, 3815620688, 3815620690, 3815620694, 3815620697, 3815620698, 3815620695, 3815620692, 3815620689, 3812926648, 3812926642, 3812926637, 3812926641, 3812926640, 3812926644]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,377885305,yes,,"POLYGON ((121.4003448 31.2293731, 121.4002044 31.2293391, 121.4001977 31.2293588, 121.4002111 31.229362, 121.4002066 31.2293756, 121.400231 31.2293814, 121.400229 31.2293874, 121.4002274 31.2293922, 121.4002254 31.2293965, 121.4002306 31.2293977, 121.4002327 31.2293935, 121.4002343 31.2293887, 121.4002362 31.2293827, 121.4002675 31.2293902, 121.4002656 31.229396, 121.400264 31.2294008, 121.4002619 31.2294051, 121.4002672 31.2294063, 121.4002692 31.2294021, 121.4002708 31.2293973, 121.4002727 31.2293914, 121.4003034 31.2293988, 121.4003015 31.2294045, 121.4002999 31.2294094, 121.4002979 31.2294136, 121.4003031 31.2294149, 121.4003051 31.2294106, 121.4003067 31.2294058, 121.4003086 31.2294002, 121.4003337 31.2294062, 121.4003448 31.2293731))","[3812926652, 3812926647, 3812926650, 3812926651, 3812926654, 3815685548, 3815620751, 3815620756, 3815620774, 3815620776, 3815620767, 3815620755, 3815685549, 3815685550, 3815620769, 3815620771, 3815620780, 3815620781, 3815620772, 3815620770, 3815685551, 3815685552, 3815620773, 3815620777, 3815620782, 3815620783, 3815620778, 3815620775, 3815685553, 3812928058, 3812926652]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,378163784,school,,"POLYGON ((121.4005175 31.2294104, 121.4003687 31.2293748, 121.4003588 31.2294049, 121.4003568 31.2294046, 121.4003512 31.2294032, 121.4003489 31.2294103, 121.4003545 31.2294117, 121.4003565 31.2294122, 121.40035 31.2294319, 121.4003465 31.2294311, 121.4003409 31.2294297, 121.4003383 31.2294377, 121.4003439 31.2294391, 121.4003474 31.2294398, 121.4003417 31.2294573, 121.40034 31.2294569, 121.4003343 31.2294556, 121.400332 31.2294627, 121.4003377 31.229464, 121.4003394 31.2294644, 121.4003289 31.2294965, 121.4004777 31.2295322, 121.400504 31.2294516, 121.4005057 31.2294466, 121.4005073 31.229447, 121.4005129 31.2294483, 121.400515 31.229442, 121.4005094 31.2294407, 121.4005077 31.2294403, 121.4005175 31.2294104))","[3812700075, 3812700074, 3815802873, 3815802872, 3815802865, 3815802885, 3815802887, 3815802888, 3815802920, 3815802918, 3815802914, 3815802930, 3815802931, 3815802932, 3815803069, 3815803068, 3815803060, 3815803083, 3815803084, 3815803085, 3812700079, 3812700087, 3812928064, 3815802946, 3815802948, 3815802953, 3815802935, 3815802934, 3815802933, 3812700075]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,378885751,school,,"POLYGON ((121.4030811 31.2278469, 121.4030687 31.22788, 121.4031117 31.2278918, 121.4031155 31.2278928, 121.4033198 31.2279485, 121.4033234 31.2279495, 121.4033275 31.2279385, 121.4033612 31.2279477, 121.4033673 31.2279314, 121.4033894 31.2278721, 121.4033552 31.2278627, 121.4033602 31.2278492, 121.4032559 31.2278212, 121.4032782 31.2277579, 121.4032725 31.2277403, 121.4032518 31.2277199, 121.403208 31.2277036, 121.4032003 31.227715, 121.4031425 31.2276999, 121.403103 31.2278126, 121.4030947 31.2278104, 121.4030811 31.2278469))","[3817137370, 3822449445, 3817137378, 3817137379, 3817137384, 3797912903, 3817137381, 3817137383, 3822460693, 3817137374, 3797912891, 3817137371, 3817137368, 3797912881, 3797912879, 3797912878, 3797912875, 3797912877, 3797912874, 3817137367, 3817137366, 3817137370]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,378934191,dormitory,18号宿舍（泉州楼）,"POLYGON ((121.4006656 31.2267427, 121.400282 31.2267387, 121.4002803 31.2268508, 121.400591 31.226854, 121.4005907 31.2268759, 121.4006254 31.2268763, 121.4006241 31.2269671, 121.4007512 31.2269684, 121.4007528 31.2268557, 121.4007538 31.2267669, 121.4006653 31.226766, 121.4006656 31.2267427))","[3822940879, 3822940878, 3822940882, 3822940883, 3822940885, 3822940886, 3822940887, 3822940888, 3822940884, 3822940881, 3822940880, 3822940879]",,,,,,,,8c9293,flat,6,,,,,,,,,,,,,,,,,,
way,378934192,school,,"POLYGON ((121.4008106 31.2271593, 121.4006927 31.2271318, 121.4006479 31.2271214, 121.4006194 31.2272106, 121.4007822 31.2272486, 121.4008106 31.2271593))","[3822940896, 3822940893, 3822940891, 3822940897, 3822940898, 3822940896]",,,,,,,,8c9293,gabled,2,,,,,,,,,,,,,,,,,,
way,379069938,yes,,"POLYGON ((121.3990161 31.2275693, 121.3991634 31.2271134, 121.3991507 31.2271103, 121.3990816 31.227094, 121.3989971 31.2270741, 121.3989765 31.2271379, 121.399061 31.2271578, 121.3989562 31.227482, 121.3988562 31.2274584, 121.3988342 31.2275263, 121.3989343 31.22755, 121.3989995 31.2275654, 121.3990161 31.2275693))","[3824266160, 3824265615, 3824265614, 3824265611, 3824265607, 3824265619, 3824265623, 3824265652, 3824265650, 3824265655, 3824266157, 3824266159, 3824266160]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,379069939,yes,,"POLYGON ((121.3989381 31.2276851, 121.3988069 31.2276569, 121.3987909 31.2277114, 121.3989221 31.2277396, 121.3989381 31.2276851))","[3824266171, 3824266168, 3824266173, 3824266174, 3824266171]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,379069940,yes,,"POLYGON ((121.399498 31.2272009, 121.3992398 31.2271467, 121.3992228 31.227206, 121.399481 31.2272601, 121.399498 31.2272009))","[3824265627, 3824265621, 3824265628, 3824265632, 3824265627]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,379069941,yes,,"POLYGON ((121.3989994 31.2275972, 121.3988347 31.2275605, 121.3988135 31.2276301, 121.3989782 31.2276668, 121.3989994 31.2275972))","[3824266161, 3824266158, 3824266164, 3824266170, 3824266161]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,379069942,yes,,"POLYGON ((121.4001237 31.226684, 121.4000064 31.2266327, 121.3999728 31.2266891, 121.4000901 31.2267403, 121.4001237 31.226684))","[3824265581, 3824265579, 3824265582, 3824265586, 3824265581]",,,,,#d5c8b7,,,,flat,4,,,,,,,,,,,,,,,,,,
way,379069943,yes,,"POLYGON ((121.3994849 31.2267885, 121.3996216 31.2265057, 121.3994137 31.2264322, 121.399277 31.2267151, 121.3994849 31.2267885))","[3824265590, 3824265575, 3824265572, 3824265584, 3824265590]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,379069944,yes,,"POLYGON ((121.3992837 31.2273264, 121.3991586 31.2273002, 121.3991469 31.2273409, 121.399272 31.2273671, 121.3992837 31.2273264))","[3824265639, 3824265636, 3824265641, 3824265642, 3824265639]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,379069946,yes,,"POLYGON ((121.3993031 31.2272665, 121.3991851 31.2272418, 121.3991723 31.2272867, 121.3992902 31.2273115, 121.3993031 31.2272665))","[3824265633, 3824265629, 3824265635, 3824265637, 3824265633]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,379069947,yes,,"POLYGON ((121.3986167 31.2287117, 121.3984657 31.2286778, 121.3984422 31.2287542, 121.3985932 31.2287881, 121.3986167 31.2287117))","[3824266185, 3824266184, 3824266187, 3824266188, 3824266185]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,379069948,yes,,"POLYGON ((121.3996275 31.2263317, 121.3994748 31.2262978, 121.3994514 31.2263747, 121.3996042 31.2264086, 121.3996275 31.2263317))","[3824265567, 3824265565, 3824265568, 3824265569, 3824265567]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,379069954,yes,,"POLYGON ((121.3992988 31.2271446, 121.3993166 31.2270827, 121.3992431 31.2270674, 121.3992254 31.2271292, 121.3992988 31.2271446))","[3824265620, 3824265609, 3824265606, 3824265617, 3824265620]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,379069955,yes,,"POLYGON ((121.3986798 31.2285787, 121.3984689 31.2285296, 121.3984521 31.2285824, 121.3986631 31.2286314, 121.3986798 31.2285787))","[3824266178, 3824266177, 3824266179, 3824266181, 3824266178]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,379069957,yes,,"POLYGON ((121.3985597 31.2288532, 121.3984686 31.228832, 121.3984367 31.2289323, 121.3985278 31.2289535, 121.3985597 31.2288532))","[3824266190, 3824266189, 3824266191, 3824266192, 3824266190]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,379069958,yes,,"POLYGON ((121.3992347 31.2274441, 121.3991252 31.2274211, 121.3991157 31.2274542, 121.3992252 31.2274771, 121.3992347 31.2274441))","[3824265648, 3824265646, 3824265649, 3824265651, 3824265648]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,379069959,yes,,"POLYGON ((121.4001422 31.2264262, 121.3999534 31.2264255, 121.3999528 31.2265257, 121.4001778 31.2265266, 121.4001782 31.2264535, 121.4001421 31.2264533, 121.4001422 31.2264262))","[3824265571, 3824265570, 3824265576, 3824265577, 3824265574, 3824265573, 3824265571]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,379069960,yes,,"POLYGON ((121.3986611 31.228651, 121.3984528 31.2286042, 121.3984325 31.2286704, 121.3984657 31.2286778, 121.3986167 31.2287117, 121.3986408 31.2287171, 121.3986611 31.228651))","[3824266182, 3824266180, 3824266183, 3824266184, 3824266185, 3824266186, 3824266182]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,379325683,residential,第十二宿舍,"POLYGON ((121.397932 31.2305869, 121.3978938 31.2305984, 121.3978898 31.2305889, 121.3977887 31.2306195, 121.3978182 31.2306908, 121.3977876 31.2307001, 121.397811 31.2307567, 121.3977812 31.2307657, 121.397809 31.2308329, 121.3979442 31.2307921, 121.3979181 31.2307291, 121.3979477 31.2307202, 121.3979252 31.2306659, 121.3979603 31.2306552, 121.397932 31.2305869))","[3826201060, 3826201062, 3826201061, 3826201063, 3826201066, 3826201067, 3826201070, 3826201071, 3826201073, 3826201072, 3826201069, 3826201068, 3826201065, 3826201064, 3826201060]",,,,,,,,bfc6ca,flat,6,,,,,,,,,,,,,,,,,,
way,379325685,residential,第十宿舍,"POLYGON ((121.3978381 31.2312627, 121.3978 31.2312742, 121.397796 31.2312647, 121.3976949 31.2312953, 121.3977243 31.2313666, 121.3976937 31.2313759, 121.3977171 31.2314325, 121.3976873 31.2314415, 121.3977151 31.2315087, 121.3978503 31.2314679, 121.3978242 31.2314049, 121.3978538 31.231396, 121.3978313 31.2313417, 121.3978664 31.231331, 121.3978381 31.2312627))","[3826201080, 3826201082, 3826201081, 3826201083, 3826201087, 3826201088, 3826201093, 3826201095, 3826201098, 3826201096, 3826201091, 3826201090, 3826201086, 3826201085, 3826201080]",,,,,,,,bfc6ca,flat,6,,,,,,,,,,,,,,,,,,
way,379334543,residential,,"POLYGON ((121.3989363 31.2324803, 121.3989713 31.2323838, 121.399056 31.2324062, 121.3990639 31.2323844, 121.3994179 31.2324782, 121.3994102 31.2324995, 121.399495 31.2325219, 121.3994598 31.2326191, 121.399375 31.2325966, 121.399021 31.2325027, 121.3989363 31.2324803))","[3826322309, 3826322299, 3826322302, 3826322300, 3826322308, 3826322311, 3826322313, 3826322316, 3826322315, 3826322312, 3826322309]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,379334544,residential,,"POLYGON ((121.399041 31.2321882, 121.399076 31.2320916, 121.3991607 31.2321141, 121.3991686 31.2320922, 121.3995226 31.2321861, 121.3995148 31.2322073, 121.3995997 31.2322298, 121.3995645 31.2323269, 121.3994796 31.2323044, 121.3991257 31.2322106, 121.399041 31.2321882))","[3826322293, 3826322289, 3826322291, 3826322290, 3826322292, 3826322294, 3826322296, 3826322298, 3826322297, 3826322295, 3826322293]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,379334546,residential,,"POLYGON ((121.3995726 31.2324457, 121.3994519 31.2324129, 121.3994217 31.2324942, 121.3995425 31.232527, 121.3995726 31.2324457))","[3826322306, 3826322304, 3826322310, 3826322314, 3826322306]",,,,,,,,c9a990,mansard,2,,,,,,,,,,,,,,,,,,
way,379578839,dormitory,,"POLYGON ((121.3987333 31.2316028, 121.3987967 31.2314101, 121.3987882 31.2314081, 121.3987853 31.2314167, 121.3987665 31.2314122, 121.3986845 31.2313925, 121.3986271 31.231567, 121.3987091 31.2315867, 121.3987279 31.2315912, 121.3987248 31.2316008, 121.3987333 31.2316028))","[3828643051, 3828643001, 3828643000, 1297097761, 3828643002, 3825004569, 3825004570, 3828643047, 1297097723, 3828643049, 3828643051]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,379703315,yes,,"POLYGON ((121.4002269 31.231426, 121.4001922 31.2314809, 121.4002266 31.2314967, 121.4002184 31.2315097, 121.4002235 31.231512, 121.4002287 31.2315145, 121.4002369 31.2315015, 121.4002713 31.2315174, 121.400306 31.2314626, 121.4002269 31.231426))","[3830314113, 3830314131, 3830316668, 3830316671, 3830316672, 3830316673, 3830316670, 3830314138, 3830314122, 3830314113]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,379964021,school,,"POLYGON ((121.4011538 31.2323836, 121.4011766 31.2325015, 121.4012152 31.2324961, 121.4014424 31.2324639, 121.4014465 31.2324853, 121.4014471 31.2325082, 121.4014372 31.2325305, 121.4014191 31.2325463, 121.401395 31.232557, 121.401366 31.232563, 121.4013561 31.2325115, 121.4013391 31.2325139, 121.401224 31.2325301, 121.4012061 31.2325326, 121.4012305 31.2326592, 121.4012485 31.2326567, 121.4013636 31.2326404, 121.4013805 31.232638, 121.4013738 31.2326032, 121.4014064 31.2325977, 121.4014368 31.2325859, 121.4014574 31.2325749, 121.4014774 31.2325571, 121.40149 31.232539, 121.4014978 31.2325128, 121.4014997 31.2324844, 121.401495 31.2324565, 121.4015388 31.2324503, 121.4015173 31.2323392, 121.4015585 31.2322506, 121.401416 31.2321994, 121.4013576 31.232326, 121.4011867 31.2323496, 121.4011871 31.2323514, 121.4011795 31.2323524, 121.4011819 31.2323652, 121.4011896 31.2323641, 121.4011923 31.2323781, 121.4011538 31.2323836))","[3833126833, 3833126843, 3833126842, 3833126839, 3833126841, 3833126844, 3833126848, 3833126850, 3833126851, 3793898428, 3793898410, 3833126846, 3833126847, 3793898421, 3793898445, 3833127357, 3833126856, 3793898442, 3793898438, 3833126855, 3833126854, 3833126853, 3833126852, 3833126849, 3833126845, 3833126840, 3833126838, 3793898397, 3833126829, 3833126828, 3833126827, 3833126830, 3841476363, 3841438237, 3841438244, 3841438245, 3793898390, 3833126831, 3833126833]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,380040189,yes,游泳池,"POLYGON ((121.4020626 31.2318725, 121.4022766 31.231384, 121.4023045 31.2313929, 121.4026082 31.2314902, 121.4026354 31.2314989, 121.4024214 31.2319874, 121.4023943 31.2319787, 121.4020905 31.2318814, 121.4020626 31.2318725))","[1317247922, 1317247934, 3833925393, 3833925426, 1317248050, 1317248028, 3833925721, 3833925688, 1317247922]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,380052462,yes,,"POLYGON ((121.4036765 31.2313969, 121.4037609 31.2314247, 121.4037903 31.2313595, 121.4037058 31.2313317, 121.4036765 31.2313969))","[3834004212, 3834004214, 3834004209, 3834004206, 3834004212]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,380052463,yes,,"POLYGON ((121.4037161 31.2314462, 121.4035069 31.2313774, 121.4034794 31.2314385, 121.4036886 31.2315073, 121.4037161 31.2314462))","[3834004217, 3834004210, 3834004216, 3834004222, 3834004217]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,380052464,yes,,"POLYGON ((121.4037895 31.231454, 121.403741 31.2314377, 121.4037064 31.2315132, 121.4037548 31.2315294, 121.4037895 31.231454))","[3834004219, 3834004215, 3834004223, 3834004224, 3834004219]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,380052465,yes,,"POLYGON ((121.4026669 31.2319424, 121.402641 31.2319978, 121.4029362 31.2320986, 121.4029621 31.2320432, 121.4026669 31.2319424))","[3834004232, 3834004233, 3834004236, 3834004234, 3834004232]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,380052467,yes,,"POLYGON ((121.4027969 31.2318773, 121.4028343 31.2317925, 121.4027935 31.2317794, 121.4027562 31.2318641, 121.4027969 31.2318773))","[3834004231, 3834004229, 3834004228, 3834004230, 3834004231]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,380052469,yes,,"POLYGON ((121.4036955 31.2313292, 121.403552 31.2312819, 121.4035231 31.2313461, 121.4036666 31.2313933, 121.4036955 31.2313292))","[3834004205, 3834004203, 3834004207, 3834004211, 3834004205]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,380054521,residential,书店,"POLYGON ((121.4028255 31.2313486, 121.402774 31.2314687, 121.4023317 31.2313299, 121.4023667 31.2312483, 121.4023345 31.2312381, 121.4023571 31.2311854, 121.4023496 31.2311831, 121.4024297 31.2309965, 121.4024482 31.2310023, 121.4024491 31.2310026, 121.4025167 31.2310238, 121.4025797 31.2310436, 121.4025042 31.2312195, 121.4024412 31.2311997, 121.4024366 31.2312104, 121.4024246 31.2312066, 121.4024185 31.2312208, 121.4028255 31.2313486))","[1317248030, 1317247975, 1317248048, 3833876827, 3833876826, 1317247972, 3837157873, 3834019581, 3837157871, 3837157872, 1317247948, 1317247936, 1317248041, 3833876819, 3834019585, 1317247937, 3833876823, 1317248030]",Book Store,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,380370171,yes,,"POLYGON ((121.4019693 31.2312479, 121.4019894 31.2312043, 121.4020508 31.2312251, 121.4020307 31.2312686, 121.4021507 31.2313092, 121.402114 31.2313887, 121.4019894 31.2313466, 121.4019723 31.2313837, 121.4018921 31.2313565, 121.4019092 31.2313194, 121.401916 31.2313218, 121.4019326 31.2313273, 121.4019693 31.2312479))","[1317248040, 3837080162, 3837080164, 3837080166, 1317248014, 1317248039, 3837080170, 3837080172, 3837080171, 3837080168, 3837080169, 1317248047, 1317248040]",Graduate School,,,public_building,,,,,,,,,,,,,,,,,,,,,,,,
way,380370173,roof,,"POLYGON ((121.4019326 31.2313273, 121.4019693 31.2312479, 121.4019528 31.2312423, 121.401916 31.2313218, 121.4019326 31.2313273))","[1317248047, 1317248040, 3837080165, 3837080169, 1317248047]",,,,,,2.6,,,,,,,,,,,,1,glass,,,,,,,,,
way,380829705,yes,,"POLYGON ((121.4011731 31.2328718, 121.4007955 31.2329221, 121.4008107 31.2330055, 121.4008826 31.2329959, 121.4011333 31.2329625, 121.4011883 31.2329552, 121.4011731 31.2328718))","[3841444301, 3841444302, 3841444304, 3842607387, 3842607385, 3841444303, 3841444301]",,,,,,,,8c9293,gabled,1,,,,,,,,,,,,,,,,,,
way,380845593,yes,,"POLYGON ((121.4007139 31.2326381, 121.4007149 31.2325571, 121.4005988 31.2325561, 121.4005804 31.2326369, 121.4007139 31.2326381))","[3841504274, 3841504272, 3841504271, 3841504273, 3841504274]",,,,,,,,,,2,,,,,,,,,,,,,,,,,,
way,380971698,yes,,"POLYGON ((121.4013109 31.2333463, 121.4010084 31.2333865, 121.4010052 31.2333869, 121.4010238 31.2334893, 121.4013295 31.2334487, 121.4013109 31.2333463))","[3842608471, 3842608472, 3842608473, 3842608475, 3842608474, 3842608471]",,,,,,,,7d827e,flat,4,,,,,,,,,,,,,,,,,,
way,380971699,yes,,"POLYGON ((121.4011752 31.2330955, 121.4011764 31.2331016, 121.401186 31.2331498, 121.4012465 31.233141, 121.4012356 31.2330866, 121.4011752 31.2330955))","[3842607430, 3842607439, 3842608466, 3842608465, 3842607418, 3842607430]",,,,,,,,8c9293,flat,1,,,,,,,,,,,,,,,,,,
way,380971700,yes,,"POLYGON ((121.401165 31.2331001, 121.4011583 31.233101, 121.4011589 31.2331042, 121.4011594 31.2331067, 121.4011661 31.2331058, 121.4011656 31.233103, 121.401165 31.2331001))","[3842607434, 3842607438, 3842607444, 3842607454, 3842607449, 3842607440, 3842607434]",,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,
way,380971701,yes,,"POLYGON ((121.4010882 31.2330583, 121.4010815 31.2330593, 121.4010821 31.2330624, 121.4010826 31.233065, 121.4010864 31.2330644, 121.4010893 31.233064, 121.4010882 31.2330583))","[3842607407, 3842607408, 3842607411, 3842607414, 3842607413, 3842607412, 3842607407]",,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,
way,380971702,yes,,"POLYGON ((121.401097 31.2330996, 121.4010934 31.2331002, 121.4010903 31.2331006, 121.4010914 31.2331063, 121.401095 31.2331058, 121.4010981 31.2331053, 121.401097 31.2330996))","[3842607433, 3842607435, 3842607437, 3842607451, 3842607447, 3842607446, 3842607433]",,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,
