element_type,osmid,nodes,building,name,tourism,geometry,amenity,office,name:en,layer,shop,landuse,man_made,monitoring:weather,natural,ways,type
way,126458653,"[1401793818, 1401793813, 1401793808, 1401793805, 1401793818]",yes,,,"POLYGON ((114.3386626 30.4803775, 114.3389162 30.480364, 114.3389207 30.4804262, 114.338667 30.4804397, 114.3386626 30.4803775))",,,,,,,,,,,
way,126458801,"[1401800090, 1401800103, 1401800138, 1401800157, 1401800090]",apartments,46栋,,"POLYGON ((114.3367248 30.4791139, 114.3373498 30.4791074, 114.3373517 30.4792403, 114.3367267 30.4792468, 114.3367248 30.4791139))",,,,,,,,,,,
way,126458803,"[1401800099, 1401800158, 1401800098, 1401800088, 1401800099]",apartments,52栋,,"POLYGON ((114.3367556 30.4803976, 114.3373399 30.4801455, 114.3373981 30.4802655, 114.3367899 30.4805154, 114.3367556 30.4803976))",,,,,,,,,,,
way,126458804,"[1401800119, 1401800128, 1401800139, 1401800140, 1401800119]",apartments,43栋,,"POLYGON ((114.3374824 30.4785162, 114.3383273 30.4784986, 114.338331 30.4786303, 114.3374861 30.478648, 114.3374824 30.4785162))",,,,,,,,,,,
way,126458806,"[1401800126, 1401800110, 1401800152, 1401800117, 1401800126]",apartments,45栋,,"POLYGON ((114.3367745 30.4788249, 114.3374208 30.4788219, 114.3374228 30.4789687, 114.3367764 30.4789693, 114.3367745 30.4788249))",,,,,,,,,,,
way,126458807,"[1401800153, 1401800159, 1401800097, 1401800079, 1401800077, 1401800093, 1401800153]",yes,,,"POLYGON ((114.3384199 30.4784469, 114.3387421 30.4784437, 114.338743 30.4785079, 114.33852 30.4785102, 114.338521 30.4785802, 114.3384216 30.4785812, 114.3384199 30.4784469))",,,,,,,,,,,
way,126458809,"[1401800087, 1401800130, 1401800078, 1401800101, 1401800087]",apartments,44栋,,"POLYGON ((114.3367963 30.4785397, 114.3374293 30.4785337, 114.3374278 30.4786619, 114.3367975 30.4786598, 114.3367963 30.4785397))",,,,,,,,,,,
way,126458810,"[1401800100, 1401800114, 1401800125, 1401800112, 1401800100]",yes,,,"POLYGON ((114.336971 30.4782609, 114.3376819 30.4782661, 114.3376812 30.4783364, 114.3369703 30.4783312, 114.336971 30.4782609))",,,,,,,,,,,
way,126458811,"[1401800091, 1401800072, 1401800144, 1401800123, 1401800091]",yes,,,"POLYGON ((114.3369453 30.4780114, 114.3377041 30.4780114, 114.3377041 30.4781548, 114.3369453 30.4781548, 114.3369453 30.4780114))",,,,,,,,,,,
way,126458814,"[1401800120, 1401800131, 1401800155, 1401800146, 1401800120]",apartments,41栋,,"POLYGON ((114.3376027 30.4788256, 114.3382329 30.4788246, 114.3382332 30.4789668, 114.337603 30.4789678, 114.3376027 30.4788256))",,,,,,,,,,,
way,126460321,"[1401832414, 1401832435, 1401832418, 1401832432, 1401832414]",yes,,,"POLYGON ((114.3401008 30.479687, 114.3406712 30.4797696, 114.3406544 30.4798559, 114.340084 30.4797733, 114.3401008 30.479687))",,,,,,,,,,,
way,126460323,"[1401832428, 1401832406, 1401832419, 1401832420, 1401832428]",yes,,,"POLYGON ((114.3409433 30.4794898, 114.34156 30.4794803, 114.3415624 30.4795936, 114.3409457 30.4796032, 114.3409433 30.4794898))",,,,,,,,,,,
way,126460330,"[1401832389, 1401832390, 1401832416, 1401832393, 1401832389]",yes,,,"POLYGON ((114.3400106 30.4801633, 114.3405781 30.4802337, 114.3405619 30.4803306, 114.3399945 30.4802602, 114.3400106 30.4801633))",,,,,,,,,,,
way,126460333,"[1401832446, 1401832395, 1401832411, 1401832430, 1401832446]",yes,,,"POLYGON ((114.340883 30.4797294, 114.3414265 30.4797248, 114.3414275 30.4798196, 114.3408841 30.4798241, 114.340883 30.4797294))",,,,,,,,,,,
way,126460335,"[1401832410, 1401832388, 1401832409, 1401832424, 1401832410]",yes,,,"POLYGON ((114.3407847 30.4799636, 114.341364 30.4799636, 114.341364 30.4800676, 114.3407847 30.4800676, 114.3407847 30.4799636))",,,,,,,,,,,
way,126460339,"[1401832431, 1401832421, 1401832441, 1401832442, 1401832431]",yes,,,"POLYGON ((114.3400711 30.4799108, 114.3406196 30.4799925, 114.3406018 30.4800814, 114.3400532 30.4799997, 114.3400711 30.4799108))",,,,,,,,,,,
way,126460341,"[1401832425, 1401832423, 1401832417, 1401832415, 1401832425]",yes,,,"POLYGON ((114.3406692 30.4801963, 114.3413018 30.4802043, 114.3413004 30.4802901, 114.3406677 30.4802821, 114.3406692 30.4801963))",,,,,,,,,,,
way,126460343,"[1401832399, 1401832408, 1401832391, 1401832405, 1401832399]",yes,,,"POLYGON ((114.3395059 30.4798545, 114.3399134 30.4799029, 114.3398984 30.4799966, 114.3394909 30.4799483, 114.3395059 30.4798545))",,,,,,,,,,,
way,126461268,"[1401832914, 1401832954, 1401832952, 1401832904, 1401832914]",yes,,,"POLYGON ((114.3430945 30.4795482, 114.3435343 30.4795392, 114.3435373 30.4796478, 114.3430975 30.4796568, 114.3430945 30.4795482))",,,,,,,,,,,
way,126461269,"[1401832920, 1401832939, 1401832916, 1401832933, 1401832920]",yes,,,"POLYGON ((114.3421882 30.4795347, 114.3428413 30.4795215, 114.3428448 30.4796475, 114.3421917 30.4796607, 114.3421882 30.4795347))",,,,,,,,,,,
way,126461270,"[1401832934, 1401832919, 1401832935, 1401832936, 1401832934]",yes,,,"POLYGON ((114.34319 30.4794152, 114.3431895 30.4793204, 114.3435873 30.4793189, 114.3435878 30.4794136, 114.34319 30.4794152))",,,,,,,,,,,
way,126462045,"[1401837337, 1401837376, 1401837362, 1401837372, 1401837337]",yes,,,"POLYGON ((114.3548432 30.4761254, 114.3555338 30.4761293, 114.355533 30.4762461, 114.3548424 30.4762422, 114.3548432 30.4761254))",,,,,,,,,,,
way,126462046,"[1401837369, 1401837368, 1401837381, 1401837382, 1401837369]",yes,,,"POLYGON ((114.3548563 30.4766803, 114.3555322 30.4766816, 114.3555319 30.4768168, 114.3548559 30.4768155, 114.3548563 30.4766803))",,,,,,,,,,,
way,126462051,"[1401837360, 1401837378, 1401837353, 1401837371, 1401837360]",yes,,,"POLYGON ((114.3548452 30.4763918, 114.3555374 30.4763956, 114.3555364 30.4765296, 114.3548442 30.4765259, 114.3548452 30.4763918))",,,,,,,,,,,
way,126462056,"[1401837335, 1401837352, 1401837384, 1401837383, 1401837374, 7966698965, 7966698966, 1401837339, 1401837335]",yes,艺术馆,,"POLYGON ((114.3550338 30.4769554, 114.3553126 30.4769554, 114.3553126 30.4770847, 114.3555724 30.4770846, 114.3555725 30.4776311, 114.3552929 30.4776312, 114.3552929 30.4777222, 114.3550337 30.4777222, 114.3550338 30.4769554))",,,,,,,,,,,
way,126462446,"[1401837701, 1401837707, 1401837716, 1401837696, 1401837701]",yes,,,"POLYGON ((114.3563754 30.4784836, 114.3565625 30.4784855, 114.3565617 30.4785445, 114.3563745 30.4785426, 114.3563754 30.4784836))",,,,,,,,,,,
way,126462447,"[1401837705, 1401837717, 1401837706, 7966694327, 1401837718, 1401837705]",yes,,,"POLYGON ((114.3566593 30.4779939, 114.3568236 30.4779927, 114.3568157 30.4767637, 114.3567065 30.4767645, 114.3566473 30.4767649, 114.3566593 30.4779939))",public_building,,,,,,,,,,
way,126462448,"[1401837720, 1401837704, 1401837697, 1401837712, 1401837720]",yes,博园食堂,,"POLYGON ((114.3558872 30.4785522, 114.355891 30.4781437, 114.3562273 30.478146, 114.3562235 30.4785546, 114.3558872 30.4785522))",restaurant,,,,,,,,,,
way,126462449,"[1401837723, 1401837698, 1401837715, 1401837713, 1401837723]",yes,,,"POLYGON ((114.3547991 30.4788033, 114.3554519 30.4788077, 114.3554544 30.4789286, 114.3548007 30.4789258, 114.3547991 30.4788033))",,,,,,,,,,,
way,126462450,"[1401837722, 1401837721, 1401837724, 1401837702, 1401837722]",yes,博园教超,,"POLYGON ((114.3558958 30.477847, 114.3561047 30.4778452, 114.3561074 30.4780779, 114.3558985 30.4780796, 114.3558958 30.477847))",,,,,supermarket,,,,,,
way,126462644,"[1401839462, 1401839461, 1401839460, 1401839441, 1401839462]",yes,,,"POLYGON ((114.3558376 30.4787911, 114.3564459 30.4787823, 114.3564478 30.478881, 114.3558395 30.4788897, 114.3558376 30.4787911))",,,,,,,,,,,
way,126462645,"[1401839425, 1401839426, 1401839446, 1401839448, 1401839449, 1401839447, 1401839445, 1401839442, 1401839425]",yes,,,"POLYGON ((114.3541827 30.4794332, 114.3543019 30.479432, 114.3543026 30.4794826, 114.3545421 30.4794802, 114.354544 30.4796262, 114.3542666 30.4796289, 114.354265 30.4795075, 114.3541837 30.4795083, 114.3541827 30.4794332))",public_building,,,,,,,,,,
way,126462646,"[1401839427, 1401839429, 1401839428, 1401839444, 1401839427]",yes,,,"POLYGON ((114.3548089 30.4794544, 114.3554698 30.479447, 114.3554721 30.4796003, 114.3548112 30.4796078, 114.3548089 30.4794544))",,,,,,,,,,,
way,126462648,"[1401839454, 1401839437, 1401839433, 1401839432, 1401839430, 1401839452, 1401839451, 1401839435, 1401839454]",yes,,,"POLYGON ((114.3558231 30.479519, 114.3560272 30.4795154, 114.3560306 30.4796564, 114.3564189 30.4796495, 114.3564212 30.4797481, 114.3559382 30.4797566, 114.3559346 30.4796046, 114.3558252 30.4796065, 114.3558231 30.479519))",,,,,,,,,,,
way,126462649,"[1401839436, 1401839458, 1401839440, 1401839439, 1401839436]",yes,,,"POLYGON ((114.3558388 30.4791397, 114.3564261 30.4791416, 114.3564256 30.4792387, 114.3558384 30.4792368, 114.3558388 30.4791397))",,,,,,,,,,,
way,126462756,"[1401840209, 1401840221, 1401840219, 1401840220, 1401840229, 1401840228, 1401840227, 1401840226, 1401840209]",yes,,,"POLYGON ((114.356141 30.4798947, 114.3565094 30.4798974, 114.356508 30.4800301, 114.3566017 30.4800308, 114.3566007 30.4801248, 114.3562647 30.4801222, 114.3562659 30.4800037, 114.3561399 30.4800028, 114.356141 30.4798947))",,,,,,,,,,,
way,126462757,"[1401840225, 1401840230, 1401840213, 1401840212, 1401840225]",yes,,,"POLYGON ((114.3580392 30.4767389, 114.3581698 30.4767378, 114.3581626 30.4779733, 114.3580515 30.4779784, 114.3580392 30.4767389))",public_building,,,,,,,,,,
way,126462758,"[1401840231, 1401840214, 1401840222, 1401840223, 1401840211, 1401840210, 1401840218, 1401840206, 1401840207, 1401840205, 1401840208, 1401840231]",yes,清真食堂,,"POLYGON ((114.3577095 30.4788973, 114.3576961 30.4787424, 114.357637 30.4786638, 114.3577631 30.4785875, 114.3578269 30.4786653, 114.3579053 30.4785436, 114.3581386 30.4786361, 114.3580716 30.4787586, 114.358085 30.4788603, 114.3580018 30.4788718, 114.3578704 30.4789666, 114.3577095 30.4788973))",restaurant,,,,,,,,,,
way,126462874,"[1401841134, 1401841141, 1401841112, 1401841101, 1401841134]",yes,,,"POLYGON ((114.3568017 30.4792171, 114.3573446 30.4794233, 114.3572943 30.4795218, 114.3567514 30.4793155, 114.3568017 30.4792171))",,,,,,,,,,,
way,126462875,"[1401841093, 1401841106, 1401841102, 1401841126, 1401841124, 1401841122, 1401841123, 1401841118, 1401841130, 1401841094, 1401841093]",yes,,,"POLYGON ((114.3568658 30.4795417, 114.3571555 30.4798399, 114.3572145 30.4797775, 114.3574532 30.4798746, 114.3574157 30.4799624, 114.3578636 30.4799578, 114.3578712 30.480062, 114.3573352 30.4800641, 114.357075 30.479967, 114.3567532 30.4796203, 114.3568658 30.4795417))",,,,,,,,,,,
way,126462876,"[1401841138, 1401841117, 1401841115, 1401841114, 1401841138]",yes,,,"POLYGON ((114.3582844 30.4793375, 114.3587204 30.4794664, 114.3586653 30.4796049, 114.3582292 30.4794761, 114.3582844 30.4793375))",,,,,,,,,,,
way,126462878,"[1401841128, 1401841110, 1401841133, 1401841132, 1401841128]",yes,,,"POLYGON ((114.3574469 30.4794655, 114.357949 30.4796624, 114.3578999 30.4797554, 114.3573978 30.4795585, 114.3574469 30.4794655))",,,,,,,,,,,
way,126462879,"[1401841108, 1401841127, 1401841111, 1401841107, 1401841108]",yes,,,"POLYGON ((114.3568162 30.4788695, 114.3574183 30.4791025, 114.3573696 30.4791961, 114.3567674 30.4789631, 114.3568162 30.4788695))",,,,,,,,,,,
way,126462881,"[1401841099, 1401841139, 1401841135, 1401841136, 1401841096, 1401841137, 1401841099]",yes,,,"POLYGON ((114.3582308 30.4796202, 114.3585616 30.4797157, 114.3585092 30.4798505, 114.3582855 30.4797859, 114.3582591 30.4798539, 114.358152 30.4798229, 114.3582308 30.4796202))",,,,,,,,,,,
way,126462882,"[1401841109, 1401841129, 1401841121, 1401841100, 1401841105, 1401841103, 1401841104, 1401841143, 1401841142, 1401841109]",yes,,,"POLYGON ((114.3584731 30.479044, 114.3587073 30.4791116, 114.3588285 30.4790616, 114.3588741 30.4791263, 114.3587346 30.4791934, 114.3587078 30.4792951, 114.3585898 30.479265, 114.3586112 30.4791749, 114.3584385 30.4791281, 114.3584731 30.479044))",,,,,,,,,,,
way,126462884,"[1401841131, 1401841113, 1401841144, 1401841119, 1401841131]",yes,,,"POLYGON ((114.3575235 30.4791455, 114.3579294 30.4793143, 114.3578826 30.4793979, 114.3574767 30.479229, 114.3575235 30.4791455))",,,,,,,,,,,
way,126463982,"[1401852873, 1401852896, 1401852875, 1401852902, 1401852873]",yes,,,"POLYGON ((114.3584906 30.4785208, 114.358888 30.4785636, 114.3588516 30.4788252, 114.3584542 30.4787816, 114.3584906 30.4785208))",public_building,,,,,greenhouse_horticulture,,,,,
way,126463983,"[1401852864, 1401852866, 1401852870, 1401852868, 1401852864]",yes,,,"POLYGON ((114.3626552 30.4766301, 114.3628784 30.4767801, 114.3628151 30.47685, 114.362592 30.4767, 114.3626552 30.4766301))",,,,,,,,,,,
way,126464369,"[1401860853, 1401860870, 1401860854, 1401860871, 1401860885, 1401860907, 1401860924, 1401860909, 1401860865, 1401860925, 1401860867, 1401860855, 1401860877, 1401860879, 1401860923, 1401860910, 1401860908, 1401860868, 1401860875, 1401860882, 1401860853]",yes,,,"POLYGON ((114.3608963 30.4784873, 114.3609763 30.4784703, 114.3611184 30.4784842, 114.3612257 30.4785489, 114.3612606 30.4785166, 114.3612391 30.4785027, 114.3612579 30.478401, 114.3611533 30.4783894, 114.3611828 30.4782276, 114.3612552 30.4782392, 114.3612847 30.4781583, 114.3611184 30.4781328, 114.3611238 30.4781005, 114.3609012 30.4780681, 114.3608743 30.4781976, 114.3610916 30.4782253, 114.3610621 30.4783871, 114.3610184 30.4783806, 114.3610165 30.4784195, 114.3608877 30.478438, 114.3608963 30.4784873))",,,,,,,,,,,
way,126464370,"[1401860899, 1401860921, 1401860891, 1401860890, 1401860899]",yes,,,"POLYGON ((114.3613317 30.4786229, 114.361426 30.4781795, 114.3617752 30.4782347, 114.361681 30.478678, 114.3613317 30.4786229))",,,,,,,,,,,
way,126465425,"[1401870244, 1401870210, 1401870213, 1401870240, 1401870244]",yes,,,"POLYGON ((114.3626122 30.4784517, 114.3627831 30.4784984, 114.3627502 30.4785878, 114.3625793 30.4785411, 114.3626122 30.4784517))",,,,,,,monitoring_station,yes,,,
way,126465431,"[1401870309, 1401870305, 1401870263, 1401870307, 1401870309]",yes,,,"POLYGON ((114.3627067 30.4765927, 114.3628906 30.4763883, 114.363096 30.4765257, 114.3629121 30.47673, 114.3627067 30.4765927))",,,,,,,,,,,
way,126468184,"[1401879217, 1401879233, 1401879271, 1401879237, 1401879215, 1401879256, 1401879244, 1401879285, 1401879209, 1401879243, 1401879289, 1401879284, 1401879281, 1401879211, 1401879264, 1401879217]",yes,荟园食堂,,"POLYGON ((114.3565058 30.475676, 114.3563118 30.475669, 114.3562582 30.4756436, 114.356234 30.4756043, 114.3562421 30.4755511, 114.356293 30.475521, 114.356285 30.4752113, 114.3561643 30.4751073, 114.3562582 30.4750287, 114.3563333 30.4750911, 114.3565023 30.4750888, 114.3565023 30.4750356, 114.3567249 30.4750287, 114.3567171 30.4757191, 114.3565044 30.4757231, 114.3565058 30.475676))",restaurant,,,,,,,,,,
way,126468185,"[1401879291, 1401879287, 1401879213, 1401879240, 1401879241, 1401879291]",yes,狮子山泉,,"POLYGON ((114.3563251 30.4746629, 114.356309 30.4740474, 114.3567443 30.474046, 114.3567516 30.4746639, 114.356584 30.4746625, 114.3563251 30.4746629))",,,,,,,,,,,
way,126468571,"[1401882403, 1401882415, 1401882402, 1401882416, 1401882419, 1401882413, 1401882421, 1401882420, 1401882404, 1401882408, 1401882409, 1401882412, 1401882403]",dormitory,荟园14栋,,"POLYGON ((114.3558925 30.4720407, 114.3560578 30.4720442, 114.3560641 30.4718234, 114.35588 30.4718195, 114.3558853 30.4716337, 114.3565577 30.471648, 114.3565524 30.4718327, 114.3562035 30.4718253, 114.3561972 30.472046, 114.3565375 30.4720533, 114.3565331 30.4722062, 114.3558882 30.4721925, 114.3558925 30.4720407))",,,,,,,,,,,
way,126468826,"[1401885022, 1401885008, 1401884989, 1401884958, 1401884954, 1401885001, 1401885000, 1401885011, 1401885013, 1401884937, 1401884931, 1401884911, 1401885022]",dormitory,荟园12栋,,"POLYGON ((114.3567395 30.4718691, 114.3569377 30.4718687, 114.3569371 30.4716524, 114.3567366 30.4716528, 114.3567362 30.471487, 114.3575559 30.4714855, 114.3575563 30.4716414, 114.3570719 30.4716423, 114.3570725 30.471879, 114.357567 30.4718781, 114.3575673 30.4720115, 114.3567399 30.4720131, 114.3567395 30.4718691))",,,,,,,,,,,
way,126468827,"[1401884908, 1401884924, 1401884952, 1401884973, 1401884972, 1401884947, 1401884956, 1401884991, 1401884922, 1401884908]",dormitory,荟园11栋,,"POLYGON ((114.3578438 30.4712814, 114.3583586 30.4712841, 114.3584727 30.4712847, 114.3584719 30.4713894, 114.358608 30.4713902, 114.3586067 30.4715716, 114.3583054 30.47157, 114.3583062 30.4714514, 114.3578427 30.4714489, 114.3578438 30.4712814))",,,,,,,,,,,
way,126468828,"[1401884936, 1401884998, 1401885009, 1401885020, 1401884990, 1401884981, 1401884921, 1401885018, 1401884992, 1401884994, 1401884978, 1401884930, 1401884912, 1401884980, 1401884965, 1401884995, 1401884936]",dormitory,荟园10栋,,"POLYGON ((114.3580059 30.4717676, 114.3584138 30.4717677, 114.3584138 30.4718325, 114.3588587 30.4718327, 114.3588586 30.4719985, 114.3585122 30.4719983, 114.3585121 30.4722148, 114.3589811 30.472215, 114.358981 30.4724047, 114.3584203 30.4724045, 114.3584202 30.4724669, 114.357973 30.4724667, 114.3579731 30.4722826, 114.3583809 30.4722828, 114.3583811 30.4719763, 114.3580058 30.4719761, 114.3580059 30.4717676))",,,,,,,,,,,
way,126469134,"[1401891475, 1401891451, 1401891495, 1401891479, 1401891501, 1401891472, 1401891499, 1401891457, 1401891475]",dormitory,荟园6栋,,"POLYGON ((114.3587322 30.4741235, 114.35932 30.4741218, 114.3593196 30.4740289, 114.3596113 30.4740281, 114.359612 30.4741886, 114.3594143 30.4741892, 114.3594147 30.4743003, 114.3587329 30.4743023, 114.3587322 30.4741235))",,,,,,,,,,,
way,126469135,"[1401891491, 1401891481, 1401891478, 1401891484, 1401891496, 1401891454, 1401891470, 1401891455, 1401891491]",dormitory,荟园7栋,,"POLYGON ((114.3587537 30.4736164, 114.3593387 30.4736191, 114.3593393 30.473507, 114.3596242 30.4735084, 114.3596229 30.4736974, 114.3594222 30.4736964, 114.3594216 30.4738059, 114.3587525 30.4738027, 114.3587537 30.4736164))",,,,,,,,,,,
way,126469734,"[1401903975, 1401904012, 1401904009, 1401904043, 1401904038, 1401903987, 1401903984, 1401903939, 1401903975]",dormitory,荟园3栋,,"POLYGON ((114.3576428 30.4747608, 114.358224 30.4747604, 114.3582239 30.4746444, 114.3585042 30.4746441, 114.3585044 30.4748169, 114.3583088 30.474817, 114.3583089 30.4749305, 114.357643 30.474931, 114.3576428 30.4747608))",,,,,,,,,,,
way,126469736,"[1401903894, 1401903965, 1401903978, 1401903944, 1401904001, 1401904004, 1401903989, 1401903922, 1401903985, 1401903899, 1401904007, 1401904022, 1401903970, 1401904040, 1401903919, 1401903991, 1401903894]",dormitory,荟园5栋,,"POLYGON ((114.358732 30.474964, 114.3593197 30.4749624, 114.359319 30.4747644, 114.3587464 30.4747659, 114.3587458 30.4746009, 114.3593903 30.4745992, 114.3593901 30.4745459, 114.3596123 30.4745453, 114.3596129 30.4747151, 114.3594916 30.4747192, 114.3594941 30.4749028, 114.3596136 30.4749048, 114.3596142 30.4750775, 114.3594647 30.4750779, 114.359465 30.4751621, 114.3587327 30.4751641, 114.358732 30.474964))",,,,,,,,,,,
way,126469738,"[1401903920, 1401903995, 1401903993, 1401904020, 1401904032, 1401903924, 1401903927, 1401903913, 1401903920]",dormitory,荟园2栋,,"POLYGON ((114.3574547 30.4752402, 114.3580515 30.4752312, 114.3580491 30.4751106, 114.3582921 30.4751069, 114.3582959 30.4752929, 114.3580902 30.4752961, 114.3580925 30.4754068, 114.3574583 30.4754164, 114.3574547 30.4752402))",,,,,,,,,,,
way,126469739,"[1401904026, 1401903941, 1401903947, 1401904023, 1401903917, 1401903980, 1401903921, 1401903968, 1401904035, 1401903954, 1401904037, 1401903951, 1401903973, 1401904010, 1401903976, 1401903956, 1401904026]",dormitory,荟园4栋,,"POLYGON ((114.3587563 30.4756671, 114.359344 30.4756655, 114.3593432 30.4754438, 114.3587706 30.4754453, 114.3587701 30.475304, 114.3594145 30.4753022, 114.3594143 30.475249, 114.3596091 30.4752484, 114.3596096 30.475395, 114.3594882 30.4753992, 114.359491 30.4756057, 114.3596103 30.4756077, 114.3596109 30.475757, 114.3594614 30.4757573, 114.3594617 30.4758416, 114.3587569 30.4758435, 114.3587563 30.4756671))",,,,,,,,,,,
way,126469740,"[1401904024, 1401904025, 1401904021, 1401904002, 1401903900, 1401903890, 1401904003, 1401904041, 1401904024]",dormitory,荟园1栋,,"POLYGON ((114.3576524 30.4756586, 114.3582635 30.4756563, 114.358263 30.4755517, 114.3585121 30.4755507, 114.358513 30.4757208, 114.3583099 30.4757216, 114.3583105 30.4758376, 114.3576533 30.4758402, 114.3576524 30.4756586))",,,,,,,,,,,
way,126469816,"[1401908432, 1401908417, 1401908433, 1401908401, 1401908439, 1401908412, 1401908435, 1401908422, 1401908400, 1401908405, 1401908380, 1401908437, 1401908428, 1401908384, 1401908378, 1401908387, 1401908432]",dormitory,荟园9栋,,"POLYGON ((114.3587379 30.4731234, 114.3589071 30.4731246, 114.358903 30.4728531, 114.3587492 30.47285, 114.3587449 30.4726493, 114.3589577 30.4726535, 114.3589604 30.4726967, 114.3593327 30.4726996, 114.359336 30.4728572, 114.3590735 30.4728613, 114.3590786 30.4731059, 114.3594869 30.4731062, 114.3594983 30.4732646, 114.3589498 30.4732645, 114.3589472 30.4733304, 114.3587424 30.4733336, 114.3587379 30.4731234))",,,,,,,,,,,
way,126469817,"[1401908398, 1401908372, 1401908377, 1401908373, 1401908415, 1401908416, 1401908414, 1401908403, 1401908390, 1401908420, 1401908402, 1401908430, 1401908381, 1401908399, 1401908382, 1401908423, 1401908398]",dormitory,荟园8栋,,"POLYGON ((114.3577276 30.4742457, 114.3579063 30.4742431, 114.3578977 30.4739849, 114.3577335 30.4739895, 114.3577333 30.4737703, 114.3579934 30.4737706, 114.3579956 30.4738292, 114.3585223 30.4738216, 114.3585258 30.4740027, 114.3580804 30.4740091, 114.3580846 30.474226, 114.3585109 30.4742199, 114.3585142 30.4743843, 114.3579505 30.4743925, 114.357952 30.4744652, 114.3577319 30.4744684, 114.3577276 30.4742457))",,,,,,,,,,,
way,126581119,"[1402905370, 1402905367, 1402905371, 1402905355, 1402905370]",yes,,,"POLYGON ((114.3487025 30.4727883, 114.3493138 30.4727805, 114.3493231 30.4729081, 114.3487069 30.47292, 114.3487025 30.4727883))",,,,,,,,,,,
way,126581121,"[1402905363, 1402905362, 1402905351, 1402905372, 1402905363]",yes,,,"POLYGON ((114.3490539 30.4731082, 114.3492622 30.4731167, 114.3492532 30.4732812, 114.3490449 30.4732727, 114.3490539 30.4731082))",,,,,,,,,,,
way,126581122,"[1402905365, 1402905361, 1402905364, 1402905352, 1402905365]",yes,,,"POLYGON ((114.3487352 30.4731765, 114.3489228 30.4731778, 114.3489216 30.4733141, 114.348734 30.4733128, 114.3487352 30.4731765))",,,,,,,,,,,
way,849511840,"[7925663790, 7925663791, 7925663792, 7925663793, 7925663794, 7925663795, 7925663796, 7925663797, 7925663798, 7925663799, 7925663800, 7925663801, 7925663790]",dormitory,荟园13栋,,"POLYGON ((114.3567369 30.4726368, 114.3569351 30.4726364, 114.3569345 30.4724201, 114.356734 30.4724205, 114.3567336 30.4722547, 114.3575533 30.4722532, 114.3575537 30.4724091, 114.3570693 30.47241, 114.3570699 30.4726467, 114.3575644 30.4726458, 114.3575647 30.4727792, 114.3567373 30.4727808, 114.3567369 30.4726368))",,,,,,,,,,,
way,849511841,"[7925663802, 7925663803, 7925663804, 7925663805, 7925663802]",dormitory,荟园15栋,,"POLYGON ((114.3565525 30.4724551, 114.3565445 30.4726125, 114.355884 30.4726115, 114.3558852 30.4724533, 114.3565525 30.4724551))",,,,,,,,,,,
way,849511851,"[7925663833, 7925663834, 7925663835, 7925663836, 7925663837, 7925663838, 7925663839, 7925663840, 7925663833]",dormitory,荟园18栋,,"POLYGON ((114.356879 30.4739758, 114.3570053 30.4739727, 114.3572955 30.4738243, 114.3575444 30.4738151, 114.3575432 30.4739981, 114.3573474 30.4740022, 114.3570572 30.4741486, 114.3568731 30.4741476, 114.356879 30.4739758))",,,,,,,,,,,
way,849511852,"[7925663841, 7925663842, 7925663843, 7925663844, 7925663845, 7925663846, 7925663847, 7925663848, 7925663841]",dormitory,荟园19栋,,"POLYGON ((114.3568789 30.4744413, 114.3570051 30.4744382, 114.3572953 30.4742898, 114.3575442 30.4742806, 114.3575431 30.4744636, 114.3573472 30.4744677, 114.357057 30.4746141, 114.356873 30.4746131, 114.3568789 30.4744413))",,,,,,,,,,,
way,849511853,"[7925663849, 7925663850, 7925663851, 7925663852, 7925663853, 7925663854, 7925663855, 7925663856, 7925663849]",dormitory,荟园20栋,,"POLYGON ((114.3568606 30.4749106, 114.3569868 30.4749075, 114.357277 30.4747591, 114.357526 30.4747499, 114.3575248 30.474933, 114.357329 30.474937, 114.3570387 30.4750834, 114.3568547 30.4750824, 114.3568606 30.4749106))",,,,,,,,,,,
way,849511854,"[7925663857, 7925663876, 7925663872, 7925663858, 7925663859, 7925663860, 7925663861, 7925663862, 7925663863, 7925663864, 7925663865, 7925663866, 7925663867, 7925663868, 7925663869, 7925663870, 7925663871, 7925663857]",yes,,,"POLYGON ((114.3568661 30.4757489, 114.3569258 30.47575, 114.3572298 30.4757443, 114.3572957 30.4757418, 114.3572944 30.4755234, 114.3570653 30.4755176, 114.3570667 30.4753903, 114.3571981 30.4753833, 114.3572021 30.4754241, 114.3573031 30.4754258, 114.3573018 30.4751488, 114.3571072 30.4751532, 114.3571072 30.4751349, 114.3568807 30.4751349, 114.3568772 30.4752274, 114.3568619 30.4752284, 114.3568648 30.475542, 114.3568661 30.4757489))",,,,,,,,,,,
way,849511859,"[7925663884, 7925663885, 7925663886, 7925663887, 7925663884]",yes,桃园食堂,,"POLYGON ((114.3559159 30.4736906, 114.3565424 30.4736923, 114.3565424 30.4730285, 114.3559159 30.4730285, 114.3559159 30.4736906))",restaurant,,,,,,,,,,
way,854259590,"[7966694340, 7966694341, 7966694342, 7966694343, 7966694340]",yes,,,"POLYGON ((114.354917 30.4783479, 114.3555929 30.4783413, 114.3555947 30.4784765, 114.3549188 30.4784831, 114.354917 30.4783479))",,,,,,,,,,,
