element_type,osmid,nodes,building,name,tourism,geometry,amenity,office,name:en,layer,shop,landuse,man_made,monitoring:weather,natural,ways,type
way,935809997,"[8671872041, 8671872040, 8671872039, 8671872038, 8671872041]",yes,,,"POLYGON ((114.3583502 30.4666895, 114.3586519 30.4667498, 114.3586807 30.4666428, 114.358379 30.4665825, 114.3583502 30.4666895))",,,,,,,,,,,
way,935809998,"[8671872045, 8671872044, 8671872043, 8671872042, 8671872045]",yes,,,"POLYGON ((114.358228 30.4672589, 114.3583591 30.4672501, 114.3582993 30.4666566, 114.3581733 30.4666665, 114.358228 30.4672589))",,,,,,,,,,,
way,935809999,"[8671872050, 8671872049, 8671872048, 8671872047, 8671872046, 8671872050]",yes,,,"POLYGON ((114.3574096 30.4708198, 114.357374 30.4706684, 114.3579671 30.4705532, 114.3580142 30.4707046, 114.3578373 30.470743, 114.3574096 30.4708198))",,,,,,,,,,,
way,935810000,"[8671872054, 8671872053, 8671872052, 8671872051, 8671872054]",yes,,,"POLYGON ((114.3568687 30.4709361, 114.3568445 30.4708395, 114.3573383 30.4707233, 114.3573638 30.4708198, 114.3568687 30.4709361))",,,,,,,,,,,
way,935810004,"[8671872063, 8671872062, 8671872061, 8671872060, 8671872063]",yes,,,"POLYGON ((114.3583292 30.4697623, 114.3584068 30.4697639, 114.3584068 30.4697047, 114.3583279 30.4697036, 114.3583292 30.4697623))",,,,,,,,,,,
way,935810005,"[8671872067, 8671872066, 8671872065, 8671872064, 8671872067]",yes,,,"POLYGON ((114.3582191 30.4698671, 114.3582821 30.4698703, 114.3582993 30.4697541, 114.3582293 30.4697469, 114.3582191 30.4698671))",,,,,,,,,,,
way,935810006,"[8671872071, 8671872070, 8671872069, 8671872068, 8671872071]",yes,,,"POLYGON ((114.3585233 30.4699427, 114.3586805 30.4698188, 114.358739 30.4698692, 114.358578 30.4699888, 114.3585233 30.4699427))",,,,,,,,,,,
way,935810007,"[8671872075, 8671872074, 8671872073, 8671872072, 8671872075]",yes,,,"POLYGON ((114.3585061 30.4699022, 114.3584609 30.4698544, 114.3586449 30.4697102, 114.3587015 30.4697628, 114.3585061 30.4699022))",,,,,,,,,,,
way,935810008,"[8671872079, 8671872078, 8671872077, 8671872076, 8671872079]",yes,,,"POLYGON ((114.3584683 30.4700343, 114.3583073 30.4698632, 114.3583664 30.469827, 114.3585306 30.4699965, 114.3584683 30.4700343))",,,,,,,,,,,
way,935810009,"[8671872083, 8671872082, 8671872081, 8671872080, 8671872083]",yes,,,"POLYGON ((114.3583763 30.470093, 114.3582153 30.4699219, 114.3582745 30.4698857, 114.3584387 30.4700552, 114.3583763 30.470093))",,,,,,,,,,,
way,935810010,"[8671872087, 8671872086, 8671872085, 8671872084, 8671872087]",yes,,,"POLYGON ((114.3571958 30.4688507, 114.357437 30.4687914, 114.3574758 30.4688847, 114.3572244 30.4689401, 114.3571958 30.4688507))",,,,,,,,,,,
way,935810011,"[8671872095, 8671872094, 8671872093, 8671872092, 8671872091, 8671872090, 8671872089, 8671872088, 8671872095]",yes,,,"POLYGON ((114.3567185 30.4689626, 114.3568789 30.4689308, 114.3568992 30.4689615, 114.357164 30.4689044, 114.3571309 30.4688156, 114.3569107 30.4688627, 114.3568203 30.4688419, 114.3566943 30.4688682, 114.3567185 30.4689626))",,,,,,,,,,,
way,935810012,"[8671872099, 8671872098, 8671872097, 8671872096, 8671872099]",yes,,,"POLYGON ((114.3571201 30.4693303, 114.3575935 30.4692333, 114.357563 30.4691367, 114.357101 30.4692322, 114.3571201 30.4693303))",,,,,,,,,,,
way,935810013,"[8671872103, 8671872102, 8671872101, 8671872100, 8671872103]",yes,,,"POLYGON ((114.3571557 30.4694521, 114.3576292 30.469355, 114.3575986 30.4692585, 114.3571366 30.4693539, 114.3571557 30.4694521))",,,,,,,,,,,
way,935810014,"[8671872107, 8671872106, 8671872105, 8671872104, 8671872107]",yes,,,"POLYGON ((114.3572263 30.4697014, 114.3576998 30.4696043, 114.3576693 30.4695078, 114.3572072 30.4696032, 114.3572263 30.4697014))",,,,,,,,,,,
way,935810015,"[8671872111, 8671872110, 8671872109, 8671872108, 8671872111]",yes,,,"POLYGON ((114.3569126 30.4698566, 114.3572346 30.4697848, 114.3571576 30.4695067, 114.3568305 30.469578, 114.3569126 30.4698566))",,,,,,,,,,,
way,935810016,"[8671872115, 8671872114, 8671872113, 8671872112, 8671872115]",yes,,,"POLYGON ((114.3569495 30.4699713, 114.357269 30.4698983, 114.3572486 30.4698298, 114.3569317 30.4699033, 114.3569495 30.4699713))",,,,,,,,,,,
way,935810017,"[8671872119, 8671872118, 8671872117, 8671872116, 8671872119]",yes,,,"POLYGON ((114.3573447 30.4698808, 114.3577125 30.4698029, 114.357668 30.4696548, 114.3573027 30.4697382, 114.3573447 30.4698808))",,,,,,,,,,,
way,935810018,"[8671872123, 8671872122, 8671872121, 8671872120, 8671872123]",yes,,,"POLYGON ((114.3570214 30.4700903, 114.3577482 30.4699323, 114.3577138 30.4698215, 114.3569845 30.469974, 114.3570214 30.4700903))",,,,,,,,,,,
way,935810019,"[8671872127, 8671872126, 8671872125, 8671872124, 8671872127]",yes,,,"POLYGON ((114.3566599 30.4704885, 114.3570513 30.4704095, 114.3570201 30.4703037, 114.35663 30.4703903, 114.3566599 30.4704885))",,,,,,,,,,,
way,935810020,"[8671872131, 8671872130, 8671872129, 8671872128, 8671872131]",yes,,,"POLYGON ((114.3564118 30.4704249, 114.3570163 30.470291, 114.3569794 30.470143, 114.356371 30.4702746, 114.3564118 30.4704249))",,,,,,,,,,,
way,935810021,"[8671872135, 8671872134, 8671872133, 8671872132, 8671872135]",yes,,,"POLYGON ((114.356343 30.4701824, 114.3569629 30.4700519, 114.3569158 30.4698972, 114.3562959 30.4700289, 114.356343 30.4701824))",,,,,,,,,,,
way,935810022,"[8671872141, 8671872140, 8671872139, 8671872138, 8671872137, 8671872136, 8671872141]",yes,,,"POLYGON ((114.3571462 30.4707101, 114.3572912 30.4706772, 114.3571665 30.4702494, 114.3578004 30.47011, 114.3577609 30.4699905, 114.3569972 30.4701572, 114.3571462 30.4707101))",,,,,,,,,,,
way,935810023,"[8671872149, 8671872148, 8671872147, 8671872146, 8671872145, 8671872144, 8671872143, 8671872142, 8671872149]",yes,,,"POLYGON ((114.3565327 30.4710271, 114.3567707 30.4709865, 114.3567414 30.4708878, 114.3566116 30.4709152, 114.3565543 30.4706893, 114.3568776 30.4706212, 114.3568496 30.4705247, 114.3564143 30.470618, 114.3565327 30.4710271))",,,,,,,,,,,
way,935810024,"[8671872157, 8671872156, 8671872155, 8671872154, 8671872153, 8671872152, 8671872151, 8671872150, 8671872157]",yes,,,"POLYGON ((114.3562285 30.4710721, 114.356469 30.4710217, 114.3564436 30.4709427, 114.3562921 30.4709789, 114.3561381 30.4703909, 114.3563507 30.4703426, 114.3563265 30.4702658, 114.3560159 30.470336, 114.3562285 30.4710721))",,,,,,,,,,,
way,935885897,"[8672445400, 8672445399, 8672445398, 8672445397, 8672445400]",yes,,,"POLYGON ((114.3617278 30.4803877, 114.3620189 30.4804283, 114.36204 30.480316, 114.3617489 30.4802754, 114.3617278 30.4803877))",,,,,,,,,,,
way,935885898,"[8672445404, 8672445403, 8672445402, 8672445401, 8672445404]",greenhouse,,,"POLYGON ((114.3614105 30.4805322, 114.3619526 30.4806265, 114.3619897 30.4804681, 114.3614476 30.4803738, 114.3614105 30.4805322))",,,,,,greenhouse_horticulture,,,,,
way,935885899,"[8672445408, 8672445405, 8672445406, 8672445407, 8672445408]",greenhouse,,,"POLYGON ((114.3611114 30.4806066, 114.3613605 30.4806452, 114.3614147 30.4803857, 114.3611656 30.480347, 114.3611114 30.4806066))",,,,,,greenhouse_horticulture,,,,,
way,935885900,"[8672445412, 8672445409, 8672445410, 8672445411, 8672445412]",greenhouse,,,"POLYGON ((114.3608393 30.4805555, 114.3610849 30.4805875, 114.3611291 30.4803358, 114.3608835 30.4803038, 114.3608393 30.4805555))",,,,,,greenhouse_horticulture,,,,,
way,935885901,"[8672445416, 8672445415, 8672445414, 8672445413, 8672445416]",greenhouse,,,"POLYGON ((114.360512 30.480514, 114.3608052 30.4805521, 114.3608505 30.4802926, 114.3605574 30.4802546, 114.360512 30.480514))",,,,,,greenhouse_horticulture,,,,,
way,935885902,"[8672472120, 8672472119, 8672472118, 8672472117, 8672472120]",greenhouse,,,"POLYGON ((114.3600335 30.4804332, 114.3603661 30.4804866, 114.3604204 30.4802236, 114.3600877 30.4801711, 114.3600335 30.4804332))",,,,,,greenhouse_horticulture,,,,,
way,935885903,"[8672472124, 8672472123, 8672472122, 8672472121, 8672472124]",greenhouse,,,"POLYGON ((114.3597574 30.4803908, 114.3600037 30.4804287, 114.3600579 30.4801665, 114.3598116 30.4801287, 114.3597574 30.4803908))",,,,,,greenhouse_horticulture,,,,,
way,935885904,"[8672472128, 8672472125, 8672472126, 8672472127, 8672472128]",greenhouse,,,"POLYGON ((114.359481 30.480347, 114.3597273 30.4803849, 114.3597816 30.4801227, 114.3595352 30.4800849, 114.359481 30.480347))",,,,,,greenhouse_horticulture,,,,,
way,935885906,"[8672472136, 8672472133, 8672472134, 8672472135, 8672472136]",yes,,,"POLYGON ((114.3618794 30.4794273, 114.3622328 30.4794688, 114.3622789 30.4791764, 114.3619255 30.4791349, 114.3618794 30.4794273))",,,,,,greenhouse_horticulture,,,,,
way,935885907,"[8672472140, 8672472137, 8672472138, 8672472139, 8672472140]",yes,,,"POLYGON ((114.3618201 30.4797829, 114.3621806 30.4798241, 114.3622278 30.4795169, 114.3618673 30.4794758, 114.3618201 30.4797829))",,,,,,greenhouse_horticulture,,,,,
way,935885908,"[8672472144, 8672472141, 8672472142, 8672472143, 8672472144]",greenhouse,,,"POLYGON ((114.3609708 30.4796852, 114.361345 30.4797314, 114.3613932 30.4794415, 114.361019 30.4793953, 114.3609708 30.4796852))",,,,,,greenhouse_horticulture,,,,,
way,935885909,"[8672472148, 8672472145, 8672472146, 8672472147, 8672472148]",greenhouse,,,"POLYGON ((114.3606696 30.479641, 114.3609343 30.4796757, 114.3609845 30.4793911, 114.3607198 30.4793564, 114.3606696 30.479641))",,,,,,greenhouse_horticulture,,,,,
way,935885910,"[8672472152, 8672472149, 8672472150, 8672472151, 8672472152]",greenhouse,,,"POLYGON ((114.3610471 30.4801368, 114.3612888 30.4801621, 114.361341 30.4797918, 114.3610993 30.4797665, 114.3610471 30.4801368))",,,,,,greenhouse_horticulture,,,,,
way,935885911,"[8672472156, 8672472153, 8672472154, 8672472155, 8672472156]",greenhouse,,,"POLYGON ((114.3607841 30.4800987, 114.3610311 30.4801257, 114.3610843 30.4797641, 114.3608373 30.4797371, 114.3607841 30.4800987))",,,,,,greenhouse_horticulture,,,,,
way,935885912,"[8672472160, 8672472157, 8672472158, 8672472159, 8672472160]",greenhouse,,,"POLYGON ((114.3605994 30.4800728, 114.3607697 30.4800922, 114.3608239 30.4797401, 114.3606536 30.4797206, 114.3605994 30.4800728))",,,,,,greenhouse_horticulture,,,,,
way,935885915,"[8672472172, 8672472169, 8672472170, 8672472171, 8672472172]",greenhouse,,,"POLYGON ((114.3601506 30.480052, 114.3604442 30.4800877, 114.3605074 30.4797009, 114.3602139 30.4796653, 114.3601506 30.480052))",,,,,,greenhouse_horticulture,,,,,
way,935885916,"[8672472176, 8672472173, 8672472174, 8672472175, 8672472176]",greenhouse,,,"POLYGON ((114.3596989 30.4799724, 114.3600735 30.4800173, 114.3601327 30.4796505, 114.3597581 30.4796056, 114.3596989 30.4799724))",,,,,,greenhouse_horticulture,,,,,
way,935885917,"[8672472180, 8672472177, 8672472178, 8672472179, 8672472180]",greenhouse,,,"POLYGON ((114.3593043 30.4799257, 114.3596353 30.4799629, 114.3596915 30.4795917, 114.3593605 30.4795545, 114.3593043 30.4799257))",,,,,,greenhouse_horticulture,,,,,
way,936413446,"[8676906501, 8676906498, 8676906499, 8676906497, 8676906496, 8676906500, 8676906501]",yes,,,"POLYGON ((114.3492145 30.4723276, 114.3493324 30.472326, 114.349325 30.4719416, 114.3488425 30.4719497, 114.3488413 30.4720739, 114.3492096 30.4720643, 114.3492145 30.4723276))",,,,,,,,,,,
way,936413447,"[8676906505, 8676906504, 8676906503, 8676906502, 8676906505]",yes,,,"POLYGON ((114.3494757 30.4713297, 114.3499092 30.4713254, 114.3499082 30.4712487, 114.3494747 30.471253, 114.3494757 30.4713297))",,,,,,,,,,,
way,936413448,"[8676906509, 8676906506, 8676906507, 8676906508, 8676906509]",yes,,,"POLYGON ((114.3494806 30.4719412, 114.3495929 30.4719381, 114.3495731 30.4714072, 114.3494609 30.4714103, 114.3494806 30.4719412))",,,,,,,,,,,
way,936413449,"[8676906513, 8676906512, 8676906511, 8676906510, 8676906513]",yes,,,"POLYGON ((114.34952 30.4723616, 114.349924 30.4723488, 114.3499182 30.4722117, 114.3495142 30.4722245, 114.34952 30.4723616))",,,,,,,,,,,
way,936413450,"[8676919117, 8676906514, 8676906515, 8676906516, 8676919117]",yes,,,"POLYGON ((114.3495791 30.4729561, 114.3499388 30.4729561, 114.3499388 30.4724635, 114.3495791 30.4724635, 114.3495791 30.4729561))",,,,,,,,,,,
way,936413451,"[8676919121, 8676919120, 8676919119, 8676919118, 8676919121]",yes,,,"POLYGON ((114.3495052 30.4721407, 114.3499536 30.4721238, 114.3499466 30.4719865, 114.3494982 30.4720034, 114.3495052 30.4721407))",,,,,,,,,,,
way,936413452,"[8676919125, 8676919124, 8676919123, 8676919122, 8676919125]",yes,,,"POLYGON ((114.3487809 30.472421, 114.3490914 30.4724253, 114.3490938 30.4722937, 114.3487834 30.4722895, 114.3487809 30.472421))",,,,,,,,,,,
way,936413453,"[8676919129, 8676919126, 8676919127, 8676919128, 8676919129]",yes,,,"POLYGON ((114.3491456 30.4726588, 114.3493316 30.4726563, 114.3493267 30.4723887, 114.3491406 30.4723913, 114.3491456 30.4726588))",,,,,,,,,,,
way,936413467,"[8676919169, 8676919166, 8676919167, 8676919168, 8676919169]",yes,,,"POLYGON ((114.3590486 30.4792743, 114.3591245 30.4792828, 114.3591516 30.4791016, 114.3590757 30.4790931, 114.3590486 30.4792743))",,,,,,,,,,,
way,936413468,"[8676919173, 8676919170, 8676919171, 8676919172, 8676919173]",greenhouse,,,"POLYGON ((114.3588587 30.4796301, 114.3590623 30.4796529, 114.3591064 30.4793607, 114.3589027 30.4793379, 114.3588587 30.4796301))",,,,,,greenhouse_horticulture,,,,,
way,936413469,"[8676919177, 8676919176, 8676919175, 8676919174, 8676919177]",greenhouse,,,"POLYGON ((114.3588748 30.4799633, 114.3589189 30.4796813, 114.3587444 30.479661, 114.3587004 30.479943, 114.3588748 30.4799633))",,,,,,greenhouse_horticulture,,,,,
way,936413470,"[8676919181, 8676919180, 8676919179, 8676919178, 8676919181]",greenhouse,,,"POLYGON ((114.3583661 30.4800495, 114.3589256 30.4802395, 114.359001 30.4800746, 114.3584415 30.4798846, 114.3583661 30.4800495))",,,,,,greenhouse_horticulture,,,,,
way,936413473,"[8676919195, 8676919194, 8676919193, 8676919192, 8676919195]",yes,,,"POLYGON ((114.3589731 30.4785684, 114.3591553 30.4785878, 114.3591172 30.47885, 114.3589367 30.4788292, 114.3589731 30.4785684))",public_building,,,,,greenhouse_horticulture,,,,,
way,1002898290,"[9255428130, 9255428129, 9255428128, 9255428116, 9255428127, 9255428126, 9255428117, 9255428125, 9255428130]",yes,荟园21B,,"POLYGON ((114.3593468 30.4762979, 114.3584429 30.4762955, 114.3584457 30.4765631, 114.3585549 30.4765637, 114.3586515 30.4765643, 114.3586515 30.4764724, 114.3592355 30.4764724, 114.3593462 30.4764724, 114.3593468 30.4762979))",,,,,,,,,,,
way,1002898291,"[9255428136, 9255428135, 9255428134, 9255428118, 9255428133, 9255428132, 9255428115, 9255428131, 9255428136]",yes,荟园21A,,"POLYGON ((114.3584403 30.4769393, 114.3593401 30.4769393, 114.3593401 30.4765914, 114.3592349 30.4765937, 114.3591256 30.4765961, 114.3591256 30.4767486, 114.3585543 30.4767438, 114.3584456 30.4767428, 114.3584403 30.4769393))",,,,,,,,,,,
way,1012838630,"[9344340119, 9344340118, 9344335014, 9344340117, 9344335016, 9344335015, 9344340119]",yes,,,"POLYGON ((114.3383217 30.4789854, 114.3385135 30.4789455, 114.3384893 30.4788681, 114.3384474 30.4788024, 114.3382978 30.4788348, 114.3382996 30.4788929, 114.3383217 30.4789854))",,,,,,,,,,,
relation,11648358,"[[[1401882417, 7925663785, 1401882410, 1401882411, 1401882417]]]",yes,荟园16栋,,"POLYGON ((114.3575655 30.4730263, 114.3575638 30.4731784, 114.3567574 30.4731862, 114.3567565 30.4730298, 114.3575655 30.4730263))",,,,,,,,,,[126468573],multipolygon
relation,11648359,"[[[7925663786, 7925663787, 7925663788, 7925663789, 7925663786]]]",yes,荟园17栋,,"POLYGON ((114.3575808 30.4734087, 114.3575826 30.4735609, 114.3567583 30.4735625, 114.3567628 30.473403, 114.3575808 30.4734087))",,,,,,,,,,[849511839],multipolygon
relation,12397059,"[[[1399523487, 1399523475, 8485585497, 8485585506, 8485585505, 8485585504, 8485585503, 8485585494, 8485585502, 1399523487], [8485585501, 8485585500, 8485585495, 8485585499, 8485585498, 8485585496, 8485585501]]]",commercial,,,"POLYGON ((114.344932 30.4780723, 114.3448667 30.4778271, 114.3448341 30.4777105, 114.3448153 30.4776643, 114.344763 30.4776412, 114.3444948 30.4776574, 114.3445093 30.4778158, 114.3445209 30.4779429, 114.3445192 30.4780773, 114.344932 30.4780723), (114.3447858 30.4777857, 114.3447874 30.4778228, 114.3447925 30.4779463, 114.3446222 30.4779486, 114.3446233 30.4778169, 114.3446235 30.4777857, 114.3447858 30.4777857))",public_building,,,,,,,,,"[913470215, 913470214]",multipolygon
relation,12397060,"[[[7966694365, 7966694366, 7966694367, 7966694368, 7966694365], [8485586119, 9255390811, 9255390812, 8485586118, 8485586117, 8485585516, 8485586119]]]",university,,,"POLYGON ((114.3555228 30.4725507, 114.3555335 30.4718225, 114.3544857 30.4720968, 114.3544723 30.4725604, 114.3555228 30.4725507), (114.3546684 30.4722331, 114.3553054 30.4720551, 114.3553081 30.4723614, 114.3549138 30.4723625, 114.3549165 30.4724122, 114.3546684 30.4724145, 114.3546684 30.4722331))",,,,1,,,,,,"[854259596, 913470221]",multipolygon
relation,12594080,"[[[8638400664, 8638400663, 8638400667, 8638400665, 8638400664], [8638400665, 1143421138, 1143421131, 1143420976, 8638400650, 8638400651, 8638400652, 8638400653, 1143421008, 8638400654, 8638400655, 8638400656, 8638400657, 8638400658, 8638400659, 8638400660, 8638400661, 8638400668, 8638400664, 8638400665], [8638400663, 8638400662, 1143420986, 1143421112, 8638400666, 8638400667, 8638400663], [8638400649, 8638400648, 8638400647, 8638400646, 8638400649], [8638400645, 8638400644, 8638400643, 8638400642, 8638400645]]]",university,第三教学楼,,"POLYGON ((114.3534993 30.4746959, 114.3535117 30.4747551, 114.3532743 30.4747528, 114.3532794 30.4750361, 114.3538279 30.4750295, 114.3538269 30.4747551, 114.3535623 30.474756, 114.3535499 30.4746956, 114.353907 30.4746913, 114.3539073 30.4744511, 114.3535975 30.4744511, 114.3535975 30.474339, 114.3539006 30.4743376, 114.3539013 30.4741084, 114.3536083 30.4741125, 114.3536083 30.4740015, 114.3539016 30.4740014, 114.3538993 30.4737607, 114.3535586 30.4737634, 114.353564 30.4738732, 114.3529887 30.4738836, 114.3529847 30.4737796, 114.3528425 30.4737781, 114.3528495 30.4746961, 114.353263 30.4746968, 114.3534993 30.4746959), (114.3530584 30.4740001, 114.3535539 30.4740001, 114.3535553 30.4742266, 114.3530564 30.4742272, 114.3530584 30.4740001), (114.3535513 30.4743373, 114.3535526 30.4745638, 114.3530537 30.4745644, 114.3530557 30.4743373, 114.3535513 30.4743373))",,,,,,,,,,"[931802820, 98842750, 931802821, 931802823, 931802822]",multipolygon
relation,12594081,"[[[7966694361, 8638400698, 8638400695, 8638400694, 8638400689, 8638400690, 8638400691, 8638400692, 8638400693, 8638400696, 8638400697, 7966694362, 7966694363, 7966694364, 7966694361], [8638400688, 8638400687, 8638400686, 8638400685, 8638400684, 8638400683, 8638400682, 8638400681, 8638400688], [8638400680, 8638400679, 8638400678, 8638400677, 8638400680], [8638400676, 8638400675, 8638400674, 8638400673, 8638400672, 8638400671, 8638400670, 8638400669, 8638400676]]]",university,第四教学楼,,"POLYGON ((114.354432 30.4727743, 114.3544269 30.4730133, 114.3547488 30.473011, 114.3547488 30.473115, 114.3547434 30.4731936, 114.3546308 30.473189, 114.3546361 30.4734086, 114.3547488 30.4734086, 114.3547515 30.4735011, 114.3547595 30.473619, 114.354435 30.4736167, 114.3544333 30.4738036, 114.3555425 30.4738036, 114.3555344 30.4727742, 114.354432 30.4727743), (114.3549003 30.4729153, 114.3553093 30.472913, 114.3553093 30.4729881, 114.3553603 30.4729905, 114.355359 30.4730818, 114.3548359 30.4730852, 114.3548346 30.4729939, 114.354903 30.4729916, 114.3549003 30.4729153), (114.3548332 30.4736065, 114.3548319 30.4735187, 114.3553469 30.4735233, 114.3553469 30.4736111, 114.3552946 30.4736123, 114.3552973 30.4736874, 114.3549043 30.4736851, 114.3549003 30.47361, 114.3548332 30.4736065), (114.354907 30.4731973, 114.3554005 30.4731997, 114.3553978 30.4734031, 114.354911 30.4734008, 114.354907 30.4731973))",,,,,,,,,,"[854259595, 931802826, 931802825, 931802824]",multipolygon
