u,v,key,osmid,highway,access,oneway,reversed,length,tunnel,geometry,junction,bridge,service,name
1317216513,1317216562,0,116941147,service,permissive,False,False,102.522,,"LINESTRING (121.404337 31.2267488, 121.4053819 31.2269762)",,,,
1317216562,1317216513,0,116941147,service,permissive,False,True,102.522,,"LINESTRING (121.4053819 31.2269762, 121.404337 31.2267488)",,,,
1317216562,1288664481,0,113664173,service,permissive,False,False,100.417,,"LINESTRING (121.4053819 31.2269762, 121.405861 31.2270485, 121.4057859 31.2275313)",,,,
1317216562,1317216508,0,113664173,service,permissive,False,True,53.94,,"LINESTRING (121.4053819 31.2269762, 121.4053629 31.2270558, 121.4052192 31.2274405)",,,,
1317248020,1130831384,0,380964754,service,permissive,False,False,33.799,,"LINESTRING (121.4018648 31.2326152, 121.4017583 31.2323252)",,,,
1317248020,1288652677,0,113662989,service,permissive,False,True,25.213,,"LINESTRING (121.4018648 31.2326152, 121.4018386 31.2326315, 121.4016228 31.2325569)",,,,
3786062547,1297097803,0,114518335,service,permissive,False,False,32.5,,"LINESTRING (121.4003654 31.2318456, 121.4005421 31.2315954)",,,driveway,
3786062547,3830464983,0,"[114518353, 114518330, 114518335]",service,permissive,False,True,25.028000000000002,,"LINESTRING (121.4003654 31.2318456, 121.40033 31.2318356, 121.4001586 31.2317875, 121.4001155 31.2317749)",,yes,driveway,
3786062547,3842496698,0,379706794,service,permissive,False,False,12.024000000000001,,"LINESTRING (121.4003654 31.2318456, 121.4003917 31.2318927, 121.4003775 31.2319473)",,,driveway,
3787350668,1288664507,0,377583585,service,permissive,False,False,12.673,,"LINESTRING (121.4020642 31.230676, 121.4021526 31.2305907)",,,,
3787350668,1288664500,0,377583585,service,permissive,False,True,52.464,,"LINESTRING (121.4020642 31.230676, 121.4018379 31.2310335, 121.4017917 31.2310855)",,,,
3787350668,1297097619,0,379706793,service,permissive,False,True,78.35300000000001,,"LINESTRING (121.4020642 31.230676, 121.402002 31.230647, 121.401285 31.2304497)",,,,
3787665965,1317204373,0,116940050,service,permissive,False,True,18.552,,"LINESTRING (121.3992214 31.2299849, 121.3994105 31.230026)",,,,
3787665965,3789195174,0,375562267,footway,,False,False,33.149,,"LINESTRING (121.3992214 31.2299849, 121.3991382 31.2302744)",,,,
3787665965,1317204563,0,116940050,service,permissive,False,False,207.88600000000002,,"LINESTRING (121.3992214 31.2299849, 121.3991441 31.2299533, 121.3982341 31.2297556, 121.3984739 31.22896, 121.3985967 31.2289889, 121.3986152 31.228928)",,,,
3787792962,1130831368,0,375892090,service,permissive,False,True,5.185,,"LINESTRING (121.4033611 31.22936, 121.4034133 31.2293735)",,,,
3787792962,3787792978,0,375408814,footway,,False,True,175.083,,"LINESTRING (121.4033611 31.22936, 121.403271 31.2294756, 121.4032204 31.2295016, 121.4023204 31.2306533)",,,,
3787792962,1130831381,0,"[97674425, 375892090, 97674422]",service,permissive,False,False,48.456,,"LINESTRING (121.4033611 31.22936, 121.403331 31.2293529, 121.4031436 31.229306, 121.4028719 31.2292379)",,yes,,
3787792978,1297097902,0,114518362,service,permissive,False,False,19.616,,"LINESTRING (121.4023204 31.2306533, 121.4025006 31.2307392)",,,,
3787792978,1288664507,0,"[113664170, 114518362, 375930154]",service,permissive,False,True,17.412,,"LINESTRING (121.4023204 31.2306533, 121.402284 31.2306391, 121.4021845 31.2306039, 121.4021526 31.2305907)",,yes,,
3787792978,3787792962,0,375408814,footway,,False,False,175.083,,"LINESTRING (121.4023204 31.2306533, 121.4032204 31.2295016, 121.403271 31.2294756, 121.4033611 31.22936)",,,,
3788622815,1288664485,0,113664179,service,permissive,False,False,40.961,,"LINESTRING (121.4025969 31.2277187, 121.4030094 31.2278249)",,,,
3788622815,3790337742,0,375498858,service,permissive,False,True,26.842,,"LINESTRING (121.4025969 31.2277187, 121.4025169 31.2279502)",,,,
3788622815,1288664488,0,113664179,service,permissive,False,True,75.16,,"LINESTRING (121.4025969 31.2277187, 121.4023555 31.2276565, 121.4025059 31.2272145)",,,,
3788622826,1288546442,0,97673843,service,permissive,False,False,6.775,,"LINESTRING (121.4029711 31.2283606, 121.4029733 31.2282997)",,,,
3788622826,1130831352,0,97673843,service,permissive,False,True,38.086,,"LINESTRING (121.4029711 31.2283606, 121.4029514 31.2287027)",,,,
3788622826,3790337742,0,375498858,service,permissive,False,False,86.571,,"LINESTRING (121.4029711 31.2283606, 121.4024209 31.2282281, 121.4025169 31.2279502)",,,,
3788863906,3788863907,0,375525368,footway,,False,True,1.954,,"LINESTRING (121.4020332 31.2301078, 121.402053 31.2301125)",,,,
3788863907,3788863906,0,375525368,footway,,False,False,1.954,,"LINESTRING (121.402053 31.2301125, 121.4020332 31.2301078)",,,,
3788863907,3788863913,0,"[375525368, 375525369, 375525367]","['steps', 'footway']",,False,True,11.640999999999998,,"LINESTRING (121.402053 31.2301125, 121.4020674 31.2301159, 121.4020738 31.2301176, 121.4020851 31.2301207, 121.4021702 31.2301428)",,,,
3788863907,3788863916,0,375525370,footway,,False,True,15.879000000000001,,"LINESTRING (121.402053 31.2301125, 121.4020534 31.230135, 121.4020661 31.2301386, 121.4020773 31.2301417, 121.4021875 31.2301714)",,,,
3788863913,3788863916,0,375525369,footway,,False,True,3.58,,"LINESTRING (121.4021702 31.2301428, 121.4021875 31.2301714)",,,,
3788863913,3805651422,0,377185207,service,permissive,False,True,20.546,,"LINESTRING (121.4021702 31.2301428, 121.4023756 31.2300854)",,,driveway,
3788863913,3805651415,0,377185210,service,permissive,False,True,14.08,,"LINESTRING (121.4021702 31.2301428, 121.402102 31.2300304)",,,driveway,
3788863913,3788863907,0,"[375525368, 375525369, 375525367]","['steps', 'footway']",,False,False,11.641,,"LINESTRING (121.4021702 31.2301428, 121.4020851 31.2301207, 121.4020738 31.2301176, 121.4020674 31.2301159, 121.402053 31.2301125)",,,,
3788863916,3788863913,0,375525369,footway,,False,False,3.58,,"LINESTRING (121.4021875 31.2301714, 121.4021702 31.2301428)",,,,
3788863916,3788863918,0,375525369,footway,,False,True,20.532,,"LINESTRING (121.4021875 31.2301714, 121.4022926 31.2303327)",,,,
3788863916,3788863907,0,375525370,footway,,False,False,15.879000000000001,,"LINESTRING (121.4021875 31.2301714, 121.4020773 31.2301417, 121.4020661 31.2301386, 121.4020534 31.230135, 121.402053 31.2301125)",,,,
3788863918,3788863916,0,375525369,footway,,False,False,20.532,,"LINESTRING (121.4022926 31.2303327, 121.4021875 31.2301714)",,,,
3788863918,3805651422,0,377583585,service,permissive,False,False,28.609,,"LINESTRING (121.4022926 31.2303327, 121.4023756 31.2300854)",,,,
3788863918,1288664507,0,377583585,service,permissive,False,True,31.804000000000002,,"LINESTRING (121.4022926 31.2303327, 121.4022041 31.2305276, 121.4021526 31.2305907)",,,,
3789194619,3789194631,0,375562263,footway,,False,True,9.884,,"LINESTRING (121.3989485 31.2300798, 121.3989222 31.2301658)",,,,
3789194631,3789194619,0,375562263,footway,,False,False,9.884,,"LINESTRING (121.3989222 31.2301658, 121.3989485 31.2300798)",,,,
3789194631,3789195159,0,375562262,footway,,False,False,10.569,,"LINESTRING (121.3989222 31.2301658, 121.398947 31.2301765, 121.3989652 31.2301944, 121.398974 31.230217, 121.398972 31.2302407)",,,,
3789194631,3789194648,0,375562262,footway,,False,True,10.567,,"LINESTRING (121.3989222 31.2301658, 121.3988945 31.2301641, 121.3988681 31.2301716, 121.3988471 31.2301872, 121.3988347 31.2302084)",,,,
3789194634,3789194648,0,375562264,footway,,False,True,16.356,,"LINESTRING (121.3986672 31.2301749, 121.3988347 31.2302084)",,,,
3789194648,3789194634,0,375562264,footway,,False,False,16.356,,"LINESTRING (121.3988347 31.2302084, 121.3986672 31.2301749)",,,,
3789194648,3789194631,0,375562262,footway,,False,False,10.567,,"LINESTRING (121.3988347 31.2302084, 121.3988471 31.2301872, 121.3988681 31.2301716, 121.3988945 31.2301641, 121.3989222 31.2301658)",,,,
3789194648,3789195177,0,375562262,footway,,False,True,10.565,,"LINESTRING (121.3988347 31.2302084, 121.3988327 31.2302321, 121.3988415 31.2302546, 121.3988596 31.2302726, 121.3988845 31.2302832)",,,,
3789195159,3789195174,0,375562266,footway,,False,False,16.241,,"LINESTRING (121.398972 31.2302407, 121.3991382 31.2302744)",,,,
3789195159,3789195177,0,375562262,footway,,False,False,10.559000000000001,,"LINESTRING (121.398972 31.2302407, 121.3989595 31.2302619, 121.3989385 31.2302775, 121.3989122 31.2302849, 121.3988845 31.2302832)",,,,
3789195159,3789194631,0,375562262,footway,,False,True,10.569,,"LINESTRING (121.398972 31.2302407, 121.398974 31.230217, 121.3989652 31.2301944, 121.398947 31.2301765, 121.3989222 31.2301658)",,,,
3789195174,3789195186,0,375562266,footway,,False,False,18.018,,"LINESTRING (121.3991382 31.2302744, 121.3993221 31.2303135)",,,,
3789195174,3789195159,0,375562266,footway,,False,True,16.241,,"LINESTRING (121.3991382 31.2302744, 121.398972 31.2302407)",,,,
3789195174,3789195192,0,375562267,footway,,False,False,33.294,,"LINESTRING (121.3991382 31.2302744, 121.3990582 31.2305659)",,,,
3789195174,3787665965,0,375562267,footway,,False,True,33.149,,"LINESTRING (121.3991382 31.2302744, 121.3992214 31.2299849)",,,,
3789195177,3789195189,0,375562265,footway,,False,False,9.614,,"LINESTRING (121.3988845 31.2302832, 121.3988596 31.230367)",,,,
3789195177,3789194648,0,375562262,footway,,False,False,10.565,,"LINESTRING (121.3988845 31.2302832, 121.3988596 31.2302726, 121.3988415 31.2302546, 121.3988327 31.2302321, 121.3988347 31.2302084)",,,,
3789195177,3789195159,0,375562262,footway,,False,True,10.559000000000001,,"LINESTRING (121.3988845 31.2302832, 121.3989122 31.2302849, 121.3989385 31.2302775, 121.3989595 31.2302619, 121.398972 31.2302407)",,,,
3789195186,1317204749,0,97674418,service,permissive,False,False,33.215,,"LINESTRING (121.3993221 31.2303135, 121.3992379 31.2306034)",,,,
3789195186,1317204373,0,97674418,service,permissive,False,True,33.055,,"LINESTRING (121.3993221 31.2303135, 121.3994105 31.230026)",,,,
3789195186,3789195174,0,375562266,footway,,False,True,18.018,,"LINESTRING (121.3993221 31.2303135, 121.3991382 31.2302744)",,,,
3789195189,3789195177,0,375562265,footway,,False,True,9.614,,"LINESTRING (121.3988596 31.230367, 121.3988845 31.2302832)",,,,
3789195192,1317204749,0,116940027,footway,permissive,False,False,17.588,,"LINESTRING (121.3990582 31.2305659, 121.3992379 31.2306034)",,,,
3789195192,3860762561,0,116940027,footway,permissive,False,True,47.944,,"LINESTRING (121.3990582 31.2305659, 121.3985679 31.2304652)",,,,
3789195192,3789195174,0,375562267,footway,,False,True,33.294,,"LINESTRING (121.3990582 31.2305659, 121.3991382 31.2302744)",,,,
3790337616,3790337742,0,375687203,service,permissive,False,True,43.538,,"LINESTRING (121.4020795 31.2278344, 121.4025169 31.2279502)",,,,
3790337742,3788622815,0,375498858,service,permissive,False,False,26.842,,"LINESTRING (121.4025169 31.2279502, 121.4025969 31.2277187)",,,,
3790337742,3790337616,0,375687203,service,permissive,False,False,43.538,,"LINESTRING (121.4025169 31.2279502, 121.4020795 31.2278344)",,,,
3790337742,3788622826,0,375498858,service,permissive,False,True,86.571,,"LINESTRING (121.4025169 31.2279502, 121.4024209 31.2282281, 121.4029711 31.2283606)",,,,
3790337881,3790337882,0,113664178,service,permissive,False,True,51.293,,"LINESTRING (121.40188 31.2296354, 121.4023962 31.2297694)",,,driveway,
3790337881,1317204464,0,375933206,footway,permissive,False,False,35.026,,"LINESTRING (121.40188 31.2296354, 121.4019859 31.2293337)",,,,
3790337881,3807157866,0,375933206,footway,permissive,False,True,7.492,,"LINESTRING (121.40188 31.2296354, 121.4018576 31.2297)",,,,
3790337882,3790337881,0,113664178,service,permissive,False,False,51.293,,"LINESTRING (121.4023962 31.2297694, 121.40188 31.2296354)",,,driveway,
3790337882,1317204604,0,116940034,footway,permissive,False,True,34.941,,"LINESTRING (121.4023962 31.2297694, 121.4025063 31.2294696)",,,,
3790337882,3805651422,0,113664178,service,permissive,False,True,42.387,,"LINESTRING (121.4023962 31.2297694, 121.4024791 31.2297915, 121.4023756 31.2300854)",,,driveway,
3790337882,3862618311,0,383062111,footway,permissive,False,True,23.847,,"LINESTRING (121.4023962 31.2297694, 121.40239 31.2297851, 121.4023721 31.2298013, 121.402325 31.2298077, 121.4022951 31.2298306, 121.4022223 31.2298498, 121.4021924 31.2298742)",,,,
3791127212,3791158245,0,375770086,footway,,False,False,8.252,,"LINESTRING (121.4007408 31.227733, 121.4007184 31.2278047)",,,,
3791127212,3822940919,0,375923705,service,permissive,False,False,53.294000000000004,,"LINESTRING (121.4007408 31.227733, 121.4002532 31.2276165, 121.4002161 31.2275827)",,,driveway,
3791127212,3791158241,0,375923705,service,permissive,False,True,13.628,,"LINESTRING (121.4007408 31.227733, 121.4008002 31.2277472, 121.400881 31.2277372)",,,driveway,
3791158241,1288652706,0,97673838,service,permissive,False,True,26.693,,"LINESTRING (121.400881 31.2277372, 121.4011535 31.2277949)",,,,
3791158241,3822940919,0,114518332,service,permissive,False,False,67.324,,"LINESTRING (121.400881 31.2277372, 121.4008202 31.2276932, 121.4002693 31.2275645, 121.4002161 31.2275827)",,,driveway,
3791158241,3791127212,0,375923705,service,permissive,False,False,13.628,,"LINESTRING (121.400881 31.2277372, 121.4008002 31.2277472, 121.4007408 31.227733)",,,driveway,
3791158245,3791127212,0,375770086,footway,,False,True,8.252,,"LINESTRING (121.4007184 31.2278047, 121.4007408 31.227733)",,,,
3791158250,3791158260,0,375770088,service,permissive,False,True,36.262,,"LINESTRING (121.3996005 31.2280603, 121.3995005 31.228375)",,,driveway,
3791158260,3791158269,0,375770087,service,permissive,True,False,22.637,,"LINESTRING (121.3995005 31.228375, 121.3997311 31.2284256)",,,,
3791158260,3791158250,0,375770088,service,permissive,False,False,36.262,,"LINESTRING (121.3995005 31.228375, 121.3996005 31.2280603)",,,driveway,
3791158260,3791158310,0,375770089,service,permissive,False,True,10.242,,"LINESTRING (121.3995005 31.228375, 121.3994723 31.2284639)",,,,
3791158269,3791158313,0,97674420,service,permissive,False,True,10.344,,"LINESTRING (121.3997311 31.2284256, 121.3997027 31.2285154)",,,,
3791158269,1130836133,0,97674420,service,permissive,False,False,26.501,,"LINESTRING (121.3997311 31.2284256, 121.3997526 31.2283577, 121.399834 31.2283172, 121.3999321 31.2283419)",,,,
3791158310,3791158313,0,375770085,service,permissive,False,True,22.643,,"LINESTRING (121.3994723 31.2284639, 121.3997027 31.2285154)",,,,
3791158310,3791158260,0,375770089,service,permissive,False,False,10.242,,"LINESTRING (121.3994723 31.2284639, 121.3995005 31.228375)",,,,
3791158310,3791158354,0,375770089,service,permissive,False,True,9.38,,"LINESTRING (121.3994723 31.2284639, 121.3994464 31.2285453)",,,,
3791158313,3791158269,0,97674420,service,permissive,False,False,10.344,,"LINESTRING (121.3997027 31.2285154, 121.3997311 31.2284256)",,,,
3791158313,3791158365,0,97674420,service,permissive,False,True,9.458,,"LINESTRING (121.3997027 31.2285154, 121.3996767 31.2285975)",,,,
3791158313,3791158310,0,375770085,service,permissive,False,False,22.643,,"LINESTRING (121.3997027 31.2285154, 121.3994723 31.2284639)",,,,
3791158354,3791158374,0,375770083,service,permissive,False,True,36.401,,"LINESTRING (121.3994464 31.2285453, 121.399346 31.2288612)",,,driveway,
3791158354,3791158310,0,375770089,service,permissive,False,False,9.38,,"LINESTRING (121.3994464 31.2285453, 121.3994723 31.2284639)",,,,
3791158365,3791158313,0,97674420,service,permissive,False,False,9.458,,"LINESTRING (121.3996767 31.2285975, 121.3997027 31.2285154)",,,,
3791158365,3791158354,0,375770084,service,permissive,True,False,22.654,,"LINESTRING (121.3996767 31.2285975, 121.3994464 31.2285453)",,,,
3791158365,1130836138,0,97674420,service,permissive,False,True,27.371,,"LINESTRING (121.3996767 31.2285975, 121.3996537 31.2286701, 121.3997125 31.2287498, 121.3997991 31.2287698)",,,,
3791158374,3791158354,0,375770083,service,permissive,False,False,36.401,,"LINESTRING (121.399346 31.2288612, 121.3994464 31.2285453)",,,driveway,
3792673102,3808132688,0,116940061,service,permissive,False,False,14.442,,"LINESTRING (121.4015553 31.2297323, 121.4014092 31.2296968)",,,,
3792673102,1317204352,0,116940061,service,permissive,False,True,24.288,,"LINESTRING (121.4015553 31.2297323, 121.4014788 31.2299407)",,,,
3792673102,3807157345,0,377338603,footway,permissive,False,False,12.302,,"LINESTRING (121.4015553 31.2297323, 121.4015844 31.2296245)",,,,
3792673104,3807157866,0,375933206,footway,permissive,False,False,28.094,,"LINESTRING (121.4017735 31.2299422, 121.4018576 31.2297)",,,,
3792673104,3805651415,0,377185210,service,permissive,False,False,32.738,,"LINESTRING (121.4017735 31.2299422, 121.402102 31.2300304)",,,driveway,
3792673104,1317204352,0,375933206,footway,permissive,False,True,33.659,,"LINESTRING (121.4017735 31.2299422, 121.4017586 31.2299821, 121.4017501 31.2299981, 121.4017283 31.2300055, 121.4017086 31.2300032, 121.4014788 31.2299407)",,,,
3792792789,4420884884,0,375941841,footway,,False,True,11.317,,"LINESTRING (121.4015495 31.231521, 121.4014383 31.2314847)",,,,
3792792789,3846953137,0,377583585,service,permissive,False,True,5.767,,"LINESTRING (121.4015495 31.231521, 121.4015257 31.2315687)",,,,
3792792789,1288664500,0,377583585,service,permissive,False,False,53.662,,"LINESTRING (121.4015495 31.231521, 121.4016215 31.2313711, 121.4017917 31.2310855)",,,,
3805651370,3805651372,0,377185204,service,permissive,False,True,22.057,,"LINESTRING (121.4023027 31.2292093, 121.4022349 31.229399)",,,,
3805651370,1130831371,0,97673841,service,permissive,True,False,29.697,,"LINESTRING (121.4023027 31.2292093, 121.4021358 31.2291667, 121.4021027 31.2290875, 121.4021124 31.2290545)",roundabout,,,
3805651372,1317204604,0,375933206,footway,permissive,False,False,26.973,,"LINESTRING (121.4022349 31.229399, 121.4025063 31.2294696)",,,,
3805651372,1317204464,0,375933206,footway,permissive,False,True,24.764,,"LINESTRING (121.4022349 31.229399, 121.4019859 31.2293337)",,,,
3805651372,3805651370,0,377185204,service,permissive,False,False,22.057,,"LINESTRING (121.4022349 31.229399, 121.4023027 31.2292093)",,,,
3805651415,3788863913,0,377185210,service,permissive,False,False,14.08,,"LINESTRING (121.402102 31.2300304, 121.4021702 31.2301428)",,,driveway,
3805651415,3792673104,0,377185210,service,permissive,False,True,32.738,,"LINESTRING (121.402102 31.2300304, 121.4017735 31.2299422)",,,driveway,
3805651415,3862618314,0,383062112,footway,permissive,False,True,9.433,,"LINESTRING (121.402102 31.2300304, 121.4021326 31.2299497)",,,,
3805651422,3788863913,0,377185207,service,permissive,False,False,20.546,,"LINESTRING (121.4023756 31.2300854, 121.4021702 31.2301428)",,,driveway,
3805651422,3788863918,0,377583585,service,permissive,False,True,28.609,,"LINESTRING (121.4023756 31.2300854, 121.4022926 31.2303327)",,,,
3805651422,3790337882,0,113664178,service,permissive,False,False,42.387,,"LINESTRING (121.4023756 31.2300854, 121.4024791 31.2297915, 121.4023962 31.2297694)",,,driveway,
3806362890,1288546443,0,113655711,service,permissive,False,False,42.01,,"LINESTRING (121.4041891 31.2283495, 121.4037671 31.2282376)",,,,
3806362890,1288546433,0,113655711,service,permissive,False,True,83.376,,"LINESTRING (121.4041891 31.2283495, 121.4042893 31.2283761, 121.4043385 31.2284473, 121.4043492 31.2284977, 121.4043224 31.2285986, 121.4041889 31.2290056)",,,,
3806362890,3822449859,0,"[377263296, 377263297, 377263295]",service,permissive,False,True,55.864,,"LINESTRING (121.4041891 31.2283495, 121.4042234 31.2282573, 121.4040603 31.2282133, 121.4040063 31.2281982, 121.4037711 31.228135)",,,driveway,
3806928017,1130831357,0,97673841,service,permissive,True,False,52.819,,"LINESTRING (121.4021261 31.2290157, 121.4022088 31.2289643, 121.4024978 31.2290342, 121.4025466 31.2291064, 121.402532 31.2291521)",roundabout,,,
3806928017,3808214960,0,377317556,service,permissive,False,False,69.02600000000001,,"LINESTRING (121.4021261 31.2290157, 121.4021661 31.2288937, 121.402225 31.2287136, 121.4021736 31.2287009, 121.4022531 31.2284486)",,,,
3807157263,1317204483,0,97673847,service,permissive,False,True,31.472,,"LINESTRING (121.4016514 31.2289458, 121.4019704 31.2290213)",,,,
3807157263,1288652698,0,"[97673840, 97673851, 97673847]",service,permissive,False,False,45.303000000000004,,"LINESTRING (121.4016514 31.2289458, 121.4016292 31.2289407, 121.401458 31.2289094, 121.4012542 31.2288722, 121.4011862 31.228858)",,yes,桥梁,丽虹桥
3807157263,3822549641,0,377338603,footway,permissive,False,False,107.944,,"LINESTRING (121.4016514 31.2289458, 121.4016589 31.2289102, 121.4016655 31.2288493, 121.4017807 31.228434, 121.4017923 31.2283958, 121.4018082 31.2282625, 121.4018526 31.2280892, 121.4018819 31.2279968)",,,,
3807157263,3808090169,0,377338603,footway,permissive,False,True,62.528000000000006,,"LINESTRING (121.4016514 31.2289458, 121.4016516 31.2290158, 121.4016592 31.2290413, 121.4016571 31.2291293, 121.4016886 31.2292137, 121.4017003 31.2292843, 121.4016286 31.2294936)",,,,
3807157284,1317204544,0,375933206,footway,permissive,False,False,24.704,,"LINESTRING (121.4026645 31.2294178, 121.4027422 31.2292058)",,,,
3807157284,1317204604,0,375933206,footway,permissive,False,True,22.618000000000002,,"LINESTRING (121.4026645 31.2294178, 121.4026331 31.2295035, 121.4025063 31.2294696)",,,,
3807157284,3807157341,0,377338605,footway,,False,False,28.483,,"LINESTRING (121.4026645 31.2294178, 121.4027216 31.2294345, 121.4027647 31.2294548, 121.4027851 31.2294731, 121.4027929 31.2294916, 121.4028007 31.2295226, 121.4027918 31.2295563, 121.4027718 31.2295766, 121.4027525 31.229595)",,,,
3807157341,3807157284,0,377338605,footway,,False,True,28.482999999999997,,"LINESTRING (121.4027525 31.229595, 121.4027718 31.2295766, 121.4027918 31.2295563, 121.4028007 31.2295226, 121.4027929 31.2294916, 121.4027851 31.2294731, 121.4027647 31.2294548, 121.4027216 31.2294345, 121.4026645 31.2294178)",,,,
3807157345,3808090169,0,377338603,footway,permissive,False,False,15.15,,"LINESTRING (121.4015844 31.2296245, 121.4016286 31.2294936)",,,,
3807157345,3792673102,0,377338603,footway,permissive,False,True,12.302,,"LINESTRING (121.4015844 31.2296245, 121.4015553 31.2297323)",,,,
3807157345,3807157866,0,377338604,footway,permissive,False,True,31.002,,"LINESTRING (121.4015844 31.2296245, 121.4017026 31.2296543, 121.4017394 31.2296444, 121.4017773 31.2296384, 121.4018073 31.2296406, 121.4018352 31.2296492, 121.4018497 31.2296641, 121.4018567 31.2296801, 121.4018576 31.2297)",,,,
3807157866,3790337881,0,375933206,footway,permissive,False,False,7.492,,"LINESTRING (121.4018576 31.2297, 121.40188 31.2296354)",,,,
3807157866,3792673104,0,375933206,footway,permissive,False,True,28.094,,"LINESTRING (121.4018576 31.2297, 121.4017735 31.2299422)",,,,
3807157866,3807157345,0,377338604,footway,permissive,False,False,31.002000000000002,,"LINESTRING (121.4018576 31.2297, 121.4018567 31.2296801, 121.4018497 31.2296641, 121.4018352 31.2296492, 121.4018073 31.2296406, 121.4017773 31.2296384, 121.4017394 31.2296444, 121.4017026 31.2296543, 121.4015844 31.2296245)",,,,
3808090162,3808090169,0,377439633,footway,permissive,False,True,19.913,,"LINESTRING (121.4014282 31.2294416, 121.4016286 31.2294936)",,,,
3808090169,3807157345,0,377338603,footway,permissive,False,True,15.15,,"LINESTRING (121.4016286 31.2294936, 121.4015844 31.2296245)",,,,
3808090169,3808090162,0,377439633,footway,permissive,False,False,19.913,,"LINESTRING (121.4016286 31.2294936, 121.4014282 31.2294416)",,,,
3808090169,3807157263,0,377338603,footway,permissive,False,False,62.528,,"LINESTRING (121.4016286 31.2294936, 121.4017003 31.2292843, 121.4016886 31.2292137, 121.4016571 31.2291293, 121.4016592 31.2290413, 121.4016516 31.2290158, 121.4016514 31.2289458)",,,,
3808132048,3808132667,0,113662988,service,permissive,False,False,25.325,,"LINESTRING (121.4011134 31.2290797, 121.4010415 31.229299)",,,,
3808132048,1288652698,0,113662988,service,permissive,False,True,25.605,,"LINESTRING (121.4011134 31.2290797, 121.4011862 31.228858)",,,,
3808132048,1130831385,0,377443741,footway,,False,True,35.211,,"LINESTRING (121.4011134 31.2290797, 121.4009847 31.2290388, 121.400864 31.2289626, 121.4007881 31.2289339)",,,,
3808132666,3808132667,0,377443740,service,permissive,False,True,10.322,,"LINESTRING (121.4009366 31.2292751, 121.4010415 31.229299)",,,,
3808132667,1288652694,0,113662988,service,permissive,False,False,54.893,,"LINESTRING (121.4010415 31.229299, 121.4008855 31.2297743)",,,,
3808132667,3808132048,0,113662988,service,permissive,False,True,25.325,,"LINESTRING (121.4010415 31.229299, 121.4011134 31.2290797)",,,,
3808132667,3808132666,0,377443740,service,permissive,False,False,10.322,,"LINESTRING (121.4010415 31.229299, 121.4009366 31.2292751)",,,,
3808132688,3792673102,0,116940061,service,permissive,False,True,14.442,,"LINESTRING (121.4014092 31.2296968, 121.4015553 31.2297323)",,,,
3808214960,3806928017,0,377317556,service,permissive,False,True,69.026,,"LINESTRING (121.4022531 31.2284486, 121.4021736 31.2287009, 121.402225 31.2287136, 121.4021661 31.2288937, 121.4021261 31.2290157)",,,,
3812926656,1317204315,0,377885311,service,permissive,False,True,97.064,,"LINESTRING (121.4006617 31.2293958, 121.399677 31.2291656)",,,driveway,
3817595113,1288546442,0,113655712,service,permissive,False,False,46.708,,"LINESTRING (121.4034418 31.228426, 121.4029733 31.2282997)",,,,
3817595113,1288546443,0,113655712,service,permissive,False,True,52.436,,"LINESTRING (121.4034418 31.228426, 121.4036741 31.2284886, 121.4037671 31.2282376)",,,,
3817595113,1288546443,1,378346028,footway,,False,False,39.806,,"LINESTRING (121.4034418 31.228426, 121.4035204 31.2283834, 121.4035598 31.2283368, 121.4036127 31.2282825, 121.403652 31.2282489, 121.4037038 31.2282302, 121.4037671 31.2282376)",,,,
3817595113,3817595117,0,378346028,footway,,False,True,16.956,,"LINESTRING (121.4034418 31.228426, 121.4033983 31.2284746, 121.4033703 31.2284896, 121.403307 31.2285219)",,,,
3817595117,3817595113,0,378346028,footway,,False,False,16.956,,"LINESTRING (121.403307 31.2285219, 121.4033703 31.2284896, 121.4033983 31.2284746, 121.4034418 31.228426)",,,,
3817595117,3817595122,0,378346028,footway,,False,True,24.018,,"LINESTRING (121.403307 31.2285219, 121.4032559 31.2285212, 121.4031815 31.2285442, 121.403126 31.2285739, 121.4030893 31.2286111)",,,,
3817595117,3817595128,0,"[378346029, 378346030]",footway,,False,False,29.378,,"LINESTRING (121.403307 31.2285219, 121.4032737 31.2285661, 121.4032716 31.2285972, 121.4032769 31.2286283, 121.4032765 31.2286503, 121.4032363 31.2287726)",,,,
3817595122,3817595117,0,378346028,footway,,False,False,24.018,,"LINESTRING (121.4030893 31.2286111, 121.403126 31.2285739, 121.4031815 31.2285442, 121.4032559 31.2285212, 121.403307 31.2285219)",,,,
3817595128,1130831352,0,"[377168918, 377168919]",service,permissive,False,False,28.183,building_passage,"LINESTRING (121.4032363 31.2287726, 121.4032037 31.2287648, 121.4029514 31.2287027)",,,,
3817595128,1288546433,0,"[116940030, 377168919]",service,permissive,False,True,94.209,building_passage,"LINESTRING (121.4032363 31.2287726, 121.4032763 31.2287821, 121.4041889 31.2290056)",,,,
3817595128,3817595117,0,"[378346029, 378346030]",footway,,False,True,29.378,,"LINESTRING (121.4032363 31.2287726, 121.4032765 31.2286503, 121.4032769 31.2286283, 121.4032716 31.2285972, 121.4032737 31.2285661, 121.403307 31.2285219)",,,,
