u,v,key,osmid,highway,oneway,reversed,length,geometry,name,bridge,tunnel,access
1327558395,3575370512,0,"[836331585, 836331586, 351708022]",service,False,False,165.22900000000004,"LINESTRING (120.0283528 30.2259608, 120.0285271 30.2260906, 120.0286425 30.2261972, 120.0287766 30.226283, 120.0289295 30.2263502, 120.0291011 30.2263803, 120.0292728 30.2263757, 120.0294713 30.2263224, 120.0296698 30.2262528, 120.0298742 30.2262)",,yes,,
1329050108,1329050390,0,118109386,service,False,False,194.205,"LINESTRING (120.0335291 30.2283136, 120.0335181 30.2265671)",,,,
1329050108,5257637359,0,351708022,service,False,False,73.662,"LINESTRING (120.0335291 30.2283136, 120.0342958 30.2283107)",,,,
1329050108,3575424353,0,351708022,service,False,True,87.18800000000002,"LINESTRING (120.0335291 30.2283136, 120.0329771 30.2283096, 120.0327213 30.2282982, 120.0326224 30.2282902)",,,,
1329050319,5257229930,0,118109379,service,False,True,90.324,"LINESTRING (120.0300867 30.2261957, 120.0300904 30.2253834)",,,,
1329050319,1327558234,0,351708022,service,False,False,41.263,"LINESTRING (120.0300867 30.2261957, 120.0302304 30.2262181, 120.0303859 30.2262806, 120.0304685 30.2263459)",,,,
1329050319,3575370512,0,351708022,service,False,True,20.433999999999997,"LINESTRING (120.0300867 30.2261957, 120.0299729 30.2261949, 120.0298742 30.2262)",,,,
1329050360,3575370512,0,118109382,service,False,True,106.86,"LINESTRING (120.0298767 30.225239, 120.0298767 30.2260057, 120.0298742 30.2262)",,,,
1329050360,5257229931,0,"[837092834, 837092835, 543842181]",footway,False,True,56.631,"LINESTRING (120.0298767 30.225239, 120.029638 30.2252405, 120.0294261 30.2252434, 120.0292874 30.2252474)",,yes,,
1329050390,1329050108,0,118109386,service,False,True,194.205,"LINESTRING (120.0335181 30.2265671, 120.0335291 30.2283136)",,,,
1329050390,3575370529,0,351708023,service,False,False,113.852,"LINESTRING (120.0335181 30.2265671, 120.0327084 30.2265652, 120.0323331 30.2265658)",,,,
1329050390,3575378593,0,351708624,service,False,True,229.71300000000002,"LINESTRING (120.0335181 30.2265671, 120.033493 30.2264363, 120.0334461 30.2263382, 120.0333499 30.2262465, 120.0323083 30.2257198, 120.0318023 30.2254959, 120.0316098 30.2255279)",,,,
3114776911,3575370529,0,351708023,service,False,True,69.031,"LINESTRING (120.0316146 30.2265652, 120.0323331 30.2265658)",,,,
3114776911,3575378610,0,351708623,service,False,False,31.514,"LINESTRING (120.0316146 30.2265652, 120.0316115 30.2262818)",,,,
3114776911,3575370506,0,351708023,service,False,False,95.638,"LINESTRING (120.0316146 30.2265652, 120.0312321 30.226569, 120.0306193 30.2265787)",,,,
3575318834,3575935703,0,116484151,service,False,True,20.299,"LINESTRING (120.0373357 30.2337098, 120.0374887 30.2338357)",乌溪江路,,,
3575318834,3575935699,0,116484151,service,False,False,96.55399999999999,"LINESTRING (120.0373357 30.2337098, 120.037088 30.23344, 120.0369319 30.2332087, 120.0367871 30.2329851)",乌溪江路,,,
3575318834,3575923583,0,351781685,service,False,True,70.92599999999999,"LINESTRING (120.0373357 30.2337098, 120.0376317 30.233492, 120.0379017 30.2333003)",,,,
3575318839,3575318840,0,116484151,service,False,False,28.869,"LINESTRING (120.0364431 30.2324677, 120.0362311 30.2322837)",乌溪江路,,,
3575318839,3575935698,0,351781695,service,False,False,66.876,"LINESTRING (120.0364431 30.2324677, 120.0371392 30.2324704)",,,,
3575318839,3575935699,0,116484151,service,False,True,66.385,"LINESTRING (120.0364431 30.2324677, 120.0365754 30.232648, 120.0367616 30.2329457, 120.0367871 30.2329851)",乌溪江路,,,
3575318840,3575318841,0,116484151,service,False,False,6.556,"LINESTRING (120.0362311 30.2322837, 120.0361732 30.2322525)",乌溪江路,,,
3575318840,3575318839,0,116484151,service,False,True,28.869,"LINESTRING (120.0362311 30.2322837, 120.0364431 30.2324677)",乌溪江路,,,
3575318840,3575883294,0,351776327,service,False,True,91.005,"LINESTRING (120.0362311 30.2322837, 120.0368076 30.2316343)",,,,
3575318841,3575318842,0,116484151,service,False,False,37.538,"LINESTRING (120.0361732 30.2322525, 120.0358162 30.2321153)",乌溪江路,,,
3575318841,3575318840,0,116484151,service,False,True,6.556,"LINESTRING (120.0361732 30.2322525, 120.0362311 30.2322837)",乌溪江路,,,
3575318841,3575882891,0,351776327,service,False,False,91.598,"LINESTRING (120.0361732 30.2322525, 120.0367343 30.2315865)",,,,
3575318842,3575318841,0,116484151,service,False,True,37.538,"LINESTRING (120.0358162 30.2321153, 120.0361732 30.2322525)",乌溪江路,,,
3575318842,3575318847,0,116484151,service,False,False,212.28300000000002,"LINESTRING (120.0358162 30.2321153, 120.0354754 30.2319819, 120.0350995 30.2318495, 120.0348409 30.2317368, 120.0346035 30.2316059, 120.0343999 30.231409, 120.0340117 30.2310691)",乌溪江路,,,
3575318842,3575883534,0,351776356,service,False,True,105.788,"LINESTRING (120.0358162 30.2321153, 120.0358793 30.2319442, 120.0353119 30.2317867, 120.0352874 30.2317508, 120.0352791 30.2315357)",,,,
3575318847,3575883367,0,351704232,service,False,False,18.484,"LINESTRING (120.0340117 30.2310691, 120.0341205 30.230932)",支干路,,,
3575318847,3575318842,0,116484151,service,False,True,212.283,"LINESTRING (120.0340117 30.2310691, 120.0343999 30.231409, 120.0346035 30.2316059, 120.0348409 30.2317368, 120.0350995 30.2318495, 120.0354754 30.2319819, 120.0358162 30.2321153)",乌溪江路,,,
3575318847,3575424350,0,351711802,service,False,True,193.80100000000002,"LINESTRING (120.0340117 30.2310691, 120.033145 30.2303049, 120.0327721 30.2299747, 120.0325761 30.2298478)",乌溪江路,,,
3575347133,3575424350,0,543885038,footway,False,False,33.615,"LINESTRING (120.0329165 30.2297779, 120.0325761 30.2298478)",,,,
3575370506,5262100967,0,351708022,service,False,False,77.826,"LINESTRING (120.0306193 30.2265787, 120.0307239 30.226772, 120.0308563 30.2270561, 120.0309434 30.2272199)",,,,
3575370506,1327558234,0,351708022,service,False,True,29.737000000000002,"LINESTRING (120.0306193 30.2265787, 120.0305817 30.2265031, 120.0304685 30.2263459)",,,,
3575370506,3114776911,0,351708023,service,False,True,95.638,"LINESTRING (120.0306193 30.2265787, 120.0312321 30.226569, 120.0316146 30.2265652)",,,,
3575370512,1329050360,0,118109382,service,False,False,106.86,"LINESTRING (120.0298742 30.2262, 120.0298767 30.2260057, 120.0298767 30.225239)",,,,
3575370512,1329050319,0,351708022,service,False,False,20.433999999999997,"LINESTRING (120.0298742 30.2262, 120.0299729 30.2261949, 120.0300867 30.2261957)",,,,
3575370512,1327558395,0,"[836331585, 836331586, 351708022]",service,False,True,165.229,"LINESTRING (120.0298742 30.2262, 120.0296698 30.2262528, 120.0294713 30.2263224, 120.0292728 30.2263757, 120.0291011 30.2263803, 120.0289295 30.2263502, 120.0287766 30.226283, 120.0286425 30.2261972, 120.0285271 30.2260906, 120.0283528 30.2259608)",,yes,,
3575370521,3575424357,0,117941492,service,False,False,38.486,"LINESTRING (120.0267086 30.2253328, 120.0269098 30.2254417, 120.027055 30.225506)",,,,
3575370528,3575370529,0,351708024,service,False,False,187.168,"LINESTRING (120.0323585 30.2282489, 120.0323331 30.2265658)",,,,
3575370528,3575424353,0,351708022,service,False,False,25.912,"LINESTRING (120.0323585 30.2282489, 120.032424 30.2282701, 120.0326224 30.2282902)",,,,
3575370528,5262100967,0,351708022,service,False,True,183.515,"LINESTRING (120.0323585 30.2282489, 120.0321646 30.228191, 120.0319416 30.2281069, 120.0317619 30.2280211, 120.03155 30.2278936, 120.0313274 30.2277245, 120.0311413 30.2275228, 120.030994 30.2273149, 120.0309434 30.2272199)",,,,
3575370529,3114776911,0,351708023,service,False,False,69.031,"LINESTRING (120.0323331 30.2265658, 120.0316146 30.2265652)",,,,
3575370529,3575370528,0,351708024,service,False,True,187.168,"LINESTRING (120.0323331 30.2265658, 120.0323585 30.2282489)",,,,
3575370529,1329050390,0,351708023,service,False,True,113.852,"LINESTRING (120.0323331 30.2265658, 120.0327084 30.2265652, 120.0335181 30.2265671)",,,,
3575378593,3575424319,0,351708623,service,False,True,46.146,"LINESTRING (120.0316098 30.2255279, 120.0316107 30.2259429)",,,,
3575378593,3575424322,0,351708625,service,False,False,6.261,"LINESTRING (120.0316098 30.2255279, 120.031609 30.2254716)",,,,
3575378593,1329050390,0,351708624,service,False,False,229.713,"LINESTRING (120.0316098 30.2255279, 120.0318023 30.2254959, 120.0323083 30.2257198, 120.0333499 30.2262465, 120.0334461 30.2263382, 120.033493 30.2264363, 120.0335181 30.2265671)",,,,
3575378610,3575424319,0,351708623,service,False,False,37.684,"LINESTRING (120.0316115 30.2262818, 120.0316107 30.2259429)",,,,
3575378610,3114776911,0,351708623,service,False,True,31.514,"LINESTRING (120.0316115 30.2262818, 120.0316146 30.2265652)",,,,
3575378610,5257229926,0,351708625,service,False,True,93.816,"LINESTRING (120.0316115 30.2262818, 120.0308525 30.226276, 120.0307657 30.2262702, 120.0306856 30.2262159, 120.0306684 30.2261962)",,,,
3575424313,3575424320,0,351708625,service,False,True,45.303,"LINESTRING (120.0306089 30.2258924, 120.0306135 30.225485)",,,,
3575424313,5257229926,0,351708625,service,False,False,35.474000000000004,"LINESTRING (120.0306089 30.2258924, 120.0306064 30.2260791, 120.0306198 30.2261409, 120.0306684 30.2261962)",,,,
3575424313,3575424319,0,351711795,track,False,False,96.835,"LINESTRING (120.0306089 30.2258924, 120.0309247 30.2258897, 120.0310664 30.2258923, 120.0311465 30.2259056, 120.0312543 30.2259323, 120.0313837 30.2259376, 120.0316107 30.2259429)",,,,
3575424319,3575378593,0,351708623,service,False,False,46.146,"LINESTRING (120.0316107 30.2259429, 120.0316098 30.2255279)",,,,
3575424319,3575378610,0,351708623,service,False,True,37.684,"LINESTRING (120.0316107 30.2259429, 120.0316115 30.2262818)",,,,
3575424319,3575424313,0,351711795,track,False,True,96.83500000000001,"LINESTRING (120.0316107 30.2259429, 120.0313837 30.2259376, 120.0312543 30.2259323, 120.0311465 30.2259056, 120.0310664 30.2258923, 120.0309247 30.2258897, 120.0306089 30.2258924)",,,,
3575424320,3575424313,0,351708625,service,False,False,45.303,"LINESTRING (120.0306135 30.225485, 120.0306089 30.2258924)",,,,
3575424320,5257229927,0,351708625,service,False,True,4.104,"LINESTRING (120.0306135 30.225485, 120.0306141 30.2254481)",,,,
3575424320,3575424323,0,351711797,track,False,False,74.309,"LINESTRING (120.0306135 30.225485, 120.0309555 30.225485, 120.0313868 30.2254762)",,,,
3575424322,3575378593,0,351708625,service,False,True,6.261,"LINESTRING (120.031609 30.2254716, 120.0316098 30.2255279)",,,,
3575424322,3575424323,0,351711797,track,False,True,21.355,"LINESTRING (120.031609 30.2254716, 120.0313868 30.2254762)",,,,
3575424322,3575424324,0,351708625,service,False,False,37.157,"LINESTRING (120.031609 30.2254716, 120.0316077 30.2253787, 120.0314847 30.2252931, 120.0313807 30.2252392)",,,,
3575424323,3575424322,0,351711797,track,False,False,21.355,"LINESTRING (120.0313868 30.2254762, 120.031609 30.2254716)",,,,
3575424323,3575424324,0,351711799,track,False,False,26.36,"LINESTRING (120.0313868 30.2254762, 120.0313807 30.2252392)",,,,
3575424323,3575424320,0,351711797,track,False,True,74.309,"LINESTRING (120.0313868 30.2254762, 120.0309555 30.225485, 120.0306135 30.225485)",,,,
3575424324,3575424323,0,351711799,track,False,True,26.36,"LINESTRING (120.0313807 30.2252392, 120.0313868 30.2254762)",,,,
3575424324,5257229927,0,351708625,service,False,False,107.51400000000001,"LINESTRING (120.0313807 30.2252392, 120.0313607 30.2252288, 120.03115 30.2251431, 120.0308315 30.2251192, 120.0307152 30.2251184, 120.0306408 30.2251571, 120.0306179 30.225228, 120.0306141 30.2254481)",,,,
3575424324,3575424322,0,351708625,service,False,True,37.157,"LINESTRING (120.0313807 30.2252392, 120.0314847 30.2252931, 120.0316077 30.2253787, 120.031609 30.2254716)",,,,
3575424350,3575424353,0,351711804,service,False,False,173.255,"LINESTRING (120.0325761 30.2298478, 120.0326224 30.2282902)",,,,
3575424350,3575347133,0,543885038,footway,False,True,33.615,"LINESTRING (120.0325761 30.2298478, 120.0329165 30.2297779)",,,,
3575424350,3575318847,0,351711802,service,False,False,193.801,"LINESTRING (120.0325761 30.2298478, 120.0327721 30.2299747, 120.033145 30.2303049, 120.0340117 30.2310691)",乌溪江路,,,
3575424350,11221793562,0,351711802,service,False,True,255.983,"LINESTRING (120.0325761 30.2298478, 120.0318309 30.2294079, 120.0307923 30.2287902, 120.0303798 30.2285445)",乌溪江路,,,
3575424353,3575424350,0,351711804,service,False,True,173.255,"LINESTRING (120.0326224 30.2282902, 120.0325761 30.2298478)",,,,
3575424353,1329050108,0,351708022,service,False,False,87.188,"LINESTRING (120.0326224 30.2282902, 120.0327213 30.2282982, 120.0329771 30.2283096, 120.0335291 30.2283136)",,,,
3575424353,3575370528,0,351708022,service,False,True,25.912,"LINESTRING (120.0326224 30.2282902, 120.032424 30.2282701, 120.0323585 30.2282489)",,,,
3575424354,5363381005,0,351711805,service,False,False,5.993,"LINESTRING (120.0283576 30.2245018, 120.0283575 30.2244479)",,,,
3575424354,3575424359,0,351711805,service,False,True,31.958,"LINESTRING (120.0283576 30.2245018, 120.0283567 30.2247892)",,,,
3575424354,5257229931,0,351711809,service,False,False,167.541,"LINESTRING (120.0283576 30.2245018, 120.0292192 30.224512, 120.0292896 30.2245677, 120.0292874 30.2252474)",,,,
3575424356,5363381015,0,351711805,service,False,False,38.344,"LINESTRING (120.0270763 30.2241832, 120.0270708 30.224528)",,,,
3575424356,3575424382,0,351711814,service,False,False,25.831,"LINESTRING (120.0270763 30.2241832, 120.0270781 30.2239509)",,,,
3575424356,5363381012,0,351711805,service,False,True,45.271,"LINESTRING (120.0270763 30.2241832, 120.0273094 30.2241962, 120.027547 30.2241962)",,,,
3575424356,3575424370,0,351711811,service,False,False,109.818,"LINESTRING (120.0270763 30.2241832, 120.0262547 30.2241848, 120.0262561 30.2244625)",,,,
3575424357,3575424360,0,351711805,service,False,True,29.926,"LINESTRING (120.027055 30.225506, 120.0270594 30.2252369)",,,,
3575424357,1327558395,0,117941492,service,False,False,136.705,"LINESTRING (120.027055 30.225506, 120.0271244 30.2255367, 120.0271592 30.2255487, 120.0274516 30.2257244, 120.0275428 30.2257592, 120.0278298 30.2257963, 120.0280444 30.225831, 120.0283528 30.2259608)",,,,
3575424357,3575370521,0,117941492,service,False,True,38.486,"LINESTRING (120.027055 30.225506, 120.0269098 30.2254417, 120.0267086 30.2253328)",,,,
3575424358,3575424371,0,351711805,service,False,False,2.435,"LINESTRING (120.0270665 30.2247947, 120.0270661 30.2248166)",,,,
3575424358,5363381015,0,351711805,service,False,True,29.659,"LINESTRING (120.0270665 30.2247947, 120.0270708 30.224528)",,,,
3575424358,5363381018,0,351711806,service,False,False,51.797,"LINESTRING (120.0270665 30.2247947, 120.0276056 30.2247924)",,,,
3575424359,3575424354,0,351711805,service,False,False,31.958,"LINESTRING (120.0283567 30.2247892, 120.0283576 30.2245018)",,,,
3575424359,3575424363,0,351711805,service,False,True,59.923,"LINESTRING (120.0283567 30.2247892, 120.0283549 30.2253281)",,,,
3575424359,5363381018,0,351711806,service,False,True,72.166,"LINESTRING (120.0283567 30.2247892, 120.0276056 30.2247924)",,,,
3575424360,3575424357,0,351711805,service,False,False,29.926,"LINESTRING (120.0270594 30.2252369, 120.027055 30.225506)",,,,
3575424360,3575424371,0,351711805,service,False,True,46.74,"LINESTRING (120.0270594 30.2252369, 120.0270661 30.2248166)",,,,
3575424360,3575424363,0,351711807,service,False,False,125.64599999999999,"LINESTRING (120.0270594 30.2252369, 120.0275557 30.2252551, 120.0278771 30.2252967, 120.0280976 30.2253463, 120.0283549 30.2253281)",,,,
3575424363,3575424359,0,351711805,service,False,False,59.923,"LINESTRING (120.0283549 30.2253281, 120.0283567 30.2247892)",,,,
3575424363,3575424368,0,351711805,service,False,True,52.596,"LINESTRING (120.0283549 30.2253281, 120.0283531 30.2258011)",,,,
3575424363,3575424360,0,351711807,service,False,True,125.64599999999999,"LINESTRING (120.0283549 30.2253281, 120.0280976 30.2253463, 120.0278771 30.2252967, 120.0275557 30.2252551, 120.0270594 30.2252369)",,,,
3575424368,3575424363,0,351711805,service,False,False,52.596,"LINESTRING (120.0283531 30.2258011, 120.0283549 30.2253281)",,,,
3575424368,1327558395,0,351711805,service,False,True,17.758,"LINESTRING (120.0283531 30.2258011, 120.0283528 30.2259608)",,,,
3575424368,5257229931,0,351711809,service,False,True,148.819,"LINESTRING (120.0283531 30.2258011, 120.0292398 30.2258062, 120.0292881 30.2257479, 120.0292874 30.2252474)",,,,
3575424370,3575424356,0,351711811,service,False,True,109.818,"LINESTRING (120.0262561 30.2244625, 120.0262547 30.2241848, 120.0270763 30.2241832)",,,,
3575424371,3575424360,0,351711805,service,False,False,46.74,"LINESTRING (120.0270661 30.2248166, 120.0270594 30.2252369)",,,,
3575424371,3575424358,0,351711805,service,False,True,2.435,"LINESTRING (120.0270661 30.2248166, 120.0270665 30.2247947)",,,,
3575424371,3575424372,0,351711813,service,False,False,59.819,"LINESTRING (120.0270661 30.2248166, 120.0264435 30.2248184)",,,,
3575424372,3575424371,0,351711813,service,False,True,59.819,"LINESTRING (120.0264435 30.2248184, 120.0270661 30.2248166)",,,,
3575424381,3575424382,0,351711814,service,False,True,23.0,"LINESTRING (120.027279 30.2239178, 120.0270785 30.2239173, 120.0270781 30.2239509)",,,,
3575424382,3575424356,0,351711814,service,False,True,25.831,"LINESTRING (120.0270781 30.2239509, 120.0270763 30.2241832)",,,,
3575424382,3575424383,0,351711815,service,False,False,25.089,"LINESTRING (120.0270781 30.2239509, 120.026817 30.2239474)",,,,
3575424382,3575424381,0,351711814,service,False,False,23.0,"LINESTRING (120.0270781 30.2239509, 120.0270785 30.2239173, 120.027279 30.2239178)",,,,
3575424383,3575424382,0,351711815,service,False,True,25.089,"LINESTRING (120.026817 30.2239474, 120.0270781 30.2239509)",,,,
3575882891,3575883499,0,351776327,service,False,False,136.959,"LINESTRING (120.0367343 30.2315865, 120.0375291 30.230564)",,,,
3575882891,3575318841,0,351776327,service,False,True,91.598,"LINESTRING (120.0367343 30.2315865, 120.0361732 30.2322525)",,,,
3575882891,3575883294,0,351781685,service,False,False,8.823,"LINESTRING (120.0367343 30.2315865, 120.0368076 30.2316343)",,,,
3575882891,3575883303,0,351776328,service,False,False,80.691,"LINESTRING (120.0367343 30.2315865, 120.0366043 30.2314434, 120.0365311 30.2313732, 120.0364698 30.2313162, 120.0363984 30.2312061, 120.0363484 30.2311436, 120.0363097 30.2310977, 120.0362692 30.231054, 120.0362186 30.2310182)",,,,
3575883294,3575318840,0,351776327,service,False,False,91.005,"LINESTRING (120.0368076 30.2316343, 120.0362311 30.2322837)",,,,
3575883294,3575883508,0,351776327,service,False,True,102.866,"LINESTRING (120.0368076 30.2316343, 120.0374291 30.230881)",,,,
3575883294,3575935697,0,351781685,service,False,False,36.043,"LINESTRING (120.0368076 30.2316343, 120.0371253 30.2318067)",,,,
3575883294,3575882891,0,351781685,service,False,True,8.823,"LINESTRING (120.0368076 30.2316343, 120.0367343 30.2315865)",,,,
3575883303,3575883308,0,351776328,service,False,False,49.824999999999996,"LINESTRING (120.0362186 30.2310182, 120.036087 30.2310015, 120.036001 30.2309971, 120.0359023 30.2309993, 120.0358087 30.2310081, 120.0357024 30.2310146)",,,,
3575883303,3575882891,0,351776328,service,False,True,80.691,"LINESTRING (120.0362186 30.2310182, 120.0362692 30.231054, 120.0363097 30.2310977, 120.0363484 30.2311436, 120.0363984 30.2312061, 120.0364698 30.2313162, 120.0365311 30.2313732, 120.0366043 30.2314434, 120.0367343 30.2315865)",,,,
3575883303,3575883524,0,351776329,service,False,False,14.278,"LINESTRING (120.0362186 30.2310182, 120.0362319 30.2309485, 120.0362351 30.2308908)",,,,
3575883303,5262100962,0,351776334,footway,False,True,56.293,"LINESTRING (120.0362186 30.2310182, 120.0361642 30.2309521, 120.0360751 30.2308505, 120.0359959 30.230796, 120.0359124 30.2307566, 120.0358593 30.230702, 120.0358401 30.2306478)",,,,
3575883308,3575883376,0,351776328,service,False,False,22.261,"LINESTRING (120.0357024 30.2310146, 120.0357024 30.2308144)",,,,
3575883308,3575883303,0,351776328,service,False,True,49.825,"LINESTRING (120.0357024 30.2310146, 120.0358087 30.2310081, 120.0359023 30.2309993, 120.036001 30.2309971, 120.036087 30.2310015, 120.0362186 30.2310182)",,,,
3575883308,3575883542,0,351776336,service,False,False,19.602,"LINESTRING (120.0357024 30.2310146, 120.0356999 30.2311458, 120.0356594 30.2311742)",,,,
3575883310,3575883384,0,351704232,service,False,False,69.662,"LINESTRING (120.0348046 30.2300687, 120.0352168 30.2295533)",支干路,,,
3575883310,5306827222,0,351704232,service,False,True,13.246,"LINESTRING (120.0348046 30.2300687, 120.0347281 30.2301678)",支干路,,,
3575883310,3575883340,0,351776328,service,False,True,86.719,"LINESTRING (120.0348046 30.2300687, 120.0351505 30.2301133, 120.0357034 30.2301142)",,,,
3575883334,3575883340,0,351776333,service,False,True,38.451,"LINESTRING (120.0357024 30.2297684, 120.0357034 30.2301142)",,,,
3575883334,3575883370,0,351776333,service,False,False,96.70299999999999,"LINESTRING (120.0357024 30.2297684, 120.0360491 30.2297575, 120.0360491 30.2294929, 120.0360633 30.2294375, 120.0361176 30.2294089, 120.0362155 30.2294012, 120.0362363 30.229294)",,,,
3575883334,3575883384,0,351776344,footway,False,False,55.806,"LINESTRING (120.0357024 30.2297684, 120.035482 30.2297625, 120.0354423 30.2297177, 120.0352168 30.2295533)",,,,
3575883340,3575883355,0,351776328,service,False,True,10.653,"LINESTRING (120.0357034 30.2301142, 120.0357024 30.23021)",,,,
3575883340,5306827232,0,351776329,service,False,True,51.188,"LINESTRING (120.0357034 30.2301142, 120.0362362 30.2301155)",,,,
3575883340,3575883334,0,351776333,service,False,False,38.451,"LINESTRING (120.0357034 30.2301142, 120.0357024 30.2297684)",,,,
3575883340,3575883310,0,351776328,service,False,False,86.719,"LINESTRING (120.0357034 30.2301142, 120.0351505 30.2301133, 120.0348046 30.2300687)",,,,
3575883340,5262100965,0,351776334,footway,False,False,33.778,"LINESTRING (120.0357034 30.2301142, 120.0357874 30.2301794, 120.0358496 30.2302306, 120.0358922 30.230273, 120.035916 30.230346)",,,,
3575883355,3575883340,0,351776328,service,False,False,10.653,"LINESTRING (120.0357024 30.23021, 120.0357034 30.2301142)",,,,
3575883355,5262100964,0,351776328,service,False,True,15.434,"LINESTRING (120.0357024 30.23021, 120.0357024 30.2303488)",,,,
3575883355,3575883356,0,351776335,service,False,False,63.697,"LINESTRING (120.0357024 30.23021, 120.0350394 30.23021)",,,,
3575883356,3575883355,0,351776335,service,False,True,63.697,"LINESTRING (120.0350394 30.23021, 120.0357024 30.23021)",,,,
3575883359,3575883377,0,351776336,service,False,False,39.953,"LINESTRING (120.0352823 30.2311764, 120.0352794 30.2308171)",,,,
3575883359,3575883542,0,351776336,service,False,True,36.23,"LINESTRING (120.0352823 30.2311764, 120.0356594 30.2311742)",,,,
3575883359,3575883362,0,351776337,service,False,False,24.556,"LINESTRING (120.0352823 30.2311764, 120.0350267 30.2311764)",,,,
3575883359,3575883538,0,351776356,service,False,False,21.962,"LINESTRING (120.0352823 30.2311764, 120.0352805 30.2313739)",,,,
3575883360,3575883361,0,351776336,service,False,False,40.841,"LINESTRING (120.0352773 30.2305642, 120.0357024 30.2305621)",,,,
3575883360,3575883377,0,351776336,service,False,True,28.122,"LINESTRING (120.0352773 30.2305642, 120.0352794 30.2308171)",,,,
3575883360,3575883381,0,"[351776342, 351776343]","['footway', 'service']",False,"[False, True]",78.923,"LINESTRING (120.0352773 30.2305642, 120.0352745 30.2305112, 120.0347832 30.230506, 120.0345462 30.2303965)",,,,
3575883361,5262100964,0,351776328,service,False,False,23.718,"LINESTRING (120.0357024 30.2305621, 120.0357024 30.2303488)",,,,
3575883361,5262100961,0,351776328,service,False,True,9.696,"LINESTRING (120.0357024 30.2305621, 120.0357024 30.2306493)",,,,
3575883361,3575883360,0,351776336,service,False,True,40.841,"LINESTRING (120.0357024 30.2305621, 120.0352773 30.2305642)",,,,
3575883362,3575883359,0,351776337,service,False,True,24.556,"LINESTRING (120.0350267 30.2311764, 120.0352823 30.2311764)",,,,
3575883362,3575883364,0,351776337,service,False,False,32.099000000000004,"LINESTRING (120.0350267 30.2311764, 120.0350267 30.2311305, 120.0347459 30.2311218)",,,,
3575883362,3575883364,1,351776337,service,False,True,40.614999999999995,"LINESTRING (120.0350267 30.2311764, 120.0350267 30.2312158, 120.0347459 30.2312048, 120.0347459 30.2311218)",,,,
3575883364,3575883369,0,351776338,footway,False,True,4.885,"LINESTRING (120.0347459 30.2311218, 120.0346953 30.2311261)",,,,
3575883364,3575883362,0,351776337,service,False,False,40.614999999999995,"LINESTRING (120.0347459 30.2311218, 120.0347459 30.2312048, 120.0350267 30.2312158, 120.0350267 30.2311764)",,,,
3575883364,3575883362,1,351776337,service,False,True,32.099000000000004,"LINESTRING (120.0347459 30.2311218, 120.0350267 30.2311305, 120.0350267 30.2311764)",,,,
