u,v,key,osmid,name,highway,maxspeed,width,oneway,reversed,length,lanes,geometry,ref,service,access,bridge,tunnel
7590916076,7631024528,0,668954222,,cycleway,,"9'0""",False,False,8.323,2,"LINESTRING (-71.0875899 42.3600322, -71.0876301 42.3601009)",,,,,
7590916076,7631024522,0,668954222,,cycleway,,"9'0""",False,True,7.562,2,"LINESTRING (-71.0875899 42.3600322, -71.0875533 42.3599698)",,,,,
7625870396,11669403064,0,816502281,,footway,,,False,False,10.097,,"LINESTRING (-71.0874879 42.3599936, -71.0873761 42.3600313)",,,,,
7625870396,11238704305,0,817075916,,footway,,,False,True,2.44,,"LINESTRING (-71.0874879 42.3599936, -71.0875136 42.3599826)",,,,,
7625870396,7631024525,0,817075918,,footway,,,False,False,7.282,,"LINESTRING (-71.0874879 42.3599936, -71.0875293 42.3600515)",,,,,
7625870399,5458914500,0,566984209,,service,,,False,True,6.741,,"LINESTRING (-71.0848261 42.3608919, -71.0848588 42.3609475)",,driveway,,,
7625870399,7631024558,0,816502281,,footway,,,False,False,5.709,,"LINESTRING (-71.0848261 42.3608919, -71.0847627 42.3609129)",,,,,
7625870399,7631024538,0,816502281,,footway,,,False,True,33.618,,"LINESTRING (-71.0848261 42.3608919, -71.0851981 42.360766)",,,,,
7625870399,5458914498,0,566984209,,service,,,False,False,52.761,,"LINESTRING (-71.0848261 42.3608919, -71.0846279 42.3605638, -71.0847701 42.3605166)",,driveway,,,
7625870400,313974302,0,28585443,Fowler Lane,service,,,False,True,6.903,2,"LINESTRING (-71.0852791 42.3607386, -71.0853101 42.3607963)",,driveway,,,
7625870400,7631024538,0,816502281,,footway,,,False,False,7.32,,"LINESTRING (-71.0852791 42.3607386, -71.0851981 42.360766)",,,,,
7625870400,7631024535,0,816502281,,footway,,,False,True,81.401,,"LINESTRING (-71.0852791 42.3607386, -71.0861801 42.3604342)",,,,,
7625870400,1982207058,0,28585443,Fowler Lane,service,,,False,False,43.312,2,"LINESTRING (-71.0852791 42.3607386, -71.0850814 42.3604114, -71.0850435 42.3604251)",,driveway,,,
7625870401,11669403067,0,816502281,,footway,,,False,True,35.796,,"LINESTRING (-71.0865891 42.3602961, -71.0869856 42.3601627)",,,,,
7625870401,7631024551,0,719630531,,service,,,False,False,50.456999999999994,,"LINESTRING (-71.0865891 42.3602961, -71.0865452 42.3602749, -71.0864022 42.360291, -71.0859961 42.360361)",,parking_aisle,,,
7625870401,6755418782,0,719630531,,service,,,False,True,7.544,,"LINESTRING (-71.0865891 42.3602961, -71.0866058 42.3603041, -71.0866434 42.3603494)",,parking_aisle,,,
7625870401,7631024535,0,816502281,,footway,,,False,False,36.948,,"LINESTRING (-71.0865891 42.3602961, -71.08644 42.3603465, -71.0861801 42.3604342)",,,,,
7631024521,7631024523,0,817075917,,footway,,,False,True,8.036,,"LINESTRING (-71.0876955 42.3599241, -71.0876058 42.3599529)",,,,,
7631024521,7885595505,0,845223986,,footway,,,False,True,4.916,,"LINESTRING (-71.0876955 42.3599241, -71.0876689 42.3598845)",,,,,
7631024521,3862046853,0,845359414,,footway,,,False,False,6.942,,"LINESTRING (-71.0876955 42.3599241, -71.087732 42.3599804)",,,,,
7631024522,7590916076,0,668954222,,cycleway,,"9'0""",False,False,7.562,2,"LINESTRING (-71.0875533 42.3599698, -71.0875899 42.3600322)",,,,,
7631024522,7631024523,0,817075917,,footway,,,False,False,4.705,,"LINESTRING (-71.0875533 42.3599698, -71.0876058 42.3599529)",,,,,
7631024522,11238704305,0,817075917,,footway,,,False,True,3.559,,"LINESTRING (-71.0875533 42.3599698, -71.0875136 42.3599826)",,,,,
7631024523,61328027,0,8616022,Ames Street,tertiary,20 mph,6.7,False,True,7.374,2,"LINESTRING (-71.0876058 42.3599529, -71.0876473 42.3600117)",,,,,
7631024523,7631024521,0,817075917,,footway,,,False,False,8.036,,"LINESTRING (-71.0876058 42.3599529, -71.0876955 42.3599241)",,,,,
7631024523,7631024522,0,817075917,,footway,,,False,True,4.705,,"LINESTRING (-71.0876058 42.3599529, -71.0875533 42.3599698)",,,,,
7631024523,2292068139,0,8616022,Ames Street,tertiary,20 mph,6.7,False,False,4.872,2,"LINESTRING (-71.0876058 42.3599529, -71.0875907 42.3599237, -71.0875849 42.3599119)",,,,,
7631024524,7631024525,0,817075918,,footway,,,False,True,8.408,,"LINESTRING (-71.0875827 42.360116, -71.0875293 42.3600515)",,,,,
7631024524,7631024528,0,817075919,,footway,,,False,True,4.241,,"LINESTRING (-71.0875827 42.360116, -71.0876301 42.3601009)",,,,,
7631024524,4328995184,0,817075922,,footway,,,False,True,102.50999999999999,,"LINESTRING (-71.0875827 42.360116, -71.0875926 42.3601313, -71.0881172 42.360949)",,,,,
7631024524,5562633687,0,817075923,,footway,,,False,False,74.458,,"LINESTRING (-71.0875827 42.360116, -71.087516 42.3601376, -71.0867513 42.3603824)",,,,,
7631024525,7590916076,0,8615381,Amherst Street,unclassified,25 mph,18.3,False,True,5.422,2,"LINESTRING (-71.0875293 42.3600515, -71.0875899 42.3600322)",,,,,
7631024525,7631024524,0,817075918,,footway,,,False,False,8.408,,"LINESTRING (-71.0875293 42.3600515, -71.0875827 42.360116)",,,,,
7631024525,7625870396,0,817075918,,footway,,,False,True,7.282,,"LINESTRING (-71.0875293 42.3600515, -71.0874879 42.3599936)",,,,,
7631024525,61330557,0,8615381,Amherst Street,unclassified,25 mph,18.3,False,False,73.229,2,"LINESTRING (-71.0875293 42.3600515, -71.0874985 42.3600629, -71.0867182 42.3603244)",,,,,
7631024526,7631024529,0,817075919,,footway,,,False,False,7.08,,"LINESTRING (-71.0877711 42.3600559, -71.0876922 42.3600815)",,,,,
7631024526,2292050357,0,817075921,,footway,,,False,False,101.571,,"LINESTRING (-71.0877711 42.3600559, -71.0882671 42.3608926)",,,,,
7631024526,3862046853,0,817075921,,footway,,,False,True,8.989,,"LINESTRING (-71.0877711 42.3600559, -71.0877515 42.3600189, -71.087732 42.3599804)",,,,,
7631024528,7590916064,0,668954222,,cycleway,,"9'0""",False,False,102.329,2,"LINESTRING (-71.0876301 42.3601009, -71.0881421 42.3609398)",,,,,
7631024528,7590916076,0,668954222,,cycleway,,"9'0""",False,True,8.323,2,"LINESTRING (-71.0876301 42.3601009, -71.0875899 42.3600322)",,,,,
7631024528,7631024524,0,817075919,,footway,,,False,False,4.241,,"LINESTRING (-71.0876301 42.3601009, -71.0875827 42.360116)",,,,,
7631024528,7631024529,0,817075919,,footway,,,False,True,5.54,,"LINESTRING (-71.0876301 42.3601009, -71.0876922 42.3600815)",,,,,
7631024529,61328027,0,42769910,Ames Street,tertiary,20 mph,15.2;18.6,False,True,8.594,2,"LINESTRING (-71.0876922 42.3600815, -71.0876473 42.3600117)",,,,,
7631024529,7631024528,0,817075919,,footway,,,False,False,5.54,,"LINESTRING (-71.0876922 42.3600815, -71.0876301 42.3601009)",,,,,
7631024529,7631024526,0,817075919,,footway,,,False,True,7.08,,"LINESTRING (-71.0876922 42.3600815, -71.0877711 42.3600559)",,,,,
7631024529,4328995185,0,42769910,Ames Street,tertiary,20 mph,15.2;18.6,False,False,102.17999999999999,2,"LINESTRING (-71.0876922 42.3600815, -71.0877157 42.3601178, -71.0878655 42.3603588, -71.0879945 42.3605756, -71.0881753 42.3608764, -71.0882006 42.3609201)",,,,,
7631024535,7625870400,0,816502281,,footway,,,False,False,81.401,,"LINESTRING (-71.0861801 42.3604342, -71.0852791 42.3607386)",,,,,
7631024535,3577801305,0,817075925,,footway,,,False,False,7.192,,"LINESTRING (-71.0861801 42.3604342, -71.0862068 42.3604958)",,,,,
7631024535,7625870401,0,816502281,,footway,,,False,True,36.948,,"LINESTRING (-71.0861801 42.3604342, -71.08644 42.3603465, -71.0865891 42.3602961)",,,,,
7631024536,3577801305,0,817075925,,footway,,,False,True,6.92,,"LINESTRING (-71.0862457 42.360551, -71.0862068 42.3604958)",,,,,
7631024536,11591860911,0,817075926,,footway,,,False,True,4.196,,"LINESTRING (-71.0862457 42.360551, -71.0862929 42.3605366)",,,,,
7631024536,9332964165,0,817075927,,footway,,,False,False,64.051,,"LINESTRING (-71.0862457 42.360551, -71.0855391 42.3607943)",,,,,
7631024538,7625870399,0,816502281,,footway,,,False,False,33.618,,"LINESTRING (-71.0851981 42.360766, -71.0848261 42.3608919)",,,,,
7631024538,7625870400,0,816502281,,footway,,,False,True,7.32,,"LINESTRING (-71.0851981 42.360766, -71.0852791 42.3607386)",,,,,
7631024538,3577823034,0,817075928,,footway,,,False,False,7.029,,"LINESTRING (-71.0851981 42.360766, -71.0852161 42.3608278)",,,,,
7631024539,3577823035,0,817075927,,footway,,,False,True,12.993,,"LINESTRING (-71.0852332 42.3608958, -71.0853767 42.3608467)",,,,,
7631024539,3577823034,0,817075928,,footway,,,False,True,7.691,,"LINESTRING (-71.0852332 42.3608958, -71.0852161 42.3608278)",,,,,
7631024539,7631024540,0,817075927,,footway,,,False,False,63.863,,"LINESTRING (-71.0852332 42.3608958, -71.0851902 42.360909, -71.084522 42.3611275)",,,,,
7631024540,7631024542,0,1051416757,,footway,,,False,False,7.075,,"LINESTRING (-71.084522 42.3611275, -71.0844975 42.3610665)",,,,,
7631024540,7631024539,0,817075927,,footway,,,False,True,63.863,,"LINESTRING (-71.084522 42.3611275, -71.0851902 42.360909, -71.0852332 42.3608958)",,,,,
7631024540,5160925350,0,"[817075930, 531695493]",,footway,,,False,False,23.264000000000003,,"LINESTRING (-71.084522 42.3611275, -71.0844828 42.3611444, -71.084448 42.3611741, -71.0844332 42.3612167, -71.0844292 42.361248, -71.0843524 42.3612257)",,,,,
7631024542,61331830,0,8615381,Amherst Street,unclassified,25 mph,18.3,False,False,11.836,2,"LINESTRING (-71.0844975 42.3610665, -71.0843674 42.3611122)",,,,,
7631024542,9662090129,0,1051416757,,footway,,,False,False,6.695,,"LINESTRING (-71.0844975 42.3610665, -71.0844742 42.3610088)",,,,,
7631024542,7631024540,0,1051416757,,footway,,,False,True,7.075,,"LINESTRING (-71.0844975 42.3610665, -71.084522 42.3611275)",,,,,
7631024542,5458914500,0,8615381,Amherst Street,unclassified,25 mph,18.3,False,True,32.508,2,"LINESTRING (-71.0844975 42.3610665, -71.084532 42.361057, -71.0848588 42.3609475)",,,,,
7631024547,6339188924,0,531695498,,footway,,,False,False,6.574,,"LINESTRING (-71.0843719 42.3609769, -71.0842966 42.3609969)",,,,,
7631024547,9662090129,0,"[816502281, 845223990]",,footway,,,False,True,10.455,,"LINESTRING (-71.0843719 42.3609769, -71.0843901 42.3609988, -71.0844093 42.3610112, -71.084436 42.3610161, -71.0844742 42.3610088)",,,,,
7631024551,7631024551,0,719630531,,service,,,False,False,123.44,,"LINESTRING (-71.0859961 42.360361, -71.0857614 42.3604014, -71.0853694 42.3604705, -71.0854053 42.360603, -71.0859961 42.360361)",,parking_aisle,,,
7631024551,7631024551,1,719630531,,service,,,False,True,123.44000000000001,,"LINESTRING (-71.0859961 42.360361, -71.0854053 42.360603, -71.0853694 42.3604705, -71.0857614 42.3604014, -71.0859961 42.360361)",,parking_aisle,,,
7631024551,7625870401,0,719630531,,service,,,False,True,50.456999999999994,,"LINESTRING (-71.0859961 42.360361, -71.0864022 42.360291, -71.0865452 42.3602749, -71.0865891 42.3602961)",,parking_aisle,,,
7631024558,7625870399,0,816502281,,footway,,,False,True,5.709,,"LINESTRING (-71.0847627 42.3609129, -71.0848261 42.3608919)",,,,,
7631024558,9662090129,0,816502281,,footway,,,False,False,25.996,,"LINESTRING (-71.0847627 42.3609129, -71.0844884 42.361005, -71.0844742 42.3610088)",,,,,
7631024558,7631024559,0,"[817075933, 817075934, 817075935]",,"['steps', 'footway']",,,False,False,16.822,,"LINESTRING (-71.0847627 42.3609129, -71.0847347 42.3608671, -71.084711 42.3608283, -71.0846959 42.3608035, -71.0846785 42.360775)",,,yes,,
7631024559,7631024558,0,"[817075933, 817075934, 817075935]",,"['steps', 'footway']",,,False,True,16.822,,"LINESTRING (-71.0846785 42.360775, -71.0846959 42.3608035, -71.084711 42.3608283, -71.0847347 42.3608671, -71.0847627 42.3609129)",,,yes,,
7672953215,7890165289,0,44807924,Albany Street,tertiary,25 mph,14.6,False,False,71.237,2,"LINESTRING (-71.1009234 42.3585981, -71.1002016 42.358953)",,,,,
7672953215,6756031135,0,44807924,Albany Street,tertiary,25 mph,14.6,False,True,54.684,2,"LINESTRING (-71.1009234 42.3585981, -71.1014775 42.3583257)",,,,,
7672953215,7672953216,0,821765405,,service,,,False,False,7.468,,"LINESTRING (-71.1009234 42.3585981, -71.1008601 42.3585499)",,driveway,,,
7672953216,7672953217,0,821765405,,service,,,False,False,47.797,,"LINESTRING (-71.1008601 42.3585499, -71.1004206 42.3582683)",,driveway,,,
7672953216,7672953215,0,821765405,,service,,,False,True,7.468,,"LINESTRING (-71.1008601 42.3585499, -71.1009234 42.3585981)",,driveway,,,
7672953216,7890165288,0,"[1184542499, 1184542500]",,footway,,,False,False,71.26400000000001,,"LINESTRING (-71.1008601 42.3585499, -71.1008379 42.3585611, -71.1001432 42.3589106)",,,,,
7672953216,6756031136,0,"[158366936, 1184542500]",,footway,,,False,True,54.951,,"LINESTRING (-71.1008601 42.3585499, -71.1008833 42.3585386, -71.1014189 42.3582784)",,,,,
7672953217,7672953216,0,821765405,,service,,,False,True,47.797,,"LINESTRING (-71.1004206 42.3582683, -71.1008601 42.3585499)",,driveway,,,
7703006479,11506955675,0,824952118,,service,,,False,True,8.897,,"LINESTRING (-71.0954529 42.3604979, -71.0953622 42.3605416)",,alley,private,,
7703006479,5458830476,0,1096725933,Massachusetts Avenue,primary,25 mph,24.4,False,False,31.357,4,"LINESTRING (-71.0954529 42.3604979, -71.0957488 42.360676)",MA 2A,,,,
7703006479,7703039141,0,1096725933,Massachusetts Avenue,primary,25 mph,24.4,False,True,18.739,4,"LINESTRING (-71.0954529 42.3604979, -71.0953508 42.3604364, -71.0952767 42.3603909)",MA 2A,,,,
7703039085,11506955673,0,824952113,,service,,,False,False,4.318,,"LINESTRING (-71.0951433 42.3604584, -71.0951867 42.3604365)",,alley,private,,
7703039085,7703039090,0,"[824942627, 824952109, 824952111, 824952113, 824952117]",,service,,,False,True,227.13500000000002,,"LINESTRING (-71.0951433 42.3604584, -71.093974 42.36105, -71.0937226 42.3611771, -71.0936098 42.3612342, -71.0934817 42.3612975, -71.0928623 42.3616124)",,alley,private,,
7703039085,8324159323,0,"[1184535612, 1184535613, 1184535614]",,footway,,,False,False,11.127,,"LINESTRING (-71.0951433 42.3604584, -71.0951195 42.3604437, -71.0950628 42.3604089, -71.0950392 42.3603944)",,,,,
7703039085,7703039139,0,"[1184535616, 1184535614, 1184535615]",,footway,,,False,True,18.458,,"LINESTRING (-71.0951433 42.3604584, -71.0951776 42.3604811, -71.0952129 42.3605045, -71.0952967 42.3605516, -71.0953173 42.3605632)",,,,,
7703039090,7866981415,0,32500315,,footway,,,False,False,34.349000000000004,,"LINESTRING (-71.0928623 42.3616124, -71.0928186 42.3615598, -71.0926331 42.3613541)",,,,,
7703039090,7866981444,0,32500315,,footway,,,False,True,70.82,,"LINESTRING (-71.0928623 42.3616124, -71.0928903 42.3616473, -71.0929334 42.3616976, -71.0930774 42.3616258, -71.0933851 42.3619651)",,,,,
7703039090,7703039085,0,"[824942627, 824952109, 824952111, 824952113, 824952117]",,service,,,False,False,227.135,,"LINESTRING (-71.0928623 42.3616124, -71.0934817 42.3612975, -71.0936098 42.3612342, -71.0937226 42.3611771, -71.093974 42.36105, -71.0951433 42.3604584)",,alley,private,,
7703039090,7069072769,0,"[824942627, 756864508]",,service,,,False,True,83.57499999999999,,"LINESTRING (-71.0928623 42.3616124, -71.0927738 42.3616572, -71.0920121 42.362025)",,alley,private,,
7703039139,11506955675,0,824952118,,service,,,False,False,4.402,,"LINESTRING (-71.0953173 42.3605632, -71.0953622 42.3605416)",,alley,private,,
7703039139,7703039085,0,"[1184535616, 1184535614, 1184535615]",,footway,,,False,False,18.458000000000002,,"LINESTRING (-71.0953173 42.3605632, -71.0952967 42.3605516, -71.0952129 42.3605045, -71.0951776 42.3604811, -71.0951433 42.3604584)",,,,,
7703039139,5737576870,0,"[1184535616, 604752666]",,footway,,,False,True,40.156,,"LINESTRING (-71.0953173 42.3605632, -71.0953601 42.360589, -71.0956241 42.3607484, -71.0956991 42.3607885)",,,,,
7703039141,11506955673,0,824952113,,service,,,False,True,8.966,,"LINESTRING (-71.0952767 42.3603909, -71.0951867 42.3604365)",,alley,private,,
7703039141,8324159322,0,1096725933,Massachusetts Avenue,primary,25 mph,24.4,False,True,12.575,4,"LINESTRING (-71.0952767 42.3603909, -71.0951589 42.3603187)",MA 2A,,,,
7703039141,7703006479,0,1096725933,Massachusetts Avenue,primary,25 mph,24.4,False,False,18.739,4,"LINESTRING (-71.0952767 42.3603909, -71.0953508 42.3604364, -71.0954529 42.3604979)",MA 2A,,,,
7794600731,7794600733,0,835039232,,footway,,,False,False,7.353,,"LINESTRING (-71.0992063 42.3558823, -71.0991245 42.3559091)",,,,,
7794600731,9070976124,0,835039231,,footway,,,False,True,83.402,,"LINESTRING (-71.0992063 42.3558823, -71.1001008 42.355591, -71.1001349 42.3555795)",,,,,
7794600732,7794600733,0,835039232,,footway,,,False,True,9.321,,"LINESTRING (-71.0990204 42.3559424, -71.0991245 42.3559091)",,,,,
7794600732,7794600784,0,835039233,,footway,,,False,False,166.87099999999998,,"LINESTRING (-71.0990204 42.3559424, -71.0979323 42.3563055, -71.0978739 42.3563255, -71.097786 42.356314, -71.0977052 42.3563027, -71.0974864 42.3563715, -71.0974786 42.3563985, -71.0973969 42.356424, -71.0973274 42.3564472, -71.0971815 42.3564974)",,,,,
7794600733,61324632,0,8615556,Fowler Street,residential,25 mph,"46'0""",False,False,6.244,,"LINESTRING (-71.0991245 42.3559091, -71.0991557 42.3559603)",,,,,
7794600733,7794600732,0,835039232,,footway,,,False,False,9.321,,"LINESTRING (-71.0991245 42.3559091, -71.0990204 42.3559424)",,,,,
7794600733,7794600731,0,835039232,,footway,,,False,True,7.353,,"LINESTRING (-71.0991245 42.3559091, -71.0992063 42.3558823)",,,,,
7794600746,7579360337,0,835039235,,footway,,,False,False,7.264,,"LINESTRING (-71.0968892 42.3565016, -71.0968077 42.3565269)",,,,,
7794600746,7794600784,0,"[835039233, 835039234]",,footway,,,False,True,30.409,,"LINESTRING (-71.0968892 42.3565016, -71.0969063 42.3565305, -71.0969197 42.3565562, -71.0969385 42.3565671, -71.096964 42.3565721, -71.0971815 42.3564974)",,,,,
7794600747,7579360337,0,835039235,,footway,,,False,True,4.574,,"LINESTRING (-71.0967572 42.3565442, -71.0968077 42.3565269)",,,,,
7794600747,9692752986,0,"[835039236, 835039237]",,footway,,,False,False,15.748000000000001,,"LINESTRING (-71.0967572 42.3565442, -71.0967871 42.3565902, -71.0967898 42.3566061, -71.0967856 42.3566207, -71.0967703 42.3566327, -71.0967521 42.3566415, -71.0967186 42.3566525)",,,,,
7794600754,61324668,0,383005642,,footway,,,False,False,3.896,,"LINESTRING (-71.0954526 42.3570696, -71.0954635 42.3571037)",,,,,
7794600754,11663263181,0,835039237,,footway,,,False,True,9.813,,"LINESTRING (-71.0954526 42.3570696, -71.0955617 42.3570337)",,,,,
7794600754,7887231878,0,"[1264677637, 845387003, 835039237]",,footway,,,False,False,33.631,,"LINESTRING (-71.0954526 42.3570696, -71.0953976 42.3570587, -71.095155 42.3571388, -71.0951751 42.3571773, -71.0951839 42.3571991)",,,,,
7794600766,7794600768,0,835039245,,footway,,,False,True,37.975,,"LINESTRING (-71.0931968 42.3580804, -71.0936165 42.3579374)",,,,,
7794600766,7794600772,0,835039247,,footway,,,False,False,4.771,,"LINESTRING (-71.0931968 42.3580804, -71.093178 42.3580398)",,,,,
7794600766,7794600771,0,835039248,,footway,,,False,False,7.419,,"LINESTRING (-71.0931968 42.3580804, -71.0932284 42.3581429)",,,,,
7794600767,8280007303,0,383005648,,footway,,,False,False,5.19,,"LINESTRING (-71.093731 42.3580554, -71.0936738 42.3580752)",,,,,
7794600767,7794600769,0,835039246,,footway,,,False,False,8.277,,"LINESTRING (-71.093731 42.3580554, -71.0936727 42.3579947)",,,,,
7794600767,2446018257,0,890880626,,footway,,,False,True,2.503,,"LINESTRING (-71.093731 42.3580554, -71.0937578 42.3580447)",,,,,
7794600768,7794600766,0,835039245,,footway,,,False,False,37.975,,"LINESTRING (-71.0936165 42.3579374, -71.0931968 42.3580804)",,,,,
7794600768,7794600769,0,835039246,,footway,,,False,True,7.869,,"LINESTRING (-71.0936165 42.3579374, -71.0936727 42.3579947)",,,,,
7794600768,9632096340,0,1047497887,,footway,,,False,False,5.517,,"LINESTRING (-71.0936165 42.3579374, -71.0935888 42.3578922)",,,,,
7794600768,4330581233,0,"[835039245, 835039238]",,footway,,,False,True,95.262,,"LINESTRING (-71.0936165 42.3579374, -71.094156 42.3577577, -71.0946757 42.3575891)",,,,,
7794600769,2446018253,0,254299041,Amherst Street,residential,25 mph,18.3,False,False,3.792,2,"LINESTRING (-71.0936727 42.3579947, -71.0936308 42.358009)",,,,,
7794600769,3726719016,0,254299041,Amherst Street,residential,25 mph,18.3,False,True,30.161,2,"LINESTRING (-71.0936727 42.3579947, -71.0940072 42.357883)",,,,,
7794600769,7794600768,0,835039246,,footway,,,False,False,7.869,,"LINESTRING (-71.0936727 42.3579947, -71.0936165 42.3579374)",,,,,
7794600769,7794600767,0,835039246,,footway,,,False,True,8.277,,"LINESTRING (-71.0936727 42.3579947, -71.093731 42.3580554)",,,,,
7794600770,7794600771,0,835039248,,footway,,,False,True,7.406,,"LINESTRING (-71.0932599 42.3582053, -71.0932284 42.3581429)",,,,,
7794600770,7794600776,0,835039250,,footway,,,False,False,5.857,,"LINESTRING (-71.0932599 42.3582053, -71.093285 42.3582546)",,,,,
7794600770,8280007304,0,890880627,,footway,,,False,True,32.728,,"LINESTRING (-71.0932599 42.3582053, -71.093627 42.3580911)",,,,,
7794600771,11506955605,0,254299041,Amherst Street,residential,25 mph,18.3,False,False,4.211,2,"LINESTRING (-71.0932284 42.3581429, -71.0931817 42.3581585)",,,,,
7794600771,2446018253,0,254299041,Amherst Street,residential,25 mph,18.3,False,True,36.262,2,"LINESTRING (-71.0932284 42.3581429, -71.0936308 42.358009)",,,,,
7794600771,7794600770,0,835039248,,footway,,,False,False,7.406,,"LINESTRING (-71.0932284 42.3581429, -71.0932599 42.3582053)",,,,,
7794600771,7794600766,0,835039248,,footway,,,False,True,7.419,,"LINESTRING (-71.0932284 42.3581429, -71.0931968 42.3580804)",,,,,
7794600772,7794600766,0,835039247,,footway,,,False,True,4.771,,"LINESTRING (-71.093178 42.3580398, -71.0931968 42.3580804)",,,,,
7794600772,11506955649,0,835039249,,footway,,,False,False,4.127,,"LINESTRING (-71.093178 42.3580398, -71.0931308 42.3580525)",,,,,
7794600773,5737576906,0,604752668,,footway,,,False,False,18.634,,"LINESTRING (-71.0928909 42.3581171, -71.0929661 42.3582752)",,,,,
7794600773,11506955665,0,835039249,,footway,,,False,True,5.588,,"LINESTRING (-71.0928909 42.3581171, -71.0929548 42.3580999)",,,,,
7794600774,11506955665,0,835039249,,footway,,,False,False,6.524,,"LINESTRING (-71.0930294 42.3580798, -71.0929548 42.3580999)",,,,,
7794600774,11506955649,0,835039249,,footway,,,False,True,8.868,,"LINESTRING (-71.0930294 42.3580798, -71.0931308 42.3580525)",,,,,
7794600774,61321312,0,1092687153,Massachusetts Avenue,primary,25 mph,24.4,False,False,13.161,4,"LINESTRING (-71.0930294 42.3580798, -71.0930839 42.3581911)",MA 2A,,,,
7794600774,11749290917,0,1092687153,Massachusetts Avenue,primary,25 mph,24.4,False,True,33.861,4,"LINESTRING (-71.0930294 42.3580798, -71.092889 42.3577935)",MA 2A,,,,
7794600776,9392680586,0,835039250,,footway,,,False,False,25.797,,"LINESTRING (-71.093285 42.3582546, -71.0933957 42.3584717)",,,,,
7794600776,7794600770,0,835039250,,footway,,,False,True,5.857,,"LINESTRING (-71.093285 42.3582546, -71.0932599 42.3582053)",,,,,
7794600776,11506955650,0,835039251,,footway,,,False,False,4.298,,"LINESTRING (-71.093285 42.3582546, -71.0932356 42.3582673)",,,,,
7794600777,11506955667,0,835039251,,footway,,,False,True,7.586,,"LINESTRING (-71.0929919 42.3583298, -71.0930791 42.3583074)",,,,,
7794600777,5737576906,0,1005738165,,footway,,,False,False,6.431,,"LINESTRING (-71.0929919 42.3583298, -71.0929661 42.3582752)",,,,,
7794600777,5737576904,0,1005738165,,footway,,,False,True,24.499000000000002,,"LINESTRING (-71.0929919 42.3583298, -71.0930092 42.3583663, -71.0930951 42.3585365)",,,,,
7794600778,11506955667,0,835039251,,footway,,,False,False,4.776,,"LINESTRING (-71.093134 42.3582933, -71.0930791 42.3583074)",,,,,
7794600778,11506955650,0,835039251,,footway,,,False,True,8.835,,"LINESTRING (-71.093134 42.3582933, -71.0932356 42.3582673)",,,,,
7794600778,61321312,0,1092687153,Massachusetts Avenue,primary,25 mph,24.4,False,True,12.087,4,"LINESTRING (-71.093134 42.3582933, -71.0930839 42.3581911)",MA 2A,,,,
7794600778,579060230,0,1092687153,Massachusetts Avenue,primary,25 mph,24.4,False,False,90.96,4,"LINESTRING (-71.093134 42.3582933, -71.0932315 42.3584923, -71.0933085 42.3586437, -71.0933882 42.3587785, -71.0934676 42.358898, -71.0935712 42.3590435)",MA 2A,,,,
7794600784,7071581207,0,757235578,,service,,,False,False,26.029,,"LINESTRING (-71.0971815 42.3564974, -71.0970519 42.3562838)",,,,,
7794600784,7071581206,0,757235578,,service,,,False,True,3.007,,"LINESTRING (-71.0971815 42.3564974, -71.0971967 42.356522)",,,,,
7794600784,7794600746,0,"[835039233, 835039234]",,footway,,,False,False,30.409,,"LINESTRING (-71.0971815 42.3564974, -71.096964 42.3565721, -71.0969385 42.3565671, -71.0969197 42.3565562, -71.0969063 42.3565305, -71.0968892 42.3565016)",,,,,
7794600784,7794600732,0,835039233,,footway,,,False,True,166.87099999999998,,"LINESTRING (-71.0971815 42.3564974, -71.0973274 42.3564472, -71.0973969 42.356424, -71.0974786 42.3563985, -71.0974864 42.3563715, -71.0977052 42.3563027, -71.097786 42.356314, -71.0978739 42.3563255, -71.0979323 42.3563055, -71.0990204 42.3559424)",,,,,
7862116650,7866981415,0,32500315,,footway,,,False,True,1.796,,"LINESTRING (-71.0926205 42.3613409, -71.0926331 42.3613541)",,,,,
7862116650,365389797,0,"[32500315, 1185795811]",,footway,,,False,False,8.358,,"LINESTRING (-71.0926205 42.3613409, -71.0925999 42.3613174, -71.0925619 42.3612795)",,,,,
7862116650,4258846990,0,661137015,,cycleway,,2,True,False,158.766,,"LINESTRING (-71.0926205 42.3613409, -71.0926842 42.3613082, -71.0932102 42.3610512, -71.0934887 42.3609164, -71.0937621 42.360781, -71.0941345 42.3605972, -71.09416 42.3605149)",,,,,
7866947574,4040435539,0,863570909,,footway,,,False,True,55.353,,"LINESTRING (-71.0938032 42.3598781, -71.0944266 42.3600668)",,,,,
7866947574,4040435537,0,401634043,,footway,,,False,True,46.128,,"LINESTRING (-71.0938032 42.3598781, -71.0938438 42.3599289, -71.0938607 42.3599534, -71.0940558 42.3602484)",,,,,
7866947574,8044625996,0,863570909,,footway,,,False,False,7.606,,"LINESTRING (-71.0938032 42.3598781, -71.093762 42.3598791, -71.0937127 42.3598685)",,,,,
7866981406,61283269,0,8615816,Massachusetts Avenue,primary,25 mph,24.4,False,False,13.72,4,"LINESTRING (-71.0947578 42.3600704, -71.0948847 42.3601506)",MA 2A,,,,
7866981406,11506955670,0,843364431,,footway,,,False,False,8.988,,"LINESTRING (-71.0947578 42.3600704, -71.0946545 42.360097)",,,,,
