u,v,key,osmid,name,highway,maxspeed,width,oneway,reversed,length,lanes,geometry,ref,service,access,bridge,tunnel
9632488699,3862046842,0,1047535927,,footway,,,False,True,42.22299999999999,,"LINESTRING (-71.0957299 42.3574341, -71.0957178 42.3574173, -71.0956903 42.3573377, -71.0956757 42.3572994, -71.0956603 42.3572665, -71.0956482 42.357251, -71.0956166 42.3572151, -71.0955858 42.3571798, -71.0955575 42.3571481, -71.0955332 42.3571379, -71.0955081 42.3571379, -71.0954764 42.3571433)",,,,,
9633860698,4330221295,0,435077013,,footway,,,False,False,22.516,,"LINESTRING (-71.0945445 42.3595458, -71.0945482 42.3595682, -71.0945351 42.3596079, -71.0945141 42.3596462, -71.0944288 42.3597209)",,,,,
9633860698,579071549,0,"[1184535600, 435077013]",,footway,,,False,True,14.839,,"LINESTRING (-71.0945445 42.3595458, -71.0945408 42.3595231, -71.094528 42.3594911, -71.0944825 42.3594418, -71.0944691 42.3594273)",,,,,
9633860698,9633860700,0,1047675535,,footway,,,False,False,40.605000000000004,,"LINESTRING (-71.0945445 42.3595458, -71.0947033 42.3598023, -71.0946002 42.3598355)",,,,,
9633860700,7866981407,0,843364451,,footway,,,False,False,32.798,,"LINESTRING (-71.0946002 42.3598355, -71.0948936 42.3600355)",,,,,
9633860700,4330221295,0,843364451,,footway,,,False,True,18.993,,"LINESTRING (-71.0946002 42.3598355, -71.0944288 42.3597209)",,,,,
9633860700,9633860698,0,1047675535,,footway,,,False,True,40.605000000000004,,"LINESTRING (-71.0946002 42.3598355, -71.0947033 42.3598023, -71.0945445 42.3595458)",,,,,
9661124341,9661124347,0,758187788,Vassar Street,tertiary,,17.1,False,False,24.1,2,"LINESTRING (-71.0968347 42.359185, -71.0965892 42.3593036)",,,,,
9661124341,579062881,0,758187788,Vassar Street,tertiary,,17.1,False,True,35.143,2,"LINESTRING (-71.0968347 42.359185, -71.0971894 42.3590084)",,,,,
9661124341,7970981919,0,1051312130,,service,,,False,False,10.078,,"LINESTRING (-71.0968347 42.359185, -71.0969011 42.3592612)",,driveway,,,
9661124346,7970981919,0,1051312130,,service,,,False,True,37.791000000000004,,"LINESTRING (-71.0972072 42.359334, -71.0970315 42.3594183, -71.0969846 42.3593757, -71.0969105 42.3592712, -71.0969011 42.3592612)",,driveway,,,
9661124347,9661124341,0,758187788,Vassar Street,tertiary,,17.1,False,True,24.1,2,"LINESTRING (-71.0965892 42.3593036, -71.0968347 42.359185)",,,,,
9661124347,7899369878,0,1047497892,,footway,,,False,False,7.952,,"LINESTRING (-71.0965892 42.3593036, -71.096529 42.3592476)",,,,,
9661124347,9632096355,0,"[758187788, 758187789]",Vassar Street,tertiary,,17.1,False,False,76.882,2,"LINESTRING (-71.0965892 42.3593036, -71.0961329 42.3595261, -71.0958478 42.3596634, -71.0958075 42.3596836)",,,,,
9662090129,7631024542,0,1051416757,,footway,,,False,True,6.695,,"LINESTRING (-71.0844742 42.3610088, -71.0844975 42.3610665)",,,,,
9662090129,7631024547,0,"[816502281, 845223990]",,footway,,,False,False,10.455,,"LINESTRING (-71.0844742 42.3610088, -71.084436 42.3610161, -71.0844093 42.3610112, -71.0843901 42.3609988, -71.0843719 42.3609769)",,,,,
9662090129,7631024558,0,816502281,,footway,,,False,True,25.996,,"LINESTRING (-71.0844742 42.3610088, -71.0844884 42.361005, -71.0847627 42.3609129)",,,,,
9672102045,9632418969,0,835039231,,footway,,,False,False,28.292,,"LINESTRING (-71.1007648 42.3553682, -71.1004513 42.3554734)",,,,,
9672102045,9672102047,0,835039231,,footway,,,False,True,29.715,,"LINESTRING (-71.1007648 42.3553682, -71.101094 42.3552576)",,,,,
9672102045,9672102046,0,1052439790,,footway,,,False,False,15.124,,"LINESTRING (-71.1007648 42.3553682, -71.1006907 42.3552437)",,,,,
9672102046,9672102045,0,1052439790,,footway,,,False,True,15.124,,"LINESTRING (-71.1006907 42.3552437, -71.1007648 42.3553682)",,,,,
9672102047,9672102045,0,835039231,,footway,,,False,False,29.715,,"LINESTRING (-71.101094 42.3552576, -71.1007648 42.3553682)",,,,,
9672102047,9070976110,0,835039231,,footway,,,False,True,18.59,,"LINESTRING (-71.101094 42.3552576, -71.1013 42.3551885)",,,,,
9672102047,9672102048,0,1052439791,,footway,,,False,False,15.255,,"LINESTRING (-71.101094 42.3552576, -71.1010178 42.3551325)",,,,,
9672102048,9672102047,0,1052439791,,footway,,,False,True,15.255,,"LINESTRING (-71.1010178 42.3551325, -71.101094 42.3552576)",,,,,
9672880783,11482792498,0,1052526830,,footway,,,False,True,4.064,,"LINESTRING (-71.1025596 42.3548307, -71.1025719 42.3547953)",,,,,
9672880783,6154480511,0,8615550,Amherst Alley,residential,25 mph,"20'0""",False,False,19.615,,"LINESTRING (-71.1025596 42.3548307, -71.1025441 42.3548286, -71.102497 42.3548368, -71.1023381 42.3548902)",,,,,
9672880783,5456384058,0,"[8615571, 679012558, 8615550]",Amherst Alley,residential,25 mph,"20'0""",False,"[False, True]",53.659,,"LINESTRING (-71.1025596 42.3548307, -71.1025728 42.3548324, -71.1026144 42.354849, -71.1026469 42.3548807, -71.1028661 42.3552442)",,,,,
9672880783,9672880786,0,"[1052526830, 1052526831]",,footway,,,False,False,15.698999999999998,,"LINESTRING (-71.1025596 42.3548307, -71.1025435 42.3548769, -71.1024804 42.3548967, -71.1025034 42.354936)",,,,,
9672880786,9672880783,0,"[1052526830, 1052526831]",,footway,,,False,True,15.699,,"LINESTRING (-71.1025034 42.354936, -71.1024804 42.3548967, -71.1025435 42.3548769, -71.1025596 42.3548307)",,,,,
9675594677,4329091787,0,434976080,,footway,,,False,True,11.083,,"LINESTRING (-71.0897871 42.3614918, -71.0899211 42.3615032)",,,,,
9675594677,4329091765,0,434976072,,footway,,,False,True,41.873000000000005,,"LINESTRING (-71.0897871 42.3614918, -71.0897592 42.3613826, -71.0897155 42.361241, -71.0896557 42.3611292)",,,,,
9675594677,4329091788,0,434976080,,footway,,,False,False,9.652999999999999,,"LINESTRING (-71.0897871 42.3614918, -71.0897193 42.361486, -71.0896704 42.3614818)",,,,,
9692752984,9072007519,0,435102499,,footway,,,False,False,27.298,,"LINESTRING (-71.0969457 42.3570244, -71.0972488 42.3569239)",,,,,
9692752984,4330581240,0,435102499,,footway,,,False,True,96.817,,"LINESTRING (-71.0969457 42.3570244, -71.0958739 42.3573861)",,,,,
9692752984,9692752987,0,"[1054798789, 1054798790]",,footway,,,False,False,42.419,,"LINESTRING (-71.0969457 42.3570244, -71.0967508 42.356703, -71.0967339 42.3566765)",,,,,
9692752986,9290820338,0,835039237,,footway,,,False,False,19.941,,"LINESTRING (-71.0967186 42.3566525, -71.096497 42.3567256)",,,,,
9692752986,9692752987,0,1054798790,,footway,,,False,True,2.95,,"LINESTRING (-71.0967186 42.3566525, -71.0967339 42.3566765)",,,,,
9692752986,7794600747,0,"[835039236, 835039237]",,footway,,,False,True,15.748000000000001,,"LINESTRING (-71.0967186 42.3566525, -71.0967521 42.3566415, -71.0967703 42.3566327, -71.0967856 42.3566207, -71.0967898 42.3566061, -71.0967871 42.3565902, -71.0967572 42.3565442)",,,,,
9692752987,61283311,0,8616091,Amherst Alley,residential,25 mph,18.3,True,False,12.485,1,"LINESTRING (-71.0967339 42.3566765, -71.0968722 42.35663)",,,,,
9692752987,9692752986,0,1054798790,,footway,,,False,False,2.95,,"LINESTRING (-71.0967339 42.3566765, -71.0967186 42.3566525)",,,,,
9692752987,9692752984,0,"[1054798789, 1054798790]",,footway,,,False,True,42.419,,"LINESTRING (-71.0967339 42.3566765, -71.0967508 42.356703, -71.0969457 42.3570244)",,,,,
9765409675,4040435540,0,43250216,North Corridor,pedestrian,,,False,False,8.724,,"LINESTRING (-71.09153 42.3606038, -71.0914333 42.3606362)",,,permissive,,
9765409675,542889531,0,43250216,North Corridor,pedestrian,,,False,True,45.241,,"LINESTRING (-71.09153 42.3606038, -71.0920313 42.3604355)",,,permissive,,
9765409675,9765409678,0,1063053461,,footway,,,False,True,63.977999999999994,,"LINESTRING (-71.09153 42.3606038, -71.0915493 42.3606362, -71.0917984 42.3610514, -71.0917653 42.3610634, -71.0917833 42.3610983, -71.0917754 42.3611187)",,,permissive,,
9765409678,542890219,0,1011548287,,footway,,,False,False,3.737,,"LINESTRING (-71.0917754 42.3611187, -71.0917308 42.3611121)",,,permissive,,
9765409678,367777196,0,"[398557881, 1011548287]",,"['corridor', 'footway']",,,False,True,24.332,,"LINESTRING (-71.0917754 42.3611187, -71.0917774 42.3611187, -71.0919361 42.3611404, -71.0919942 42.3612286)",,,permissive,,
9765409678,9765409675,0,1063053461,,footway,,,False,False,63.978,,"LINESTRING (-71.0917754 42.3611187, -71.0917833 42.3610983, -71.0917653 42.3610634, -71.0917984 42.3610514, -71.0915493 42.3606362, -71.09153 42.3606038)",,,permissive,,
9856950594,9856950595,0,1074670482,,steps,,,False,False,13.125,,"LINESTRING (-71.0910544 42.3622828, -71.090974 42.3621808)",,,,,
9856950594,7866981413,0,684153304,,footway,,,False,True,38.881,,"LINESTRING (-71.0910544 42.3622828, -71.0913361 42.3620566, -71.0913068 42.3620203)",,,,,
9856950595,7866981413,0,843364434,,footway,,,False,True,32.652,,"LINESTRING (-71.090974 42.3621808, -71.0913068 42.3620203)",,,,,
9856950595,9856950594,0,1074670482,,steps,,,False,True,13.125,,"LINESTRING (-71.090974 42.3621808, -71.0910544 42.3622828)",,,,,
10047579243,10047579251,0,158366448,,footway,,,False,False,70.991,,"LINESTRING (-71.1019868 42.358139, -71.1012677 42.3584929)",,,,,
10047579243,1705822883,0,158366448,,footway,,,False,True,6.252,,"LINESTRING (-71.1019868 42.358139, -71.1020501 42.3581078)",,,,,
10047579243,10047579244,0,1097309258,,footway,,,False,False,47.521,,"LINESTRING (-71.1019868 42.358139, -71.1023096 42.3584936)",,,,,
10047579244,10047579243,0,1097309258,,footway,,,False,True,47.521,,"LINESTRING (-71.1023096 42.3584936, -71.1019868 42.358139)",,,,,
10047579249,1705793320,0,158366448,,footway,,,False,False,74.346,,"LINESTRING (-71.1010123 42.358619, -71.1006392 42.3588035, -71.1002611 42.3589917)",,,,,
10047579249,10047579251,0,158366448,,footway,,,False,True,25.239,,"LINESTRING (-71.1010123 42.358619, -71.1011953 42.3585285, -71.1012677 42.3584929)",,,,,
10047579249,10047579251,1,"[1097309261, 1097309262]",,footway,,,False,"[False, True]",37.65,,"LINESTRING (-71.1010123 42.358619, -71.1013075 42.358584, -71.1013368 42.3585677, -71.1012677 42.3584929)",,,,,
10047579251,10047579243,0,158366448,,footway,,,False,True,70.991,,"LINESTRING (-71.1012677 42.3584929, -71.1019868 42.358139)",,,,,
10047579251,10047579249,0,158366448,,footway,,,False,False,25.239,,"LINESTRING (-71.1012677 42.3584929, -71.1011953 42.3585285, -71.1010123 42.358619)",,,,,
10047579251,10047579249,1,"[1097309261, 1097309262]",,footway,,,False,"[False, True]",37.65,,"LINESTRING (-71.1012677 42.3584929, -71.1013368 42.3585677, -71.1013075 42.358584, -71.1010123 42.358619)",,,,,
10085770978,7866981413,0,843364434,,footway,,,False,False,12.612,,"LINESTRING (-71.0914349 42.3619578, -71.0913068 42.3620203)",,,,,
10085770978,10085770980,0,1102223334,,footway,,,False,False,2.896,,"LINESTRING (-71.0914349 42.3619578, -71.0914167 42.3619355)",,,,,
10085770978,7866981415,0,843364434,,footway,,,False,True,119.168,,"LINESTRING (-71.0914349 42.3619578, -71.0920224 42.361671, -71.0926331 42.3613541)",,,,,
10085770979,11178027119,0,846430243,,footway,,,False,False,66.07,,"LINESTRING (-71.091319 42.3618157, -71.0906501 42.3621455)",,,,,
10085770979,7896983868,0,846430243,,footway,,,False,True,14.111,,"LINESTRING (-71.091319 42.3618157, -71.0914619 42.3617453)",,,,,
10085770979,11178027114,0,1102223334,,footway,,,False,True,2.247,,"LINESTRING (-71.091319 42.3618157, -71.0913329 42.3618331)",,,,,
10085770980,6409214480,0,1102223334,,footway,,,False,False,7.762,,"LINESTRING (-71.0914167 42.3619355, -71.0913673 42.361876)",,,,,
10085770980,10085770978,0,1102223334,,footway,,,False,True,2.896,,"LINESTRING (-71.0914167 42.3619355, -71.0914349 42.3619578)",,,,,
10085770980,7862116650,0,661137015,,cycleway,,2,True,False,118.97200000000001,,"LINESTRING (-71.0914167 42.3619355, -71.0918329 42.361728, -71.0920001 42.3616456, -71.0926205 42.3613409)",,,,,
10085770981,11014605514,0,1185795812,,footway,,,False,True,3.528,,"LINESTRING (-71.0925047 42.3612152, -71.0925295 42.3612411)",,,,,
10085770981,7896983869,0,1206296578,,footway,,,False,False,48.852,,"LINESTRING (-71.0925047 42.3612152, -71.0920154 42.3614648)",,,,,
10085770981,7899258804,0,1206296578,,footway,,,False,True,22.202,,"LINESTRING (-71.0925047 42.3612152, -71.0927271 42.3611018)",,,,,
11014328212,579072035,0,435077027,,footway,,,False,False,2.541,,"LINESTRING (-71.0944143 42.3593695, -71.0944274 42.3593902)",,,,,
11014328212,4330207684,0,435077027,,footway,,,False,True,40.335,,"LINESTRING (-71.0944143 42.3593695, -71.0942061 42.359041)",,,,,
11014328212,11014328213,0,1185756961,,footway,,,False,False,25.398,,"LINESTRING (-71.0944143 42.3593695, -71.0941321 42.3594627)",,,,,
11014328213,4330207688,0,1005738163,,footway,,,False,True,46.58,,"LINESTRING (-71.0941321 42.3594627, -71.0938088 42.3591186)",,,,,
11014328213,11014328212,0,1185756961,,footway,,,False,True,25.398,,"LINESTRING (-71.0941321 42.3594627, -71.0944143 42.3593695)",,,,,
11014328213,7899317453,0,"[1184535603, 1005738163]",,footway,,,False,False,6.167000000000001,,"LINESTRING (-71.0941321 42.3594627, -71.0941632 42.3594957, -71.0941769 42.3595071)",,,,,
11014605514,365389797,0,1185795811,,footway,,,False,True,5.032,,"LINESTRING (-71.0925295 42.3612411, -71.0925619 42.3612795)",,,,,
11014605514,10085770981,0,1185795812,,footway,,,False,False,3.528,,"LINESTRING (-71.0925295 42.3612411, -71.0925047 42.3612152)",,,,,
11014605514,11178027115,0,1206296579,,cycleway,,,True,False,104.364,,"LINESTRING (-71.0925295 42.3612411, -71.092271 42.3613654, -71.0919502 42.3615241, -71.0915453 42.3617234, -71.0914722 42.3617612)",,,,,
11178027113,4039154194,0,401493824,,footway,,,False,False,8.06,,"LINESTRING (-71.090357 42.3623276, -71.0904311 42.3623751)",,,,,
11178027113,7896983867,0,401493824,,footway,,,False,True,3.606,,"LINESTRING (-71.090357 42.3623276, -71.0903239 42.3623063)",,,,,
11178027114,10085770979,0,1102223334,,footway,,,False,False,2.247,,"LINESTRING (-71.0913329 42.3618331, -71.091319 42.3618157)",,,,,
11178027114,6409214480,0,1102223334,,footway,,,False,True,5.545,,"LINESTRING (-71.0913329 42.3618331, -71.0913673 42.361876)",,,,,
11178027114,11178027120,0,1206296579,,cycleway,,,True,False,66.118,,"LINESTRING (-71.0913329 42.3618331, -71.09093 42.3620404, -71.0908556 42.3620832, -71.0906691 42.3621687)",,,,,
11178027115,7896983868,0,1006629901,,service,,,False,False,1.96,,"LINESTRING (-71.0914722 42.3617612, -71.0914619 42.3617453)",,,permissive,,
11178027115,621117489,0,1006629901,,service,,,False,True,5.925,,"LINESTRING (-71.0914722 42.3617612, -71.0915035 42.3618092)",,,permissive,,
11178027115,11178027114,0,1206296579,,cycleway,,,True,False,13.961,,"LINESTRING (-71.0914722 42.3617612, -71.0913605 42.3618189, -71.0913329 42.3618331)",,,,,
11178027116,61317286,0,824942625,,service,,,True,False,5.195,,"LINESTRING (-71.092749 42.361135, -71.0927767 42.361177)",,,permissive,,
11178027116,11014605514,0,1206296579,,cycleway,,,True,False,21.552,,"LINESTRING (-71.092749 42.361135, -71.0926992 42.3611594, -71.0925295 42.3612411)",,,,,
11178027117,7896983870,0,43359951,,service,,,True,False,3.363,,"LINESTRING (-71.0929819 42.3610204, -71.092964 42.3609932)",,,permissive,,
11178027117,11178027116,0,1206296579,,cycleway,,,True,False,22.991,,"LINESTRING (-71.0929819 42.3610204, -71.092749 42.361135)",,,,,
11178027118,11178027120,0,1206296580,,service,,,False,True,7.317,,"LINESTRING (-71.0907152 42.362225, -71.0906691 42.3621687)",,driveway,,,
11178027118,4039154194,0,"[426625057, 28631895]",Vassar Street,tertiary,25 mph,17.1,False,False,28.707,"['3', '2']","LINESTRING (-71.0907152 42.362225, -71.0906476 42.3622636, -71.0905736 42.3623042, -71.0904311 42.3623751)",,,,,
11178027118,6409214480,0,28631895,Vassar Street,tertiary,,17.1,False,True,66.16499999999999,2,"LINESTRING (-71.0907152 42.362225, -71.0907413 42.3622101, -71.0908558 42.3621464, -71.0912322 42.3619441, -71.0913673 42.361876)",,,,,
11178027119,10085770979,0,846430243,,footway,,,False,True,66.07,,"LINESTRING (-71.0906501 42.3621455, -71.091319 42.3618157)",,,,,
11178027119,11178027120,0,1206296580,,service,,,False,False,3.015,,"LINESTRING (-71.0906501 42.3621455, -71.0906691 42.3621687)",,driveway,,,
11178027119,4329042003,0,1206296580,,service,,,False,True,6.49,,"LINESTRING (-71.0906501 42.3621455, -71.0906137 42.3620937)",,driveway,,,
11178027119,7896983867,0,846430243,,footway,,,False,False,32.218,,"LINESTRING (-71.0906501 42.3621455, -71.0905574 42.3621912, -71.0903239 42.3623063)",,,,,
11178027120,11178027118,0,1206296580,,service,,,False,False,7.317,,"LINESTRING (-71.0906691 42.3621687, -71.0907152 42.362225)",,driveway,,,
11178027120,11178027119,0,1206296580,,service,,,False,True,3.015,,"LINESTRING (-71.0906691 42.3621687, -71.0906501 42.3621455)",,driveway,,,
11178027120,11178027113,0,1206296579,,cycleway,,,True,False,31.151,,"LINESTRING (-71.0906691 42.3621687, -71.0906002 42.3622003, -71.090357 42.3623276)",,,,,
11238704305,7625870396,0,817075916,,footway,,,False,False,2.44,,"LINESTRING (-71.0875136 42.3599826, -71.0874879 42.3599936)",,,,,
11238704305,7631024522,0,817075917,,footway,,,False,False,3.559,,"LINESTRING (-71.0875136 42.3599826, -71.0875533 42.3599698)",,,,,
11239895363,7890366289,0,"[845727306, 1213149374]",,footway,,,False,False,29.59,,"LINESTRING (-71.1048681 42.3545814, -71.1049464 42.3547226, -71.1049729 42.3547609, -71.1049847 42.3547886, -71.1050154 42.3548233)",,,,,
11362784018,11594907423,0,"[863570913, 1066204731]",,footway,,,False,False,32.122,,"LINESTRING (-71.0910256 42.3601925, -71.0910223 42.3601879, -71.0909768 42.3601081, -71.0912206 42.3600282)",,,,,
11482792498,6154479698,0,679012557,,footway,,,False,False,4.552,,"LINESTRING (-71.1025719 42.3547953, -71.1025503 42.3547576)",,,,,
11482792498,9672880783,0,1052526830,,footway,,,False,False,4.064,,"LINESTRING (-71.1025719 42.3547953, -71.1025596 42.3548307)",,,,,
11482792498,6357824212,0,"[1007094248, 1236599427]",,footway,,,False,True,18.01,,"LINESTRING (-71.1025719 42.3547953, -71.1026012 42.3547987, -71.1027621 42.3548727)",,,,,
11501719857,7866981410,0,843364433,,footway,,,False,False,6.276,,"LINESTRING (-71.0949636 42.3602778, -71.0948995 42.3603085)",,,,,
11501719857,7866981409,0,843364433,,footway,,,False,True,7.071,,"LINESTRING (-71.0949636 42.3602778, -71.0950358 42.3602432)",,,,,
11501719857,11506955672,0,1183301638,,cycleway,,,True,False,14.17,,"LINESTRING (-71.0949636 42.3602778, -71.094983 42.3602919, -71.0949937 42.3603029, -71.0949988 42.3603143, -71.0950072 42.3603271, -71.0950777 42.3603701)",,,,,
11506955581,7866981409,0,843364433,,footway,,,False,False,7.587,,"LINESTRING (-71.0951133 42.3602061, -71.0950358 42.3602432)",,,,,
11506955581,7866981411,0,843364433,,footway,,,False,True,4.608,,"LINESTRING (-71.0951133 42.3602061, -71.0951604 42.3601836)",,,,,
11506955581,11506955652,0,1217456939,,cycleway,,,True,False,16.863,,"LINESTRING (-71.0951133 42.3602061, -71.0949542 42.3601103)",,,,,
11506955582,7866981406,0,843364431,,footway,,,False,False,7.808,,"LINESTRING (-71.0948467 42.3600456, -71.0947578 42.3600704)",,,,,
11506955582,7866981407,0,843364431,,footway,,,False,True,4.014,,"LINESTRING (-71.0948467 42.3600456, -71.0948936 42.3600355)",,,,,
11506955582,11506955584,0,1217456939,,cycleway,,,True,False,54.693,,"LINESTRING (-71.0948467 42.3600456, -71.0947271 42.3599696, -71.0945651 42.3598626, -71.0944851 42.3598078, -71.0944188 42.3597611, -71.0943544 42.3597147)",,,,,
11506955584,7899300285,0,45469178,,service,,,True,False,3.603,,"LINESTRING (-71.0943544 42.3597147, -71.0943843 42.359691)",,,private,,
11506955584,11506955651,0,1217456939,,cycleway,,,True,False,28.12,,"LINESTRING (-71.0943544 42.3597147, -71.0942836 42.3596606, -71.0942458 42.3596286, -71.0941975 42.3595864, -71.0941305 42.3595237)",,,,,
11506955597,579060230,0,84473999,,footway,,,False,False,8.797,,"LINESTRING (-71.0936654 42.3590059, -71.0935712 42.3590435)",,,,,
