element_type,osmid,geometry,source,building,name,nodes,name:en,name:ja,ref,amenity,atm,brand,brand:en,brand:wikidata,brand:wikipedia,operator,source:name,leisure,opening_hours,tourism,fast_food,internet_access,internet_access:fee,internet_access:ssid,takeaway,shop,ways,name:zh,type,name_1
way,164089788,"POLYGON ((118.8456239 32.0373667, 118.8456263 32.0372973, 118.8459547 32.0373057, 118.8459522 32.0373751, 118.8456239 32.0373667))",bing,apartments,,"[1757489138, 1757489119, 1757489124, 1757489144, 1757489138]",,,,,,,,,,,,,,,,,,,,,,,,
way,164089789,"POLYGON ((118.8459993 32.0366236, 118.8460017 32.0365542, 118.8464516 32.0365652, 118.8464493 32.0366347, 118.8459993 32.0366236))",bing,apartments,,"[1757489048, 1757489043, 1757489045, 1757489049, 1757489048]",,,,,,,,,,,,,,,,,,,,,,,,
way,164089790,"POLYGON ((118.8457281 32.0363169, 118.8457307 32.0362475, 118.8460004 32.0362545, 118.8459979 32.036324, 118.8457281 32.0363169))",bing,apartments,,"[1757488992, 1757488976, 1757488979, 1757489017, 1757488992]",,,,,,,,,,,,,,,,,,,,,,,,
way,164089791,"POLYGON ((118.8458148 32.0358312, 118.8458174 32.0357223, 118.8464626 32.0357332, 118.8464601 32.0358421, 118.8458148 32.0358312))",bing,apartments,,"[1757488907, 1757488899, 1757488903, 1757488912, 1757488907]",,,,,,,,,,,,,,,,,,,,,,,,
way,164089792,"POLYGON ((118.8460251 32.0360947, 118.8460276 32.0360253, 118.8464491 32.0360362, 118.8464466 32.0361057, 118.8460251 32.0360947))",bing,apartments,,"[1757488968, 1757488956, 1757488960, 1757488970, 1757488968]",,,,,,,,,,,,,,,,,,,,,,,,
way,164089793,"POLYGON ((118.8456134 32.0376111, 118.8456158 32.0375417, 118.8459442 32.0375501, 118.8459417 32.0376195, 118.8456134 32.0376111))",bing,apartments,,"[1757489164, 1757489154, 1757489156, 1757489177, 1757489164]",,,,,,,,,,,,,,,,,,,,,,,,
way,164089794,"POLYGON ((118.8459596 32.0374023, 118.8459619 32.0373329, 118.846463 32.0373452, 118.8464606 32.0374146, 118.8459596 32.0374023))",bing,apartments,,"[1757489147, 1757489128, 1757489134, 1757489151, 1757489147]",,,,,,,,,,,,,,,,,,,,,,,,
way,164089795,"POLYGON ((118.8456974 32.0371185, 118.8457 32.037049, 118.8459697 32.0370561, 118.8459672 32.0371255, 118.8456974 32.0371185))",bing,apartments,,"[1757489103, 1757489096, 1757489099, 1757489104, 1757489103]",,,,,,,,,,,,,,,,,,,,,,,,
way,164089796,"POLYGON ((118.8460052 32.0363513, 118.8460077 32.0362818, 118.8464292 32.0362927, 118.8464267 32.0363622, 118.8460052 32.0363513))",bing,apartments,,"[1757489022, 1757488983, 1757488988, 1757489028, 1757489022]",,,,,,,,,,,,,,,,,,,,,,,,
way,164089797,"POLYGON ((118.8459491 32.0376467, 118.8459514 32.0375773, 118.8464525 32.0375896, 118.8464501 32.037659, 118.8459491 32.0376467))",bing,apartments,,"[1757489179, 1757489159, 1757489162, 1757489181, 1757489179]",,,,,,,,,,,,,,,,,,,,,,,,
way,164089798,"POLYGON ((118.845748 32.0360604, 118.8457506 32.0359909, 118.8460203 32.035998, 118.8460178 32.0360675, 118.845748 32.0360604))",bing,apartments,,"[1757488962, 1757488948, 1757488951, 1757488965, 1757488962]",,,,,,,,,,,,,,,,,,,,,,,,
way,164089799,"POLYGON ((118.8459746 32.0371528, 118.845977 32.0370833, 118.8464285 32.0370944, 118.8464261 32.0371638, 118.8459746 32.0371528))",bing,apartments,,"[1757489105, 1757489101, 1757489102, 1757489106, 1757489105]",,,,,,,,,,,,,,,,,,,,,,,,
way,164089800,"POLYGON ((118.8457086 32.0368478, 118.8457111 32.0367783, 118.8459809 32.0367854, 118.8459784 32.0368548, 118.8457086 32.0368478))",bing,apartments,,"[1757489080, 1757489050, 1757489051, 1757489084, 1757489080]",,,,,,,,,,,,,,,,,,,,,,,,
way,164089801,"POLYGON ((118.8459859 32.036882, 118.845988 32.0368125, 118.8464365 32.0368225, 118.8464344 32.0368919, 118.8459859 32.036882))",bing,apartments,,"[1757489088, 1757489072, 1757489075, 1757489092, 1757489088]",,,,,,,,,,,,,,,,,,,,,,,,
way,164089802,"POLYGON ((118.8457221 32.0365893, 118.8457247 32.0365199, 118.8459944 32.036527, 118.8459919 32.0365964, 118.8457221 32.0365893))",bing,apartments,,"[1757489046, 1757489033, 1757489039, 1757489047, 1757489046]",,,,,,,,,,,,,,,,,,,,,,,,
way,164089803,"POLYGON ((118.8466226 32.0379856, 118.8468088 32.0379945, 118.8468134 32.0379258, 118.8469846 32.0379296, 118.8469785 32.0380098, 118.8468945 32.0380098, 118.8468914 32.0380671, 118.8466241 32.0380607, 118.8466226 32.0379856))",bing,yes,,"[1757489205, 1757489211, 1757489192, 1757489194, 1757489217, 1757489215, 1757489233, 1757489220, 1757489205]",,,,,,,,,,,,,,,,,,,,,,,,
way,164090307,"POLYGON ((118.8471732 32.0372004, 118.8471754 32.0370915, 118.8475938 32.0370976, 118.8475916 32.0372065, 118.8471732 32.0372004))",bing,apartments,,"[1757494451, 1757494442, 1757494444, 1757494454, 1757494451]",,,,,,,,,,,,,,,,,,,,,,,,
way,164090309,"POLYGON ((118.8471446 32.0377262, 118.8471468 32.0376173, 118.8475653 32.0376234, 118.8475631 32.0377323, 118.8471446 32.0377262))",bing,apartments,,"[1757494477, 1757494473, 1757494475, 1757494479, 1757494477]",,,,,,,,,,,,,,,,,,,,,,,,
way,164090314,"POLYGON ((118.8471912 32.0374461, 118.8471934 32.0373372, 118.8476118 32.0373433, 118.8476096 32.0374522, 118.8471912 32.0374461))",bing,apartments,,"[1757494467, 1757494458, 1757494460, 1757494470, 1757494467]",,,,,,,,,,,,,,,,,,,,,,,,
way,164090316,"POLYGON ((118.8465785 32.0371826, 118.8465807 32.0370737, 118.8469991 32.0370798, 118.8469969 32.0371887, 118.8465785 32.0371826))",bing,apartments,,"[1757494447, 1757494436, 1757494440, 1757494449, 1757494447]",,,,,,,,,,,,,,,,,,,,,,,,
way,164090317,"POLYGON ((118.8465717 32.0374429, 118.8465739 32.037334, 118.8469924 32.0373401, 118.8469902 32.037449, 118.8465717 32.0374429))",bing,apartments,,"[1757494462, 1757494456, 1757494457, 1757494464, 1757494462]",,,,,,,,,,,,,,,,,,,,,,,,
way,164090794,"POLYGON ((118.8532315 32.0348337, 118.8532331 32.0349324, 118.8536958 32.0349269, 118.8536941 32.0348282, 118.8532315 32.0348337))",bing,apartments,,"[1757501150, 1757501160, 1757501162, 1757501153, 1757501150]",,,,,,,,,,,,,,,,,,,,,,,,
way,164090795,"POLYGON ((118.8537831 32.03487, 118.8537866 32.0349687, 118.8543725 32.034954, 118.8543691 32.0348553, 118.8537831 32.03487))",bing,apartments,,"[1757501158, 1757501169, 1757501164, 1757501155, 1757501158]",,,,,,,,,,,,,,,,,,,,,,,,
way,164090796,"POLYGON ((118.8537636 32.0346404, 118.8537671 32.0347391, 118.854353 32.0347244, 118.8543495 32.0346257, 118.8537636 32.0346404))",bing,apartments,,"[1757501139, 1757501147, 1757501144, 1757501142, 1757501139]",,,,,,,,,,,,,,,,,,,,,,,,
way,164090797,"POLYGON ((118.8537245 32.0341159, 118.8537281 32.0342361, 118.8542315 32.0342254, 118.8542279 32.0341051, 118.8537245 32.0341159))",bing,apartments,,"[1757501120, 1757501122, 1757501123, 1757501118, 1757501120]",,,,,,,,,,,,,,,,,,,,,,,,
way,164090798,"POLYGON ((118.8537649 32.0343768, 118.8537687 32.034497, 118.8542405 32.0344864, 118.8542368 32.0343662, 118.8537649 32.0343768))",bing,apartments,,"[1757501128, 1757501134, 1757501131, 1757501125, 1757501128]",,,,,,,,,,,,,,,,,,,,,,,,
way,164090799,"POLYGON ((118.8573745 32.0326644, 118.8573683 32.0325097, 118.8578792 32.0324951, 118.857873 32.0323398, 118.8579917 32.0323364, 118.858004 32.0326464, 118.8573745 32.0326644))",bing,dormitory,82舍,"[1757501114, 1757501107, 1757501106, 1757501104, 1757501105, 1757501108, 1757501114]",,,,,,,,,,,,,,,,,,,,,,,,
way,164091191,"POLYGON ((118.8526077 32.0348595, 118.8526103 32.0349396, 118.8530626 32.0349292, 118.85306 32.0348491, 118.8526077 32.0348595))",bing,apartments,,"[1757510034, 1757510035, 1757510036, 1757510033, 1757510034]",,,,,,,,,,,,,,,,,,,,,,,,
way,164091192,"POLYGON ((118.8532962 32.0335294, 118.8532963 32.0336133, 118.8536315 32.033613, 118.8536314 32.0335291, 118.8532962 32.0335294))",bing,apartments,,"[1757510013, 1757510017, 1757510018, 1757510015, 1757510013]",,,,,,,,,,,,,,,,,,,,,,,,
way,164091193,"POLYGON ((118.8533316 32.0342955, 118.8533348 32.0344201, 118.8536699 32.034414, 118.8536668 32.0342894, 118.8533316 32.0342955))",bing,apartments,,"[1757510030, 1757510031, 1757510032, 1757510029, 1757510030]",,,,,,,,,,,,,,,,,,,,,,,,
way,164091194,"POLYGON ((118.8525921 32.0351228, 118.8525942 32.0352181, 118.8530195 32.0352112, 118.8530174 32.0351158, 118.8525921 32.0351228))",bing,apartments,,"[1757510037, 1757510040, 1757510041, 1757510038, 1757510037]",,,,,,,,,,,,,,,,,,,,,,,,
way,164091195,"POLYGON ((118.8532967 32.0337666, 118.8532988 32.0338505, 118.853634 32.0338443, 118.8536319 32.0337604, 118.8532967 32.0337666))",bing,apartments,,"[1757510019, 1757510022, 1757510023, 1757510020, 1757510019]",,,,,,,,,,,,,,,,,,,,,,,,
way,164091196,"POLYGON ((118.8533219 32.0340281, 118.853325 32.0341527, 118.8536602 32.0341467, 118.853657 32.034022, 118.8533219 32.0340281))",bing,apartments,,"[1757510025, 1757510026, 1757510027, 1757510024, 1757510025]",,,,,,,,,,,,,,,,,,,,,,,,
way,164093659,"POLYGON ((118.8544631 32.033465, 118.8544666 32.0335433, 118.854864 32.0335306, 118.8548605 32.0334522, 118.8544631 32.033465))",bing,apartments,,"[1757539554, 1757539562, 1757539559, 1757539553, 1757539554]",,,,,,,,,,,,,,,,,,,,,,,,
way,164093660,"POLYGON ((118.8545377 32.0344645, 118.8545412 32.0345429, 118.8549386 32.0345301, 118.8549351 32.0344518, 118.8545377 32.0344645))",bing,apartments,,"[1757539593, 1757539597, 1757539595, 1757539592, 1757539593]",,,,,,,,,,,,,,,,,,,,,,,,
way,164093661,"POLYGON ((118.8550734 32.0348013, 118.8550773 32.0348796, 118.855667 32.0348583, 118.855663 32.03478, 118.8550734 32.0348013))",bing,apartments,,"[1757539609, 1757539614, 1757539613, 1757539605, 1757539609]",,,,,,,,,,,,,,,,,,,,,,,,
way,164093662,"POLYGON ((118.855025 32.0337389, 118.8550288 32.0338172, 118.85565 32.0337958, 118.8556462 32.0337175, 118.855025 32.0337389))",bing,apartments,,"[1757539567, 1757539577, 1757539575, 1757539565, 1757539567]",,,,,,,,,,,,,,,,,,,,,,,,
way,164093663,"POLYGON ((118.8543977 32.033048, 118.8544014 32.0331263, 118.8548469 32.0331112, 118.8548432 32.0330328, 118.8543977 32.033048))",bing,apartments,,"[1757539546, 1757539551, 1757539548, 1757539544, 1757539546]",,,,,,,,,,,,,,,,,,,,,,,,
way,164093664,"POLYGON ((118.8545527 32.034737, 118.8545562 32.0348153, 118.8549537 32.0348025, 118.8549502 32.0347242, 118.8545527 32.034737))",bing,apartments,,"[1757539601, 1757539611, 1757539607, 1757539600, 1757539601]",,,,,,,,,,,,,,,,,,,,,,,,
way,164093666,"POLYGON ((118.8550647 32.0342723, 118.8550687 32.0343506, 118.8556583 32.0343293, 118.8556544 32.034251, 118.8550647 32.0342723))",bing,apartments,,"[1757539589, 1757539591, 1757539590, 1757539587, 1757539589]",,,,,,,,,,,,,,,,,,,,,,,,
way,164093667,"POLYGON ((118.8549918 32.0330363, 118.8549955 32.0331146, 118.8556167 32.0330932, 118.855613 32.0330149, 118.8549918 32.0330363))",bing,apartments,,"[1757539545, 1757539549, 1757539547, 1757539543, 1757539545]",,,,,,,,,,,,,,,,,,,,,,,,
way,164093668,"POLYGON ((118.8550632 32.0345358, 118.8550672 32.0346141, 118.8556568 32.0345928, 118.8556529 32.0345145, 118.8550632 32.0345358))",bing,apartments,,"[1757539596, 1757539599, 1757539598, 1757539594, 1757539596]",,,,,,,,,,,,,,,,,,,,,,,,
way,164093669,"POLYGON ((118.8550393 32.034005, 118.8550431 32.0340833, 118.8556643 32.0340619, 118.8556605 32.0339836, 118.8550393 32.034005))",bing,apartments,,"[1757539581, 1757539584, 1757539583, 1757539579, 1757539581]",,,,,,,,,,,,,,,,,,,,,,,,
way,164093672,"POLYGON ((118.8549935 32.0334818, 118.8549972 32.0335601, 118.8556184 32.0335386, 118.8556147 32.0334603, 118.8549935 32.0334818))",bing,apartments,,"[1757539557, 1757539563, 1757539560, 1757539556, 1757539557]",,,,,,,,,,,,,,,,,,,,,,,,
way,164753002,"POLYGON ((118.8513418 32.0246554, 118.8517253 32.0246595, 118.851726 32.0244499, 118.8513458 32.0244545, 118.8513418 32.0246554))",bing,yes,南京理工大学创业孵化园,"[1763569439, 1763569440, 1763569437, 1763569435, 1763569439]",,,,,,,,,,,,,,,,,,,,,,,,
way,164836749,"POLYGON ((118.8511055 32.0267958, 118.8511231 32.026888, 118.8511615 32.0269598, 118.8512222 32.0270344, 118.8513022 32.0270859, 118.8513805 32.0271212, 118.8514893 32.0271428, 118.8515788 32.0271428, 118.8516572 32.0271212, 118.8517323 32.02709, 118.8517899 32.0270439, 118.8518379 32.0269951, 118.8518795 32.0269273, 118.8519018 32.0268473, 118.8519082 32.0267782, 118.851889 32.0266819, 118.8518555 32.0266223, 118.8518219 32.0265843, 118.8517659 32.0265396, 118.8517084 32.0265057, 118.8517084 32.0267063, 118.8509496 32.0266955, 118.8509464 32.0267924, 118.8511055 32.0267958))",bing,university,逸夫教学楼,"[1764370718, 1764370720, 1764370722, 1764370724, 1764370726, 1764370728, 1764370730, 1764370731, 1764370729, 1764370727, 1764370725, 1764370723, 1764370721, 1764370719, 1764370716, 1764370709, 1764370707, 1764370706, 1764370705, 1764370703, 1764370711, 1764370710, 1764370717, 1764370718]",,,,,,,,,,,,,,,,,,,,,,,,
way,165713912,"POLYGON ((118.8487737 32.0260497, 118.8482321 32.0260365, 118.8482373 32.0258828, 118.848779 32.025896, 118.8487737 32.0260497))",bing,yes,,"[1772539440, 1772539439, 1772539436, 1772539437, 1772539440]",,,,,,,,,,,,,,,,,,,,,,,,
way,165713913,"POLYGON ((118.8487761 32.0263473, 118.8482344 32.026334, 118.8482397 32.0261803, 118.8487813 32.0261936, 118.8487761 32.0263473))",bing,yes,,"[1772539444, 1772539443, 1772539441, 1772539442, 1772539444]",,,,,,,,,,,,,,,,,,,,,,,,
way,165713914,"POLYGON ((118.8487668 32.0266636, 118.8482251 32.0266503, 118.8482304 32.0264966, 118.848772 32.0265099, 118.8487668 32.0266636))",bing,yes,,"[1772539448, 1772539447, 1772539445, 1772539446, 1772539448]",,,,,,,,,,,,,,,,,,,,,,,,
way,474202731,"POLYGON ((118.8509673 32.0279992, 118.8519195 32.0279786, 118.8518255 32.0274488, 118.8510612 32.0274557, 118.8509673 32.0279992))",,yes,南京理工大学图书馆,"[4682076054, 4682076055, 4682076056, 4682076057, 4682076054]",,,,library,,,,,,,,,,,,wlan,yes,NJUST,,,,,,
way,656141740,"POLYGON ((118.8529783 32.0248481, 118.8529767 32.0247134, 118.8529563 32.0247065, 118.8529541 32.0245185, 118.8537225 32.0245119, 118.8537271 32.0248808, 118.8534144 32.0248835, 118.8534139 32.0248443, 118.8529783 32.0248481))",,yes,星苑美食广场,"[6146815725, 6146815726, 6146815727, 6146815728, 6146815729, 6146815730, 6146815731, 6146815732, 6146815725]",,,,restaurant,,,,,,,,,06:00-22:30,,,,,,yes,,,,,
way,656141744,"POLYGON ((118.8545849 32.0241835, 118.8544195 32.0240438, 118.854335 32.0240428, 118.8541806 32.0240409, 118.8541799 32.0240847, 118.8538596 32.0240809, 118.8538578 32.0241885, 118.854343 32.0241944, 118.8543441 32.02413, 118.8544965 32.0242587, 118.8545849 32.0241835))",bing,dormitory,,"[6146815743, 6146815744, 6147171725, 6146815745, 6146815746, 6146815747, 6146815748, 6146815749, 6146815750, 6146815751, 6146815743]",,,,,,,,,,,,,,,,,,,,,,,,
way,656141748,"POLYGON ((118.854603 32.0246885, 118.8543562 32.024692, 118.8542818 32.0246954, 118.8542828 32.0247275, 118.8542362 32.0247285, 118.854031 32.0247329, 118.853998 32.0247337, 118.8539401 32.0247349, 118.8539426 32.0248157, 118.8543976 32.0248058, 118.8543985 32.0248345, 118.854518 32.0248319, 118.8545168 32.0247913, 118.854606 32.0247894, 118.854603 32.0246885))",,dormitory,,"[6146815757, 6147171723, 6146815758, 6146815759, 6147171722, 6147171719, 6147171713, 6146815760, 6146815761, 6146815762, 6146815763, 6146815764, 6146815765, 6146815766, 6146815757]",,,,,,,,,,,,,,,,,,,,,,,,
way,656141755,"POLYGON ((118.8531786 32.0271223, 118.8531805 32.0270053, 118.8533835 32.0270077, 118.8533864 32.0268258, 118.8531719 32.0268233, 118.8531747 32.026654, 118.8538778 32.0266622, 118.853875 32.0268348, 118.8534834 32.0268302, 118.8534792 32.0270909, 118.8538626 32.0270953, 118.8538607 32.0272121, 118.8534181 32.0272069, 118.8534195 32.0271251, 118.8531786 32.0271223))",,university,能源与动力工程学院,"[6146817100, 6146817101, 6146817102, 6146817103, 6146817104, 6146817105, 6146817106, 6146817107, 6146817108, 6146817109, 6146817110, 6146817111, 6146817112, 6146817113, 6146817100]",,,,,,,,,,,,,,,,,,,,,,,,
way,656141756,"POLYGON ((118.8542246 32.0274145, 118.8542206 32.0269408, 118.8548934 32.0269367, 118.8548938 32.026984, 118.8549776 32.0269835, 118.8549795 32.0272078, 118.8550189 32.0272076, 118.8550196 32.0272823, 118.8549634 32.0272826, 118.8549645 32.02741, 118.8542246 32.0274145))",,university,机械工程学院,"[6146817114, 6146817115, 6146817116, 6146817117, 6146817118, 6146817119, 6146817120, 6146817121, 6146817122, 6146817123, 6146817114]",,,,,,,,,,,,,,,,,,,,,,,,
way,656141761,"POLYGON ((118.8522573 32.0277643, 118.8522541 32.0275912, 118.8524547 32.0275885, 118.8524556 32.027636, 118.8527953 32.0276314, 118.8527946 32.0275928, 118.8529088 32.0275912, 118.8529101 32.0276642, 118.8530175 32.0276628, 118.8530192 32.0277539, 118.8522573 32.0277643))",,university,材料科学与工程学院,"[6146817140, 6146817141, 6146817142, 6146817143, 6146817144, 6146817145, 6146817146, 6146817147, 6146817148, 6146817149, 6146817140]",,,,,,,,,,,,,,,,,,,,,,,,
way,656141766,"POLYGON ((118.8540934 32.0290799, 118.8540929 32.0289431, 118.8541441 32.028943, 118.8541434 32.0287288, 118.8540916 32.028729, 118.8540911 32.0285972, 118.8541423 32.028597, 118.8541415 32.0283664, 118.8540658 32.0283666, 118.8540651 32.0281753, 118.8543306 32.0281747, 118.8543304 32.028135, 118.8549718 32.0281334, 118.8549731 32.0285202, 118.855034 32.02852, 118.8550344 32.0286248, 118.8547317 32.0286256, 118.8547333 32.0290783, 118.8540934 32.0290799))",,university,基础实验楼,"[6146817160, 6146817161, 6146817162, 6146817163, 6146817164, 6146817165, 6146817166, 6146817167, 6146817168, 6146817169, 6146817170, 6146817171, 6146817172, 6146817173, 6146817174, 6146817175, 6146817176, 6146817177, 6146817160]",,,,,,,,,,,,,,,,,,,,,,,,
way,656141767,"POLYGON ((118.8552277 32.0287135, 118.8552199 32.0281127, 118.8554136 32.0281109, 118.8554107 32.0278875, 118.8552128 32.0278893, 118.8552112 32.0277651, 118.8557624 32.02776, 118.8557643 32.0279014, 118.8556028 32.0279029, 118.8556051 32.0280787, 118.8557429 32.0280774, 118.8557511 32.0287086, 118.8552277 32.0287135))",,university,工程训练中心,"[6146817178, 6146817179, 6146817180, 6146817181, 6146817182, 6146817183, 6146817184, 6146817185, 6146817186, 6146817187, 6146817188, 6146817189, 6146817178]",,,,,,,,,,,,,,,,,,,,,,,,
way,656141768,"POLYGON ((118.8522986 32.0282686, 118.8523015 32.0281165, 118.8524222 32.0281165, 118.852431 32.0281564, 118.852834 32.0281539, 118.852837 32.0281215, 118.852987 32.028119, 118.852987 32.0282637, 118.8522986 32.0282686))",,university,格莱特纳米研究所,"[6146817190, 6146817191, 6146817192, 6146817193, 6146817194, 6146817195, 6146817196, 6146817197, 6146817190]",,,,,,,,,,,,,,,,,,,,,,,,
way,656141769,"POLYGON ((118.8540852 32.0300933, 118.8540884 32.0299255, 118.8545308 32.0299315, 118.8545329 32.0298219, 118.854209 32.0298174, 118.8542147 32.0295217, 118.8545133 32.0295258, 118.8545158 32.0293945, 118.8540767 32.0293885, 118.8540801 32.0292092, 118.8550344 32.0292223, 118.8550314 32.0293805, 118.8546358 32.0293751, 118.8546329 32.0295268, 118.8550298 32.0295322, 118.8550265 32.0297091, 118.8546345 32.0297037, 118.8546309 32.0298885, 118.8550069 32.0298936, 118.8550028 32.0301059, 118.8540852 32.0300933))",,university,化工学院与环生学院,"[6146817198, 6146817199, 6146817200, 6146817201, 6146817202, 6146817203, 6146817204, 6146817205, 6146817206, 6146817207, 6146817208, 6146817209, 6146817210, 6146817211, 6146817212, 6146817213, 6146817214, 6146817215, 6146817216, 6146817217, 6146817198]",,,,,,,,,,,,,,,,,,,,,,,,
way,656141771,"POLYGON ((118.8540419 32.0309195, 118.8540407 32.0307861, 118.8546423 32.0307821, 118.8546435 32.0309155, 118.8540419 32.0309195))",,university,民爆楼,"[6146817222, 6146817223, 6146817224, 6146817225, 6146817222]",,,,,,,,,,,,,,,,,,,,,,,,
way,656141773,"POLYGON ((118.8540989 32.0267128, 118.8540959 32.0265929, 118.8545845 32.026584, 118.8545876 32.0267039, 118.8540989 32.0267128))",,university,弹药楼,"[6146817226, 6146817227, 6146817228, 6146817229, 6146817226]",,,,,,,,,,,,,,,,,,,,,,,,
