u,v,key,osmid,lanes,highway,oneway,reversed,length,name,geometry,bridge,junction,service,tunnel
1463998788,1532713436,0,137077802,2,residential,False,False,26.565,,"LINESTRING (118.8478777 32.0335899, 118.8481595 32.0335872)",,,,
1463998788,1503665098,0,135149846,2,living_street,False,False,138.95399999999998,理工大学3号路,"LINESTRING (118.8478777 32.0335899, 118.8478069 32.0347551, 118.8478021 32.0348379)",,,,
1463998788,1497354114,0,135149846,2,living_street,False,True,216.022,理工大学3号路,"LINESTRING (118.8478777 32.0335899, 118.8478756 32.0331772, 118.8478652 32.0316472)",,,,
1463998788,1737988869,0,"[137077802, 133607077]",2,"['living_street', 'residential']",False,True,62.802,,"LINESTRING (118.8478777 32.0335899, 118.847699 32.0335963, 118.8472123 32.0335745)",,,,
1463998794,1532713412,0,135149846,2,living_street,False,False,88.747,理工大学3号路,"LINESTRING (118.8479687 32.0294019, 118.8479419 32.0301997)",,,,
1463998794,1463998798,0,135149846,2,living_street,False,True,131.923,理工大学3号路,"LINESTRING (118.8479687 32.0294019, 118.8480054 32.0282159)",,,,
1463998794,1768160452,0,164745793,,service,False,False,78.265,,"LINESTRING (118.8479687 32.0294019, 118.8487989 32.0294086)",,,,
1463998798,1463998794,0,135149846,2,living_street,False,False,131.923,理工大学3号路,"LINESTRING (118.8480054 32.0282159, 118.8479687 32.0294019)",,,,
1463998798,1484509798,0,135149846,2,living_street,False,True,151.692,理工大学3号路,"LINESTRING (118.8480054 32.0282159, 118.8480054 32.0268517)",,,,
1463998798,1763532175,0,164745795,,service,False,False,151.753,,"LINESTRING (118.8480054 32.0282159, 118.8496148 32.0282454)",,,,
1463998804,1737988892,0,135149846,2,living_street,False,False,111.718,理工大学3号路,"LINESTRING (118.8477778 32.0366121, 118.8477011 32.0376147)",,,,
1463998804,1710201708,0,135149846,2,living_street,False,True,64.507,理工大学3号路,"LINESTRING (118.8477778 32.0366121, 118.8477842 32.036032)",,,,
1463998804,1737988881,0,161844660,,living_street,False,False,65.625,,"LINESTRING (118.8477778 32.0366121, 118.848474 32.0366115)",,,,
1464739860,1710201704,0,133117088,2,residential,False,False,257.505,理工大学2号路,"LINESTRING (118.8513567 32.0367849, 118.8513313 32.0351288, 118.8513413 32.0344693)",,,,
1464752915,1497354127,0,133117329,2,service,False,True,90.175,理工大学2号路,"LINESTRING (118.8514064 32.0311451, 118.8513945 32.031956)",,,,
1464752915,1497354108,0,136510945,,living_street,False,False,111.679,友谊路,"LINESTRING (118.8514064 32.0311451, 118.8525911 32.0311495)",,,,
1464752915,1497354106,0,136510945,,living_street,False,True,111.09,友谊路,"LINESTRING (118.8514064 32.0311451, 118.8502282 32.0311241)",,,,
1464752915,1464752922,0,"[758671174, 758671175]",2,service,False,False,44.498,理工大学2号路,"LINESTRING (118.8514064 32.0311451, 118.8514147 32.0309274, 118.8514204 32.0307451)",yes,,,
1464752922,1757181411,0,157207757,,service,False,False,8.157,,"LINESTRING (118.8514204 32.0307451, 118.851506 32.0307344)",,,,
1464752922,1757181409,0,157207757,,service,False,True,8.593,,"LINESTRING (118.8514204 32.0307451, 118.8513361 32.0307157)",,,,
1464752922,1464752915,0,"[758671174, 758671175]",2,service,False,True,44.498,理工大学2号路,"LINESTRING (118.8514204 32.0307451, 118.8514147 32.0309274, 118.8514064 32.0311451)",yes,,,
1464752924,1536890710,0,133117330,2,living_street,False,False,160.715,理工大学1号路,"LINESTRING (118.8542174 32.0334644, 118.8540042 32.0320304)",,,,
1464752924,1503665079,0,133607078,,service,False,True,132.143,,"LINESTRING (118.8542174 32.0334644, 118.8543838 32.0334421, 118.8548868 32.0334166, 118.8549415 32.0334527, 118.8556012 32.0334321)",,,,
1464752924,1497354128,0,"[758671170, 758671171]",2,residential,False,False,169.56300000000002,,"LINESTRING (118.8542174 32.0334644, 118.854068 32.0334666, 118.8524189 32.0334925)",yes,,,
1464752929,1536890710,0,133117330,2,living_street,False,True,98.199,理工大学1号路,"LINESTRING (118.853874 32.0311542, 118.8540042 32.0320304)",,,,
1464752929,1712764488,0,758671169,,living_street,False,True,14.63,友谊路,"LINESTRING (118.853874 32.0311542, 118.8537188 32.0311536)",yes,,,
1464752929,6147171780,0,758671173,2,living_street,False,False,23.09,理工大学1号路,"LINESTRING (118.853874 32.0311542, 118.8538797 32.0309466)",yes,,,
1464752929,1536890672,0,140265539,,living_street,False,True,224.34499999999997,,"LINESTRING (118.853874 32.0311542, 118.8555911 32.0311943, 118.8557488 32.0311476, 118.8558079 32.0310841, 118.8558434 32.0307466)",,,,
1470635084,1497354127,0,133117329,2,service,False,False,160.179,理工大学2号路,"LINESTRING (118.8513759 32.0333964, 118.8513742 32.0333462, 118.8513945 32.031956)",,,,
1470635084,1470635090,0,133607080,2,residential,True,False,21.61,,"LINESTRING (118.8513759 32.0333964, 118.8514214 32.0334012, 118.8514632 32.0334172, 118.8514976 32.0334429, 118.8515214 32.0334761, 118.8515326 32.0335138)",,roundabout,,
1470635090,1470635097,0,133607080,2,residential,True,False,25.372,,"LINESTRING (118.8515326 32.0335138, 118.8515304 32.0335518, 118.8515154 32.0335876, 118.8514887 32.0336182, 118.8514528 32.033641, 118.8514106 32.0336539, 118.8513658 32.033656)",,roundabout,,
1470635090,1497354128,0,758671170,2,residential,False,True,83.6,,"LINESTRING (118.8515326 32.0335138, 118.8515929 32.0335085, 118.8519801 32.0334983, 118.8524189 32.0334925)",,,,
1470635092,1470635084,0,133607080,2,residential,True,False,21.704,,"LINESTRING (118.8512265 32.0335214, 118.8512352 32.0334831, 118.8512569 32.0334486, 118.8512897 32.0334212, 118.8513306 32.0334033, 118.8513759 32.0333964)",,roundabout,,
1470635092,1497354129,0,137077802,2,residential,False,True,109.56,,"LINESTRING (118.8512265 32.0335214, 118.8511517 32.0335204, 118.8500645 32.0335404)",,,,
1470635094,1674422717,0,137077802,2,residential,False,True,33.692,,"LINESTRING (118.8489279 32.0335754, 118.8485706 32.0335832)",,,,
1470635094,1497354129,0,137077802,2,residential,False,False,107.213,,"LINESTRING (118.8489279 32.0335754, 118.8496657 32.03355, 118.8500645 32.0335404)",,,,
1470635094,1757463050,0,158896844,,living_street,False,False,53.971999999999994,,"LINESTRING (118.8489279 32.0335754, 118.8489432 32.0339061, 118.8489506 32.0340604)",,,,
1470635097,1710201704,0,133117088,2,residential,False,True,90.549,理工大学2号路,"LINESTRING (118.8513658 32.033656, 118.8513528 32.0337191, 118.8513413 32.0344693)",,,,
1470635097,1470635092,0,133607080,2,residential,True,False,21.873,,"LINESTRING (118.8513658 32.033656, 118.8513208 32.0336465, 118.8512811 32.0336261, 118.8512505 32.0335965, 118.8512318 32.0335605, 118.8512265 32.0335214)",,roundabout,,
1484509791,1484509799,0,135149870,,service,False,False,113.506,,"LINESTRING (118.8496547 32.0258363, 118.8496918 32.0268566)",,,,
1484509791,1710212035,0,140265541,,service,False,True,134.504,,"LINESTRING (118.8496547 32.0258363, 118.8510814 32.0258474)",,,,
1484509791,1710212034,0,158898141,,living_street,False,True,77.415,,"LINESTRING (118.8496547 32.0258363, 118.8488337 32.0258216)",,,,
1484509798,1463998798,0,135149846,2,living_street,False,False,151.692,理工大学3号路,"LINESTRING (118.8480054 32.0268517, 118.8480054 32.0282159)",,,,
1484509798,1710212038,0,135149846,2,living_street,False,True,101.389,理工大学3号路,"LINESTRING (118.8480054 32.0268517, 118.84801 32.0259399)",,,,
1484509798,1772539451,0,135149860,,living_street,False,True,78.698,,"LINESTRING (118.8480054 32.0268517, 118.8488402 32.0268541)",,,,
1484509799,1772539451,0,135149860,,living_street,False,False,80.282,,"LINESTRING (118.8496918 32.0268566, 118.8488402 32.0268541)",,,,
1484509799,1484509791,0,135149870,,service,False,True,113.506,,"LINESTRING (118.8496918 32.0268566, 118.8496547 32.0258363)",,,,
1484509799,1484509806,0,135149870,,service,False,False,72.555,,"LINESTRING (118.8496918 32.0268566, 118.8496922 32.0271052, 118.8496621 32.0275083)",,,,
1484509806,1763532175,0,135149870,,service,False,False,82.083,,"LINESTRING (118.8496621 32.0275083, 118.8496148 32.0282454)",,,,
1484509806,1763532173,0,158898143,,service,False,True,61.851,,"LINESTRING (118.8496621 32.0275083, 118.850318 32.027522)",,,,
1484509806,1484509799,0,135149870,,service,False,True,72.555,,"LINESTRING (118.8496621 32.0275083, 118.8496922 32.0271052, 118.8496918 32.0268566)",,,,
1484509810,1484509812,0,135149870,,service,False,False,120.441,,"LINESTRING (118.8495715 32.0294149, 118.8495839 32.030498)",,,,
1484509810,1763532175,0,135149870,,service,False,True,130.107,,"LINESTRING (118.8495715 32.0294149, 118.8496148 32.0282454)",,,,
1484509810,1757181362,0,164745793,,service,False,False,68.338,,"LINESTRING (118.8495715 32.0294149, 118.850296 32.029436)",,,,
1484509810,1768160452,0,164745793,,service,False,True,72.835,,"LINESTRING (118.8495715 32.0294149, 118.8487989 32.0294086)",,,,
1484509811,1532713429,0,135149846,2,living_street,False,False,9.263,理工大学3号路,"LINESTRING (118.8479329 32.0304909, 118.8479316 32.0305742)",,,,
1484509811,1532713412,0,135149846,2,living_street,False,True,32.391,理工大学3号路,"LINESTRING (118.8479329 32.0304909, 118.8479419 32.0301997)",,,,
1484509811,1768160459,0,135149864,,service,False,False,80.578,,"LINESTRING (118.8479329 32.0304909, 118.8487876 32.0305008)",,,,
1484509812,1484509810,0,135149870,,service,False,True,120.441,,"LINESTRING (118.8495839 32.030498, 118.8495715 32.0294149)",,,,
1484509812,1764372088,0,656192329,,service,False,False,61.631,,"LINESTRING (118.8495839 32.030498, 118.8502376 32.0305069)",,,,
1484509812,6147171765,0,656192329,,service,False,True,73.397,,"LINESTRING (118.8495839 32.030498, 118.8488053 32.0305007)",,,,
1484509813,1757181366,0,164057253,,service,False,True,29.424,,"LINESTRING (118.8507411 32.0304706, 118.8507505 32.0302061)",,,,
1484509813,1764372088,0,656192329,,service,False,True,47.635,,"LINESTRING (118.8507411 32.0304706, 118.8502376 32.0305069)",,,,
1484509813,1757181409,0,157207757,,service,False,False,62.715,,"LINESTRING (118.8507411 32.0304706, 118.8510198 32.0306187, 118.8513361 32.0307157)",,,,
1484509816,1497354106,0,136510945,,living_street,False,False,220.396,友谊路,"LINESTRING (118.8478908 32.0310789, 118.8502282 32.0311241)",,,,
1484509816,1497354114,0,135149846,2,living_street,False,False,63.251999999999995,理工大学3号路,"LINESTRING (118.8478908 32.0310789, 118.847867 32.0314616, 118.8478652 32.0316472)",,,,
1484509816,8494719079,0,135149846,2,living_street,False,True,47.591,理工大学3号路,"LINESTRING (118.8478908 32.0310789, 118.8479206 32.0310216, 118.8479296 32.0306563)",,,,
1497354106,1497354117,0,136510943,,service,False,True,61.259,,"LINESTRING (118.8502282 32.0311241, 118.850215 32.0316749)",,,alley,
1497354106,1464752915,0,136510945,,living_street,False,False,111.09,友谊路,"LINESTRING (118.8502282 32.0311241, 118.8514064 32.0311451)",,,,
1497354106,1484509816,0,136510945,,living_street,False,True,220.396,友谊路,"LINESTRING (118.8502282 32.0311241, 118.8478908 32.0310789)",,,,
1497354106,6147171773,0,"[758671176, 758671177, 136510943]",,service,False,False,35.464,,"LINESTRING (118.8502282 32.0311241, 118.8502294 32.0310571, 118.8502319 32.0309498, 118.8502331 32.0308052)",yes,,alley,
1497354108,1712764553,0,136510942,,service,False,True,61.031,,"LINESTRING (118.8525911 32.0311495, 118.8525508 32.0316973)",,,alley,
1497354108,1712764488,0,136510945,,living_street,False,False,106.306,友谊路,"LINESTRING (118.8525911 32.0311495, 118.8537188 32.0311536)",,,,
1497354108,1464752915,0,136510945,,living_street,False,True,111.679,友谊路,"LINESTRING (118.8525911 32.0311495, 118.8514064 32.0311451)",,,,
1497354114,1463998788,0,135149846,2,living_street,False,False,216.022,理工大学3号路,"LINESTRING (118.8478652 32.0316472, 118.8478756 32.0331772, 118.8478777 32.0335899)",,,,
1497354114,1484509816,0,135149846,2,living_street,False,True,63.251999999999995,理工大学3号路,"LINESTRING (118.8478652 32.0316472, 118.847867 32.0314616, 118.8478908 32.0310789)",,,,
1497354114,1674422691,0,"[136510939, 136510940, 136510941]",,service,False,False,132.503,,"LINESTRING (118.8478652 32.0316472, 118.8482793 32.031651, 118.8484284 32.0316496, 118.8492705 32.0316683)",yes,,alley,
1497354117,1674422691,0,136510940,,service,False,True,89.037,,"LINESTRING (118.850215 32.0316749, 118.8492705 32.0316683)",,,alley,
1497354117,1497354106,0,136510943,,service,False,False,61.259,,"LINESTRING (118.850215 32.0316749, 118.8502282 32.0311241)",,,alley,
1497354117,1497354118,0,136510943,,service,False,True,28.877,,"LINESTRING (118.850215 32.0316749, 118.8502154 32.0319346)",,,alley,
1497354118,1497354127,0,136510938,,service,False,False,111.174,,"LINESTRING (118.8502154 32.0319346, 118.8513945 32.031956)",,,alley,
1497354118,1497354117,0,136510943,,service,False,False,28.877,,"LINESTRING (118.8502154 32.0319346, 118.850215 32.0316749)",,,alley,
1497354118,1674420189,0,136510943,,service,False,True,69.597,,"LINESTRING (118.8502154 32.0319346, 118.8501759 32.0325596)",,,alley,
1497354127,1464752915,0,133117329,2,service,False,False,90.175,理工大学2号路,"LINESTRING (118.8513945 32.031956, 118.8514064 32.0311451)",,,,
1497354127,1497354118,0,136510938,,service,False,True,111.174,,"LINESTRING (118.8513945 32.031956, 118.8502154 32.0319346)",,,alley,
1497354127,1470635084,0,133117329,2,service,False,True,160.179,理工大学2号路,"LINESTRING (118.8513945 32.031956, 118.8513742 32.0333462, 118.8513759 32.0333964)",,,,
1497354128,1712764553,0,136510942,,service,False,False,200.004,,"LINESTRING (118.8524189 32.0334925, 118.8525508 32.0316973)",,,alley,
1497354128,1470635090,0,758671170,2,residential,False,False,83.60000000000001,,"LINESTRING (118.8524189 32.0334925, 118.8519801 32.0334983, 118.8515929 32.0335085, 118.8515326 32.0335138)",,,,
1497354128,1464752924,0,"[758671170, 758671171]",2,residential,False,True,169.56300000000002,,"LINESTRING (118.8524189 32.0334925, 118.854068 32.0334666, 118.8542174 32.0334644)",yes,,,
1497354129,1674420189,0,136510943,,service,False,False,109.565,,"LINESTRING (118.8500645 32.0335404, 118.8501759 32.0325596)",,,alley,
1497354129,1710201701,0,136510943,,service,False,True,36.488,,"LINESTRING (118.8500645 32.0335404, 118.8500758 32.0338684)",,,alley,
1497354129,1470635092,0,137077802,2,residential,False,False,109.56,,"LINESTRING (118.8500645 32.0335404, 118.8511517 32.0335204, 118.8512265 32.0335214)",,,,
1497354129,1470635094,0,137077802,2,residential,False,True,107.213,,"LINESTRING (118.8500645 32.0335404, 118.8496657 32.03355, 118.8489279 32.0335754)",,,,
1503665079,1464752924,0,133607078,,service,False,False,132.143,,"LINESTRING (118.8556012 32.0334321, 118.8549415 32.0334527, 118.8548868 32.0334166, 118.8543838 32.0334421, 118.8542174 32.0334644)",,,,
1503665098,1737988872,0,133607077,,living_street,False,False,58.92,,"LINESTRING (118.8478021 32.0348379, 118.8471771 32.0348307)",,,,
1503665098,1737990545,0,135149846,2,living_street,False,False,43.838,理工大学3号路,"LINESTRING (118.8478021 32.0348379, 118.8477895 32.035232)",,,,
1503665098,1463998788,0,135149846,2,living_street,False,True,138.95399999999998,理工大学3号路,"LINESTRING (118.8478021 32.0348379, 118.8478069 32.0347551, 118.8478777 32.0335899)",,,,
1507223908,6146817096,0,140265541,,service,False,False,14.755,,"LINESTRING (118.8531327 32.0258537, 118.8529765 32.0258621)",,,,
1507223908,1536890532,0,656141753,,service,False,False,73.742,,"LINESTRING (118.8531327 32.0258537, 118.8531147 32.0265167)",,,,
1507223908,6146817098,0,656141753,,service,False,True,59.617999999999995,,"LINESTRING (118.8531327 32.0258537, 118.8532065 32.0255762, 118.8532366 32.0253258)",,,,
1507223909,1710212040,0,656141753,,service,False,False,74.178,,"LINESTRING (118.853113 32.026742, 118.8531125 32.0274091)",,,,
1507223909,1536890532,0,656141753,,service,False,True,25.053,,"LINESTRING (118.853113 32.026742, 118.8531147 32.0265167)",,,,
1507223909,1710212039,0,"[656141764, 164745791]",,service,False,True,180.207,,"LINESTRING (118.853113 32.026742, 118.8520389 32.026718, 118.8520405 32.0274277)",,,,
1507223910,6147171774,0,157207757,,service,False,False,4.666,,"LINESTRING (118.8520766 32.0305164, 118.8521261 32.0305165)",,,,
1507223910,1757181371,0,158898142,,service,False,False,32.947,,"LINESTRING (118.8520766 32.0305164, 118.8520751 32.0302201)",,,,
1507223910,1757181411,0,157207757,,service,False,True,59.242000000000004,,"LINESTRING (118.8520766 32.0305164, 118.8517947 32.0306505, 118.851506 32.0307344)",,,,
1507223912,6147171888,0,157207757,,service,False,False,2.659,,"LINESTRING (118.8530608 32.0305188, 118.853089 32.0305195)",,,,
1507223912,6147171774,0,157207757,,service,False,True,88.112,,"LINESTRING (118.8530608 32.0305188, 118.8521261 32.0305165)",,,,
1507223912,1710212045,0,656141753,,service,False,True,117.225,,"LINESTRING (118.8530608 32.0305188, 118.8530705 32.0294646)",,,,
1510914442,1737990522,0,139850972,1,living_street,False,False,26.311,,"LINESTRING (118.8481444 32.034367, 118.848148 32.0346036)",,,,
1510914442,1757463026,0,139850972,1,living_street,False,True,32.907,,"LINESTRING (118.8481444 32.034367, 118.8481501 32.0340711)",,,,
1510914442,1710201703,0,137775973,1,living_street,False,True,77.751,,"LINESTRING (118.8481444 32.034367, 118.8485888 32.034367, 118.8489692 32.0343633)",,,,
1510914452,1737990523,0,139850972,1,living_street,False,True,49.675,,"LINESTRING (118.8481575 32.0352325, 118.8481507 32.0347858)",,,,
1510914452,1737990545,0,161844782,,living_street,False,False,34.689,,"LINESTRING (118.8481575 32.0352325, 118.8477895 32.035232)",,,,
1510914452,1710201706,0,161844782,,living_street,False,True,79.499,,"LINESTRING (118.8481575 32.0352325, 118.849 32.0351999)",,,,
1532713408,1532713409,0,139850971,,living_street,False,True,81.268,,"LINESTRING (118.8463684 32.0302026, 118.8472305 32.030201)",,,,
1532713409,1532713416,0,139850967,,living_street,False,False,41.164,,"LINESTRING (118.8472305 32.030201, 118.8472304 32.0305712)",,,,
1532713409,1532713408,0,139850971,,living_street,False,False,81.268,,"LINESTRING (118.8472305 32.030201, 118.8463684 32.0302026)",,,,
1532713409,1532713412,0,139850971,,living_street,False,True,67.062,,"LINESTRING (118.8472305 32.030201, 118.8479419 32.0301997)",,,,
1532713412,1484509811,0,135149846,2,living_street,False,False,32.391,理工大学3号路,"LINESTRING (118.8479419 32.0301997, 118.8479329 32.0304909)",,,,
1532713412,1463998794,0,135149846,2,living_street,False,True,88.747,理工大学3号路,"LINESTRING (118.8479419 32.0301997, 118.8479687 32.0294019)",,,,
1532713412,1532713409,0,139850971,,living_street,False,False,67.062,,"LINESTRING (118.8479419 32.0301997, 118.8472305 32.030201)",,,,
1532713414,1532713416,0,139850965,,service,False,True,70.673,,"LINESTRING (118.8464807 32.030568, 118.8472304 32.0305712)",,,alley,
1532713416,1532713414,0,139850965,,service,False,False,70.673,,"LINESTRING (118.8472304 32.0305712, 118.8464807 32.030568)",,,alley,
1532713416,1532713409,0,139850967,,living_street,False,True,41.164,,"LINESTRING (118.8472304 32.0305712, 118.8472305 32.030201)",,,,
1532713416,1532713429,0,139850970,,living_street,False,True,66.101,,"LINESTRING (118.8472304 32.0305712, 118.8479316 32.0305742)",,,,
1532713429,8494719079,0,135149846,2,living_street,False,False,9.131,理工大学3号路,"LINESTRING (118.8479316 32.0305742, 118.8479296 32.0306563)",,,,
1532713429,1484509811,0,135149846,2,living_street,False,True,9.263,理工大学3号路,"LINESTRING (118.8479316 32.0305742, 118.8479329 32.0304909)",,,,
1532713429,1532713416,0,139850970,,living_street,False,False,66.101,,"LINESTRING (118.8479316 32.0305742, 118.8472304 32.0305712)",,,,
1532713436,1674422717,0,137077802,2,residential,False,False,38.755,,"LINESTRING (118.8481595 32.0335872, 118.8485706 32.0335832)",,,,
1532713436,1463998788,0,137077802,2,residential,False,True,26.565,,"LINESTRING (118.8481595 32.0335872, 118.8478777 32.0335899)",,,,
1532713436,1757463026,0,139850972,1,living_street,False,False,53.815,,"LINESTRING (118.8481595 32.0335872, 118.8481501 32.0340711)",,,,
1536890527,1536890534,0,758671172,2,living_street,False,True,26.266,理工大学1号路,"LINESTRING (118.8539866 32.0263133, 118.8539837 32.0265495)",,,,
1536890527,6146817232,0,140265549,,living_street,False,False,166.247,,"LINESTRING (118.8539866 32.0263133, 118.8551342 32.0263227, 118.8551215 32.0268447)",,,,
1536890532,1536890534,0,140265540,,living_street,False,False,82.003,,"LINESTRING (118.8531147 32.0265167, 118.8539837 32.0265495)",,,,
1536890532,1507223909,0,656141753,,service,False,False,25.053,,"LINESTRING (118.8531147 32.0265167, 118.853113 32.026742)",,,,
1536890532,1507223908,0,656141753,,service,False,True,73.742,,"LINESTRING (118.8531147 32.0265167, 118.8531327 32.0258537)",,,,
1536890534,1536890532,0,140265540,,living_street,False,True,82.003,,"LINESTRING (118.8539837 32.0265495, 118.8531147 32.0265167)",,,,
1536890534,1536890527,0,758671172,2,living_street,False,False,26.266,理工大学1号路,"LINESTRING (118.8539837 32.0265495, 118.8539866 32.0263133)",,,,
1536890534,6146817230,0,758671172,2,living_street,False,True,28.923,理工大学1号路,"LINESTRING (118.8539837 32.0265495, 118.8539805 32.0268096)",,,,
1536890537,5314541244,0,140265543,,living_street,False,True,14.933,,"LINESTRING (118.8568783 32.0257615, 118.8568662 32.0258954)",,,,
1536890577,1757181365,0,140265545,,living_street,False,True,115.604,,"LINESTRING (118.8551272 32.0301864, 118.8539012 32.0301619)",,,,
1536890577,1536890657,0,140265545,,living_street,False,False,74.152,,"LINESTRING (118.8551272 32.0301864, 118.8553737 32.0301913, 118.8559116 32.0302321)",,,,
1536890577,5314546024,0,140265549,,living_street,False,True,145.52100000000002,,"LINESTRING (118.8551272 32.0301864, 118.8551327 32.029086, 118.8550449 32.0290545, 118.854944 32.02896)",,,,
1536890593,1536890613,0,140265539,,living_street,False,False,228.63,,"LINESTRING (118.8578067 32.0279898, 118.8577018 32.0286813, 118.8578351 32.0288039, 118.8577629 32.0294333, 118.8576959 32.0294968, 118.8571362 32.0295069)",,,,
1536890593,5314541244,0,550223073,,residential,False,False,350.83500000000004,,"LINESTRING (118.8578067 32.0279898, 118.8579958 32.0277576, 118.8581951 32.0260272, 118.8568662 32.0258954)",,,,
1536890593,5314546031,0,550223073,,residential,False,True,132.936,,"LINESTRING (118.8578067 32.0279898, 118.8576465 32.0279584, 118.8574678 32.0278696, 118.8569407 32.0277923, 118.8564476 32.0277053)",,,,
1536890613,1536890630,0,140265539,,living_street,False,False,98.67699999999999,,"LINESTRING (118.8571362 32.0295069, 118.8567066 32.0294801, 118.8565568 32.0295169, 118.8563834 32.0295971, 118.8561863 32.0297441)",,,,
1536890613,1536890593,0,140265539,,living_street,False,True,228.63000000000002,,"LINESTRING (118.8571362 32.0295069, 118.8576959 32.0294968, 118.8577629 32.0294333, 118.8578351 32.0288039, 118.8577018 32.0286813, 118.8578067 32.0279898)",,,,
1536890613,1536890643,0,140265550,,living_street,False,False,41.72,,"LINESTRING (118.8571362 32.0295069, 118.8571368 32.0296516, 118.8570934 32.0297786, 118.8570264 32.0298588)",,,,
1536890630,1536890657,0,140265539,,living_street,False,False,62.589,,"LINESTRING (118.8561863 32.0297441, 118.8560405 32.0298945, 118.8559262 32.0300348, 118.8559116 32.0302321)",,,,
1536890630,1536890613,0,140265539,,living_street,False,True,98.67699999999999,,"LINESTRING (118.8561863 32.0297441, 118.8563834 32.0295971, 118.8565568 32.0295169, 118.8567066 32.0294801, 118.8571362 32.0295069)",,,,
1536890630,5314546031,0,550223073,,residential,False,False,230.15200000000002,,"LINESTRING (118.8561863 32.0297441, 118.856334 32.0278647, 118.8564476 32.0277053)",,,,
1536890643,1536890613,0,140265550,,living_street,False,True,41.72,,"LINESTRING (118.8570264 32.0298588, 118.8570934 32.0297786, 118.8571368 32.0296516, 118.8571362 32.0295069)",,,,
1536890657,1536890672,0,140265539,,living_street,False,False,57.57,,"LINESTRING (118.8559116 32.0302321, 118.8558434 32.0307466)",,,,
1536890657,1536890630,0,140265539,,living_street,False,True,62.589,,"LINESTRING (118.8559116 32.0302321, 118.8559262 32.0300348, 118.8560405 32.0298945, 118.8561863 32.0297441)",,,,
1536890657,1536890577,0,140265545,,living_street,False,True,74.152,,"LINESTRING (118.8559116 32.0302321, 118.8553737 32.0301913, 118.8551272 32.0301864)",,,,
1536890672,1536890657,0,140265539,,living_street,False,True,57.57,,"LINESTRING (118.8558434 32.0307466, 118.8559116 32.0302321)",,,,
1536890672,1536890674,0,140265546,,living_street,False,False,79.141,,"LINESTRING (118.8558434 32.0307466, 118.8566829 32.0307533)",,,,
1536890672,1464752929,0,140265539,,living_street,False,False,224.345,,"LINESTRING (118.8558434 32.0307466, 118.8558079 32.0310841, 118.8557488 32.0311476, 118.8555911 32.0311943, 118.853874 32.0311542)",,,,
1536890674,1536890672,0,140265546,,living_street,False,True,79.141,,"LINESTRING (118.8566829 32.0307533, 118.8558434 32.0307466)",,,,
1536890710,1464752929,0,133117330,2,living_street,False,False,98.199,理工大学1号路,"LINESTRING (118.8540042 32.0320304, 118.853874 32.0311542)",,,,
1536890710,1464752924,0,133117330,2,living_street,False,True,160.715,理工大学1号路,"LINESTRING (118.8540042 32.0320304, 118.8542174 32.0334644)",,,,
1536890710,1536890715,0,140265548,,living_street,False,False,377.852,,"LINESTRING (118.8540042 32.0320304, 118.8572939 32.0319595, 118.8573097 32.0325677)",,,,
1536890715,1536890710,0,140265548,,living_street,False,True,377.852,,"LINESTRING (118.8573097 32.0325677, 118.8572939 32.0319595, 118.8540042 32.0320304)",,,,
1674420188,1674420189,0,154993552,,service,False,True,60.178,,"LINESTRING (118.8495377 32.0325728, 118.8501759 32.0325596)",,,alley,
1674420188,1674422704,0,154993948,,footway,False,True,8.461,,"LINESTRING (118.8495377 32.0325728, 118.8494991 32.0326415)",,,,
1674420188,1674422691,0,154993552,,service,False,False,124.956,,"LINESTRING (118.8495377 32.0325728, 118.8495032 32.0325184, 118.8492364 32.0325031, 118.8492705 32.0316683)",,,alley,
1674420189,1497354118,0,136510943,,service,False,False,69.597,,"LINESTRING (118.8501759 32.0325596, 118.8502154 32.0319346)",,,alley,
1674420189,1497354129,0,136510943,,service,False,True,109.565,,"LINESTRING (118.8501759 32.0325596, 118.8500645 32.0335404)",,,alley,
1674420189,1674420188,0,154993552,,service,False,False,60.178,,"LINESTRING (118.8501759 32.0325596, 118.8495377 32.0325728)",,,alley,
1674422691,1497354117,0,136510940,,service,False,False,89.037,,"LINESTRING (118.8492705 32.0316683, 118.850215 32.0316749)",,,alley,
1674422691,1497354114,0,"[136510939, 136510940, 136510941]",,service,False,True,132.503,,"LINESTRING (118.8492705 32.0316683, 118.8484284 32.0316496, 118.8482793 32.031651, 118.8478652 32.0316472)",yes,,alley,
1674422691,1674420188,0,154993552,,service,False,True,124.95599999999999,,"LINESTRING (118.8492705 32.0316683, 118.8492364 32.0325031, 118.8495032 32.0325184, 118.8495377 32.0325728)",,,alley,
1674422704,1674420188,0,154993948,,footway,False,False,8.461,,"LINESTRING (118.8494991 32.0326415, 118.8495377 32.0325728)",,,,
1674422704,1674422711,0,"[154993944, 154993946]",,footway,False,"[False, True]",56.137,,"LINESTRING (118.8494991 32.0326415, 118.8495894 32.0326722, 118.8496556 32.0327317, 118.8492952 32.0328822)",,,,
1674422704,1674422711,1,154993948,,footway,False,True,33.329,,"LINESTRING (118.8494991 32.0326415, 118.8493949 32.0327266, 118.8492952 32.0328822)",,,,
1674422711,1674422704,0,"[154993944, 154993946]",,footway,False,"[False, True]",56.137,,"LINESTRING (118.8492952 32.0328822, 118.8496556 32.0327317, 118.8495894 32.0326722, 118.8494991 32.0326415)",,,,
