u,v,key,osmid,highway,service,access,oneway,reversed,length,geometry,lanes,name,maxspeed,tunnel,bridge
8917864431,2496874808,0,"[242167771, 964103887]",footway,,,False,True,49.825,"LINESTRING (-76.6209521 39.3256356, -76.6209052 39.3256041, -76.6208963 39.3256, -76.6209067 39.3255585, -76.6208963 39.3255105, -76.6208534 39.3254438, -76.6208272 39.3253937, -76.6208058 39.3253344, -76.6207915 39.325281, -76.6207825 39.325225)",,,,,
8929135503,9124532063,0,455600031,footway,,,False,True,97.296,"LINESTRING (-76.6181649 39.3324918, -76.6180944 39.3316185)",,,,,
8929135503,8929135505,0,455600031,footway,,,False,False,4.981,"LINESTRING (-76.6181649 39.3324918, -76.618166 39.332509, -76.618188 39.3325307)",,,,,
8929135505,4520077280,0,455610451,footway,,,False,False,136.39,"LINESTRING (-76.618188 39.3325307, -76.6194012 39.3333206)",,,,,
8929135505,8929135503,0,455600031,footway,,,False,True,4.981,"LINESTRING (-76.618188 39.3325307, -76.618166 39.332509, -76.6181649 39.3324918)",,,,,
8942020491,5674121519,0,1025702100,footway,,,False,True,8.766,"LINESTRING (-76.6210719 39.3282427, -76.6211737 39.3282389)",,,,,
8942020491,8942020492,0,966518370,footway,,,False,True,32.848,"LINESTRING (-76.6210719 39.3282427, -76.6210728 39.3282563, -76.6210921 39.3285377)",,,,,
8942020491,8963067856,0,"[455587609, 1025702100]",footway,,,False,False,25.084000000000003,"LINESTRING (-76.6210719 39.3282427, -76.6210525 39.3282434, -76.6207807 39.3282551)",,,,,
8942020492,8942020491,0,966518370,footway,,,False,False,32.848,"LINESTRING (-76.6210921 39.3285377, -76.6210728 39.3282563, -76.6210719 39.3282427)",,,,,
8942020511,2044048414,0,966518383,footway,,,False,True,2.55,"LINESTRING (-76.621367 39.3293854, -76.6213685 39.3294083)",,,,,
8942020512,8942020513,0,"[966518384, 1058369229]","['steps', 'footway']",,,False,True,7.313000000000001,"LINESTRING (-76.6213109 39.3285784, -76.6213096 39.3285571, -76.621307 39.3285127)",,,,,
8942020513,247671571,0,22976001,footway,,,False,False,3.349,"LINESTRING (-76.621307 39.3285127, -76.6213459 39.3285114)",,,,,
8942020513,247671570,0,22976001,footway,,,False,True,9.292,"LINESTRING (-76.621307 39.3285127, -76.6211991 39.3285169)",,,,,
8942020513,8942020512,0,"[966518384, 1058369229]","['steps', 'footway']",,,False,False,7.313000000000001,"LINESTRING (-76.621307 39.3285127, -76.6213096 39.3285571, -76.6213109 39.3285784)",,,,,
8942038191,8942038224,0,966518419,service,,,False,True,5.106,"LINESTRING (-76.6228351 39.3348311, -76.6228688 39.3347933)",,,,,
8942038191,4402679836,0,"[966518406, 966518407, 966518408, 966518409, 966518410, 966518412, 966518413, 966518414, 966518415]",footway,,,False,False,119.53800000000001,"LINESTRING (-76.6228351 39.3348311, -76.6227818 39.3348155, -76.6227364 39.3348019, -76.622571 39.3347487, -76.6224262 39.334702, -76.622335 39.3346605, -76.6222565 39.3346143, -76.6221908 39.3345739, -76.6221325 39.3345163, -76.6220997 39.3344681, -76.6220856 39.3344349, -76.6220668 39.3343597, -76.6220621 39.3343203, -76.6220655 39.3342762, -76.6220748 39.3342347, -76.6220956 39.334189, -76.6221258 39.3341356, -76.6221531 39.3341033)",,,,,
8942038191,8942038209,0,"[966518416, 966518417, 966518411, 966518415]",footway,,,False,True,138.18099999999998,"LINESTRING (-76.6228351 39.3348311, -76.622883 39.3348389, -76.6229352 39.3348529, -76.6230754 39.3349019, -76.6231594 39.3349444, -76.6232352 39.3350028, -76.6232978 39.3350615, -76.6233471 39.3351268, -76.6233916 39.3352031, -76.6234153 39.3352728, -76.6234258 39.3353527, -76.6234229 39.3354216, -76.6234106 39.3354935, -76.6233812 39.3355698, -76.623348 39.3356351, -76.6233082 39.335682, -76.6232741 39.335715, -76.623239 39.3357436, -76.6231711 39.3357834)",,,,,
8942038191,8993640192,0,966518419,service,,,False,False,95.356,"LINESTRING (-76.6228351 39.3348311, -76.6227803 39.3348928, -76.6227132 39.334953, -76.6226656 39.3349705, -76.6226008 39.3349752, -76.6225155 39.334974, -76.6223552 39.3349565, -76.6222415 39.3349344, -76.6221797 39.3349038, -76.6220982 39.3348488, -76.6220011 39.3349011, -76.6219381 39.3349364, -76.6219029 39.3349631)",,,,,
8942038209,4519935120,0,966518418,footway,,,False,True,2.921,"LINESTRING (-76.6231711 39.3357834, -76.6231405 39.335772)",,,,,
8942038209,8942038191,0,"[966518416, 966518417, 966518411, 966518415]",footway,,,False,False,138.181,"LINESTRING (-76.6231711 39.3357834, -76.623239 39.3357436, -76.6232741 39.335715, -76.6233082 39.335682, -76.623348 39.3356351, -76.6233812 39.3355698, -76.6234106 39.3354935, -76.6234229 39.3354216, -76.6234258 39.3353527, -76.6234153 39.3352728, -76.6233916 39.3352031, -76.6233471 39.3351268, -76.6232978 39.3350615, -76.6232352 39.3350028, -76.6231594 39.3349444, -76.6230754 39.3349019, -76.6229352 39.3348529, -76.622883 39.3348389, -76.6228351 39.3348311)",,,,,
8942038209,5674222075,0,"[966518418, 455610452]",footway,,,False,False,10.3,"LINESTRING (-76.6231711 39.3357834, -76.6231962 39.3357927, -76.6232654 39.3358395)",,,,,
8942038224,8942038191,0,966518419,service,,,False,False,5.106,"LINESTRING (-76.6228688 39.3347933, -76.6228351 39.3348311)",,,,,
8942038224,5674222075,0,889958597,unclassified,,,False,False,145.53599999999997,"LINESTRING (-76.6228688 39.3347933, -76.6230096 39.3348344, -76.6231621 39.3348977, -76.6232709 39.334973, -76.6233581 39.335056, -76.6234306 39.3351597, -76.6234695 39.3352722, -76.6234815 39.3353767, -76.6234689 39.3354824, -76.6234421 39.3355611, -76.6234045 39.3356472, -76.6233708 39.3357077, -76.6233319 39.3357634, -76.6232939 39.3358069, -76.6232654 39.3358395)",2,San Martin Drive,25 mph,,
8942038224,49451079,0,889958597,unclassified,,,False,True,110.64399999999999,"LINESTRING (-76.6228688 39.3347933, -76.6224859 39.3346794, -76.6223719 39.3346317, -76.622274 39.3345778, -76.6222016 39.3345155, -76.6221533 39.3344533, -76.6221313 39.3344026, -76.62212 39.3343591, -76.6221146 39.3343218, -76.6221267 39.3342479, -76.6221464 39.3342004, -76.6221828 39.334138)",2,San Martin Drive,25 mph,,
8944064153,244453221,0,22770676,footway,,,False,False,15.584,"LINESTRING (-76.6204534 39.3293582, -76.620389 39.3293604, -76.620384 39.3292702)",,,,,
8944064153,244453222,0,22770676,footway,,,False,True,15.418,"LINESTRING (-76.6204534 39.3293582, -76.6205151 39.3293561, -76.62051 39.3292653)",,,,,
8944064153,244453419,0,"[22975976, 966733866, 966733867, 991772980, 22770712]","['steps', 'footway']",,,False,"[False, True]",55.59,"LINESTRING (-76.6204534 39.3293582, -76.6204538 39.3293699, -76.6204541 39.3293746, -76.6204571 39.3294274, -76.6204598 39.3294736, -76.6204882 39.3298574)",,,,,
8951371746,4520038721,0,967564618,service,driveway,,True,False,9.195,"LINESTRING (-76.6221123 39.3306357, -76.6222192 39.3306368)",,,,,
8951371753,4402679617,0,967564620,footway,,,False,False,11.302,"LINESTRING (-76.623676 39.3306279, -76.6236174 39.3306152, -76.6235829 39.3306269, -76.6235548 39.3306137)",,,,,
8951371753,8990295069,0,"[971376002, 1058575173, 1058575174, 1058575175]",service,parking_aisle,,False,False,112.58,"LINESTRING (-76.623676 39.3306279, -76.6237616 39.3307792, -76.6239929 39.330701, -76.6240907 39.3306679, -76.6241962 39.3306322, -76.6245695 39.3305059, -76.6244839 39.3303545)",,,,,
8951371753,8990295068,0,971376002,service,parking_aisle,,False,True,40.801,"LINESTRING (-76.623676 39.3306279, -76.6239065 39.3305499, -76.6241106 39.3304808)",,,,,
8951371757,49451064,0,967564624,service,parking_aisle,,False,True,36.824,"LINESTRING (-76.6216155 39.3326755, -76.6217236 39.3327386, -76.6217767 39.3327789, -76.6218269 39.3328185, -76.6218744 39.3328515, -76.6219425 39.3328879)",,,,,
8957884273,2539142830,0,968248702,footway,,,False,True,26.143,"LINESTRING (-76.6200244 39.3317626, -76.6200353 39.331621, -76.6200434 39.3315878, -76.6200556 39.3315747, -76.6201081 39.3315596)",,,,,
8960988186,4519817361,0,968585993,footway,,,False,True,3.174,"LINESTRING (-76.6190334 39.3296573, -76.6190107 39.3296348)",,,,,
8963067855,8963067858,0,968785267,footway,,,False,False,21.020000000000003,"LINESTRING (-76.6207782 39.3282107, -76.6207386 39.328212, -76.6207314 39.3280851, -76.6207719 39.3280837)",,,,,
8963067855,8963067858,1,968785267,footway,,,False,True,21.14,"LINESTRING (-76.6207782 39.3282107, -76.6208194 39.3282093, -76.6208122 39.3280824, -76.6207719 39.3280837)",,,,,
8963067855,8963067856,0,"[1058369336, 968785265, 1058369335]","['steps', 'footway']",,,False,True,4.942,"LINESTRING (-76.6207782 39.3282107, -76.6207792 39.328229, -76.6207798 39.3282399, -76.6207807 39.3282551)",,,,,
8963067856,247671272,0,455587609,footway,,,False,False,15.816,"LINESTRING (-76.6207807 39.3282551, -76.6205971 39.328263)",,,,,
8963067856,8942020491,0,"[455587609, 1025702100]",footway,,,False,True,25.084000000000003,"LINESTRING (-76.6207807 39.3282551, -76.6210525 39.3282434, -76.6210719 39.3282427)",,,,,
8963067856,8963067855,0,"[1058369336, 968785265, 1058369335]","['steps', 'footway']",,,False,False,4.942,"LINESTRING (-76.6207807 39.3282551, -76.6207798 39.3282399, -76.6207792 39.328229, -76.6207782 39.3282107)",,,,,
8963067856,9727070784,0,"[968785265, 1058578051, 1058578052]","['steps', 'footway']",,,False,True,13.145,"LINESTRING (-76.6207807 39.3282551, -76.6207816 39.3282718, -76.6207822 39.3282821, -76.6207874 39.3283732)",,,,,
8963067857,9261799117,0,455587612,footway,,,False,False,5.202,"LINESTRING (-76.6207696 39.3280418, -76.62083 39.3280394)",,,,,
8963067857,4519782310,0,455587612,footway,,,False,True,16.335,"LINESTRING (-76.6207696 39.3280418, -76.62058 39.3280503)",,,,,
8963067857,9261775916,0,968785266,footway,,,False,False,4.018,"LINESTRING (-76.6207696 39.3280418, -76.6207675 39.3280057)",,,,,
8963067857,8963067858,0,"[968785266, 1058575179, 1058575180]","['steps', 'footway']",,,False,True,4.664,"LINESTRING (-76.6207696 39.3280418, -76.6207709 39.3280646, -76.6207714 39.3280744, -76.6207719 39.3280837)",,,,,
8963067858,8963067855,0,968785267,footway,,,False,False,21.14,"LINESTRING (-76.6207719 39.3280837, -76.6208122 39.3280824, -76.6208194 39.3282093, -76.6207782 39.3282107)",,,,,
8963067858,8963067855,1,968785267,footway,,,False,True,21.02,"LINESTRING (-76.6207719 39.3280837, -76.6207314 39.3280851, -76.6207386 39.328212, -76.6207782 39.3282107)",,,,,
8963067858,8963067857,0,"[968785266, 1058575179, 1058575180]","['steps', 'footway']",,,False,False,4.664,"LINESTRING (-76.6207719 39.3280837, -76.6207714 39.3280744, -76.6207709 39.3280646, -76.6207696 39.3280418)",,,,,
8963067880,247671326,0,455587609,footway,,,False,False,7.667,"LINESTRING (-76.6202563 39.3282689, -76.6201672 39.328271)",,,,,
8963067880,247671241,0,455587609,footway,,,False,True,10.948,"LINESTRING (-76.6202563 39.3282689, -76.6203381 39.3282601, -76.6203826 39.3282569)",,,,,
8963067880,9456927448,0,"[1025702105, 1025702106, 1025702107]",footway,,,False,False,26.494000000000003,"LINESTRING (-76.6202563 39.3282689, -76.6202581 39.3283022, -76.620265 39.3284329, -76.620324 39.328431, -76.620353 39.3284135)",,,,,
8975700308,4402679451,0,442592191,footway,,,False,True,14.334,"LINESTRING (-76.6237161 39.3271559, -76.6236505 39.3272744)",,,,,
8975700308,49399906,0,442592191,footway,,,False,False,44.648,"LINESTRING (-76.6237161 39.3271559, -76.6237719 39.3271242, -76.6240498 39.32702, -76.6241789 39.3269761)",,,,,
8975700308,4402679441,0,442592197,footway,,,False,False,40.229,"LINESTRING (-76.6237161 39.3271559, -76.6237235 39.3270861, -76.6237302 39.3270259, -76.6237432 39.3269821, -76.6237653 39.3269318, -76.6237982 39.3268768, -76.6238417 39.3268124)",,,,,
8975765123,8975765124,0,969935300,footway,,,False,False,1.136,"LINESTRING (-76.6222376 39.3271398, -76.6222369 39.3271296)",,,,,
8975765123,2044048189,0,455630155,footway,,,False,False,17.633000000000003,"LINESTRING (-76.6222376 39.3271398, -76.6221396 39.3271434, -76.6220606 39.3271991)",,,,,
8975765123,9727070789,0,455630155,footway,,,False,True,13.477,"LINESTRING (-76.6222376 39.3271398, -76.6223784 39.3271337, -76.622394 39.3271326)",,,,,
8975765124,8975765123,0,969935300,footway,,,False,True,1.136,"LINESTRING (-76.6222369 39.3271296, -76.6222376 39.3271398)",,,,,
8975765149,1909366812,0,180508508,footway,,,False,False,23.04,"LINESTRING (-76.6218191 39.3268316, -76.6217912 39.3268506, -76.6217147 39.326891, -76.6215833 39.3269238)",,,,,
8975765149,2046781111,0,180508508,footway,,,False,True,21.820999999999998,"LINESTRING (-76.6218191 39.3268316, -76.621869 39.3267977, -76.6219266 39.3267323, -76.6219513 39.3266694)",,,,,
8975765149,2046781124,0,"[969935304, 323155524, 969935303]","['steps', 'footway']",,,False,False,12.058,"LINESTRING (-76.6218191 39.3268316, -76.6219254 39.32682, -76.6219412 39.3268195, -76.6219582 39.3268189)",,,,,
8980949877,244453280,0,155236760,footway,,,False,False,3.049,"LINESTRING (-76.6193255 39.3274026, -76.6193609 39.3274011)",,,,,
8980949886,244453311,0,970453182,footway,,,False,False,23.058,"LINESTRING (-76.6185971 39.3282778, -76.6186406 39.3284072, -76.6186501 39.3284805)",,,,,
8980949887,2044048296,0,945139692,footway,,,False,False,18.714,"LINESTRING (-76.6186837 39.3282156, -76.6188093 39.3282632, -76.618875 39.3282953)",,,,,
8980949888,2044048296,0,970453184,footway,,,False,False,15.818999999999999,"LINESTRING (-76.618841 39.3281556, -76.6188634 39.3282326, -76.618875 39.3282953)",,,,,
8980949889,9162696993,0,970453185,footway,,,False,False,10.178,"LINESTRING (-76.6188617 39.328092, -76.6189426 39.3281588)",,,,,
8980949890,2044048219,0,970453186,footway,,,False,True,3.074,"LINESTRING (-76.6193258 39.3277108, -76.6193615 39.3277096)",,,,,
8980949891,2044048162,0,970453188,footway,,,False,False,14.57,"LINESTRING (-76.6192931 39.326951, -76.6192904 39.3269141, -76.6192676 39.3268217)",,,,,
8990279589,4402679826,0,337799925,service,driveway,,False,True,27.873,"LINESTRING (-76.6221828 39.3328921, -76.6222249 39.3329294, -76.6222729 39.3329657, -76.6223277 39.3329922, -76.6223805 39.3330074, -76.6224506 39.33302)",,,,,
8990279589,8990279589,0,"[995436934, 337799926, 971378703]",service,"['parking_aisle', 'driveway']",,False,True,262.287,"LINESTRING (-76.6221828 39.3328921, -76.6222226 39.3328621, -76.6231279 39.3321894, -76.6229786 39.3320693, -76.6220358 39.3327698, -76.6221184 39.3328363, -76.6221828 39.3328921)",,,,,
8990279589,8990279589,1,"[337799926, 995436934, 971378703]",service,"['parking_aisle', 'driveway']",,False,False,262.287,"LINESTRING (-76.6221828 39.3328921, -76.6221184 39.3328363, -76.6220358 39.3327698, -76.6229786 39.3320693, -76.6231279 39.3321894, -76.6222226 39.3328621, -76.6221828 39.3328921)",,,,,
8990279601,8990279602,0,169722273,service,,,False,False,11.143,"LINESTRING (-76.6253069 39.331062, -76.6251782 39.3310735)",,Bill & Tom Way,20 mph,,
8990279601,49399952,0,169722273,service,,,False,True,125.631,"LINESTRING (-76.6253069 39.331062, -76.6254155 39.3310371, -76.6255268 39.3309905, -76.625559 39.3309656, -76.625559 39.3309199, -76.625551 39.3308193, -76.6255362 39.3307757, -76.6254491 39.3306315, -76.6253612 39.3304793, -76.6252646 39.330359, -76.6250695 39.3301596)",,Bill & Tom Way,20 mph,,
8990279601,9727032362,0,971378704,footway,,,False,False,60.102000000000004,"LINESTRING (-76.6253069 39.331062, -76.6252157 39.3311585, -76.625209 39.3311917, -76.6251701 39.3312446, -76.6251178 39.3312851, -76.6249958 39.3313193, -76.6249222 39.3313479, -76.6248672 39.3313772, -76.6247999 39.3313897)",,,,,
8990279602,8990279601,0,169722273,service,,,False,True,11.143,"LINESTRING (-76.6251782 39.3310735, -76.6253069 39.331062)",,Bill & Tom Way,20 mph,,
8990295068,8990295069,0,971376002,service,parking_aisle,,False,True,35.045,"LINESTRING (-76.6241106 39.3304808, -76.6244839 39.3303545)",,,,,
8990295068,2044048521,0,"[193901073, 967564622]",service,parking_aisle,,False,True,36.333000000000006,"LINESTRING (-76.6241106 39.3304808, -76.6240658 39.3304016, -76.6240142 39.3303372, -76.6239551 39.3302895, -76.6238783 39.3302572, -76.6238412 39.3302459)",,,,,
8990295068,8951371753,0,971376002,service,parking_aisle,,False,False,40.801,"LINESTRING (-76.6241106 39.3304808, -76.6239065 39.3305499, -76.623676 39.3306279)",,,,,
8990295069,8990295068,0,971376002,service,parking_aisle,,False,False,35.045,"LINESTRING (-76.6244839 39.3303545, -76.6241106 39.3304808)",,,,,
8990295069,9180183795,0,"[206290690, 971376004]",service,parking_aisle,,False,"[False, True]",47.138000000000005,"LINESTRING (-76.6244839 39.3303545, -76.6245759 39.3303234, -76.6249873 39.3301869)",,,,,
8990295069,8951371753,0,"[971376002, 1058575173, 1058575174, 1058575175]",service,parking_aisle,,False,True,112.58,"LINESTRING (-76.6244839 39.3303545, -76.6245695 39.3305059, -76.6241962 39.3306322, -76.6240907 39.3306679, -76.6239929 39.330701, -76.6237616 39.3307792, -76.623676 39.3306279)",,,,,
8990322235,9727032355,0,914042421,footway,,,False,False,19.697,"LINESTRING (-76.6245808 39.3315833, -76.6245287 39.3316523, -76.624485 39.3316926, -76.6244424 39.3317227)",,,,,
8990322235,8990322238,0,914042421,footway,,,False,True,21.525,"LINESTRING (-76.6245808 39.3315833, -76.6246263 39.3315378, -76.6246576 39.3315085, -76.6247164 39.3314806, -76.6247667 39.3314586)",,,,,
8990322235,9727032344,0,1058575176,footway,,,False,False,15.046000000000001,"LINESTRING (-76.6245808 39.3315833, -76.6246074 39.3315965, -76.6246131 39.3316303, -76.6246121 39.3316611, -76.6246036 39.3317066)",,,,,
8990322238,8990322235,0,914042421,footway,,,False,False,21.525,"LINESTRING (-76.6247667 39.3314586, -76.6247164 39.3314806, -76.6246576 39.3315085, -76.6246263 39.3315378, -76.6245808 39.3315833)",,,,,
8990322238,8490736286,0,914042421,footway,,,False,True,291.472,"LINESTRING (-76.6247667 39.3314586, -76.6248331 39.331474, -76.624925 39.3314594, -76.6250303 39.3314205, -76.6251991 39.3313237, -76.6253148 39.3312914, -76.6254476 39.3311975, -76.6256069 39.3311212, -76.6257207 39.3310523, -76.6257814 39.330976, -76.6258017 39.3308955, -76.6257851 39.3308029, -76.6257088 39.3306378, -76.6256546 39.3304688, -76.6255971 39.3303889, -76.6254768 39.3301884, -76.6254295 39.3300398, -76.6253782 39.3299053, -76.625349 39.3298288, -76.6252224 39.3296359, -76.6251409 39.3295115, -76.625042 39.3294545)",,,,,
8990322238,9727032362,0,971378704,footway,,,False,True,8.32,"LINESTRING (-76.6247667 39.3314586, -76.6247932 39.3314234, -76.6247999 39.3313897)",,,,,
8990322253,10726088842,0,237171457,path,,,False,True,9.45,"LINESTRING (-76.6232832 39.3339839, -76.6232156 39.3340509)",,,,,
8990322253,9727032355,0,914042421,footway,,,False,True,306.43,"LINESTRING (-76.6232832 39.3339839, -76.6232579 39.333954, -76.6232285 39.3339371, -76.6231982 39.3339246, -76.6231811 39.333899, -76.623165 39.3338506, -76.6231536 39.3338197, -76.6231375 39.3337706, -76.6231413 39.3336811, -76.6231603 39.3335887, -76.6232039 39.3335021, -76.6233006 39.3333833, -76.6234884 39.3332528, -76.6236363 39.3331031, -76.6237179 39.3329652, -76.6237653 39.3328669, -76.6237994 39.3327804, -76.6238117 39.3327078, -76.6238146 39.3326146, -76.6238487 39.3325427, -76.6238933 39.3324885, -76.6238961 39.3324481, -76.6238373 39.3323667, -76.6238051 39.3323271, -76.6237795 39.3322684, -76.6237776 39.3321797, -76.6237918 39.3321217, -76.6238421 39.3320748, -76.6240168 39.331923, -76.6242489 39.3317652, -76.624375 39.3317418, -76.6244424 39.3317227)",,,,,
8993640192,4519935120,0,455610451,footway,,,False,False,139.353,"LINESTRING (-76.6219029 39.3349631, -76.6219378 39.3349861, -76.6231405 39.335772)",,,,,
8993640192,10801868909,0,455610451,footway,,,False,True,42.144,"LINESTRING (-76.6219029 39.3349631, -76.6216734 39.334812, -76.6215298 39.3347174)",,,,,
8993640192,8942038191,0,966518419,service,,,False,True,95.356,"LINESTRING (-76.6219029 39.3349631, -76.6219381 39.3349364, -76.6220011 39.3349011, -76.6220982 39.3348488, -76.6221797 39.3349038, -76.6222415 39.3349344, -76.6223552 39.3349565, -76.6225155 39.334974, -76.6226008 39.3349752, -76.6226656 39.3349705, -76.6227132 39.334953, -76.6227803 39.3348928, -76.6228351 39.3348311)",,,,,
8993647401,9178851807,0,238061864,service,,,False,False,15.996,"LINESTRING (-76.6210523 39.3311209, -76.6211773 39.3310793, -76.6212053 39.3310577, -76.6212058 39.3310497)",,,,,
9124532063,8929135503,0,455600031,footway,,,False,False,97.296,"LINESTRING (-76.6180944 39.3316185, -76.6181649 39.3324918)",,,,,
9124532063,9180118234,0,455600031,footway,,,False,True,36.978,"LINESTRING (-76.6180944 39.3316185, -76.6180813 39.3312861)",,,,,
9124532063,4519871480,0,"[993649233, 987164796]","['path', 'footway']",,,False,False,45.707,"LINESTRING (-76.6180944 39.3316185, -76.6181437 39.3315158, -76.6181655 39.3314396, -76.6181826 39.3313684, -76.6182016 39.3313237, -76.6182338 39.3312855, -76.6182604 39.3312657, -76.6182795 39.3312398)",,,,,
9159297047,4520237285,0,455663816,footway,,permit,False,False,0.568,"LINESTRING (-76.6187465 39.3308546, -76.6187469 39.3308597)",,,,,
9159297047,4519817406,0,455663816,footway,,permit,False,True,19.285,"LINESTRING (-76.6187465 39.3308546, -76.6187348 39.3306814)",,,,,
9159297047,9159493716,0,"[991347228, 455630116]",footway,,,False,False,11.355,"LINESTRING (-76.6187465 39.3308546, -76.6187648 39.3308532, -76.6188783 39.3308491)",,,,,
9159297051,1909367314,0,22770672,footway,,,False,True,1.016,"LINESTRING (-76.619234 39.3308984, -76.6192257 39.3308919)",,,,,
9159297051,1909367334,0,991326274,footway,,,False,True,18.624,"LINESTRING (-76.619234 39.3308984, -76.6192444 39.3310657)",,,,,
9159297051,244453060,0,22770672,footway,,,False,False,22.846,"LINESTRING (-76.619234 39.3308984, -76.6192753 39.3309303, -76.6193309 39.3309671, -76.6194456 39.3310208)",,,,,
9159428208,4408342766,0,"[455663818, 455663819, 991347217, 991347218, 991347219]","['steps', 'footway']",,,False,"[False, True]",36.079,"LINESTRING (-76.6191576 39.3282638, -76.6191458 39.3282519, -76.6191378 39.3282431, -76.6190931 39.3282039, -76.6191152 39.3281876, -76.6191954 39.3281283, -76.6192082 39.3281201, -76.6192585 39.3281616, -76.6193453 39.3281655)",,,,,
9159428208,4408342776,0,"[992218082, 443215334]","['steps', 'footway']",,,False,False,7.7829999999999995,"LINESTRING (-76.6191576 39.3282638, -76.6191864 39.3282495, -76.6192129 39.3282403, -76.6192264 39.3282368, -76.6192387 39.3282336)",,,,,
9159428208,4408342779,0,"[992218082, 992218083]","['steps', 'footway']",,,False,True,4.501,"LINESTRING (-76.6191576 39.3282638, -76.6191255 39.3282849, -76.6191177 39.32829)",,,,,
9159428211,247671341,0,455630146,footway,,,False,True,25.753000000000004,"LINESTRING (-76.6199476 39.3282797, -76.6199539 39.3282689, -76.6199722 39.3282283, -76.6199775 39.3281779, -76.619978 39.3281347, -76.6199747 39.328073, -76.6200021 39.3280719)",,,,,
9159428211,4408342783,0,"[455630149, 455630148, 991347220, 455630151]","['steps', 'footway']",,,False,"[False, True]",27.547,"LINESTRING (-76.6199476 39.3282797, -76.6198894 39.3282823, -76.6196658 39.3282891, -76.6196411 39.3282894, -76.6196276 39.3282895)",,,,building_passage,
9159428211,247671273,0,"[455630147, 1066934419, 455630148]","['steps', 'footway']",,,False,True,5.893000000000001,"LINESTRING (-76.6199476 39.3282797, -76.6199672 39.3282788, -76.6200038 39.3282772, -76.620016 39.3282767)",,,,,
9159493632,9159493642,0,"[991347234, 991347227, 991347230, 991347231]",footway,,permit,False,"[False, True]",26.347,"LINESTRING (-76.6191295 39.3314045, -76.6191189 39.3312121, -76.619118 39.3311981, -76.619117 39.3311837, -76.6191159 39.3311678)",,,,,
9159493635,9159493636,0,991326274,footway,,,False,False,6.847,"LINESTRING (-76.6192534 39.3312047, -76.6192494 39.3311432)",,,,,
9159493636,1909367334,0,991326274,footway,,,False,False,8.628,"LINESTRING (-76.6192494 39.3311432, -76.6192444 39.3310657)",,,,,
9159493636,9159493635,0,991326274,footway,,,False,True,6.847,"LINESTRING (-76.6192494 39.3311432, -76.6192534 39.3312047)",,,,,
9159493636,9159493642,0,991347232,footway,,,False,True,11.908,"LINESTRING (-76.6192494 39.3311432, -76.619175 39.3311641, -76.6191159 39.3311678)",,,,,
9159493639,9159493640,0,991347233,footway,,,False,False,6.596,"LINESTRING (-76.61898 39.3311558, -76.6189849 39.331215)",,,,,
9159493639,9159493641,0,991347233,footway,,,False,True,8.758,"LINESTRING (-76.61898 39.3311558, -76.6189735 39.3310772)",,,,,
9159493639,9159493642,0,991347232,footway,,,False,False,11.878,"LINESTRING (-76.61898 39.3311558, -76.6190489 39.3311693, -76.6191159 39.3311678)",,,,,
9159493640,9159493639,0,991347233,footway,,,False,True,6.596,"LINESTRING (-76.6189849 39.331215, -76.61898 39.3311558)",,,,,
9159493641,247671409,0,22975998,footway,,,False,False,1.145,"LINESTRING (-76.6189735 39.3310772, -76.6189602 39.3310777)",,,,,
9159493641,1909367334,0,22975998,footway,,,False,True,23.335,"LINESTRING (-76.6189735 39.3310772, -76.6192444 39.3310657)",,,,,
9159493641,9159493639,0,991347233,footway,,,False,False,8.758,"LINESTRING (-76.6189735 39.3310772, -76.61898 39.3311558)",,,,,
9159493642,9159493636,0,991347232,footway,,,False,False,11.908,"LINESTRING (-76.6191159 39.3311678, -76.619175 39.3311641, -76.6192494 39.3311432)",,,,,
9159493642,9159493639,0,991347232,footway,,,False,True,11.878,"LINESTRING (-76.6191159 39.3311678, -76.6190489 39.3311693, -76.61898 39.3311558)",,,,,
9159493642,9159493632,0,"[991347234, 991347227, 991347230, 991347231]",footway,,permit,False,"[False, True]",26.347,"LINESTRING (-76.6191159 39.3311678, -76.619117 39.3311837, -76.619118 39.3311981, -76.6191189 39.3312121, -76.6191295 39.3314045)",,,,,
9159493650,4519817395,0,455591603,footway,,,False,False,5.174,"LINESTRING (-76.6197472 39.3312447, -76.6196871 39.3312468)",,,,,
9159493650,4519817400,0,991347239,footway,,,False,True,1.957,"LINESTRING (-76.6197472 39.3312447, -76.6197695 39.3312482)",,,,,
9159493650,9785464530,0,1065519673,footway,,,False,True,0.99,"LINESTRING (-76.6197472 39.3312447, -76.6197476 39.3312536)",,,,,
9159493653,4519817386,0,455591597,footway,,,False,False,1.102,"LINESTRING (-76.6195116 39.3316622, -76.6194988 39.3316627)",,,,,
9159493653,4519935150,0,455591597,footway,,,False,True,17.42,"LINESTRING (-76.6195116 39.3316622, -76.6197139 39.3316546)",,,,,
9159493653,4519817381,0,"[991347242, 991347243, 991334071]","['steps', 'footway']",,,False,True,5.329,"LINESTRING (-76.6195116 39.3316622, -76.6195104 39.3316495, -76.6195094 39.3316383, -76.6195071 39.3316144)",,,,,
9159493655,9159493656,0,991347244,footway,,,False,True,5.0,"LINESTRING (-76.6191452 39.3316299, -76.6191484 39.3316748)",,,,,
