u,v,key,osmid,name,highway,oneway,reversed,length,geometry
4907030719,4907030720,0,499426090,,service,False,False,44.347,"LINESTRING (116.355995 39.9579277, 116.3560003 39.9575289)"
4907030720,4907037424,0,499426089,,service,False,False,10.99,"LINESTRING (116.3560003 39.9575289, 116.3561291 39.9575336)"
4907030720,4907037422,0,499426089,,service,False,True,18.283,"LINESTRING (116.3560003 39.9575289, 116.3557858 39.9575278)"
4907030720,4907030719,0,499426090,,service,False,True,44.347,"LINESTRING (116.3560003 39.9575289, 116.355995 39.9579277)"
4907034335,4907093197,0,106617831,晨曦路,service,False,False,108.604,"LINESTRING (116.3573931 39.9589629, 116.3586672 39.9589492)"
4907034335,4907041824,0,106617831,晨曦路,service,False,True,10.196,"LINESTRING (116.3573931 39.9589629, 116.3572735 39.958965)"
4907034335,4907034336,0,499425703,,service,False,False,115.988,"LINESTRING (116.3573931 39.9589629, 116.3573922 39.9585657, 116.3573908 39.9579198)"
4907034336,4907041804,0,106617832,立身路,service,False,False,8.353,"LINESTRING (116.3573908 39.9579198, 116.3574888 39.9579192)"
4907034336,4907041802,0,106617832,立身路,service,False,True,35.424,"LINESTRING (116.3573908 39.9579198, 116.3569752 39.9579222)"
4907034336,4907034335,0,499425703,,service,False,True,115.988,"LINESTRING (116.3573908 39.9579198, 116.3573922 39.9585657, 116.3573931 39.9589629)"
4907037421,1226520271,0,106617832,立身路,service,False,False,10.987,"LINESTRING (116.3557858 39.9579272, 116.3559147 39.9579282)"
4907037421,4907030708,0,106617832,立身路,service,False,True,17.832,"LINESTRING (116.3557858 39.9579272, 116.3555766 39.9579255)"
