u,v,key,osmid,highway,oneway,reversed,length,geometry,junction
11240621410,11240621414,0,1213243555,footway,False,False,9.591,"LINESTRING (118.0896423 24.4376812, 118.0895573 24.4377193)",
11240621410,11240621413,0,1213243555,footway,False,True,8.868,"LINESTRING (118.0896423 24.4376812, 118.0897209 24.437646)",
11240621411,11240621410,0,1213243554,footway,False,False,47.546,"LINESTRING (118.0894366 24.4372968, 118.0896423 24.4376812)",
11240621412,11240621414,0,1213243555,footway,False,True,104.442,"LINESTRING (118.0886266 24.4381246, 118.0895573 24.4377193)",
11240621413,11240621410,0,1213243555,footway,False,False,8.868,"LINESTRING (118.0897209 24.437646, 118.0896423 24.4376812)",
11240621414,11240621412,0,1213243555,footway,False,False,104.442,"LINESTRING (118.0895573 24.4377193, 118.0886266 24.4381246)",
11240621414,11240621410,0,1213243555,footway,False,True,9.591,"LINESTRING (118.0895573 24.4377193, 118.0896423 24.4376812)",
11240621414,11240621415,0,1213243556,steps,False,True,5.289,"LINESTRING (118.0895573 24.4377193, 118.0895345 24.4376765)",
11240621415,11240621414,0,1213243556,steps,False,False,5.289,"LINESTRING (118.0895345 24.4376765, 118.0895573 24.4377193)",
11240648867,11240648868,0,"[1213243557, 1213243558]","['elevator', 'footway']",False,True,62.268,"LINESTRING (118.0911572 24.4379378, 118.091357 24.4383346, 118.0914146 24.4384464)",
11240648868,1682537467,0,151338226,service,False,True,22.327,"LINESTRING (118.0914146 24.4384464, 118.0912189 24.438539)",
11240648868,1653819387,0,151338226,service,False,False,73.315,"LINESTRING (118.0914146 24.4384464, 118.0919494 24.4381933, 118.0919793 24.4381606, 118.0920018 24.4380957)",
11240648868,11240648867,0,"[1213243557, 1213243558]","['elevator', 'footway']",False,False,62.268,"LINESTRING (118.0914146 24.4384464, 118.091357 24.4383346, 118.0911572 24.4379378)",
