element_type,osmid,nodes,building,geometry,name,amenity,name:en,building:levels,information,tourism
way,560035878,"[5400835299, 5400835300, 5400835301, 5400835302, 5400835303, 5400835304, 5400835299]",school,"POLYGON ((118.0934563 24.4442467, 118.0934414 24.4442189, 118.0933989 24.4442377, 118.0933693 24.4441822, 118.0934917 24.4441281, 118.0935361 24.4442114, 118.0934563 24.4442467))",,,,,,
way,560035879,"[5400835305, 5400835306, 5400835307, 5400835308, 5400835309, 5400835310, 5400835311, 5400835312, 5400835313, 5400835314, 5400835305]",school,"POLYGON ((118.0932176 24.4440363, 118.0931457 24.4438894, 118.0933357 24.4438123, 118.0932805 24.4436997, 118.0930868 24.4437782, 118.0930157 24.4436327, 118.0934766 24.4434458, 118.0935492 24.4435941, 118.0934579 24.4436311, 118.0935836 24.4438879, 118.0932176 24.4440363))",,,,,,
way,560035880,"[5400835315, 5400835316, 5400835317, 5400835318, 5400835319, 5400835320, 5400835521, 5400835522, 5400835523, 5400835524, 5400835525, 5400835526, 5400835527, 5400835528, 5400835529, 5400835315]",school,"POLYGON ((118.0929747 24.4435603, 118.0928998 24.4433928, 118.0928659 24.4433802, 118.0928351 24.4433213, 118.092849 24.4432806, 118.0929229 24.4432526, 118.0929861 24.4432834, 118.0933321 24.4431553, 118.0933535 24.4432032, 118.0934067 24.4431835, 118.0934791 24.4433455, 118.0933625 24.4433887, 118.0933408 24.4433401, 118.0930221 24.4434581, 118.0930546 24.4435307, 118.0929747 24.4435603))",,,,,,
way,560035881,"[5400835530, 5400835531, 5400835532, 5400835533, 5400835530]",school,"POLYGON ((118.0928541 24.4432616, 118.0927345 24.4430233, 118.092813 24.4429906, 118.0929327 24.4432289, 118.0928541 24.4432616))",,,,,,
way,560035882,"[5400835534, 5400835535, 5400835536, 5400835537, 5400835538, 5400835539, 5400835540, 5400835541, 5400835534]",school,"POLYGON ((118.0927204 24.4429119, 118.0926771 24.4428238, 118.0930704 24.4426634, 118.0931056 24.4427348, 118.0930104 24.4427736, 118.0930328 24.4428192, 118.0928551 24.4428916, 118.0928409 24.4428627, 118.0927204 24.4429119))",,,,,,
way,560035883,"[5400835542, 5400835543, 5400835544, 5400835545, 5400835542]",school,"POLYGON ((118.0926011 24.4425868, 118.0925427 24.442458, 118.0928986 24.4423242, 118.092957 24.4424529, 118.0926011 24.4425868))",,,,,,
way,560035884,"[5400835546, 5400835547, 5400835548, 5400835549, 5400835550, 5400835551, 5400835552, 5400835553, 5400835554, 5400835555, 5400835556, 5400835557, 5400835558, 5400835559, 5400835560, 5400835561, 5400835562, 5400835563, 5400835564, 5400835565, 5400835546]",school,"POLYGON ((118.0959537 24.4418574, 118.0959618 24.4417908, 118.0960783 24.4418027, 118.0960897 24.4417102, 118.0959552 24.4416965, 118.0959656 24.441612, 118.0960933 24.4416249, 118.096088 24.441668, 118.0961608 24.4416754, 118.0961651 24.4416408, 118.0962783 24.4416523, 118.09627 24.4417205, 118.0961931 24.4417127, 118.0961892 24.4417447, 118.0961468 24.4417404, 118.0961422 24.4417779, 118.0961723 24.4417809, 118.0961681 24.4418154, 118.0962501 24.4418237, 118.0962424 24.4418868, 118.0959537 24.4418574))",,,,,,
way,560035885,"[5400835566, 5400835567, 5400835568, 5400835569, 5400835570, 5400835571, 5400835572, 5400835573, 5400835574, 5400835575, 5400835576, 5400835577, 5400835578, 5400835579, 5400835580, 5400835581, 5400835566]",school,"POLYGON ((118.0965449 24.4420449, 118.0965505 24.4419792, 118.0966676 24.4419874, 118.0966757 24.4418915, 118.0965568 24.4418832, 118.096563 24.4418089, 118.0966818 24.4418172, 118.0966789 24.4418517, 118.0967631 24.4418576, 118.096766 24.4418234, 118.096873 24.4418309, 118.0968673 24.4418978, 118.0967738 24.4418912, 118.0967654 24.4419902, 118.0968567 24.4419965, 118.0968509 24.4420663, 118.0965449 24.4420449))",,,,,,
way,560035886,"[5400835582, 5400835583, 5400835584, 5400835585, 5400835582]",school,"POLYGON ((118.0958252 24.4421434, 118.0958357 24.4420091, 118.0960879 24.4420254, 118.0960775 24.4421597, 118.0958252 24.4421434))",,,,,,
way,560035887,"[5400835586, 5400835587, 5400835588, 5400835589, 5400835586]",school,"POLYGON ((118.0962088 24.4422535, 118.0962181 24.4421174, 118.0964817 24.4421323, 118.0964724 24.4422684, 118.0962088 24.4422535))",,,,,,
way,560035888,"[5400835590, 5400835591, 5400835592, 5400835593, 5400835594, 5400835595, 5400835596, 5400835597, 5400835598, 5400835599, 5400835590]",school,"POLYGON ((118.0966054 24.4424123, 118.0966155 24.4423221, 118.0970075 24.4423587, 118.0970021 24.4424065, 118.0971241 24.4424178, 118.0971119 24.4425254, 118.0968404 24.4425001, 118.0968451 24.442458, 118.0966824 24.4424428, 118.096685 24.4424198, 118.0966054 24.4424123))",,,,,,
way,560035889,"[5400835600, 5400835601, 5400835602, 5400835603, 5400835600]",school,"POLYGON ((118.0970802 24.4421884, 118.0970985 24.4420796, 118.0971755 24.4420903, 118.0971572 24.4421991, 118.0970802 24.4421884))",,,,,,
way,560035890,"[5400835604, 5400835605, 5400835606, 5400835607, 5400835608, 5400835609, 5400835610, 5400835611, 5400835612, 5400835613, 5400835614, 5400835615, 5400835604]",school,"POLYGON ((118.0970915 24.44207, 118.0971125 24.4419126, 118.0971502 24.4419168, 118.0971545 24.4418843, 118.0971094 24.4418793, 118.0971286 24.4417365, 118.0972701 24.4417522, 118.0972539 24.4418731, 118.0972958 24.4418778, 118.097287 24.4419431, 118.0972557 24.4419396, 118.0972361 24.442086, 118.0970915 24.44207))",,,,,,
way,1213243560,"[1674356243, 11240648879, 11240648878, 11240648877, 11240648876, 1674356218, 1674356243]",public,"POLYGON ((118.0879909 24.4389171, 118.0881961 24.4388328, 118.0882283 24.4389988, 118.0882765 24.4391453, 118.0884053 24.4393834, 118.0883047 24.4394361, 118.0879909 24.4389171))",厦大访客中心,,,,office,information
