u,v,key,osmid,name,highway,oneway,reversed,length,geometry,lanes,bridge
5262330265,5262330269,0,544369580,,living_street,False,False,92.34,"LINESTRING (121.5286031 38.8838211, 121.5296683 38.8838668)",,
5262330265,375732420,0,544369579,,living_street,False,False,211.93599999999998,"LINESTRING (121.5286031 38.8838211, 121.528821 38.8833286, 121.5290015 38.883165, 121.5291514 38.8829619, 121.5292991 38.8825405, 121.5293704 38.8820452)",,
5262330265,5262330260,0,544369579,,living_street,False,True,192.22500000000002,"LINESTRING (121.5286031 38.8838211, 121.5285539 38.8842862, 121.5284414 38.8843355, 121.5278509 38.8843136, 121.5277665 38.8843464, 121.5276751 38.8849703)",,
5262330269,5262330265,0,544369580,,living_street,False,True,92.34,"LINESTRING (121.5296683 38.8838668, 121.5286031 38.8838211)",,
5262330269,8657970589,0,544369577,,living_street,False,False,655.769,"LINESTRING (121.5296683 38.8838668, 121.5298091 38.8837622, 121.5302128 38.8834667, 121.5312627 38.8824027, 121.5313356 38.8822068, 121.5313393 38.8820221, 121.531306 38.8814593, 121.5311725 38.8810668, 121.5308759 38.8805473, 121.5306238 38.8802586, 121.5303791 38.8800277, 121.529797 38.8799614, 121.5292001 38.879794, 121.5286545 38.8796577)",,
5262330269,5262330250,0,544369577,,living_street,False,True,173.628,"LINESTRING (121.5296683 38.8838668, 121.529268 38.8841645, 121.5286866 38.8847868, 121.5284201 38.8850823)",,
5961411544,1866153954,0,217125480,,living_street,False,False,200.101,"LINESTRING (121.5113301 38.8838315, 121.5107818 38.8820833)",,
5961411544,1866154206,0,217125480,,living_street,False,True,27.456,"LINESTRING (121.5113301 38.8838315, 121.5114014 38.8840721)",,
5961411544,5961411545,0,631277948,,footway,False,False,64.708,"LINESTRING (121.5113301 38.8838315, 121.5120589 38.8837019)",,
5961411545,5961411544,0,631277948,,footway,False,True,64.708,"LINESTRING (121.5120589 38.8837019, 121.5113301 38.8838315)",,
6365430942,8310006738,0,31159412,书阳路,residential,False,False,34.212,"LINESTRING (121.5216764 38.8774133, 121.5220617 38.8774818)",,
6365430942,6365430945,0,1123476792,凌水路,tertiary,False,False,10.002,"LINESTRING (121.5216764 38.8774133, 121.5215868 38.8773565)",,
6365430942,346739926,0,1123482445,红凌路,secondary,True,False,674.9630000000001,"LINESTRING (121.5216764 38.8774133, 121.521455 38.8775462, 121.5206396 38.8791587, 121.51967 38.88023, 121.5194678 38.8807316, 121.51935 38.8813, 121.5193621 38.8819285, 121.5196025 38.8829911)",2,
6365430945,6365430942,0,1123476792,凌水路,tertiary,False,True,10.002,"LINESTRING (121.5215868 38.8773565, 121.5216764 38.8774133)",,
8310006738,6365430942,0,31159412,书阳路,residential,False,True,34.212,"LINESTRING (121.5220617 38.8774818, 121.5216764 38.8774133)",,
8310006738,374101286,0,894092909,,living_street,False,True,17.8,"LINESTRING (121.5220617 38.8774818, 121.5220832 38.877641)",,
8310006738,346738591,0,31159412,书阳路,residential,False,False,58.521,"LINESTRING (121.5220617 38.8774818, 121.5221922 38.877505, 121.5227336 38.8775277)",,
8310006767,374101193,0,894092913,,living_street,False,True,181.349,"LINESTRING (121.5256468 38.8855973, 121.5235516 38.8855927)",,
8310006768,5262329542,0,33126278,,living_street,False,False,22.15,"LINESTRING (121.5207467 38.8830512, 121.5206445 38.8830509, 121.5204933 38.8830294)",,
8310006768,5262329545,0,33126278,,living_street,False,True,129.93200000000002,"LINESTRING (121.5207467 38.8830512, 121.520975 38.8830503, 121.5222477 38.8830635)",,
8310006768,8310006779,0,894092914,,living_street,False,False,203.07799999999997,"LINESTRING (121.5207467 38.8830512, 121.5208465 38.8831316, 121.5211597 38.8831715, 121.5217499 38.8831316, 121.5218252 38.883148, 121.5218614 38.883216, 121.5218794 38.8838653, 121.5215938 38.8838596)",,
8310006778,8310006782,0,894092914,,living_street,False,True,37.05,"LINESTRING (121.5211507 38.8849062, 121.5210022 38.8845937)",,
8310006778,8310006790,0,894092916,,living_street,False,False,34.183,"LINESTRING (121.5211507 38.8849062, 121.5207621 38.8848514)",,
8310006778,8310006793,0,894092916,,living_street,False,True,67.678,"LINESTRING (121.5211507 38.8849062, 121.5219165 38.8850291)",,
8310006779,8310006782,0,894092914,,living_street,False,False,132.33599999999998,"LINESTRING (121.5215938 38.8838596, 121.5210603 38.8838489, 121.5210182 38.8838747, 121.5209248 38.8843951, 121.5210022 38.8845937)",,
8310006779,8310006768,0,894092914,,living_street,False,True,203.07799999999997,"LINESTRING (121.5215938 38.8838596, 121.5218794 38.8838653, 121.5218614 38.883216, 121.5218252 38.883148, 121.5217499 38.8831316, 121.5211597 38.8831715, 121.5208465 38.8831316, 121.5207467 38.8830512)",,
8310006779,8310006781,0,894092915,,living_street,False,False,91.92,"LINESTRING (121.5215938 38.8838596, 121.5215361 38.8843717, 121.5215933 38.8846811)",,
8310006781,8310006782,0,894092916,,living_street,False,True,52.078,"LINESTRING (121.5215933 38.8846811, 121.5210022 38.8845937)",,
8310006781,8310006779,0,894092915,,living_street,False,True,91.92,"LINESTRING (121.5215933 38.8846811, 121.5215361 38.8843717, 121.5215938 38.8838596)",,
8310006781,8310006793,0,894092916,,living_street,False,False,113.61,"LINESTRING (121.5215933 38.8846811, 121.5221565 38.8847678, 121.5222589 38.8848593, 121.522283 38.8849319, 121.5222619 38.8850304, 121.5221986 38.8850562, 121.5221143 38.8850609, 121.5219165 38.8850291)",,
8310006782,8310006778,0,894092914,,living_street,False,False,37.05,"LINESTRING (121.5210022 38.8845937, 121.5211507 38.8849062)",,
8310006782,8310006781,0,894092916,,living_street,False,False,52.078,"LINESTRING (121.5210022 38.8845937, 121.5215933 38.8846811)",,
8310006782,8310006779,0,894092914,,living_street,False,True,132.336,"LINESTRING (121.5210022 38.8845937, 121.5209248 38.8843951, 121.5210182 38.8838747, 121.5210603 38.8838489, 121.5215938 38.8838596)",,
8310006789,8310006790,0,894092916,,living_street,False,True,18.532,"LINESTRING (121.5205514 38.8848218, 121.5207621 38.8848514)",,
8310006790,8310006789,0,894092916,,living_street,False,False,18.532,"LINESTRING (121.5207621 38.8848514, 121.5205514 38.8848218)",,
8310006790,8310006778,0,894092916,,living_street,False,True,34.183,"LINESTRING (121.5207621 38.8848514, 121.5211507 38.8849062)",,
8310006790,8310006791,0,894092917,,living_street,False,False,59.662,"LINESTRING (121.5207621 38.8848514, 121.5206417 38.8853797)",,
8310006791,8310006790,0,894092917,,living_street,False,True,59.662,"LINESTRING (121.5206417 38.8853797, 121.5207621 38.8848514)",,
8310006791,8310006792,0,894092919,,living_street,False,False,101.138,"LINESTRING (121.5206417 38.8853797, 121.5217921 38.8855391)",,
8310006791,8310006794,0,894092919,,living_street,False,True,30.567,"LINESTRING (121.5206417 38.8853797, 121.5202954 38.8853258)",,
8310006792,8310006793,0,894092918,,living_street,False,False,57.723,"LINESTRING (121.5217921 38.8855391, 121.5219165 38.8850291)",,
8310006792,8310006791,0,894092919,,living_street,False,True,101.138,"LINESTRING (121.5217921 38.8855391, 121.5206417 38.8853797)",,
8310006792,8310006796,0,894092919,,living_street,False,False,155.566,"LINESTRING (121.5217921 38.8855391, 121.5234303 38.8857571, 121.5235448 38.8858133)",,
8310006793,8310006778,0,894092916,,living_street,False,False,67.678,"LINESTRING (121.5219165 38.8850291, 121.5211507 38.8849062)",,
8310006793,8310006792,0,894092918,,living_street,False,True,57.723,"LINESTRING (121.5219165 38.8850291, 121.5217921 38.8855391)",,
8310006793,8310006781,0,894092916,,living_street,False,True,113.61,"LINESTRING (121.5219165 38.8850291, 121.5221143 38.8850609, 121.5221986 38.8850562, 121.5222619 38.8850304, 121.522283 38.8849319, 121.5222589 38.8848593, 121.5221565 38.8847678, 121.5215933 38.8846811)",,
8310006794,8310006791,0,894092919,,living_street,False,False,30.567,"LINESTRING (121.5202954 38.8853258, 121.5206417 38.8853797)",,
8310006796,8310006792,0,894092919,,living_street,False,True,155.566,"LINESTRING (121.5235448 38.8858133, 121.5234303 38.8857571, 121.5217921 38.8855391)",,
8657970589,8657970603,0,33174911,,living_street,False,True,43.625,"LINESTRING (121.5286545 38.8796577, 121.5288799 38.8800086)",,
8657970589,375732465,0,33174911,,living_street,False,False,244.919,"LINESTRING (121.5286545 38.8796577, 121.5286145 38.8795664, 121.5283707 38.8791642, 121.527973 38.8783302, 121.5279217 38.8779325, 121.5279217 38.8775604)",,
8657970589,374106461,0,544369577,,living_street,False,False,240.87300000000002,"LINESTRING (121.5286545 38.8796577, 121.5285381 38.8796176, 121.5284586 38.8796093, 121.5282695 38.8795919, 121.5265195 38.879185, 121.5262345 38.8791294, 121.5260102 38.8790202)",,
8657970589,5262330269,0,544369577,,living_street,False,True,655.7690000000001,"LINESTRING (121.5286545 38.8796577, 121.5292001 38.879794, 121.529797 38.8799614, 121.5303791 38.8800277, 121.5306238 38.8802586, 121.5308759 38.8805473, 121.5311725 38.8810668, 121.531306 38.8814593, 121.5313393 38.8820221, 121.5313356 38.8822068, 121.5312627 38.8824027, 121.5302128 38.8834667, 121.5298091 38.8837622, 121.5296683 38.8838668)",,
8657970603,8657970589,0,33174911,,living_street,False,False,43.625,"LINESTRING (121.5288799 38.8800086, 121.5286545 38.8796577)",,
8657970603,374101235,0,33126278,,living_street,False,True,335.14300000000003,"LINESTRING (121.5288799 38.8800086, 121.5288145 38.8805069, 121.528796 38.8805992, 121.5287441 38.8806454, 121.5280878 38.8806454, 121.5277504 38.880579, 121.5275725 38.8804982, 121.527439 38.8803221, 121.5272203 38.8801894, 121.5269815 38.8801073, 121.5259643 38.880072)",,
8657970603,375732373,0,33174911,,living_street,False,True,110.89,"LINESTRING (121.5288799 38.8800086, 121.5291625 38.8804771, 121.5291211 38.8809557)",,
8657970608,8657970610,0,33126631,,residential,False,False,27.921,"LINESTRING (121.5259146 38.8808618, 121.5259146 38.8811129)",,
8657970608,374106541,0,33126631,,residential,False,True,13.421,"LINESTRING (121.5259146 38.8808618, 121.5259146 38.8807411)",,
8657970608,375732350,0,33174911,,living_street,False,False,215.731,"LINESTRING (121.5259146 38.8808618, 121.5262157 38.8811203, 121.5265795 38.8813121, 121.5280228 38.881858)",,
8657970610,8657970608,0,33126631,,residential,False,True,27.921,"LINESTRING (121.5259146 38.8811129, 121.5259146 38.8808618)",,
8657970610,374106588,0,33126631,,residential,False,False,72.8,"LINESTRING (121.5259146 38.8811129, 121.5259146 38.8811722, 121.5259146 38.8817676)",,
8657970610,375732391,0,934162263,,living_street,False,False,99.717,"LINESTRING (121.5259146 38.8811129, 121.5259671 38.881162, 121.5260748 38.8812646, 121.5265852 38.8818414)",,
10614371846,1866154033,0,176050673,,living_street,True,False,308.862,"LINESTRING (121.515794 38.8855632, 121.5156495 38.8852583, 121.5150596 38.8831599, 121.5151058 38.8830976, 121.5154007 38.8830596)",,
