element_type,osmid,amenity,geometry,operator,addr:postcode,building,name,website,access,parking,nodes,building:levels,building:material,official_name,source,source_ref,wikidata,building:levels:underground,roof:shape,created_by,fee,operator:type,ref,leisure,addr:housenumber,addr:street,addr:city,addr:state,addr:street_direction_prefix,layer,old_name,start,alt_name,old_name:-1960,old_name:1960-2017,wikipedia,opening_hours,addr:housename,ways,type
way,326476342,,"POLYGON ((-118.1282315 34.1395014, -118.1282302 34.1394124, -118.1282974 34.1394117, -118.1282962 34.1393345, -118.1284588 34.1393329, -118.1284612 34.1394991, -118.1282315 34.1395014))",,,house,Watchtower,,,,"[3331254305, 3331254306, 3331254307, 3331254308, 3331254309, 3331254310, 3331254305]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,366446709,,"POLYGON ((-118.1266418 34.1399525, -118.1264587 34.1399534, -118.1264588 34.1399635, -118.1264085 34.1399637, -118.1264065 34.139684, -118.1265011 34.1396835, -118.1265015 34.1397508, -118.1266404 34.1397501, -118.1266418 34.1399525))",,,yes,Keck Center,,,,"[3704238372, 7876638982, 7876638981, 3704238373, 3704238374, 3704238375, 3704238376, 3704238377, 3704238372]",1,,,,,Q62641369,,,,,,,,,,,,,,,,,,,,,,,
way,366446713,,"POLYGON ((-118.1253409 34.1343328, -118.1252269 34.1343339, -118.1252255 34.1344882, -118.1251477 34.134486, -118.1251491 34.1340853, -118.1252684 34.134082, -118.1252698 34.1341019, -118.1253435 34.1341053, -118.1253409 34.1343328))",,,yes,Caltech Children's Center,,,,"[3704238404, 3704238405, 3704238406, 3704238407, 3704238408, 3704238409, 3704238411, 3704238410, 3704238404]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,366446714,,"POLYGON ((-118.1251182 34.1343461, -118.1248205 34.1344749, -118.1247575 34.1343739, -118.1250498 34.1342529, -118.1251182 34.1343461))",,,yes,,,,,"[3704238412, 3704238413, 3704238414, 3704238415, 3704238412]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,366446715,,"POLYGON ((-118.1251947 34.1347369, -118.1248688 34.1348224, -118.1248192 34.1347258, -118.1248567 34.1347102, -118.1248862 34.1347169, -118.1251504 34.1346392, -118.1251947 34.1347369))",,,yes,,,,,"[3704238416, 3704238417, 3704238418, 3704238419, 3704238420, 3704238421, 3704238416]",,,,,,,,,,,,,,1200 E,California Boulevard,,,,,,,,,,,,,,
way,366446719,,"POLYGON ((-118.1221276 34.1393291, -118.1219559 34.1393302, -118.1219505 34.1391337, -118.1221262 34.1391304, -118.1221276 34.1393291))",,,yes,,,,,"[3704238432, 3704238433, 3704238434, 3704238435, 3704238432]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,397512549,,"POLYGON ((-118.1222034 34.1398679, -118.1224318 34.139867, -118.1224338 34.1402301, -118.1222054 34.140231, -118.1222034 34.1398679))",,,yes,,,,,"[566601758, 4003035631, 4003035640, 4003035641, 566601758]",,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,
way,397512555,,"POLYGON ((-118.1225475 34.1400806, -118.122477 34.1400809, -118.1224767 34.1400198, -118.1225471 34.1400195, -118.1225475 34.1400806))",,,yes,,,,,"[4003035634, 4003035635, 4003035633, 4003035632, 4003035634]",,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,
way,474948543,,"POLYGON ((-118.1245134 34.1345314, -118.1243529 34.1345744, -118.1243321 34.134521, -118.1243058 34.134528, -118.1242719 34.134441, -118.124296 34.1344346, -118.1242783 34.1343891, -118.1243736 34.1343636, -118.1243906 34.134407, -118.1244078 34.1344112, -118.1244216 34.1344466, -118.1244747 34.1344324, -118.1245134 34.1345314))",,,yes,,,,,"[4687967698, 4687967699, 4687967700, 4687967701, 4687967702, 4687967703, 4687967704, 4687967705, 4687967706, 4687967707, 4687967708, 4687967709, 4687967698]",,,,,,,,,,,,,,1221,Arden Road,,,,,,,,,,,,,,
way,474948545,,"POLYGON ((-118.1250581 34.1350221, -118.1249869 34.1350452, -118.1249815 34.1350338, -118.1248986 34.1350606, -118.1248237 34.1349019, -118.1249661 34.1348559, -118.1249746 34.1348739, -118.125037 34.1348537, -118.1250636 34.1349101, -118.124987 34.1349348, -118.1250163 34.1349971, -118.1250424 34.1349887, -118.1250581 34.1350221))",,,yes,,,,,"[4687967724, 4687967725, 4687967726, 4687967727, 4687967728, 4687967729, 4687967730, 4687967731, 4687967732, 4687967733, 4687967734, 4687967735, 4687967724]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,474948546,,"POLYGON ((-118.1251611 34.1348766, -118.1251334 34.1348193, -118.125067 34.1348413, -118.1250947 34.1348986, -118.1251611 34.1348766))",,,yes,,,,,"[4687967736, 4687967737, 4687967738, 4687967739, 4687967736]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,474948547,,"POLYGON ((-118.1248666 34.1356941, -118.1249517 34.1356922, -118.12495 34.1356423, -118.1249157 34.1356431, -118.1249141 34.1355936, -118.1249457 34.1355929, -118.1249454 34.1355834, -118.1250308 34.1355815, -118.1250312 34.135593, -118.1250771 34.1355919, -118.1250787 34.1356425, -118.1250254 34.1356437, -118.1250267 34.1356842, -118.1251352 34.1356818, -118.1251373 34.1357457, -118.1250297 34.1357481, -118.1250303 34.1357666, -118.1249587 34.1357682, -118.1249581 34.1357485, -118.1248684 34.1357505, -118.1248666 34.1356941))",,,yes,,,,,"[4687967740, 4687967741, 4687967742, 4687967743, 4687967744, 4687967745, 4687967746, 4687967747, 4687967748, 4687967749, 4687967750, 4687967751, 4687967752, 4687967753, 4687967754, 4687967755, 4687967756, 4687967757, 4687967758, 4687967759, 4687967740]",,,,,,,,,,,,,,1245,Arden Road,,,,,,,,,,,,,,
way,726013375,,"POLYGON ((-118.1240666 34.1374916, -118.1240666 34.1374447, -118.1240476 34.1374447, -118.1240476 34.1372982, -118.1240699 34.1372982, -118.1240699 34.137236, -118.1240699 34.1372196, -118.1240512 34.1372196, -118.1240512 34.1370893, -118.1237444 34.1370893, -118.1236847 34.1370893, -118.1236847 34.1372265, -118.1238525 34.1372266, -118.1238525 34.1372447, -118.1238524 34.1374723, -118.1239724 34.1374723, -118.1239724 34.1374916, -118.1240666 34.1374916))",,,yes,Hameetman Center,,,,"[6806836150, 6806836151, 6806836152, 6806836153, 6806836154, 11068265096, 6806836155, 6806836156, 6806836157, 11068265100, 6806836158, 6806836159, 6300337646, 11068265097, 6806836160, 6806836161, 6806836162, 6806836150]",3,,,,,Q62641372,,,,,,,,,,,,,1,,,,,,,,,,
way,742214256,,"POLYGON ((-118.1289562 34.1383001, -118.1288349 34.1382998, -118.1288352 34.1382187, -118.1289565 34.138219, -118.1289562 34.1383001))",,,yes,,,,,"[6948622676, 6948622677, 6948622678, 6948622679, 6948622676]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,742214257,,"POLYGON ((-118.1288346 34.1382083, -118.1287508 34.1382083, -118.1287508 34.1380846, -118.1288346 34.1380846, -118.1288346 34.1382083))",,,yes,,,,,"[6948622680, 6948622681, 6948622682, 6948622683, 6948622680]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,742214258,,"POLYGON ((-118.1290398 34.1382044, -118.128956 34.1382044, -118.128956 34.1380807, -118.1290398 34.1380807, -118.1290398 34.1382044))",,,yes,,,,,"[6948622684, 6948679385, 6948679386, 6948679387, 6948622684]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,742214259,,"POLYGON ((-118.1291538 34.1382055, -118.12907 34.1382055, -118.12907 34.1380818, -118.1291538 34.1380818, -118.1291538 34.1382055))",,,yes,,,,,"[6948679388, 6948679389, 6948679390, 6948679391, 6948679388]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,742214260,,"POLYGON ((-118.1291543 34.1380622, -118.1290732 34.1380625, -118.1290728 34.1379993, -118.129154 34.137999, -118.1291543 34.1380622))",,,yes,,,,,"[6948679392, 6948679393, 6948679394, 6948679395, 6948679392]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,742214261,,"POLYGON ((-118.1290386 34.138062, -118.1289575 34.1380622, -118.1289572 34.137999, -118.1290383 34.1379987, -118.1290386 34.138062))",,,yes,,,,,"[6948679396, 6948679397, 6948679398, 6948679399, 6948679396]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,742214262,,"POLYGON ((-118.1288294 34.1380653, -118.1287483 34.1380656, -118.128748 34.1380023, -118.1288291 34.138002, -118.1288294 34.1380653))",,,yes,,,,,"[6948679400, 6948679401, 6948679402, 6948679403, 6948679400]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,857648974,,"POLYGON ((-118.129024 34.1397675, -118.1290247 34.1396487, -118.1288847 34.1396482, -118.1288841 34.1397669, -118.129024 34.1397675))",,91106,yes,Central Catalina Common Room,,,,"[7995998243, 7995998244, 7995998245, 7995998246, 7995998243]",1,,,,,,,,,,,,,350,South Catalina Avenue,Pasadena,CA,,,,,,,,,,,,
way,1047787606,,"POLYGON ((-118.1276122 34.1407986, -118.1276095 34.1402059, -118.1267861 34.1402059, -118.1267861 34.1404412, -118.1273252 34.1404434, -118.1273225 34.1407986, -118.1276122 34.1407986))",,,yes,Chen Neuroscience Research Building,,,,"[9634954227, 9634954228, 9634954229, 9634954230, 9634954231, 9634954232, 9634954227]",4,,,,,Q65974731,,flat,,,,,,,,,,,,,,,,,,,,,
way,1053224839,,"POLYGON ((-118.129056 34.1403037, -118.1290544 34.140195, -118.1289326 34.1401963, -118.1289342 34.1403049, -118.129056 34.1403037))",,91106,yes,North Catalina Recreation Room,,,,"[9679049321, 9679049322, 9679049323, 9679049324, 9679049321]",,,,,,,,,,,,,,1048,East Del Mar Boulevard,Pasadena,CA,,,,,,,,,,,,
way,1053224840,,"POLYGON ((-118.1290396 34.1385284, -118.1290399 34.1386441, -118.1288942 34.1386443, -118.128894 34.1385286, -118.1290396 34.1385284))",,91106,yes,South Catalina Common Room,,,,"[9679049325, 9679049326, 9679049327, 9679049328, 9679049325]",,,,,,,,,,,,,,454,South Catalina Avenue,Pasadena,CA,,,,,,,,,,,,
way,1058026917,,"POLYGON ((-118.1227572 34.140418, -118.1221409 34.1404245, -118.1221485 34.1409207, -118.1227649 34.1409141, -118.1227572 34.140418))",,,yes,AWS Center for Quantum Computing,,,,"[9721748697, 9721748698, 9721748699, 9721748700, 9721748697]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1224939262,,"POLYGON ((-118.125353 34.1335435, -118.1253543 34.1334494, -118.1255543 34.1334513, -118.125553 34.1335454, -118.125353 34.1335435))",,,yes,The Barn,,private,,"[11359611786, 11359611787, 11359611788, 11359611789, 11359611786]",,,,,,,,,,,,,fitness_centre,,,,,,,,,,,,,,,,
relation,333928,,"POLYGON ((-118.1270094 34.1388802, -118.127007 34.1391986, -118.1270055 34.1395225, -118.1264369 34.1395203, -118.1264375 34.1391997, -118.1264399 34.1388777, -118.1270094 34.1388802), (-118.1266405 34.1393107, -118.1268039 34.1393112, -118.1268507 34.1392741, -118.1268524 34.1391243, -118.1268085 34.1390865, -118.1266384 34.139087, -118.1265931 34.1391236, -118.1265925 34.1392011, -118.1265921 34.1392709, -118.1266405 34.1393107))",,,yes,Beckman Institute,,,,"[[[331387575, 6911382206, 331387574, 331387573, 6911382210, 331387576, 331387575], [6911382208, 568276891, 6911382207, 568276890, 6841731196, 6911382211, 6911382212, 6911382213, 6911382205, 6911382208]]]",4,,,usgs_imagery;survey;image,AM909_DSCV2831,Q23016651,,,,,,,,,,,,,,,,,,,,,,"[726010392, 730303093]",multipolygon
relation,364262,,"POLYGON ((-118.123512 34.14078, -118.1235122 34.1407131, -118.1232633 34.1407105, -118.123263 34.1407222, -118.1231488 34.1407209, -118.1231486 34.1407362, -118.1231004 34.1407357, -118.123101 34.1407024, -118.1231151 34.1407026, -118.1231181 34.1405547, -118.1231654 34.1405553, -118.123166 34.140516, -118.1231154 34.1405155, -118.12312 34.1402132, -118.1230921 34.1402131, -118.1230925 34.1401524, -118.1231637 34.1401526, -118.1231629 34.1401935, -118.1234441 34.1401939, -118.1234445 34.1403763, -118.1233892 34.1403768, -118.1233892 34.1403954, -118.1233454 34.1403951, -118.1233455 34.1403125, -118.1232514 34.1403125, -118.1232519 34.1405726, -118.1234868 34.1405723, -118.1234868 34.1405523, -118.1235511 34.1405523, -118.1235498 34.1406378, -118.1237148 34.1406378, -118.1237134 34.140509, -118.1236659 34.1405086, -118.1236661 34.1404937, -118.1235642 34.1404924, -118.1235645 34.1403972, -118.1236816 34.1403979, -118.1236817 34.140373, -118.123711 34.140349, -118.1237464 34.140349, -118.1237478 34.1402012, -118.1238743 34.140202, -118.1238632 34.1407811, -118.123512 34.14078))",,,yes,Avery House,,,,"[[[566601368, 566601367, 566601375, 592629495, 6868358834, 6868358833, 592629494, 6868358835, 6868358839, 592629472, 3704238368, 592629473, 3704238367, 592629474, 592629475, 592629476, 6868358838, 3704238366, 592629467, 592629468, 592629469, 592629470, 6868358837, 6868358836, 592629493, 592629490, 592629489, 592629488, 592629487, 566601373, 592629486, 592629485, 592629484, 592629483, 592629482, 3704238359, 3704238360, 592629481, 3704238362, 3704238361, 592629480, 566601372, 6868358840, 566601368]]]",2,,,,,Q62639883,,,,,,,,,,,,,,,,,,,,,,[733416501],multipolygon
relation,364267,,"POLYGON ((-118.1218721 34.1365496, -118.1218721 34.1366706, -118.1220209 34.136675, -118.1220223 34.1367783, -118.1219472 34.1367794, -118.1219499 34.1369348, -118.122025 34.1369359, -118.122025 34.1370369, -118.1214979 34.1370347, -118.1214939 34.1369326, -118.121556 34.1369331, -118.1215583 34.1367827, -118.1214979 34.1367805, -118.1214979 34.1366728, -118.1217568 34.1366717, -118.1217554 34.1365496, -118.1218721 34.1365496), (-118.1218922 34.136801, -118.121746 34.1368004, -118.1217474 34.1369187, -118.1218902 34.1369187, -118.1218922 34.136801))",,,yes,The Athenaeum,,,,"[[[592630687, 592630688, 592630689, 592630695, 592630687], [566601603, 566601597, 566601596, 566601595, 566601593, 566601591, 566601582, 566601580, 566601578, 566601630, 566601619, 566601608, 566601607, 566601606, 566601605, 566601604, 566601603]]]",3,plaster,,,,Q16154383,,pyramidal,,,,,,,,,,,,,,,,,,,,"[46362312, 726016189]",multipolygon
relation,7014245,,"POLYGON ((-118.1262218 34.1407995, -118.1262217 34.140825, -118.1261137 34.1408247, -118.126114 34.1407534, -118.1260886 34.1407533, -118.1260892 34.1406354, -118.1261107 34.1406355, -118.1261111 34.1405647, -118.1264465 34.1405658, -118.1264462 34.1406349, -118.1264716 34.140635, -118.1264711 34.1407462, -118.1264442 34.1407461, -118.1264439 34.1408003, -118.1262218 34.1407995), (-118.1262276 34.1406443, -118.1262279 34.1407286, -118.1262487 34.1407285, -118.1262488 34.1407673, -118.1263257 34.1407671, -118.1263256 34.1407426, -118.1263605 34.1407426, -118.1263602 34.140644, -118.1262276 34.1406443))",,91106,apartments,Del Mar Apartments,,,,"[[[1892178230, 1892178490, 1892178072, 1892178236, 1892177964, 1892178406, 1892178187, 1892178329, 1892178102, 1892178435, 1892178320, 1892178200, 1892178325, 1892178442, 1892178230], [4707567266, 4707567267, 4707567268, 4707567269, 4707567270, 4707567271, 4707567272, 4707567273, 4707567266]]]",2,,,,,,,,,,,,,1170,South Hill Avenue,,,,,,,,,,,,,"[178860017, 477392918]",multipolygon
relation,9162392,,"POLYGON ((-118.1250913 34.1402102, -118.1251101 34.1407274, -118.1244825 34.1407252, -118.1244878 34.1407807, -118.124048 34.1407785, -118.1240354 34.1402035, -118.1250913 34.1402102), (-118.1242143 34.1405743, -118.1241687 34.140572, -118.1241687 34.1406298, -118.12452 34.1406275, -118.12452 34.1405854, -118.1249304 34.1405831, -118.1249224 34.1402968, -118.1246702 34.140299, -118.124652 34.1404107, -118.1242127 34.1403525, -118.1242143 34.1405743))",,,yes,Bechtel Residence,,,,"[[[6169921646, 6169921644, 6169921643, 6169921642, 6169921641, 6169921647, 6169921646], [6169921655, 6169921653, 6169921652, 6169921651, 6169921650, 6169921649, 6169921648, 6169921658, 6169921657, 6169921656, 6169921655]]]",3,,,,,Q62640108,,,,,,,,,,,,,,,,,,,,,,"[726010394, 726010395]",multipolygon
relation,10129302,,"POLYGON ((-118.1230753 34.1366849, -118.1230794 34.1364855, -118.1230794 34.1363873, -118.1232209 34.136387, -118.1233025 34.1363877, -118.1233872 34.1363881, -118.1235159 34.1363892, -118.1235509 34.1363899, -118.1235709 34.1363903, -118.1235628 34.1367286, -118.1234763 34.1367275, -118.123477 34.1367613, -118.123358 34.1367623, -118.123358 34.1367413, -118.1233569 34.1367324, -118.1231947 34.1367286, -118.123194 34.1367691, -118.123078 34.1367686, -118.1230753 34.1366849), (-118.1232286 34.1366312, -118.1234462 34.1366319, -118.1234454 34.1364943, -118.1232278 34.136495, -118.1232286 34.1366312))",,,yes,Fleming House,,,,"[[[6861333623, 6861333624, 6861333625, 6861333626, 6861333623], [6861333627, 6861333628, 6861333629, 6861333630, 6917207572, 6861333631, 6861333632, 6861333633, 6861333634, 6861333635, 6861333636, 6861333637, 6861333638, 6861333639, 6861333640, 6861333641, 6861333642, 6861333643, 6861333627]]]",2,,,,,Q62639855,,,,,,,,,,,,,,,,,,,,,,"[732739884, 732739885]",multipolygon
relation,10130305,,"POLYGON ((-118.1228068 34.1363911, -118.1228062 34.1364849, -118.1228061 34.1367709, -118.122691 34.1367708, -118.1226899 34.1367317, -118.1225292 34.1367303, -118.1225289 34.1367627, -118.1223985 34.1367619, -118.1224025 34.1364872, -118.1223328 34.1364872, -118.1223341 34.1363079, -118.1224669 34.1363068, -118.1224669 34.1363861, -118.1226868 34.1363884, -118.1228068 34.1363911), (-118.122693 34.1364931, -118.1225366 34.1364925, -118.1225354 34.1366293, -118.1226938 34.1366302, -118.122693 34.1364931))",,,yes,Ricketts House,,,,"[[[368344084, 368344085, 368348869, 368343856, 368348871, 368348872, 368348873, 368348875, 368348876, 368348877, 368348878, 368344277, 368344278, 566601870, 368344084], [6862276220, 6862276221, 6862276222, 6862276223, 6862276220]]]",,,,,,Q62639836,,,,,,,,,,,,,,,,,,,,,,"[46361164, 732833758]",multipolygon
relation,10138079,,"POLYGON ((-118.1246357 34.1392026, -118.1246356 34.139303, -118.1247008 34.1393033, -118.1247002 34.1393424, -118.1246362 34.1393421, -118.1246357 34.1394397, -118.1245179 34.1394397, -118.1245179 34.1394926, -118.1244678 34.1394926, -118.1244678 34.1394397, -118.1243493 34.139439, -118.1243499 34.1393716, -118.1243105 34.1393713, -118.1243101 34.1394386, -118.1241913 34.1394378, -118.1241905 34.1394901, -118.1241414 34.1394897, -118.1241416 34.139438, -118.1240226 34.1394378, -118.1240241 34.1393377, -118.1239634 34.1393378, -118.123964 34.1392984, -118.1240261 34.1392986, -118.1240257 34.1391981, -118.1241058 34.1391981, -118.1241062 34.1391691, -118.1240263 34.1391683, -118.1240272 34.1390693, -118.1239664 34.1390693, -118.1239656 34.1390285, -118.1240295 34.1390285, -118.1240303 34.1389303, -118.1241474 34.1389303, -118.124147 34.1388781, -118.1241959 34.1388784, -118.1241956 34.1389301, -118.1243142 34.1389306, -118.1243153 34.1390013, -118.1243542 34.1390022, -118.1243582 34.1389594, -118.1244968 34.1389601, -118.1246047 34.1389607, -118.1246045 34.1390612, -118.1246053 34.1391689, -118.124552 34.1391684, -118.1245556 34.1392019, -118.1246357 34.1392026), (-118.1245233 34.1391707, -118.1244909 34.1391707, -118.1243538 34.1390547, -118.124353 34.1390253, -118.1243145 34.1390253, -118.1243138 34.1390527, -118.1241728 34.1391688, -118.1241414 34.1391683, -118.1241408 34.1391984, -118.124172 34.1391987, -118.1243114 34.1393148, -118.1243116 34.1393427, -118.1243457 34.1393425, -118.1243461 34.1393148, -118.1244878 34.1392013, -118.1245233 34.1392013, -118.1245233 34.1391707))",,,yes,Watson Laboratories,,,,"[[[6868298463, 6868298464, 6868298465, 6868298466, 6868298467, 6868298468, 6868298469, 6868298470, 6868298471, 6868298472, 6868298473, 6868298474, 6868298475, 6868298476, 6868298477, 6868298478, 6868298463], [6868298479, 7871792659, 7871792660, 10769439675, 6868298480, 6868319019, 7871792662, 7871792661, 6868298481, 6868298482, 6868298483, 6868298484, 6868318985, 6868318986, 6868318987, 6868318988, 6868318989, 6868318990, 6868318991, 6868318992, 6868318993, 6868318994, 6868318995, 6868318996, 6868318997, 6868318998, 6868318999, 6868319000, 6868319001, 6868319002, 6868319003, 6868319004, 6868319005, 6868319006, 6868319007, 6868319008, 6868319009, 6868319010, 6868319011, 6868319012, 6868319013, 6868319015, 6868319016, 6868319017, 6868319018, 6868319014, 6868298479]]]",,,"Thomas J. Watson, Sr., Laboratories of Applied Physics",,,Q62641346,,,,,,,,,,,,,,,,,,,,,,"[733412033, 733412034]",multipolygon
