u,v,key,osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,service,access,tunnel,width,bridge
8797688200,8797724131,1,950303733,,,footway,,False,False,44.255,"LINESTRING (-87.6753304 42.0611862, -87.6753316 42.0612878, -87.6750935 42.0612857, -87.6750934 42.0611661)",,,,,
8797724131,8797688200,0,214486482,,,footway,,False,False,20.869,"LINESTRING (-87.6750934 42.0611661, -87.6753235 42.0611702, -87.6753304 42.0611862)",,,,,
8797724131,8797688200,1,950303733,,,footway,,False,True,44.255,"LINESTRING (-87.6750934 42.0611661, -87.6750935 42.0612857, -87.6753316 42.0612878, -87.6753304 42.0611862)",,,,,
8797724131,2240260308,0,214486482,,,footway,,False,True,26.594,"LINESTRING (-87.6750934 42.0611661, -87.6749485 42.0611636, -87.6747713 42.0611625)",,,,,
8797724158,1767033456,0,165129325,,,service,,False,False,9.363,"LINESTRING (-87.6780151 42.0584622, -87.6780166 42.058378)",alley,,,,
8797724158,1930281187,0,165129325,,,service,,False,True,47.106,"LINESTRING (-87.6780151 42.0584622, -87.6780077 42.0588858)",alley,,,,
8797724158,4838625887,0,1009265756,,,footway,,False,True,58.558,"LINESTRING (-87.6780151 42.0584622, -87.6773059 42.0584536)",,,,,
8797724162,4957704698,0,950303738,,,service,,False,True,27.405,"LINESTRING (-87.6792199 42.0501137, -87.6793334 42.0498821)",,,,,
8797724163,4775779911,0,950303739,,,footway,,False,False,8.965,"LINESTRING (-87.6776676 42.0499661, -87.6776295 42.0500416)",,,,,
8797724163,8797724165,0,950303739,,,footway,,False,True,22.725,"LINESTRING (-87.6776676 42.0499661, -87.6777641 42.0497747)",,,,,
8797724163,8797724164,0,950303740,,,footway,,False,False,13.171,"LINESTRING (-87.6776676 42.0499661, -87.6775175 42.049926)",,,,,
8797724164,8797724163,0,950303740,,,footway,,False,True,13.171,"LINESTRING (-87.6775175 42.049926, -87.6776676 42.0499661)",,,,,
8797724165,8797724163,0,950303739,,,footway,,False,False,22.725,"LINESTRING (-87.6777641 42.0497747, -87.6776676 42.0499661)",,,,,
8797724165,4957704708,0,950303739,,,footway,,False,True,33.663,"LINESTRING (-87.6777641 42.0497747, -87.6779071 42.0494912)",,,,,
8797724165,8797724166,0,950303741,,,footway,,False,False,14.402,"LINESTRING (-87.6777641 42.0497747, -87.6776002 42.0497304)",,,,,
8797724166,8797724165,0,950303741,,,footway,,False,True,14.402,"LINESTRING (-87.6776002 42.0497304, -87.6777641 42.0497747)",,,,,
8797724167,4773919831,0,491673168,,Hinman Avenue,residential,,False,True,23.929,"LINESTRING (-87.6760854 42.0496232, -87.6759877 42.0498258)",,,,,
8797724167,8797724168,0,950303742,,,service,,False,False,13.771,"LINESTRING (-87.6760854 42.0496232, -87.6759306 42.0495771)",,,,,
8797724167,9886956238,0,491673168,,Hinman Avenue,residential,,False,False,65.30199999999999,"LINESTRING (-87.6760854 42.0496232, -87.6763315 42.0491128, -87.676352 42.0490703)",,,,,
8797724168,8797724169,0,950303742,,,service,,False,False,53.878,"LINESTRING (-87.6759306 42.0495771, -87.6753153 42.0494158)",,,,,
8797724168,8797724167,0,950303742,,,service,,False,True,13.771,"LINESTRING (-87.6759306 42.0495771, -87.6760854 42.0496232)",,,,,
8797724168,4837684582,0,950303743,,,footway,,False,False,64.846,"LINESTRING (-87.6759306 42.0495771, -87.6761992 42.0490291)",,,,,
8797724168,4773919836,0,950303743,,,footway,,False,True,24.459,"LINESTRING (-87.6759306 42.0495771, -87.6758293 42.0497838)",,,,,
8797724169,8797724171,0,213679119,,,service,,False,True,14.53,"LINESTRING (-87.6753153 42.0494158, -87.6753747 42.0492928)",alley,,,,
8797724169,8797724168,0,950303742,,,service,,False,True,53.878,"LINESTRING (-87.6753153 42.0494158, -87.6759306 42.0495771)",,,,,
8797724169,4773919834,0,213679119,,,service,,False,False,22.189,"LINESTRING (-87.6753153 42.0494158, -87.6752583 42.0495235, -87.6752441 42.0495848, -87.675234 42.0496051)",alley,,,,
8797724171,8797724169,0,213679119,,,service,,False,False,14.53,"LINESTRING (-87.6753747 42.0492928, -87.6753153 42.0494158)",alley,,,,
8797724171,8797724173,0,213679119,,,service,,False,True,18.074,"LINESTRING (-87.6753747 42.0492928, -87.6754486 42.0491398)",alley,,,,
8797724171,8797724172,0,950303744,,,service,,False,False,23.277,"LINESTRING (-87.6753747 42.0492928, -87.6756421 42.0493591)",parking_aisle,,,,
8797724172,8797724171,0,950303744,,,service,,False,True,23.277,"LINESTRING (-87.6756421 42.0493591, -87.6753747 42.0492928)",parking_aisle,,,,
8797724173,8797724171,0,213679119,,,service,,False,False,18.074,"LINESTRING (-87.6754486 42.0491398, -87.6753747 42.0492928)",alley,,,,
8797724173,4837684581,0,213679119,,,service,,False,True,32.519,"LINESTRING (-87.6754486 42.0491398, -87.6755815 42.0488645)",alley,,,,
8797724173,8797724174,0,950303745,,,service,,False,False,25.237,"LINESTRING (-87.6754486 42.0491398, -87.6757396 42.0492092)",parking_aisle,,,,
8797724174,8797724173,0,950303745,,,service,,False,True,25.237,"LINESTRING (-87.6757396 42.0492092, -87.6754486 42.0491398)",parking_aisle,,,,
8797724175,2240259856,0,214486483,,,footway,,False,False,8.827,"LINESTRING (-87.6755353 42.0556386, -87.675528 42.0557178)",,,,,
8797724175,2240259847,0,214486483,,,footway,,False,True,3.099,"LINESTRING (-87.6755353 42.0556386, -87.6755379 42.0556108)",,,,,
8797724175,11134971525,0,950303746,,,footway,,False,False,8.983,"LINESTRING (-87.6755353 42.0556386, -87.675469 42.0556378, -87.6754266 42.0556357)",,,,,
8797724184,3797194096,0,376278368,,,footway,,False,True,6.713,"LINESTRING (-87.6742087 42.0556181, -87.6741407 42.055585)",,,,,
8797724184,3797194099,0,376278368,,,footway,,False,False,52.475,"LINESTRING (-87.6742087 42.0556181, -87.6743364 42.0556795, -87.6745481 42.0557499, -87.6747926 42.0557936)",,,,,
8797724184,8797724185,0,950303746,,,footway,,False,True,48.45,"LINESTRING (-87.6742087 42.0556181, -87.6742788 42.0556162, -87.6745431 42.0556162, -87.6747524 42.0556236, -87.6747952 42.0556252)",,,,,
8797724185,3797194099,0,214486521,,,footway,,False,False,18.726,"LINESTRING (-87.6747952 42.0556252, -87.6747926 42.0557936)",,,,,
8797724185,1766764603,0,214486521,,,footway,,False,True,5.46,"LINESTRING (-87.6747952 42.0556252, -87.674796 42.0555761)",,,,,
8797724185,8797724184,0,950303746,,,footway,,False,False,48.45,"LINESTRING (-87.6747952 42.0556252, -87.6747524 42.0556236, -87.6745431 42.0556162, -87.6742788 42.0556162, -87.6742087 42.0556181)",,,,,
8797724185,11134971537,0,950303746,,,footway,,False,True,28.026,"LINESTRING (-87.6747952 42.0556252, -87.6748678 42.0556296, -87.6750545 42.0556339, -87.6751343 42.055635)",,,,,
8797724186,1766823640,0,165097189,,,footway,,False,False,8.774,"LINESTRING (-87.6747282 42.0554964, -87.6747402 42.0555748)",,,,,
8797724186,1766823611,0,165097189,,,footway,,False,True,124.756,"LINESTRING (-87.6747282 42.0554964, -87.6747112 42.0553853, -87.6747126 42.055259, -87.6747211 42.0545043, -87.6747345 42.0544405, -87.6747528 42.0543774)",,,,,
8797724186,8797724190,0,950303747,,,footway,,False,False,44.615,"LINESTRING (-87.6747282 42.0554964, -87.6748054 42.0554673, -87.6749039 42.0554427, -87.6750891 42.0554239, -87.6752517 42.0554159)",,,,,
8797724190,2239483433,0,165097175,,,footway,,False,False,12.654,"LINESTRING (-87.6752517 42.0554159, -87.6752518 42.0553021)",,,,,
8797724190,1766823846,0,165097175,,,footway,,False,True,18.492,"LINESTRING (-87.6752517 42.0554159, -87.6752515 42.0555822)",,,,,
8797724190,11134971530,0,950303747,,,footway,,False,False,15.424,"LINESTRING (-87.6752517 42.0554159, -87.6754385 42.0554143)",,,,,
8797724190,8797724186,0,950303747,,,footway,,False,True,44.614999999999995,"LINESTRING (-87.6752517 42.0554159, -87.6750891 42.0554239, -87.6749039 42.0554427, -87.6748054 42.0554673, -87.6747282 42.0554964)",,,,,
8797724192,3797194116,0,376278374,,,footway,,False,False,82.465,"LINESTRING (-87.6739787 42.0563215, -87.6739704 42.0570631)",,,,,
8797724192,11132397850,0,376278374,,,footway,,False,True,18.137,"LINESTRING (-87.6739787 42.0563215, -87.6739805 42.0561584)",,,,,
8797724192,8797724199,0,950303748,,,footway,,False,False,23.335000000000004,"LINESTRING (-87.6739787 42.0563215, -87.6739471 42.056306, -87.6738901 42.0562728, -87.6738237 42.0562527, -87.6737798 42.0562454, -87.6737663 42.0562436, -87.6737573 42.0562408, -87.6737433 42.0562193)",,,,,
8797724199,3797194115,0,376278373,,,service,,False,True,24.843,"LINESTRING (-87.6737433 42.0562193, -87.6737746 42.0562122, -87.6738429 42.0561805, -87.673911 42.0561408, -87.6739813 42.0560869)",,,,,
8797724199,8797724192,0,950303748,,,footway,,False,True,23.334999999999997,"LINESTRING (-87.6737433 42.0562193, -87.6737573 42.0562408, -87.6737663 42.0562436, -87.6737798 42.0562454, -87.6738237 42.0562527, -87.6738901 42.0562728, -87.6739471 42.056306, -87.6739787 42.0563215)",,,,,
8797724199,2824726745,0,"[1074723669, 1074723670]",,,"['path', 'service']",,False,False,17.911,"LINESTRING (-87.6737433 42.0562193, -87.6737275 42.0562228, -87.6737042 42.0562281, -87.6736177 42.0562183, -87.673544 42.0561818)",,,,,
8798060620,3416729820,0,214647393,,,service,,False,False,54.481,"LINESTRING (-87.6762957 42.0606782, -87.6769556 42.060683)",parking_aisle,,,,
8798060620,9119071455,0,950356925,,,footway,,False,False,8.986,"LINESTRING (-87.6762957 42.0606782, -87.6762964 42.0606499, -87.6762904 42.0606417, -87.6762623 42.0606365, -87.6762339 42.0606315)",,,,,
8798060625,2240260279,0,214486479,,,footway,,False,False,10.33,"LINESTRING (-87.6759664 42.060706, -87.6759654 42.0607989)",,,,,
8798060625,8798060645,0,214486479,,,footway,,False,True,11.409,"LINESTRING (-87.6759664 42.060706, -87.6759675 42.0606034)",,,,,
8798060625,8798060638,0,950356923,,,footway,,False,False,27.388,"LINESTRING (-87.6759664 42.060706, -87.6759422 42.0606993, -87.6759111 42.0606866, -87.675881 42.060665, -87.675855 42.0606405, -87.6758459 42.0606062, -87.6758504 42.0605027)",,,,,
8798060636,9119057961,0,214486479,,,footway,,False,False,7.617,"LINESTRING (-87.6759707 42.0602944, -87.67597 42.0603629)",,,,,
8798060636,9119057958,0,214486479,,,footway,,False,True,24.742,"LINESTRING (-87.6759707 42.0602944, -87.6759731 42.0600719)",,,,,
8798060636,8798060638,0,950356923,,,footway,,False,True,27.439,"LINESTRING (-87.6759707 42.0602944, -87.6759101 42.0603257, -87.675874 42.0603532, -87.6758489 42.0603964, -87.6758469 42.0604179, -87.6758519 42.0604678, -87.6758504 42.0605027)",,,,,
8798060637,8798060645,0,214486479,,,footway,,False,False,11.02,"LINESTRING (-87.6759685 42.0605043, -87.6759675 42.0606034)",,,,,
8798060637,9119057961,0,214486479,,,footway,,False,True,15.723,"LINESTRING (-87.6759685 42.0605043, -87.67597 42.0603629)",,,,,
8798060637,8798060638,0,950356924,,,footway,,False,False,9.751,"LINESTRING (-87.6759685 42.0605043, -87.6758504 42.0605027)",,,,,
8798060638,8798060637,0,950356924,,,footway,,False,True,9.751,"LINESTRING (-87.6758504 42.0605027, -87.6759685 42.0605043)",,,,,
8798060638,8798060636,0,950356923,,,footway,,False,False,27.439,"LINESTRING (-87.6758504 42.0605027, -87.6758519 42.0604678, -87.6758469 42.0604179, -87.6758489 42.0603964, -87.675874 42.0603532, -87.6759101 42.0603257, -87.6759707 42.0602944)",,,,,
8798060638,8798060625,0,950356923,,,footway,,False,True,27.388,"LINESTRING (-87.6758504 42.0605027, -87.6758459 42.0606062, -87.675855 42.0606405, -87.675881 42.060665, -87.6759111 42.0606866, -87.6759422 42.0606993, -87.6759664 42.060706)",,,,,
8798060645,8798060625,0,214486479,,,footway,,False,False,11.409,"LINESTRING (-87.6759675 42.0606034, -87.6759664 42.060706)",,,,,
8798060645,8798060637,0,214486479,,,footway,,False,True,11.02,"LINESTRING (-87.6759675 42.0606034, -87.6759685 42.0605043)",,,,,
8798060645,9119071455,0,950356925,,,footway,,False,True,22.414,"LINESTRING (-87.6759675 42.0606034, -87.6759877 42.0606011, -87.6760283 42.0605989, -87.6760829 42.0606052, -87.6762339 42.0606315)",,,,,
8864951270,2239483369,0,165094353,,,footway,,False,False,47.036,"LINESTRING (-87.6770321 42.0521281, -87.676515 42.0523056)",,,,,
8864951270,1766764657,0,165094353,,,footway,,False,True,5.414,"LINESTRING (-87.6770321 42.0521281, -87.6770968 42.0521202)",,,,,
8864951270,1766764484,0,165094341,,,footway,,False,True,37.045,"LINESTRING (-87.6770321 42.0521281, -87.6770039 42.0521058, -87.6768507 42.0520623, -87.6767534 42.0520387, -87.6766196 42.0520054)",,,,,
9025328153,9826982601,0,975287633,,,service,,False,True,13.129,"LINESTRING (-87.6709703 42.0592897, -87.6709872 42.0591723)",,customers,,,
9025328153,9025328155,0,"[975287633, 53173805]",,Campus Drive,service,,False,False,162.32600000000002,"LINESTRING (-87.6709703 42.0592897, -87.6708058 42.0592822, -87.6703089 42.05928, -87.6702281 42.0592414, -87.6701905 42.0591728, -87.6702299 42.0590666, -87.6711899 42.0590847)",,customers,,,
9025328153,11134966756,0,1173042507,,,service,,False,False,50.673,"LINESTRING (-87.6709703 42.0592897, -87.6709692 42.0595146, -87.67101 42.0596418, -87.6710793 42.0596815, -87.6711265 42.0596828)",,customers,,,
9025328155,10752161558,0,53173805,,Campus Drive,service,,False,False,13.052,"LINESTRING (-87.6711899 42.0590847, -87.671348 42.0590841)",,,,,
9025328155,9025328153,0,"[975287633, 53173805]",,Campus Drive,service,,False,True,162.326,"LINESTRING (-87.6711899 42.0590847, -87.6702299 42.0590666, -87.6701905 42.0591728, -87.6702281 42.0592414, -87.6703089 42.05928, -87.6708058 42.0592822, -87.6709703 42.0592897)",,customers,,,
9025328155,9826982601,0,975287633,,,service,,False,False,19.836,"LINESTRING (-87.6711899 42.0590847, -87.6710266 42.0591357, -87.6709872 42.0591723)",,customers,,,
9119057958,8798060636,0,214486479,,,footway,,False,False,24.742,"LINESTRING (-87.6759731 42.0600719, -87.6759707 42.0602944)",,,,,
9119057958,2240260231,0,214486479,,,footway,,False,True,33.793,"LINESTRING (-87.6759731 42.0600719, -87.6759763 42.059768)",,,,,
9119057958,9134482276,0,986532608,,,footway,,False,False,17.536,"LINESTRING (-87.6759731 42.0600719, -87.6761855 42.0600737)",,,,,
9119057958,2240260246,0,986532613,,,footway,,False,False,46.366,"LINESTRING (-87.6759731 42.0600719, -87.6758353 42.0601227, -87.6755944 42.0601258, -87.6754426 42.0601772)",,,,,
9119057959,9134482282,0,986532608,,,footway,,False,False,25.899,"LINESTRING (-87.6765277 42.0600766, -87.6765244 42.0603095)",,,,,
9119057959,9134482276,0,986532608,,,footway,,False,True,28.253,"LINESTRING (-87.6765277 42.0600766, -87.6761855 42.0600737)",,,,,
9119057959,9119057966,0,986532610,,,footway,,False,False,35.153,"LINESTRING (-87.6765277 42.0600766, -87.6765287 42.0600248, -87.6765446 42.0600256, -87.6765457 42.0597731)",,,,,
9119057960,9119071453,0,986532608,,,footway,,False,False,11.097,"LINESTRING (-87.6765235 42.0603708, -87.6763891 42.0603689)",,,,,
9119057960,9134482282,0,986532608,,,footway,,False,True,6.817,"LINESTRING (-87.6765235 42.0603708, -87.6765244 42.0603095)",,,,,
9119057960,9119057963,0,986532609,,,footway,,False,False,25.436,"LINESTRING (-87.6765235 42.0603708, -87.6765277 42.0604704, -87.6765656 42.0605964)",,,,,
9119057961,8798060637,0,214486479,,,footway,,False,False,15.723,"LINESTRING (-87.67597 42.0603629, -87.6759685 42.0605043)",,,,,
9119057961,8798060636,0,214486479,,,footway,,False,True,7.617,"LINESTRING (-87.67597 42.0603629, -87.6759707 42.0602944)",,,,,
9119057961,9134482269,0,986532608,,,footway,,False,True,14.995,"LINESTRING (-87.67597 42.0603629, -87.6761516 42.0603655)",,,,,
9119057963,9119057960,0,986532609,,,footway,,False,True,25.436,"LINESTRING (-87.6765656 42.0605964, -87.6765277 42.0604704, -87.6765235 42.0603708)",,,,,
9119057966,2240260231,0,214486502,,,service,,False,False,47.011,"LINESTRING (-87.6765457 42.0597731, -87.6759763 42.059768)",driveway,,,,
9119057966,2240260232,0,214486502,,,service,,False,True,2.229,"LINESTRING (-87.6765457 42.0597731, -87.6765727 42.0597733)",driveway,,,,
9119057966,9119057959,0,986532610,,,footway,,False,True,35.153,"LINESTRING (-87.6765457 42.0597731, -87.6765446 42.0600256, -87.6765287 42.0600248, -87.6765277 42.0600766)",,,,,
9119057967,2240260281,0,214486518,,,footway,,False,True,14.887,"LINESTRING (-87.6756388 42.0608863, -87.6754598 42.0608701)",,,,,
9119057967,9119057968,0,986532611,,,footway,,False,False,6.95,"LINESTRING (-87.6756388 42.0608863, -87.6755881 42.0609362)",,,,,
9119057967,2240260279,0,214486518,,,footway,,False,False,29.055,"LINESTRING (-87.6756388 42.0608863, -87.6758791 42.0608428, -87.6759654 42.0607989)",,,,,
9119057968,2240260281,0,986532611,,,footway,,False,False,12.892,"LINESTRING (-87.6755881 42.0609362, -87.6754598 42.0608701)",,,,,
9119057968,9119057967,0,986532611,,,footway,,False,True,6.95,"LINESTRING (-87.6755881 42.0609362, -87.6756388 42.0608863)",,,,,
9119057968,8797688200,0,"[214486482, 986532612]",,,footway,,False,"[False, True]",49.021,"LINESTRING (-87.6755881 42.0609362, -87.6755828 42.0611896, -87.6755532 42.0611888, -87.6754777 42.0611887, -87.6753304 42.0611862)",,,,,
9119057972,2240260243,0,986532614,,,footway,,False,False,15.823,"LINESTRING (-87.6749477 42.0599952, -87.674925 42.0601365)",,,,,
9119057972,2240260244,0,"[214486489, 986532614]",,,footway,,False,"[False, True]",24.654,"LINESTRING (-87.6749477 42.0599952, -87.675029 42.0600773, -87.6751627 42.0601444)",,,,,
9119057972,2240260192,0,"[214486480, 986532615]",,,footway,,False,False,69.529,"LINESTRING (-87.6749477 42.0599952, -87.6749607 42.0599337, -87.674968 42.0594912, -87.6749884 42.0594437, -87.6750431 42.0593859)",,,,,
9119057976,9119057993,0,986532622,,,footway,,False,False,67.439,"LINESTRING (-87.6745978 42.0591796, -87.673781 42.0591712)",,,,,
9119057976,10752161551,0,986532617,,,footway,,False,False,26.462,"LINESTRING (-87.6745978 42.0591796, -87.6746985 42.0592482, -87.674697 42.0593847)",,,,,
9119057976,3775974465,0,"[986532616, 986532617]",,,footway,,False,True,9.174,"LINESTRING (-87.6745978 42.0591796, -87.6745982 42.0591561, -87.6745982 42.0590971)",,,,,
9119057992,9119057993,0,986532622,,,footway,,False,True,7.324,"LINESTRING (-87.6736923 42.0591703, -87.673781 42.0591712)",,,,,
9119057993,9119057992,0,986532622,,,footway,,False,False,7.324,"LINESTRING (-87.673781 42.0591712, -87.6736923 42.0591703)",,,,,
9119057993,9119057976,0,986532622,,,footway,,False,True,67.439,"LINESTRING (-87.673781 42.0591712, -87.6745978 42.0591796)",,,,,
9119057993,9119057995,0,986532623,,,footway,,False,False,8.974,"LINESTRING (-87.673781 42.0591712, -87.6737803 42.0590905)",,,,,
9119057994,11134971599,0,214486520,,,footway,,False,False,16.39,"LINESTRING (-87.6737798 42.0590275, -87.6735813 42.059025)",,,,,
9119057994,11134971598,0,214486520,,,footway,,False,True,3.955,"LINESTRING (-87.6737798 42.0590275, -87.6738277 42.0590281)",,,,,
9119057994,9119057995,0,986532623,,,footway,,False,True,7.005,"LINESTRING (-87.6737798 42.0590275, -87.6737803 42.0590905)",,,,,
9119057995,1765697320,0,53173805,,Campus Drive,service,,False,True,75.925,"LINESTRING (-87.6737803 42.0590905, -87.6728608 42.0590777)",,,,,
9119057995,9119057994,0,986532623,,,footway,,False,False,7.005,"LINESTRING (-87.6737803 42.0590905, -87.6737798 42.0590275)",,,,,
9119057995,9119057993,0,986532623,,,footway,,False,True,8.974,"LINESTRING (-87.6737803 42.0590905, -87.673781 42.0591712)",,,,,
9119057995,3775974465,0,"[165129331, 53173805, 275839766]",,Campus Drive,service,,False,False,67.529,"LINESTRING (-87.6737803 42.0590905, -87.6740435 42.0590941, -87.674124 42.0590952, -87.6745982 42.0590971)",,,,,
9119057998,2240260108,0,374222685,,,footway,,False,False,46.825,"LINESTRING (-87.6747821 42.0590398, -87.6747695 42.0586188)",,,,,
9119057998,2240260143,0,1156198565,,,footway,,False,False,5.037,"LINESTRING (-87.6747821 42.0590398, -87.6747211 42.0590389)",,,,,
9119057998,2240260146,0,1156198564,,,footway,,False,True,24.118000000000002,"LINESTRING (-87.6747821 42.0590398, -87.6750066 42.0590437, -87.6750684 42.059064)",,,,,
9119071419,11134971598,0,214486520,,,footway,,False,False,22.475,"LINESTRING (-87.6740999 42.0590315, -87.6738277 42.0590281)",,,,,
9119071419,9119071422,0,214486520,,,footway,,False,True,18.141,"LINESTRING (-87.6740999 42.0590315, -87.6743196 42.0590343)",,,,,
9119071419,11134971596,0,986532628,,,footway,,False,False,16.705,"LINESTRING (-87.6740999 42.0590315, -87.674104 42.0588813)",,,,,
9119071420,9119071421,0,986532628,,,footway,,False,False,18.133,"LINESTRING (-87.6741092 42.0586879, -87.6743288 42.0586911)",,,,,
9119071420,11134971596,0,986532628,,,footway,,False,True,21.509,"LINESTRING (-87.6741092 42.0586879, -87.674104 42.0588813)",,,,,
9119071420,9119071425,0,986532635,,,footway,,False,False,12.822,"LINESTRING (-87.6741092 42.0586879, -87.6741116 42.0585726)",,,,,
9119071421,11134971595,0,986532628,,,footway,,False,False,8.119,"LINESTRING (-87.6743288 42.0586911, -87.6743268 42.0587641)",,,,,
9119071421,9119071420,0,986532628,,,footway,,False,True,18.133,"LINESTRING (-87.6743288 42.0586911, -87.6741092 42.0586879)",,,,,
9119071421,9119071423,0,986532629,,,footway,,False,False,12.911,"LINESTRING (-87.6743288 42.0586911, -87.6743308 42.058575)",,,,,
9119071422,9119071419,0,214486520,,,footway,,False,False,18.141,"LINESTRING (-87.6743196 42.0590343, -87.6740999 42.0590315)",,,,,
9119071422,3775974464,0,214486520,,,footway,,False,True,23.004,"LINESTRING (-87.6743196 42.0590343, -87.6745982 42.0590377)",,,,,
9119071422,11134971595,0,986532628,,,footway,,False,True,30.051,"LINESTRING (-87.6743196 42.0590343, -87.6743268 42.0587641)",,,,,
9119071423,9119071421,0,986532629,,,footway,,False,True,12.911,"LINESTRING (-87.6743308 42.058575, -87.6743288 42.0586911)",,,,,
9119071423,9119071425,0,986532636,,,footway,,False,False,18.099,"LINESTRING (-87.6743308 42.058575, -87.6741116 42.0585726)",,,,,
9119071423,11268464601,0,1216160911,,,footway,,False,False,2.97,"LINESTRING (-87.6743308 42.058575, -87.6743318 42.0585483)",,,,,
9119071423,9119071424,0,"[1160177388, 986532629]",,,footway,,False,False,32.05,"LINESTRING (-87.6743308 42.058575, -87.6746759 42.0585774, -87.674719 42.0585777)",,,,,
9119071424,2240260143,0,986532624,,,service,,True,False,51.283,"LINESTRING (-87.674719 42.0585777, -87.6747211 42.0590389)",,,,,
9119071424,10789929412,0,1160177388,,,footway,,False,False,4.153,"LINESTRING (-87.674719 42.0585777, -87.6747693 42.0585781)",,,,,
9119071424,9119071423,0,"[1160177388, 986532629]",,,footway,,False,True,32.05,"LINESTRING (-87.674719 42.0585777, -87.6746759 42.0585774, -87.6743308 42.058575)",,,,,
9119071425,9119071420,0,986532635,,,footway,,False,True,12.822,"LINESTRING (-87.6741116 42.0585726, -87.6741092 42.0586879)",,,,,
9119071425,9119071423,0,986532636,,,footway,,False,True,18.099,"LINESTRING (-87.6741116 42.0585726, -87.6743308 42.058575)",,,,,
9119071425,533996674,0,"[376278372, 986532630]",,,footway,,False,False,60.075,"LINESTRING (-87.6741116 42.0585726, -87.6741125 42.0585452, -87.6741199 42.0583316, -87.6738669 42.0581243, -87.673841 42.0581215)",,,,,
9119071453,9119057960,0,986532608,,,footway,,False,True,11.097,"LINESTRING (-87.6763891 42.0603689, -87.6765235 42.0603708)",,,,,
9119071453,9119071454,0,986532632,,,steps,,False,False,6.561,"LINESTRING (-87.6763891 42.0603689, -87.6763891 42.0604279)",,private,,,
9119071453,9134482269,0,986532608,,,footway,,False,False,19.61,"LINESTRING (-87.6763891 42.0603689, -87.6762411 42.0603668, -87.6761516 42.0603655)",,,,,
9119071454,9119071453,0,986532632,,,steps,,False,True,6.561,"LINESTRING (-87.6763891 42.0604279, -87.6763891 42.0603689)",,private,,,
9119071455,8798060645,0,950356925,,,footway,,False,False,22.414,"LINESTRING (-87.6762339 42.0606315, -87.6760829 42.0606052, -87.6760283 42.0605989, -87.6759877 42.0606011, -87.6759675 42.0606034)",,,,,
9119071455,8798060620,0,950356925,,,footway,,False,True,8.986,"LINESTRING (-87.6762339 42.0606315, -87.6762623 42.0606365, -87.6762904 42.0606417, -87.6762964 42.0606499, -87.6762957 42.0606782)",,,,,
9119071455,9119071461,0,"[1216160912, 986532634]",,,"['steps', 'footway']",,False,"[False, True]",18.209,"LINESTRING (-87.6762339 42.0606315, -87.6762316 42.0605357, -87.6763068 42.0605372, -87.6763068 42.0605251)",,private,,,
9119071461,9119071455,0,"[1216160912, 986532634]",,,"['steps', 'footway']",,False,"[False, True]",18.209,"LINESTRING (-87.6763068 42.0605251, -87.6763068 42.0605372, -87.6762316 42.0605357, -87.6762339 42.0606315)",,private,,,
9134482269,9119057961,0,986532608,,,footway,,False,False,14.995,"LINESTRING (-87.6761516 42.0603655, -87.67597 42.0603629)",,,,,
9134482269,9119071453,0,986532608,,,footway,,False,True,19.61,"LINESTRING (-87.6761516 42.0603655, -87.6762411 42.0603668, -87.6763891 42.0603689)",,,,,
9134482269,9134482276,0,988229889,,,footway,,False,False,40.891000000000005,"LINESTRING (-87.6761516 42.0603655, -87.6760895 42.060319, -87.6760528 42.0602802, -87.6760373 42.0602288, -87.6760401 42.0601838, -87.6760782 42.0601355, -87.6761347 42.0600978, -87.6761855 42.0600737)",,,,,
9134482276,9119057959,0,986532608,,,footway,,False,False,28.253,"LINESTRING (-87.6761855 42.0600737, -87.6765277 42.0600766)",,,,,
9134482276,9119057958,0,986532608,,,footway,,False,True,17.536,"LINESTRING (-87.6761855 42.0600737, -87.6759731 42.0600719)",,,,,
9134482276,9134482269,0,988229889,,,footway,,False,True,40.891,"LINESTRING (-87.6761855 42.0600737, -87.6761347 42.0600978, -87.6760782 42.0601355, -87.6760401 42.0601838, -87.6760373 42.0602288, -87.6760528 42.0602802, -87.6760895 42.060319, -87.6761516 42.0603655)",,,,,
9134482277,4838797649,0,214486488,,,footway,,False,False,8.818,"LINESTRING (-87.6765328 42.0594589, -87.676426 42.0594576)",,,,,
9134482277,2240260232,0,214486488,,,footway,,False,True,37.429,"LINESTRING (-87.6765328 42.0594589, -87.6765628 42.0594593, -87.6765743 42.0595682, -87.6765727 42.0597733)",,,,,
9134482277,9134482280,0,988229890,,,footway,,False,False,31.474,"LINESTRING (-87.6765328 42.0594589, -87.6764862 42.0593903, -87.6764805 42.0592772, -87.6765355 42.0591936)",,,,,
9134482280,4838797647,0,711115991,,,footway,,False,True,9.614,"LINESTRING (-87.6765355 42.0591936, -87.6764191 42.0591909)",,,,,
9134482280,6685320452,0,711115991,,,footway,,False,False,32.137,"LINESTRING (-87.6765355 42.0591936, -87.6765747 42.0591945, -87.6766 42.0591019, -87.6765975 42.0589365)",,,,,
9134482280,9134482277,0,988229890,,,footway,,False,True,31.474,"LINESTRING (-87.6765355 42.0591936, -87.6764805 42.0592772, -87.6764862 42.0593903, -87.6765328 42.0594589)",,,,,
