u,v,key,osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,junction,service,tunnel,access,width,bridge,area
5177723763,8403492978,0,"[428932868, 428932870]",,,footway,,False,"[False, True]",35.924,"LINESTRING (103.6819123 1.345333, 103.6821051 1.3455084, 103.6821426 1.345505, 103.6821561 1.3454983, 103.6821621 1.3454906)",,,,,,,
5177723763,5177723765,0,428932868,,,footway,,False,True,68.77,"LINESTRING (103.6819123 1.345333, 103.6817718 1.3451901, 103.6813536 1.3451905)",,,,,,,
5177723763,5177723765,1,533741378,,,footway,,False,True,69.068,"LINESTRING (103.6819123 1.345333, 103.6814843 1.3453329, 103.6813536 1.3451905)",,,,,,,
5177723765,4280535687,0,533741378,,,footway,,False,True,38.868,"LINESTRING (103.6813536 1.3451905, 103.6811151 1.3449349)",,,,,,,
5177723765,5177723763,0,428932868,,,footway,,False,False,68.77,"LINESTRING (103.6813536 1.3451905, 103.6817718 1.3451901, 103.6819123 1.345333)",,,,,,,
5177723765,5177723763,1,533741378,,,footway,,False,False,69.068,"LINESTRING (103.6813536 1.3451905, 103.6814843 1.3453329, 103.6819123 1.345333)",,,,,,,
5177742206,5177742215,0,"[533743290, 715697823]",2,,service,,False,True,108.73399999999998,"LINESTRING (103.67974 1.3433456, 103.6798396 1.3434614, 103.6798538 1.3435061, 103.6798355 1.3435407, 103.6796912 1.3435894, 103.6796485 1.3436321, 103.6796018 1.3437012, 103.6795733 1.3437662, 103.679554 1.343829, 103.6794397 1.3441133)",,,,,,,
5177742215,5177743132,0,646666907,2,,service,,False,False,38.502,"LINESTRING (103.6794397 1.3441133, 103.6797599 1.3442453)",,,,,,,
5177742215,246167794,0,428932874,2,,service,,False,True,62.507000000000005,"LINESTRING (103.6794397 1.3441133, 103.6791361 1.3439881, 103.678917 1.3439063)",,,,,,,
5177742215,5177742206,0,"[533743290, 715697823]",2,,service,,False,False,108.73400000000001,"LINESTRING (103.6794397 1.3441133, 103.679554 1.343829, 103.6795733 1.3437662, 103.6796018 1.3437012, 103.6796485 1.3436321, 103.6796912 1.3435894, 103.6798355 1.3435407, 103.6798538 1.3435061, 103.6798396 1.3434614, 103.67974 1.3433456)",,,,,,,
5177743132,5177742215,0,646666907,2,,service,,False,True,38.502,"LINESTRING (103.6797599 1.3442453, 103.6794397 1.3441133)",,,,,,,
5177743132,5177743132,0,"[533743291, 905661588]",,,service,,True,False,61.15400000000001,"LINESTRING (103.6797599 1.3442453, 103.6797448 1.3442805, 103.6797436 1.344328, 103.6797553 1.344363, 103.6797798 1.3443945, 103.6798043 1.344405, 103.679837 1.3444038, 103.6798709 1.3443921, 103.6798977 1.3443723, 103.6799187 1.344349, 103.6799234 1.344328, 103.6799152 1.3442988, 103.679893 1.3442719, 103.6798615 1.3442521, 103.6798171 1.3442404, 103.6797856 1.3442404, 103.6797599 1.3442453)",,,,,,,
5179058005,8414356957,0,533908948,2,,service,,False,True,4.201,"LINESTRING (103.6897699 1.3494048, 103.6897361 1.3493879)",,,,,,,
5179058005,7051071983,0,646137896,2,Nanyang Crescent,residential,40,False,False,54.257,"LINESTRING (103.6897699 1.3494048, 103.6897477 1.3489365, 103.6897469 1.3489174)",,,,,,,
5179058005,3879835634,0,"[646137897, 701288085]",2,Nanyang Crescent,residential,40,False,True,116.66499999999999,"LINESTRING (103.6897699 1.3494048, 103.6898003 1.3504007, 103.689804 1.3504534)",,,,,,,
5179058008,5264764945,0,646137894,,,service,,False,False,6.661,"LINESTRING (103.6894579 1.3485615, 103.6894747 1.348619)",,,,,,,
5179058008,5264764937,0,"[544665073, 544665074, 544655703]",1,,service,,True,False,56.756,"LINESTRING (103.6894579 1.3485615, 103.6892953 1.3486123, 103.6892754 1.3486241, 103.6892612 1.34864, 103.6892576 1.3486518, 103.6892575 1.348677, 103.6892643 1.3486993, 103.6892663 1.3487028, 103.6892703 1.3487096, 103.6892832 1.3487153, 103.6892961 1.3487158, 103.6894223 1.34868, 103.6894846 1.3486623)",,,,,,,
5179058010,8417608726,0,533908950,1,,service,,True,False,10.22,"LINESTRING (103.6897388 1.3484807, 103.6896508 1.3485073)",,,,,,,
5179058010,5264764944,0,646137895,2,Nanyang Crescent,residential,40,False,True,7.042,"LINESTRING (103.6897388 1.3484807, 103.6897429 1.3485439)",,,,,,,
5179058010,567939437,0,"[646137953, 754803138]",2,Nanyang Crescent,residential,40,False,False,85.29599999999999,"LINESTRING (103.6897388 1.3484807, 103.6897273 1.348289, 103.6896927 1.347715)",,,,,,,
5181213826,1306489628,0,115707462,,,footway,,False,True,4.072,"LINESTRING (103.6838992 1.3467945, 103.6838902 1.346759)",,,,,,,
5181213826,1306489629,0,115707462,,,footway,,False,False,27.669999999999998,"LINESTRING (103.6838992 1.3467945, 103.6839129 1.3468382, 103.6839253 1.3468976, 103.6839336 1.3469729, 103.6839322 1.3470395)",,,,,,,
5181213826,8403791539,0,"[115096946, 534193347]",2,Nanyang Terrace,"['residential', 'footway']",40,False,"[False, True]",24.742000000000004,"LINESTRING (103.6838992 1.3467945, 103.6839388 1.3467792, 103.6840182 1.3468371, 103.6840913 1.3468739)",,,,,,,
5190755787,7777135344,0,833118521,,,footway,,False,True,25.51,"LINESTRING (103.6892235 1.3510974, 103.6892211 1.350868)",,,,,,,
5190755787,5190755802,0,"[754481698, 535570084]",1,,service,40,True,False,28.951,"LINESTRING (103.6892235 1.3510974, 103.6891845 1.351103, 103.6891487 1.3511161, 103.6891195 1.3511339, 103.6890943 1.3511551, 103.6890738 1.3511776, 103.6890594 1.3512022, 103.6890476 1.3512285, 103.6890419 1.3512559)",,,,,,,
5190755802,5190755818,0,"[754481697, 535570085, 906097206]",1,,service,40,True,False,58.495000000000005,"LINESTRING (103.6890419 1.3512559, 103.6890436 1.3512865, 103.6890514 1.3513127, 103.6890653 1.3513365, 103.6890852 1.3513587, 103.6891113 1.3513818, 103.6891424 1.3514017, 103.6891767 1.351413, 103.6892121 1.3514181, 103.6892482 1.3514142, 103.6892841 1.3514015, 103.6893136 1.3513842, 103.689339 1.3513632, 103.6893598 1.351341, 103.6893745 1.3513166, 103.6893866 1.3512904, 103.6893927 1.3512531)",,,,,,,
5190755802,5190755818,1,"[646653337, 754481251, 754481252]",2,,service,40,False,False,38.997,"LINESTRING (103.6890419 1.3512559, 103.6891553 1.351255, 103.6892921 1.3512539, 103.6893927 1.3512531)",,,,,,,
5190755802,1278631573,0,"[723499881, 646653335]",2,,service,40,False,True,46.949,"LINESTRING (103.6890419 1.3512559, 103.6888321 1.3512615, 103.68862 1.3512491)",,,,,,,
5190755818,3736945357,0,645211281,2,,service,40,False,False,28.981,"LINESTRING (103.6893927 1.3512531, 103.6896534 1.3512544)",,,,,,,
5190755818,5190755802,0,"[646653337, 754481251, 754481252]",2,,service,40,False,True,38.997,"LINESTRING (103.6893927 1.3512531, 103.6892921 1.3512539, 103.6891553 1.351255, 103.6890419 1.3512559)",,,,,,,
5190755818,5190755787,0,"[754481696, 535570084]",1,,service,40,True,False,27.788999999999998,"LINESTRING (103.6893927 1.3512531, 103.6893906 1.3512281, 103.6893825 1.3512021, 103.6893672 1.3511761, 103.6893477 1.3511562, 103.6893215 1.3511362, 103.6892894 1.3511163, 103.689256 1.3511033, 103.6892235 1.3510974)",,,,,,,
5197287687,8414555453,0,906111082,,,steps,,False,False,8.554,"LINESTRING (103.6814836 1.3494774, 103.6815385 1.3495313)",,,,,,,
5197287687,4226152926,0,"[852425230, 852425231]",,,footway,,False,False,22.761,"LINESTRING (103.6814836 1.3494774, 103.6815218 1.3494398, 103.6814991 1.3494152, 103.6815263 1.3493974, 103.6815497 1.349382, 103.6815975 1.3493507)",,,,,,,
5197287687,8414555455,0,852425230,,,footway,,False,True,54.979,"LINESTRING (103.6814836 1.3494774, 103.68137 1.3495902, 103.6812875 1.3496888, 103.681159 1.3498496)",,,,,,,
5204486743,5204486744,0,537457953,2,,service,,False,True,6.83,"LINESTRING (103.6892929 1.3466849, 103.6892946 1.3467463)",,,,,,,
5204486744,5204486743,0,537457953,2,,service,,False,False,6.83,"LINESTRING (103.6892946 1.3467463, 103.6892929 1.3466849)",,,,,,,
5204486744,4316718002,0,"[537457952, 754483075]",1,,service,,True,False,21.893,"LINESTRING (103.6892946 1.3467463, 103.6892801 1.3468428, 103.6892575 1.3469395)",,,,,,,
5204486748,4316718004,0,645114939,2,,service,,False,False,13.567,"LINESTRING (103.6894274 1.3469653, 103.6895494 1.3469686)",,,,,,,
5204486748,5204486744,0,537457954,1,,service,,True,False,28.572999999999997,"LINESTRING (103.6894274 1.3469653, 103.6893995 1.3469239, 103.6893954 1.3469137, 103.6893697 1.3468794, 103.6893205 1.3468031, 103.6892946 1.3467463)",,,,,,,
5204486748,4316718002,0,646230285,2,,service,40,False,True,19.31,"LINESTRING (103.6894274 1.3469653, 103.6893246 1.34696, 103.6892898 1.3469542, 103.6892575 1.3469395)",,,,,,,
5204511574,5204511579,0,646691712,2,,service,,False,True,41.111,"LINESTRING (103.680232 1.3428112, 103.6804904 1.3425467)",,,,,,,
5204511576,3926932415,0,333406239,,,footway,,False,True,92.418,"LINESTRING (103.6806747 1.3423802, 103.6812478 1.3429823)",,,,,,,
5204511576,5204511577,0,537461380,2,,service,40,False,True,19.134,"LINESTRING (103.6806747 1.3423802, 103.6807995 1.3422617)",,,building_passage,,,,
5204511576,7168980677,0,333406239,,,footway,,False,False,116.97699999999999,"LINESTRING (103.6806747 1.3423802, 103.6800882 1.3417666, 103.6802041 1.3416548, 103.6802337 1.341685)",,,,,,,
5204511576,6557659245,0,"[537461378, 537461380]",2,,service,40,False,False,8.648,"LINESTRING (103.6806747 1.3423802, 103.6806487 1.3424017, 103.6806193 1.3424345)",,,building_passage,,,,
5204511577,8410490661,0,333406239,,,footway,,False,True,70.836,"LINESTRING (103.6807995 1.3422617, 103.6803533 1.3418069)",,,,,,,
5204511577,5204511576,0,537461380,2,,service,40,False,False,19.134,"LINESTRING (103.6807995 1.3422617, 103.6806747 1.3423802)",,,building_passage,,,,
5204511577,3926932415,0,333406239,,,footway,,False,False,134.548,"LINESTRING (103.6807995 1.3422617, 103.6814522 1.3429269, 103.681314 1.3430489, 103.6812478 1.3429823)",,,,,,,
5204511577,6557659247,0,"[537461379, 537461380]",2,,service,40,False,True,6.042,"LINESTRING (103.6807995 1.3422617, 103.6808249 1.3422405, 103.6808418 1.3422276)",,,building_passage,,,,
5204511579,5204511574,0,646691712,2,,service,,False,False,41.111,"LINESTRING (103.6804904 1.3425467, 103.680232 1.3428112)",,,,,,,
5204511579,6557659245,0,698265345,2,,service,40,False,True,18.999,"LINESTRING (103.6804904 1.3425467, 103.6806193 1.3424345)",,,,,,,
5204511579,5204511589,0,537461381,,,service,40,False,True,150.34199999999998,"LINESTRING (103.6804904 1.3425467, 103.6803201 1.3423811, 103.6803114 1.3423631, 103.6803067 1.3422866, 103.6802999 1.3422718, 103.6801478 1.3420882, 103.679897 1.3418516, 103.6798152 1.3417839, 103.6797468 1.3417617, 103.6796468 1.3417449, 103.6795103 1.3417717)",,,,,,,
5204511589,5204511579,0,537461381,,,service,40,False,False,150.34199999999998,"LINESTRING (103.6795103 1.3417717, 103.6796468 1.3417449, 103.6797468 1.3417617, 103.6798152 1.3417839, 103.679897 1.3418516, 103.6801478 1.3420882, 103.6802999 1.3422718, 103.6803067 1.3422866, 103.6803114 1.3423631, 103.6803201 1.3423811, 103.6804904 1.3425467)",,,,,,,
5204511589,5204511617,0,537461385,,,service,40,True,False,14.396999999999998,"LINESTRING (103.6795103 1.3417717, 103.6795082 1.3417527, 103.6794866 1.341723, 103.6794529 1.3417081, 103.6794163 1.341712)",,,,,,,
5204511603,5204511604,0,537461383,2,,service,,False,True,7.049,"LINESTRING (103.6794698 1.3415425, 103.6794064 1.3415416)",,driveway,,,,,
5204511603,5204511603,0,"[767741926, 537461382]",1,,service,,True,False,151.66799999999998,"LINESTRING (103.6794698 1.3415425, 103.6795704 1.3416162, 103.67962 1.3416417, 103.6797193 1.3416538, 103.6799955 1.3416806, 103.6800438 1.3416739, 103.680068 1.3416498, 103.68008 1.3416095, 103.6800747 1.3415787, 103.6800532 1.3415371, 103.6800224 1.341517, 103.6799057 1.3414889, 103.6797166 1.3414795, 103.6795637 1.3415009, 103.6794698 1.3415425)",,parking_aisle,,,,,
5204511604,5204511603,0,537461383,2,,service,,False,False,7.049,"LINESTRING (103.6794064 1.3415416, 103.6794698 1.3415425)",,driveway,,,,,
5204511604,5204511617,0,537461384,2,,service,40,False,True,18.98,"LINESTRING (103.6794064 1.3415416, 103.6794163 1.341712)",,,,,,,
5204511604,8410490677,0,646693190,2,,service,40,False,False,15.806,"LINESTRING (103.6794064 1.3415416, 103.6793981 1.3413997)",,,,,,,
5204511605,8410490677,0,646693190,2,,service,40,False,True,6.761,"LINESTRING (103.6793946 1.341339, 103.6793981 1.3413997)",,,,,,,
5204511605,246167715,0,646694328,2,Nanyang Link,service,40,False,False,30.329,"LINESTRING (103.6793946 1.341339, 103.6791219 1.3413475)",,,,,,,
5204511605,1301853124,0,190535813,2,Nanyang Link,service,40,False,True,116.539,"LINESTRING (103.6793946 1.341339, 103.6798923 1.3413079, 103.6799701 1.3413274, 103.6800403 1.3413417, 103.680109 1.3413709, 103.6801558 1.3414098, 103.6802235 1.3414701, 103.6803449 1.3415914)",,,,,,,
5204511617,5204511604,0,537461384,2,,service,40,False,False,18.98,"LINESTRING (103.6794163 1.341712, 103.6794064 1.3415416)",,,,,,,
5204511617,5204511589,0,537461385,,,service,40,True,False,34.69,"LINESTRING (103.6794163 1.341712, 103.6793866 1.3417337, 103.6793717 1.3417673, 103.6793756 1.3418039, 103.6793973 1.3418336, 103.6794309 1.3418485, 103.6794675 1.3418446, 103.6794973 1.3418229, 103.6795122 1.3417893, 103.6795103 1.3417717)",,,,,,,
5204538911,5251345138,0,537463952,,,service,,True,False,10.704,"LINESTRING (103.6794466 1.3508632, 103.6794099 1.3507742)",,driveway,,,,,
5204538911,246167982,0,646758408,2,Nanyang Crescent,residential,40,False,True,62.412000000000006,"LINESTRING (103.6794466 1.3508632, 103.6793165 1.3508202, 103.6791035 1.3507759, 103.6788967 1.3507808)",,,,,,,
5204538911,246167966,0,647081569,2,Nanyang Crescent,residential,40,False,False,39.701,"LINESTRING (103.6794466 1.3508632, 103.6794936 1.3508787, 103.6797603 1.351032)",,,,,,,
5204538913,5204538919,0,537463954,1,,service,,True,False,13.141,"LINESTRING (103.688379 1.3465553, 103.6884069 1.3465206, 103.6884176 1.3464911, 103.6884257 1.3464496)",,,,,,,
5204538913,5204538916,0,721667038,1,,service,,True,False,20.439,"LINESTRING (103.688379 1.3465553, 103.688474 1.3465408, 103.6885089 1.3465347, 103.6885591 1.3465199)",,,,,,,
5204538916,5204538919,0,537463955,1,,service,,True,False,16.791,"LINESTRING (103.6885591 1.3465199, 103.6885183 1.3465012, 103.688476 1.3464744, 103.6884257 1.3464496)",,,,,,,
5204538916,4316717966,0,"[754483613, 432725814]",2,,service,40,False,False,59.14399999999999,"LINESTRING (103.6885591 1.3465199, 103.6886461 1.3464955, 103.6886768 1.3464869, 103.688774 1.3464467, 103.688839 1.3464084, 103.6888987 1.3463843, 103.688975 1.3463886, 103.6890556 1.3464248)",,,,,,,
5204538919,5204540027,0,537463953,1,,service,,True,False,54.525000000000006,"LINESTRING (103.6884257 1.3464496, 103.6883868 1.346408, 103.6883466 1.3463852, 103.6883023 1.3463825, 103.6881306 1.3464281, 103.6881159 1.3464549, 103.6881052 1.3464952, 103.6881052 1.3465582, 103.6881186 1.346585)",,,,,,,
5204540027,8410520101,0,905660308,,,footway,,False,False,36.416,"LINESTRING (103.6881186 1.346585, 103.6878303 1.3467405)",,,,,,,
5204540027,4316717977,0,537463953,1,,service,,True,False,17.925,"LINESTRING (103.6881186 1.346585, 103.6881481 1.3466024, 103.6881764 1.3466051, 103.6882725 1.3465832)",,,,,,,
5204545578,246168055,0,536531450,2,,service,40,False,True,6.87,"LINESTRING (103.6804656 1.350632, 103.6804248 1.3505856)",,,,,,,
5204545578,4226152954,0,906111080,,,footway,,False,False,6.963,"LINESTRING (103.6804656 1.350632, 103.6805146 1.350593)",,,,,,,
5204545578,8414739127,0,422889512,,,footway,,False,True,179.73699999999997,"LINESTRING (103.6804656 1.350632, 103.6799978 1.3509829, 103.6799473 1.3510496, 103.6799473 1.3511153, 103.6800277 1.3512186, 103.6804119 1.351653, 103.680482 1.3516037, 103.6805484 1.3515491)",,,,,,,
5204545578,8416862185,0,"[423133176, 536531450]",2,,service,40,False,"[False, True]",177.84300000000002,"LINESTRING (103.6804656 1.350632, 103.6812605 1.3515373, 103.6815295 1.3518263)",,,,,,,
5204545579,8414739120,0,537464597,,,service,40,True,False,7.933,"LINESTRING (103.6807668 1.3520239, 103.6808176 1.352074)",,,,,,,
5204545579,5204545580,0,537464600,,,service,40,True,False,10.929,"LINESTRING (103.6807668 1.3520239, 103.6807512 1.3520391, 103.6806938 1.3520897)",,,,,,,
5204545580,5204545591,0,646678652,2,Nanyang Crescent,residential,40,False,True,53.524,"LINESTRING (103.6806938 1.3520897, 103.6803752 1.3517288)",,,,,,,
5204545580,4082953185,0,644036358,2,Nanyang Crescent,residential,40,False,False,99.44800000000001,"LINESTRING (103.6806938 1.3520897, 103.6809724 1.3524054, 103.6811508 1.3526046, 103.6812991 1.3527476)",,,,,,,
5204545582,8414729715,0,537464600,,,service,40,True,False,6.88,"LINESTRING (103.6808498 1.3519493, 103.6808052 1.3519922)",,,,,,,
5204545589,8414729709,0,537464598,,,service,40,True,False,27.425,"LINESTRING (103.6805454 1.3515886, 103.6807045 1.3517771)",,parking_aisle,,,,,
5204545589,8414729708,0,537464600,,,service,40,True,False,35.227000000000004,"LINESTRING (103.6805454 1.3515886, 103.6806071 1.3515725, 103.6806634 1.3515779, 103.6807626 1.3516235, 103.6808158 1.3516928)",,,,,,,
5204545591,5204545580,0,646678652,2,Nanyang Crescent,residential,40,False,False,53.524,"LINESTRING (103.6803752 1.3517288, 103.6806938 1.3520897)",,,,,,,
5204545591,8414739119,0,537464600,,,service,40,True,False,21.756999999999998,"LINESTRING (103.6803752 1.3517288, 103.6804301 1.3516717, 103.6805246 1.3516036)",,,,,,,
5204545591,246167966,0,"[644715912, 699869394]",2,Nanyang Crescent,residential,40,False,True,103.334,"LINESTRING (103.6803752 1.3517288, 103.6800948 1.351421, 103.6797603 1.351032)",,,,,,,
5204561460,8410371655,0,537466757,2,,service,,False,True,10.113,"LINESTRING (103.6822218 1.3402661, 103.682241 1.3401772)",,,,,,,
5204561460,5204561460,0,"[537466754, 694268412, 698257026]",1,,service,,True,False,263.834,"LINESTRING (103.6822218 1.3402661, 103.6821453 1.3405865, 103.6821266 1.3406134, 103.6820877 1.3406254, 103.6814238 1.3404833, 103.6813675 1.3404605, 103.6813393 1.340435, 103.6813326 1.3403747, 103.6813849 1.3401267, 103.6814024 1.3400985, 103.6814426 1.3400811, 103.6814828 1.3400838, 103.6822218 1.3402661)",,,,,,,
5204561461,8410371655,0,537466757,2,,service,,False,False,6.113,"LINESTRING (103.6822556 1.3401242, 103.682241 1.3401772)",,,,,,,
5204561461,634829216,0,646685747,2,Nanyang Drive,residential,40,False,True,51.458,"LINESTRING (103.6822556 1.3401242, 103.6826766 1.3403166)",,,,,,,
5204561461,4280536006,0,190535812,2,Nanyang Drive,residential,40,False,False,333.598,"LINESTRING (103.6822556 1.3401242, 103.6821124 1.3400588, 103.6815569 1.3399425, 103.6808324 1.3398632, 103.6801514 1.3398903, 103.6799094 1.3399861, 103.6794835 1.3404161)",,,,,,,
5204561467,246167404,0,646688991,2,Lien Ying Chow Drive,residential,40,False,False,9.371,"LINESTRING (103.6858937 1.3488441, 103.6859711 1.3488107)",,,,,,,
5204561467,3922463621,0,537466758,1,,service,,True,False,53.762,"LINESTRING (103.6858937 1.3488441, 103.6857858 1.3488227, 103.6857442 1.348822, 103.6855718 1.3488636, 103.6855236 1.3488984, 103.6855068 1.3489293, 103.6854963 1.3489884)",,,,,,,
5204561467,3922463621,1,644273434,2,Lien Ying Chow Drive,residential,40,False,True,47.044,"LINESTRING (103.6858937 1.3488441, 103.6857768 1.3488778, 103.6854963 1.3489884)",,,,,,,
5204561472,5204561483,0,537466761,,,service,,True,False,36.205,"LINESTRING (103.6824149 1.3486913, 103.6824135 1.3487168, 103.6825021 1.348879, 103.6825235 1.3488911, 103.682545 1.3488884, 103.682608 1.3488602)",,parking_aisle,,,,,
5204561472,8404177663,0,"[904957870, 1080874918]",,,"['steps', 'footway']",,False,True,48.349,"LINESTRING (103.6824149 1.3486913, 103.6823478 1.3486471, 103.6823089 1.3485834, 103.682142 1.3485116, 103.6821245 1.3484976, 103.682097 1.3484909, 103.6820495 1.3484915)",,,,,,,
5204561477,5204561480,0,537466762,,,service,,False,True,23.636,"LINESTRING (103.6831149 1.3491217, 103.6829929 1.3491981, 103.68295 1.3492517)",,,,,,,
5204561479,5204561480,0,646691005,,,service,,False,False,17.526,"LINESTRING (103.6828837 1.3493947, 103.682905 1.3493488, 103.68295 1.3492517)",,,,,,,
5204561479,246167899,0,"[708424157, 708424159]",2,Nanyang Drive,residential,40,False,False,70.732,"LINESTRING (103.6828837 1.3493947, 103.6826415 1.3492544, 103.682498 1.3491713, 103.6823284 1.3490845)",,,,,,,
5204561479,4226152939,0,"[708424160, 708424161, 22886849]",2,Nanyang Drive,residential,40,False,True,198.81799999999998,"LINESTRING (103.6828837 1.3493947, 103.6832798 1.3496248, 103.6838653 1.3499576, 103.6839967 1.3500012, 103.6841107 1.350022, 103.6842462 1.3500233, 103.6843662 1.3499998, 103.684499 1.3499422)",,,,,,,
5204561480,5204561477,0,537466762,,,service,,False,False,23.636,"LINESTRING (103.68295 1.3492517, 103.6829929 1.3491981, 103.6831149 1.3491217)",,,,,,,
5204561480,5204561483,0,537466763,,,service,,False,True,61.314,"LINESTRING (103.68295 1.3492517, 103.6827689 1.3491726, 103.6827287 1.3491284, 103.682608 1.3488602)",,driveway,,,,,
5204561480,5204561479,0,646691005,,,service,,False,True,17.526,"LINESTRING (103.68295 1.3492517, 103.682905 1.3493488, 103.6828837 1.3493947)",,,,,,,
5204561483,5204561472,0,537466761,,,service,,True,False,36.911,"LINESTRING (103.682608 1.3488602, 103.6825088 1.3486672, 103.682486 1.3486524, 103.6824632 1.3486511, 103.6824296 1.3486685, 103.6824149 1.3486913)",,parking_aisle,,,,,
5204561483,5204561480,0,537466763,,,service,,False,False,61.314,"LINESTRING (103.682608 1.3488602, 103.6827287 1.3491284, 103.6827689 1.3491726, 103.68295 1.3492517)",,driveway,,,,,
5215050420,8418888581,0,538843050,,,service,,False,True,62.684,"LINESTRING (103.6790889 1.3484004, 103.6791789 1.3480624, 103.6792291 1.3478736, 103.6792351 1.347856)",,parking_aisle,,,,,
5215062521,8418888581,0,538843050,,,service,,False,False,2.268,"LINESTRING (103.6792391 1.347836, 103.6792351 1.347856)",,parking_aisle,,,,,
5215062521,5105965691,0,524738450,,,service,,False,True,37.013,"LINESTRING (103.6792391 1.347836, 103.6795141 1.3479083, 103.6795624 1.3479029)",,parking_aisle,,,,,
5215062521,5105965673,0,"[524738448, 524738454, 524738446, 646326215]",,,service,,False,False,216.75099999999998,"LINESTRING (103.6792391 1.347836, 103.6789736 1.3477662, 103.6789609 1.3477467, 103.6789595 1.3477193, 103.6789871 1.347619, 103.6790024 1.3476055, 103.6790243 1.3476063, 103.6794189 1.3477077, 103.6794577 1.3477119, 103.6794848 1.3477068, 103.6795067 1.3476908, 103.6795109 1.3476646, 103.679505 1.3476384, 103.6794864 1.3476105, 103.6792076 1.3474576, 103.6790987 1.3474104, 103.6789196 1.3473673, 103.6786515 1.3473428)",,parking_aisle,,,,,
5215062526,5215062528,0,538843051,,,service,,False,False,52.961999999999996,"LINESTRING (103.6772007 1.3478024, 103.6772476 1.347675, 103.6773013 1.3475973, 103.6773777 1.3475463, 103.6774367 1.3475155, 103.6775172 1.3474806)",,parking_aisle,,,,,
5215062528,5215062529,0,538843052,,,service,,False,True,21.273,"LINESTRING (103.6775172 1.3474806, 103.6775412 1.3472908)",,parking_aisle,,,,,
5215062528,8424036604,0,646327186,,,service,,False,False,34.572,"LINESTRING (103.6775172 1.3474806, 103.6774397 1.3477817)",,parking_aisle,,,,,
5215062528,5215062526,0,538843051,,,service,,False,True,52.961999999999996,"LINESTRING (103.6775172 1.3474806, 103.6774367 1.3475155, 103.6773777 1.3475463, 103.6773013 1.3475973, 103.6772476 1.347675, 103.6772007 1.3478024)",,parking_aisle,,,,,
5215062529,5215062528,0,538843052,,,service,,False,False,21.273,"LINESTRING (103.6775412 1.3472908, 103.6775172 1.3474806)",,parking_aisle,,,,,
5215062529,8418863497,0,644962547,,,service,,False,True,20.314,"LINESTRING (103.6775412 1.3472908, 103.6775805 1.3472862, 103.6777236 1.3472907)",,parking_aisle,,,,,
5215062529,5105965663,0,644962548,,,service,,False,False,81.425,"LINESTRING (103.6775412 1.3472908, 103.677436 1.3473031, 103.6773389 1.347347, 103.6772535 1.3474036, 103.6771597 1.3474906, 103.677104 1.3475615, 103.6770634 1.3476477, 103.6770364 1.3477482)",,parking_aisle,,,,,
5232568359,1303522529,0,1108616076,,,service,40,False,False,18.565,"LINESTRING (103.6811141 1.3492132, 103.6811068 1.3490464)",,,,,,,
5232568359,5251345142,0,906134089,,,service,40,False,True,42.193,"LINESTRING (103.6811141 1.3492132, 103.6811479 1.349333, 103.6812035 1.3494728, 103.6812382 1.3495714)",,,,,,,
5232568363,5121226561,0,526664594,,,footway,,False,False,34.183,"LINESTRING (103.6808315 1.3490205, 103.680524 1.3490199)",,,,,,,
5232568363,5121226584,0,526664608,,,service,,True,False,21.298000000000002,"LINESTRING (103.6808315 1.3490205, 103.6808286 1.3491562, 103.6808277 1.349212)",,,,,,,
5232568366,5121226561,0,526664602,,,footway,,False,True,39.786,"LINESTRING (103.6805256 1.3486621, 103.680524 1.3490199)",,,,,,,
5232568378,5121226575,0,22886851,2,Nanyang Walk,residential,40,False,True,25.486,"LINESTRING (103.6812545 1.3496177, 103.6811174 1.3498014)",,,,,,,
5232568378,5232568379,0,646819617,2,Nanyang Walk,residential,40,False,False,47.391,"LINESTRING (103.6812545 1.3496177, 103.6815477 1.3493083)",,,,,,,
5232568378,5251345142,0,906134089,,,service,40,False,False,5.458,"LINESTRING (103.6812545 1.3496177, 103.6812382 1.3495714)",,,,,,,
5232568379,4226152926,0,500033753,,,service,,False,True,7.272,"LINESTRING (103.6815477 1.3493083, 103.6815975 1.3493507)",,,,,,,
5232568379,5232568378,0,646819617,2,Nanyang Walk,residential,40,False,True,47.391,"LINESTRING (103.6815477 1.3493083, 103.6812545 1.3496177)",,,,,,,
5232568379,6726117604,0,644262818,2,Nanyang Walk,residential,40,False,False,37.89,"LINESTRING (103.6815477 1.3493083, 103.6817673 1.3491267, 103.6818094 1.34909)",,,,,,,
5232568394,6801280636,0,541020481,,,footway,,False,False,2.609,"LINESTRING (103.6789539 1.3486136, 103.6789324 1.3486042)",,,,,,,
5232568394,6801280647,0,541020481,,,footway,,False,True,48.001,"LINESTRING (103.6789539 1.3486136, 103.6789314 1.3490447)",,,,,,,
5232568394,6801280647,1,541020480,,,footway,,False,True,321.861,"LINESTRING (103.6789539 1.3486136, 103.6791292 1.3486403, 103.6792096 1.3486645, 103.6793008 1.348694, 103.6803348 1.3489501, 103.6803456 1.3489809, 103.6803395 1.349007, 103.680308 1.3490251, 103.680245 1.3490332, 103.6789314 1.3490447)",,,,,,,
5240291805,5251345133,0,524732643,,,service,,True,False,6.762,"LINESTRING (103.6775285 1.3508038, 103.6775296 1.350743)",,,,,,,
