element_type,osmid,geometry,nodes,building,leisure,name,name:en,name:zh,building:levels,addr:city,amenity,addr:housenumber,elevator,office,website,wikidata,wikipedia,toilets,toilets:wheelchair,alt_name,alt_name:zh,tourism,addr:street,roof:levels,min_level,name:zh-Hans,name:zh-Hant,capacity,smoking,description,opening_hours:signed,ways,type,internet_access,addr:housename,toilets:access
way,301319554,"POLYGON ((113.2978274 23.1024081, 113.2978245 23.1024837, 113.2977813 23.1024815, 113.2977761 23.1025691, 113.2980029 23.1025805, 113.2980081 23.102493, 113.2978957 23.1024873, 113.2978985 23.1024117, 113.29798 23.1024159, 113.2979856 23.1023226, 113.2978797 23.1023172, 113.2978828 23.1022433, 113.2979541 23.1022468, 113.2979594 23.1021543, 113.2978586 23.1021495, 113.2978613 23.1020674, 113.2979273 23.1020701, 113.2979312 23.1019878, 113.2978191 23.1019834, 113.2978268 23.101902, 113.2979015 23.1019078, 113.2979103 23.1018117, 113.2974309 23.1017743, 113.297422 23.1018704, 113.2977224 23.1018938, 113.2977145 23.1019792, 113.2976319 23.1019759, 113.297628 23.1020582, 113.2977797 23.1020642, 113.2977771 23.1021455, 113.2976971 23.1021416, 113.2976918 23.102234, 113.2978078 23.1022397, 113.2978047 23.1023134, 113.2977177 23.102309, 113.2977121 23.1024023, 113.2978274 23.1024081))","[3053894549, 3053894555, 3053894554, 3053894560, 3053894568, 3053894558, 3053894556, 3053894551, 3053894552, 3053894545, 3053894544, 3053894537, 3053894538, 3053894534, 3053894533, 3053894429, 3053894430, 3053894426, 3053894425, 3053894420, 3053894421, 3053894415, 3053894412, 3053894417, 3053894418, 3053894424, 3053894423, 3053894427, 3053894428, 3053894432, 3053894431, 3053894535, 3053894536, 3053894542, 3053894540, 3053894548, 3053894549]",dormitory,,,,,9,,,356,yes,,,,,,,,,,,,,,,,,,,,,,,
way,301319556,"POLYGON ((113.2916186 23.0980464, 113.2915317 23.0976504, 113.2916837 23.0976222, 113.2916983 23.0976884, 113.2919457 23.0976425, 113.2919389 23.0976115, 113.292091 23.0975833, 113.2921287 23.0977554, 113.2921664 23.0979275, 113.2920144 23.0979557, 113.2920058 23.0979167, 113.2917584 23.0979626, 113.2917706 23.0980182, 113.2916186 23.0980464))","[3053893877, 3053893732, 3053893729, 3053893834, 3053893730, 3053893727, 3053893724, 9238130218, 3053893863, 3053893867, 3053893860, 3053893869, 3053893874, 3053893877]",university,,梁銶琚堂,K.K Leung Hall,梁銶琚堂,,,,487,,,,,,,,,,,,,,,,,,,,,,,,
way,301319558,"POLYGON ((113.2914822 23.098934, 113.2915336 23.0988926, 113.2914752 23.0989043, 113.2909149 23.0990159, 113.2908685 23.0990252, 113.2909212 23.0990428, 113.2909782 23.0992844, 113.2909297 23.0993243, 113.2909848 23.0993127, 113.2915438 23.0991959, 113.2915933 23.0991856, 113.2915371 23.0991674, 113.2914822 23.098934))","[3053894205, 3053894195, 3053894199, 3053894227, 3053894229, 3053894231, 3053894271, 3053894278, 3053894274, 3053894259, 3053894257, 3053894252, 3053894205]",university,,永芳堂,Yin Fong Hall,永芳堂,,,,503,,,,,,,,,,,,,,,,,,,,,,,,
way,301319562,"POLYGON ((113.2910758 23.0979257, 113.2913797 23.0978688, 113.291391 23.09792, 113.2914964 23.0979003, 113.2915228 23.0980192, 113.2913212 23.0980569, 113.2913089 23.0980014, 113.2911011 23.0980403, 113.2910758 23.0979257))","[3053893862, 3053893854, 3053893861, 3053893858, 3053893875, 3053893879, 3053893872, 3053893876, 3053893862]",university,,研究生宿舍,,研究生宿舍,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301319563,"POLYGON ((113.2990083 23.0984975, 113.2985263 23.098453, 113.2985058 23.0986403, 113.2985995 23.0986489, 113.2986057 23.0985924, 113.2988981 23.0986194, 113.298892 23.0986759, 113.2989879 23.0986848, 113.2990083 23.0984975))","[3053894133, 3053893932, 3053894147, 3053894148, 3053894139, 3053894144, 3053894154, 3053894155, 3053894133]",university,,计算中心,,计算中心,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301319566,"POLYGON ((113.2940589 23.0992571, 113.2943028 23.0992061, 113.2942754 23.0990954, 113.2940316 23.0991463, 113.2940589 23.0992571))","[3053894265, 3053894261, 3053894246, 3053894248, 3053894265]",university,,陈寅恪故居,Chen Yinque Memorial Residence,陈寅恪故居,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301426268,"POLYGON ((113.2908971 23.0956453, 113.2918164 23.0954619, 113.2917717 23.0952722, 113.2908523 23.0954555, 113.2908971 23.0956453))","[3054783033, 3054783133, 3054783233, 3054783433, 3054783033]",university,,生命科学学院,,生命科学学院,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301426269,"POLYGON ((113.2906773 23.095683, 113.2906362 23.0955376, 113.2901512 23.0956535, 113.2901923 23.0957989, 113.2906773 23.095683))","[3054783434, 3054783533, 3054783733, 3054783833, 3054783434]",university,,曾宪梓堂北院,Tsang Hin-chi North Hall,曾宪梓堂北院,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301426270,"POLYGON ((113.2888305 23.0972807, 113.2882546 23.097023, 113.2883073 23.0969233, 113.2884595 23.0969914, 113.2884889 23.0969358, 113.2887409 23.0970486, 113.288707 23.0971127, 113.2888787 23.0971895, 113.2888305 23.0972807))","[3054783435, 3054783234, 3054770434, 3054784033, 3054783034, 3054783035, 3054784233, 3054784333, 3054783435]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301426275,"POLYGON ((113.2887278 23.0974709, 113.2881947 23.0972314, 113.288244 23.0971384, 113.2887772 23.0973779, 113.2887278 23.0974709))","[3054784433, 3054784533, 3054784633, 3054784733, 3054784433]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301426276,"POLYGON ((113.2899046 23.1004483, 113.2893263 23.1005465, 113.2893084 23.1004576, 113.2898867 23.1003593, 113.2899046 23.1004483))","[3054784734, 3054784234, 3054784833, 3054784235, 3054784734]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301426277,"POLYGON ((113.2889321 23.1005031, 113.2892343 23.1004469, 113.289254 23.1005363, 113.2889518 23.1005925, 113.2889321 23.1005031))","[3054771734, 3054784933, 3054784934, 3054785033, 3054771734]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301426278,"POLYGON ((113.288793 23.100288, 113.289123 23.1002292, 113.2891415 23.1003169, 113.2888114 23.1003756, 113.288793 23.100288))","[3054783134, 3054784334, 3054783834, 3054784834, 3054783134]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301426279,"POLYGON ((113.2886512 23.1000867, 113.2891117 23.1000161, 113.2891278 23.1001046, 113.2886672 23.1001752, 113.2886512 23.1000867))","[3054785133, 3054785233, 3054783835, 3054785333, 3054785133]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301426280,"POLYGON ((113.2886005 23.0998555, 113.2890364 23.0997881, 113.2890542 23.0998854, 113.2886183 23.0999527, 113.2886005 23.0998555))","[3054785234, 3054783836, 3054784534, 3054770435, 3054785234]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301426281,"POLYGON ((113.289308 23.099885, 113.2897336 23.0998149, 113.2897162 23.0997253, 113.2892906 23.0997955, 113.289308 23.099885))","[3054784835, 3054784434, 3054770436, 3054785433, 3054784835]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301426282,"POLYGON ((113.2898434 23.0994779, 113.2895567 23.0995156, 113.2895404 23.0994104, 113.289827 23.0993727, 113.2898434 23.0994779))","[3054783837, 3054784634, 3054785533, 3054785633, 3054783837]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301426283,"POLYGON ((113.2891895 23.0994816, 113.2894437 23.0994374, 113.2894605 23.0995191, 113.2892062 23.0995632, 113.2891895 23.0994816))","[3054785434, 3054785733, 3054785235, 3054784435, 3054785434]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301426284,"POLYGON ((113.2876516 23.100628, 113.2873467 23.1006901, 113.2873727 23.100798, 113.2876775 23.1007358, 113.2876516 23.100628))","[3054785833, 3054783436, 3054784935, 3054784936, 3054785833]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301426285,"POLYGON ((113.2876501 23.1004226, 113.2873452 23.1004847, 113.2873712 23.1005926, 113.287676 23.1005304, 113.2876501 23.1004226))","[3054785034, 3054784937, 3054784735, 3054785236, 3054785034]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301426286,"POLYGON ((113.2876412 23.1002287, 113.2873363 23.1002908, 113.2873623 23.1003987, 113.2876671 23.1003365, 113.2876412 23.1002287))","[3054784335, 3054785035, 3054785237, 3054783036, 3054784335]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301426287,"POLYGON ((113.2876261 23.1000366, 113.2873212 23.1000987, 113.2873472 23.1002066, 113.287652 23.1001444, 113.2876261 23.1000366))","[3054785933, 3054783135, 3054784436, 3054785334, 3054785933]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301426289,"POLYGON ((113.2876023 23.0998487, 113.2872974 23.0999108, 113.2873234 23.1000187, 113.2876282 23.0999565, 113.2876023 23.0998487))","[3054784437, 3054783734, 3054785734, 3054785934, 3054784437]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301426290,"POLYGON ((113.2876028 23.0996535, 113.2872979 23.0997156, 113.2873239 23.0998235, 113.2876287 23.0997613, 113.2876028 23.0996535))","[3054784336, 3054785238, 3054783037, 3054783534, 3054784336]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301426291,"POLYGON ((113.2875518 23.0994706, 113.2872469 23.0995327, 113.2872729 23.0996406, 113.2875777 23.0995784, 113.2875518 23.0994706))","[3054783038, 3054785239, 3054784236, 3054785634, 3054783038]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301426292,"POLYGON ((113.2874995 23.0992548, 113.2871946 23.0993169, 113.2872206 23.0994248, 113.2875254 23.0993626, 113.2874995 23.0992548))","[3054783437, 3054786033, 3054785335, 3054784736, 3054783437]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301426293,"POLYGON ((113.2874515 23.0990462, 113.2871466 23.0991083, 113.2871726 23.0992162, 113.2874774 23.099154, 113.2874515 23.0990462))","[3054784438, 3054784337, 3054770437, 3054783838, 3054784438]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301426294,"POLYGON ((113.2885682 23.0990545, 113.2888815 23.0990039, 113.2888941 23.0990699, 113.2888416 23.0990783, 113.2888462 23.0991025, 113.2887973 23.0991103, 113.2887926 23.0990856, 113.2886918 23.0991018, 113.2886971 23.0991293, 113.2886399 23.0991386, 113.2886356 23.0991159, 113.2885816 23.0991246, 113.2885682 23.0990545))","[3054786133, 3054785435, 3054783438, 3054783039, 3054784034, 3054785535, 3054785534, 3054770438, 3054784338, 3054784836, 3054786233, 3054784737, 3054786133]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301426296,"POLYGON ((113.2886278 23.0993125, 113.2889411 23.0992619, 113.2889537 23.0993279, 113.2889012 23.0993363, 113.2889058 23.0993605, 113.2888569 23.0993683, 113.2888522 23.0993436, 113.2887514 23.0993598, 113.2887567 23.0993873, 113.2886995 23.0993966, 113.2886952 23.0993739, 113.2886412 23.0993826, 113.2886278 23.0993125))","[3054785336, 3054784439, 3054784635, 3054785134, 3054785635, 3054785337, 3054783535, 3054785834, 3054784237, 3054771735, 3054784837, 3054786134, 3054785336]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301426297,"POLYGON ((113.2882179 23.0993726, 113.2885312 23.099322, 113.2885438 23.099388, 113.2884913 23.0993964, 113.2884959 23.0994206, 113.288447 23.0994284, 113.2884423 23.0994037, 113.2883415 23.0994199, 113.2883468 23.0994474, 113.2882896 23.0994567, 113.2882853 23.099434, 113.2882313 23.0994427, 113.2882179 23.0993726))","[3054783839, 3054784938, 3054784636, 3054784440, 3054783536, 3054785036, 3054783840, 3054785536, 3054784738, 3054785338, 3054785339, 3054784339, 3054783839]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301426298,"POLYGON ((113.288158 23.0991183, 113.2884713 23.0990677, 113.2884839 23.0991337, 113.2884314 23.0991421, 113.288436 23.0991663, 113.2883871 23.0991741, 113.2883824 23.0991494, 113.2882816 23.0991656, 113.2882869 23.0991931, 113.2882297 23.0992024, 113.2882254 23.0991797, 113.2881714 23.0991884, 113.288158 23.0991183))","[3054785636, 3054784340, 3054785637, 3054786034, 3054784535, 3054785835, 3054784739, 3054784536, 3054770439, 3054785935, 3054784341, 3054784035, 3054785636]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301426299,"POLYGON ((113.2887377 23.0976977, 113.2882046 23.0974582, 113.2882539 23.0973652, 113.2887871 23.0976047, 113.2887377 23.0976977))","[3054785340, 3054783735, 3054786135, 3054783136, 3054785340]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301426300,"POLYGON ((113.288771 23.0979777, 113.2882379 23.0977382, 113.2882872 23.0976452, 113.2888204 23.0978847, 113.288771 23.0979777))","[3054783137, 3054785936, 3054785638, 3054785341, 3054783137]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301426301,"POLYGON ((113.2892877 23.0977208, 113.2887546 23.0974813, 113.2888039 23.0973883, 113.2893371 23.0976278, 113.2892877 23.0977208))","[3054783138, 3054785436, 3054785639, 3054783139, 3054783138]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301426302,"POLYGON ((113.2892234 23.0979215, 113.2887711 23.0977198, 113.2888214 23.0976243, 113.2892737 23.0978259, 113.2892234 23.0979215))","[3054770440, 3054783040, 3054783041, 3054785537, 3054770440]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301426303,"POLYGON ((113.2893206 23.0974993, 113.2888683 23.0972976, 113.2889186 23.0972021, 113.2893709 23.0974037, 113.2893206 23.0974993))","[3054783439, 3054784838, 3054784036, 3054785037, 3054783439]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301426304,"POLYGON ((113.2891627 23.0981334, 113.2888044 23.0979784, 113.2888496 23.0978902, 113.2892079 23.0980452, 113.2891627 23.0981334))","[3054785937, 3054785938, 3054784839, 3054784441, 3054785937]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301426305,"POLYGON ((113.2893502 23.0971313, 113.2889919 23.0969763, 113.2890371 23.0968881, 113.2893954 23.0970431, 113.2893502 23.0971313))","[3054783042, 3054783043, 3054785342, 3054785939, 3054783042]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301426306,"POLYGON ((113.2889577 23.0969398, 113.2884563 23.0967144, 113.2885057 23.0966214, 113.2890071 23.0968468, 113.2889577 23.0969398))","[3054785940, 3054783537, 3054784037, 3054785038, 3054785940]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301426307,"POLYGON ((113.2900734 23.0953344, 113.2905953 23.0952185, 113.2905526 23.0950558, 113.2900307 23.0951718, 113.2900734 23.0953344))","[3054785135, 3054786234, 3054785538, 3054785640, 3054785135]",university,,曾宪梓堂南院,Tsang Hin-chi South Hall,曾宪梓堂南院,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301426308,"POLYGON ((113.2898306 23.0964092, 113.2895421 23.0963917, 113.2895544 23.0962359, 113.2898601 23.0961864, 113.2898306 23.0964092))","[3054785836, 3054784238, 3054783140, 3054785437, 3054785836]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301426309,"POLYGON ((113.2890523 23.0967217, 113.2885509 23.0964963, 113.2886003 23.0964033, 113.2891017 23.0966287, 113.2890523 23.0967217))","[3054785641, 3054786035, 3054784840, 3054784841, 3054785641]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301426310,"POLYGON ((113.2890762 23.0964985, 113.2885748 23.0962731, 113.2886242 23.0961801, 113.2891256 23.0964055, 113.2890762 23.0964985))","[3054785039, 3054784239, 3054786036, 3054771736, 3054785039]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301426311,"POLYGON ((113.2892064 23.0963062, 113.288705 23.0960808, 113.2887544 23.0959878, 113.2892558 23.0962132, 113.2892064 23.0963062))","[3054784637, 3054771737, 3054785438, 3054786433, 3054784637]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301426312,"POLYGON ((113.2893873 23.0967563, 113.2891586 23.0966571, 113.2891127 23.0967465, 113.2893414 23.0968457, 113.2893873 23.0967563))","[3054785040, 3054785136, 3054784240, 3054784241, 3054785040]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301426313,"POLYGON ((113.289355 23.0964931, 113.2892985 23.0966005, 113.2891209 23.0965214, 113.2891774 23.0964139, 113.289355 23.0964931))","[3054785941, 3054784038, 3054785041, 3054784638, 3054785941]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301426314,"POLYGON ((113.2894508 23.0962985, 113.2893943 23.0964059, 113.2892167 23.0963268, 113.2892732 23.0962193, 113.2894508 23.0962985))","[3054783044, 3054785539, 3054786037, 3054784242, 3054783044]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301426315,"POLYGON ((113.2890666 23.0983654, 113.288263 23.0980369, 113.2883156 23.0979281, 113.2891191 23.0982565, 113.2890666 23.0983654))","[3054786136, 3054785439, 3054783045, 3054785735, 3054786136]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301426316,"POLYGON ((113.2889806 23.0986105, 113.2884122 23.0983754, 113.2884667 23.0982639, 113.2890351 23.0984989, 113.2889806 23.0986105))","[3054783440, 3054785343, 3054784842, 3054786533, 3054783440]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301426317,"POLYGON ((113.2888312 23.0988137, 113.2884371 23.0986446, 113.2884804 23.0985593, 113.2888744 23.0987283, 113.2888312 23.0988137))","[3054770034, 3054769743, 3054786633, 3054770035, 3054770034]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301426318,"POLYGON ((113.28838 23.0988262, 113.2880649 23.0988592, 113.2880796 23.0989782, 113.2883947 23.0989451, 113.28838 23.0988262))","[3054769744, 3054769745, 3054769746, 3054786534, 3054769744]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301426319,"POLYGON ((113.2882997 23.0985579, 113.2880045 23.0985892, 113.2880194 23.0987082, 113.2883147 23.0986769, 113.2882997 23.0985579))","[3054770036, 3054786535, 3054769535, 3054786536, 3054770036]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301426320,"POLYGON ((113.2879809 23.0983359, 113.2882244 23.0983136, 113.2882338 23.0984009, 113.2879904 23.0984231, 113.2879809 23.0983359))","[3054770037, 3054770038, 3054769440, 3054770039, 3054770037]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301426321,"POLYGON ((113.2879424 23.0980728, 113.2881859 23.0980505, 113.2881953 23.0981378, 113.2879519 23.09816, 113.2879424 23.0980728))","[3054770040, 3054769441, 3054786537, 3054786538, 3054770040]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301426322,"POLYGON ((113.2878364 23.0978528, 113.2881417 23.0978155, 113.2881275 23.0977167, 113.2878221 23.097754, 113.2878364 23.0978528))","[3054770041, 3054770042, 3054769536, 3054769537, 3054770041]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301426323,"POLYGON ((113.2878192 23.0976491, 113.2881245 23.0976118, 113.2881103 23.097513, 113.2878049 23.0975503, 113.2878192 23.0976491))","[3054786634, 3054786635, 3054786636, 3054786539, 3054786634]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301426324,"POLYGON ((113.2877946 23.0974463, 113.2880999 23.097409, 113.2880857 23.0973102, 113.2877803 23.0973475, 113.2877946 23.0974463))","[3054786540, 3054769538, 3054770043, 3054786541, 3054786540]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301426325,"POLYGON ((113.2877855 23.0972452, 113.2880625 23.0972094, 113.2880478 23.0971132, 113.2877709 23.0971489, 113.2877855 23.0972452))","[3054786542, 3054786543, 3054786637, 3054786544, 3054786542]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301426326,"POLYGON ((113.2876997 23.0970485, 113.2881472 23.0969912, 113.2881321 23.0968915, 113.2876846 23.0969487, 113.2876997 23.0970485))","[3054786638, 3054786733, 3054769539, 3054770044, 3054786638]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301426327,"POLYGON ((113.2876514 23.0989913, 113.2875864 23.0990505, 113.2875215 23.0989829, 113.2875855 23.0989329, 113.2875761 23.0988416, 113.2876626 23.0988386, 113.2876713 23.0989252, 113.2877689 23.0989481, 113.2877484 23.0990191, 113.2876514 23.0989913))","[3054786545, 3054786734, 3054786546, 3054786735, 3054769747, 3054786547, 3054786548, 3054769540, 3054769541, 3054786545]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301426328,"POLYGON ((113.287754 23.0993678, 113.287689 23.099427, 113.2876241 23.0993594, 113.2876881 23.0993094, 113.2876787 23.0992181, 113.2877652 23.0992151, 113.2877739 23.0993017, 113.2878715 23.0993246, 113.287851 23.0993956, 113.287754 23.0993678))","[3054786736, 3054786737, 3054786549, 3054786550, 3054786738, 3054769640, 3054786551, 3054786552, 3054769641, 3054786736]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301426329,"POLYGON ((113.2878411 23.0997396, 113.2877761 23.0997988, 113.2877112 23.0997312, 113.2877752 23.0996812, 113.2877658 23.0995899, 113.2878523 23.0995869, 113.287861 23.0996735, 113.2879586 23.0996964, 113.2879381 23.0997674, 113.2878411 23.0997396))","[3054769642, 3054769643, 3054769748, 3054786739, 3054786553, 3054786740, 3054786741, 3054786554, 3054769749, 3054769642]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301426330,"POLYGON ((113.2897849 23.0989892, 113.2894982 23.0990269, 113.2894819 23.0989217, 113.2897685 23.098884, 113.2897849 23.0989892))","[3054786639, 3054770045, 3054786742, 3054770046, 3054786639]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301426331,"POLYGON ((113.2893881 23.0990419, 113.2891014 23.0990796, 113.2890851 23.0989744, 113.2893717 23.0989367, 113.2893881 23.0990419))","[3054786743, 3054769335, 3054769336, 3054786640, 3054786743]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301426332,"POLYGON ((113.2895045 23.0991812, 113.2897587 23.099137, 113.2897755 23.0992187, 113.2895212 23.0992628, 113.2895045 23.0991812))","[3054769337, 3054769338, 3054769542, 3054786744, 3054769337]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301426333,"POLYGON ((113.2891634 23.0992309, 113.2894176 23.0991867, 113.2894344 23.0992684, 113.2891801 23.0993125, 113.2891634 23.0992309))","[3054786745, 3054786641, 3054786746, 3054770047, 3054786745]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301426334,"POLYGON ((113.2927202 23.0946655, 113.2930158 23.0946715, 113.2930192 23.0945309, 113.2927236 23.0945248, 113.2927202 23.0946655))","[3054770048, 3054786747, 3054786642, 3054786643, 3054770048]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301426335,"POLYGON ((113.2932025 23.0949273, 113.2927318 23.0949164, 113.2927247 23.0951775, 113.2928019 23.0951793, 113.2928066 23.0950087, 113.2931398 23.0950164, 113.2931353 23.095179, 113.2931956 23.0951804, 113.2932025 23.0949273))","[3054786644, 3054787033, 3054769847, 3054769339, 3054769340, 3054786748, 3054786749, 3054769848, 3054786644]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301426733,"POLYGON ((113.2852242 23.0996456, 113.2856711 23.0998254, 113.285714 23.0997352, 113.285267 23.0995554, 113.2852242 23.0996456))","[3054789833, 3054786434, 3054785137, 3054784639, 3054789833]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301426734,"POLYGON ((113.285314 23.0994694, 113.2857609 23.0996492, 113.2858038 23.099559, 113.2853568 23.0993792, 113.285314 23.0994694))","[3054784640, 3054783736, 3054789933, 3054790033, 3054784640]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301426735,"POLYGON ((113.2854014 23.099286, 113.2858483 23.0994658, 113.2858912 23.0993756, 113.2854442 23.0991958, 113.2854014 23.099286))","[3054789934, 3054789834, 3054784243, 3054784740, 3054789934]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301426736,"POLYGON ((113.2854878 23.0990942, 113.2859347 23.099274, 113.2859776 23.0991838, 113.2855306 23.099004, 113.2854878 23.0990942))","[3054784442, 3054785540, 3054790133, 3054785642, 3054784442]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301426737,"POLYGON ((113.285588 23.0989071, 113.2859245 23.0990411, 113.2859672 23.0989506, 113.2856307 23.0988165, 113.285588 23.0989071))","[3054789935, 3054790034, 3054786137, 3054789835, 3054789935]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301426738,"POLYGON ((113.285669 23.0987065, 113.2860055 23.0988405, 113.2860482 23.09875, 113.2857117 23.0986159, 113.285669 23.0987065))","[3054785643, 3054784741, 3054789936, 3054790134, 3054785643]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301426739,"POLYGON ((113.2857603 23.0985073, 113.2860968 23.0986413, 113.2861395 23.0985508, 113.285803 23.0984167, 113.2857603 23.0985073))","[3054790233, 3054785138, 3054790333, 3054790234, 3054790233]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301426740,"POLYGON ((113.2858655 23.0983163, 113.2862058 23.0984599, 113.2862728 23.0983256, 113.2862279 23.0983066, 113.2862114 23.0983396, 113.2861253 23.0983032, 113.2861398 23.0982742, 113.2860629 23.0982417, 113.2860503 23.098267, 113.2859702 23.0982332, 113.2859827 23.0982082, 113.2859304 23.0981861, 113.2858655 23.0983163))","[3054790334, 3054784244, 3054790433, 3054790335, 3054784443, 3054790533, 3054784742, 3054790434, 3054784245, 3054786039, 3054790435, 3054784444, 3054790334]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301426741,"POLYGON ((113.2852601 23.0984265, 113.2856435 23.0985842, 113.2856719 23.0985257, 113.2856085 23.0984996, 113.285636 23.098443, 113.2855759 23.0984183, 113.2855508 23.09847, 113.2854235 23.0984177, 113.2854509 23.0983611, 113.2853826 23.0983331, 113.2853557 23.0983884, 113.2852914 23.098362, 113.2852601 23.0984265))","[3054790633, 3054784743, 3054783538, 3054786435, 3054784247, 3054789937, 3054783737, 3054783738, 3054790833, 3054784246, 3054790933, 3054790733, 3054790633]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
