u,v,key,osmid,highway,oneway,reversed,length,geometry,name,lanes,bridge
10942430164,10943803300,0,1178056907,service,False,False,27.088,"LINESTRING (117.1604851 39.1088507, 117.1604868 39.1090943)",,,
10942430166,10942430173,0,1177921704,service,False,False,53.997,"LINESTRING (117.1613554 39.1090877, 117.1613534 39.1095733)",,,
10942430166,10942430150,0,1177921704,service,False,True,27.421,"LINESTRING (117.1613554 39.1090877, 117.1613568 39.1088411)",,,
10942430166,10942430171,0,1177921710,service,False,True,43.53,"LINESTRING (117.1613554 39.1090877, 117.1608509 39.1090845)",,,
10942430166,10943803293,0,1178056903,service,False,True,86.313,"LINESTRING (117.1613554 39.1090877, 117.1617434 39.1090911, 117.1617588 39.1095661)",,,
10942430169,10942430151,0,1177921704,service,False,False,35.849,"LINESTRING (117.1613461 39.1101751, 117.1613473 39.1104975)",,,
10942430169,10943803295,0,1177921704,service,False,True,24.866,"LINESTRING (117.1613461 39.1101751, 117.1613504 39.1099515)",,,
10942430169,10943803295,1,"[1177921712, 1178056899, 1178056904]",service,False,"[False, True]",115.356,"LINESTRING (117.1613461 39.1101751, 117.160829 39.1101794, 117.1608271 39.1099493, 117.1613504 39.1099515)",,,
10942430169,10942430153,0,1178056905,service,False,True,80.789,"LINESTRING (117.1613461 39.1101751, 117.1622728 39.110071)",,,
10942430171,10942430166,0,1177921710,service,False,False,43.53,"LINESTRING (117.1608509 39.1090845, 117.1613554 39.1090877)",,,
10942430171,10943803300,0,1177921710,service,False,True,31.439,"LINESTRING (117.1608509 39.1090845, 117.1607926 39.1090842, 117.1604868 39.1090943)",,,
10942430171,10942430173,0,"[1177921713, 1177921714]",service,False,False,98.78,"LINESTRING (117.1608509 39.1090845, 117.1608472 39.10958, 117.1613534 39.1095733)",,,
10942430173,10942430166,0,1177921704,service,False,True,53.997,"LINESTRING (117.1613534 39.1095733, 117.1613554 39.1090877)",,,
10942430173,10943803293,0,1178056900,service,False,False,34.987,"LINESTRING (117.1613534 39.1095733, 117.1617588 39.1095661)",,,
10942430173,10943803295,0,1177921704,service,False,False,42.055,"LINESTRING (117.1613534 39.1095733, 117.1613514 39.1097902, 117.1613504 39.1099515)",,,
10942430173,10942430171,0,"[1177921713, 1177921714]",service,False,True,98.78,"LINESTRING (117.1613534 39.1095733, 117.1608472 39.10958, 117.1608509 39.1090845)",,,
10942430176,5362791265,0,555894510,service,False,True,81.172,"LINESTRING (117.1621832 39.1095586, 117.1620837 39.1088327)",,,
10942430176,10943803290,0,1178056900,service,False,True,13.722,"LINESTRING (117.1621832 39.1095586, 117.1620242 39.1095614)",,,
10942430176,10942430153,0,555894510,service,False,False,57.501,"LINESTRING (117.1621832 39.1095586, 117.1622586 39.1099771, 117.1622728 39.110071)",,,
10942462328,9009743265,0,1177925888,service,False,True,43.893,"LINESTRING (117.1627936 39.1126732, 117.1633023 39.1126682)",,,
10942462329,6794923776,0,724534632,service,False,False,23.073,"LINESTRING (117.1632995 39.1119493, 117.1633009 39.1121568)",,,
10942462329,9009743266,0,724534632,service,False,True,44.57,"LINESTRING (117.1632995 39.1119493, 117.1632867 39.1115486)",,,
10942462329,5257095528,0,1177925889,service,False,True,74.687,"LINESTRING (117.1632995 39.1119493, 117.1637074 39.1119455, 117.1641651 39.1119414)",,,
10942462331,9009743266,0,973474849,service,False,False,35.737,"LINESTRING (117.1637009 39.1115486, 117.1632867 39.1115486)",,,
10942462331,10942462335,0,973474849,service,False,True,37.479,"LINESTRING (117.1637009 39.1115486, 117.1641353 39.1115485)",,,
10942462331,10942462332,0,1177925890,service,False,False,5.966,"LINESTRING (117.1637009 39.1115486, 117.1637041 39.1116022)",,,
10942462332,10942462331,0,1177925890,service,False,True,5.966,"LINESTRING (117.1637041 39.1116022, 117.1637009 39.1115486)",,,
10942462333,9009743266,0,724534632,service,False,False,32.886,"LINESTRING (117.1632798 39.1112529, 117.1632867 39.1115486)",,,
10942462333,6794923744,0,724534632,service,False,True,91.373,"LINESTRING (117.1632798 39.1112529, 117.1632735 39.1109821, 117.163266 39.1106606, 117.1632607 39.1104313)",,,
10942462333,10942462335,0,"[1177925891, 1177925892]",service,False,False,105.877,"LINESTRING (117.1632798 39.1112529, 117.1637009 39.1112528, 117.1641256 39.1112527, 117.1641353 39.1115485)",,,
10942462335,10942462331,0,973474849,service,False,False,37.479,"LINESTRING (117.1641353 39.1115485, 117.1637009 39.1115486)",,,
10942462335,6794923731,0,973474849,service,False,True,5.513,"LINESTRING (117.1641353 39.1115485, 117.1641992 39.1115485)",,,
10942462335,10942462333,0,"[1177925891, 1177925892]",service,False,True,105.87700000000001,"LINESTRING (117.1641353 39.1115485, 117.1641256 39.1112527, 117.1637009 39.1112528, 117.1632798 39.1112529)",,,
10942462337,6794923742,0,1177925900,service,False,True,19.15,"LINESTRING (117.163273 39.1130626, 117.1632946 39.1128912)",,,
10942462338,10942462355,0,1177921701,service,False,False,43.382,"LINESTRING (117.1656988 39.1128543, 117.1662016 39.1128509)",,,
10942462338,10942430136,0,1177921701,service,False,True,12.278,"LINESTRING (117.1656988 39.1128543, 117.1655565 39.1128553)",,,
10942462338,10942430137,0,"[1177925893, 1177925894, 1177925895]",service,False,False,114.09800000000001,"LINESTRING (117.1656988 39.1128543, 117.1656965 39.1130004, 117.1651141 39.1130034, 117.1647562 39.1130052, 117.1647405 39.1128553)",,,
10942462345,5362791114,0,1177921698,service,False,False,38.786,"LINESTRING (117.1655558 39.1120467, 117.1655523 39.1123955)",,,
10942462345,10942430134,0,1177921698,service,False,True,13.144,"LINESTRING (117.1655558 39.1120467, 117.165557 39.1119285)",,,
10942462345,10942462346,0,1177925896,service,False,False,218.28300000000002,"LINESTRING (117.1655558 39.1120467, 117.1659442 39.1120494, 117.166768 39.1120551, 117.167569 39.1120606, 117.1680857 39.1120642)",,,
10942462346,6794923697,0,724534656,service,False,False,33.7,"LINESTRING (117.1680857 39.1120642, 117.168094 39.1123672)",,,
10942462346,5362791252,0,724534656,service,False,True,125.056,"LINESTRING (117.1680857 39.1120642, 117.1680549 39.1109398)",,,
10942462346,10942462345,0,1177925896,service,False,True,218.28300000000002,"LINESTRING (117.1680857 39.1120642, 117.167569 39.1120606, 117.166768 39.1120551, 117.1659442 39.1120494, 117.1655558 39.1120467)",,,
10942462350,10942430136,0,1177921700,service,False,False,34.127,"LINESTRING (117.1655537 39.1125484, 117.1655565 39.1128553)",,,
10942462350,5362791114,0,1177921700,service,False,True,17.002,"LINESTRING (117.1655537 39.1125484, 117.1655523 39.1123955)",,,
10942462350,10942462351,0,1177925897,service,False,False,207.436,"LINESTRING (117.1655537 39.1125484, 117.1659442 39.1125484, 117.1667454 39.1125484, 117.1675884 39.1125484, 117.167958 39.1125483)",,,
10942462351,10942430139,0,1177921701,service,False,False,20.053,"LINESTRING (117.167958 39.1125483, 117.1679627 39.112368)",,,
10942462351,10942462357,0,1177921701,service,False,True,71.34899999999999,"LINESTRING (117.167958 39.1125483, 117.1679503 39.1128391, 117.1674982 39.1128422)",,,
10942462351,10942462350,0,1177925897,service,False,True,207.436,"LINESTRING (117.167958 39.1125483, 117.1675884 39.1125484, 117.1667454 39.1125484, 117.1659442 39.1125484, 117.1655537 39.1125484)",,,
10942462355,10942462357,0,1177921701,service,False,False,111.871,"LINESTRING (117.1662016 39.1128509, 117.1674982 39.1128422)",,,
10942462355,10942462338,0,1177921701,service,False,True,43.382,"LINESTRING (117.1662016 39.1128509, 117.1656988 39.1128543)",,,
10942462355,10942462356,0,1177925898,service,False,False,17.727,"LINESTRING (117.1662016 39.1128509, 117.1662048 39.1130103)",,,
10942462356,10942462355,0,1177925898,service,False,True,17.727,"LINESTRING (117.1662048 39.1130103, 117.1662016 39.1128509)",,,
10942462357,10942462355,0,1177921701,service,False,True,111.871,"LINESTRING (117.1674982 39.1128422, 117.1662016 39.1128509)",,,
10942462357,10942462358,0,1177925899,service,False,False,18.972,"LINESTRING (117.1674982 39.1128422, 117.1675015 39.1130128)",,,
10942462357,10942462351,0,1177921701,service,False,False,71.34899999999999,"LINESTRING (117.1674982 39.1128422, 117.1679503 39.1128391, 117.167958 39.1125483)",,,
10942462358,10942462357,0,1177925899,service,False,True,18.972,"LINESTRING (117.1675015 39.1130128, 117.1674982 39.1128422)",,,
10942462360,5362791063,0,555894489,service,False,False,23.785,"LINESTRING (117.1717509 39.105599, 117.1717517 39.1053851)",,,
10942462360,5362791069,0,555894489,service,False,True,14.1,"LINESTRING (117.1717509 39.105599, 117.1717504 39.1057258)",,,
10942462360,10942462374,0,"[1177925913, 1177925902]",service,False,False,48.07,"LINESTRING (117.1717509 39.105599, 117.1713633 39.1055947, 117.1713566 39.1057261)",,,
10942462360,10942462375,0,"[1177925914, 1177925903]",service,False,False,48.672999999999995,"LINESTRING (117.1717509 39.105599, 117.1721476 39.105599, 117.1721539 39.1057288)",,,
10942462363,5362791069,0,555894489,service,False,False,32.68,"LINESTRING (117.1717498 39.1060197, 117.1717504 39.1057258)",,,
10942462363,5362791065,0,555894489,service,False,True,38.318,"LINESTRING (117.1717498 39.1060197, 117.1717492 39.1063643)",,,
10942462363,6794923688,0,"[1177925904, 1177925908, 1177925909]",service,False,False,77.376,"LINESTRING (117.1717498 39.1060197, 117.1713103 39.106014, 117.1713103 39.1061105, 117.1709775 39.1061139)",,,
10942462363,5362791066,0,"[1177925912, 1177925905, 1177925910, 1177925911]",service,False,False,108.05600000000001,"LINESTRING (117.1717498 39.1060197, 117.1721905 39.1060215, 117.1721905 39.1061408, 117.172566 39.1061408, 117.1725636 39.1063599)",,,
10942462374,5362791067,0,555894492,service,False,True,33.065,"LINESTRING (117.1713566 39.1057261, 117.1709734 39.105728)",,,
10942462374,5362791069,0,555894492,service,False,False,33.979,"LINESTRING (117.1713566 39.1057261, 117.171426 39.1057258, 117.1717504 39.1057258)",,,
10942462374,10942462360,0,"[1177925913, 1177925902]",service,False,True,48.07,"LINESTRING (117.1713566 39.1057261, 117.1713633 39.1055947, 117.1717509 39.105599)",,,
10942462375,5362791070,0,555894492,service,False,False,30.874,"LINESTRING (117.1721539 39.1057288, 117.1725117 39.1057315)",,,
10942462375,5362791069,0,555894492,service,False,True,34.818,"LINESTRING (117.1721539 39.1057288, 117.1717504 39.1057258)",,,
10942462375,10942462360,0,"[1177925914, 1177925903]",service,False,True,48.672999999999995,"LINESTRING (117.1721539 39.1057288, 117.1721476 39.105599, 117.1717509 39.105599)",,,
10943803290,10942430176,0,1178056900,service,False,False,13.722,"LINESTRING (117.1620242 39.1095614, 117.1621832 39.1095586)",,,
10943803290,10943803293,0,1178056900,service,False,True,22.905,"LINESTRING (117.1620242 39.1095614, 117.1617588 39.1095661)",,,
10943803290,10943803292,0,"[1178056901, 1178056902]",service,False,False,59.638000000000005,"LINESTRING (117.1620242 39.1095614, 117.162028 39.109874, 117.1617397 39.1098769)",,,
10943803292,10943803290,0,"[1178056901, 1178056902]",service,False,True,59.638000000000005,"LINESTRING (117.1617397 39.1098769, 117.162028 39.109874, 117.1620242 39.1095614)",,,
10943803293,10943803290,0,1178056900,service,False,False,22.905,"LINESTRING (117.1617588 39.1095661, 117.1620242 39.1095614)",,,
10943803293,10942430173,0,1178056900,service,False,True,34.987,"LINESTRING (117.1617588 39.1095661, 117.1613534 39.1095733)",,,
10943803293,10942430166,0,1178056903,service,False,False,86.313,"LINESTRING (117.1617588 39.1095661, 117.1617434 39.1090911, 117.1613554 39.1090877)",,,
10943803295,10942430169,0,1177921704,service,False,False,24.866,"LINESTRING (117.1613504 39.1099515, 117.1613461 39.1101751)",,,
10943803295,10942430169,1,"[1178056904, 1178056899, 1177921712]",service,False,"[False, True]",115.356,"LINESTRING (117.1613504 39.1099515, 117.1608271 39.1099493, 117.160829 39.1101794, 117.1613461 39.1101751)",,,
10943803295,10942430173,0,1177921704,service,False,True,42.055,"LINESTRING (117.1613504 39.1099515, 117.1613514 39.1097902, 117.1613534 39.1095733)",,,
10943803300,10942430164,0,1178056907,service,False,True,27.088,"LINESTRING (117.1604868 39.1090943, 117.1604851 39.1088507)",,,
10943803300,10942430171,0,1177921710,service,False,False,31.439,"LINESTRING (117.1604868 39.1090943, 117.1607926 39.1090842, 117.1608509 39.1090845)",,,
11050970801,11050970802,0,1190166642,service,False,False,61.183,"LINESTRING (117.1680311 39.110311, 117.167322 39.1103156)",,,
11050970801,5362791252,0,555894506,service,False,False,69.954,"LINESTRING (117.1680311 39.110311, 117.168038 39.110414, 117.1680549 39.1109398)",,,
11050970801,5362791258,0,555894506,service,False,True,65.214,"LINESTRING (117.1680311 39.110311, 117.1680217 39.1101702, 117.1680007 39.109725)",,,
11050970802,11050970801,0,1190166642,service,False,True,61.183,"LINESTRING (117.167322 39.1103156, 117.1680311 39.110311)",,,
11050970802,5362791252,0,555894503,service,False,False,95.509,"LINESTRING (117.167322 39.1103156, 117.167501 39.1105287, 117.1676002 39.1106515, 117.167784 39.1107368, 117.1679743 39.1108959, 117.1680549 39.1109398)",,,
11050970802,5362791221,0,555894503,service,False,True,276.81,"LINESTRING (117.167322 39.1103156, 117.1672793 39.1102648, 117.1672021 39.1100764, 117.1670329 39.109948, 117.1667862 39.109923, 117.1664428 39.1099189, 117.1661853 39.1099272, 117.1656543 39.1099355, 117.165268 39.1099563, 117.1649193 39.1099147, 117.1646404 39.109898, 117.1644026 39.1099016)",,,
