element_type,osmid,amenity,geometry,name,building,nodes,layer,operator,residential,healthcare,healthcare:speciality,operator:type,building:levels,tourism,brand,brand:en,brand:wikidata,brand:wikipedia,brand:zh,name:en,name:zh,operator:en,operator:wikidata,operator:wikipedia,operator:zh,shop,addr:housenumber,addr:place,height,leisure,level,sport,frequency,power,voltage,ways,type,highway
way,944515195,,"POLYGON ((114.4252231 30.5192543, 114.4254698 30.5191827, 114.4254752 30.5191319, 114.4258078 30.5190187, 114.4258695 30.5191527, 114.4259499 30.5191943, 114.4252767 30.5194115, 114.4252231 30.5192543))",,yes,"[8744594779, 8744594780, 8744594781, 8744594782, 8744594783, 8744594784, 8744594785, 8744594779]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,988817194,restaurant,"POLYGON ((114.4135735 30.5139365, 114.4140776 30.5138885, 114.4139809 30.5131273, 114.4134768 30.5131753, 114.4135735 30.5139365))",东一食堂,yes,"[9139463517, 9139463518, 9139463519, 9139463520, 9139463517]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,988851819,,"POLYGON ((114.4077023 30.5165962, 114.4077824 30.5165904, 114.4077774 30.5165389, 114.4079162 30.5165289, 114.4079101 30.5164656, 114.4076912 30.5164814, 114.4077023 30.5165962))",保卫处,office,"[9139714015, 9139714016, 9139755317, 9139755318, 9139755319, 9139755320, 9139714015]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,988851820,post_office,"POLYGON ((114.4076891 30.5169646, 114.4079022 30.5169461, 114.4078937 30.5168736, 114.4076806 30.5168921, 114.4076891 30.5169646))",中国邮政,yes,"[9139755321, 9139755322, 9139755323, 9139755324, 9139755321]",,中国邮政,,,,,,,中国邮政,China Post,Q1066476,zh:中国邮政,中国邮政,China Post,中国邮政,China Post,Q1066476,en:China Post,中国邮政,,,,,,,,,,,,,
way,988851821,fire_station,"POLYGON ((114.4078195 30.5170747, 114.4081379 30.5170401, 114.4081231 30.5169393, 114.4078048 30.5169739, 114.4078195 30.5170747))",消防,yes,"[9139755325, 9139755326, 9139755327, 9139755328, 9139755325]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1007360977,,"POLYGON ((114.4076831 30.5163047, 114.4082056 30.5162651, 114.4081954 30.5161638, 114.4076729 30.5162034, 114.4076831 30.5163047))",,yes,"[9293520978, 9293520979, 9293520980, 9293520981, 9293520978]",,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
way,1007360978,,"POLYGON ((114.4075942 30.5158485, 114.4078667 30.5158242, 114.4078874 30.5160296, 114.4080013 30.516021, 114.4079805 30.5158144, 114.4081538 30.5157989, 114.4081401 30.5156624, 114.4075805 30.5157124, 114.4075942 30.5158485))",工会,yes,"[9293520982, 9293520983, 9293520984, 9293520985, 9293520986, 9293520987, 9293520988, 9293520989, 9293520982]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1009117947,,"POLYGON ((114.4138093 30.5156912, 114.4137962 30.5155895, 114.414491 30.515523, 114.4145041 30.5156248, 114.4138093 30.5156912))",,residential,"[9310782301, 9310782302, 9310782303, 9310782304, 9310782301]",,华中科技大学,university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1009117948,,"POLYGON ((114.4137533 30.5152296, 114.4137402 30.5151279, 114.414435 30.5150614, 114.4144482 30.5151633, 114.4137533 30.5152296))",,residential,"[9310782305, 9310782306, 9310782307, 9310782308, 9310782305]",,华中科技大学,university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1009117949,,"POLYGON ((114.4147129 30.5156154, 114.4146998 30.5155137, 114.4153946 30.5154472, 114.4154078 30.515549, 114.4147129 30.5156154))",,residential,"[9310782309, 9310782310, 9310782311, 9310782312, 9310782309]",,华中科技大学,university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1012485922,,"POLYGON ((114.4113638 30.5150945, 114.4109725 30.5151286, 114.4109616 30.515035, 114.4113529 30.5150009, 114.4113638 30.5150945))",快速制造中心,yes,"[9340898222, 9340898223, 9340898224, 9340898225, 9340898222]",,华中科技大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1012485923,,"POLYGON ((114.4084962 30.51605, 114.4089936 30.5160058, 114.4089634 30.515754, 114.4088857 30.5157609, 114.4089008 30.5158869, 114.4085609 30.5159171, 114.4085364 30.5157125, 114.4089597 30.5156749, 114.4089483 30.5155792, 114.4084452 30.5156239, 114.4084962 30.51605))",老保卫处,yes,"[9340898227, 9340898228, 9340898229, 9340898230, 9340898231, 9340898232, 9340898233, 9340898234, 9340898235, 9340898236, 9340898227]",,华中科技大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1015415257,,"POLYGON ((114.4121381 30.5206375, 114.4121165 30.520454, 114.4120225 30.5204622, 114.4119751 30.5200585, 114.4106661 30.5201731, 114.41067 30.5202098, 114.4099404 30.5202223, 114.409942 30.5202902, 114.4099456 30.5203213, 114.4105976 30.5203095, 114.4106801 30.5203081, 114.4107108 30.5206035, 114.4102116 30.5206472, 114.4102301 30.5208046, 114.4121381 30.5206375))",精密重力测量一期,yes,"[9366842948, 9366842947, 9366842946, 9366842945, 9366842944, 9435865954, 9435865953, 9366842942, 9366842941, 9435855561, 9366842940, 9366842939, 9366842938, 9366842937, 9366842948]",,华中科技大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1023153334,,"POLYGON ((114.4077605 30.520444, 114.4078254 30.5209825, 114.4081391 30.520955, 114.4081167 30.5207659, 114.4080269 30.5207737, 114.4080193 30.5207108, 114.4080802 30.5207055, 114.4080463 30.5204185, 114.4077605 30.520444))",精密重力测量二期,yes,"[9435855585, 9435855584, 9435855583, 9435855582, 9435855578, 9435855579, 9435855581, 9435855580, 9435855585]",,华中科技大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1023153335,,"POLYGON ((114.406073 30.5205811, 114.4061235 30.5210029, 114.4062043 30.5210623, 114.4063466 30.5210497, 114.4063118 30.5207551, 114.4072046 30.520676, 114.407229 30.5208823, 114.4064939 30.5209474, 114.4065136 30.5211144, 114.4076884 30.5210103, 114.4076651 30.5208149, 114.4075986 30.5208209, 114.4075748 30.5206214, 114.4076413 30.5206154, 114.4076208 30.5204439, 114.406073 30.5205811))",精密重力测量二期,yes,"[9435855600, 9435855586, 9435855587, 9435855591, 9435855590, 9435855592, 9435855588, 9435855589, 9435855593, 9435855598, 9435855597, 9435855595, 9435855594, 9435855596, 9435855599, 9435855600]",,华中科技大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1023153339,,"POLYGON ((114.4106631 30.5182462, 114.4106722 30.5183223, 114.4110315 30.5182901, 114.4110223 30.5182141, 114.4106631 30.5182462))",居委会,yes,"[9435864825, 9435864824, 9435864823, 9435864822, 9435864825]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1023153340,,"POLYGON ((114.4102092 30.5185016, 114.4102189 30.5185795, 114.4105781 30.5185465, 114.4105684 30.5184685, 114.4102092 30.5185016))",,apartments,"[9435864829, 9435864828, 9435864827, 9435864826, 9435864829]",,华中科技大学,university,,,,,,,,,,,,,,,,,,40,东一区,,,,,,,,,,
way,1023153341,,"POLYGON ((114.4106571 30.5184604, 114.4106668 30.5185383, 114.4110259 30.5185053, 114.4110163 30.5184273, 114.4106571 30.5184604))",,apartments,"[9435864833, 9435864832, 9435864831, 9435864830, 9435864833]",,华中科技大学,university,,,,,,,,,,,,,,,,,,41,东一区,,,,,,,,,,
way,1023153342,,"POLYGON ((114.4110918 30.5184204, 114.4111015 30.5184983, 114.4114607 30.5184653, 114.411451 30.5183873, 114.4110918 30.5184204))",,apartments,"[9435864837, 9435864836, 9435864835, 9435864834, 9435864837]",,华中科技大学,university,,,,,,,,,,,,,,,,,,42,东一区,,,,,,,,,,
way,1023153343,,"POLYGON ((114.4115699 30.5183764, 114.4115795 30.5184543, 114.4119387 30.5184213, 114.411929 30.5183433, 114.4115699 30.5183764))",,apartments,"[9435864841, 9435864840, 9435864839, 9435864838, 9435864841]",,华中科技大学,university,,,,,,,,,,,,,,,,,,43,东一区,,,,,,,,,,
way,1023153344,,"POLYGON ((114.411595 30.5185788, 114.4116044 30.5186548, 114.4119635 30.5186218, 114.4119541 30.5185458, 114.411595 30.5185788))",,apartments,"[9435864845, 9435864844, 9435864843, 9435864842, 9435864845]",,华中科技大学,university,,,,,,,,,,,,,,,,,,46,东一区,,,,,,,,,,
way,1023153345,,"POLYGON ((114.4111169 30.5186228, 114.4111263 30.5186988, 114.4114855 30.5186658, 114.4114761 30.5185898, 114.4111169 30.5186228))",,apartments,"[9435864849, 9435864848, 9435864847, 9435864846, 9435864849]",,华中科技大学,university,,,,,,,,,,,,,,,,,,45,东一区,,,,,,,,,,
way,1023153346,,"POLYGON ((114.4102343 30.518704, 114.4102438 30.51878, 114.4106029 30.518747, 114.4105935 30.518671, 114.4102343 30.518704))",,apartments,"[9435864853, 9435864852, 9435864851, 9435864850, 9435864853]",,华中科技大学,university,,,,,,,,,,,,,,,,,,44,东一区,,,,,,,,,,
way,1023153347,,"POLYGON ((114.4116168 30.5187553, 114.4116265 30.5188332, 114.4119856 30.5188001, 114.411976 30.5187222, 114.4116168 30.5187553))",,apartments,"[9435864857, 9435864856, 9435864855, 9435864854, 9435864857]",,华中科技大学,university,,,,,,,,,,,,,,,,,,50,东一区,,,,,,,,,,
way,1023153348,,"POLYGON ((114.4102562 30.5188805, 114.4102659 30.5189584, 114.410625 30.5189253, 114.4106154 30.5188474, 114.4102562 30.5188805))",,apartments,"[9435864861, 9435864860, 9435864859, 9435864858, 9435864861]",,华中科技大学,university,,,,,,,,,,,,,,,,,,47,东一区,,,,,,,,,,
way,1023153349,,"POLYGON ((114.4107041 30.5188393, 114.4107138 30.5189172, 114.4110729 30.5188841, 114.4110632 30.5188062, 114.4107041 30.5188393))",,apartments,"[9435864865, 9435864864, 9435864863, 9435864862, 9435864865]",,华中科技大学,university,,,,,,,,,,,,,,,,,,48,东一区,,,,,,,,,,
way,1023153350,,"POLYGON ((114.4111388 30.5187993, 114.4111485 30.5188772, 114.4115076 30.5188441, 114.411498 30.5187662, 114.4111388 30.5187993))",,apartments,"[9435864869, 9435864868, 9435864867, 9435864866, 9435864869]",,华中科技大学,university,,,,,,,,,,,,,,,,,,49,东一区,,,,,,,,,,
way,1023153351,,"POLYGON ((114.4104813 30.5183071, 114.4105473 30.5183012, 114.4105409 30.5182483, 114.4102083 30.5182783, 114.4102147 30.5183311, 114.4102672 30.5183264, 114.4102732 30.5183761, 114.4103404 30.51837, 114.4103344 30.5183203, 114.4104148 30.5183131, 114.4104208 30.5183625, 114.4104873 30.5183565, 114.4104813 30.5183071))",,apartments,"[9435864881, 9435864880, 9435864879, 9435864878, 9435864877, 9435864876, 9435864875, 9435864874, 9435864873, 9435864872, 9435864871, 9435864870, 9435864881]",,华中科技大学,university,,,,,,,,,,,,,,,,,,36,东一区,,,,,,,,,,
way,1023153352,,"POLYGON ((114.4118876 30.5181823, 114.4119537 30.518178, 114.411949 30.518125, 114.4116156 30.5181468, 114.4116203 30.5181998, 114.4116728 30.5181963, 114.4116772 30.5182462, 114.4117447 30.5182418, 114.4117403 30.5181919, 114.4118209 30.5181867, 114.4118253 30.5182362, 114.4118919 30.5182318, 114.4118876 30.5181823))",,apartments,"[9435864893, 9435864892, 9435864891, 9435864890, 9435864889, 9435864888, 9435864887, 9435864886, 9435864885, 9435864884, 9435864883, 9435864882, 9435864893]",,华中科技大学,university,,,,,,,,,,,,,,,,,,39,东一区,,,,,,,,,,
way,1023153353,,"POLYGON ((114.4114114 30.5182265, 114.4114775 30.518222, 114.4114726 30.518169, 114.4111393 30.5181917, 114.4111441 30.5182447, 114.4111967 30.5182411, 114.4112013 30.5182909, 114.4112687 30.5182863, 114.4112641 30.5182365, 114.4113447 30.518231, 114.4113492 30.5182805, 114.4114159 30.518276, 114.4114114 30.5182265))",,apartments,"[9435864905, 9435864904, 9435864903, 9435864902, 9435864901, 9435864900, 9435864899, 9435864898, 9435864897, 9435864896, 9435864895, 9435864894, 9435864905]",,华中科技大学,university,,,,,,,,,,,,,,,,,,38,东一区,,,,,,,,,,
way,1023153355,,"POLYGON ((114.413364 30.5169109, 114.4133725 30.5169814, 114.4136786 30.5169538, 114.41367 30.5168833, 114.413364 30.5169109))",,apartments,"[9435864942, 9435864941, 9435864940, 9435864939, 9435864942]",,华中科技大学,university,,,,,,,,,,,,,,,,,,23,东二区,,,,,,,,,,
way,1023153356,,"POLYGON ((114.41318 30.5159934, 114.4131886 30.5160639, 114.4135687 30.5160297, 114.4135601 30.5159592, 114.41318 30.5159934))",,apartments,"[9435864946, 9435864945, 9435864944, 9435864943, 9435864946]",,华中科技大学,university,,,,,,,,,,,,,,,,,,"7,8",东二区,,,,,,,,,,
way,1023153357,,"POLYGON ((114.4132119 30.5163059, 114.4132204 30.5163764, 114.4136006 30.5163421, 114.413592 30.5162716, 114.4132119 30.5163059))",,apartments,"[9435864950, 9435864949, 9435864948, 9435864947, 9435864950]",,华中科技大学,university,,,,,,,,,,,,,,,,,,"12,13",东二区,,,,,,,,,,
way,1023153358,,"POLYGON ((114.413252 30.5166081, 114.4132605 30.5166786, 114.4136406 30.5166444, 114.4136321 30.5165739, 114.413252 30.5166081))",,apartments,"[9435864954, 9435864953, 9435864952, 9435864951, 9435864954]",,华中科技大学,university,,,,,,,,,,,,,,,,,,"17,18",东二区,,,,,,,,,,
way,1023153359,,"POLYGON ((114.4126022 30.5166516, 114.4126108 30.5167221, 114.4129909 30.5166879, 114.4129824 30.5166174, 114.4126022 30.5166516))",,apartments,"[9435864958, 9435864957, 9435864956, 9435864955, 9435864958]",,华中科技大学,university,,,,,,,,,,,,,,,,,,16,东二区,,,,,,,,,,
way,1023153360,,"POLYGON ((114.4125588 30.516374, 114.4125674 30.5164445, 114.4129475 30.5164102, 114.4129389 30.5163397, 114.4125588 30.516374))",,apartments,"[9435864962, 9435864961, 9435864960, 9435864959, 9435864962]",,华中科技大学,university,,,,,,,,,,,,,,,,,,11,东二区,,,,,,,,,,
way,1023153361,,"POLYGON ((114.4125955 30.5161137, 114.4126614 30.5161078, 114.412655 30.5160549, 114.4123224 30.5160849, 114.4123288 30.5161378, 114.4123813 30.516133, 114.4123873 30.5161827, 114.4124546 30.5161767, 114.4124485 30.516127, 114.412529 30.5161197, 114.4125349 30.5161691, 114.4126015 30.5161631, 114.4125955 30.5161137))",现代教育技术中心,yes,"[9435864974, 9435864973, 9435864972, 9435864971, 9435864970, 9435864969, 9435864968, 9435864967, 9435864966, 9435864965, 9435864964, 9435864963, 9435864974]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1023153362,,"POLYGON ((114.4123356 30.5174165, 114.4123951 30.5174112, 114.4123887 30.5173583, 114.4120561 30.5173883, 114.4120625 30.5174411, 114.4121188 30.517436, 114.4121249 30.5174857, 114.4121981 30.5174791, 114.412192 30.5174294, 114.4122642 30.5174229, 114.4122702 30.5174723, 114.4123416 30.5174659, 114.4123356 30.5174165))",,apartments,"[9435864986, 9435864985, 9435864984, 9435864983, 9435864982, 9435864981, 9435864980, 9435864979, 9435864978, 9435864977, 9435864976, 9435864975, 9435864986]",,华中科技大学,university,,,,,,,,,,,,,,,,,,"24,25",东二区,,,,,,,,,,
way,1023153363,,"POLYGON ((114.4122923 30.5170726, 114.4123518 30.5170672, 114.4123453 30.5170144, 114.4120127 30.5170443, 114.4120192 30.5170972, 114.4120817 30.5170915, 114.4120877 30.5171412, 114.4121547 30.5171352, 114.4121486 30.5170855, 114.4122255 30.5170786, 114.4122315 30.517128, 114.4122982 30.5171219, 114.4122923 30.5170726))",,apartments,"[9435864998, 9435864997, 9435864996, 9435864995, 9435864994, 9435864993, 9435864992, 9435864991, 9435864990, 9435864989, 9435864988, 9435864987, 9435864998]",,华中科技大学,university,,,,,,,,,,,,,,,,,,"19,20",东二区,,,,,,,,,,
way,1023153364,,"POLYGON ((114.4121903 30.51615, 114.4122562 30.5161441, 114.4122498 30.5160912, 114.4119172 30.5161212, 114.4119236 30.516174, 114.4119761 30.5161693, 114.4119821 30.516219, 114.4120494 30.516213, 114.4120433 30.5161633, 114.4121237 30.516156, 114.4121297 30.5162054, 114.4121963 30.5161994, 114.4121903 30.51615))",,apartments,"[9435865010, 9435865009, 9435865008, 9435865007, 9435865006, 9435865005, 9435865004, 9435865003, 9435865002, 9435865001, 9435865000, 9435864999, 9435865010]",,华中科技大学,university,,,,,,,,,,,,,,,,,,"1,2",东二区,,,,,,,,,,
way,1023153365,,"POLYGON ((114.4122805 30.5164249, 114.41234 30.5164195, 114.4123336 30.5163667, 114.412001 30.5163966, 114.4120074 30.5164495, 114.4120604 30.5164447, 114.4120691 30.5165171, 114.4121457 30.5165102, 114.4121369 30.5164378, 114.412204 30.5164318, 114.4122127 30.5165035, 114.4122892 30.5164966, 114.4122805 30.5164249))",,apartments,"[9435865022, 9435865021, 9435865020, 9435865019, 9435865018, 9435865017, 9435865016, 9435865015, 9435865014, 9435865013, 9435865012, 9435865011, 9435865022]",,华中科技大学,university,,,,,,,,,,,,,,,,,,"9,10",东二区,,,,,,,,,,
way,1023153366,,"POLYGON ((114.4123214 30.5167339, 114.4123809 30.5167285, 114.4123745 30.5166756, 114.4120419 30.5167056, 114.4120483 30.5167584, 114.4121012 30.5167537, 114.41211 30.516826, 114.4121866 30.5168191, 114.4121778 30.5167468, 114.4122448 30.5167407, 114.4122535 30.5168124, 114.4123301 30.5168055, 114.4123214 30.5167339))",,apartments,"[9435865034, 9435865033, 9435865032, 9435865031, 9435865030, 9435865029, 9435865028, 9435865027, 9435865026, 9435865025, 9435865024, 9435865023, 9435865034]",,华中科技大学,university,,,,,,,,,,,,,,,,,,"14,15",东二区,,,,,,,,,,
way,1023153367,,"POLYGON ((114.4097766 30.5169361, 114.4098361 30.5169307, 114.4098297 30.5168779, 114.4094971 30.5169078, 114.4095035 30.5169607, 114.4095564 30.5169559, 114.4095652 30.5170283, 114.4096418 30.5170214, 114.409633 30.516949, 114.4097 30.516943, 114.4097087 30.5170147, 114.4097853 30.5170078, 114.4097766 30.5169361))",明仁楼,yes,"[9435865046, 9435865045, 9435865044, 9435865043, 9435865042, 9435865041, 9435865040, 9435865039, 9435865038, 9435865037, 9435865036, 9435865035, 9435865046]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1023153368,,"POLYGON ((114.4097431 30.5166623, 114.4098026 30.516657, 114.4097961 30.5166041, 114.4094635 30.5166341, 114.40947 30.5166869, 114.4095229 30.5166821, 114.4095317 30.5167545, 114.4096082 30.5167476, 114.4095995 30.5166753, 114.4096665 30.5166692, 114.4096752 30.5167409, 114.4097518 30.516734, 114.4097431 30.5166623))",明义楼,yes,"[9435865050, 9435865055, 9435865058, 9435865057, 9435865056, 9435865047, 9435865054, 9435865053, 9435865048, 9435865049, 9435865052, 9435865051, 9435865050]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1023153369,,"POLYGON ((114.4105996 30.5165133, 114.4105698 30.5162652, 114.4102004 30.5162984, 114.4102191 30.5164536, 114.4104556 30.5164323, 114.4104667 30.5165252, 114.4105996 30.5165133))",修身楼,yes,"[9435865064, 9435865061, 9435865062, 9435865063, 9435865059, 9435865060, 9435865064]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1023153370,,"POLYGON ((114.4095663 30.516444, 114.4096315 30.5164381, 114.4096215 30.5163546, 114.4094235 30.5163726, 114.4094336 30.516456, 114.4095011 30.5164499, 114.4095064 30.5164938, 114.4095716 30.5164879, 114.4095663 30.516444))",九思书院,yes,"[9435865072, 9435865071, 9435865070, 9435865069, 9435865068, 9435865067, 9435865066, 9435865065, 9435865072]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1023153371,,"POLYGON ((114.4099806 30.516405, 114.4100458 30.5163991, 114.4100357 30.5163156, 114.4098378 30.5163335, 114.4098479 30.516417, 114.4099154 30.5164108, 114.4099207 30.5164548, 114.4099859 30.5164489, 114.4099806 30.516405))",明礼楼,yes,"[9435865080, 9435865079, 9435865078, 9435865077, 9435865076, 9435865075, 9435865074, 9435865073, 9435865080]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1023153372,,"POLYGON ((114.4112003 30.5162579, 114.4113034 30.5162485, 114.4112969 30.5161948, 114.410976 30.5162239, 114.4109974 30.5164008, 114.411107 30.5163909, 114.4110985 30.516321, 114.4112068 30.5163112, 114.4112003 30.5162579))",明智楼,yes,"[9435865094, 9435865093, 9435865092, 9435865091, 9435865090, 9435865089, 9435865088, 9435865087, 9435865094]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1023153373,,"POLYGON ((114.4116222 30.516342, 114.4117208 30.516333, 114.4117 30.5161607, 114.4113714 30.5161904, 114.4113775 30.5162411, 114.4115011 30.5162299, 114.4115079 30.5162863, 114.4116143 30.5162767, 114.4116222 30.516342))",明信楼,yes,"[9435865102, 9435865101, 9435865100, 9435865099, 9435865098, 9435865097, 9435865096, 9435865095, 9435865102]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1023153374,,"POLYGON ((114.4116419 30.5165258, 114.4117071 30.5165199, 114.4117497 30.516516, 114.411734 30.5163867, 114.4116914 30.5163906, 114.4116221 30.5163968, 114.4116277 30.5164427, 114.4114991 30.5164543, 114.4115092 30.5165378, 114.4115767 30.5165317, 114.411582 30.5165756, 114.4116472 30.5165697, 114.4116419 30.5165258))",贤达楼,yes,"[9435865110, 9435865109, 9435855560, 9435855559, 9435855558, 9435855557, 9435865108, 9435865107, 9435865106, 9435865105, 9435865104, 9435865103, 9435865110]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1023153375,,"POLYGON ((114.4111984 30.5165552, 114.4112636 30.5165493, 114.4112535 30.5164659, 114.4111068 30.5164791, 114.4111032 30.5164494, 114.4110057 30.5164582, 114.4110093 30.5164879, 114.4110119 30.5165091, 114.4110581 30.5165049, 114.4110657 30.5165672, 114.4111332 30.5165611, 114.4111385 30.516605, 114.4112037 30.5165991, 114.4111984 30.5165552))",东华园,yes,"[9435865118, 9435865117, 9435865116, 9435855554, 9435855553, 9435855552, 9435865115, 9435855555, 9435855556, 9435865114, 9435865113, 9435865112, 9435865111, 9435865118]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1023153376,,"POLYGON ((114.4108496 30.5165926, 114.4109148 30.5165867, 114.4109047 30.5165032, 114.4107068 30.5165211, 114.4107168 30.5166046, 114.4107844 30.5165985, 114.4107897 30.5166424, 114.4108549 30.5166365, 114.4108496 30.5165926))",明道楼,yes,"[9435865126, 9435865125, 9435865124, 9435865123, 9435865122, 9435865121, 9435865120, 9435865119, 9435865126]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1023153377,,"POLYGON ((114.41089 30.5168966, 114.4109553 30.5168907, 114.4109451 30.5168073, 114.4107472 30.5168251, 114.4107573 30.5169086, 114.4108248 30.5169025, 114.4108301 30.5169464, 114.4108953 30.5169405, 114.41089 30.5168966))",明诚楼,yes,"[9435865128, 9435865132, 9435865133, 9435865134, 9435865131, 9435865127, 9435865130, 9435865129, 9435865128]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1023153378,,"POLYGON ((114.4127596 30.5176916, 114.41277 30.5177765, 114.4131288 30.5177438, 114.4131185 30.5176589, 114.4127596 30.5176916))",,apartments,"[9435865138, 9435865137, 9435865136, 9435865135, 9435865138]",,华中科技大学,university,,,,,,,,,,,,,,,,,,"32,33",东二区,,,,,,,,,,
way,1023153379,,"POLYGON ((114.4120888 30.5177547, 114.4120992 30.5178396, 114.4127192 30.5177832, 114.4127089 30.5176983, 114.4120888 30.5177547))",,apartments,"[9435865142, 9435865141, 9435865140, 9435865139, 9435865142]",,华中科技大学,university,,,,,,,,,,,,,,,,,,"30,附30,31",东二区,,,,,,,,,,
way,1023153380,,"POLYGON ((114.4132233 30.5171193, 114.4132336 30.5172042, 114.413747 30.5171575, 114.4137367 30.5170725, 114.4132233 30.5171193))",,apartments,"[9435865146, 9435865145, 9435865144, 9435865143, 9435865146]",,华中科技大学,university,,,,,,,,,,,,,,,,,,"28,附28,29,附29",东二区,,,,,,,,,,
way,1023153381,,"POLYGON ((114.4132484 30.5173133, 114.4132587 30.5173982, 114.4137721 30.5173515, 114.4137618 30.5172666, 114.4132484 30.5173133))",,apartments,"[9435865150, 9435865149, 9435865148, 9435865147, 9435865150]",,华中科技大学,university,,,,,,,,,,,,,,,,,,"34,附34,35,附35",东二区,,,,,,,,,,
way,1023153382,,"POLYGON ((114.415652 30.5152051, 114.415662 30.51529, 114.4162916 30.5152354, 114.4162817 30.5151505, 114.415652 30.5152051))",,apartments,"[9435865154, 9435865153, 9435865152, 9435865151, 9435865154]",,华中科技大学,university,,,,,,,,,,,,,,,,,,"96,97,98",东三区,,,,,,,,,,
way,1023153383,,"POLYGON ((114.4156801 30.5154454, 114.41569 30.5155304, 114.4163197 30.5154758, 114.4163098 30.5153909, 114.4156801 30.5154454))",,apartments,"[9435865158, 9435865157, 9435865156, 9435865155, 9435865158]",,华中科技大学,university,,,,,,,,,,,,,,,,,,"91,92,93",东三区,,,,,,,,,,
way,1023153384,,"POLYGON ((114.4157078 30.5156822, 114.4157177 30.5157671, 114.4163473 30.5157126, 114.4163374 30.5156276, 114.4157078 30.5156822))",,apartments,"[9435865162, 9435865161, 9435865160, 9435865159, 9435865162]",,华中科技大学,university,,,,,,,,,,,,,,,,,,"86,87,88",东三区,,,,,,,,,,
way,1023153385,,"POLYGON ((114.415735 30.5159152, 114.4157449 30.5160001, 114.4163745 30.5159455, 114.4163646 30.5158606, 114.415735 30.5159152))",,apartments,"[9435865166, 9435865165, 9435865164, 9435865163, 9435865166]",,华中科技大学,university,,,,,,,,,,,,,,,,,,"81,82,83",东三区,,,,,,,,,,
way,1023153386,,"POLYGON ((114.4157626 30.5161521, 114.4157725 30.516237, 114.4164022 30.5161825, 114.4163923 30.5160976, 114.4157626 30.5161521))",,apartments,"[9435865170, 9435865169, 9435865168, 9435865167, 9435865170]",,华中科技大学,university,,,,,,,,,,,,,,,,,,"76,77,78",东三区,,,,,,,,,,
way,1023153387,,"POLYGON ((114.4163339 30.515146, 114.4163438 30.5152309, 114.4167646 30.5151944, 114.4167547 30.5151095, 114.4163339 30.515146))",,apartments,"[9435865174, 9435865173, 9435865172, 9435865171, 9435865174]",,华中科技大学,university,,,,,,,,,,,,,,,,,,"99,100",东三区,,,,,,,,,,
way,1023153388,,"POLYGON ((114.416362 30.5153864, 114.4163719 30.5154713, 114.4167927 30.5154348, 114.4167828 30.5153499, 114.416362 30.5153864))",,apartments,"[9435865178, 9435865177, 9435865176, 9435865175, 9435865178]",,华中科技大学,university,,,,,,,,,,,,,,,,,,"94,95",东三区,,,,,,,,,,
way,1023153389,,"POLYGON ((114.4163896 30.5156231, 114.4163995 30.515708, 114.4168204 30.5156716, 114.4168104 30.5155866, 114.4163896 30.5156231))",,apartments,"[9435865182, 9435865181, 9435865180, 9435865179, 9435865182]",,华中科技大学,university,,,,,,,,,,,,,,,,,,"89,90",东三区,,,,,,,,,,
way,1023153390,,"POLYGON ((114.4164168 30.5158561, 114.4164267 30.515941, 114.4168476 30.5159045, 114.4168377 30.5158196, 114.4164168 30.5158561))",,apartments,"[9435865186, 9435865185, 9435865184, 9435865183, 9435865186]",,华中科技大学,university,,,,,,,,,,,,,,,,,,"84,85",东三区,,,,,,,,,,
