u,v,key,osmid,name,highway,oneway,reversed,length,lanes,maxspeed,geometry,bridge,ref,service,tunnel,access
5947653551,5947653541,0,848685877,,footway,False,False,1.914,,,"LINESTRING (-75.1924786 39.9505291, -75.1925008 39.9505317)",,,,,
5947653551,5947511667,0,848685877,,footway,False,True,64.711,,,"LINESTRING (-75.1924786 39.9505291, -75.1917294 39.9504352)",,,,,
5947653551,3564863919,0,"[629754192, 848685853]",,footway,False,False,9.643,,,"LINESTRING (-75.1924786 39.9505291, -75.1924872 39.9504987, -75.192501 39.9504441)",,,,,
5947653555,360484025,0,32119758,,footway,False,False,6.444,,,"LINESTRING (-75.1919317 39.9532114, -75.1920065 39.9532198)",,,,,
5947653555,6658064223,0,32119758,,footway,False,True,19.338,,,"LINESTRING (-75.1919317 39.9532114, -75.1917073 39.9531858)",,,,,
5947653555,6658064220,0,476000093,,footway,False,False,35.662,,,"LINESTRING (-75.1919317 39.9532114, -75.1918657 39.9535281)",,,,,
5947653555,4696697686,0,476000093,,footway,False,True,34.456,,,"LINESTRING (-75.1919317 39.9532114, -75.191985 39.9529558, -75.191983 39.9529048)",,,,,
5947653558,5947653559,0,476000185,,footway,False,False,61.006,,,"LINESTRING (-75.1894412 39.9525775, -75.1887341 39.9524927)",,,,,
5947653558,5947653559,1,629754193,,footway,False,False,85.713,,,"LINESTRING (-75.1894412 39.9525775, -75.1890647 39.952798, -75.1889585 39.9527598, -75.1887341 39.9524927)",,,,,
5947653558,4696697753,0,476000185,,footway,False,True,38.465,,,"LINESTRING (-75.1894412 39.9525775, -75.1898138 39.9526205, -75.189888 39.9526253)",,,,,
5947653559,5947653560,0,476000185,,footway,False,False,25.15,,,"LINESTRING (-75.1887341 39.9524927, -75.1884438 39.9524523)",,,,,
5947653559,5947653558,0,476000185,,footway,False,True,61.006,,,"LINESTRING (-75.1887341 39.9524927, -75.1894412 39.9525775)",,,,,
5947653559,5947653558,1,629754193,,footway,False,True,85.713,,,"LINESTRING (-75.1887341 39.9524927, -75.1889585 39.9527598, -75.1890647 39.952798, -75.1894412 39.9525775)",,,,,
5947653560,362763083,0,328748299,,service,False,True,8.764,,,"LINESTRING (-75.1884438 39.9524523, -75.1884586 39.9523743)",,,,,
5947653560,5947653559,0,476000185,,footway,False,True,25.15,,,"LINESTRING (-75.1884438 39.9524523, -75.1887341 39.9524927)",,,,,
5947653560,4696697598,0,328748299,,service,False,False,195.685,,,"LINESTRING (-75.1884438 39.9524523, -75.1883336 39.9530291, -75.1883898 39.9530367, -75.189267 39.9531545, -75.1893641 39.9532487, -75.1897889 39.9533046)",,,,,
5947653560,4477512476,0,"[476000185, 629754194]",,footway,False,False,51.802,,,"LINESTRING (-75.1884438 39.9524523, -75.1879325 39.9523878, -75.1878853 39.9523648, -75.1878521 39.9523607)",yes,,,,
5947653563,3559047643,0,350146063,,service,False,False,42.059,,,"LINESTRING (-75.1868968 39.9522413, -75.1868149 39.9526143)",yes,,driveway,,
5947653563,3559047642,0,350146063,,service,False,True,6.705,,,"LINESTRING (-75.1868968 39.9522413, -75.1869096 39.9521818)",yes,,driveway,,
5947653563,5947653564,0,629754194,,footway,False,False,8.61,,,"LINESTRING (-75.1868968 39.9522413, -75.1867971 39.9522289)",yes,,,,
5947653563,4477512476,0,629754194,,footway,False,True,82.505,,,"LINESTRING (-75.1868968 39.9522413, -75.1878521 39.9523607)",yes,,,,
5947653564,3559047644,0,350146064,,service,False,True,6.818,,,"LINESTRING (-75.1867971 39.9522289, -75.1868084 39.9521682)",yes,,driveway,,
5947653564,7010176228,0,629754194,,footway,False,False,12.244,,,"LINESTRING (-75.1867971 39.9522289, -75.1866552 39.9522118)",yes,,,,
5947653564,5947653563,0,629754194,,footway,False,True,8.61,,,"LINESTRING (-75.1867971 39.9522289, -75.1868968 39.9522413)",yes,,,,
5947653564,5947512999,0,"[350146064, 629743849]",,service,False,False,146.456,,,"LINESTRING (-75.1867971 39.9522289, -75.1867191 39.9526025, -75.1867044 39.9526663, -75.186741 39.9527116, -75.1865696 39.9535217)",yes,,"['parking_aisle', 'driveway']",,
5947653566,5947653568,0,629754189,,footway,False,False,17.35,,,"LINESTRING (-75.1841998 39.9517642, -75.1839986 39.9517406)",yes,,,,
5947653566,7010176252,0,629754189,,footway,False,True,294.061,,,"LINESTRING (-75.1841998 39.9517642, -75.1876052 39.9521871)",yes,,,,
5947653566,4477512470,0,629754195,,footway,False,False,8.53,,,"LINESTRING (-75.1841998 39.9517642, -75.1841814 39.9518396)",yes,,,,
5947653567,11185054104,0,629754194,,footway,False,True,85.458,,,"LINESTRING (-75.1841661 39.9519002, -75.1851556 39.9520238)",yes,,,,
5947653567,4477512470,0,629754195,,footway,False,True,6.863,,,"LINESTRING (-75.1841661 39.9519002, -75.1841814 39.9518396)",yes,,,,
5947653567,5947653571,0,"[629754194, 476000083]",,footway,False,False,5.351,,,"LINESTRING (-75.1841661 39.9519002, -75.1841284 39.9518955, -75.1841245 39.9519141)",yes,,,,
5947653568,5947653532,0,629754189,,footway,False,False,9.163,,,"LINESTRING (-75.1839986 39.9517406, -75.1838928 39.951726)",yes,,,,
5947653568,5947653566,0,629754189,,footway,False,True,17.35,,,"LINESTRING (-75.1839986 39.9517406, -75.1841998 39.9517642)",yes,,,,
5947653568,4477512469,0,629754196,,footway,False,False,8.277,,,"LINESTRING (-75.1839986 39.9517406, -75.183981 39.9518138)",yes,,,,
5947653569,4477512469,0,629754196,,footway,False,True,7.523,,,"LINESTRING (-75.1839655 39.9518804, -75.183981 39.9518138)",yes,,,,
5947653569,5947653572,0,629754198,,footway,False,True,1.346,,,"LINESTRING (-75.1839655 39.9518804, -75.183969 39.9518922)",yes,,,,
5947653571,7010176237,0,476000083,,footway,False,False,1.768,,,"LINESTRING (-75.1841245 39.9519141, -75.1841212 39.9519298)",yes,,,,
5947653571,4477512471,0,629754197,,footway,False,False,6.448,,,"LINESTRING (-75.1841245 39.9519141, -75.1840501 39.9519036)",yes,,,,
5947653571,5947653567,0,"[629754194, 476000083]",,footway,False,True,5.351,,,"LINESTRING (-75.1841245 39.9519141, -75.1841284 39.9518955, -75.1841661 39.9519002)",yes,,,,
5947653572,4477512471,0,629754197,,footway,False,True,7.028,,,"LINESTRING (-75.183969 39.9518922, -75.1840501 39.9519036)",yes,,,,
5947653572,5947653569,0,629754198,,footway,False,False,1.346,,,"LINESTRING (-75.183969 39.9518922, -75.1839655 39.9518804)",yes,,,,
5947653572,7329863745,0,629754198,,footway,False,True,47.202,,,"LINESTRING (-75.183969 39.9518922, -75.1838818 39.9523114)",yes,,,,
5947653578,3021180083,0,629754200,,footway,False,False,34.885,,,"LINESTRING (-75.1841837 39.9510844, -75.1842212 39.9509516, -75.1842346 39.9508879, -75.1842902 39.9507829)",,,,,
5947653578,5947655486,0,"[629754200, 629754203]",,footway,False,"[False, True]",65.908,,,"LINESTRING (-75.1841837 39.9510844, -75.1840984 39.9514892, -75.1840617 39.9515538, -75.1840454 39.95161, -75.1841166 39.9516126)",,,,,
5947653578,5947653584,0,629754201,,footway,False,False,74.94,,,"LINESTRING (-75.1841837 39.9510844, -75.184241 39.9510884, -75.1850512 39.951193)",,,,,
5947653583,5947653584,0,629754201,,footway,False,True,41.344,,,"LINESTRING (-75.1855295 39.9512547, -75.1850512 39.951193)",,,,,
5947653583,3021180079,0,629754199,,footway,False,False,10.790000000000001,,,"LINESTRING (-75.1855295 39.9512547, -75.1855553 39.9512274, -75.1856142 39.951183)",,,,,
5947653583,3559047662,0,629754199,,footway,False,True,10.334,,,"LINESTRING (-75.1855295 39.9512547, -75.1855121 39.9512731, -75.1854932 39.9513418)",,,,,
5947653584,5947653583,0,629754201,,footway,False,False,41.344,,,"LINESTRING (-75.1850512 39.951193, -75.1855295 39.9512547)",,,,,
5947653584,5947655485,0,629754202,,footway,False,False,8.646,,,"LINESTRING (-75.1850512 39.951193, -75.1850551 39.9511153)",,,,,
5947653584,5947653578,0,629754201,,footway,False,True,74.94,,,"LINESTRING (-75.1850512 39.951193, -75.184241 39.9510884, -75.1841837 39.9510844)",,,,,
5947655485,5947653584,0,629754202,,footway,False,True,8.646,,,"LINESTRING (-75.1850551 39.9511153, -75.1850512 39.951193)",,,,,
5947655485,3021180083,0,298214496,,footway,False,False,79.30699999999999,,,"LINESTRING (-75.1850551 39.9511153, -75.184994 39.951131, -75.184787 39.951105, -75.184632 39.951024, -75.184352 39.950804, -75.1842902 39.9507829)",,,,,
5947655485,3021180075,0,298214496,,footway,False,True,30.484,,,"LINESTRING (-75.1850551 39.9511153, -75.1851724 39.9510851, -75.1853272 39.9509507)",,,,,
5947655486,780922534,0,350146070,,service,False,False,5.3,,,"LINESTRING (-75.1841166 39.9516126, -75.1841024 39.951659)",,,parking_aisle,,
5947655486,3559047665,0,350146070,,service,False,True,12.335,,,"LINESTRING (-75.1841166 39.9516126, -75.1841455 39.9515039)",,,parking_aisle,,
5947655486,5947655487,0,629754203,,footway,False,False,110.861,,,"LINESTRING (-75.1841166 39.9516126, -75.1853993 39.9517773)",,,,,
5947655486,5947653578,0,"[629754200, 629754203]",,footway,False,"[False, True]",65.908,,,"LINESTRING (-75.1841166 39.9516126, -75.1840454 39.95161, -75.1840617 39.9515538, -75.1840984 39.9514892, -75.1841837 39.9510844)",,,,,
5947655487,3559047663,0,350146068,,service,False,False,4.812,,,"LINESTRING (-75.1853993 39.9517773, -75.185388 39.9518197)",,,parking_aisle,,
5947655487,3559047664,0,350146068,,service,False,True,12.527,,,"LINESTRING (-75.1853993 39.9517773, -75.1854229 39.9516661)",,,parking_aisle,,
5947655487,5947655486,0,629754203,,footway,False,True,110.861,,,"LINESTRING (-75.1853993 39.9517773, -75.1841166 39.9516126)",,,,,
5947655487,5947655489,0,629754203,,footway,False,False,21.791,,,"LINESTRING (-75.1853993 39.9517773, -75.1855336 39.9517869, -75.185653 39.9518008)",,,,,
5947655489,780922531,0,148165331,,service,False,True,5.968,,,"LINESTRING (-75.185653 39.9518008, -75.1856209 39.9518485)",,,,,
5947655489,5947655490,0,629754203,,footway,False,False,27.921,,,"LINESTRING (-75.185653 39.9518008, -75.1859759 39.951843)",,,,,
5947655489,3021180086,0,148165331,,service,False,False,31.377,,,"LINESTRING (-75.185653 39.9518008, -75.1857284 39.9517222, -75.1858327 39.9515558)",,,,,
5947655489,5947655487,0,629754203,,footway,False,True,21.791,,,"LINESTRING (-75.185653 39.9518008, -75.1855336 39.9517869, -75.1853993 39.9517773)",,,,,
5947655490,5947655489,0,629754203,,footway,False,True,27.921,,,"LINESTRING (-75.1859759 39.951843, -75.185653 39.9518008)",,,,,
5950302131,3404793670,0,333367728,,footway,False,True,21.235,,,"LINESTRING (-75.1910486 39.9462535, -75.1908429 39.9463612)",,,,,
5950302131,5950302172,0,630082709,,footway,False,False,6.596,,,"LINESTRING (-75.1910486 39.9462535, -75.1909937 39.9462117)",,,,,
5950302131,5950302405,0,333367728,,footway,False,False,112.25399999999999,,,"LINESTRING (-75.1910486 39.9462535, -75.1913854 39.945994, -75.1914712 39.9459035, -75.1915704 39.9458131, -75.1916348 39.9457616, -75.1916965 39.9457431, -75.1917528 39.9457061, -75.1917743 39.9456815, -75.1917361 39.945561, -75.1917103 39.9455285, -75.1917089 39.9455152, -75.191726 39.9454961, -75.1917314 39.9454914)",,,,,
5950302131,5950302168,0,630082709,,footway,False,True,16.098000000000003,,,"LINESTRING (-75.1910486 39.9462535, -75.1910906 39.9462665, -75.1911211 39.9462677, -75.191148 39.9462608, -75.1912135 39.9462197)",,,,,
5950302141,5950302328,0,630082702,,footway,False,True,1.712,,,"LINESTRING (-75.1892414 39.9467456, -75.1892549 39.9467342)",,,,,
5950302148,3404793674,0,333367727,,footway,False,False,30.857,,,"LINESTRING (-75.1901887 39.9470146, -75.1899182 39.947199)",,,,,
5950302148,5950302163,0,630082707,,footway,False,False,6.928,,,"LINESTRING (-75.1901887 39.9470146, -75.1901265 39.9469745)",,,,,
5950302148,3404793670,0,333367727,,footway,False,True,93.92000000000002,,,"LINESTRING (-75.1901887 39.9470146, -75.1905351 39.9467425, -75.1906869 39.9465937, -75.1907754 39.9465332, -75.1908149 39.9464881, -75.1908408 39.9464316, -75.1908429 39.9463612)",,,,,
5950302163,5950302148,0,630082707,,footway,False,True,6.928,,,"LINESTRING (-75.1901265 39.9469745, -75.1901887 39.9470146)",,,,,
5950302168,5950302131,0,630082709,,footway,False,False,16.098,,,"LINESTRING (-75.1912135 39.9462197, -75.191148 39.9462608, -75.1911211 39.9462677, -75.1910906 39.9462665, -75.1910486 39.9462535)",,,,,
5950302172,5950302131,0,630082709,,footway,False,True,6.596,,,"LINESTRING (-75.1909937 39.9462117, -75.1910486 39.9462535)",,,,,
5950302298,635436837,0,333367730,River Fields Drive,service,False,True,39.093,,,"LINESTRING (-75.1921208 39.9442463, -75.1924027 39.943969)",,,,,
5950302298,5950302331,0,333367730,River Fields Drive,service,False,False,265.918,,,"LINESTRING (-75.1921208 39.9442463, -75.1916878 39.9446723, -75.1912838 39.9450075, -75.1908948 39.9453211, -75.190629 39.9455149, -75.1903713 39.9456784, -75.1899835 39.9459815)",,,,,
5950302298,5950302299,0,630082711,,service,False,False,25.122999999999998,,,"LINESTRING (-75.1921208 39.9442463, -75.1922046 39.9443708, -75.1922202 39.9444558)",,,,,
5950302299,5950302298,0,630082711,,service,False,True,25.122999999999998,,,"LINESTRING (-75.1922202 39.9444558, -75.1922046 39.9443708, -75.1921208 39.9442463)",,,,,
5950302301,5950302302,0,630082712,,footway,False,False,23.134,,,"LINESTRING (-75.191535 39.9453084, -75.1913456 39.9454574)",,,,,
5950302301,8185906397,0,333367729,,footway,False,False,82.77000000000001,,,"LINESTRING (-75.191535 39.9453084, -75.1915141 39.9452928, -75.1913585 39.9452188, -75.1912781 39.9451838, -75.1912133 39.9451808, -75.1911587 39.9451928, -75.1909595 39.9453525, -75.1907823 39.9454944)",,,,,
5950302301,5950302405,0,"[333367728, 333367729]",,footway,False,True,28.936,,,"LINESTRING (-75.191535 39.9453084, -75.1917538 39.9454719, -75.1917314 39.9454914)",,,,,
5950302302,5950302301,0,630082712,,footway,False,True,23.134,,,"LINESTRING (-75.1913456 39.9454574, -75.191535 39.9453084)",,,,,
5950302313,5950302314,0,630082714,,steps,False,False,3.786,,,"LINESTRING (-75.1898423 39.946238, -75.1898098 39.9462148)",,,,,
5950302313,5950302315,0,630082702,,footway,False,False,10.475,,,"LINESTRING (-75.1898423 39.946238, -75.1898246 39.9462562, -75.1897617 39.946309)",,,,,
5950302313,5950302330,0,630082702,,footway,False,True,28.990000000000002,,,"LINESTRING (-75.1898423 39.946238, -75.1898518 39.9462282, -75.1899357 39.9461657, -75.189966 39.9461222, -75.1900624 39.9460414)",,,,,
5950302314,5950302313,0,630082714,,steps,False,True,3.786,,,"LINESTRING (-75.1898098 39.9462148, -75.1898423 39.946238)",,,,,
5950302315,5950302317,0,630082702,,footway,False,False,10.962,,,"LINESTRING (-75.1897617 39.946309, -75.189675 39.9463818)",,,,,
5950302315,5950302316,0,630082715,,steps,False,False,3.822,,,"LINESTRING (-75.1897617 39.946309, -75.1897278 39.9462865)",,,,,
5950302315,5950302313,0,630082702,,footway,False,True,10.475,,,"LINESTRING (-75.1897617 39.946309, -75.1898246 39.9462562, -75.1898423 39.946238)",,,,,
5950302316,5950302315,0,630082715,,steps,False,True,3.822,,,"LINESTRING (-75.1897278 39.9462865, -75.1897617 39.946309)",,,,,
5950302317,5950302319,0,630082702,,footway,False,False,1.343,,,"LINESTRING (-75.189675 39.9463818, -75.1896645 39.9463908)",,,,,
5950302317,5950302315,0,630082702,,footway,False,True,10.962,,,"LINESTRING (-75.189675 39.9463818, -75.1897617 39.946309)",,,,,
5950302317,5950302318,0,630082716,,steps,False,False,3.981,,,"LINESTRING (-75.189675 39.9463818, -75.1896407 39.9463575)",,,,,
5950302318,5950302317,0,630082716,,steps,False,True,3.981,,,"LINESTRING (-75.1896407 39.9463575, -75.189675 39.9463818)",,,,,
5950302319,5950302322,0,630082702,,footway,False,False,20.046,,,"LINESTRING (-75.1896645 39.9463908, -75.1895059 39.9465239)",,,,,
5950302319,5950302317,0,630082702,,footway,False,True,1.343,,,"LINESTRING (-75.1896645 39.9463908, -75.189675 39.9463818)",,,,,
5950302319,5950302321,0,630082717,,footway,False,False,10.934000000000001,,,"LINESTRING (-75.1896645 39.9463908, -75.1896297 39.9463675, -75.1895753 39.9464146)",,,,,
5950302321,5950302319,0,630082717,,footway,False,True,10.934000000000001,,,"LINESTRING (-75.1895753 39.9464146, -75.1896297 39.9463675, -75.1896645 39.9463908)",,,,,
5950302322,5950302324,0,630082702,,footway,False,False,10.402,,,"LINESTRING (-75.1895059 39.9465239, -75.1894235 39.9465929)",,,,,
5950302322,5950302319,0,630082702,,footway,False,True,20.046,,,"LINESTRING (-75.1895059 39.9465239, -75.1896645 39.9463908)",,,,,
5950302322,5950302323,0,630082718,,steps,False,False,4.212,,,"LINESTRING (-75.1895059 39.9465239, -75.1894681 39.9464995)",,,,,
5950302323,5950302322,0,630082718,,steps,False,True,4.212,,,"LINESTRING (-75.1894681 39.9464995, -75.1895059 39.9465239)",,,,,
5950302324,5950302326,0,630082702,,footway,False,False,10.76,,,"LINESTRING (-75.1894235 39.9465929, -75.1893383 39.9466643)",,,,,
5950302324,5950302322,0,630082702,,footway,False,True,10.402,,,"LINESTRING (-75.1894235 39.9465929, -75.1895059 39.9465239)",,,,,
5950302324,5950302325,0,630082719,,steps,False,False,4.147,,,"LINESTRING (-75.1894235 39.9465929, -75.1893866 39.9465686)",,,,,
5950302325,5950302324,0,630082719,,steps,False,True,4.147,,,"LINESTRING (-75.1893866 39.9465686, -75.1894235 39.9465929)",,,,,
5950302326,5950302328,0,630082702,,footway,False,False,10.534,,,"LINESTRING (-75.1893383 39.9466643, -75.1892549 39.9467342)",,,,,
5950302326,5950302324,0,630082702,,footway,False,True,10.76,,,"LINESTRING (-75.1893383 39.9466643, -75.1894235 39.9465929)",,,,,
5950302326,5950302327,0,630082720,,steps,False,False,4.119,,,"LINESTRING (-75.1893383 39.9466643, -75.1893015 39.9466403)",,,,,
5950302327,5950302326,0,630082720,,steps,False,True,4.119,,,"LINESTRING (-75.1893015 39.9466403, -75.1893383 39.9466643)",,,,,
5950302328,5950302141,0,630082702,,footway,False,False,1.712,,,"LINESTRING (-75.1892549 39.9467342, -75.1892414 39.9467456)",,,,,
5950302328,5950302326,0,630082702,,footway,False,True,10.534,,,"LINESTRING (-75.1892549 39.9467342, -75.1893383 39.9466643)",,,,,
5950302328,5950302329,0,630082721,,steps,False,False,4.219,,,"LINESTRING (-75.1892549 39.9467342, -75.189217 39.9467098)",,,,,
5950302329,5950302328,0,630082721,,steps,False,True,4.219,,,"LINESTRING (-75.189217 39.9467098, -75.1892549 39.9467342)",,,,,
5950302330,5950302313,0,630082702,,footway,False,False,28.99,,,"LINESTRING (-75.1900624 39.9460414, -75.189966 39.9461222, -75.1899357 39.9461657, -75.1898518 39.9462282, -75.1898423 39.946238)",,,,,
5950302330,3404793692,0,630082702,,footway,False,True,20.04,,,"LINESTRING (-75.1900624 39.9460414, -75.1901804 39.9459424, -75.1902383 39.9459299)",,,,,
5950302330,5950302332,0,630082722,,footway,False,False,6.04,,,"LINESTRING (-75.1900624 39.9460414, -75.1900334 39.9460234, -75.1900108 39.9460044)",,,,,
5950302331,5950302332,0,630082722,,footway,False,True,3.45,,,"LINESTRING (-75.1899835 39.9459815, -75.1900108 39.9460044)",,,,,
5950302331,2613559877,0,"[333367730, 255683910]",River Fields Drive,service,False,False,248.04600000000002,,,"LINESTRING (-75.1899835 39.9459815, -75.1894918 39.9463658, -75.1893857 39.946434, -75.188856 39.9468145, -75.1884294 39.9471371, -75.1880443 39.9474283, -75.1880419 39.947584)",,,parking_aisle,,
5950302331,5950302298,0,333367730,River Fields Drive,service,False,True,265.918,,,"LINESTRING (-75.1899835 39.9459815, -75.1903713 39.9456784, -75.190629 39.9455149, -75.1908948 39.9453211, -75.1912838 39.9450075, -75.1916878 39.9446723, -75.1921208 39.9442463)",,,,,
5950302332,5950302331,0,630082722,,footway,False,False,3.45,,,"LINESTRING (-75.1900108 39.9460044, -75.1899835 39.9459815)",,,,,
5950302332,5950302330,0,630082722,,footway,False,True,6.04,,,"LINESTRING (-75.1900108 39.9460044, -75.1900334 39.9460234, -75.1900624 39.9460414)",,,,,
5950302332,5950302340,0,630082723,,footway,False,False,200.681,,,"LINESTRING (-75.1900108 39.9460044, -75.1898321 39.9461463, -75.1895533 39.9463736, -75.1893866 39.9464997, -75.1892868 39.9465674, -75.1891017 39.9466828, -75.1888389 39.946876, -75.1885271 39.9471268, -75.1883366 39.9472711)",,,,,
5950302340,8185906374,0,"[630082723, 630082726, 630082727]",,footway,False,False,61.05,,,"LINESTRING (-75.1883366 39.9472711, -75.1881314 39.9474297, -75.1880892 39.9475782, -75.1881899 39.9476478, -75.1881585 39.9476744, -75.1881925 39.947696)",,,,,
5950302340,5950302332,0,630082723,,footway,False,True,200.681,,,"LINESTRING (-75.1883366 39.9472711, -75.1885271 39.9471268, -75.1888389 39.946876, -75.1891017 39.9466828, -75.1892868 39.9465674, -75.1893866 39.9464997, -75.1895533 39.9463736, -75.1898321 39.9461463, -75.1900108 39.9460044)",,,,,
5950302340,5950302369,0,630082724,,footway,False,False,27.587,,,"LINESTRING (-75.1883366 39.9472711, -75.1885139 39.9473933, -75.1885308 39.947405, -75.1885742 39.9473706)",,,,,
5950302355,5950302369,0,630082724,,footway,False,True,1.943,,,"LINESTRING (-75.18859 39.947358, -75.1885742 39.9473706)",,,,,
5950302355,5950302355,0,630082724,,footway,False,False,37.12799999999999,,,"LINESTRING (-75.18859 39.947358, -75.1886799 39.9472866, -75.18859 39.9472201, -75.1886007 39.9472984, -75.18859 39.947358)",,,,,
5950302355,5950302355,1,630082724,,footway,False,True,37.128,,,"LINESTRING (-75.18859 39.947358, -75.1886007 39.9472984, -75.18859 39.9472201, -75.1886799 39.9472866, -75.18859 39.947358)",,,,,
5950302365,8185906372,0,"[630082728, 630082729]",,"['steps', 'footway']",False,"[False, True]",2.8280000000000003,,,"LINESTRING (-75.1883834 39.9476962, -75.1883681 39.947708, -75.1883601 39.9477143)",,,,,
5950302367,8185906372,0,630082729,,footway,False,True,9.809,,,"LINESTRING (-75.1882801 39.9477777, -75.1883601 39.9477143)",,,,,
5950302367,5950302387,0,630082736,,footway,False,False,40.684,,,"LINESTRING (-75.1882801 39.9477777, -75.1879309 39.9475283)",yes,,,,
5950302367,7010516273,0,630082736,,footway,False,True,135.013,,,"LINESTRING (-75.1882801 39.9477777, -75.1894441 39.9486011)",yes,,,,
5950302369,5950302355,0,630082724,,footway,False,False,1.943,,,"LINESTRING (-75.1885742 39.9473706, -75.18859 39.947358)",,,,,
5950302369,5950302340,0,630082724,,footway,False,True,27.587000000000003,,,"LINESTRING (-75.1885742 39.9473706, -75.1885308 39.947405, -75.1885139 39.9473933, -75.1883366 39.9472711)",,,,,
5950302369,5950302371,0,630082730,,footway,False,False,16.419,,,"LINESTRING (-75.1885742 39.9473706, -75.1886838 39.947446, -75.1887142 39.9474202)",,,,,
5950302371,5950302369,0,630082730,,footway,False,True,16.419,,,"LINESTRING (-75.1887142 39.9474202, -75.1886838 39.947446, -75.1885742 39.9473706)",,,,,
5950302382,5960640378,0,629743833,,footway,False,True,104.822,,,"LINESTRING (-75.1898591 39.9488644, -75.1906638 39.9481516)",,,,,
5950302382,5947511668,0,629743833,,footway,False,False,3.516,,,"LINESTRING (-75.1898591 39.9488644, -75.1898464 39.9488757, -75.1898622 39.9488872)",,,,,
5950302382,5950302383,0,"[880018066, 630082734]",,footway,False,False,9.703,,,"LINESTRING (-75.1898591 39.9488644, -75.1898351 39.9488477, -75.189775 39.9488056)",,,,,
5950302383,5960640377,0,12122468,Convention Avenue,tertiary,False,False,101.785,4,,"LINESTRING (-75.189775 39.9488056, -75.1905554 39.9481128)",,,,,
5950302383,109906663,0,12122468,Convention Avenue,tertiary,False,True,12.239,4,,"LINESTRING (-75.189775 39.9488056, -75.1896804 39.9488884)",,,,,
5950302383,5950302384,0,630082734,,footway,False,False,7.033,,,"LINESTRING (-75.189775 39.9488056, -75.1897139 39.9487631)",,,,,
5950302383,5950302382,0,"[880018066, 630082734]",,footway,False,True,9.703,,,"LINESTRING (-75.189775 39.9488056, -75.1898351 39.9488477, -75.1898591 39.9488644)",,,,,
5950302384,5950302383,0,630082734,,footway,False,True,7.033,,,"LINESTRING (-75.1897139 39.9487631, -75.189775 39.9488056)",,,,,
5950302384,5950302386,0,630082736,,footway,False,False,5.407,,,"LINESTRING (-75.1897139 39.9487631, -75.1896532 39.948749)",yes,,,,
5950302384,5960376692,0,631158462,,footway,False,True,83.8,,,"LINESTRING (-75.1897139 39.9487631, -75.1897317 39.9487359, -75.1903536 39.9481921)",,,,,
5950302385,3355718444,0,328747332,,footway,False,True,153.87499999999997,,,"LINESTRING (-75.1896906 39.9490259, -75.1895788 39.949091, -75.1894179 39.9491137, -75.1893545 39.949138, -75.1891229 39.9492267, -75.1890177 39.9493002, -75.188911 39.9493748, -75.1888753 39.9494178, -75.1887661 39.9495496, -75.1887163 39.9497061, -75.1886588 39.9498868, -75.1886081 39.9500045)",,,,,
5950302385,7918772139,0,"[848685864, 630082739, 880018063]",,footway,False,"[False, True]",183.171,,,"LINESTRING (-75.1896906 39.9490259, -75.1898427 39.9491413, -75.1912063 39.9500984, -75.1912689 39.9501436)",,,,,
5950302385,5950302396,0,630082739,,footway,False,True,22.735999999999997,,,"LINESTRING (-75.1896906 39.9490259, -75.1896154 39.9489646, -75.1895677 39.9489174, -75.1895125 39.948874)",,,,,
5950302385,3355718452,0,"[880018064, 630082735]",,footway,False,False,10.581,,,"LINESTRING (-75.1896906 39.9490259, -75.1897162 39.9490048, -75.1897758 39.9489567)",,,,,
5950302386,7010516273,0,630082736,,footway,False,False,24.252,,,"LINESTRING (-75.1896532 39.948749, -75.1894441 39.9486011)",yes,,,,
5950302386,5950302384,0,630082736,,footway,False,True,5.407,,,"LINESTRING (-75.1896532 39.948749, -75.1897139 39.9487631)",yes,,,,
5950302386,5960376710,0,631158463,,footway,False,False,9.853,,,"LINESTRING (-75.1896532 39.948749, -75.1895777 39.9488161)",,,,,
5950302387,5950302367,0,630082736,,footway,False,True,40.684,,,"LINESTRING (-75.1879309 39.9475283, -75.1882801 39.9477777)",yes,,,,
5950302387,5950302390,0,630082737,,footway,False,False,9.113,,,"LINESTRING (-75.1879309 39.9475283, -75.1878559 39.9475867)",yes,,,,
5950302390,5950302391,0,630082737,,footway,False,False,11.762,,,"LINESTRING (-75.1878559 39.9475867, -75.1877594 39.9476623)",yes,,,,
5950302390,5950302387,0,630082737,,footway,False,True,9.113,,,"LINESTRING (-75.1878559 39.9475867, -75.1879309 39.9475283)",yes,,,,
5950302390,5960376710,0,"[424081472, 424081473, 1200676109, 424081469, 424081470]",South Street,secondary,False,False,200.59499999999997,4,25 mph,"LINESTRING (-75.1878559 39.9475867, -75.1879119 39.9476276, -75.1882176 39.9478511, -75.1885157 39.9480637, -75.1889109 39.9483475, -75.189283 39.9486147, -75.1895497 39.948794, -75.1895777 39.9488161)",yes,,,,
5950302391,5950302390,0,630082737,,footway,False,True,11.762,,,"LINESTRING (-75.1877594 39.9476623, -75.1878559 39.9475867)",yes,,,,
5950302391,5950302396,0,630082738,,footway,False,False,201.306,,,"LINESTRING (-75.1877594 39.9476623, -75.1888788 39.9484684, -75.1894343 39.9488184, -75.1895125 39.948874)",yes,,,,
5950302396,5960376710,0,631158463,,footway,False,True,8.505,,,"LINESTRING (-75.1895125 39.948874, -75.1895777 39.9488161)",,,,,
