u,v,key,osmid,name,highway,oneway,reversed,length,lanes,maxspeed,geometry,bridge,ref,service,tunnel,access
3559370582,7875819315,0,"[844114752, 844114751]",,footway,False,True,7.468999999999999,,,"LINESTRING (-75.2029362 39.9529931, -75.2029458 39.9529455, -75.2029422 39.9529267)",,,,,
3559370583,7002789214,0,12155139,Locust Walk,pedestrian,False,True,59.186,,,"LINESTRING (-75.2020592 39.9528815, -75.2027443 39.9529681)",,,,,
3559370583,3563991854,0,12155139,Locust Walk,pedestrian,False,False,53.564,,,"LINESTRING (-75.2020592 39.9528815, -75.2014789 39.952808, -75.2014392 39.952803)",,,,,
3559370583,3559370584,0,99955563,,footway,False,False,67.13,,,"LINESTRING (-75.2020592 39.9528815, -75.2020672 39.9528429, -75.202086 39.9527542, -75.2021385 39.9524971, -75.2021778 39.9523056, -75.2021836 39.9522854)",,,,,
3559370584,11342268110,0,50033005,Irving Street,service,False,False,41.493,,,"LINESTRING (-75.2021836 39.9522854, -75.2017029 39.9522266)",,,,,
3559370584,6824910223,0,50033005,Irving Street,service,False,True,4.964,,,"LINESTRING (-75.2021836 39.9522854, -75.2022411 39.9522925)",,,,,
3559370584,1688839888,0,156649530,,footway,False,False,27.474,,,"LINESTRING (-75.2021836 39.9522854, -75.2022318 39.9520411)",,,,,
3559370584,3559370583,0,99955563,,footway,False,True,67.13000000000001,,,"LINESTRING (-75.2021836 39.9522854, -75.2021778 39.9523056, -75.2021385 39.9524971, -75.202086 39.9527542, -75.2020672 39.9528429, -75.2020592 39.9528815)",,,,,
3563991851,1155472949,0,99955565,,footway,False,True,34.713,,,"LINESTRING (-75.201223 39.9526158, -75.2011598 39.9523074)",,,,,
3563991851,3563991852,0,350643704,,footway,False,True,5.332,,,"LINESTRING (-75.201223 39.9526158, -75.2012325 39.9525684)",,,,,
3563991851,1155473165,0,99955565,,footway,False,False,11.120000000000001,,,"LINESTRING (-75.201223 39.9526158, -75.201239 39.9526939, -75.2012432 39.9527146)",,,,,
3563991852,3563991851,0,350643704,,footway,False,False,5.332,,,"LINESTRING (-75.2012325 39.9525684, -75.201223 39.9526158)",,,,,
3563991852,1155473018,0,350643704,,footway,False,True,39.727,,,"LINESTRING (-75.2012325 39.9525684, -75.2013027 39.9522152)",,,,,
3563991852,3563991854,0,350643705,,footway,False,False,43.385,,,"LINESTRING (-75.2012325 39.9525684, -75.2014765 39.9526056, -75.2014392 39.952803)",,,,,
3563991854,1155472965,0,12155139,Locust Walk,pedestrian,False,False,16.795,,,"LINESTRING (-75.2014392 39.952803, -75.2012448 39.9527784)",,,,,
3563991854,3559370583,0,12155139,Locust Walk,pedestrian,False,True,53.564,,,"LINESTRING (-75.2014392 39.952803, -75.2014789 39.952808, -75.2020592 39.9528815)",,,,,
3563991854,3563991852,0,350643705,,footway,False,True,43.385,,,"LINESTRING (-75.2014392 39.952803, -75.2014765 39.9526056, -75.2012325 39.9525684)",,,,,
3563991857,109986319,0,32119001,Samuel S. Fels 39th Street Walk,pedestrian,False,False,35.554,,,"LINESTRING (-75.2004564 39.9530052, -75.2005217 39.9526894)",,,,,
3563991857,360477522,0,32119001,Samuel S. Fels 39th Street Walk,pedestrian,False,True,9.885,,,"LINESTRING (-75.2004564 39.9530052, -75.2004382 39.953093)",,,,,
3563991857,3563991858,0,350643707,,footway,False,False,19.835,,,"LINESTRING (-75.2004564 39.9530052, -75.2002257 39.9529819)",,,,,
3563991858,3563991857,0,350643707,,footway,False,True,19.835,,,"LINESTRING (-75.2002257 39.9529819, -75.2004564 39.9530052)",,,,,
3563991858,4682320384,0,350643707,,footway,False,False,34.797,,,"LINESTRING (-75.2002257 39.9529819, -75.200135 39.9529213, -75.19985 39.95289)",,,,,
3563991858,3563991862,0,350643708,,footway,False,False,20.135,,,"LINESTRING (-75.2002257 39.9529819, -75.2002779 39.9530656, -75.2002644 39.9531533)",,,,,
3563991860,4682320384,0,350643707,,footway,False,True,3.893,,,"LINESTRING (-75.1998048 39.952885, -75.19985 39.95289)",,,,,
3563991862,3563991863,0,350643708,,footway,False,False,13.589,,,"LINESTRING (-75.2002644 39.9531533, -75.200421 39.9531762)",,,,,
3563991862,3563991864,0,350643709,,footway,False,False,13.4,,,"LINESTRING (-75.2002644 39.9531533, -75.2002358 39.9532718)",,,,,
3563991862,3563991858,0,350643708,,footway,False,True,20.135,,,"LINESTRING (-75.2002644 39.9531533, -75.2002779 39.9530656, -75.2002257 39.9529819)",,,,,
3563991863,360477522,0,32119001,Samuel S. Fels 39th Street Walk,pedestrian,False,False,9.367,,,"LINESTRING (-75.200421 39.9531762, -75.2004382 39.953093)",,,,,
3563991863,360477574,0,32119001,Samuel S. Fels 39th Street Walk,pedestrian,False,True,1.823,,,"LINESTRING (-75.200421 39.9531762, -75.2004177 39.9531924)",,,,,
3563991863,3563991862,0,350643708,,footway,False,True,13.589,,,"LINESTRING (-75.200421 39.9531762, -75.2002644 39.9531533)",,,,,
3563991864,3563991862,0,350643709,,footway,False,True,13.4,,,"LINESTRING (-75.2002358 39.9532718, -75.2002644 39.9531533)",,,,,
3563991870,3563991871,0,357338487,Sansom Street,residential,True,False,7.298,,,"LINESTRING (-75.2000163 39.9545777, -75.2001008 39.9545883)",,,,,
3563991870,11108253418,0,1197159086,,footway,False,True,2.39,,,"LINESTRING (-75.2000163 39.9545777, -75.2000223 39.9545567)",,,,,
3563991871,11108253427,0,12134222,South 39th Street,residential,False,False,2.997,,25 mph,"LINESTRING (-75.2001008 39.9545883, -75.2001065 39.9545617)",,,,,
3563991871,11108253426,0,357338487,Sansom Street,residential,True,False,7.384,,,"LINESTRING (-75.2001008 39.9545883, -75.2001863 39.954599)",,,,,
3564863825,360480505,0,32119311,,footway,False,False,26.428,,,"LINESTRING (-75.1976678 39.9517013, -75.1979744 39.9517366)",,,,,
3564863825,360480515,0,32119311,,footway,False,True,20.247,,,"LINESTRING (-75.1976678 39.9517013, -75.1974329 39.9516743)",,,,,
3564863825,3564863826,0,350720976,,footway,False,False,19.92,,,"LINESTRING (-75.1976678 39.9517013, -75.1976256 39.9518775)",,,,,
3564863826,3564863825,0,350720976,,footway,False,True,19.92,,,"LINESTRING (-75.1976256 39.9518775, -75.1976678 39.9517013)",,,,,
3564863827,3564863828,0,350720977,,footway,False,False,33.221,,,"LINESTRING (-75.1974576 39.9519089, -75.1970733 39.9518592)",,,,,
3564863828,360480427,0,32119090,South 37th Street,pedestrian,False,False,24.879,,,"LINESTRING (-75.1970733 39.9518592, -75.197118 39.9516381)",,,,,
3564863828,110153566,0,32119090,South 37th Street,pedestrian,False,True,43.343,,,"LINESTRING (-75.1970733 39.9518592, -75.1969955 39.9522444)",,,,,
3564863828,3564863827,0,350720977,,footway,False,True,33.221,,,"LINESTRING (-75.1970733 39.9518592, -75.1974576 39.9519089)",,,,,
3564863837,360480505,0,32119312,,footway,False,True,10.555,,,"LINESTRING (-75.1979925 39.9516427, -75.1979744 39.9517366)",,,,,
3564863837,3564863838,0,350720979,,footway,False,False,26.096,,,"LINESTRING (-75.1979925 39.9516427, -75.1982946 39.9516807)",,,,,
3564863837,360480514,0,32119312,,footway,False,False,55.977000000000004,,,"LINESTRING (-75.1979925 39.9516427, -75.1980087 39.9515589, -75.197468 39.9514997)",,,,,
3564863838,360480506,0,156101759,,footway,False,False,9.79,,,"LINESTRING (-75.1982946 39.9516807, -75.1982725 39.9517671)",,,,,
3564863838,3564863837,0,350720979,,footway,False,True,26.096,,,"LINESTRING (-75.1982946 39.9516807, -75.1979925 39.9516427)",,,,,
3564863838,7918745664,0,"[156101759, 848685820, 848685821, 848685822, 848685823]",,footway,False,True,68.696,,,"LINESTRING (-75.1982946 39.9516807, -75.1984672 39.9515791, -75.1985588 39.9515311, -75.1987147 39.9514487, -75.1988201 39.9513957, -75.1989577 39.9513303)",,,,building_passage,
3564863891,8185907092,0,"[1007484448, 792354084, 880018093]",,"['corridor', 'footway']",False,"[False, True]",83.551,,,"LINESTRING (-75.1915318 39.9490442, -75.1915141 39.949258, -75.1914418 39.9493176, -75.191757 39.9495508, -75.1916688 39.9496209, -75.1916493 39.9496378)",yes,,,,
3564863906,635436885,0,50033029,Civic Center Boulevard,secondary,False,False,12.284,,,"LINESTRING (-75.1928933 39.9488079, -75.1929281 39.9487007)",,,,,
3564863906,5960376819,0,631158481,,footway,False,True,9.663,,,"LINESTRING (-75.1928933 39.9488079, -75.1927812 39.948795)",,,,,
3564863906,3157340998,0,50033029,Civic Center Boulevard,secondary,False,True,26.381999999999998,,,"LINESTRING (-75.1928933 39.9488079, -75.1928729 39.9488599, -75.1928485 39.9489206, -75.1928178 39.9490377)",,,,,
3564863907,635436885,0,50033027,Convention Avenue,secondary,True,False,14.824,3,,"LINESTRING (-75.1927578 39.9486737, -75.1929281 39.9487007)",,,,,
3564863907,5960376819,0,"[629743833, 631158467]",,footway,False,"[False, True]",15.11,,,"LINESTRING (-75.1927578 39.9486737, -75.1927335 39.9487465, -75.1927812 39.948795)",,,,,
3564863907,5960376738,0,"[631158467, 880018092]",,footway,False,True,7.399000000000001,,,"LINESTRING (-75.1927578 39.9486737, -75.1927698 39.9486363, -75.1927809 39.9486096)",,,,,
3564863918,110338978,0,30953025,South Street,secondary,False,False,9.705,,25 mph,"LINESTRING (-75.1916265 39.9502813, -75.191677 39.9503045, -75.1917251 39.9503249)",,,,,
3564863918,7918772138,0,30953025,South Street,secondary,False,True,33.145,,25 mph,"LINESTRING (-75.1916265 39.9502813, -75.1915772 39.9502471, -75.1913395 39.9500802)",,,,,
3564863918,7918772140,0,"[629743840, 848685862]",,footway,False,False,8.818,,,"LINESTRING (-75.1916265 39.9502813, -75.1915733 39.9503243, -75.1915574 39.9503402)",,,,,
3564863918,5947511632,0,"[629743840, 848685859]",,footway,False,True,10.094999999999999,,,"LINESTRING (-75.1916265 39.9502813, -75.1916801 39.9502308, -75.1917105 39.95022)",,,,,
3564863919,110060729,0,424799826,Spruce Street,secondary,False,False,7.245,3,25 mph,"LINESTRING (-75.192501 39.9504441, -75.1925847 39.9504554)",,,,,
3564863919,3564863921,0,"[424799825, 424799826, 424799828]",Spruce Street,secondary,False,True,57.10300000000001,3,25 mph,"LINESTRING (-75.192501 39.9504441, -75.1922627 39.9504118, -75.1921378 39.9503927, -75.1920818 39.9503849, -75.1919203 39.9503624, -75.1918425 39.95035)",,,,,
3564863919,635438230,0,"[629754192, 848685854]",,footway,False,False,9.688,,,"LINESTRING (-75.192501 39.9504441, -75.1925148 39.9503824, -75.19252 39.9503582)",,,,,
3564863919,5947653551,0,"[629754192, 848685853]",,footway,False,True,9.643,,,"LINESTRING (-75.192501 39.9504441, -75.1924872 39.9504987, -75.1924786 39.9505291)",,,,,
3564863920,110338978,0,1047993595,Civic Center Boulevard,secondary,True,False,12.062,3,,"LINESTRING (-75.1918222 39.950246, -75.1917251 39.9503249)",,,,,
3564863920,635438229,0,"[848685873, 629743838]",,footway,False,False,10.18,,,"LINESTRING (-75.1918222 39.950246, -75.1919128 39.9502697, -75.1919365 39.9502699)",,,,,
3564863920,5947511632,0,"[848685858, 629743838]",,footway,False,True,9.986,,,"LINESTRING (-75.1918222 39.950246, -75.1917502 39.9502255, -75.1917105 39.95022)",,,,,
3564863921,3564863919,0,"[424799825, 424799826, 424799828]",Spruce Street,secondary,False,False,57.103,3,25 mph,"LINESTRING (-75.1918425 39.95035, -75.1919203 39.9503624, -75.1920818 39.9503849, -75.1921378 39.9503927, -75.1922627 39.9504118, -75.192501 39.9504441)",,,,,
3564863921,110338978,0,424799828,Spruce Street,secondary,False,True,10.392,3,25 mph,"LINESTRING (-75.1918425 39.95035, -75.1917861 39.9503391, -75.1917251 39.9503249)",,,,,
3564863921,5947511667,0,"[629743842, 476000190]",,footway,False,False,13.519,,,"LINESTRING (-75.1918425 39.95035, -75.1917582 39.9504122, -75.1917294 39.9504352)",,,,,
3564863921,3157340991,0,"[629743842, 848685874]",,footway,False,True,11.455,,,"LINESTRING (-75.1918425 39.95035, -75.1919257 39.9502922, -75.1919424 39.9502811)",,,,,
3564863922,110060729,0,903721719,Spruce Street,secondary,False,False,9.473,2,30 mph,"LINESTRING (-75.1926944 39.950469, -75.1925847 39.9504554)",,,,,
3564863922,8185907073,0,"[880018087, 848685871]",,footway,False,False,9.591000000000001,,,"LINESTRING (-75.1926944 39.950469, -75.1927055 39.9504174, -75.1927119 39.9503838)",,,,,
3564863922,5947653550,0,"[848685849, 848685871]",,footway,False,"[False, True]",9.103,,,"LINESTRING (-75.1926944 39.950469, -75.1926875 39.9505189, -75.1926778 39.9505497)",,,,,
3564863922,360480987,0,903721719,Spruce Street,secondary,False,True,58.813,2,30 mph,"LINESTRING (-75.1926944 39.950469, -75.1930424 39.9505203, -75.1933742 39.9505588)",,,,,
3564863923,110060729,0,1222879917,South 34th Street,secondary,True,False,9.663,3,25 mph,"LINESTRING (-75.1925605 39.9505403, -75.1925847 39.9504554)",,,,,
3564863923,5947653550,0,"[848685852, 629754191]",,footway,False,False,10.063,,,"LINESTRING (-75.1925605 39.9505403, -75.1926302 39.9505479, -75.1926778 39.9505497)",,,,,
3564863923,5947653541,0,"[848685877, 629754191]",,footway,False,True,5.178,,,"LINESTRING (-75.1925605 39.9505403, -75.1925336 39.9505362, -75.1925008 39.9505317)",,,,,
3567693973,110214032,0,12166276,Sansom Street,residential,True,False,116.67,,,"LINESTRING (-75.1920652 39.9535928, -75.1934163 39.9537608)",,,,,
3567693973,4696697679,0,476000149,,footway,False,False,4.325,,,"LINESTRING (-75.1920652 39.9535928, -75.1920714 39.9535542)",,,,,
3567693973,4696697677,0,476000149,,footway,False,True,5.464,,,"LINESTRING (-75.1920652 39.9535928, -75.1920577 39.9536416)",,,,,
3651193538,5947512996,0,198801314,,service,False,False,54.661,,,"LINESTRING (-75.1866415 39.951377, -75.1867585 39.9512501, -75.1868006 39.9511047, -75.1869487 39.9509558)",,,,,
3651193538,2088893604,0,198801314,,service,False,True,71.094,,,"LINESTRING (-75.1866415 39.951377, -75.1863518 39.9516661, -75.1862159 39.9519204)",,,,,
3651193538,7010176239,0,360603270,,service,False,False,159.32399999999998,,,"LINESTRING (-75.1866415 39.951377, -75.1867712 39.9514025, -75.1875826 39.9515083, -75.1876315 39.9515241, -75.1876629 39.9515538, -75.1876927 39.9516101, -75.1876952 39.9516698, -75.1876359 39.9518939, -75.1875076 39.9520541, -75.1874562 39.952086, -75.187414 39.9520891)",,,,,
4476162717,7918772099,0,330138969,,footway,False,False,8.674,,,"LINESTRING (-75.1975924 39.95351, -75.1975761 39.953587)",,,,,
4476162717,7918772095,0,388533144,Walnut Street,primary,True,False,6.462,2,30 mph,"LINESTRING (-75.1975924 39.95351, -75.1976674 39.9535185)",,,,,
4476162719,4476162724,0,1048465689,South 38th Street,primary,True,False,10.238,4,25 mph,"LINESTRING (-75.1986728 39.9535481, -75.1986529 39.9536389)",,US 13,,,
4476162719,7918745669,0,"[848685825, 844114767]",,footway,False,False,9.272,,,"LINESTRING (-75.1986728 39.9535481, -75.1985883 39.9535374, -75.1985654 39.9535349)",,,,,
4476162719,4476162720,0,844114767,,footway,False,True,11.468,,,"LINESTRING (-75.1986728 39.9535481, -75.1986927 39.9535506, -75.1988056 39.9535646)",,,,,
4476162720,4709403308,0,62646494,South 38th Street,primary,True,False,48.218,2,25 mph,"LINESTRING (-75.1988056 39.9535646, -75.1988981 39.9531368)",,US 13,,,
4476162720,4476162719,0,844114767,,footway,False,False,11.468,,,"LINESTRING (-75.1988056 39.9535646, -75.1986927 39.9535506, -75.1986728 39.9535481)",,,,,
4476162720,7918772175,0,"[1222839577, 844114767]",,footway,False,True,8.583,,,"LINESTRING (-75.1988056 39.9535646, -75.1988896 39.9535755, -75.1989048 39.9535778)",,,,,
4476162723,4476162724,0,450695475,Walnut Street,primary,True,False,10.462,4,30 mph,"LINESTRING (-75.1985318 39.9536236, -75.1986529 39.9536389)",,,,,
4476162723,7918772097,0,"[848685826, 848685883]",,footway,False,False,8.782,,,"LINESTRING (-75.1985318 39.9536236, -75.1985208 39.9536735, -75.1985181 39.9537018)",,,,,
4476162723,7918745672,0,"[848685826, 848685827]",,footway,False,"[False, True]",10.112,,,"LINESTRING (-75.1985318 39.9536236, -75.1985451 39.9535565, -75.1985497 39.9535337)",,,,,
4476162724,4476162727,0,357338497,South 38th Street,primary,True,False,8.872,2,25 mph,"LINESTRING (-75.1986529 39.9536389, -75.1986374 39.9537178)",,US 13,,,
4476162724,4476162725,0,450695462,Walnut Street,primary,True,False,11.643,3,30 mph,"LINESTRING (-75.1986529 39.9536389, -75.1986756 39.9536421, -75.1987876 39.9536563)",,,,,
4476162725,4476162720,0,62646494,South 38th Street,primary,True,False,10.311,2,25 mph,"LINESTRING (-75.1987876 39.9536563, -75.1988056 39.9535646)",,US 13,,,
4476162725,4476162726,0,137364609,Walnut Street,primary,True,False,10.186,2,30 mph,"LINESTRING (-75.1987876 39.9536563, -75.1989051 39.953673)",,PA 3,,,
4476162726,5562182716,0,137364609,Walnut Street,primary,True,False,5.795,2,30 mph,"LINESTRING (-75.1989051 39.953673, -75.1989724 39.9536804)",,PA 3,,,
4476162726,7917327491,0,"[848485857, 848485855]",,footway,False,False,10.396,,,"LINESTRING (-75.1989051 39.953673, -75.19892 39.9536027, -75.1989223 39.9535805)",,,,,
4476162726,7917327490,0,"[848485856, 848485855]",,footway,False,"[False, True]",8.433,,,"LINESTRING (-75.1989051 39.953673, -75.1988953 39.9537263, -75.1988913 39.9537481)",,,,,
4476162727,7409074663,0,357338497,South 38th Street,primary,True,False,23.985,2,25 mph,"LINESTRING (-75.1986374 39.9537178, -75.198593 39.9539308)",,US 13,,,
4476162727,7918772097,0,"[848485854, 848685838]",,footway,False,False,10.328,,,"LINESTRING (-75.1986374 39.9537178, -75.1985558 39.9537082, -75.1985181 39.9537018)",,,,,
4476162727,4476162728,0,848485854,,footway,False,True,11.561,,,"LINESTRING (-75.1986374 39.9537178, -75.198657 39.9537201, -75.1987715 39.9537334)",,,,,
4476162728,4476162725,0,450695461,South 38th Street,primary,True,False,8.682,3,25 mph,"LINESTRING (-75.1987715 39.9537334, -75.1987876 39.9536563)",,US 13;PA 3,,,
4476162728,4476162727,0,848485854,,footway,False,False,11.561,,,"LINESTRING (-75.1987715 39.9537334, -75.198657 39.9537201, -75.1986374 39.9537178)",,,,,
4476162728,11108253423,0,"[848485853, 848485854]",,footway,False,True,8.57,,,"LINESTRING (-75.1987715 39.9537334, -75.1988555 39.9537436, -75.1988708 39.9537455)",,,,,
4476162731,109986312,0,137364609,Walnut Street,primary,True,False,9.221,2,30 mph,"LINESTRING (-75.2001637 39.9538274, -75.2002703 39.9538415)",,PA 3,,,
4476162731,7917315364,0,"[848485836, 848485838]",,footway,False,False,10.25,,,"LINESTRING (-75.2001637 39.9538274, -75.2001792 39.9537606, -75.2001825 39.9537364)",,,,,
4476162731,7917327492,0,"[848485858, 848485836]",,footway,False,"[False, True]",8.921,,,"LINESTRING (-75.2001637 39.9538274, -75.2001534 39.9538786, -75.200147 39.9539066)",,,,,
4476162732,1155472629,0,137364609,Walnut Street,primary,True,False,117.557,2,30 mph,"LINESTRING (-75.2003615 39.9538536, -75.2017236 39.9540194)",,PA 3,,,
4476162732,7917315384,0,"[848485835, 848485852]",,footway,False,False,8.795,,,"LINESTRING (-75.2003615 39.9538536, -75.2003507 39.9539036, -75.2003452 39.9539317)",,,,,
4476162732,7917315363,0,"[848485835, 848485837]",,footway,False,"[False, True]",10.465,,,"LINESTRING (-75.2003615 39.9538536, -75.2003772 39.9537844, -75.200381 39.9537607)",,,,,
4476162733,109986312,0,12134222,South 39th Street,residential,False,False,8.846,,25 mph,"LINESTRING (-75.2002437 39.9539184, -75.2002703 39.9538415)",,,,,
4476162733,11108253427,0,12134222,South 39th Street,residential,False,True,72.481,,25 mph,"LINESTRING (-75.2002437 39.9539184, -75.2001065 39.9545617)",,,,,
4476162733,7917315383,0,848485851,,footway,False,False,6.038,,,"LINESTRING (-75.2002437 39.9539184, -75.2001737 39.9539101)",,,,,
4476162733,7917315382,0,1222839578,,footway,False,True,5.762,,,"LINESTRING (-75.2002437 39.9539184, -75.2003103 39.9539273)",,,,,
