u,v,key,osmid,highway,oneway,reversed,length,geometry,name,lanes,width,access,tunnel,bridge,maxspeed,service
8579025984,8579025982,0,222840512,residential,False,False,30.501,"LINESTRING (120.166506 35.9393429, 120.1663615 35.939591)",黄河路,2,,,,,,
8579025984,8579025989,0,222840512,residential,False,True,50.82,"LINESTRING (120.166506 35.9393429, 120.1667467 35.9389295)",黄河路,2,,,,,,
8579025984,8579025987,0,924350885,footway,False,False,98.512,"LINESTRING (120.166506 35.9393429, 120.1674234 35.9398258)",,,,,,,,
8579025985,8579025983,0,222840602,residential,False,False,34.679,"LINESTRING (120.1678889 35.9400708, 120.167737 35.9403574)",芳华路,2,,,,,,
8579025985,8579025988,0,222840602,residential,False,True,41.829,"LINESTRING (120.1678889 35.9400708, 120.1680721 35.9397251)",芳华路,2,,,,,,
8579025985,8629536061,0,924350885,footway,False,True,35.464,"LINESTRING (120.1678889 35.9400708, 120.1675586 35.939897)",,,,,,,,
8579025986,8579025979,0,924350884,footway,False,False,7.563,"LINESTRING (120.1672232 35.9400822, 120.1672906 35.9401228)",,,,,,,,
8579025986,8579025981,0,924350884,footway,False,True,36.597,"LINESTRING (120.1672232 35.9400822, 120.166897 35.9398858)",,,,,,,,
8579025986,8579025987,0,924350886,footway,False,False,33.73,"LINESTRING (120.1672232 35.9400822, 120.1674234 35.9398258)",,,,,,,,
8579025987,8629536061,0,924350885,footway,False,False,14.52,"LINESTRING (120.1674234 35.9398258, 120.1675586 35.939897)",,,,,,,,
8579025987,8579025984,0,924350885,footway,False,True,98.512,"LINESTRING (120.1674234 35.9398258, 120.166506 35.9393429)",,,,,,,,
8579025987,8579025986,0,924350886,footway,False,True,33.73,"LINESTRING (120.1674234 35.9398258, 120.1672232 35.9400822)",,,,,,,,
8579025988,8579025985,0,222840602,residential,False,False,41.829,"LINESTRING (120.1680721 35.9397251, 120.1678889 35.9400708)",芳华路,2,,,,,,
8579025988,2317863624,0,222840602,residential,False,True,24.022,"LINESTRING (120.1680721 35.9397251, 120.1681774 35.9395266)",芳华路,2,,,,,,
8579025988,8629536062,0,924350887,footway,False,False,28.139,"LINESTRING (120.1680721 35.9397251, 120.167821 35.9395744)",,,,,,,,
8579025989,8579025984,0,222840512,residential,False,False,50.82,"LINESTRING (120.1667467 35.9389295, 120.166506 35.9393429)",黄河路,2,,,,,,
8579025989,2317863617,0,222840512,residential,False,True,22.793,"LINESTRING (120.1667467 35.9389295, 120.1668547 35.9387441)",黄河路,2,,,,,,
8579025989,8629536062,0,924350887,footway,False,True,120.401,"LINESTRING (120.1667467 35.9389295, 120.167821 35.9395744)",,,,,,,,
8579025990,2317863624,0,222840602,residential,False,False,17.424,"LINESTRING (120.1682579 35.9393841, 120.1681774 35.9395266)",芳华路,2,,,,,,
8579025990,8579025992,0,222840602,residential,False,True,31.607,"LINESTRING (120.1682579 35.9393841, 120.1684039 35.9391256)",芳华路,2,,,,,,
8579025990,8579025994,0,924350888,footway,False,False,52.657,"LINESTRING (120.1682579 35.9393841, 120.1677882 35.9391019)",,,,,,,,
8579025991,2317863617,0,222840512,residential,False,False,18.838,"LINESTRING (120.1669289 35.9385857, 120.1668547 35.9387441)",黄河路,2,,,,,,
8579025991,8579025993,0,222840512,residential,False,True,29.782,"LINESTRING (120.1669289 35.9385857, 120.1670463 35.9383353)",黄河路,2,,,,,,
8579025991,8579025994,0,924350888,footway,False,True,96.33,"LINESTRING (120.1669289 35.9385857, 120.1677882 35.9391019)",,,,,,,,
8579025992,8579025990,0,222840602,residential,False,False,31.607,"LINESTRING (120.1684039 35.9391256, 120.1682579 35.9393841)",芳华路,2,,,,,,
8579025992,8579025891,0,222840602,residential,False,True,24.565,"LINESTRING (120.1684039 35.9391256, 120.1685174 35.9389247)",芳华路,2,,,,,,
8579025992,8629536063,0,924350889,footway,False,False,34.075,"LINESTRING (120.1684039 35.9391256, 120.1680966 35.9389467)",,,,,,,,
8579025993,8579025991,0,222840512,residential,False,False,29.782,"LINESTRING (120.1670463 35.9383353, 120.1669289 35.9385857)",黄河路,2,,,,,,
8579025993,8579026000,0,222840512,residential,False,True,15.663,"LINESTRING (120.1670463 35.9383353, 120.167108 35.9382036)",黄河路,2,,,,,,
8579025993,8579026001,0,924350889,footway,False,True,25.655,"LINESTRING (120.1670463 35.9383353, 120.1673128 35.938417)",,,,,,,,
8579025994,8579025991,0,924350888,footway,False,False,96.33,"LINESTRING (120.1677882 35.9391019, 120.1669289 35.9385857)",,,,,,,,
8579025994,8579025990,0,924350888,footway,False,True,52.657,"LINESTRING (120.1677882 35.9391019, 120.1682579 35.9393841)",,,,,,,,
8579025994,8579025995,0,924350890,footway,False,False,30.228,"LINESTRING (120.1677882 35.9391019, 120.167977 35.9388771)",,,,,,,,
8579025995,8579026001,0,924350889,footway,False,False,78.696,"LINESTRING (120.167977 35.9388771, 120.1673128 35.938417)",,,,,,,,
8579025995,8629536063,0,924350889,footway,False,True,13.26,"LINESTRING (120.167977 35.9388771, 120.1680966 35.9389467)",,,,,,,,
8579025995,8579025994,0,924350890,footway,False,True,30.228,"LINESTRING (120.167977 35.9388771, 120.1677882 35.9391019)",,,,,,,,
8579025996,8579025891,0,222840602,residential,False,False,22.01,"LINESTRING (120.1686191 35.9387447, 120.1685174 35.9389247)",芳华路,2,,,,,,
8579025996,2317863612,0,222840602,residential,False,True,15.393,"LINESTRING (120.1686191 35.9387447, 120.1686902 35.9386188)",芳华路,2,,,,,,
8579025996,8629536064,0,924350891,footway,False,False,23.561,"LINESTRING (120.1686191 35.9387447, 120.1684136 35.9386135)",,,,,,,,
8579025997,8629536064,0,924350891,footway,False,True,106.769,"LINESTRING (120.1674825 35.9380188, 120.1684136 35.9386135)",,,,,,,,
8579025997,8579025999,0,924350892,footway,False,False,31.423,"LINESTRING (120.1674825 35.9380188, 120.1672613 35.9382374)",,,,,,,,
8579025997,8579025998,0,924350892,footway,False,True,12.572,"LINESTRING (120.1674825 35.9380188, 120.1675304 35.9379126)",,,,,,,,
8579025998,7983909289,0,856247225,residential,False,False,25.072,"LINESTRING (120.1675304 35.9379126, 120.1673079 35.937777)",,2,,,,,,
8579025998,9083456311,0,856247225,residential,False,True,36.8,"LINESTRING (120.1675304 35.9379126, 120.1678571 35.9381115)",,2,,,,,,
8579025998,8579025997,0,924350892,footway,False,False,12.572,"LINESTRING (120.1675304 35.9379126, 120.1674825 35.9380188)",,,,,,,,
8579025999,8579025997,0,924350892,footway,False,True,31.423,"LINESTRING (120.1672613 35.9382374, 120.1674825 35.9380188)",,,,,,,,
8579025999,8579026001,0,924350893,footway,False,False,20.502,"LINESTRING (120.1672613 35.9382374, 120.1673128 35.938417)",,,,,,,,
8579025999,8579026000,0,924350893,footway,False,True,14.304,"LINESTRING (120.1672613 35.9382374, 120.167108 35.9382036)",,,,,,,,
8579026000,8579025993,0,222840512,residential,False,False,15.663,"LINESTRING (120.167108 35.9382036, 120.1670463 35.9383353)",黄河路,2,,,,,,
8579026000,7983909289,0,222840512,residential,False,True,50.735,"LINESTRING (120.167108 35.9382036, 120.1673079 35.937777)",黄河路,2,,,,,,
8579026000,8579025999,0,924350893,footway,False,False,14.304,"LINESTRING (120.167108 35.9382036, 120.1672613 35.9382374)",,,,,,,,
8579026001,8579025993,0,924350889,footway,False,False,25.655,"LINESTRING (120.1673128 35.938417, 120.1670463 35.9383353)",,,,,,,,
8579026001,8579025995,0,924350889,footway,False,True,78.696,"LINESTRING (120.1673128 35.938417, 120.167977 35.9388771)",,,,,,,,
8579026001,8579025999,0,924350893,footway,False,True,20.502,"LINESTRING (120.1673128 35.938417, 120.1672613 35.9382374)",,,,,,,,
8579026002,8579026003,0,924350894,footway,False,False,18.518,"LINESTRING (120.1689844 35.9390158, 120.1691067 35.9388819)",,,,,,,,
8579026002,8579025919,0,924350861,footway,False,False,24.265,"LINESTRING (120.1689844 35.9390158, 120.1691175 35.9390792, 120.1691434 35.93917)",,,,,,,,
8579026002,8579025892,0,924350861,footway,False,True,36.9,"LINESTRING (120.1689844 35.9390158, 120.1689046 35.9389778, 120.168701 35.9389839, 120.1685932 35.9390128)",,,,,,,,
8579026003,2317863612,0,856247225,residential,False,False,47.559,"LINESTRING (120.1691067 35.9388819, 120.1686902 35.9386188)",,2,,,,,,
8579026003,8579025907,0,856247225,residential,False,True,24.102,"LINESTRING (120.1691067 35.9388819, 120.1693178 35.9390152)",,2,,,,,,
8579026003,8579026002,0,924350894,footway,False,True,18.518,"LINESTRING (120.1691067 35.9388819, 120.1689844 35.9390158)",,,,,,,,
8579026006,7984106904,0,856272994,footway,False,False,51.839,"LINESTRING (120.1655268 35.9403438, 120.1655056 35.9403995, 120.1654752 35.9404576, 120.1654039 35.9405135, 120.1653418 35.9405841, 120.1652888 35.9406343, 120.1652474 35.9406652, 120.1651794 35.9407019)",,,,,,,,
8579026006,7984106897,0,856272994,footway,False,True,108.82100000000001,"LINESTRING (120.1655268 35.9403438, 120.165536 35.940311, 120.1656351 35.9399832, 120.1656691 35.9398136, 120.1656804 35.9396187, 120.1657282 35.9394828, 120.1658124 35.9394106)",,,,,,,,
8579026006,8579025969,0,924350895,footway,False,True,46.592,"LINESTRING (120.1655268 35.9403438, 120.1655861 35.9402845, 120.1656576 35.9402338, 120.1657147 35.9402132, 120.1657678 35.9402253, 120.1659446 35.9403179)",,,,,,,,
8579026007,8579025959,0,924350896,service,False,True,22.668,"LINESTRING (120.1654551 35.9407739, 120.1656456 35.9409072)",,,,,,,,
8579026007,8629536285,0,930702748,service,False,False,8.357,"LINESTRING (120.1654551 35.9407739, 120.1655072 35.9407117)",,,,,,,,
8579026007,8668650540,0,924350896,service,False,False,21.576,"LINESTRING (120.1654551 35.9407739, 120.165342 35.9407021, 120.1652842 35.9407641)",,,,,,,,
8579026010,8579025609,0,924350803,footway,False,False,45.935,"LINESTRING (120.1642832 35.9430143, 120.1643706 35.9426073)",,,,,,,,
8579026010,8579025618,0,924350803,footway,False,True,8.237,"LINESTRING (120.1642832 35.9430143, 120.1642773 35.9430415, 120.1642802 35.9430879)",,,,,,,,
8579026010,8579026015,0,924350897,footway,False,False,56.071000000000005,"LINESTRING (120.1642832 35.9430143, 120.1641293 35.9429956, 120.1640414 35.9429139, 120.1639992 35.9427981, 120.1639081 35.9427533, 120.1638306 35.9427491)",,,,,,,,
8579026015,7984106917,0,856272994,footway,False,False,64.985,"LINESTRING (120.1638306 35.9427491, 120.1637993 35.9428028, 120.1637508 35.9429363, 120.1637168 35.9430951, 120.1636514 35.9431416, 120.1636043 35.943188, 120.1636135 35.9432819)",,,,,,,,
8579026015,8668650542,0,856272994,footway,False,True,188.06299999999996,"LINESTRING (120.1638306 35.9427491, 120.1638612 35.9426848, 120.1638655 35.9425506, 120.1639369 35.9423606, 120.1640206 35.9421632, 120.164154 35.9418776, 120.1642905 35.9416944, 120.1644419 35.9415191, 120.1646353 35.941311, 120.1646764 35.9412616, 120.1646976 35.9412399)",,,,,,,,
8579026015,8579026010,0,924350897,footway,False,True,56.071,"LINESTRING (120.1638306 35.9427491, 120.1639081 35.9427533, 120.1639992 35.9427981, 120.1640414 35.9429139, 120.1641293 35.9429956, 120.1642832 35.9430143)",,,,,,,,
8579026017,7984106878,0,222840515,residential,False,False,80.365,"LINESTRING (120.1693614 35.9442079, 120.1686446 35.9437771)",北油路,2,,,,,,
8579026017,8579026019,0,222840515,residential,False,True,69.195,"LINESTRING (120.1693614 35.9442079, 120.1699785 35.9445789)",北油路,2,,,,,,
8579026017,8579026018,0,924350899,footway,False,False,167.924,"LINESTRING (120.1693614 35.9442079, 120.168263 35.9454285)",,,,,,,,
8579026018,8579026017,0,924350899,footway,False,True,167.924,"LINESTRING (120.168263 35.9454285, 120.1693614 35.9442079)",,,,,,,,
8579026019,8579026017,0,222840515,residential,False,False,69.195,"LINESTRING (120.1699785 35.9445789, 120.1693614 35.9442079)",北油路,2,,,,,,
8579026019,2317863604,0,222840515,residential,False,True,27.885,"LINESTRING (120.1699785 35.9445789, 120.1702272 35.9447284)",北油路,2,,,,,,
8579026019,8579026020,0,924350900,footway,False,False,159.226,"LINESTRING (120.1699785 35.9445789, 120.168907 35.9457182)",,,,,,,,
8579026020,8579026019,0,924350900,footway,False,True,159.226,"LINESTRING (120.168907 35.9457182, 120.1699785 35.9445789)",,,,,,,,
8579026021,2317863604,0,222840605,residential,False,True,21.039,"LINESTRING (120.170229 35.9449176, 120.1702272 35.9447284)",博萃西路,2,,,,,,
8579026021,8579026022,0,924350901,footway,False,False,134.689,"LINESTRING (120.170229 35.9449176, 120.169308 35.9458722)",,,,,,,,
8579026021,8629536217,0,222840605,residential,False,False,46.316,"LINESTRING (120.170229 35.9449176, 120.1702838 35.945282, 120.1702897 35.9453312)",博萃西路,2,,,,,,
8579026022,8579026021,0,924350901,footway,False,True,134.689,"LINESTRING (120.169308 35.9458722, 120.170229 35.9449176)",,,,,,,,
8579026037,2317864100,0,930702760,residential,False,True,28.784,"LINESTRING (120.1727548 35.9459589, 120.1729438 35.9457501)",博翠东路,2,,,,,,
8579026037,8579026040,0,924350904,service,False,False,89.319,"LINESTRING (120.1727548 35.9459589, 120.172964 35.9460693, 120.172998 35.9461931, 120.1726411 35.9465692)",,,,,,,,
8579026037,8629536275,0,930702760,residential,False,False,49.551,"LINESTRING (120.1727548 35.9459589, 120.1725939 35.9460885, 120.172275 35.9461324)",博翠东路,2,,,,,,
8579026040,8579026037,0,924350904,service,False,True,89.319,"LINESTRING (120.1726411 35.9465692, 120.172998 35.9461931, 120.172964 35.9460693, 120.1727548 35.9459589)",,,,,,,,
8579026041,2317864100,0,930702760,residential,False,False,27.176,"LINESTRING (120.1731223 35.945553, 120.1729438 35.9457501)",博翠东路,2,,,,,,
8579026041,2317863603,0,930702760,residential,False,True,22.437,"LINESTRING (120.1731223 35.945553, 120.1732122 35.9453648)",博翠东路,2,,,,,,
8579026041,8579026046,0,924350905,service,False,False,112.535,"LINESTRING (120.1731223 35.945553, 120.1740749 35.9461421, 120.1740798 35.9461835)",,,,,,,,
8579026045,8579026046,0,924350905,service,False,True,152.618,"LINESTRING (120.1730662 35.9472763, 120.1739815 35.9463176, 120.1740824 35.9462057, 120.1740798 35.9461835)",,,,,,,,
8579026046,8579026045,0,924350905,service,False,False,152.618,"LINESTRING (120.1740798 35.9461835, 120.1740824 35.9462057, 120.1739815 35.9463176, 120.1730662 35.9472763)",,,,,,,,
8579026046,8579026041,0,924350905,service,False,True,112.535,"LINESTRING (120.1740798 35.9461835, 120.1740749 35.9461421, 120.1731223 35.945553)",,,,,,,,
8579026046,8579026052,0,924350906,steps,False,False,51.806,"LINESTRING (120.1740798 35.9461835, 120.1741619 35.9462296, 120.1741187 35.9462795, 120.1740584 35.9463436, 120.1741381 35.9463979, 120.1741739 35.9463567, 120.1742919 35.9464088)",,,,,,,,
8579026052,8579026046,0,924350906,steps,False,True,51.806,"LINESTRING (120.1742919 35.9464088, 120.1741739 35.9463567, 120.1741381 35.9463979, 120.1740584 35.9463436, 120.1741187 35.9462795, 120.1741619 35.9462296, 120.1740798 35.9461835)",,,,,,,,
8579026052,8599197692,0,926721525,path,False,False,113.338,"LINESTRING (120.1742919 35.9464088, 120.1743079 35.9467252, 120.1743356 35.9467542, 120.1744234 35.9467648, 120.1745308 35.9467516, 120.1745764 35.9468109, 120.1746057 35.9468846, 120.174718 35.9468794, 120.1747912 35.9469084, 120.174827 35.946965, 120.1749084 35.9469993, 120.1749861 35.9469878)",,,,,,,,
8579026052,7984106986,0,929756550,footway,False,False,29.338,"LINESTRING (120.1742919 35.9464088, 120.1743713 35.9464071, 120.1744679 35.9464401, 120.1746078 35.9464222)",,,,,,,,
8579026087,8579025956,0,222840513,service,False,True,13.679,"LINESTRING (120.1682781 35.942334, 120.1681541 35.9422629)",,,,,,,,
8579026087,7984106850,0,222840513,service,False,False,42.92,"LINESTRING (120.1682781 35.942334, 120.168326 35.9423623, 120.1686445 35.9425808)",,,,,,,,
8579026087,8579026099,0,924350914,footway,False,False,52.29900000000001,"LINESTRING (120.1682781 35.942334, 120.1684927 35.9421226, 120.1684286 35.9420188, 120.1684846 35.9419521)",,,,,,,,
8579026098,8579025924,0,222840503,residential,False,False,22.434,"LINESTRING (120.1697859 35.9405385, 120.1699897 35.9406546)",华东路,2,,,,,,
8579026098,8668650570,0,222840503,residential,False,True,30.703,"LINESTRING (120.1697859 35.9405385, 120.1695204 35.9403652)",华东路,2,,,,,,
8579026098,8579026120,0,924350914,footway,False,True,15.473,"LINESTRING (120.1697859 35.9405385, 120.1696877 35.9406527)",,,,,,,,
8579026099,8579026100,0,924350915,footway,False,False,82.553,"LINESTRING (120.1684846 35.9419521, 120.1677287 35.9415318)",,,,,,,,
8579026099,8579026105,0,924350914,footway,False,False,25.612000000000002,"LINESTRING (120.1684846 35.9419521, 120.1686159 35.9417953, 120.1686615 35.9417777)",,,,,,,,
8579026099,8579026087,0,924350914,footway,False,True,52.299,"LINESTRING (120.1684846 35.9419521, 120.1684286 35.9420188, 120.1684927 35.9421226, 120.1682781 35.942334)",,,,,,,,
8579026100,8579025939,0,222840522,residential,False,False,7.069,"LINESTRING (120.1677287 35.9415318, 120.1677849 35.9414874)",荟萃路,2,,,,,,
8579026100,2317863648,0,222840522,residential,False,True,43.494,"LINESTRING (120.1677287 35.9415318, 120.1673833 35.9418053)",荟萃路,2,,,,,,
8579026100,8579026099,0,924350915,footway,False,True,82.553,"LINESTRING (120.1677287 35.9415318, 120.1684846 35.9419521)",,,,,,,,
8579026101,8579026102,0,924350916,footway,False,False,78.058,"LINESTRING (120.1690072 35.9413979, 120.1683315 35.940958)",,,,,,,,
8579026101,8579026107,0,924350914,footway,False,False,26.31,"LINESTRING (120.1690072 35.9413979, 120.1691335 35.9412565, 120.1692034 35.9412309)",,,,,,,,
8579026101,8629536046,0,924350914,footway,False,True,47.150999999999996,"LINESTRING (120.1690072 35.9413979, 120.1689659 35.9414441, 120.1690349 35.9415479, 120.1688723 35.9416915, 120.1688192 35.9417247)",,,,,,,,
8579026102,8629536055,0,222840522,residential,False,False,37.033,"LINESTRING (120.1683315 35.940958, 120.168568 35.9406855)",荟萃路,2,,,,,,
8579026102,7984106887,0,222840522,residential,False,True,41.994,"LINESTRING (120.1683315 35.940958, 120.1680633 35.941267)",荟萃路,2,,,,,,
8579026102,8579026101,0,924350916,footway,False,True,78.058,"LINESTRING (120.1683315 35.940958, 120.1690072 35.9413979)",,,,,,,,
8579026103,8579026120,0,924350914,footway,False,False,21.01,"LINESTRING (120.1695546 35.9408079, 120.1696877 35.9406527)",,,,,,,,
8579026103,8579026104,0,924350917,footway,False,False,80.512,"LINESTRING (120.1695546 35.9408079, 120.1688328 35.9403804)",,,,,,,,
8579026103,8579026109,0,924350914,footway,False,True,53.545,"LINESTRING (120.1695546 35.9408079, 120.1695082 35.9408614, 120.1695624 35.9409691, 120.1693948 35.9411607, 120.1693216 35.9411876)",,,,,,,,
8579026104,2317863625,0,222840522,residential,False,False,40.256,"LINESTRING (120.1688328 35.9403804, 120.1690899 35.9400842)",荟萃路,2,,,,,,
8579026104,8629536056,0,222840522,residential,False,True,10.463,"LINESTRING (120.1688328 35.9403804, 120.168766 35.9404574)",荟萃路,2,,,,,,
8579026104,8579026103,0,924350917,footway,False,True,80.512,"LINESTRING (120.1688328 35.9403804, 120.1695546 35.9408079)",,,,,,,,
8579026105,8629536046,0,924350914,footway,False,False,15.372,"LINESTRING (120.1686615 35.9417777, 120.1688192 35.9417247)",,,,,,,,
8579026105,8579026106,0,924350918,footway,False,False,54.17,"LINESTRING (120.1686615 35.9417777, 120.1691285 35.9420849)",,,,,,,,
8579026105,8579026099,0,924350914,footway,False,True,25.612000000000002,"LINESTRING (120.1686615 35.9417777, 120.1686159 35.9417953, 120.1684846 35.9419521)",,,,,,,,
8579026106,8579026108,0,856272983,residential,True,False,80.784,"LINESTRING (120.1691285 35.9420849, 120.1696596 35.9414993)",凤华路,,,,,,,
8579026106,8579026105,0,924350918,footway,False,True,54.17,"LINESTRING (120.1691285 35.9420849, 120.1686615 35.9417777)",,,,,,,,
8579026106,8642622534,0,932310172,service,False,False,17.766,"LINESTRING (120.1691285 35.9420849, 120.1693008 35.9421628)",,,,,,,,
8579026107,8579026109,0,924350914,footway,False,False,11.68,"LINESTRING (120.1692034 35.9412309, 120.1693216 35.9411876)",,,,,,,,
8579026107,8579026108,0,924350919,footway,False,False,50.768,"LINESTRING (120.1692034 35.9412309, 120.1696596 35.9414993)",,,,,,,,
8579026107,8579026101,0,924350914,footway,False,True,26.31,"LINESTRING (120.1692034 35.9412309, 120.1691335 35.9412565, 120.1690072 35.9413979)",,,,,,,,
8579026108,8579026121,0,856272983,residential,True,False,76.897,"LINESTRING (120.1696596 35.9414993, 120.1701819 35.9409521)",凤华路,,,,,,,
8579026108,8579026107,0,924350919,footway,False,True,50.768,"LINESTRING (120.1696596 35.9414993, 120.1692034 35.9412309)",,,,,,,,
8579026108,8642622535,0,932310173,service,False,False,17.616,"LINESTRING (120.1696596 35.9414993, 120.1698271 35.9415812)",,,,,,,,
8579026109,8579026107,0,924350914,footway,False,True,11.68,"LINESTRING (120.1693216 35.9411876, 120.1692034 35.9412309)",,,,,,,,
8579026109,8579026103,0,924350914,footway,False,False,53.545,"LINESTRING (120.1693216 35.9411876, 120.1693948 35.9411607, 120.1695624 35.9409691, 120.1695082 35.9408614, 120.1695546 35.9408079)",,,,,,,,
8579026109,8579026115,0,924350920,footway,False,False,92.03100000000002,"LINESTRING (120.1693216 35.9411876, 120.1691975 35.941034, 120.1690696 35.9410209, 120.1690135 35.9410042, 120.1689343 35.9409458, 120.1688804 35.9408758, 120.1687842 35.9407796, 120.1686567 35.940697, 120.1685837 35.9406673)",,,,,,,,
8579026115,8629536056,0,222840522,residential,False,False,28.532,"LINESTRING (120.1685837 35.9406673, 120.168766 35.9404574)",荟萃路,2,,,,,,
8579026115,8629536055,0,222840522,residential,False,True,2.468,"LINESTRING (120.1685837 35.9406673, 120.168568 35.9406855)",荟萃路,2,,,,,,
8579026115,8579026109,0,924350920,footway,False,True,92.031,"LINESTRING (120.1685837 35.9406673, 120.1686567 35.940697, 120.1687842 35.9407796, 120.1688804 35.9408758, 120.1689343 35.9409458, 120.1690135 35.9410042, 120.1690696 35.9410209, 120.1691975 35.941034, 120.1693216 35.9411876)",,,,,,,,
8579026116,7984070283,0,222840514,residential,False,False,7.526,"LINESTRING (120.1699874 35.9432704, 120.1700386 35.9433239)",,,,,,,,
8579026116,8579026117,0,924350921,footway,False,False,63.221,"LINESTRING (120.1699874 35.9432704, 120.1695701 35.9437277)",,,,,,,,
8579026116,8579025594,0,222840514,residential,False,True,117.833,"LINESTRING (120.1699874 35.9432704, 120.1698162 35.9431127, 120.1697671 35.9428172, 120.1701768 35.9423765)",,,,,,,,
8579026117,2317864088,0,222840603,service,False,False,124.151,"LINESTRING (120.1695701 35.9437277, 120.1684591 35.9430662)",,,,,,,,
8579026117,8579025259,0,222840603,service,False,True,110.275,"LINESTRING (120.1695701 35.9437277, 120.1705569 35.9443153)",,,,,,,,
8579026117,8579026116,0,924350921,footway,False,True,63.221,"LINESTRING (120.1695701 35.9437277, 120.1699874 35.9432704)",,,,,,,,
8579026120,8579026098,0,924350914,footway,False,False,15.473,"LINESTRING (120.1696877 35.9406527, 120.1697859 35.9405385)",,,,,,,,
8579026120,8579026103,0,924350914,footway,False,True,21.01,"LINESTRING (120.1696877 35.9406527, 120.1695546 35.9408079)",,,,,,,,
8579026120,8579026121,0,924350922,footway,False,False,55.568,"LINESTRING (120.1696877 35.9406527, 120.1701819 35.9409521)",,,,,,,,
8579026121,7984106852,0,856272983,residential,True,False,14.99,"LINESTRING (120.1701819 35.9409521, 120.1702778 35.9408419)",凤华路,,,,,,,
8579026121,8579026120,0,924350922,footway,False,True,55.568,"LINESTRING (120.1701819 35.9409521, 120.1696877 35.9406527)",,,,,,,,
8579026122,7984070271,0,856272953,residential,False,False,130.327,"LINESTRING (120.1750946 35.9396526, 120.176262 35.9403457)",,,,,,,,
8579026122,8579026203,0,924350923,residential,False,True,27.739,"LINESTRING (120.1750946 35.9396526, 120.1749258 35.9398613)",,,,,,,,
8579026122,8579026204,0,856272953,residential,False,True,138.724,"LINESTRING (120.1750946 35.9396526, 120.1741154 35.9390712, 120.1740243 35.9390764, 120.1738843 35.9392295)",,,,,,,,
8579026137,8661997498,0,924350785,path,False,False,37.918,"LINESTRING (120.1766459 35.9482158, 120.1766314 35.9482073, 120.1766253 35.9481968, 120.1766372 35.9481865, 120.1765948 35.9481346, 120.1766172 35.9480861, 120.1766075 35.9480646, 120.1765825 35.9480681, 120.1765358 35.9480302, 120.1764981 35.9480265, 120.1764318 35.9480018)",,,,,,,,
8579026137,8579025446,0,924350785,path,False,True,18.844,"LINESTRING (120.1766459 35.9482158, 120.1766538 35.9482348, 120.1766932 35.9482429, 120.1766829 35.9482731, 120.1766921 35.9482909, 120.1766731 35.9483043, 120.1766744 35.9483219, 120.176691 35.9483463)",,,,,,,,
8579026137,8579026141,0,929756542,path,False,False,76.79200000000002,"LINESTRING (120.1766459 35.9482158, 120.176753 35.9481741, 120.1767727 35.9481123, 120.1768048 35.9480764, 120.1768072 35.9480025, 120.1768195 35.9479447, 120.1768343 35.9478948, 120.1768072 35.9478289, 120.1767604 35.947795, 120.1767924 35.9477651, 120.1768048 35.9477332, 120.17679 35.9476873, 120.176815 35.9476291)",,,,,,,,
8579026141,8579026147,0,926721528,path,False,False,2.183,"LINESTRING (120.176815 35.9476291, 120.1768336 35.9476165)",,,,,,,,
8579026141,8599197513,0,926721501,path,False,False,49.833,"LINESTRING (120.176815 35.9476291, 120.1767665 35.9476144, 120.176744 35.9476079, 120.1767193 35.9476105, 120.1767067 35.9476263, 120.1766995 35.9476526, 120.1766752 35.9476654, 120.176647 35.9476715, 120.1766224 35.9476956, 120.1765755 35.9476967, 120.1765018 35.9476734, 120.176389 35.9476364, 120.1763376 35.9476303)",,,,,,,,
8579026141,8579026137,0,929756542,path,False,True,76.792,"LINESTRING (120.176815 35.9476291, 120.17679 35.9476873, 120.1768048 35.9477332, 120.1767924 35.9477651, 120.1767604 35.947795, 120.1768072 35.9478289, 120.1768343 35.9478948, 120.1768195 35.9479447, 120.1768072 35.9480025, 120.1768048 35.9480764, 120.1767727 35.9481123, 120.176753 35.9481741, 120.1766459 35.9482158)",,,,,,,,
8579026147,8579026141,0,926721528,path,False,True,2.183,"LINESTRING (120.1768336 35.9476165, 120.176815 35.9476291)",,,,,,,,
8579026147,8754577748,0,929756543,path,False,False,1.804,"LINESTRING (120.1768336 35.9476165, 120.1768161 35.9476086)",,,,,,,,
8579026147,8579025378,0,924350928,path,False,False,77.657,"LINESTRING (120.1768336 35.9476165, 120.1768859 35.947639, 120.1768955 35.94766, 120.1769107 35.9476845, 120.176933 35.9477084, 120.1769537 35.947723, 120.1769569 35.9477623, 120.177018 35.9477594, 120.1770491 35.947765, 120.1770803 35.9477916, 120.1771433 35.9477706, 120.177171 35.9477637, 120.177202 35.9477742, 120.1772395 35.9477708, 120.1772924 35.9477536, 120.1773378 35.9477548, 120.1773847 35.9477586, 120.1774296 35.9477572, 120.1774862 35.9477452, 120.1775191 35.9477279, 120.1775116 35.9477046)",,,,,,,,
8579026159,8579025422,0,856272999,service,False,False,33.354,"LINESTRING (120.1756996 35.944415, 120.1756995 35.9444989, 120.1757247 35.944714)",,,,,,,,
8579026159,7984107016,0,856272999,service,False,True,33.984,"LINESTRING (120.1756996 35.944415, 120.1757331 35.9442702, 120.1757809 35.9441167)",,,,,,,,
